Date,IRB
2008-02-25,7.128938674926758
2008-02-26,6.9503889083862305
2008-02-27,7.660837173461914
2008-02-28,7.715341091156006
2008-02-29,7.275540828704834
2008-03-03,7.279296398162842
2008-03-04,7.399585723876953
2008-03-05,7.384548664093018
2008-03-07,7.4691290855407715
2008-03-10,7.207878589630127
2008-03-11,7.315008163452148
2008-03-12,7.239830493927002
2008-03-13,6.984217166900635
2008-03-14,6.948509216308594
2008-03-17,6.805665493011475
2008-03-18,6.68913459777832
2008-03-19,6.9071574211120605
2008-03-24,6.228659152984619
2008-03-25,6.480510711669922
2008-03-26,6.491787910461426
2008-03-27,6.743642807006836
2008-03-28,6.679738998413086
2008-03-31,6.365861892700195
2008-04-01,6.313235282897949
2008-04-02,6.245573043823242
2008-04-03,6.313235282897949
2008-04-04,6.407212257385254
2008-04-07,6.647787094116211
2008-04-08,6.610196590423584
2008-04-09,6.612075328826904
2008-04-10,6.636511325836182
2008-04-11,6.869568824768066
2008-04-15,7.189084053039551
2008-04-16,7.856305122375488
2008-04-17,7.662716865539551
2008-04-21,7.856305122375488
2008-04-22,7.9390034675598145
2008-04-23,7.91644811630249
2008-04-24,7.615728855133057
2008-04-25,7.540550231933594
2008-04-28,7.987871170043945
2008-04-29,8.002907752990723
2008-04-30,8.016059875488281
2008-05-02,8.094999313354492
2008-05-05,8.008546829223633
2008-05-06,7.890133380889893
2008-05-07,7.846907138824463
2008-05-08,7.925846099853516
2008-05-09,7.580018043518066
2008-05-12,7.534911155700684
2008-05-13,7.8431477546691895
2008-05-14,7.7228593826293945
2008-05-15,7.745410442352295
2008-05-16,7.899532794952393
2008-05-20,7.811197757720947
2008-05-21,7.940883159637451
2008-05-22,7.628885269165039
2008-05-23,7.399585723876953
2008-05-26,7.004892826080322
2008-05-27,6.811303615570068
2008-05-28,6.886483192443848
2008-05-29,6.833857536315918
2008-05-30,7.151492595672607
2008-06-02,6.830101013183594
2008-06-03,6.920314311981201
2008-06-04,6.871448040008545
2008-06-05,7.0631561279296875
2008-06-06,6.948509216308594
2008-06-09,6.847012996673584
2008-06-10,6.792509078979492
2008-06-11,6.659064769744873
2008-06-12,6.794389247894287
2008-06-13,6.768074035644531
2008-06-16,6.971062183380127
2008-06-17,7.068798065185547
2008-06-18,7.033084392547607
2008-06-19,6.863929748535156
2008-06-20,6.788749694824219
2008-06-23,6.454198360443115
2008-06-24,6.1609978675842285
2008-06-25,6.21550178527832
2008-06-26,6.303840637207031
2008-06-27,5.657291412353516
2008-06-30,5.886590957641602
2008-07-01,5.644133567810059
2008-07-02,5.6836042404174805
2008-07-03,5.696760177612305
2008-07-04,5.704278945922852
2008-07-07,5.850879192352295
2008-07-08,5.676085472106934
2008-07-09,5.813290119171143
2008-07-10,5.764422416687012
2008-07-11,5.640375137329102
2008-07-14,5.62346076965332
2008-07-15,5.452426910400391
2008-07-16,5.249438762664795
2008-07-17,5.3283796310424805
2008-07-18,5.401679992675781
2008-07-21,5.3358964920043945
2008-07-22,5.488136291503906
2008-07-23,5.659170150756836
2008-07-24,5.448668003082275
2008-07-25,5.384763240814209
2008-07-28,5.3358964920043945
2008-07-29,5.23440408706665
2008-07-30,5.311463356018066
2008-07-31,5.176139831542969
2008-08-01,5.264475345611572
2008-08-04,5.426112651824951
2008-08-05,5.537003993988037
2008-08-06,5.548281192779541
2008-08-07,5.5651960372924805
2008-08-08,5.535122871398926
2008-08-11,5.74186897277832
2008-08-12,6.093334674835205
2008-08-13,6.1008524894714355
2008-08-14,5.999358177185059
2008-08-18,5.939216613769531
2008-08-19,5.820807456970215
2008-08-20,5.854638576507568
2008-08-21,5.800132751464844
2008-08-22,5.858397483825684
2008-08-25,5.786975383758545
2008-08-26,5.97116756439209
2008-08-27,5.738110065460205
2008-08-28,5.482497215270996
2008-08-29,5.880951881408691
2008-09-01,5.929818153381348
2008-09-02,6.102732181549072
2008-09-04,5.988082408905029
2008-09-05,5.886590957641602
2008-09-08,5.815169811248779
2008-09-09,5.676085472106934
2008-09-10,5.6648101806640625
2008-09-11,5.614060878753662
2008-09-12,5.593387126922607
2008-09-15,5.2137298583984375
2008-09-16,5.040815353393555
2008-09-17,5.037055969238281
2008-09-18,4.80587911605835
2008-09-19,4.841588020324707
2008-09-22,4.854743957519531
2008-09-23,4.7889628410339355
2008-09-24,4.636722564697266
2008-09-25,4.3754730224609375
2008-09-26,4.356678485870361
2008-09-29,4.445014476776123
2008-09-30,4.507038116455078
2008-10-01,4.6705546379089355
2008-10-03,4.663036346435547
2008-10-06,4.390508651733398
2008-10-07,3.7514798641204834
2008-10-08,3.7101287841796875
2008-10-10,3.7063710689544678
2008-10-13,3.770275115966797
2008-10-14,3.727045774459839
2008-10-15,3.6462275981903076
2008-10-16,3.619915246963501
2008-10-17,3.616154909133911
2008-10-20,3.4921085834503174
2008-10-21,3.6067581176757812
2008-10-22,3.371821403503418
2008-10-23,3.3812177181243896
2008-10-24,3.334230899810791
2008-10-27,3.1086912155151367
2008-10-29,3.187628984451294
2008-10-31,3.5729265213012695
2008-11-03,3.2477736473083496
2008-11-04,3.1857500076293945
2008-11-05,3.0109570026397705
2008-11-06,2.992161512374878
2008-11-07,3.033510208129883
2008-11-10,3.140641450881958
2008-11-11,3.1237261295318604
2008-11-12,3.014716625213623
2008-11-14,2.8549580574035645
2008-11-17,2.67264723777771
2008-11-18,2.640695810317993
2008-11-19,2.6350576877593994
2008-11-20,2.5937082767486572
2008-11-21,2.631298303604126
2008-11-24,2.6219003200531006
2008-11-25,2.614382028579712
2008-11-26,2.5918290615081787
2008-11-27,2.5918290615081787
2008-11-28,2.563636302947998
2008-12-01,2.5448405742645264
2008-12-02,2.682044506072998
2008-12-03,2.9226200580596924
2008-12-04,3.0729806423187256
2008-12-05,3.3323512077331543
2008-12-08,3.212064266204834
2008-12-10,3.2834842205047607
2008-12-11,3.4451212882995605
2008-12-12,4.018367290496826
2008-12-15,4.008970260620117
2008-12-16,4.187522888183594
2008-12-17,4.260823726654053
2008-12-18,4.817155361175537
2008-12-19,4.943082809448242
2008-12-22,4.7908430099487305
2008-12-23,4.657398700714111
2008-12-24,4.924286842346191
2008-12-26,4.922407150268555
2008-12-29,4.828433036804199
2008-12-30,5.003226280212402
2008-12-31,4.864141464233398
2009-01-02,5.129152297973633
2009-01-05,5.048333644866943
2009-01-06,4.946840286254883
2009-01-07,4.431857585906982
2009-01-09,4.334123611450195
2009-01-12,4.213836193084717
2009-01-13,4.223234176635742
2009-01-14,4.258943557739258
2009-01-15,3.9995739459991455
2009-01-16,4.025885581970215
2009-01-19,4.069114685058594
2009-01-20,4.067235469818115
2009-01-21,4.091668605804443
2009-01-22,4.078512191772461
2009-01-23,4.074752330780029
2009-01-27,4.070995807647705
2009-01-28,4.1386566162109375
2009-01-29,4.191282749176025
2009-01-30,4.230751991271973
2009-02-02,4.1668477058410645
2009-02-03,4.185644149780273
