Date,KOTAKBANK
2001-07-02,0.4428829848766327
2001-07-03,0.44242215156555176
2001-07-04,0.4461091160774231
2001-07-05,0.4451872706413269
2001-07-06,0.44242215156555176
2001-07-09,0.4387352466583252
2001-07-10,0.43136152625083923
2001-07-11,0.4239879250526428
2001-07-12,0.4239879250526428
2001-07-13,0.41477078199386597
2001-07-16,0.4101621210575104
2001-07-17,0.4161532521247864
2001-07-18,0.41384902596473694
2001-07-19,0.4106230139732361
2001-07-20,0.40186670422554016
2001-07-23,0.4055536687374115
2001-07-24,0.36822420358657837
2001-07-25,0.38389337062835693
2001-07-26,0.3871193826198578
2001-07-27,0.3898845314979553
2001-07-30,0.38204991817474365
2001-07-31,0.3871193826198578
2001-08-01,0.3912670314311981
2001-08-02,0.38896283507347107
2001-08-03,0.3967973291873932
2001-08-06,0.39633646607398987
2001-08-07,0.39449310302734375
2001-08-08,0.39817994832992554
2001-08-09,0.399101585149765
2001-08-10,0.39633646607398987
2001-08-13,0.39633646607398987
2001-08-14,0.39633646607398987
2001-08-15,0.39633646607398987
2001-08-16,0.3972582519054413
2001-08-17,0.39633646607398987
2001-08-20,0.39633646607398987
2001-08-21,0.39633646607398987
2001-08-22,0.39633646607398987
2001-08-23,0.39633646607398987
2001-08-24,0.39633646607398987
2001-08-27,0.3986407518386841
2001-08-28,0.3967973291873932
2001-08-29,0.3967973291873932
2001-08-30,0.39633646607398987
2001-08-31,0.3972582519054413
2001-09-03,0.3977191150188446
2001-09-04,0.39633646607398987
2001-09-05,0.39633646607398987
2001-09-06,0.39633646607398987
2001-09-07,0.3977191150188446
2001-09-10,0.39633646607398987
2001-09-11,0.39633646607398987
2001-09-12,0.34794652462005615
2001-09-13,0.34794652462005615
2001-09-14,0.2958697974681854
2001-09-17,0.2516276240348816
2001-09-18,0.29633066058158875
2001-09-19,0.3295122981071472
2001-09-20,0.31845179200172424
2001-09-21,0.3484073579311371
2001-09-24,0.36868512630462646
2001-09-25,0.36868512630462646
2001-09-26,0.36960679292678833
2001-09-27,0.36868512630462646
2001-09-28,0.369145929813385
2001-10-01,0.36868512630462646
2001-10-02,0.36868512630462646
2001-10-03,0.36868512630462646
2001-10-04,0.369145929813385
2001-10-05,0.37191104888916016
2001-10-08,0.36960679292678833
2001-10-09,0.37329378724098206
2001-10-10,0.37651965022087097
2001-10-11,0.37052854895591736
2001-10-12,0.3571636974811554
2001-10-15,0.35025086998939514
2001-10-16,0.36684173345565796
2001-10-17,0.35393768548965454
2001-10-18,0.35439857840538025
2001-10-19,0.3484073579311371
2001-10-22,0.36085060238838196
2001-10-23,0.36684173345565796
2001-10-24,0.3617722690105438
2001-10-25,0.36822420358657837
2001-10-26,0.36822420358657837
2001-10-29,0.3594679832458496
2001-10-30,0.3594679832458496
2001-10-31,0.35900717973709106
2001-11-01,0.3553203046321869
2001-11-02,0.3525550961494446
2001-11-05,0.36038970947265625
2001-11-06,0.3594679832458496
2001-11-07,0.35624197125434875
2001-11-08,0.3553203046321869
2001-11-09,0.3631548285484314
2001-11-12,0.3613113760948181
2001-11-13,0.36085060238838196
2001-11-14,0.37605881690979004
2001-11-15,0.4465698301792145
2001-11-16,0.4465698301792145
2001-11-19,0.48389920592308044
2001-11-20,0.4608563780784607
2001-11-21,0.4650041162967682
2001-11-22,0.47283855080604553
2001-11-23,0.4788297712802887
2001-11-26,0.479290634393692
2001-11-27,0.4650041162967682
2001-11-28,0.44380468130111694
2001-11-29,0.4442655146121979
2001-11-30,0.4442655146121979
2001-12-03,0.4576303958892822
2001-12-04,0.455326110124588
2001-12-05,0.4567086696624756
2001-12-06,0.4479524493217468
2001-12-07,0.4474915862083435
2001-12-10,0.4548652470111847
2001-12-11,0.45440441370010376
2001-12-12,0.4451872706413269
2001-12-13,0.43735265731811523
2001-12-14,0.4668475091457367
2001-12-17,0.4668475091457367
2001-12-18,0.4640823304653168
2001-12-19,0.45578694343566895
2001-12-20,0.4585520625114441
2001-12-21,0.455326110124588
2001-12-24,0.4410395920276642
2001-12-25,0.4410395920276642
2001-12-26,0.4502566456794739
2001-12-27,0.4530217945575714
2001-12-28,0.45578694343566895
2001-12-31,0.4668475091457367
2002-01-01,0.4525609612464905
2002-01-02,0.47790804505348206
2002-01-03,0.474682092666626
2002-01-04,0.4663866460323334
2002-01-07,0.5433497428894043
2002-01-08,0.6161649227142334
2002-01-09,0.6239995360374451
2002-01-10,0.6249211430549622
2002-01-11,0.6650158762931824
2002-01-14,0.7424396276473999
2002-01-15,0.7101795077323914
2002-01-16,0.6917455196380615
2002-01-17,0.6926674246788025
2002-01-18,0.6917455196380615
2002-01-21,0.715249240398407
2002-01-22,0.7240054607391357
2002-01-23,0.7188035845756531
2002-01-24,0.6956316828727722
2002-01-25,0.6563810706138611
2002-01-28,0.6478689908981323
2002-01-29,0.6369922757148743
2002-01-30,0.6048353910446167
2002-01-31,0.7258968949317932
2002-02-01,0.774132490158081
2002-02-04,0.7415024042129517
2002-02-05,0.7381923794746399
2002-02-06,0.7410297989845276
2002-02-07,0.7164390087127686
2002-02-08,0.7344092130661011
2002-02-11,0.7750783562660217
2002-02-12,0.7736595869064331
2002-02-13,0.7764970064163208
2002-02-14,0.9008688926696777
2002-02-15,0.9675471782684326
2002-02-18,0.9647100567817688
2002-02-19,0.9013418555259705
2002-02-20,0.905125081539154
2002-02-21,1.0862444639205933
2002-02-22,1.0980671644210815
2002-02-25,1.0271323919296265
2002-02-26,1.0994856357574463
2002-02-27,1.0488853454589844
2002-02-28,1.0261865854263306
2002-03-01,1.160016655921936
2002-03-04,1.3922089338302612
2002-03-05,1.554412603378296
2002-03-06,1.527457594871521
2002-03-07,1.4267303943634033
2002-03-08,1.4177454710006714
2002-03-11,1.3529585599899292
2002-03-12,1.3208016157150269
2002-03-13,1.37613046169281
2002-03-14,1.4115976095199585
2002-03-15,1.421055793762207
2002-03-18,1.3567415475845337
2002-03-19,1.324111819267273
2002-03-20,1.2758762836456299
2002-03-21,1.2588520050048828
2002-03-22,1.2668912410736084
2002-03-25,1.2668912410736084
2002-03-26,1.2177098989486694
2002-03-27,1.234261155128479
2002-03-28,1.3406633138656616
2002-03-29,1.3406633138656616
2002-04-01,1.3922089338302612
2002-04-02,1.4707099199295044
2002-04-03,1.5733286142349243
2002-04-04,1.6206179857254028
2002-04-05,1.5198912620544434
2002-04-08,1.5203640460968018
2002-04-09,1.5142163038253784
2002-04-10,1.536442756652832
2002-04-11,1.5652892589569092
2002-04-12,1.7322219610214233
2002-04-15,1.6575043201446533
2002-04-16,1.898208737373352
2002-04-17,1.7818760871887207
2002-04-18,1.729384422302246
2002-04-19,1.668380856513977
2002-04-22,1.6622334718704224
2002-04-23,1.664124846458435
2002-04-24,1.7762014865875244
2002-04-25,1.7487733364105225
2002-04-26,1.7038477659225464
2002-04-29,1.730803370475769
2002-04-30,1.7099958658218384
2002-05-01,1.7099958658218384
2002-05-02,1.664124846458435
2002-05-03,1.6262931823730469
2002-05-06,1.5733286142349243
2002-05-07,1.5794757604599
2002-05-08,1.5742744207382202
2002-05-09,1.5927170515060425
2002-05-10,1.5397526025772095
2002-05-13,1.4976649284362793
2002-05-14,1.4276762008666992
2002-05-15,1.4735474586486816
2002-05-16,1.4418630599975586
2002-05-17,1.3647810220718384
2002-05-20,1.2106163501739502
2002-05-21,1.1978483200073242
2002-05-22,1.222912073135376
2002-05-23,1.2077794075012207
2002-05-24,1.3411359786987305
2002-05-27,1.3118163347244263
2002-05-28,1.288171648979187
2002-05-29,1.286752700805664
2002-05-30,1.270674467086792
2002-05-31,1.2914817333221436
2002-06-03,1.2692556381225586
2002-06-04,1.2536499500274658
2002-06-05,1.2919551134109497
2002-06-06,1.3174914121627808
2002-06-07,1.2574331760406494
2002-06-10,1.359579086303711
2002-06-11,1.377549171447754
2002-06-12,1.4361882209777832
2002-06-13,1.3832236528396606
2002-06-14,1.4281491041183472
2002-06-17,1.4049772024154663
2002-06-18,1.375657558441162
2002-06-19,1.3373528718948364
2002-06-20,1.3430275917053223
2002-06-21,1.3387715816497803
2002-06-24,1.421528697013855
2002-06-25,1.5615061521530151
2002-06-26,1.5709643363952637
2002-06-27,1.549683690071106
2002-06-28,1.5411715507507324
2002-07-01,1.531240701675415
2002-07-02,1.4981380701065063
2002-07-03,1.4759118556976318
2002-07-04,1.522255778312683
2002-07-05,1.5766390562057495
2002-07-08,1.5785304307937622
2002-07-09,1.6305490732192993
2002-07-10,1.6097416877746582
2002-07-11,1.6277117729187012
2002-07-12,1.5794757604599
2002-07-15,1.5331323146820068
2002-07-16,1.5354965925216675
2002-07-17,1.5742744207382202
2002-07-18,1.6679081916809082
2002-07-19,1.676419973373413
2002-07-22,1.51374351978302
2002-07-23,1.588934063911438
2002-07-24,1.5331323146820068
2002-07-25,1.5269848108291626
2002-07-26,1.5090148448944092
2002-07-29,1.5075956583023071
2002-07-30,1.512797474861145
2002-07-31,1.5151621103286743
2002-08-01,1.4716557264328003
2002-08-02,1.4437544345855713
2002-08-05,1.4494291543960571
2002-08-06,1.4380799531936646
2002-08-07,1.4934089183807373
2002-08-08,1.5165809392929077
2002-08-09,1.5175267457962036
2002-08-12,1.5161079168319702
2002-08-13,1.505231261253357
2002-08-14,1.51374351978302
2002-08-15,1.51374351978302
2002-08-16,1.5170537233352661
2002-08-19,1.5156346559524536
2002-08-20,1.5142163038253784
2002-08-21,1.5151621103286743
2002-08-22,1.4825323820114136
2002-08-23,1.500502347946167
2002-08-26,1.4976649284362793
2002-08-27,1.4811134338378906
2002-08-28,1.4886797666549683
2002-08-29,1.51374351978302
2002-08-30,1.5142163038253784
2002-09-02,1.5113786458969116
2002-09-03,1.5109061002731323
2002-09-04,1.5023938417434692
2002-09-05,1.5023938417434692
2002-09-06,1.4957733154296875
2002-09-09,1.4891529083251953
2002-09-10,1.4891529083251953
2002-09-11,1.4825323820114136
2002-09-12,1.4796948432922363
2002-09-13,1.4513208866119385
2002-09-16,1.424838900566101
2002-09-17,1.4612518548965454
2002-09-18,1.4451731443405151
2002-09-19,1.4499682188034058
2002-09-20,1.4394197463989258
2002-09-23,1.4427759647369385
2002-09-24,1.4485297203063965
2002-09-25,1.4657914638519287
2002-09-26,1.4758607149124146
2002-09-27,1.4365426301956177
2002-09-30,1.4394197463989258
2002-10-01,1.4600374698638916
2002-10-02,1.4600374698638916
2002-10-03,1.4662704467773438
2002-10-04,1.481614351272583
2002-10-07,1.4772992134094238
2002-10-08,1.477778673171997
2002-10-09,1.4629145860671997
2002-10-10,1.4562016725540161
2002-10-11,1.4499682188034058
2002-10-14,1.444693684577942
2002-10-15,1.444693684577942
2002-10-16,1.4422965049743652
2002-10-17,1.4327068328857422
2002-10-18,1.4389400482177734
2002-10-21,1.4298299551010132
2002-10-22,1.4403785467147827
2002-10-23,1.4283909797668457
2002-10-24,1.371811866760254
2002-10-25,1.3195481300354004
2002-10-28,1.2840656042099
2002-10-29,1.2859835624694824
2002-10-30,1.2658454179763794
2002-10-31,1.318589210510254
2002-11-01,1.2998886108398438
2002-11-04,1.2989301681518555
2002-11-05,1.2644068002700806
2002-11-06,1.2644068002700806
2002-11-07,1.2624887228012085
2002-11-08,1.2821478843688965
2002-11-11,1.2289248704910278
2002-11-12,1.2514606714248657
2002-11-13,1.2802298069000244
2002-11-14,1.2869428396224976
2002-11-15,1.2778325080871582
2002-11-18,1.279270887374878
2002-11-19,1.279270887374878
2002-11-20,1.3142733573913574
2002-11-21,1.3435221910476685
2002-11-22,1.3440017700195312
2002-11-25,1.3593453168869019
2002-11-26,1.3276993036270142
2002-11-27,1.3459196090698242
2002-11-28,1.3967456817626953
2002-11-29,1.489286184310913
2002-12-02,1.4974373579025269
2002-12-03,1.4413378238677979
2002-12-04,1.4398994445800781
2002-12-05,1.4360628128051758
2002-12-06,1.4638733863830566
2002-12-09,1.4705861806869507
2002-12-10,1.4782577753067017
2002-12-11,1.4854501485824585
2002-12-12,1.4888068437576294
2002-12-13,1.550181269645691
2002-12-16,1.563127040863037
2002-12-17,1.5458656549453735
2002-12-18,1.5808680057525635
2002-12-19,1.601486086845398
2002-12-20,1.6455990076065063
2002-12-23,1.6340910196304321
2002-12-24,1.6283372640609741
2002-12-25,1.6283372640609741
2002-12-26,1.6268987655639648
2002-12-27,1.6436808109283447
2002-12-30,1.637447476387024
2002-12-31,1.6671758890151978
2003-01-01,1.625940203666687
2003-01-02,1.56072998046875
2003-01-03,1.583265781402588
2003-01-06,1.5166170597076416
2003-01-07,1.493121862411499
2003-01-08,1.5861424207687378
2003-01-09,1.6412837505340576
2003-01-10,1.6206655502319336
2003-01-13,1.60963773727417
2003-01-14,1.610116720199585
2003-01-15,1.6211451292037964
2003-01-16,1.614911675453186
2003-01-17,1.610116720199585
2003-01-20,1.575114369392395
2003-01-21,1.5957320928573608
2003-01-22,1.6216247081756592
2003-01-23,1.6163502931594849
2003-01-24,1.5319606065750122
2003-01-27,1.5544967651367188
2003-01-28,1.5741552114486694
2003-01-29,1.5343581438064575
2003-01-30,1.5357965230941772
2003-01-31,1.5348373651504517
2003-02-03,1.5329195261001587
2003-02-04,1.5310015678405762
2003-02-05,1.5175760984420776
2003-02-06,1.6604632139205933
2003-02-07,1.8249269723892212
2003-02-10,1.7199194431304932
2003-02-11,1.7309476137161255
2003-02-12,1.7309476137161255
2003-02-13,1.7309476137161255
2003-02-14,1.7002604007720947
2003-02-17,1.7299883365631104
2003-02-18,1.7170426845550537
2003-02-19,1.67820405960083
2003-02-20,1.6973835229873657
2003-02-21,1.6666964292526245
2003-02-24,1.663819432258606
2003-02-25,1.6273783445358276
2003-02-26,1.615870475769043
2003-02-27,1.6527910232543945
2003-02-28,1.6364887952804565
2003-03-03,1.6163502931594849
2003-03-04,1.5894989967346191
2003-03-05,1.5281246900558472
2003-03-06,1.4854501485824585
2003-03-07,1.4408577680587769
2003-03-10,1.3847582340240479
2003-03-11,1.402498722076416
2003-03-12,1.4188014268875122
2003-03-13,1.4202401638031006
2003-03-14,1.4202401638031006
2003-03-17,1.4672297239303589
2003-03-18,1.4672297239303589
2003-03-19,1.5257270336151123
2003-03-20,1.535316824913025
2003-03-21,1.5329195261001587
2003-03-24,1.550660490989685
2003-03-25,1.5851835012435913
2003-03-26,1.6225835084915161
2003-03-27,1.6436808109283447
2003-03-28,1.615870475769043
2003-03-31,1.515657901763916
2003-04-01,1.5180556774139404
2003-04-02,1.5401116609573364
2003-04-03,1.5564143657684326
2003-04-04,1.5492217540740967
2003-04-07,1.5338785648345947
2003-04-08,1.4638733863830566
2003-04-09,1.3924298286437988
2003-04-10,1.3598246574401855
2003-04-11,1.3689348697662354
2003-04-15,1.4216786623001099
2003-04-16,1.3967456817626953
2003-04-17,1.402498722076416
2003-04-18,1.402498722076416
2003-04-21,1.4883272647857666
2003-04-22,1.4288707971572876
2003-04-23,1.4303092956542969
2003-04-24,1.402978777885437
2003-04-25,1.3967456817626953
2003-04-28,1.3603042364120483
2003-04-29,1.3909910917282104
2003-04-30,1.3837989568710327
2003-05-01,1.3837989568710327
2003-05-02,1.3742091655731201
2003-05-05,1.384278655052185
2003-05-06,1.3641399145126343
2003-05-07,1.3722915649414062
2003-05-08,1.3708528280258179
2003-05-09,1.378524661064148
2003-05-12,1.377565860748291
2003-05-13,1.3953070640563965
2003-05-14,1.4389400482177734
2003-05-15,1.521891474723816
2003-05-16,1.4979171752929688
2003-05-19,1.4763400554656982
2003-05-20,1.5151787996292114
2003-05-21,1.5338785648345947
2003-05-22,1.4979171752929688
