Date,INOXGREEN
2022-11-23,59.099998474121094
2022-11-24,61.45000076293945
2022-11-25,62.29999923706055
2022-11-28,61.349998474121094
2022-11-29,60.45000076293945
2022-11-30,60.75
2022-12-01,60.349998474121094
2022-12-02,60.349998474121094
2022-12-05,59.25
2022-12-06,57.25
2022-12-07,57.75
2022-12-08,57.099998474121094
2022-12-09,55.400001525878906
2022-12-12,53.849998474121094
2022-12-13,54.25
2022-12-14,53.95000076293945
2022-12-15,54.599998474121094
2022-12-16,53.20000076293945
2022-12-19,49.349998474121094
2022-12-20,49.75
2022-12-21,47.79999923706055
2022-12-22,45.04999923706055
2022-12-23,40.849998474121094
2022-12-26,44.900001525878906
2022-12-27,43.900001525878906
2022-12-28,43.04999923706055
2022-12-29,46.79999923706055
2022-12-30,47.849998474121094
2023-01-02,47.0
2023-01-03,47.099998474121094
2023-01-04,46.150001525878906
2023-01-05,45.5
2023-01-06,44.70000076293945
2023-01-09,44.54999923706055
2023-01-10,44.70000076293945
2023-01-11,46.400001525878906
2023-01-12,47.099998474121094
2023-01-13,46.70000076293945
2023-01-16,46.45000076293945
2023-01-17,47.150001525878906
2023-01-18,47.79999923706055
2023-01-19,47.79999923706055
2023-01-20,52.79999923706055
2023-01-23,50.5
2023-01-24,50.599998474121094
2023-01-25,47.650001525878906
2023-01-27,46.099998474121094
2023-01-30,45.95000076293945
2023-01-31,48.150001525878906
2023-02-01,47.849998474121094
2023-02-02,46.849998474121094
2023-02-03,46.45000076293945
2023-02-06,47.099998474121094
2023-02-07,46.650001525878906
2023-02-08,46.95000076293945
2023-02-09,48.150001525878906
2023-02-10,47.0
2023-02-13,46.150001525878906
2023-02-14,45.099998474121094
2023-02-15,45.29999923706055
2023-02-16,43.25
2023-02-17,43.400001525878906
2023-02-20,43.70000076293945
2023-02-21,44.099998474121094
2023-02-22,43.349998474121094
2023-02-23,42.349998474121094
2023-02-24,41.900001525878906
2023-02-27,42.25
2023-02-28,42.29999923706055
2023-03-01,42.54999923706055
2023-03-02,43.650001525878906
2023-03-03,46.70000076293945
2023-03-06,47.25
2023-03-08,46.5
2023-03-09,47.900001525878906
2023-03-10,46.849998474121094
2023-03-13,44.900001525878906
2023-03-14,43.900001525878906
2023-03-15,43.650001525878906
2023-03-16,43.0
2023-03-17,43.20000076293945
2023-03-20,41.45000076293945
2023-03-21,42.45000076293945
2023-03-22,43.75
2023-03-23,42.599998474121094
2023-03-24,41.099998474121094
2023-03-27,39.95000076293945
2023-03-28,40.79999923706055
2023-03-29,41.20000076293945
2023-03-31,39.349998474121094
2023-04-03,39.349998474121094
2023-04-05,39.5
2023-04-06,39.650001525878906
2023-04-10,39.45000076293945
2023-04-11,39.29999923706055
2023-04-12,39.099998474121094
2023-04-13,38.70000076293945
2023-04-17,38.95000076293945
2023-04-18,42.04999923706055
2023-04-19,43.79999923706055
2023-04-20,43.54999923706055
2023-04-21,42.45000076293945
2023-04-24,42.20000076293945
2023-04-25,42.04999923706055
2023-04-26,41.79999923706055
2023-04-27,42.099998474121094
2023-04-28,43.04999923706055
2023-05-02,43.25
2023-05-03,42.95000076293945
2023-05-04,45.04999923706055
2023-05-05,45.0
2023-05-08,45.20000076293945
2023-05-09,45.099998474121094
2023-05-10,45.849998474121094
2023-05-11,45.650001525878906
2023-05-12,45.650001525878906
2023-05-15,48.29999923706055
2023-05-16,49.25
2023-05-17,48.849998474121094
2023-05-18,48.95000076293945
2023-05-19,47.5
2023-05-22,47.29999923706055
2023-05-23,46.849998474121094
2023-05-24,45.900001525878906
2023-05-25,46.75
2023-05-26,46.099998474121094
2023-05-29,48.75
2023-05-30,48.29999923706055
2023-05-31,48.79999923706055
2023-06-01,49.900001525878906
2023-06-02,52.5
2023-06-05,49.849998474121094
2023-06-06,47.849998474121094
2023-06-07,51.20000076293945
2023-06-08,51.150001525878906
2023-06-09,50.150001525878906
2023-06-12,51.95000076293945
2023-06-13,55.849998474121094
2023-06-14,55.349998474121094
2023-06-15,55.5
2023-06-16,56.04999923706055
2023-06-19,57.0
2023-06-20,56.20000076293945
2023-06-21,57.25
2023-06-22,55.70000076293945
2023-06-23,56.400001525878906
2023-06-26,57.45000076293945
2023-06-27,58.849998474121094
2023-06-28,59.20000076293945
2023-06-30,58.599998474121094
2023-07-03,57.849998474121094
2023-07-04,55.79999923706055
2023-07-05,55.75
2023-07-06,58.20000076293945
2023-07-07,57.650001525878906
2023-07-10,57.95000076293945
2023-07-11,58.099998474121094
2023-07-12,57.599998474121094
2023-07-13,57.150001525878906
2023-07-14,58.54999923706055
2023-07-17,58.95000076293945
2023-07-18,57.150001525878906
2023-07-19,57.099998474121094
2023-07-20,57.650001525878906
2023-07-21,59.650001525878906
2023-07-24,64.4000015258789
2023-07-25,67.30000305175781
2023-07-26,69.19999694824219
2023-07-27,68.30000305175781
2023-07-28,70.0999984741211
2023-07-31,73.0
2023-08-01,70.5
2023-08-02,69.75
2023-08-03,70.30000305175781
2023-08-04,71.75
2023-08-07,70.4000015258789
2023-08-08,70.0999984741211
2023-08-09,74.80000305175781
2023-08-10,72.44999694824219
2023-08-11,70.69999694824219
2023-08-14,68.80000305175781
2023-08-16,67.69999694824219
2023-08-17,65.80000305175781
2023-08-18,66.9000015258789
2023-08-21,69.44999694824219
2023-08-22,72.1500015258789
2023-08-23,72.75
2023-08-24,72.75
2023-08-25,70.6500015258789
2023-08-28,70.0999984741211
2023-08-29,69.25
2023-08-30,69.94999694824219
2023-08-31,68.55000305175781
2023-09-01,68.6500015258789
2023-09-04,68.1500015258789
2023-09-05,66.94999694824219
2023-09-06,66.05000305175781
2023-09-07,67.4000015258789
2023-09-08,70.25
2023-09-11,69.75
2023-09-12,63.650001525878906
2023-09-13,65.4000015258789
2023-09-14,66.4000015258789
2023-09-15,68.9000015258789
2023-09-18,67.0
2023-09-20,66.1500015258789
2023-09-21,65.5999984741211
2023-09-22,65.19999694824219
2023-09-25,64.5999984741211
2023-09-26,64.25
2023-09-27,63.95000076293945
2023-09-28,64.30000305175781
2023-09-29,64.0
2023-10-03,63.79999923706055
2023-10-04,63.099998474121094
2023-10-05,63.650001525878906
2023-10-06,66.05000305175781
2023-10-09,64.6500015258789
2023-10-10,66.0
2023-10-11,65.94999694824219
2023-10-12,66.4000015258789
2023-10-13,65.30000305175781
2023-10-16,64.94999694824219
2023-10-17,68.94999694824219
2023-10-18,68.6500015258789
2023-10-19,69.6500015258789
2023-10-20,66.25
2023-10-23,63.45000076293945
2023-10-25,63.150001525878906
2023-10-26,63.70000076293945
2023-10-27,65.4000015258789
2023-10-30,62.75
2023-10-31,63.0
2023-11-01,62.45000076293945
2023-11-02,62.70000076293945
2023-11-03,63.099998474121094
2023-11-06,67.3499984741211
2023-11-07,67.55000305175781
2023-11-08,67.6500015258789
2023-11-09,66.94999694824219
2023-11-10,66.4000015258789
2023-11-13,69.75
2023-11-15,71.80000305175781
2023-11-16,69.5
2023-11-17,68.9000015258789
2023-11-20,67.25
2023-11-21,67.30000305175781
2023-11-22,69.1500015258789
2023-11-23,68.94999694824219
2023-11-24,69.75
2023-11-28,71.69999694824219
2023-11-29,70.30000305175781
2023-11-30,68.30000305175781
2023-12-01,68.1500015258789
2023-12-04,72.3499984741211
2023-12-05,80.44999694824219
2023-12-06,81.19999694824219
2023-12-07,83.30000305175781
2023-12-08,81.9000015258789
2023-12-11,87.75
2023-12-12,103.44999694824219
2023-12-13,107.94999694824219
2023-12-14,100.5999984741211
2023-12-15,100.80000305175781
2023-12-18,104.5999984741211
2023-12-19,104.19999694824219
2023-12-20,95.25
2023-12-21,101.8499984741211
2023-12-22,104.3499984741211
2023-12-26,105.4000015258789
2023-12-27,102.3499984741211
2023-12-28,100.80000305175781
2023-12-29,105.0999984741211
2024-01-01,112.69999694824219
2024-01-02,116.80000305175781
2024-01-03,134.64999389648438
2024-01-04,142.9499969482422
2024-01-05,143.25
2024-01-08,137.75
