Date,MANAPPURAM
2010-06-30,20.571746826171875
2010-07-01,20.473312377929688
2010-07-02,20.234272003173828
2010-07-05,20.037410736083984
2010-07-06,19.657743453979492
2010-07-07,19.784305572509766
2010-07-08,19.812427520751953
2010-07-09,19.981172561645508
2010-07-12,20.39182472229004
2010-07-13,20.39182472229004
2010-07-14,20.547607421875
2010-07-15,20.5334415435791
2010-07-16,21.22732925415039
2010-07-19,21.22732925415039
2010-07-20,21.73712730407715
2010-07-21,22.445175170898438
2010-07-22,22.558454513549805
2010-07-23,23.05409812927246
2010-07-26,23.436458587646484
2010-07-27,24.7959041595459
2010-07-28,25.588916778564453
2010-07-29,26.35361099243164
2010-07-30,27.08997917175293
2010-08-02,32.5136604309082
2010-08-03,32.79686737060547
2010-08-04,33.70317077636719
2010-08-05,32.15962219238281
2010-08-06,32.27290725708008
2010-08-09,33.377471923828125
2010-08-10,34.29792404174805
2010-08-11,33.53323745727539
2010-08-12,33.250022888183594
2010-08-13,33.17920684814453
2010-08-16,32.895992279052734
2010-08-17,32.711891174316406
2010-08-18,32.711891174316406
2010-08-19,33.27833938598633
2010-08-20,33.22169876098633
2010-08-23,33.95807647705078
2010-08-24,33.391632080078125
2010-08-25,33.264183044433594
2010-08-26,33.490753173828125
2010-08-27,32.938480377197266
2010-08-30,32.74021911621094
2010-08-31,33.02344512939453
2010-09-01,34.17047882080078
2010-09-02,34.73691940307617
2010-09-03,36.889404296875
2010-09-06,37.96562957763672
2010-09-07,37.951473236083984
2010-09-08,37.583290100097656
2010-09-09,37.07347869873047
2010-09-13,38.475425720214844
2010-09-14,38.716148376464844
2010-09-15,38.16389083862305
2010-09-16,37.101810455322266
2010-09-17,37.07347869873047
2010-09-20,37.257572174072266
2010-09-21,37.37087631225586
2010-09-22,37.27173614501953
2010-09-23,37.115966796875
2010-09-24,38.88610076904297
2010-09-27,39.70743179321289
2010-09-28,40.16057586669922
2010-09-29,41.61915969848633
2010-09-30,41.321773529052734
2010-10-01,42.56793975830078
2010-10-04,46.03740310668945
2010-10-05,45.527610778808594
2010-10-06,44.84788131713867
2010-10-07,42.015682220458984
2010-10-08,41.2368278503418
2010-10-11,41.1376953125
2010-10-12,42.086490631103516
2010-10-13,41.845733642578125
2010-10-14,42.92197799682617
2010-10-15,42.596275329589844
2010-10-18,40.882789611816406
2010-10-19,39.32509231567383
2010-10-20,38.659515380859375
2010-10-21,40.44380569458008
2010-10-22,42.086490631103516
2010-10-25,43.729148864746094
2010-10-26,42.70955276489258
2010-10-27,41.633323669433594
2010-10-28,41.081050872802734
2010-10-29,41.83157730102539
2010-11-01,44.57882308959961
2010-11-02,45.329345703125
2010-11-03,46.88705825805664
2010-11-04,47.46767807006836
2010-11-08,49.110321044921875
2010-11-09,47.63758850097656
2010-11-10,48.58637619018555
2010-11-11,49.73343276977539
2010-11-12,50.9937629699707
2010-11-15,50.653873443603516
2010-11-16,48.940406799316406
2010-11-18,48.473106384277344
2010-11-19,47.2127571105957
2010-11-22,51.446895599365234
2010-11-23,50.41314697265625
2010-11-24,48.60053253173828
2010-11-25,45.230228424072266
2010-11-26,42.07232666015625
2010-11-29,39.735740661621094
2010-11-30,39.46669006347656
2010-12-01,42.6954231262207
2010-12-02,43.870765686035156
2010-12-03,45.725860595703125
2010-12-06,43.58754348754883
2010-12-07,40.99608612060547
2010-12-08,38.74447250366211
2010-12-09,36.407920837402344
2010-12-10,36.86105728149414
2010-12-13,38.40460968017578
2010-12-14,37.92314147949219
2010-12-15,37.540794372558594
2010-12-16,37.86650466918945
2010-12-20,38.12139892578125
2010-12-21,38.64534378051758
2010-12-22,40.07562255859375
2010-12-23,39.919857025146484
2010-12-24,40.033145904541016
2010-12-27,39.99064254760742
2010-12-28,43.2335319519043
2010-12-29,42.66707992553711
2010-12-30,42.79452896118164
2010-12-31,42.48298263549805
2011-01-03,41.4492301940918
2011-01-04,41.590843200683594
2011-01-05,40.81199264526367
2011-01-06,39.041873931884766
2011-01-07,37.583290100097656
2011-01-10,37.2150993347168
2011-01-11,36.068058013916016
2011-01-12,37.41335678100586
2011-01-13,38.40460968017578
2011-01-14,37.99394607543945
2011-01-17,37.115966796875
2011-01-18,37.285892486572266
2011-01-19,39.86319351196289
2011-01-20,40.42964553833008
2011-01-21,40.656227111816406
2011-01-24,39.38173294067383
2011-01-25,37.611602783203125
2011-01-27,36.110538482666016
2011-01-28,33.873104095458984
2011-01-31,32.81102752685547
2011-02-01,32.30125045776367
2011-02-02,32.57029342651367
2011-02-03,30.545255661010742
2011-02-04,29.242456436157227
2011-02-07,29.25661849975586
2011-02-08,29.143325805664062
2011-02-09,28.194547653198242
2011-02-10,25.857975006103516
2011-02-11,25.900455474853516
2011-02-14,29.922182083129883
2011-02-15,30.984256744384766
2011-02-16,31.40909194946289
2011-02-17,35.23255920410156
2011-02-18,36.46455764770508
2011-02-21,35.41666030883789
2011-02-22,35.77067565917969
2011-02-23,37.03099822998047
2011-02-24,35.96892547607422
2011-02-25,35.558258056640625
2011-02-28,34.8360481262207
2011-03-01,34.878536224365234
