Date,APARINDS
2004-07-12,24.182527542114258
2004-07-13,23.827301025390625
2004-07-14,24.592403411865234
2004-07-15,25.159399032592773
2004-07-16,25.159399032592773
2004-07-19,25.999629974365234
2004-07-20,27.639131546020508
2004-07-21,27.56398582458496
2004-07-22,28.56135368347168
2004-07-23,28.383739471435547
2004-07-26,27.823570251464844
2004-07-27,26.77156639099121
2004-07-28,26.84670639038086
2004-07-29,27.359052658081055
2004-07-30,28.82093048095703
2004-08-02,28.178794860839844
2004-08-03,28.74578857421875
2004-08-04,28.28126335144043
2004-08-05,29.176151275634766
2004-08-06,28.896072387695312
2004-08-09,29.20347785949707
2004-08-10,29.818296432495117
2004-08-11,30.200834274291992
2004-08-12,29.920759201049805
2004-08-13,29.333274841308594
2004-08-16,29.715824127197266
2004-08-17,29.790966033935547
2004-08-18,28.896072387695312
2004-08-19,28.82093048095703
2004-08-20,27.823570251464844
2004-08-23,27.84406089782715
2004-08-24,27.69378089904785
2004-08-25,27.973867416381836
2004-08-26,28.35640525817871
2004-08-27,28.130979537963867
2004-08-30,29.435741424560547
2004-08-31,30.897626876831055
2004-09-01,31.84033203125
2004-09-02,29.74314308166504
2004-09-03,28.97121238708496
2004-09-06,30.200834274291992
2004-09-07,29.305950164794922
2004-09-08,29.408422470092773
2004-09-09,29.278621673583984
2004-09-10,30.228172302246094
2004-09-13,29.818296432495117
2004-09-14,30.125688552856445
2004-09-15,29.230812072753906
2004-09-16,28.82093048095703
2004-09-17,29.101009368896484
2004-09-20,28.9985408782959
2004-09-21,28.950721740722656
2004-09-22,28.691137313842773
2004-09-23,28.411056518554688
2004-09-24,28.130979537963867
2004-09-27,28.793609619140625
2004-09-28,28.74578857421875
2004-09-29,28.56135368347168
2004-09-30,29.667993545532227
2004-10-01,29.818296432495117
2004-10-04,31.177696228027344
2004-10-05,31.28017807006836
2004-10-06,34.14928436279297
2004-10-07,34.8392333984375
2004-10-08,34.91437530517578
2004-10-11,33.76673889160156
2004-10-12,31.819841384887695
2004-10-14,31.997461318969727
2004-10-15,31.28017807006836
2004-10-18,30.665355682373047
2004-10-19,31.690053939819336
2004-10-20,30.795154571533203
2004-10-21,30.125688552856445
2004-10-22,30.125688552856445
2004-10-25,28.92340087890625
2004-10-26,29.715824127197266
2004-10-27,31.58757781982422
2004-10-28,31.3074951171875
2004-10-29,31.04791259765625
2004-11-01,31.3074951171875
2004-11-02,31.662731170654297
2004-11-03,32.89234161376953
2004-11-04,32.78986740112305
2004-11-05,32.81718826293945
2004-11-08,33.88970184326172
2004-11-09,33.356868743896484
2004-11-10,34.443603515625
2004-11-11,35.83958435058594
2004-11-12,36.46156692504883
2004-11-15,36.46156692504883
2004-11-16,36.4131965637207
2004-11-17,36.931495666503906
2004-11-18,36.827842712402344
2004-11-19,36.15058135986328
2004-11-22,37.73316192626953
2004-11-23,37.47745132446289
2004-11-24,37.111183166503906
2004-11-25,36.254241943359375
2004-11-26,36.254241943359375
2004-11-29,36.90385055541992
2004-11-30,37.47745132446289
2004-12-01,36.876216888427734
2004-12-02,36.85548782348633
2004-12-03,36.72417068481445
2004-12-06,36.48920440673828
2004-12-07,36.696533203125
2004-12-08,39.495418548583984
2004-12-09,43.46224594116211
2004-12-10,43.77323913574219
2004-12-13,48.154693603515625
2004-12-14,52.971561431884766
2004-12-15,50.33160400390625
2004-12-16,51.0019645690918
2004-12-17,50.17265701293945
2004-12-20,50.8222770690918
2004-12-21,48.590084075927734
2004-12-22,47.816062927246094
2004-12-23,46.779441833496094
2004-12-24,46.309505462646484
2004-12-27,48.64536666870117
2004-12-28,51.07798385620117
2004-12-29,49.83403778076172
2004-12-30,49.70963668823242
2004-12-31,49.78565216064453
2005-01-03,51.02962112426758
2005-01-04,50.379981994628906
2005-01-05,48.486419677734375
2005-01-06,46.70341491699219
2005-01-07,46.959136962890625
2005-01-10,48.901058197021484
2005-01-11,47.7124137878418
2005-01-12,45.791194915771484
2005-01-13,47.03514862060547
2005-01-14,47.09042739868164
2005-01-17,45.81884002685547
2005-01-18,46.67578125
2005-01-19,46.02615737915039
2005-01-20,44.5472526550293
2005-01-24,44.57487869262695
2005-01-25,44.70619583129883
2005-01-27,44.941162109375
2005-01-28,46.82781219482422
2005-01-31,49.08767318725586
2005-02-01,50.068992614746094
2005-02-02,52.58454513549805
2005-02-03,55.2244758605957
2005-02-04,58.00263214111328
2005-02-07,60.8015251159668
2005-02-08,63.828468322753906
2005-02-09,67.04199981689453
2005-02-10,66.47533416748047
2005-02-11,63.676429748535156
2005-02-14,63.676429748535156
2005-02-15,61.112510681152344
2005-02-16,60.435272216796875
2005-02-17,62.97842788696289
2005-02-18,61.9141731262207
2005-02-21,62.5361442565918
2005-02-22,62.508522033691406
2005-02-23,65.25902557373047
2005-02-24,65.05169677734375
2005-02-25,62.87476348876953
2005-02-28,63.60041809082031
2005-03-01,62.0178108215332
2005-03-02,65.12771606445312
2005-03-03,68.3896255493164
2005-03-04,71.81047821044922
2005-03-07,75.41795349121094
2005-03-08,75.23135375976562
2005-03-09,71.47874450683594
2005-03-10,73.8353500366211
2005-03-11,74.04269409179688
2005-03-14,71.5824203491211
2005-03-15,71.45112609863281
2005-03-16,71.21615600585938
2005-03-17,70.69783782958984
2005-03-18,67.66398620605469
2005-03-21,67.95648956298828
2005-03-22,66.28510284423828
2005-03-23,63.19996643066406
2005-03-24,60.066070556640625
2005-03-28,58.63145446777344
2005-03-29,60.24714660644531
2005-03-30,63.276554107666016
2005-03-31,62.782127380371094
2005-04-01,65.31707000732422
2005-04-04,67.6152572631836
2005-04-05,68.49967956542969
2005-04-06,67.58740234375
2005-04-07,68.84095001220703
2005-04-08,68.55541229248047
2005-04-11,68.81307983398438
2005-04-12,68.55541229248047
2005-04-13,68.81307983398438
2005-04-15,66.3895492553711
2005-04-18,66.076171875
2005-04-19,64.03564453125
2005-04-20,62.94227600097656
2005-04-21,63.51335906982422
2005-04-22,64.27244567871094
2005-04-25,65.13600158691406
2005-04-26,66.33385467529297
2005-04-27,62.99104690551758
2005-04-28,62.85871887207031
