Date,UBL
2008-07-28,147.29409790039062
2008-07-29,144.43125915527344
2008-07-30,149.63211059570312
2008-07-31,146.76925659179688
2008-08-01,146.48289489746094
2008-08-04,154.2126922607422
2008-08-05,185.08383178710938
2008-08-06,182.26866149902344
2008-08-07,173.82322692871094
2008-08-08,171.96238708496094
2008-08-11,172.82127380371094
2008-08-12,170.0538330078125
2008-08-13,170.7695770263672
2008-08-14,171.5806884765625
2008-08-18,171.7238006591797
2008-08-19,170.5309600830078
2008-08-20,171.38980102539062
2008-08-21,170.19696044921875
2008-08-22,172.1055450439453
2008-08-25,171.0557861328125
2008-08-26,160.94044494628906
2008-08-27,156.64608764648438
2008-08-28,156.26438903808594
2008-08-29,164.5666961669922
2008-09-01,167.23866271972656
2008-09-02,165.23468017578125
2008-09-04,167.00009155273438
2008-09-05,162.03782653808594
2008-09-08,166.71380615234375
2008-09-09,161.94241333007812
2008-09-10,164.5189208984375
2008-09-11,160.2246551513672
2008-09-12,157.5049591064453
2008-09-15,156.69381713867188
2008-09-16,146.62608337402344
2008-09-17,142.47496032714844
2008-09-18,130.8326873779297
2008-09-19,139.8506317138672
2008-09-22,139.23033142089844
2008-09-23,141.52066040039062
2008-09-24,138.2760467529297
2008-09-25,137.84666442871094
2008-09-26,129.11492919921875
2008-09-29,127.68351745605469
2008-09-30,124.0572280883789
2008-10-01,122.71967315673828
2008-10-03,123.43619537353516
2008-10-06,116.9395751953125
2008-10-07,123.48397827148438
2008-10-08,120.47449493408203
2008-10-10,105.04497528076172
2008-10-13,108.4366226196289
2008-10-14,111.63716888427734
2008-10-15,105.80929565429688
2008-10-16,101.8921890258789
2008-10-17,100.88905334472656
2008-10-20,81.6379623413086
2008-10-21,87.51359558105469
2008-10-22,83.78758239746094
2008-10-23,78.34186553955078
2008-10-24,93.24592590332031
2008-10-27,84.4085922241211
2008-10-29,80.92142486572266
2008-10-31,88.23013305664062
2008-11-03,90.61861419677734
2008-11-04,95.92101287841797
2008-11-05,89.80653381347656
2008-11-06,89.3288345336914
2008-11-07,88.85115051269531
2008-11-10,94.34461212158203
2008-11-11,89.85430908203125
2008-11-12,89.23330688476562
2008-11-14,91.04853057861328
2008-11-17,87.322509765625
2008-11-18,89.04222106933594
2008-11-19,87.4658432006836
2008-11-20,87.4658432006836
2008-11-21,88.08683013916016
2008-11-24,84.12197875976562
2008-11-25,83.6920394897461
2008-11-26,83.11878967285156
2008-11-27,83.11878967285156
2008-11-28,80.68255615234375
2008-12-01,82.1634292602539
2008-12-02,77.81639099121094
2008-12-03,75.66678619384766
2008-12-04,76.43110656738281
2008-12-05,76.14446258544922
2008-12-08,74.66363525390625
2008-12-10,75.28460693359375
2008-12-11,83.21434783935547
2008-12-12,79.15394592285156
2008-12-15,76.04893493652344
2008-12-16,77.33870697021484
2008-12-17,77.57756042480469
2008-12-18,77.43424224853516
2008-12-19,76.9565658569336
2008-12-22,77.959716796875
2008-12-23,77.29093170166016
2008-12-24,75.14131927490234
2008-12-26,74.56806945800781
2008-12-29,74.2814712524414
2008-12-30,73.89930725097656
2008-12-31,74.52033233642578
2009-01-02,74.56806945800781
2009-01-05,76.76549530029297
2009-01-06,77.05209350585938
2009-01-07,73.08724975585938
2009-01-09,69.83892059326172
2009-01-12,70.12554168701172
2009-01-13,68.78799438476562
2009-01-14,68.74021911621094
2009-01-15,67.9281234741211
2009-01-16,67.49820709228516
2009-01-19,69.31346130371094
2009-01-20,71.8452377319336
2009-01-21,71.70191955566406
2009-01-22,67.02052307128906
2009-01-23,66.877197265625
2009-01-27,67.163818359375
2009-01-28,70.55543518066406
2009-01-29,70.55543518066406
2009-01-30,69.31346130371094
2009-02-02,67.54597473144531
2009-02-03,69.79115295410156
2009-02-04,71.46307373046875
2009-02-05,71.55862426757812
2009-02-06,72.99168395996094
2009-02-09,77.14764404296875
2009-02-10,75.09353637695312
2009-02-11,76.24002838134766
2009-02-12,75.1890869140625
2009-02-13,74.32926177978516
2009-02-16,74.47252655029297
2009-02-17,71.65414428710938
2009-02-18,77.29093170166016
2009-02-19,76.47886657714844
2009-02-20,76.19225311279297
2009-02-24,74.2814712524414
2009-02-25,74.42476654052734
2009-02-26,76.09672546386719
2009-02-27,87.4658432006836
2009-03-02,83.02328491210938
2009-03-03,77.24317932128906
2009-03-04,79.58387756347656
2009-03-05,79.34503936767578
2009-03-06,81.39910888671875
2009-03-09,78.91510772705078
2009-03-12,76.9565658569336
2009-03-13,79.24949645996094
2009-03-16,82.1634292602539
2009-03-17,80.53926849365234
2009-03-18,85.26844787597656
2009-03-19,84.4085922241211
2009-03-20,83.78758239746094
2009-03-23,84.07420349121094
2009-03-24,83.02328491210938
2009-03-25,85.22064971923828
2009-03-26,84.07420349121094
2009-03-27,83.50096893310547
2009-03-30,84.16973876953125
2009-03-31,84.74296569824219
2009-04-01,92.48163604736328
2009-04-02,94.20132446289062
2009-04-06,96.20763397216797
2009-04-08,104.37623596191406
2009-04-09,107.09906768798828
2009-04-13,106.23922729492188
2009-04-15,108.38882446289062
2009-04-16,96.8286361694336
2009-04-17,96.8286361694336
2009-04-20,95.10895538330078
2009-04-21,93.10263061523438
2009-04-22,89.08998107910156
2009-04-23,92.8160171508789
2009-04-24,96.9241714477539
2009-04-27,110.20407104492188
2009-04-28,104.75836944580078
2009-04-29,105.18829345703125
2009-04-30,105.18829345703125
2009-05-04,103.56413269042969
2009-05-05,107.52899169921875
2009-05-06,108.72322082519531
2009-05-07,118.8980941772461
2009-05-08,117.27397155761719
2009-05-11,112.40147399902344
2009-05-12,116.84402465820312
2009-05-13,112.35369873046875
2009-05-14,112.92694091796875
2009-05-15,110.77730560302734
2009-05-18,128.78639221191406
2009-05-19,128.26092529296875
2009-05-20,119.90129089355469
2009-05-21,113.83456420898438
2009-05-22,118.0860366821289
2009-05-25,141.7318878173828
2009-05-26,132.27354431152344
2009-05-27,135.76072692871094
2009-05-28,133.51556396484375
2009-05-29,136.9071807861328
2009-06-01,136.23843383789062
2009-06-02,128.64305114746094
2009-06-03,144.4547882080078
2009-06-04,140.87205505371094
2009-06-05,137.24156188964844
2009-06-08,133.70663452148438
2009-06-09,132.32135009765625
2009-06-10,129.59844970703125
2009-06-11,124.10496520996094
2009-06-12,122.28974914550781
2009-06-15,118.32489776611328
2009-06-16,117.1306381225586
2009-06-17,110.68177795410156
2009-06-18,104.08959197998047
2009-06-19,105.2838363647461
2009-06-22,107.86337280273438
2009-06-23,106.5736083984375
2009-06-24,111.20724487304688
2009-06-25,116.27079772949219
2009-06-26,116.46188354492188
2009-06-29,117.7994384765625
2009-06-30,110.72953796386719
2009-07-01,113.73902893066406
2009-07-02,111.97154998779297
2009-07-03,115.12432098388672
2009-07-06,110.9206314086914
2009-07-07,110.72953796386719
2009-07-08,115.5064926147461
2009-07-09,111.3983154296875
2009-07-10,106.66913604736328
2009-07-13,107.62454986572266
2009-07-14,106.5736083984375
2009-07-15,112.59254455566406
2009-07-16,116.9395751953125
2009-07-17,121.42989349365234
2009-07-20,139.63003540039062
2009-07-21,137.3848876953125
2009-07-22,131.46148681640625
2009-07-23,146.27001953125
2009-07-24,139.5345001220703
2009-07-27,139.20013427734375
2009-07-28,139.48675537109375
2009-07-29,134.2799072265625
2009-07-30,138.34027099609375
2009-07-31,140.442138671875
2009-08-03,152.8144073486328
2009-08-04,154.43856811523438
2009-08-05,150.378173828125
2009-08-06,142.687255859375
2009-08-07,135.1397247314453
2009-08-10,137.48043823242188
2009-08-11,143.1649932861328
2009-08-12,144.693603515625
2009-08-13,148.5629425048828
2009-08-14,144.88470458984375
2009-08-17,138.0536346435547
2009-08-18,142.4006805419922
2009-08-19,142.20962524414062
2009-08-20,143.5948944091797
2009-08-21,144.9802703857422
2009-08-24,154.629638671875
2009-08-25,157.3047332763672
2009-08-26,159.31106567382812
2009-08-27,156.3015594482422
2009-08-28,153.86532592773438
2009-08-31,152.09786987304688
2009-09-01,145.98336791992188
2009-09-02,146.89097595214844
2009-09-03,144.40699768066406
2009-09-04,142.06629943847656
2009-09-07,149.3824005126953
2009-09-08,147.85223388671875
2009-09-09,144.79190063476562
2009-09-10,144.50502014160156
2009-09-11,143.596435546875
2009-09-14,146.03515625
2009-09-15,145.79611206054688
2009-09-16,144.5527801513672
2009-09-17,143.69212341308594
2009-09-18,143.11825561523438
2009-09-22,142.9748077392578
2009-09-23,138.62342834472656
2009-09-24,134.9414825439453
2009-09-25,143.93118286132812
2009-09-29,139.484130859375
2009-09-30,141.58810424804688
2009-10-01,137.52362060546875
2009-10-05,133.7460479736328
2009-10-06,132.93313598632812
2009-10-07,133.26783752441406
2009-10-08,144.17025756835938
2009-10-09,138.33651733398438
2009-10-12,138.52777099609375
2009-10-13,138.52777099609375
2009-10-14,138.43211364746094
2009-10-15,140.4883270263672
2009-10-16,141.25338745117188
2009-10-20,145.31787109375
2009-10-21,142.8791961669922
2009-10-22,139.38851928710938
2009-10-23,139.34068298339844
2009-10-26,142.3532257080078
2009-10-27,132.31146240234375
2009-10-28,131.64202880859375
2009-10-29,129.39463806152344
2009-10-30,127.05157470703125
2009-11-03,118.77908325195312
2009-11-04,124.23031616210938
