Date,GALAXYSURF
2018-09-10,1274.0841064453125
2018-09-11,1256.110595703125
2018-09-12,1232.0836181640625
2018-09-14,1225.0523681640625
2018-09-17,1219.3714599609375
2018-09-18,1235.0635986328125
2018-09-19,1198.27783203125
2018-09-21,1145.1485595703125
2018-09-24,1153.762939453125
2018-09-25,1160.840576171875
2018-09-26,1168.1044921875
2018-09-27,1162.3773193359375
2018-09-28,1136.5341796875
2018-10-01,1144.2637939453125
2018-10-03,1161.77197265625
2018-10-04,1134.5318603515625
2018-10-05,1110.7843017578125
2018-10-08,1113.2989501953125
2018-10-09,1101.704345703125
2018-10-10,1108.08349609375
2018-10-11,1099.282958984375
2018-10-12,1104.2655029296875
2018-10-15,1104.0322265625
2018-10-16,1145.8470458984375
2018-10-17,1148.780517578125
2018-10-19,1153.948974609375
2018-10-22,1154.6475830078125
2018-10-23,1156.9757080078125
2018-10-24,1184.0760498046875
2018-10-25,1182.353271484375
2018-10-26,1173.0404052734375
2018-10-29,1164.1932373046875
2018-10-30,1136.441162109375
2018-10-31,1121.214599609375
2018-11-01,1108.8287353515625
2018-11-02,1111.0169677734375
2018-11-05,1102.7752685546875
2018-11-06,1105.05712890625
2018-11-07,1128.15283203125
2018-11-09,1107.0126953125
2018-11-12,1099.282958984375
2018-11-13,1100.4935302734375
2018-11-14,1108.9683837890625
2018-11-15,1104.7310791015625
2018-11-16,1115.4873046875
2018-11-19,1104.544921875
2018-11-20,1093.9747314453125
2018-11-21,1109.666748046875
2018-11-22,1111.15673828125
2018-11-26,1095.5113525390625
2018-11-27,1092.391357421875
2018-11-28,1097.6531982421875
2018-11-29,1119.259033203125
2018-11-30,1101.19189453125
2018-12-03,1098.491455078125
2018-12-04,1090.529052734375
2018-12-05,1090.4822998046875
2018-12-06,1090.1097412109375
2018-12-07,1095.5579833984375
2018-12-10,1072.7882080078125
2018-12-11,1084.1495361328125
2018-12-12,1105.8021240234375
2018-12-13,1115.068115234375
2018-12-14,1122.5184326171875
2018-12-17,1126.5230712890625
2018-12-18,1124.0084228515625
2018-12-19,1128.431884765625
2018-12-20,1127.966552734375
2018-12-21,1119.0726318359375
2018-12-24,1121.9132080078125
2018-12-26,1109.24755859375
2018-12-27,1125.451904296875
2018-12-28,1123.775634765625
2018-12-31,1140.9110107421875
2019-01-01,1141.1441650390625
2019-01-02,1131.6448974609375
2019-01-03,1136.16162109375
2019-01-04,1136.16162109375
2019-01-07,1147.4765625
2019-01-08,1143.9844970703125
2019-01-09,1138.5830078125
2019-01-10,1113.019287109375
2019-01-11,1100.8658447265625
2019-01-14,1096.39599609375
2019-01-15,1098.7242431640625
2019-01-16,1094.7197265625
2019-01-17,1094.254150390625
2019-01-18,1099.8419189453125
2019-01-21,1087.362548828125
2019-01-22,1057.794677734375
2019-01-23,1038.2841796875
2019-01-24,1042.3353271484375
2019-01-25,1037.8651123046875
2019-01-28,1033.720703125
2019-01-29,1059.6104736328125
2019-01-30,1041.357177734375
2019-01-31,1042.3817138671875
2019-02-01,1036.0025634765625
2019-02-04,1021.2415771484375
2019-02-05,1015.3280029296875
2019-02-06,999.0771484375
2019-02-07,984.0836791992188
2019-02-08,966.0632934570312
2019-02-11,947.9033813476562
2019-02-12,911.8162841796875
2019-02-14,829.9567260742188
2019-02-15,838.9902954101562
2019-02-18,842.8085327148438
2019-02-19,954.515380859375
2019-02-20,968.1121826171875
2019-02-21,956.9369506835938
2019-02-22,959.9169311523438
2019-02-25,958.6130981445312
2019-02-26,941.291259765625
2019-02-27,937.47314453125
2019-02-28,929.27783203125
2019-03-01,952.6995239257812
2019-03-05,1003.3145141601562
2019-03-06,1000.9398193359375
2019-03-07,1010.99755859375
2019-03-08,1025.7581787109375
2019-03-11,1026.6895751953125
2019-03-12,1048.0159912109375
2019-03-13,1019.705078125
2019-03-14,1024.6875
2019-03-15,1048.9007568359375
2019-03-18,1048.341796875
2019-03-19,1044.9427490234375
2019-03-20,1041.0782470703125
2019-03-22,1039.494873046875
2019-03-25,1024.361328125
2019-03-26,1006.2014770507812
2019-03-27,981.2897338867188
2019-03-28,991.4406127929688
2019-04-01,994.9796142578125
2019-04-02,976.6798706054688
2019-04-03,966.249755859375
2019-04-04,958.2405395507812
2019-04-05,943.1073608398438
2019-04-08,930.6281127929688
2019-04-09,922.6724243164062
2019-04-10,928.5223388671875
2019-04-11,927.3055419921875
2019-04-12,957.069091796875
2019-04-15,979.6259155273438
2019-04-16,963.1528930664062
2019-04-18,948.037109375
2019-04-22,944.3869018554688
2019-04-23,939.3325805664062
2019-04-24,936.8055419921875
2019-04-25,928.9434204101562
2019-04-26,929.0838623046875
2019-04-30,971.6702270507812
2019-05-02,961.5150146484375
2019-05-03,948.5050659179688
2019-05-06,934.137939453125
2019-05-07,931.6109008789062
2019-05-08,950.7982177734375
2019-05-09,941.9065551757812
2019-05-10,951.7809448242188
2019-05-13,931.0960693359375
2019-05-14,936.056640625
2019-05-15,940.175048828125
2019-05-16,937.6011352539062
2019-05-17,955.0099487304688
2019-05-20,975.7416381835938
2019-05-21,982.9016723632812
2019-05-22,990.5765380859375
2019-05-23,1001.995361328125
2019-05-24,992.9163818359375
2019-05-27,993.9459838867188
2019-05-28,1024.926513671875
2019-05-29,1117.4464111328125
2019-05-30,1095.21728515625
2019-05-31,1109.0694580078125
2019-06-03,1123.2493896484375
2019-06-04,1098.4930419921875
2019-06-06,1049.0743408203125
2019-06-07,1076.4979248046875
2019-06-10,1076.451171875
2019-06-11,1070.69482421875
2019-06-12,1068.3551025390625
2019-06-13,1089.6951904296875
2019-06-14,1100.177978515625
2019-06-17,1095.591552734375
2019-06-18,1101.4415283203125
2019-06-19,1122.7344970703125
2019-06-20,1140.283935546875
2019-06-21,1121.23681640625
2019-06-24,1119.6927490234375
2019-06-25,1131.8602294921875
2019-06-26,1158.9564208984375
2019-06-27,1163.9637451171875
2019-06-28,1158.6287841796875
2019-07-01,1160.2200927734375
2019-07-02,1160.5474853515625
2019-07-03,1169.766845703125
2019-07-04,1184.8358154296875
2019-07-05,1186.0994873046875
2019-07-08,1173.69775390625
2019-07-09,1163.9637451171875
2019-07-10,1162.6068115234375
2019-07-11,1160.6409912109375
2019-07-12,1168.5966796875
2019-07-15,1160.4071044921875
2019-07-16,1159.705078125
2019-07-17,1155.82080078125
2019-07-18,1158.86279296875
2019-07-19,1141.9219970703125
2019-07-22,1137.1484375
2019-07-23,1145.618896484375
2019-07-24,1144.1680908203125
2019-07-25,1142.6705322265625
2019-07-26,1148.4736328125
2019-07-29,1143.0447998046875
2019-07-30,1125.7298583984375
2019-07-31,1146.0867919921875
2019-08-01,1139.1904296875
2019-08-02,1116.7193603515625
2019-08-05,1107.759033203125
2019-08-06,1113.8106689453125
2019-08-07,1135.7191162109375
2019-08-08,1129.2452392578125
2019-08-09,1126.9932861328125
2019-08-13,1126.1019287109375
2019-08-14,1120.096923828125
2019-08-16,1182.63232421875
2019-08-19,1217.6763916015625
2019-08-20,1220.9603271484375
2019-08-21,1229.4512939453125
2019-08-22,1225.4639892578125
2019-08-23,1222.2269287109375
2019-08-26,1243.2906494140625
2019-08-27,1246.71533203125
2019-08-28,1237.5203857421875
2019-08-29,1198.5826416015625
2019-08-30,1220.5379638671875
2019-09-03,1219.6934814453125
2019-09-04,1196.5654296875
2019-09-05,1219.7874755859375
2019-09-06,1202.6641845703125
2019-09-09,1265.340087890625
2019-09-11,1279.5076904296875
2019-09-12,1268.3424072265625
2019-09-13,1269.1400146484375
2019-09-16,1277.068115234375
2019-09-17,1277.86572265625
2019-09-18,1256.1917724609375
2019-09-19,1258.256103515625
2019-09-20,1268.4830322265625
2019-09-23,1348.563720703125
2019-09-24,1354.4747314453125
2019-09-25,1380.7933349609375
2019-09-26,1357.9932861328125
2019-09-27,1382.4820556640625
2019-09-30,1367.4697265625
2019-10-01,1378.86962890625
2019-10-03,1384.4052734375
2019-10-04,1379.1512451171875
2019-10-07,1362.2154541015625
2019-10-09,1385.1092529296875
2019-10-10,1390.9732666015625
2019-10-11,1389.1905517578125
2019-10-14,1392.098876953125
2019-10-15,1373.3338623046875
2019-10-16,1357.1490478515625
2019-10-17,1379.7139892578125
2019-10-18,1412.2249755859375
2019-10-22,1421.5137939453125
2019-10-23,1424.4222412109375
2019-10-24,1445.15771484375
2019-10-25,1450.0367431640625
2019-10-27,1478.231689453125
2019-10-29,1449.5208740234375
2019-10-30,1388.53369140625
2019-10-31,1451.0220947265625
2019-11-01,1407.111328125
2019-11-04,1410.1607666015625
2019-11-05,1385.249755859375
2019-11-06,1398.10400390625
2019-11-07,1389.1905517578125
2019-11-08,1470.960205078125
2019-11-11,1501.218994140625
2019-11-13,1487.0511474609375
2019-11-14,1449.1453857421875
2019-11-15,1445.345703125
2019-11-18,1477.8560791015625
2019-11-19,1460.8267822265625
2019-11-20,1439.293701171875
2019-11-21,1440.935546875
2019-11-22,1437.79248046875
2019-11-25,1422.5460205078125
2019-11-26,1406.4075927734375
2019-11-27,1386.093994140625
2019-11-28,1390.64501953125
2019-11-29,1353.77099609375
2019-12-02,1369.9091796875
2019-12-03,1358.134033203125
2019-12-04,1348.9862060546875
2019-12-05,1328.438232421875
2019-12-06,1360.6673583984375
2019-12-09,1327.406005859375
2019-12-10,1289.171630859375
2019-12-11,1295.97412109375
2019-12-12,1321.16650390625
2019-12-13,1348.2354736328125
2019-12-16,1346.1712646484375
2019-12-17,1375.351318359375
2019-12-18,1322.9493408203125
2019-12-19,1341.761474609375
2019-12-20,1360.90185546875
2019-12-23,1390.9732666015625
2019-12-24,1375.7733154296875
2019-12-26,1360.0107421875
2019-12-27,1426.8616943359375
2019-12-30,1398.6201171875
2019-12-31,1407.3927001953125
2020-01-01,1398.5262451171875
2020-01-02,1375.961181640625
2020-01-03,1413.3507080078125
2020-01-06,1385.765869140625
2020-01-07,1393.17822265625
2020-01-08,1386.5166015625
2020-01-09,1399.6990966796875
2020-01-10,1394.5386962890625
2020-01-13,1378.82275390625
2020-01-14,1387.3138427734375
2020-01-15,1367.094482421875
2020-01-16,1364.655029296875
2020-01-17,1374.8818359375
2020-01-20,1393.27197265625
2020-01-21,1407.486572265625
2020-01-22,1396.3681640625
2020-01-23,1396.227294921875
2020-01-24,1389.70654296875
2020-01-27,1443.093994140625
2020-01-28,1484.6119384765625
2020-01-29,1480.014404296875
2020-01-30,1509.0067138671875
2020-01-31,1521.3917236328125
2020-02-03,1500.0462646484375
2020-02-04,1501.265869140625
2020-02-05,1497.74755859375
2020-02-06,1502.391845703125
2020-02-07,1543.62841796875
2020-02-10,1534.855712890625
2020-02-11,1597.297119140625
2020-02-12,1555.3565673828125
2020-02-13,1585.5216064453125
2020-02-14,1553.996337890625
2020-02-17,1494.9793701171875
2020-02-18,1523.6435546875
2020-02-19,1535.6063232421875
2020-02-20,1558.4998779296875
2020-02-24,1529.1793212890625
2020-02-25,1499.8116455078125
2020-02-26,1526.88037109375
2020-02-27,1503.705322265625
2020-02-28,1513.8853759765625
2020-03-02,1505.5347900390625
2020-03-03,1492.96240234375
2020-03-04,1501.9697265625
2020-03-05,1502.72021484375
2020-03-06,1490.2413330078125
2020-03-09,1423.9063720703125
2020-03-11,1421.8890380859375
2020-03-12,1364.2325439453125
2020-03-13,1333.8798828125
2020-03-16,1286.0755615234375
2020-03-17,1280.3990478515625
2020-03-18,1177.3310546875
2020-03-19,1058.3592529296875
2020-03-20,1106.867431640625
2020-03-23,1032.9464111328125
2020-03-24,1031.047607421875
2020-03-25,1074.2510986328125
2020-03-26,1106.060302734375
2020-03-27,1079.188720703125
2020-03-30,1117.5498046875
2020-03-31,1118.9739990234375
2020-04-01,1101.265380859375
2020-04-03,1063.7113037109375
2020-04-07,1107.5323486328125
2020-04-08,1158.5218505859375
2020-04-09,1184.9190673828125
2020-04-13,1188.9544677734375
2020-04-15,1222.80517578125
2020-04-16,1258.127685546875
2020-04-17,1275.076904296875
2020-04-20,1294.969482421875
2020-04-21,1251.43359375
2020-04-22,1352.9384765625
2020-04-23,1354.0777587890625
2020-04-24,1304.3221435546875
2020-04-27,1328.2030029296875
2020-04-28,1365.3770751953125
2020-04-29,1338.2679443359375
2020-04-30,1330.4344482421875
2020-05-04,1280.39404296875
2020-05-05,1285.189208984375
2020-05-06,1287.7529296875
2020-05-07,1284.7620849609375
2020-05-08,1287.3255615234375
2020-05-11,1268.0029296875
2020-05-12,1245.593994140625
2020-05-13,1271.1837158203125
2020-05-14,1236.00341796875
2020-05-15,1225.84375
2020-05-18,1215.7310791015625
2020-05-19,1208.6097412109375
2020-05-20,1222.662841796875
2020-05-21,1247.3505859375
2020-05-22,1234.7216796875
2020-05-26,1248.5849609375
2020-05-27,1248.63232421875
2020-05-28,1247.4453125
2020-05-29,1276.4063720703125
2020-06-01,1293.0228271484375
2020-06-02,1292.0257568359375
2020-06-03,1272.5133056640625
2020-06-04,1260.121826171875
2020-06-05,1278.82763671875
2020-06-08,1323.9302978515625
2020-06-09,1286.6611328125
2020-06-10,1281.8184814453125
2020-06-11,1251.24365234375
2020-06-12,1253.4276123046875
2020-06-15,1253.1424560546875
2020-06-16,1278.637451171875
2020-06-17,1286.993408203125
2020-06-18,1291.5985107421875
2020-06-19,1326.921142578125
2020-06-22,1390.824462890625
2020-06-23,1391.868896484375
2020-06-24,1348.380615234375
2020-06-25,1337.0810546875
2020-06-26,1360.01220703125
2020-06-29,1402.456298828125
2020-06-30,1405.067626953125
2020-07-01,1478.7510986328125
2020-07-02,1470.015380859375
2020-07-03,1520.8153076171875
2020-07-06,1524.42333984375
2020-07-07,1499.3558349609375
2020-07-08,1508.7562255859375
2020-07-09,1499.0709228515625
2020-07-10,1482.88134765625
2020-07-13,1507.189697265625
2020-07-14,1498.7861328125
2020-07-15,1492.5194091796875
2020-07-16,1466.8818359375
2020-07-17,1483.356201171875
2020-07-20,1485.4451904296875
2020-07-21,1500.0679931640625
2020-07-22,1478.94091796875
2020-07-23,1547.5919189453125
2020-07-24,1546.1676025390625
2020-07-27,1529.7408447265625
2020-07-28,1530.4530029296875
2020-07-29,1536.957275390625
2020-07-30,1527.88916015625
2020-07-31,1538.856201171875
2020-08-03,1577.5498046875
2020-08-04,1579.7811279296875
2020-08-05,1580.44580078125
2020-08-06,1604.706298828125
2020-08-07,1614.4864501953125
2020-08-10,1627.114990234375
2020-08-11,1677.25048828125
2020-08-12,1639.8863525390625
2020-08-13,1791.2412109375
2020-08-14,1723.824951171875
2020-08-17,1765.7940673828125
2020-08-18,1788.1553955078125
2020-08-19,1750.7913818359375
2020-08-20,1750.2694091796875
2020-08-21,1770.7791748046875
2020-08-24,1780.9390869140625
2020-08-25,1767.1236572265625
2020-08-26,1789.010009765625
2020-08-27,1763.1353759765625
2020-08-28,1737.783203125
2020-08-31,1657.21533203125
2020-09-01,1610.023681640625
2020-09-02,1670.651123046875
2020-09-03,1727.4329833984375
2020-09-04,1703.599853515625
2020-09-07,1735.9312744140625
2020-09-08,1709.5821533203125
2020-09-09,1679.5294189453125
2020-09-10,1728.09765625
2020-09-11,1692.2054443359375
2020-09-14,1813.9351806640625
2020-09-15,1812.5584716796875
2020-09-16,1822.196044921875
2020-09-17,1854.432861328125
2020-09-18,1887.3812255859375
2020-09-21,1795.704345703125
2020-09-22,1720.359130859375
2020-09-23,1697.6177978515625
2020-09-24,1687.315185546875
2020-09-25,1728.7623291015625
2020-09-28,1743.14794921875
2020-09-29,1713.807373046875
2020-09-30,1800.214599609375
2020-10-01,1787.6334228515625
2020-10-05,1786.826416015625
2020-10-06,1771.443603515625
2020-10-07,1761.5684814453125
2020-10-08,1742.8629150390625
2020-10-09,1733.177734375
2020-10-12,1724.062255859375
2020-10-13,1705.878662109375
2020-10-14,1676.9180908203125
2020-10-15,1645.915771484375
2020-10-16,1630.201416015625
2020-10-19,1621.7030029296875
2020-10-20,1593.2169189453125
2020-10-21,1573.086669921875
2020-10-22,1536.8623046875
2020-10-23,1578.119384765625
2020-10-26,1580.58837890625
2020-10-27,1598.0120849609375
2020-10-28,1597.584716796875
2020-10-29,1553.5264892578125
2020-10-30,1560.742919921875
2020-11-02,1536.67236328125
2020-11-03,1557.4195556640625
2020-11-04,1609.881103515625
2020-11-05,1685.2740478515625
2020-11-06,1669.3216552734375
2020-11-09,1682.187744140625
2020-11-10,1620.80078125
2020-11-11,1611.4005126953125
2020-11-12,1741.296142578125
2020-11-13,1734.744384765625
2020-11-14,1747.9427490234375
2020-11-17,1847.4061279296875
2020-11-18,1891.2271728515625
2020-11-19,1800.9267578125
2020-11-20,1827.0860595703125
2020-11-23,1827.6085205078125
2020-11-24,1848.2607421875
2020-11-25,1824.8548583984375
2020-11-26,1799.407470703125
2020-11-27,1841.89892578125
2020-12-01,1817.4010009765625
2020-12-02,1798.26806640625
2020-12-03,1786.398681640625
2020-12-04,1822.9556884765625
2020-12-07,1815.4544677734375
2020-12-08,1814.9322509765625
2020-12-09,1812.2259521484375
2020-12-10,1821.00927734375
2020-12-11,1804.7720947265625
2020-12-14,1791.573974609375
2020-12-15,1890.9420166015625
2020-12-16,1924.9827880859375
2020-12-17,1890.5150146484375
2020-12-18,1876.556884765625
2020-12-21,1777.1885986328125
2020-12-22,1784.974853515625
2020-12-23,1838.0057373046875
2020-12-24,1846.029296875
2020-12-28,1908.0338134765625
2020-12-29,1899.677978515625
2020-12-30,1896.259765625
2020-12-31,1898.25341796875
2021-01-01,1913.73095703125
2021-01-04,2022.689453125
2021-01-05,2083.45947265625
2021-01-06,2129.037109375
2021-01-07,2157.285400390625
2021-01-08,2174.85205078125
2021-01-11,2079.851318359375
2021-01-12,2119.778564453125
2021-01-13,2106.343505859375
2021-01-14,2074.771484375
2021-01-15,2047.2349853515625
2021-01-18,1999.8057861328125
2021-01-19,2032.6119384765625
2021-01-20,2052.932373046875
2021-01-21,2092.10009765625
2021-01-22,2074.438720703125
2021-01-25,2010.4881591796875
2021-01-27,1977.87158203125
2021-01-28,1988.6014404296875
2021-01-29,1964.53076171875
2021-02-01,2004.031005859375
2021-02-02,1994.8682861328125
2021-02-03,2067.697265625
2021-02-04,2121.915771484375
2021-02-05,2076.385498046875
2021-02-08,2154.151611328125
2021-02-09,2120.680419921875
2021-02-10,2070.830322265625
2021-02-11,2114.888916015625
2021-02-12,2066.03564453125
2021-02-15,2093.41552734375
2021-02-16,2094.89697265625
2021-02-17,2110.522216796875
2021-02-18,2077.885986328125
2021-02-19,2095.375244140625
2021-02-22,2089.927490234375
2021-02-23,2068.329345703125
2021-02-24,2088.302734375
2021-02-25,2103.6416015625
2021-02-26,2108.94580078125
2021-03-01,2229.074462890625
2021-03-02,2225.586181640625
2021-03-03,2228.357421875
2021-03-04,2242.5498046875
2021-03-05,2254.065673828125
2021-03-08,2274.708251953125
2021-03-09,2253.2529296875
2021-03-10,2252.393310546875
2021-03-12,2283.882568359375
2021-03-15,2255.59423828125
2021-03-16,2247.758056640625
2021-03-17,2250.768310546875
2021-03-18,2255.06884765625
2021-03-19,2255.403564453125
2021-03-22,2290.620361328125
2021-03-23,2278.674072265625
2021-03-24,2269.213134765625
2021-03-25,2276.33251953125
2021-03-26,2275.376708984375
2021-03-30,2337.782958984375
2021-03-31,2433.876708984375
2021-04-01,2433.494384765625
2021-04-05,2352.213623046875
2021-04-06,2370.037109375
2021-04-07,2409.88916015625
2021-04-08,2458.62841796875
2021-04-09,2543.06298828125
2021-04-12,2477.981201171875
2021-04-13,2517.59423828125
2021-04-15,2491.121826171875
2021-04-16,2453.611328125
2021-04-19,2455.618408203125
2021-04-20,2468.137451171875
2021-04-22,2485.244140625
2021-04-23,2500.439697265625
2021-04-26,2542.489501953125
2021-04-27,2523.2802734375
2021-04-28,2696.975341796875
2021-04-29,2782.60400390625
2021-04-30,2792.638427734375
2021-05-03,2769.46337890625
2021-05-04,2685.793701171875
2021-05-05,2759.381103515625
2021-05-06,2743.516845703125
2021-05-07,2758.998779296875
2021-05-10,2744.66357421875
2021-05-11,2750.732177734375
2021-05-12,2729.659423828125
2021-05-14,2773.4296875
2021-05-17,2993.283447265625
2021-05-18,3009.00439453125
2021-05-19,2995.051513671875
2021-05-20,2966.90673828125
2021-05-21,2936.802734375
2021-05-24,2946.1689453125
2021-05-25,2902.9716796875
2021-05-26,2923.040771484375
2021-05-27,2922.085205078125
2021-05-28,2839.32373046875
2021-05-31,2812.182861328125
2021-06-01,2833.732666015625
2021-06-02,2837.508056640625
2021-06-03,2853.419677734375
2021-06-04,2843.09814453125
2021-06-07,2901.777587890625
2021-06-08,2926.099609375
2021-06-09,2893.3193359375
2021-06-10,2932.59814453125
2021-06-11,2957.541015625
2021-06-14,2961.459228515625
2021-06-15,2942.3935546875
2021-06-16,2896.043212890625
2021-06-17,2889.114990234375
2021-06-18,2876.642822265625
2021-06-21,2915.109130859375
2021-06-22,2898.002197265625
2021-06-23,2906.31689453125
2021-06-24,2898.71875
2021-06-25,2905.55224609375
2021-06-28,2896.6162109375
2021-06-29,2881.1826171875
2021-06-30,2888.971435546875
2021-07-01,2888.493408203125
2021-07-02,2920.69970703125
2021-07-05,2919.313720703125
2021-07-06,2967.671142578125
2021-07-07,3001.454833984375
2021-07-08,3006.424072265625
2021-07-09,3002.9833984375
2021-07-12,2989.07861328125
2021-07-13,3048.5693359375
2021-07-14,3046.94482421875
2021-07-15,2993.904541015625
2021-07-16,2999.638671875
2021-07-19,2966.90673828125
2021-07-20,2963.322998046875
2021-07-22,2963.083984375
2021-07-23,2925.23876953125
2021-07-26,2937.42431640625
2021-07-27,2941.342529296875
2021-07-28,2925.76513671875
2021-07-29,2964.27880859375
2021-07-30,2980.85986328125
2021-08-02,3019.134521484375
2021-08-03,3029.264892578125
2021-08-04,3042.739990234375
2021-08-05,3029.79052734375
2021-08-06,3005.61181640625
2021-08-09,3076.093017578125
2021-08-10,3011.87158203125
2021-08-11,2939.23974609375
2021-08-12,2927.198486328125
2021-08-13,2918.0712890625
2021-08-16,2898.337158203125
2021-08-17,2899.81787109375
2021-08-18,2864.505859375
2021-08-20,2854.7099609375
2021-08-23,2820.68798828125
2021-08-24,3073.943115234375
2021-08-25,2950.947021484375
2021-08-26,2956.537353515625
2021-08-27,2957.82763671875
2021-08-30,2986.78515625
2021-08-31,3016.1142578125
2021-09-01,3028.553955078125
2021-09-02,3030.5634765625
2021-09-03,3050.562744140625
2021-09-06,3047.30908203125
2021-09-07,3011.760009765625
2021-09-08,3001.569091796875
2021-09-09,3041.08935546875
2021-09-13,3087.1162109375
2021-09-14,3363.853271484375
2021-09-15,3287.4921875
2021-09-16,3278.64111328125
2021-09-17,3225.5322265625
2021-09-20,3195.581298828125
2021-09-21,3163.285888671875
2021-09-22,3270.69873046875
2021-09-23,3230.41259765625
2021-09-24,3176.443359375
2021-09-27,3108.646484375
2021-09-28,3083.049560546875
2021-09-29,3046.543212890625
2021-09-30,3151.181396484375
2021-10-01,3245.914794921875
2021-10-04,3274.573974609375
2021-10-05,3229.93408203125
2021-10-06,3201.46630859375
2021-10-07,3248.450439453125
2021-10-08,3244.57470703125
2021-10-11,3241.895263671875
2021-10-12,3253.282470703125
2021-10-13,3319.83544921875
2021-10-14,3257.732177734375
2021-10-18,3286.58349609375
2021-10-19,3207.303955078125
2021-10-20,3143.90869140625
2021-10-21,3222.4228515625
