Date,SAIL
1996-01-01,16.082763671875
1996-01-02,15.782147407531738
1996-01-03,15.812211036682129
1996-01-04,15.932456016540527
1996-01-05,15.812211036682129
1996-01-08,15.060676574707031
1996-01-09,15.21098804473877
1996-01-10,15.241047859191895
1996-01-11,15.331229209899902
1996-01-12,15.571717262268066
1996-01-15,15.481538772583008
1996-01-16,15.18092155456543
1996-01-17,15.21098804473877
1996-01-18,14.880311012268066
1996-01-19,14.639825820922852
1996-01-22,14.579699516296387
1996-01-23,14.309149742126465
1996-01-24,14.128786087036133
1996-01-25,14.03859806060791
1996-01-26,14.03859806060791
1996-01-29,14.18890380859375
1996-01-30,14.790127754211426
1996-01-31,14.970498085021973
1996-02-01,15.361288070678711
1996-02-02,16.172945022583008
1996-02-05,17.195026397705078
1996-02-06,16.98459815979004
1996-02-07,16.744108200073242
1996-02-08,17.9164981842041
1996-02-09,19.81035614013672
1996-02-12,18.427539825439453
1996-02-13,18.247169494628906
1996-02-14,19.329374313354492
1996-02-15,19.900535583496094
1996-02-16,18.968637466430664
1996-02-19,18.607908248901367
1996-02-20,17.435518264770508
1996-02-21,17.435518264770508
1996-02-22,18.457597732543945
1996-02-23,17.94655990600586
1996-02-26,18.397476196289062
1996-02-27,18.156982421875
1996-02-28,18.006683349609375
1996-02-29,16.623865127563477
1996-03-01,17.074783325195312
1996-03-04,17.766193389892578
1996-03-05,17.766193389892578
1996-03-06,17.94655990600586
1996-03-07,18.156982421875
1996-03-08,17.796253204345703
1996-03-11,17.134902954101562
1996-03-12,16.593807220458984
1996-03-13,16.593807220458984
1996-03-14,16.71405029296875
1996-03-15,16.593807220458984
1996-03-18,16.233070373535156
1996-03-19,16.172945022583008
1996-03-20,16.172945022583008
1996-03-21,16.293193817138672
1996-03-22,15.932456016540527
1996-03-25,15.842273712158203
1996-03-26,16.052701950073242
1996-03-27,16.71405029296875
1996-03-28,16.924480438232422
1996-03-29,16.744108200073242
1996-04-01,16.804231643676758
1996-04-02,17.826309204101562
1996-04-03,18.728147506713867
1996-04-04,17.88643455505371
1996-04-05,17.88643455505371
1996-04-08,18.0367374420166
1996-04-09,17.976621627807617
1996-04-10,18.0367374420166
1996-04-11,17.676002502441406
1996-04-12,17.676002502441406
1996-04-15,17.9164981842041
1996-04-16,17.52570343017578
1996-04-17,18.698089599609375
1996-04-18,19.81035614013672
1996-04-19,19.870473861694336
1996-04-22,19.389497756958008
1996-04-23,18.998701095581055
1996-04-24,20.77231788635254
1996-04-25,20.05084800720215
1996-04-26,19.720170974731445
1996-04-29,19.449617385864258
1996-04-30,19.08888816833496
1996-05-01,19.389497756958008
1996-05-02,19.329374313354492
1996-05-03,19.08888816833496
1996-05-06,18.547779083251953
1996-05-07,18.397476196289062
1996-05-08,18.998701095581055
1996-05-09,18.517724990844727
1996-05-10,17.976621627807617
1996-05-13,18.126916885375977
1996-05-14,18.277233123779297
1996-05-15,18.547779083251953
1996-05-16,18.668025970458984
1996-05-17,18.457597732543945
1996-05-20,17.88643455505371
1996-05-21,17.676002502441406
1996-05-22,17.615880966186523
1996-05-23,17.40545082092285
1996-05-24,17.40545082092285
1996-05-27,17.01466178894043
1996-05-28,17.134902954101562
1996-05-29,17.01466178894043
1996-05-30,16.864351272583008
1996-05-31,16.233070373535156
1996-06-03,16.533679962158203
1996-06-04,16.443496704101562
1996-06-05,16.71405029296875
1996-06-06,16.744108200073242
1996-06-07,16.71405029296875
1996-06-10,17.104841232299805
1996-06-11,16.98459815979004
1996-06-12,17.73613166809082
1996-06-13,18.126916885375977
1996-06-14,18.8483943939209
1996-06-17,19.870473861694336
1996-06-18,19.960662841796875
1996-06-19,20.531827926635742
1996-06-20,20.291330337524414
1996-06-21,19.750232696533203
1996-06-24,20.44164276123047
1996-06-25,19.750232696533203
1996-06-26,19.62999153137207
1996-06-27,19.84041404724121
1996-06-28,19.78029441833496
1996-07-01,19.389497756958008
1996-07-02,19.239192962646484
1996-07-03,18.8483943939209
1996-07-04,18.367414474487305
1996-07-05,18.21710777282715
1996-07-08,18.247169494628906
1996-07-09,17.766193389892578
1996-07-10,18.0367374420166
1996-07-11,18.066801071166992
1996-07-12,18.0367374420166
1996-07-15,17.766193389892578
1996-07-16,17.826309204101562
1996-07-17,17.976621627807617
1996-07-18,17.766193389892578
1996-07-19,18.126916885375977
1996-07-22,17.706064224243164
1996-07-23,15.992575645446777
1996-07-24,15.451472282409668
1996-07-25,15.331229209899902
1996-07-26,15.241047859191895
1996-07-29,14.85025405883789
1996-07-30,14.098719596862793
1996-07-31,15.511597633361816
1996-08-01,14.85025405883789
1996-08-02,14.820185661315918
1996-08-05,15.030617713928223
1996-08-06,15.241047859191895
1996-08-07,15.661906242370605
1996-08-08,15.331229209899902
1996-08-09,15.541653633117676
1996-08-12,15.391353607177734
1996-08-13,15.150863647460938
