Date,GODREJAGRO
2018-03-01,578.7496948242188
2018-03-05,590.5067749023438
2018-03-06,591.4791259765625
2018-03-07,577.6889038085938
2018-03-08,573.7551879882812
2018-03-09,581.578369140625
2018-03-12,572.738525390625
2018-03-13,596.296875
2018-03-14,616.098388671875
2018-03-15,608.0540161132812
2018-03-16,589.9763793945312
2018-03-19,559.5228881835938
2018-03-20,560.0531616210938
2018-03-21,568.8048095703125
2018-03-22,568.8931274414062
2018-03-23,568.3627319335938
2018-03-26,568.8048095703125
2018-03-27,575.2578125
2018-03-28,563.8101806640625
2018-04-02,565.180419921875
2018-04-03,576.0092163085938
2018-04-04,580.5176391601562
2018-04-05,588.3851928710938
2018-04-06,589.1365356445312
2018-04-09,631.0377807617188
2018-04-10,615.302734375
2018-04-11,611.1480102539062
2018-04-12,621.1371459960938
2018-04-13,614.3745727539062
2018-04-16,617.8663330078125
2018-04-17,613.4462890625
2018-04-18,613.5789184570312
2018-04-19,617.6453247070312
2018-04-20,634.04345703125
2018-04-23,633.2035522460938
2018-04-24,641.7341918945312
2018-04-25,627.722900390625
2018-04-26,621.1812744140625
2018-04-27,621.66748046875
2018-04-30,622.7724609375
2018-05-02,619.4574584960938
2018-05-03,623.479736328125
2018-05-04,626.2200927734375
2018-05-07,625.2476196289062
2018-05-08,618.08740234375
2018-05-09,601.0704956054688
2018-05-10,598.6837158203125
2018-05-11,604.9158325195312
2018-05-14,598.285888671875
2018-05-15,573.1806030273438
2018-05-16,564.8709716796875
2018-05-17,556.1636352539062
2018-05-18,546.2630004882812
2018-05-21,532.47265625
2018-05-22,543.43408203125
2018-05-23,553.0697631835938
2018-05-24,564.6057739257812
2018-05-25,577.909912109375
2018-05-28,574.5949096679688
2018-05-29,569.2909545898438
2018-05-30,571.5009155273438
2018-05-31,560.2301025390625
2018-06-01,565.6666870117188
2018-06-04,570.74951171875
2018-06-05,548.6055297851562
2018-06-06,570.39599609375
2018-06-07,579.32421875
2018-06-08,580.2525024414062
2018-06-11,585.4681396484375
2018-06-12,583.9652099609375
2018-06-13,581.3574829101562
2018-06-14,579.6336669921875
2018-06-15,580.119873046875
2018-06-18,586.3518676757812
2018-06-19,577.4237060546875
2018-06-20,572.5617065429688
2018-06-21,568.7605590820312
2018-06-22,568.4953002929688
2018-06-25,561.3349609375
2018-06-26,554.749267578125
2018-06-27,539.50048828125
2018-06-28,541.5335693359375
2018-06-29,547.5005493164062
2018-07-02,551.522705078125
2018-07-03,546.1746215820312
2018-07-04,539.6771850585938
2018-07-05,538.2628173828125
2018-07-06,538.6605224609375
2018-07-09,543.3015747070312
2018-07-10,544.981201171875
2018-07-11,541.4010620117188
2018-07-12,544.3182373046875
2018-07-13,539.4120483398438
2018-07-16,535.7434692382812
2018-07-17,536.7159423828125
2018-07-18,534.461669921875
2018-07-19,522.2183837890625
2018-07-20,526.5056762695312
2018-07-23,544.0529174804688
2018-07-24,570.8637084960938
2018-07-25,576.6978759765625
2018-07-26,583.511962890625
2018-07-27,576.7424926757812
2018-07-30,566.85546875
2018-07-31,558.9724731445312
2018-08-01,562.0010986328125
2018-08-02,567.7461547851562
2018-08-03,585.026123046875
2018-08-06,585.3824462890625
2018-08-07,574.9609985351562
2018-08-08,578.8355712890625
2018-08-09,569.9284057617188
2018-08-10,556.8348388671875
2018-08-13,540.3564453125
2018-08-14,539.1094360351562
2018-08-16,538.8867797851562
2018-08-17,537.8623657226562
2018-08-20,535.5465087890625
2018-08-21,530.2467651367188
2018-08-23,530.291259765625
2018-08-24,533.0970458984375
2018-08-27,530.3359375
2018-08-28,525.793212890625
2018-08-29,524.0562744140625
2018-08-30,519.4246215820312
2018-08-31,519.1572875976562
2018-09-03,514.03564453125
2018-09-04,491.856689453125
2018-09-05,492.079345703125
2018-09-06,508.9139099121094
2018-09-07,513.1448974609375
2018-09-10,511.5861511230469
2018-09-11,514.570068359375
2018-09-12,513.278564453125
2018-09-14,521.339599609375
2018-09-17,513.5457153320312
2018-09-18,501.3428955078125
2018-09-19,490.0751953125
2018-09-21,471.9044494628906
2018-09-24,465.6694030761719
2018-09-25,461.7056884765625
2018-09-26,462.6855163574219
2018-09-27,460.6814270019531
2018-09-28,457.92010498046875
2018-10-01,460.904052734375
2018-10-03,473.95306396484375
2018-10-04,468.56427001953125
2018-10-05,459.21173095703125
2018-10-08,454.4908447265625
2018-10-09,450.0818176269531
2018-10-10,464.8232421875
2018-10-11,459.7015686035156
2018-10-12,460.0133972167969
2018-10-15,464.9569091796875
2018-10-16,478.0059814453125
2018-10-17,475.33380126953125
2018-10-19,464.0216064453125
2018-10-22,456.8067626953125
2018-10-23,449.23565673828125
2018-10-24,454.6690368652344
2018-10-25,454.4908447265625
2018-10-26,456.40594482421875
2018-10-29,463.9770812988281
2018-10-30,465.1795349121094
2018-10-31,467.5845031738281
2018-11-01,465.44677734375
2018-11-02,465.1350402832031
2018-11-05,472.4834899902344
2018-11-06,466.7383728027344
2018-11-07,471.6817932128906
2018-11-09,466.5601501464844
2018-11-12,470.0785217285156
2018-11-13,466.3819885253906
2018-11-14,465.0904541015625
2018-11-15,461.2603454589844
2018-11-16,458.4991455078125
2018-11-19,458.32098388671875
2018-11-20,454.4018249511719
2018-11-21,452.75396728515625
2018-11-22,450.83892822265625
2018-11-26,454.7135314941406
2018-11-27,452.7093811035156
2018-11-28,446.0735778808594
2018-11-29,445.3164367675781
2018-11-30,441.6644592285156
2018-12-03,451.0616149902344
2018-12-04,454.5799865722656
2018-12-05,457.7420349121094
2018-12-06,454.3572692871094
2018-12-07,447.6768798828125
2018-12-10,435.56304931640625
2018-12-11,434.1824645996094
2018-12-12,439.2149963378906
2018-12-13,453.7337951660156
2018-12-14,452.620361328125
2018-12-17,455.3816223144531
2018-12-18,456.1833190917969
2018-12-19,456.005126953125
2018-12-20,453.82281494140625
2018-12-21,452.6648864746094
2018-12-24,446.0735778808594
2018-12-26,441.3082275390625
2018-12-27,445.58367919921875
2018-12-28,443.84674072265625
2018-12-31,447.8995666503906
2019-01-01,448.1222229003906
2019-01-02,444.87109375
2019-01-03,444.3366394042969
2019-01-04,443.490478515625
2019-01-07,443.0896301269531
2019-01-08,443.7577209472656
2019-01-09,442.46612548828125
2019-01-10,443.62408447265625
2019-01-11,443.7131652832031
2019-01-14,440.5511169433594
2019-01-15,440.7292175292969
2019-01-16,454.4018249511719
2019-01-17,451.5069580078125
2019-01-18,445.3164367675781
2019-01-21,448.389404296875
2019-01-22,446.29620361328125
2019-01-23,448.790283203125
2019-01-24,445.22735595703125
2019-01-25,443.0896301269531
2019-01-28,438.190673828125
2019-01-29,432.8463134765625
2019-01-30,436.1865539550781
2019-01-31,442.6888122558594
2019-02-01,438.72509765625
2019-02-04,437.25543212890625
2019-02-05,423.2710876464844
2019-02-06,420.10906982421875
2019-02-07,434.048828125
2019-02-08,434.4051208496094
2019-02-11,430.9313049316406
2019-02-12,426.3440856933594
2019-02-14,426.3440856933594
2019-02-15,410.1774597167969
2019-02-18,426.5667419433594
2019-02-19,426.1213684082031
2019-02-20,425.80963134765625
2019-02-21,427.591064453125
2019-02-22,424.6961975097656
2019-02-25,429.2834777832031
2019-02-26,422.8257751464844
2019-02-27,422.69207763671875
2019-02-28,428.39276123046875
2019-03-01,429.6842346191406
2019-03-05,450.52716064453125
2019-03-06,459.1672058105469
2019-03-07,464.5559997558594
2019-03-08,458.09832763671875
2019-03-11,459.7906799316406
2019-03-12,465.0458679199219
2019-03-13,462.1955871582031
2019-03-14,459.9242858886719
2019-03-15,450.3935546875
2019-03-18,445.3609924316406
2019-03-19,445.89544677734375
2019-03-20,438.9477233886719
2019-03-22,438.3242492675781
2019-03-25,430.75311279296875
2019-03-26,435.1622009277344
2019-03-27,453.4219970703125
2019-03-28,453.5556945800781
2019-04-01,464.8678283691406
2019-04-02,473.10699462890625
2019-04-03,466.515625
2019-04-04,460.904052734375
2019-04-05,458.09832763671875
2019-04-08,459.0335998535156
2019-04-09,451.86328125
2019-04-10,451.7742004394531
2019-04-11,454.09002685546875
2019-04-12,465.1795349121094
2019-04-15,471.3700866699219
2019-04-16,475.2001647949219
2019-04-18,466.4710693359375
2019-04-22,460.8149719238281
2019-04-23,466.515625
2019-04-24,467.0946350097656
2019-04-25,466.3819885253906
2019-04-26,462.1955871582031
2019-04-30,463.13092041015625
2019-05-02,462.28472900390625
2019-05-03,461.9283752441406
2019-05-06,459.3453369140625
2019-05-07,462.50738525390625
2019-05-08,453.1993408203125
2019-05-09,446.8752136230469
2019-05-10,444.02484130859375
2019-05-13,443.7577209472656
2019-05-14,427.4129333496094
2019-05-15,417.7041015625
2019-05-16,412.8941650390625
2019-05-17,413.6512451171875
2019-05-20,423.671875
2019-05-21,427.45751953125
2019-05-22,431.198486328125
2019-05-23,435.6075744628906
2019-05-24,448.8793029785156
2019-05-27,461.3049621582031
2019-05-28,456.005126953125
2019-05-29,457.8756103515625
2019-05-30,456.8958435058594
2019-05-31,452.620361328125
2019-06-03,454.5799865722656
2019-06-04,454.13458251953125
2019-06-06,450.2599792480469
2019-06-07,451.1506652832031
2019-06-10,445.58367919921875
2019-06-11,447.4987487792969
2019-06-12,446.20721435546875
2019-06-13,446.029052734375
2019-06-14,445.3609924316406
2019-06-17,452.8430480957031
2019-06-18,455.2479553222656
2019-06-19,444.3811950683594
2019-06-20,449.63641357421875
2019-06-21,449.2801818847656
2019-06-24,449.9481506347656
2019-06-25,449.36920166015625
2019-06-26,450.0818176269531
2019-06-27,450.927978515625
2019-06-28,448.1667785644531
2019-07-01,452.5757751464844
2019-07-02,451.01708984375
2019-07-03,445.1828308105469
2019-07-04,444.69293212890625
2019-07-05,448.1222229003906
2019-07-08,439.7494201660156
2019-07-09,443.22320556640625
2019-07-10,439.48223876953125
2019-07-11,440.8182373046875
2019-07-12,438.9922790527344
2019-07-15,436.498291015625
2019-07-16,441.08551025390625
2019-07-17,441.35272216796875
2019-07-18,434.5832824707031
2019-07-19,433.3807678222656
2019-07-22,431.6883544921875
2019-07-23,421.57867431640625
2019-07-24,417.30322265625
2019-07-25,415.09979248046875
2019-07-26,409.83856201171875
2019-07-29,399.7656555175781
2019-07-30,392.39093017578125
2019-07-31,391.1318664550781
2019-08-01,392.52587890625
2019-08-02,390.0526123046875
2019-08-05,384.7013854980469
2019-08-06,386.0054931640625
2019-08-07,386.5000915527344
2019-08-08,395.44879150390625
2019-08-09,416.53875732421875
2019-08-13,414.2004089355469
2019-08-14,404.2175598144531
2019-08-16,403.09332275390625
2019-08-19,401.2046813964844
2019-08-20,403.6329040527344
2019-08-21,406.9156188964844
2019-08-22,393.7399597167969
2019-08-23,390.1425476074219
2019-08-26,403.09332275390625
2019-08-27,415.54949951171875
2019-08-28,410.5580139160156
2019-08-29,403.6329040527344
2019-08-30,404.1275939941406
2019-09-03,403.273193359375
2019-09-04,404.89208984375
2019-09-05,404.62225341796875
2019-09-06,415.54949951171875
2019-09-09,417.79791259765625
2019-09-11,421.3953552246094
2019-09-12,426.83648681640625
2019-09-13,426.1169738769531
2019-09-16,424.94781494140625
2019-09-17,425.17266845703125
2019-09-18,423.1940612792969
2019-09-19,420.8106994628906
2019-09-20,446.80224609375
2019-09-23,442.1256103515625
2019-09-24,439.1127014160156
2019-09-25,437.6737060546875
2019-09-26,430.4788513183594
2019-09-27,433.62664794921875
2019-09-30,428.99493408203125
2019-10-01,430.2539978027344
2019-10-03,424.633056640625
2019-10-04,423.3289794921875
2019-10-07,425.4424133300781
2019-10-09,429.21978759765625
2019-10-10,424.6780090332031
2019-10-11,426.9264221191406
2019-10-14,429.7593994140625
2019-10-15,434.25616455078125
2019-10-16,436.9092712402344
2019-10-17,439.4275207519531
2019-10-18,465.6438903808594
2019-10-22,465.8687744140625
2019-10-23,456.065673828125
2019-10-24,455.4361267089844
2019-10-25,455.4811096191406
2019-10-27,458.1341857910156
2019-10-29,464.87939453125
2019-10-30,464.654541015625
2019-10-31,460.2027282714844
2019-11-01,460.832275390625
2019-11-04,466.7680969238281
2019-11-05,450.2647399902344
2019-11-06,442.57525634765625
2019-11-07,442.44036865234375
2019-11-08,444.1491394042969
2019-11-11,438.3482971191406
2019-11-13,430.88360595703125
2019-11-14,426.6565856933594
2019-11-15,423.3739318847656
2019-11-18,425.0377502441406
2019-11-19,424.5430603027344
2019-11-20,421.6651611328125
2019-11-21,427.4210510253906
2019-11-22,424.1833190917969
2019-11-25,425.9820251464844
2019-11-26,434.5709533691406
2019-11-27,436.2347412109375
2019-11-28,439.4724426269531
2019-11-29,444.68878173828125
2019-12-02,436.6844177246094
2019-12-03,436.50457763671875
2019-12-04,447.7465515136719
2019-12-05,453.99713134765625
2019-12-06,449.7701416015625
2019-12-09,446.3076171875
2019-12-10,442.57525634765625
2019-12-11,447.1620178222656
2019-12-12,451.74871826171875
2019-12-13,450.849365234375
2019-12-16,449.36541748046875
2019-12-17,450.0399475097656
2019-12-18,449.36541748046875
2019-12-19,450.44464111328125
2019-12-20,450.849365234375
2019-12-23,438.4382019042969
2019-12-24,453.232666015625
2019-12-26,453.5474548339844
2019-12-27,456.6052551269531
2019-12-30,458.9886169433594
2019-12-31,464.92437744140625
2020-01-01,470.54534912109375
2020-01-02,468.1620788574219
2020-01-03,468.47686767578125
2020-01-06,475.62677001953125
2020-01-07,481.2027587890625
2020-01-08,477.6502990722656
2020-01-09,499.0551452636719
2020-01-10,493.5240173339844
2020-01-13,489.9715270996094
2020-01-14,511.9159240722656
2020-01-15,511.64617919921875
2020-01-16,510.3869934082031
2020-01-17,507.77886962890625
2020-01-20,494.28851318359375
2020-01-21,503.2370910644531
2020-01-22,494.603271484375
2020-01-23,499.2349548339844
2020-01-24,501.3933410644531
2020-01-27,526.0360107421875
2020-01-28,514.7489624023438
2020-01-29,514.1643676757812
2020-01-30,509.53265380859375
2020-01-31,503.7317199707031
2020-02-03,512.6354370117188
2020-02-04,521.2692260742188
2020-02-05,519.650390625
2020-02-06,502.60760498046875
2020-02-07,504.9908447265625
2020-02-10,490.15142822265625
2020-02-11,517.4019775390625
2020-02-12,502.3828125
2020-02-13,500.763916015625
2020-02-14,468.3419189453125
2020-02-17,482.5518493652344
2020-02-18,476.5711364746094
2020-02-19,478.1000061035156
2020-02-20,478.05499267578125
2020-02-24,475.8966064453125
2020-02-25,473.69317626953125
2020-02-26,450.7594299316406
2020-02-27,430.9734802246094
2020-02-28,418.472412109375
2020-03-02,413.0762023925781
2020-03-03,418.6073303222656
2020-03-04,415.81927490234375
2020-03-05,420.67584228515625
2020-03-06,420.0912780761719
2020-03-09,399.67578125
2020-03-11,386.76995849609375
2020-03-12,349.5364074707031
2020-03-13,317.5191955566406
2020-03-16,336.27081298828125
2020-03-17,313.4271240234375
2020-03-18,285.2771301269531
2020-03-19,276.14862060546875
2020-03-20,281.2300109863281
2020-03-23,261.9836730957031
2020-03-24,251.86585998535156
2020-03-25,265.5361633300781
2020-03-26,282.4891662597656
2020-03-27,281.2749938964844
2020-03-30,297.9130859375
2020-03-31,330.73980712890625
2020-04-01,318.28363037109375
2020-04-03,314.1465759277344
2020-04-07,325.2087097167969
2020-04-08,348.23236083984375
2020-04-09,344.9046936035156
2020-04-13,327.097412109375
2020-04-15,346.92828369140625
2020-04-16,361.0032958984375
2020-04-17,358.9797058105469
2020-04-20,363.4764709472656
2020-04-21,345.1745300292969
2020-04-22,340.63275146484375
2020-04-23,346.7484130859375
2020-04-24,344.5449523925781
2020-04-27,352.1445617675781
2020-04-28,370.9861755371094
2020-04-29,365.8597717285156
2020-04-30,365.09539794921875
2020-05-04,353.5386047363281
2020-05-05,350.25592041015625
2020-05-06,356.0118103027344
2020-05-07,361.3180236816406
2020-05-08,356.9561767578125
2020-05-11,355.42724609375
2020-05-12,348.052490234375
2020-05-13,347.6927490234375
2020-05-14,339.1937561035156
2020-05-15,335.9560546875
2020-05-18,323.7248229980469
2020-05-19,320.84686279296875
2020-05-20,318.8232727050781
2020-05-21,333.34796142578125
2020-05-22,329.30078125
2020-05-26,327.9068298339844
2020-05-27,327.14239501953125
2020-05-28,327.0074768066406
2020-05-29,336.7205505371094
2020-06-01,338.5192565917969
2020-06-02,337.6648864746094
2020-06-03,334.69696044921875
2020-06-04,333.57281494140625
2020-06-05,343.15093994140625
2020-06-08,354.3929748535156
2020-06-09,357.4957580566406
2020-06-10,358.6199645996094
2020-06-11,349.6712951660156
2020-06-12,355.7869873046875
2020-06-15,356.68634033203125
2020-06-16,383.30743408203125
2020-06-17,386.2303466796875
2020-06-18,381.7784729003906
2020-06-19,385.645751953125
2020-06-22,385.7356872558594
2020-06-23,404.667236328125
2020-06-24,396.61798095703125
2020-06-25,405.0269775390625
2020-06-26,411.1875915527344
2020-06-29,402.0590515136719
2020-06-30,387.4444580078125
2020-07-01,390.81707763671875
2020-07-02,391.58154296875
2020-07-03,390.0076599121094
2020-07-06,436.7294006347656
2020-07-07,418.92205810546875
2020-07-08,415.8642578125
2020-07-09,417.30322265625
2020-07-10,407.59014892578125
2020-07-13,406.0162658691406
2020-07-14,396.662841796875
2020-07-15,392.8406066894531
2020-07-16,399.67578125
2020-07-17,404.4873352050781
2020-07-20,403.99267578125
2020-07-21,404.3974304199219
2020-07-22,416.6891174316406
2020-07-23,422.47076416015625
2020-07-24,414.3218078613281
2020-07-27,412.6374206542969
2020-07-28,418.6011657714844
2020-07-29,419.1474304199219
2020-07-30,414.594970703125
2020-07-31,418.05487060546875
2020-08-03,427.569580078125
2020-08-04,426.1127624511719
2020-08-05,421.28717041015625
2020-08-06,422.24310302734375
2020-08-07,422.9715881347656
2020-08-10,422.7439270019531
2020-08-11,426.6590881347656
2020-08-12,433.4422302246094
2020-08-13,446.3713073730469
2020-08-14,440.7717590332031
2020-08-17,439.04180908203125
2020-08-18,435.0356140136719
2020-08-19,441.7278137207031
2020-08-20,456.2502136230469
2020-08-21,449.5580749511719
2020-08-24,446.7355041503906
2020-08-25,446.59893798828125
2020-08-26,450.9693298339844
2020-08-27,445.32427978515625
2020-08-28,446.2347412109375
2020-08-31,444.0950927734375
2020-09-01,442.77484130859375
2020-09-02,446.3713073730469
2020-09-03,446.1436767578125
2020-09-04,447.8280944824219
2020-09-07,440.3620300292969
2020-09-08,441.54571533203125
2020-09-09,432.7138671875
2020-09-10,444.6868896484375
2020-09-11,446.8720703125
2020-09-14,454.110595703125
2020-09-15,480.9246826171875
2020-09-16,481.8352355957031
2020-09-17,474.9154052734375
2020-09-18,481.7897033691406
2020-09-21,458.11676025390625
2020-09-22,454.5202941894531
2020-09-23,457.8891296386719
2020-09-24,446.0071105957031
2020-09-25,452.7903137207031
2020-09-28,463.26104736328125
2020-09-29,463.5342102050781
2020-09-30,463.8528747558594
2020-10-01,463.62530517578125
2020-10-05,463.6707458496094
2020-10-06,481.60760498046875
2020-10-07,488.29974365234375
2020-10-08,482.7002258300781
2020-10-09,485.24957275390625
2020-10-12,482.29046630859375
2020-10-13,486.3421936035156
2020-10-14,484.83984375
2020-10-15,481.60760498046875
2020-10-16,478.96710205078125
2020-10-19,486.888427734375
2020-10-20,482.8822326660156
2020-10-21,482.97332763671875
2020-10-22,467.6314697265625
2020-10-23,475.0519714355469
2020-10-26,471.5010070800781
2020-10-27,474.5057067871094
2020-10-28,476.73638916015625
2020-10-29,475.46173095703125
2020-10-30,469.452392578125
2020-11-02,468.086669921875
2020-11-03,480.0597229003906
2020-11-04,477.6468811035156
2020-11-05,465.26416015625
2020-11-06,457.70703125
2020-11-09,453.38214111328125
2020-11-10,445.6429443359375
2020-11-11,456.1136779785156
2020-11-12,454.20159912109375
2020-11-13,448.7386169433594
2020-11-14,456.5688781738281
2020-11-17,459.6645812988281
2020-11-18,464.6268005371094
2020-11-19,468.9971618652344
2020-11-20,466.90301513671875
2020-11-23,466.0835876464844
2020-11-24,471.1824035644531
2020-11-25,463.6707458496094
2020-11-26,465.4462890625
2020-11-27,464.2626037597656
2020-12-01,463.62530517578125
2020-12-02,463.35211181640625
2020-12-03,467.8135070800781
2020-12-04,473.731689453125
2020-12-07,473.7772216796875
2020-12-08,478.3753662109375
2020-12-09,482.47259521484375
2020-12-10,477.41925048828125
2020-12-11,477.55584716796875
2020-12-14,480.69708251953125
2020-12-15,479.7410583496094
2020-12-16,481.7897033691406
2020-12-17,500.7735900878906
2020-12-18,507.7388610839844
2020-12-21,477.87457275390625
2020-12-22,480.8335876464844
2020-12-23,484.3846130371094
2020-12-24,485.06744384765625
2020-12-28,482.47259521484375
2020-12-29,488.39080810546875
2020-12-30,487.7535095214844
2020-12-31,487.20709228515625
2021-01-01,490.1206970214844
2021-01-04,493.8082275390625
2021-01-05,491.896240234375
2021-01-06,487.1615905761719
2021-01-07,481.8807373046875
2021-01-08,487.935546875
2021-01-11,485.34063720703125
2021-01-12,481.60760498046875
2021-01-13,483.06439208984375
2021-01-14,483.56512451171875
2021-01-15,495.99346923828125
2021-01-18,490.8035583496094
2021-01-19,495.40155029296875
2021-01-20,496.99493408203125
2021-01-21,499.4988708496094
2021-01-22,491.896240234375
2021-01-25,496.5397644042969
2021-01-27,485.0219421386719
2021-01-28,482.8822326660156
2021-01-29,487.2981872558594
2021-02-01,493.99029541015625
2021-02-02,482.47259521484375
2021-02-03,483.2920227050781
2021-02-04,484.0659484863281
2021-02-05,462.71478271484375
2021-02-08,455.5673522949219
2021-02-09,447.7826232910156
2021-02-10,458.2077941894531
2021-02-11,457.798095703125
2021-02-12,456.43231201171875
2021-02-15,453.2001037597656
2021-02-16,450.5596618652344
2021-02-17,448.419921875
2021-02-18,441.3636169433594
2021-02-19,440.7262268066406
2021-02-22,440.453125
2021-02-23,440.08892822265625
2021-02-24,440.86285400390625
2021-02-25,440.63519287109375
2021-02-26,442.27410888671875
2021-03-01,436.6745300292969
2021-03-02,448.7386169433594
2021-03-03,448.0102233886719
2021-03-04,458.4354248046875
2021-03-05,453.3366394042969
2021-03-08,451.5611572265625
2021-03-09,442.501708984375
2021-03-10,447.05419921875
2021-03-12,441.8643493652344
2021-03-15,436.6745300292969
2021-03-16,440.453125
2021-03-17,437.7216491699219
2021-03-18,442.77484130859375
2021-03-19,446.82659912109375
2021-03-22,451.51568603515625
2021-03-23,446.82659912109375
2021-03-24,446.8720703125
2021-03-25,441.9098815917969
2021-03-26,447.8280944824219
2021-03-30,467.08514404296875
2021-03-31,476.91845703125
2021-04-01,471.6376953125
2021-04-05,461.89532470703125
2021-04-06,459.57354736328125
2021-04-07,460.7572021484375
2021-04-08,461.6221618652344
2021-04-09,469.17926025390625
2021-04-12,458.93621826171875
2021-04-13,461.6221618652344
2021-04-15,454.9755554199219
2021-04-16,452.198486328125
2021-04-19,439.6336364746094
2021-04-20,441.54571533203125
2021-04-22,450.46856689453125
2021-04-23,456.5233459472656
2021-04-26,446.3713073730469
2021-04-27,460.25640869140625
2021-04-28,455.1120910644531
2021-04-29,453.8829040527344
2021-04-30,454.6568908691406
2021-05-03,455.2942199707031
2021-05-04,457.16070556640625
2021-05-05,471.0002746582031
2021-05-06,465.26416015625
2021-05-07,469.0427551269531
2021-05-10,470.59051513671875
2021-05-11,483.9293212890625
2021-05-12,483.0188293457031
2021-05-14,481.47100830078125
2021-05-17,496.49420166015625
2021-05-18,499.2711486816406
2021-05-19,497.22259521484375
2021-05-20,492.53350830078125
2021-05-21,500.3638000488281
2021-05-24,508.6949768066406
2021-05-25,502.73114013671875
2021-05-26,499.2257080078125
2021-05-27,498.7249450683594
2021-05-28,503.5960388183594
2021-05-31,501.593017578125
2021-06-01,502.6400146484375
2021-06-02,507.9209289550781
2021-06-03,513.0197143554688
2021-06-04,512.7921142578125
2021-06-07,510.3338317871094
2021-06-08,507.3291015625
2021-06-09,505.0984191894531
2021-06-10,505.1894836425781
2021-06-11,505.78125
2021-06-14,505.23504638671875
2021-06-15,500.3638000488281
2021-06-16,506.2820129394531
2021-06-17,507.7388610839844
2021-06-18,505.3260498046875
2021-06-21,510.288330078125
2021-06-22,524.2188720703125
2021-06-23,575.7529907226562
2021-06-24,561.458251953125
2021-06-25,560.1834716796875
2021-06-28,551.1695556640625
2021-06-29,581.261474609375
2021-06-30,577.3919067382812
2021-07-01,571.0639038085938
2021-07-02,579.7592163085938
2021-07-05,596.466796875
2021-07-06,596.375732421875
2021-07-07,601.2468872070312
2021-07-08,593.7353515625
2021-07-09,595.5108032226562
2021-07-12,597.5593872070312
2021-07-13,597.6049194335938
2021-07-14,601.383544921875
2021-07-15,601.7932739257812
2021-07-16,598.6975708007812
2021-07-19,596.0571899414062
2021-07-20,587.635009765625
2021-07-22,593.0068969726562
2021-07-23,591.3680419921875
2021-07-26,596.2391967773438
2021-07-27,600.5184936523438
2021-07-28,601.428955078125
2021-07-29,599.6536254882812
2021-07-30,634.798828125
2021-08-02,632.8411254882812
2021-08-03,650.3682250976562
2021-08-04,656.261474609375
2021-08-05,641.6665649414062
2021-08-06,639.5487060546875
2021-08-09,637.2006225585938
2021-08-10,626.7955932617188
2021-08-11,595.6260375976562
