Date,DALBHARAT
2019-04-23,1046.231689453125
2019-04-24,1055.98974609375
2019-04-25,1106.5750732421875
2019-04-26,1115.0225830078125
2019-04-30,1114.97412109375
2019-05-02,1081.6221923828125
2019-05-03,1066.9127197265625
2019-05-06,1080.1661376953125
2019-05-07,1090.89453125
2019-05-08,1077.398681640625
2019-05-09,1084.049560546875
2019-05-10,1083.564208984375
2019-05-13,1039.435302734375
2019-05-14,1040.6490478515625
2019-05-15,1007.4426879882812
2019-05-16,1006.08349609375
2019-05-17,998.0731811523438
2019-05-20,1058.5626220703125
2019-05-21,1058.611083984375
2019-05-22,1054.824462890625
2019-05-23,1066.5242919921875
2019-05-24,1100.4100341796875
2019-05-27,1136.043212890625
2019-05-28,1178.2789306640625
2019-05-29,1166.33642578125
2019-05-30,1161.4818115234375
2019-05-31,1147.3543701171875
2019-06-03,1154.7822265625
2019-06-04,1144.8299560546875
2019-06-06,1094.2930908203125
2019-06-07,1097.2060546875
2019-06-10,1129.1495361328125
2019-06-11,1144.296142578125
2019-06-12,1136.86865234375
2019-06-13,1136.23779296875
2019-06-14,1126.7706298828125
2019-06-17,1069.58251953125
2019-06-18,1066.766845703125
2019-06-19,1052.54296875
2019-06-20,1038.075927734375
2019-06-21,1042.8818359375
2019-06-24,1032.68701171875
2019-06-25,1029.33740234375
2019-06-26,1028.948974609375
2019-06-27,1038.658447265625
2019-06-28,1017.3948974609375
2019-07-01,1009.773193359375
2019-07-02,1014.3364868164062
2019-07-03,1003.947509765625
2019-07-04,1008.26806640625
2019-07-05,986.6648559570312
2019-07-08,962.8768920898438
2019-07-09,964.5274047851562
2019-07-10,960.4010009765625
2019-07-11,990.8397827148438
2019-07-12,975.013671875
2019-07-15,971.4696044921875
2019-07-16,983.4607543945312
2019-07-17,980.596435546875
2019-07-18,968.119873046875
2019-07-19,974.9164428710938
2019-07-22,969.1879272460938
2019-07-23,949.8178100585938
2019-07-24,924.3307495117188
2019-07-25,932.0010375976562
2019-07-26,957.6337890625
2019-07-29,928.4573364257812
2019-07-30,910.9803466796875
2019-07-31,894.7657470703125
2019-08-01,897.7271118164062
2019-08-02,959.2844848632812
2019-08-05,927.3405151367188
2019-08-06,964.6245727539062
2019-08-07,980.0625
2019-08-08,980.1110229492188
2019-08-09,995.3060913085938
2019-08-13,962.5369873046875
2019-08-14,961.129150390625
2019-08-16,969.3822021484375
2019-08-19,958.8958740234375
2019-08-20,928.7000122070312
2019-08-21,922.8257446289062
2019-08-22,908.7175903320312
2019-08-23,890.0848999023438
2019-08-26,894.2687377929688
2019-08-27,913.3392333984375
2019-08-28,905.263427734375
2019-08-29,888.138916015625
2019-08-30,875.830810546875
2019-09-03,878.0685424804688
2019-09-04,871.7928466796875
2019-09-05,849.1709594726562
2019-09-06,845.6682739257812
2019-09-09,824.0680541992188
2019-09-11,826.9869995117188
2019-09-12,825.0897216796875
2019-09-13,817.3544921875
2019-09-16,826.9383544921875
2019-09-17,804.0732421875
2019-09-18,778.3377685546875
2019-09-19,736.2564086914062
2019-09-20,771.7214965820312
2019-09-23,777.2675170898438
2019-09-24,815.3110961914062
2019-09-25,776.7323608398438
2019-09-26,835.9384765625
2019-09-27,794.051513671875
2019-09-30,800.3757934570312
2019-10-01,778.5324096679688
2019-10-03,772.8403930664062
2019-10-04,774.397216796875
2019-10-07,758.7321166992188
2019-10-09,750.6564331054688
2019-10-10,760.7267456054688
2019-10-11,761.8458251953125
2019-10-14,788.55419921875
2019-10-15,786.9486694335938
2019-10-16,789.040771484375
2019-10-17,785.5379028320312
2019-10-18,795.0731811523438
2019-10-22,782.7647705078125
2019-10-23,788.6028442382812
2019-10-24,788.5054931640625
2019-10-25,786.2675170898438
2019-10-27,792.3973999023438
2019-10-29,790.8892211914062
2019-10-30,792.3486938476562
2019-10-31,787.921630859375
2019-11-01,792.3001098632812
2019-11-04,790.7920532226562
2019-11-05,801.105712890625
2019-11-06,798.9650268554688
2019-11-07,802.9057006835938
2019-11-08,797.8947143554688
2019-11-11,800.6677856445312
2019-11-13,799.4029541015625
2019-11-14,807.4300537109375
2019-11-15,807.3812255859375
2019-11-18,809.1326904296875
2019-11-19,820.4193725585938
2019-11-20,818.2787475585938
2019-11-21,829.1762084960938
2019-11-22,844.3546752929688
2019-11-25,848.0032958984375
2019-11-26,845.4251708984375
2019-11-27,858.414306640625
2019-11-28,851.8953247070312
2019-11-29,857.1008911132812
2019-12-02,847.0303955078125
2019-12-03,837.6897583007812
2019-12-04,834.72216796875
2019-12-05,822.6084594726562
2019-12-06,822.9004516601562
2019-12-09,812.5382080078125
2019-12-10,807.3812255859375
2019-12-11,805.7760009765625
2019-12-12,792.7865600585938
2019-12-13,789.9163818359375
2019-12-16,781.0621948242188
2019-12-17,806.4083251953125
2019-12-18,787.5811767578125
2019-12-19,788.01904296875
2019-12-20,781.5973510742188
2019-12-23,777.316162109375
2019-12-24,774.154052734375
2019-12-26,774.2512817382812
2019-12-27,769.4349975585938
2019-12-30,756.8348999023438
2019-12-31,778.6784057617188
2020-01-01,783.2514038085938
2020-01-02,797.8460693359375
2020-01-03,782.03515625
2020-01-06,767.635009765625
2020-01-07,773.2782592773438
2020-01-08,783.835205078125
2020-01-09,780.96484375
2020-01-10,783.7378540039062
2020-01-13,789.4298706054688
2020-01-14,811.0786743164062
2020-01-15,811.3218383789062
2020-01-16,836.9600219726562
2020-01-17,843.9168090820312
2020-01-20,831.7059326171875
2020-01-21,828.9815063476562
2020-01-22,823.6788330078125
2020-01-23,833.65185546875
2020-01-24,842.5547485351562
2020-01-27,837.8356323242188
2020-01-28,836.8140869140625
2020-01-29,862.6954345703125
2020-01-30,854.0844116210938
2020-01-31,849.949462890625
2020-02-03,829.9545288085938
2020-02-04,852.4791870117188
2020-02-05,861.333251953125
2020-02-06,868.1927490234375
2020-02-07,864.3008422851562
2020-02-10,877.922607421875
2020-02-11,873.884765625
2020-02-12,867.4630737304688
2020-02-13,850.727783203125
2020-02-14,829.7599487304688
2020-02-17,843.413818359375
2020-02-18,819.3245849609375
2020-02-19,846.2420043945312
2020-02-20,847.5586547851562
2020-02-24,817.2276000976562
2020-02-25,795.4793090820312
2020-02-26,782.4593505859375
2020-02-27,779.2410278320312
2020-02-28,762.7589721679688
2020-03-02,744.4725952148438
2020-03-03,732.1354370117188
2020-03-04,710.8257446289062
2020-03-05,727.307861328125
2020-03-06,726.2838134765625
2020-03-09,725.9912109375
2020-03-11,708.8751831054688
2020-03-12,622.0760498046875
2020-03-13,608.1785888671875
2020-03-16,570.1428833007812
2020-03-17,534.0579223632812
2020-03-18,512.8458862304688
2020-03-19,475.4930419921875
2020-03-20,498.4606018066406
2020-03-23,398.7879943847656
2020-03-24,421.6581115722656
2020-03-25,431.3620300292969
2020-03-26,474.4690246582031
2020-03-27,491.2924499511719
2020-03-30,487.5376281738281
2020-03-31,478.4676208496094
2020-04-01,446.0885925292969
2020-04-03,411.85662841796875
2020-04-07,452.379150390625
2020-04-08,451.5013732910156
2020-04-09,469.0562744140625
2020-04-13,482.51495361328125
2020-04-15,523.4761962890625
2020-04-16,520.69677734375
2020-04-17,526.9873046875
2020-04-20,526.6946411132812
2020-04-21,521.1357421875
2020-04-22,512.2119750976562
2020-04-23,519.0388793945312
2020-04-24,508.5059509277344
2020-04-27,521.1357421875
2020-04-28,515.4303588867188
2020-04-29,508.45709228515625
2020-04-30,508.749755859375
2020-05-04,497.92425537109375
2020-05-05,494.8521423339844
2020-05-06,500.89886474609375
2020-05-07,497.339111328125
2020-05-08,492.4627685546875
2020-05-11,492.6090087890625
2020-05-12,493.2429504394531
2020-05-13,496.2174987792969
2020-05-14,487.68389892578125
2020-05-15,488.0252380371094
2020-05-18,482.36865234375
2020-05-19,479.4916076660156
2020-05-20,473.347412109375
2020-05-21,473.78631591796875
2020-05-22,474.4202575683594
2020-05-26,494.6570739746094
2020-05-27,514.8939208984375
2020-05-28,547.0291137695312
2020-05-29,541.1286010742188
2020-06-01,547.809326171875
2020-06-02,551.4666137695312
2020-06-03,551.856689453125
2020-06-04,548.68701171875
2020-06-05,553.6121826171875
2020-06-08,553.0269165039062
2020-06-09,550.8327026367188
2020-06-10,550.9789428710938
2020-06-11,551.515380859375
2020-06-12,550.3938598632812
2020-06-15,545.81005859375
2020-06-16,553.4171142578125
2020-06-17,555.7576904296875
2020-06-18,560.1464233398438
2020-06-19,584.82080078125
2020-06-22,577.1161499023438
2020-06-23,649.237548828125
2020-06-24,672.400146484375
2020-06-25,691.41796875
2020-06-26,682.689208984375
2020-06-29,682.2990112304688
2020-06-30,656.6494140625
2020-07-01,680.0558471679688
2020-07-02,686.2489624023438
2020-07-03,698.1470947265625
2020-07-06,700.8292236328125
2020-07-07,702.04833984375
2020-07-08,693.075927734375
2020-07-09,681.4213256835938
2020-07-10,682.0552368164062
2020-07-13,680.2023315429688
2020-07-14,681.4701538085938
2020-07-15,684.9811401367188
2020-07-16,672.9364624023438
2020-07-17,689.56494140625
2020-07-20,698.8787231445312
2020-07-21,685.2249145507812
2020-07-22,708.6802368164062
2020-07-23,702.633544921875
2020-07-24,691.41796875
2020-07-27,691.7105102539062
2020-07-28,705.1691284179688
2020-07-29,700.9754638671875
2020-07-30,729.697265625
2020-07-31,741.83935546875
2020-08-03,732.3304443359375
2020-08-04,764.2216796875
2020-08-05,753.2499389648438
2020-08-06,768.2203369140625
2020-08-07,745.009033203125
2020-08-10,760.759521484375
2020-08-11,754.3715209960938
2020-08-12,768.3178100585938
2020-08-13,772.0728149414062
2020-08-14,759.5404663085938
2020-08-17,744.9601440429688
2020-08-18,769.3906860351562
2020-08-19,761.3934936523438
2020-08-20,751.1532592773438
2020-08-21,755.10302734375
2020-08-24,751.2994384765625
2020-08-25,734.134765625
2020-08-26,721.2611083984375
2020-08-27,721.9926147460938
2020-08-28,731.0138549804688
2020-08-31,731.2088623046875
2020-09-01,738.7184448242188
2020-09-02,749.6415405273438
2020-09-03,737.7432250976562
2020-09-04,726.1862182617188
2020-09-07,702.1458740234375
2020-09-08,682.9329833984375
2020-09-09,666.1094970703125
2020-09-10,692.9295043945312
2020-09-11,695.6116943359375
2020-09-14,713.3613891601562
2020-09-15,749.056396484375
2020-09-16,748.6174926757812
2020-09-17,773.1455688476562
2020-09-18,749.93408203125
2020-09-21,737.6944580078125
2020-09-22,743.6922607421875
2020-09-23,731.5989990234375
2020-09-24,715.9459228515625
2020-09-25,733.7446899414062
2020-09-28,756.029541015625
2020-09-29,766.7574462890625
2020-09-30,762.1250610351562
2020-10-01,753.1036987304688
2020-10-05,734.8661499023438
2020-10-06,750.2266235351562
2020-10-07,771.2437744140625
2020-10-08,745.9843139648438
2020-10-09,758.80908203125
2020-10-12,772.7554321289062
2020-10-13,775.9249877929688
2020-10-14,782.3617553710938
2020-10-15,753.9813232421875
2020-10-16,770.0734252929688
2020-10-19,784.9950561523438
2020-10-20,794.6990356445312
2020-10-21,794.3576049804688
2020-10-22,813.4241943359375
2020-10-23,826.834228515625
2020-10-26,806.9385986328125
2020-10-27,802.8912963867188
2020-10-28,804.5980834960938
2020-10-29,819.0806884765625
2020-10-30,822.0064697265625
2020-11-02,818.1541748046875
2020-11-03,819.1783447265625
2020-11-04,810.8397827148438
2020-11-05,851.0696411132812
2020-11-06,870.86767578125
2020-11-09,882.5708618164062
2020-11-10,887.00830078125
2020-11-11,883.8875122070312
2020-11-12,890.8118896484375
2020-11-13,925.970458984375
2020-11-14,930.9442138671875
2020-11-17,957.7154541015625
2020-11-18,935.2354125976562
2020-11-19,953.37548828125
2020-11-20,958.4957275390625
2020-11-23,1005.8936767578125
2020-11-24,1043.4906005859375
2020-11-25,1003.0654296875
2020-11-26,999.7985229492188
2020-11-27,1074.4552001953125
2020-12-01,1123.12109375
2020-12-02,1136.9700927734375
2020-12-03,1152.0380859375
2020-12-04,1095.764892578125
2020-12-07,1094.594482421875
2020-12-08,1060.2164306640625
2020-12-09,1051.48779296875
2020-12-10,1011.6480102539062
2020-12-11,1029.98291015625
2020-12-14,1040.954833984375
2020-12-15,1029.1539306640625
2020-12-16,1059.7286376953125
2020-12-17,1054.7059326171875
2020-12-18,1048.122802734375
2020-12-21,946.1096801757812
2020-12-22,988.582763671875
2020-12-23,1013.988525390625
2020-12-24,1000.919921875
2020-12-28,1028.6175537109375
2020-12-29,1043.100341796875
2020-12-30,1051.097412109375
2020-12-31,1053.048095703125
2021-01-01,1067.4334716796875
2021-01-04,1109.1260986328125
2021-01-05,1090.8399658203125
2021-01-06,1142.5291748046875
2021-01-07,1139.45703125
2021-01-08,1174.274169921875
2021-01-11,1156.0367431640625
2021-01-12,1156.13427734375
2021-01-13,1141.8953857421875
2021-01-14,1149.7950439453125
2021-01-15,1111.2718505859375
2021-01-18,1096.5450439453125
2021-01-19,1110.7840576171875
2021-01-20,1143.0657958984375
2021-01-21,1121.2196044921875
2021-01-22,1126.4859619140625
2021-01-25,1121.41455078125
2021-01-27,1128.3876953125
2021-01-28,1112.6370849609375
2021-01-29,1126.388427734375
2021-02-01,1189.147216796875
2021-02-02,1226.89013671875
2021-02-03,1213.2362060546875
2021-02-04,1236.6427001953125
2021-02-05,1209.384033203125
2021-02-08,1299.6939697265625
2021-02-09,1315.44482421875
2021-02-10,1331.4388427734375
2021-02-11,1363.57421875
2021-02-12,1444.814208984375
2021-02-15,1438.3773193359375
2021-02-16,1409.0704345703125
2021-02-17,1419.3109130859375
2021-02-18,1439.1575927734375
2021-02-19,1439.79150390625
2021-02-22,1390.4915771484375
2021-02-23,1412.5328369140625
2021-02-24,1413.7518310546875
2021-02-25,1408.72900390625
2021-02-26,1400.634521484375
2021-03-01,1432.7694091796875
2021-03-02,1456.0787353515625
2021-03-03,1465.294677734375
2021-03-04,1451.0560302734375
2021-03-05,1438.4749755859375
2021-03-08,1413.26416015625
2021-03-09,1415.65380859375
2021-03-10,1433.9400634765625
2021-03-12,1438.133544921875
2021-03-15,1435.939208984375
2021-03-16,1485.48291015625
2021-03-17,1520.056396484375
2021-03-18,1533.612548828125
2021-03-19,1536.148193359375
2021-03-22,1544.7305908203125
2021-03-23,1524.3475341796875
2021-03-24,1521.8115234375
2021-03-25,1479.2899169921875
2021-03-26,1513.083251953125
2021-03-30,1544.828125
2021-03-31,1549.704345703125
2021-04-01,1521.762939453125
2021-04-05,1498.8929443359375
2021-04-06,1523.76220703125
2021-04-07,1510.69384765625
2021-04-08,1520.5927734375
2021-04-09,1517.520751953125
2021-04-12,1443.1561279296875
2021-04-13,1502.989013671875
2021-04-15,1539.220458984375
2021-04-16,1521.3726806640625
2021-04-19,1466.3189697265625
2021-04-20,1411.557373046875
2021-04-22,1442.3760986328125
2021-04-23,1389.1751708984375
2021-04-26,1434.7689208984375
2021-04-27,1491.9686279296875
2021-04-28,1472.95068359375
2021-04-29,1499.47802734375
2021-04-30,1469.0985107421875
2021-05-03,1508.2066650390625
2021-05-04,1513.9122314453125
2021-05-05,1500.4532470703125
2021-05-06,1528.443359375
2021-05-07,1591.5438232421875
2021-05-10,1611.731689453125
2021-05-11,1679.7078857421875
2021-05-12,1658.69091796875
2021-05-14,1684.779296875
2021-05-17,1733.8843994140625
2021-05-18,1771.57861328125
2021-05-19,1750.4638671875
2021-05-20,1769.7744140625
2021-05-21,1785.671142578125
2021-05-24,1832.0452880859375
2021-05-25,1813.2225341796875
2021-05-26,1800.007568359375
2021-05-27,1776.015869140625
2021-05-28,1732.1773681640625
2021-05-31,1721.35205078125
2021-06-01,1770.408203125
2021-06-02,1740.7601318359375
2021-06-03,1743.8807373046875
2021-06-04,1746.7578125
2021-06-07,1725.05810546875
2021-06-08,1746.3189697265625
2021-06-09,1712.7696533203125
2021-06-10,1749.4398193359375
2021-06-11,1742.320556640625
2021-06-14,1754.6575927734375
2021-06-15,1813.027587890625
2021-06-16,1795.9114990234375
2021-06-17,1760.4603271484375
2021-06-18,1745.538818359375
2021-06-21,1772.06591796875
2021-06-22,1803.3236083984375
2021-06-23,1779.4781494140625
2021-06-24,1756.5107421875
2021-06-25,1787.2314453125
2021-06-28,1819.4156494140625
2021-06-29,1827.802978515625
2021-06-30,1844.3824462890625
2021-07-01,1843.5045166015625
2021-07-02,1889.732421875
2021-07-05,1920.843505859375
2021-07-06,1952.5400390625
2021-07-07,1994.2813720703125
2021-07-08,2008.9105224609375
2021-07-09,2067.378173828125
2021-07-12,2114.971435546875
2021-07-13,2142.13232421875
2021-07-14,2126.4306640625
2021-07-15,2215.375244140625
2021-07-16,2196.2109375
2021-07-19,2172.1220703125
2021-07-20,2129.1611328125
2021-07-22,2167.2451171875
2021-07-23,2234.782958984375
2021-07-26,2171.878662109375
2021-07-27,2194.602294921875
2021-07-28,2094.783203125
2021-07-29,2082.591552734375
2021-07-30,2086.20068359375
2021-08-02,2107.997802734375
2021-08-03,2072.0107421875
2021-08-04,1985.7479248046875
2021-08-05,1891.4393310546875
2021-08-06,1892.3167724609375
2021-08-09,1877.7364501953125
2021-08-10,1870.2271728515625
2021-08-11,1855.0616455078125
2021-08-12,1846.2840576171875
2021-08-13,1870.568359375
2021-08-16,1857.7926025390625
2021-08-17,1816.197021484375
2021-08-18,1855.890625
2021-08-20,1905.1416015625
2021-08-23,1899.241455078125
2021-08-24,1963.706787109375
2021-08-25,1981.55419921875
2021-08-26,1992.184814453125
2021-08-27,1981.7979736328125
2021-08-30,2125.6015625
2021-08-31,2145.39990234375
2021-09-01,2088.49267578125
2021-09-02,2140.572021484375
2021-09-03,2174.267578125
2021-09-06,2220.447021484375
2021-09-07,2237.9521484375
2021-09-08,2240.195556640625
2021-09-09,2275.012939453125
2021-09-13,2349.816162109375
2021-09-14,2387.3154296875
2021-09-15,2395.21533203125
2021-09-16,2329.62841796875
2021-09-17,2241.2685546875
2021-09-20,2166.56298828125
2021-09-21,2104.96728515625
2021-09-22,2075.935546875
2021-09-23,2075.7890625
2021-09-24,2039.0968017578125
2021-09-27,1999.47705078125
2021-09-28,1983.13134765625
2021-09-29,2002.892578125
2021-09-30,2054.905517578125
2021-10-01,2064.419921875
2021-10-04,2077.057373046875
2021-10-05,2023.7275390625
2021-10-06,2052.953857421875
2021-10-07,2042.4632568359375
2021-10-08,2049.24560546875
2021-10-11,2027.6795654296875
2021-10-12,2016.4571533203125
2021-10-13,2022.800048828125
2021-10-14,2013.041748046875
2021-10-18,2034.1685791015625
2021-10-19,1986.498291015625
2021-10-20,1924.482421875
2021-10-21,1927.849365234375
2021-10-22,1881.496337890625
2021-10-25,1840.4127197265625
2021-10-26,1897.646728515625
2021-10-27,1912.430908203125
2021-10-28,1943.267822265625
2021-10-29,1963.6630859375
2021-11-01,1967.7615966796875
2021-11-02,1969.664794921875
2021-11-03,1964.49267578125
2021-11-04,1985.717529296875
2021-11-08,2043.0975341796875
2021-11-09,2085.04248046875
2021-11-10,2119.35986328125
2021-11-11,2073.2607421875
2021-11-12,2094.232421875
2021-11-15,2069.154296875
2021-11-16,2011.810302734375
2021-11-17,1946.596435546875
2021-11-18,1970.5997314453125
2021-11-22,1898.9326171875
2021-11-23,1986.78125
2021-11-24,1956.3739013671875
2021-11-25,1934.228515625
2021-11-26,1846.281982421875
2021-11-29,1818.026123046875
2021-11-30,1831.6654052734375
2021-12-01,1797.1517333984375
2021-12-02,1807.27099609375
2021-12-03,1826.1409912109375
2021-12-06,1753.8387451171875
2021-12-07,1815.7283935546875
2021-12-08,1871.214111328125
2021-12-09,1870.6275634765625
2021-12-10,1843.9356689453125
2021-12-13,1839.29150390625
2021-12-14,1874.1964111328125
2021-12-15,1888.66650390625
2021-12-16,1841.980224609375
2021-12-17,1812.990966796875
2021-12-20,1760.4871826171875
2021-12-21,1801.6492919921875
2021-12-22,1803.2623291015625
2021-12-23,1805.853271484375
2021-12-24,1785.5169677734375
2021-12-27,1777.988525390625
2021-12-28,1823.305908203125
2021-12-29,1779.1614990234375
2021-12-30,1764.153564453125
2021-12-31,1806.7333984375
2022-01-03,1839.9271240234375
2022-01-04,1834.7940673828125
2022-01-05,1868.4765625
2022-01-06,1845.353515625
2022-01-07,1888.324462890625
2022-01-10,1949.6763916015625
2022-01-11,1954.9072265625
2022-01-12,1981.6480712890625
2022-01-13,1960.1868896484375
2022-01-14,1968.0086669921875
2022-01-17,2020.6590576171875
2022-01-18,1937.406005859375
2022-01-19,1939.459228515625
2022-01-20,1944.54345703125
2022-01-21,1908.2208251953125
2022-01-24,1825.9456787109375
2022-01-25,1793.97412109375
2022-01-27,1687.89111328125
2022-01-28,1744.94140625
2022-01-31,1742.1060791015625
2022-02-01,1860.312255859375
2022-02-02,1876.787109375
2022-02-03,1898.4437255859375
2022-02-04,1896.9771728515625
2022-02-07,1934.5216064453125
2022-02-08,1896.732666015625
2022-02-09,1925.428955078125
2022-02-10,1904.7501220703125
2022-02-11,1856.6461181640625
2022-02-14,1764.251220703125
2022-02-15,1813.2840576171875
2022-02-16,1789.5257568359375
2022-02-17,1801.7958984375
2022-02-18,1749.194580078125
2022-02-21,1700.4061279296875
2022-02-22,1648.684814453125
2022-02-23,1617.3974609375
2022-02-24,1502.61279296875
2022-02-25,1539.766357421875
2022-02-28,1532.0909423828125
2022-03-02,1483.5472412109375
2022-03-03,1395.014404296875
2022-03-04,1373.1136474609375
2022-03-07,1301.3487548828125
2022-03-08,1331.9022216796875
2022-03-09,1432.461181640625
2022-03-10,1449.131591796875
2022-03-11,1397.99658203125
2022-03-14,1376.0467529296875
2022-03-15,1392.0814208984375
2022-03-16,1440.77197265625
2022-03-17,1427.7193603515625
2022-03-21,1393.4012451171875
2022-03-22,1390.761474609375
2022-03-23,1381.032958984375
2022-03-24,1357.5185546875
2022-03-25,1330.09375
2022-03-28,1352.8258056640625
2022-03-29,1399.8050537109375
2022-03-30,1459.8863525390625
2022-03-31,1462.2816162109375
2022-04-01,1492.199951171875
2022-04-04,1541.7705078125
2022-04-05,1556.87646484375
2022-04-06,1558.3919677734375
2022-04-07,1553.7965087890625
2022-04-08,1571.4444580078125
2022-04-11,1584.4483642578125
2022-04-12,1566.8004150390625
2022-04-13,1593.6878662109375
2022-04-18,1566.115966796875
2022-04-19,1538.0064697265625
2022-04-20,1553.5521240234375
2022-04-21,1577.3109130859375
2022-04-22,1584.1546630859375
2022-04-25,1535.904541015625
2022-04-26,1547.83251953125
2022-04-27,1515.078857421875
2022-04-28,1504.030517578125
2022-04-29,1485.30712890625
2022-05-02,1468.2947998046875
2022-05-04,1412.3690185546875
2022-05-05,1407.8714599609375
2022-05-06,1395.64990234375
2022-05-09,1420.435302734375
2022-05-10,1390.1259765625
2022-05-11,1414.764404296875
2022-05-12,1374.18896484375
2022-05-13,1376.6334228515625
2022-05-16,1403.0318603515625
2022-05-17,1382.2061767578125
2022-05-18,1390.516845703125
2022-05-19,1338.64892578125
2022-05-20,1368.3226318359375
2022-05-23,1336.7911376953125
2022-05-24,1292.9891357421875
2022-05-25,1262.0440673828125
2022-05-26,1304.5262451171875
2022-05-27,1305.161865234375
2022-05-30,1343.4884033203125
2022-05-31,1332.14697265625
2022-06-01,1332.0491943359375
2022-06-02,1343.146240234375
2022-06-03,1224.8907470703125
2022-06-06,1254.1246337890625
2022-06-07,1210.1759033203125
2022-06-08,1241.414306640625
2022-06-09,1265.41748046875
2022-06-10,1259.599853515625
2022-06-13,1232.908203125
2022-06-14,1256.617919921875
2022-06-15,1252.26708984375
2022-06-16,1224.4508056640625
2022-06-17,1231.34375
2022-06-20,1225.4774169921875
2022-06-21,1230.1702880859375
2022-06-22,1219.1708984375
2022-06-23,1229.57666015625
2022-06-24,1272.7205810546875
2022-06-27,1278.7086181640625
2022-06-28,1278.512451171875
2022-06-29,1265.8980712890625
2022-06-30,1260.1063232421875
2022-07-01,1302.513671875
2022-07-04,1293.6298828125
2022-07-05,1278.070556640625
2022-07-06,1356.1614990234375
2022-07-07,1426.49755859375
2022-07-08,1407.3551025390625
2022-07-11,1423.89599609375
2022-07-12,1411.7725830078125
2022-07-13,1450.05712890625
2022-07-14,1413.6866455078125
2022-07-15,1421.7852783203125
2022-07-18,1463.064208984375
2022-07-19,1486.91845703125
2022-07-20,1485.151611328125
2022-07-21,1511.5091552734375
2022-07-22,1566.1875
2022-07-25,1521.3255615234375
2022-07-26,1506.30615234375
2022-07-27,1547.5360107421875
2022-07-28,1556.2236328125
2022-07-29,1570.3104248046875
2022-08-01,1557.205322265625
2022-08-02,1553.4259033203125
2022-08-03,1518.920654296875
2022-08-04,1533.20361328125
2022-08-05,1586.6551513671875
2022-08-08,1573.8934326171875
2022-08-10,1529.1297607421875
2022-08-11,1534.5780029296875
2022-08-12,1531.1912841796875
2022-08-16,1555.5855712890625
2022-08-17,1566.08935546875
2022-08-18,1636.3271484375
2022-08-19,1586.458740234375
2022-08-22,1525.5958251953125
2022-08-23,1532.712890625
2022-08-24,1523.9271240234375
2022-08-25,1508.8585205078125
2022-08-26,1503.459716796875
2022-08-29,1500.710693359375
2022-08-30,1508.1712646484375
2022-09-01,1502.7232666015625
2022-09-02,1506.502685546875
2022-09-05,1522.159912109375
2022-09-06,1528.3935546875
2022-09-07,1574.433349609375
2022-09-08,1621.994873046875
2022-09-09,1629.7989501953125
2022-09-12,1661.604736328125
2022-09-13,1629.749755859375
2022-09-14,1732.3822021484375
2022-09-15,1731.9896240234375
