Date,ADVENZYMES
2017-02-22,315.67425537109375
2017-02-23,319.16180419921875
2017-02-27,322.416259765625
2017-02-28,324.5610656738281
2017-03-01,325.49359130859375
2017-03-02,322.7427062988281
2017-03-03,319.2830505371094
2017-03-06,314.5458679199219
2017-03-07,309.40771484375
2017-03-08,300.8565979003906
2017-03-09,308.2140808105469
2017-03-10,312.22393798828125
2017-03-14,323.4980163574219
2017-03-15,322.71466064453125
2017-03-16,323.5726013183594
2017-03-17,327.3399658203125
2017-03-20,376.56732177734375
2017-03-21,372.7720031738281
2017-03-22,396.6723327636719
2017-03-23,396.8214416503906
2017-03-24,391.3382873535156
2017-03-27,383.7103576660156
2017-03-28,383.5517578125
2017-03-29,381.62152099609375
2017-03-30,385.81781005859375
2017-03-31,384.0927429199219
2017-04-03,384.5216979980469
2017-04-05,387.7108154296875
2017-04-06,395.7024841308594
2017-04-07,390.1353759765625
2017-04-10,384.9132995605469
2017-04-11,394.3782653808594
2017-04-12,387.10467529296875
2017-04-13,384.3257751464844
2017-04-17,395.021728515625
2017-04-18,389.65045166015625
2017-04-19,389.03497314453125
2017-04-20,397.1851806640625
2017-04-21,406.3890686035156
2017-04-24,409.8580322265625
2017-04-25,405.9601135253906
2017-04-26,393.4084777832031
2017-04-27,393.4737854003906
2017-04-28,385.0904846191406
2017-05-02,385.3329162597656
2017-05-03,382.8710632324219
2017-05-04,385.3795471191406
2017-05-05,382.6939697265625
2017-05-08,378.90789794921875
2017-05-09,371.85809326171875
2017-05-10,365.9086608886719
2017-05-11,361.7124328613281
2017-05-12,354.4760437011719
2017-05-15,369.9371337890625
2017-05-16,367.64312744140625
2017-05-17,367.3634338378906
2017-05-18,360.5374450683594
2017-05-19,352.0422058105469
2017-05-22,355.3992919921875
2017-05-23,352.9281005859375
2017-05-24,346.1394348144531
2017-05-25,375.1032409667969
2017-05-26,379.6260070800781
2017-05-29,355.1475524902344
2017-05-30,334.5855712890625
2017-05-31,347.2211608886719
2017-06-01,337.7095031738281
2017-06-02,337.9426574707031
2017-06-05,339.6211853027344
2017-06-06,338.8285217285156
2017-06-07,334.9586486816406
2017-06-08,337.7561340332031
2017-06-09,333.3733825683594
2017-06-12,326.3794250488281
2017-06-13,322.8359069824219
2017-06-14,315.8887023925781
2017-06-15,313.13775634765625
2017-06-16,315.5157470703125
2017-06-19,315.7488708496094
2017-06-20,316.028564453125
2017-06-21,310.20037841796875
2017-06-22,313.8837890625
2017-06-23,303.5794982910156
2017-06-27,295.3734436035156
2017-06-28,301.2482604980469
2017-06-29,304.3721923828125
2017-06-30,302.2740173339844
2017-07-03,307.076416015625
2017-07-04,322.7427062988281
2017-07-05,323.8150634765625
2017-07-06,324.51446533203125
2017-07-07,327.5917053222656
2017-07-10,326.8457336425781
2017-07-11,327.4518737792969
2017-07-12,326.0997619628906
2017-07-13,330.66900634765625
2017-07-14,325.16717529296875
2017-07-17,323.1622619628906
2017-07-18,323.20892333984375
2017-07-19,327.68499755859375
2017-07-20,326.2395935058594
2017-07-21,319.33905029296875
2017-07-24,319.66534423828125
2017-07-25,312.39178466796875
2017-07-26,312.9046630859375
2017-07-27,310.9463806152344
2017-07-28,305.8641357421875
2017-07-31,292.8089904785156
2017-08-01,288.7059326171875
2017-08-02,288.6592712402344
2017-08-03,293.5550231933594
2017-08-04,294.4408264160156
2017-08-07,289.35870361328125
2017-08-08,287.8200378417969
2017-08-09,272.4801940917969
2017-08-10,263.9943542480469
2017-08-11,259.4250793457031
2017-08-14,271.6409912109375
2017-08-16,275.1845397949219
2017-08-17,276.86297607421875
2017-08-18,265.1133728027344
2017-08-21,266.6053466796875
2017-08-22,261.896240234375
2017-08-23,269.3563232421875
2017-08-24,270.3821105957031
2017-08-28,271.17474365234375
2017-08-29,266.6053466796875
2017-08-30,267.8642883300781
2017-08-31,268.75018310546875
2017-09-01,283.1575012207031
2017-09-04,275.1740417480469
2017-09-05,280.35626220703125
2017-09-06,277.4616394042969
2017-09-07,275.6408996582031
2017-09-08,278.3954162597656
2017-09-11,274.5670471191406
2017-09-12,260.234130859375
2017-09-13,254.02471923828125
2017-09-14,248.00209045410156
2017-09-15,253.4644775390625
2017-09-18,252.67079162597656
2017-09-19,253.1843719482422
2017-09-20,248.328857421875
2017-09-21,244.45384216308594
2017-09-22,241.83937072753906
2017-09-25,234.69622802734375
2017-09-26,237.07728576660156
2017-09-27,233.38900756835938
2017-09-28,232.1284637451172
2017-09-29,235.30320739746094
2017-10-03,233.6224822998047
2017-10-04,245.52769470214844
2017-10-05,246.83489990234375
2017-10-06,251.59706115722656
2017-10-09,256.87261962890625
2017-10-10,255.6587677001953
2017-10-11,253.27772521972656
2017-10-12,251.08340454101562
2017-10-13,250.99005126953125
2017-10-16,248.00209045410156
2017-10-17,248.14210510253906
2017-10-18,244.0803680419922
2017-10-19,247.90869140625
2017-10-23,244.3604736328125
2017-10-24,245.9011993408203
2017-10-25,246.18125915527344
2017-10-26,242.02613830566406
2017-10-27,247.39515686035156
2017-10-30,249.12257385253906
2017-10-31,253.7913360595703
2017-11-01,253.13768005371094
2017-11-02,253.1843719482422
2017-11-03,252.950927734375
2017-11-06,252.20388793945312
2017-11-07,253.93138122558594
2017-11-08,250.663330078125
2017-11-09,249.26266479492188
2017-11-10,249.5894317626953
2017-11-13,250.19639587402344
2017-11-14,250.3831329345703
2017-11-15,247.6285858154297
2017-11-16,249.6361541748047
2017-11-17,247.7686767578125
2017-11-20,247.81533813476562
2017-11-21,248.095458984375
2017-11-22,247.58187866210938
2017-11-23,247.7686767578125
2017-11-24,247.6285858154297
2017-11-27,247.90869140625
2017-11-28,247.6285858154297
2017-11-29,247.48854064941406
2017-11-30,258.27325439453125
2017-12-01,270.5519714355469
2017-12-04,269.8516845703125
2017-12-05,259.9073486328125
2017-12-06,253.04428100585938
2017-12-07,267.9841613769531
2017-12-08,264.5293273925781
2017-12-11,267.8908386230469
2017-12-12,263.3621826171875
2017-12-13,262.75518798828125
2017-12-14,263.12872314453125
2017-12-15,263.2220458984375
2017-12-18,263.82904052734375
2017-12-19,266.39678955078125
2017-12-20,263.45556640625
2017-12-21,263.2687683105469
2017-12-22,263.82904052734375
2017-12-26,263.2220458984375
2017-12-27,263.31549072265625
2017-12-28,259.5338134765625
2017-12-29,259.06695556640625
2018-01-01,260.0007019042969
2018-01-02,288.66656494140625
2018-01-03,281.99029541015625
2018-01-04,274.8938903808594
2018-01-05,282.550537109375
2018-01-08,284.7448425292969
2018-01-09,289.9271240234375
2018-01-10,283.6710205078125
2018-01-11,291.421142578125
2018-01-12,289.5068359375
2018-01-15,288.43316650390625
2018-01-16,284.9783020019531
2018-01-17,278.9556884765625
2018-01-18,274.8005676269531
2018-01-19,270.50531005859375
2018-01-22,267.9375
2018-01-23,271.2056579589844
2018-01-24,266.35015869140625
2018-01-25,265.322998046875
2018-01-29,261.21453857421875
2018-01-30,251.0367889404297
2018-01-31,246.60145568847656
2018-02-01,244.0803680419922
2018-02-02,233.2489471435547
2018-02-05,230.35433959960938
2018-02-06,239.0381622314453
2018-02-07,244.17369079589844
2018-02-08,242.633056640625
2018-02-09,237.35740661621094
2018-02-12,237.26405334472656
2018-02-14,235.63002014160156
2018-02-15,227.73985290527344
2018-02-16,225.1720733642578
2018-02-19,219.42958068847656
2018-02-20,217.51539611816406
2018-02-21,218.44911193847656
2018-02-22,215.13436889648438
2018-02-23,214.48069763183594
2018-02-26,218.2156982421875
2018-02-27,216.5349884033203
2018-02-28,226.85281372070312
2018-03-01,225.21878051757812
2018-03-05,222.18408203125
2018-03-06,217.93556213378906
2018-03-07,205.18997192382812
2018-03-08,201.1282196044922
2018-03-09,200.33453369140625
2018-03-12,206.07704162597656
2018-03-13,206.8240203857422
2018-03-14,203.55592346191406
2018-03-15,203.46253967285156
2018-03-16,211.44606018066406
2018-03-19,205.983642578125
2018-03-20,203.69598388671875
2018-03-21,204.39627075195312
2018-03-22,204.25625610351562
2018-03-23,198.32696533203125
2018-03-26,195.805908203125
2018-03-27,198.65379333496094
2018-03-28,199.07395935058594
2018-04-02,205.23667907714844
2018-04-03,222.18408203125
2018-04-04,218.26235961914062
2018-04-05,219.47622680664062
2018-04-06,218.91600036621094
2018-04-09,221.2036590576172
2018-04-10,214.90090942382812
2018-04-11,212.7532958984375
2018-04-12,211.77285766601562
2018-04-13,213.31353759765625
2018-04-16,211.3059844970703
2018-04-17,213.4069366455078
2018-04-18,212.0996856689453
2018-04-19,215.32110595703125
2018-04-20,216.95513916015625
2018-04-23,219.5696258544922
2018-04-24,231.1947479248047
2018-04-25,232.73541259765625
2018-04-26,234.69622802734375
2018-04-27,237.73094177246094
2018-04-30,244.26712036132812
2018-05-02,233.8558807373047
2018-05-03,227.45974731445312
2018-05-04,226.5726776123047
2018-05-07,233.2022705078125
2018-05-08,231.8483428955078
2018-05-09,226.61936950683594
2018-05-10,222.32412719726562
2018-05-11,222.37086486816406
2018-05-14,222.5576171875
2018-05-15,219.336181640625
2018-05-16,217.2352752685547
2018-05-17,215.2744140625
2018-05-18,211.212646484375
2018-05-21,206.7306671142578
2018-05-22,209.57855224609375
2018-05-23,207.29090881347656
2018-05-24,205.5167999267578
2018-05-25,205.18997192382812
2018-05-28,206.77732849121094
2018-05-29,223.63137817382812
2018-05-30,216.301513671875
2018-05-31,206.21710205078125
2018-06-01,203.41586303710938
2018-06-04,199.82098388671875
2018-06-05,194.54530334472656
2018-06-06,196.69290161132812
2018-06-07,203.8827362060547
2018-06-08,205.5634765625
2018-06-11,204.1162109375
2018-06-12,205.5167999267578
2018-06-13,210.4656219482422
2018-06-14,209.01832580566406
2018-06-15,210.9792022705078
2018-06-18,208.9716339111328
2018-06-19,206.12371826171875
2018-06-20,206.87074279785156
2018-06-21,203.69598388671875
2018-06-22,201.4083251953125
2018-06-25,205.5167999267578
2018-06-26,200.4745635986328
2018-06-27,200.6613311767578
2018-06-28,198.00015258789062
2018-06-29,202.34207153320312
2018-07-02,197.48660278320312
2018-07-03,199.12066650390625
2018-07-04,198.23362731933594
2018-07-05,197.25318908691406
2018-07-06,197.11312866210938
2018-07-09,196.73959350585938
2018-07-10,201.08152770996094
2018-07-11,202.5755157470703
2018-07-12,200.98812866210938
2018-07-13,198.28028869628906
2018-07-16,193.3781280517578
2018-07-17,193.65826416015625
2018-07-18,192.07089233398438
2018-07-19,188.61602783203125
2018-07-20,188.70941162109375
2018-07-23,188.47598266601562
2018-07-24,191.6040496826172
2018-07-25,193.93836975097656
2018-07-26,194.4052734375
2018-07-27,194.3585662841797
2018-07-30,196.08599853515625
2018-07-31,195.71249389648438
2018-08-01,193.4715118408203
2018-08-02,202.2953643798828
2018-08-03,203.04238891601562
2018-08-06,202.6221923828125
2018-08-07,200.28781127929688
2018-08-08,202.0619354248047
2018-08-09,203.2758331298828
2018-08-10,205.4234161376953
2018-08-13,205.61013793945312
2018-08-14,201.4083251953125
2018-08-16,197.06642150878906
2018-08-17,197.2064666748047
2018-08-20,199.12066650390625
2018-08-21,199.54083251953125
2018-08-23,197.29986572265625
2018-08-24,195.33897399902344
2018-08-27,195.4790496826172
2018-08-28,193.93836975097656
2018-08-29,193.89169311523438
2018-08-30,190.576904296875
2018-08-31,195.57244873046875
2018-09-03,196.1326904296875
2018-09-04,192.4443817138672
2018-09-05,210.2788848876953
2018-09-06,210.41925048828125
2018-09-07,207.09710693359375
2018-09-10,201.76292419433594
2018-09-11,196.56910705566406
2018-09-12,197.50494384765625
2018-09-14,198.90869140625
2018-09-17,195.1186065673828
2018-09-18,194.13597106933594
2018-09-19,191.0945587158203
2018-09-21,186.27508544921875
2018-09-24,186.36863708496094
2018-09-25,185.432861328125
2018-09-26,182.157470703125
2018-09-27,176.5425567626953
2018-09-28,176.72972106933594
2018-10-01,170.9744415283203
2018-10-03,174.53053283691406
2018-10-04,169.52389526367188
2018-10-05,163.95574951171875
2018-10-08,159.9317169189453
2018-10-09,158.761962890625
2018-10-10,162.92637634277344
2018-10-11,166.52928161621094
2018-10-12,179.81793212890625
2018-10-15,189.1761474609375
2018-10-16,187.1641082763672
2018-10-17,183.51443481445312
2018-10-19,183.1868896484375
2018-10-22,174.34336853027344
2018-10-23,173.4075469970703
2018-10-24,172.7992401123047
2018-10-25,167.2311248779297
2018-10-26,165.35948181152344
2018-10-29,168.07339477539062
2018-10-30,166.0145721435547
2018-10-31,178.08665466308594
2018-11-01,187.72561645507812
2018-11-02,179.20965576171875
2018-11-05,174.99844360351562
2018-11-06,176.448974609375
2018-11-07,177.8994903564453
2018-11-09,178.4141845703125
2018-11-12,175.98106384277344
2018-11-13,174.4837646484375
2018-11-14,174.01583862304688
2018-11-15,174.57733154296875
2018-11-16,177.9462890625
2018-11-19,174.53053283691406
2018-11-20,172.0038299560547
2018-11-21,171.91021728515625
2018-11-22,176.448974609375
2018-11-26,175.46636962890625
2018-11-27,174.81126403808594
2018-11-28,170.2257537841797
2018-11-29,170.6936492919922
2018-11-30,172.9396514892578
2018-12-03,172.14419555664062
2018-12-04,171.06800842285156
2018-12-05,166.85679626464844
2018-12-06,162.03732299804688
2018-12-07,161.70977783203125
2018-12-10,156.42242431640625
2018-12-11,162.69241333007812
2018-12-12,164.8448028564453
2018-12-13,166.38890075683594
2018-12-14,167.41830444335938
2018-12-17,165.78060913085938
2018-12-18,166.38890075683594
2018-12-19,167.65223693847656
2018-12-20,165.64024353027344
2018-12-21,170.36614990234375
2018-12-24,167.74583435058594
2018-12-26,165.9209747314453
2018-12-27,167.41830444335938
2018-12-28,165.78060913085938
2018-12-31,165.40628051757812
2019-01-01,164.5172576904297
2019-01-02,163.7686004638672
2019-01-03,162.41163635253906
2019-01-04,159.97850036621094
2019-01-07,159.27667236328125
2019-01-08,159.69776916503906
2019-01-09,161.756591796875
2019-01-10,161.19509887695312
2019-01-11,159.37026977539062
2019-01-14,159.0895233154297
2019-01-15,159.41702270507812
2019-01-16,160.21246337890625
2019-01-17,159.97850036621094
2019-01-18,159.46380615234375
2019-01-21,156.8903350830078
2019-01-22,153.7553253173828
2019-01-23,152.49195861816406
2019-01-24,149.63772583007812
2019-01-25,145.5200958251953
2019-01-28,141.4025115966797
2019-01-29,147.11097717285156
2019-01-30,151.32220458984375
2019-01-31,155.81411743164062
2019-02-01,153.84890747070312
2019-02-04,149.54412841796875
2019-02-05,151.13502502441406
2019-02-06,151.79010009765625
2019-02-07,152.0708465576172
2019-02-08,154.64434814453125
2019-02-11,144.25674438476562
2019-02-12,146.8302459716797
2019-02-14,147.4385223388672
2019-02-15,148.9826202392578
2019-02-18,149.778076171875
2019-02-19,150.05885314941406
2019-02-20,147.71926879882812
2019-02-21,145.66046142578125
2019-02-22,143.9759979248047
2019-02-25,142.151123046875
2019-02-26,139.5308380126953
2019-02-27,139.06292724609375
2019-02-28,139.71800231933594
2019-03-01,140.46669006347656
2019-03-05,141.68324279785156
2019-03-06,146.0347900390625
2019-03-07,152.44515991210938
2019-03-08,177.7591094970703
2019-03-11,177.38479614257812
2019-03-12,175.0452423095703
2019-03-13,165.68704223632812
2019-03-14,169.2431640625
2019-03-15,171.53591918945312
2019-03-18,169.6174774169922
2019-03-19,167.74583435058594
2019-03-20,167.18435668945312
2019-03-22,163.25392150878906
2019-03-25,159.6510009765625
2019-03-26,161.80335998535156
2019-03-27,159.27667236328125
2019-03-28,158.62159729003906
2019-04-01,173.73507690429688
2019-04-02,171.39552307128906
2019-04-03,169.28994750976562
2019-04-04,173.2204132080078
2019-04-05,178.60137939453125
2019-04-08,182.57859802246094
2019-04-09,180.61334228515625
2019-04-10,175.41958618164062
2019-04-11,180.23904418945312
2019-04-12,175.88748168945312
2019-04-15,176.91688537597656
2019-04-16,179.4904022216797
2019-04-18,179.25645446777344
2019-04-22,176.35537719726562
2019-04-23,176.91688537597656
2019-04-24,177.805908203125
2019-04-25,178.97569274902344
2019-04-26,178.9289093017578
2019-04-30,178.1802520751953
2019-05-02,179.02247619628906
2019-05-03,178.69493103027344
2019-05-06,177.85267639160156
2019-05-07,171.95703125
2019-05-08,168.40089416503906
2019-05-09,164.14292907714844
2019-05-10,164.14292907714844
2019-05-13,160.07211303710938
2019-05-14,158.2472686767578
2019-05-15,158.761962890625
2019-05-16,157.54541015625
2019-05-17,157.2178497314453
2019-05-20,168.63485717773438
2019-05-21,168.35411071777344
2019-05-22,176.2150115966797
2019-05-23,181.17486572265625
2019-05-24,187.9595489501953
2019-05-27,197.92605590820312
2019-05-28,198.48756408691406
2019-05-29,197.5517120361328
2019-05-30,199.42337036132812
2019-05-31,200.7803192138672
2019-06-03,200.4527587890625
2019-06-04,208.36044311523438
2019-06-06,201.5757598876953
2019-06-07,196.70948791503906
2019-06-10,182.29786682128906
2019-06-11,186.08790588378906
2019-06-12,181.2684326171875
2019-06-13,173.64151000976562
2019-06-14,170.78726196289062
2019-06-17,162.69241333007812
2019-06-18,157.35821533203125
2019-06-19,158.9958953857422
2019-06-20,162.69241333007812
2019-06-21,159.9317169189453
2019-06-24,156.8903350830078
2019-06-25,156.23526000976562
2019-06-26,158.57481384277344
2019-06-27,159.0895233154297
2019-06-28,158.85556030273438
2019-07-01,163.20712280273438
2019-07-02,162.1776885986328
2019-07-03,161.1483154296875
2019-07-04,160.25927734375
2019-07-05,157.6389617919922
2019-07-08,154.3636016845703
2019-07-09,153.053466796875
2019-07-10,148.74868774414062
2019-07-11,149.16978454589844
2019-07-12,150.47994995117188
2019-07-15,152.49195861816406
2019-07-16,151.32220458984375
2019-07-17,151.0414581298828
2019-07-18,150.62033081054688
2019-07-19,149.16978454589844
2019-07-22,147.34495544433594
2019-07-23,147.62570190429688
2019-07-24,146.40911865234375
2019-07-25,145.66046142578125
2019-07-26,147.15780639648438
2019-07-29,146.59629821777344
2019-07-30,143.1337432861328
2019-07-31,139.39048767089844
2019-08-01,141.92739868164062
2019-08-02,143.57171630859375
2019-08-05,142.49118041992188
2019-08-06,142.67910766601562
2019-08-07,144.0885009765625
2019-08-08,148.7395477294922
2019-08-09,146.01467895507812
2019-08-13,141.92739868164062
2019-08-14,144.2294464111328
2019-08-16,142.06834411621094
2019-08-19,146.4844970703125
2019-08-20,143.9005889892578
2019-08-21,142.11534118652344
2019-08-22,138.16900634765625
2019-08-23,136.00790405273438
2019-08-26,139.343505859375
2019-08-27,140.70591735839844
2019-08-28,140.9408416748047
2019-08-29,136.38372802734375
2019-08-30,138.685791015625
2019-09-03,137.9341278076172
2019-09-04,140.09519958496094
2019-09-05,140.23611450195312
2019-09-06,144.41737365722656
2019-09-09,152.4510040283203
2019-09-11,154.1892547607422
2019-09-12,155.69265747070312
2019-09-13,153.3436279296875
2019-09-16,154.1422882080078
2019-09-17,154.98793029785156
2019-09-18,157.05506896972656
2019-09-19,149.49124145507812
2019-09-20,151.7462921142578
2019-09-23,160.484619140625
2019-09-24,155.64564514160156
2019-09-25,152.1691131591797
2019-09-26,157.430908203125
2019-09-27,154.51812744140625
2019-09-30,145.92074584960938
2019-10-01,140.1421661376953
2019-10-03,140.42405700683594
2019-10-04,140.23611450195312
2019-10-07,139.95425415039062
2019-10-09,139.95425415039062
2019-10-10,139.06161499023438
2019-10-11,138.685791015625
2019-10-14,138.6387939453125
2019-10-15,138.0280303955078
2019-10-16,138.07504272460938
2019-10-17,141.97439575195312
2019-10-18,144.84019470214844
2019-10-22,147.2831573486328
2019-10-23,149.0214385986328
2019-10-24,150.7127227783203
2019-10-25,151.04159545898438
2019-10-27,154.65908813476562
2019-10-29,160.4376678466797
2019-10-30,173.8270263671875
2019-10-31,174.71963500976562
2019-11-01,178.0082550048828
2019-11-04,179.51162719726562
2019-11-05,175.80018615722656
2019-11-06,166.26321411132812
2019-11-07,167.81353759765625
2019-11-08,167.34375
2019-11-11,167.2967529296875
2019-11-13,162.9275665283203
2019-11-14,156.3033447265625
2019-11-15,156.72621154785156
2019-11-18,155.1288604736328
2019-11-19,151.79327392578125
2019-11-20,167.4376983642578
2019-11-21,164.47796630859375
2019-11-22,157.80674743652344
2019-11-25,158.65237426757812
2019-11-26,156.39730834960938
2019-11-27,155.5047149658203
2019-11-28,158.2295684814453
2019-11-29,155.55169677734375
2019-12-02,156.35032653808594
2019-12-03,155.26980590820312
2019-12-04,154.42417907714844
2019-12-05,154.283203125
2019-12-06,152.0281524658203
2019-12-09,150.14895629882812
2019-12-10,146.29656982421875
2019-12-11,144.18247985839844
2019-12-12,146.81336975097656
2019-12-13,148.22276306152344
2019-12-16,152.0281524658203
2019-12-17,155.7396240234375
2019-12-18,154.75302124023438
2019-12-19,154.37718200683594
2019-12-20,154.04832458496094
2019-12-23,153.0147705078125
2019-12-24,155.45773315429688
2019-12-26,153.62548828125
2019-12-27,153.1557159423828
2019-12-30,152.82684326171875
2019-12-31,155.5047149658203
2020-01-01,154.56509399414062
2020-01-02,159.07521057128906
2020-01-03,159.16915893554688
2020-01-06,154.9409637451172
2020-01-07,155.45773315429688
2020-01-08,156.44430541992188
2020-01-09,158.9812469482422
2020-01-10,158.55841064453125
2020-01-13,164.8068084716797
2020-01-14,167.81353759765625
2020-01-15,165.37059020996094
2020-01-16,174.06192016601562
2020-01-17,170.726318359375
2020-01-20,168.23635864257812
2020-01-21,172.0887451171875
2020-01-22,169.26992797851562
2020-01-23,168.23635864257812
2020-01-24,171.5249786376953
2020-01-27,165.93435668945312
2020-01-28,162.9745635986328
2020-01-29,163.0215606689453
2020-01-30,159.77992248535156
2020-01-31,159.77992248535156
2020-02-03,151.93423461914062
2020-02-04,158.04164123535156
2020-02-05,161.80006408691406
2020-02-06,164.24307250976562
2020-02-07,164.71286010742188
2020-02-10,166.54507446289062
2020-02-11,163.16249084472656
2020-02-12,159.68594360351562
2020-02-13,155.4107666015625
2020-02-14,156.02149963378906
2020-02-17,152.2630615234375
2020-02-18,149.39727783203125
2020-02-19,152.4979705810547
2020-02-20,151.65234375
2020-02-24,148.2697296142578
2020-02-25,150.90066528320312
2020-02-26,150.94761657714844
2020-02-27,148.7395477294922
2020-02-28,143.1958770751953
2020-03-02,138.16900634765625
2020-03-03,143.6186981201172
2020-03-04,141.2227020263672
2020-03-05,142.0213623046875
2020-03-06,136.5716552734375
2020-03-09,129.00782775878906
2020-03-11,129.19577026367188
2020-03-12,112.23588562011719
2020-03-13,116.65203094482422
2020-03-16,112.32984924316406
2020-03-17,114.86676788330078
2020-03-18,111.76607513427734
2020-03-19,102.98076629638672
2020-03-20,106.03447723388672
2020-03-23,93.49075317382812
2020-03-24,94.66525268554688
2020-03-25,95.83976745605469
2020-03-26,98.89347839355469
2020-03-27,109.276123046875
2020-03-30,121.63194274902344
2020-03-31,133.89378356933594
2020-04-01,129.9944305419922
2020-04-03,123.37020111083984
2020-04-07,128.30313110351562
2020-04-08,130.79307556152344
2020-04-09,131.59173583984375
2020-04-13,129.57159423828125
2020-04-15,133.56491088867188
2020-04-16,155.88052368164062
2020-04-17,150.7597198486328
2020-04-20,147.0952606201172
2020-04-21,139.53143310546875
2020-04-22,136.1488494873047
2020-04-23,135.20921325683594
2020-04-24,132.2964630126953
2020-04-27,132.0615692138672
2020-04-28,129.9474639892578
2020-04-29,138.9207000732422
2020-04-30,137.0884246826172
2020-05-04,133.56491088867188
2020-05-05,130.60513305664062
2020-05-06,132.155517578125
2020-05-07,131.0279541015625
2020-05-08,131.59173583984375
2020-05-11,130.417236328125
2020-05-12,131.96762084960938
2020-05-13,135.30319213867188
2020-05-14,143.1019287109375
2020-05-15,147.2831573486328
2020-05-18,147.33013916015625
2020-05-19,150.4308319091797
2020-05-20,148.5516357421875
2020-05-21,147.9408721923828
2020-05-22,143.66567993164062
2020-05-26,144.13546752929688
2020-05-27,142.8670196533203
