Date,ULTRACEMCO
2003-04-15,299.68670654296875
2003-04-16,301.2442932128906
2003-04-17,302.4459228515625
2003-04-18,302.4459228515625
2003-04-21,310.99053955078125
2003-04-22,311.3466491699219
2003-04-23,311.3020935058594
2003-04-24,306.54022216796875
2003-04-25,311.2575378417969
2003-04-28,309.3438415527344
2003-04-29,324.29705810546875
2003-04-30,321.181884765625
2003-05-01,321.181884765625
2003-05-02,319.4017333984375
2003-05-05,317.57708740234375
2003-05-06,317.9330749511719
2003-05-07,324.4305725097656
2003-05-08,321.3154296875
2003-05-09,314.639892578125
2003-05-12,310.36749267578125
2003-05-13,304.7154846191406
2003-05-14,312.2812805175781
2003-05-15,313.61627197265625
2003-05-16,315.39642333984375
2003-05-19,327.3233337402344
2003-05-20,331.2842102050781
2003-05-21,338.67169189453125
2003-05-22,341.1638488769531
2003-05-23,342.72149658203125
2003-05-26,344.7242431640625
2003-05-27,342.4989929199219
2003-05-28,341.7870178222656
2003-05-29,343.7896423339844
2003-05-30,343.52264404296875
2003-06-02,348.6850280761719
2003-06-03,346.9938659667969
2003-06-04,346.2371826171875
2003-06-05,346.7713928222656
2003-06-06,346.4154052734375
2003-06-09,347.3498840332031
2003-06-10,342.0540771484375
2003-06-11,342.6770324707031
2003-06-12,347.30548095703125
2003-06-13,347.9729919433594
2003-06-16,346.2817687988281
2003-06-17,361.81353759765625
2003-06-18,406.0054931640625
2003-06-19,412.6365661621094
2003-06-20,405.4714660644531
2003-06-23,400.7541198730469
2003-06-24,398.70697021484375
2003-06-25,435.8228759765625
2003-06-26,441.3858642578125
2003-06-27,457.98565673828125
2003-06-30,448.59539794921875
2003-07-01,445.5692138671875
2003-07-02,454.42535400390625
2003-07-03,448.1503601074219
2003-07-04,442.94342041015625
2003-07-07,445.3465576171875
2003-07-08,445.21319580078125
2003-07-09,441.6973571777344
2003-07-10,447.8388977050781
2003-07-11,442.6319885253906
2003-07-14,443.1214599609375
2003-07-15,445.4356689453125
2003-07-16,457.98565673828125
2003-07-17,458.16363525390625
2003-07-18,451.93316650390625
2003-07-21,443.9671325683594
2003-07-22,437.4695129394531
2003-07-23,427.54522705078125
2003-07-24,432.5741271972656
2003-07-25,436.04547119140625
2003-07-28,444.72357177734375
2003-07-29,446.54827880859375
2003-07-30,465.7292785644531
2003-07-31,486.3788757324219
2003-08-01,503.02337646484375
2003-08-04,513.0365600585938
2003-08-05,498.26141357421875
2003-08-06,491.40771484375
2003-08-07,507.2511291503906
2003-08-08,520.0679931640625
2003-08-11,518.0652465820312
2003-08-12,515.92919921875
2003-08-13,528.7908325195312
2003-08-14,545.4349975585938
2003-08-15,545.4349975585938
2003-08-18,541.3851928710938
2003-08-19,550.1522827148438
2003-08-20,561.0557861328125
2003-08-21,557.8515014648438
2003-08-22,551.8880615234375
2003-08-25,534.8432006835938
2003-08-26,554.7807006835938
2003-08-27,554.3356323242188
2003-08-28,540.53955078125
2003-08-29,551.7989501953125
2003-09-01,567.9537963867188
2003-09-02,567.2418212890625
2003-09-03,547.6159057617188
2003-09-04,546.45849609375
2003-09-05,549.2178344726562
2003-09-08,562.3463134765625
2003-09-09,562.7914428710938
2003-09-10,567.686767578125
2003-09-11,565.2390747070312
2003-09-12,548.7284545898438
2003-09-15,542.497802734375
2003-09-16,547.5711669921875
2003-09-17,530.3482666015625
2003-09-18,509.5207214355469
2003-09-19,525.3639526367188
2003-09-22,524.1177978515625
2003-09-23,536.6677856445312
2003-09-24,558.6526489257812
2003-09-25,550.9979858398438
2003-09-26,569.4224243164062
2003-09-29,587.8024291992188
2003-09-30,593.0538330078125
2003-10-01,587.357421875
2003-10-02,587.357421875
2003-10-03,590.2055053710938
2003-10-06,605.3367309570312
2003-10-07,605.9153442382812
2003-10-08,608.8080444335938
2003-10-09,645.2564697265625
2003-10-10,632.4393310546875
2003-10-13,640.1829833984375
2003-10-14,640.8505859375
2003-10-15,645.7459716796875
2003-10-16,675.0291748046875
2003-10-17,698.7052001953125
2003-10-20,671.0240478515625
2003-10-21,667.2855834960938
2003-10-22,649.21728515625
2003-10-23,622.6041870117188
2003-10-24,622.6041870117188
2003-10-27,668.3983154296875
2003-10-28,670.134033203125
2003-10-29,700.3071899414062
2003-10-30,714.7708129882812
2003-10-31,760.69873046875
2003-11-03,785.2200317382812
2003-11-04,823.8045043945312
2003-11-05,806.1365966796875
2003-11-06,793.942626953125
2003-11-07,793.2752075195312
2003-11-10,812.5006103515625
2003-11-11,839.9149169921875
2003-11-12,817.3516845703125
2003-11-13,827.0087890625
2003-11-14,827.0087890625
2003-11-17,807.8722534179688
2003-11-18,774.1831665039062
2003-11-19,748.37109375
2003-11-20,741.4285278320312
2003-11-21,757.67236328125
2003-11-24,761.5440673828125
2003-11-25,779.2119140625
2003-11-26,779.2119140625
2003-11-27,790.60498046875
2003-11-28,800.395751953125
2003-12-01,812.41162109375
2003-12-02,820.4222412109375
2003-12-03,797.8143310546875
2003-12-04,786.9556274414062
2003-12-05,772.4028930664062
2003-12-08,775.6516723632812
2003-12-09,799.8170776367188
2003-12-10,806.2255859375
2003-12-11,807.2493286132812
2003-12-12,815.971923828125
2003-12-15,847.3914184570312
2003-12-16,840.0927734375
2003-12-17,829.2340087890625
2003-12-18,844.543212890625
2003-12-19,869.8212890625
2003-12-22,883.439208984375
2003-12-23,869.2871704101562
2003-12-24,873.3814086914062
2003-12-25,873.3814086914062
2003-12-26,904.6229248046875
2003-12-29,903.5994873046875
2003-12-30,903.1097412109375
2003-12-31,893.5415649414062
2004-01-01,902.79833984375
2004-01-02,936.6209716796875
2004-01-05,919.4425048828125
2004-01-06,896.4788208007812
2004-01-07,932.0816040039062
2004-01-08,994.6534423828125
2004-01-09,1027.007568359375
2004-01-12,1006.35791015625
2004-01-13,1036.7540283203125
2004-01-14,1063.5897216796875
2004-01-15,1048.9033203125
2004-01-16,1017.617431640625
2004-01-19,1023.669677734375
2004-01-20,1002.0410766601562
2004-01-21,972.6689453125
2004-01-22,967.105712890625
2004-01-23,1003.0642700195312
2004-01-26,1003.0642700195312
2004-01-27,1000.439208984375
2004-01-28,991.9385986328125
2004-01-29,1020.0652465820312
2004-01-30,990.7816772460938
2004-02-02,990.7816772460938
2004-02-03,987.6663818359375
2004-02-04,975.91748046875
2004-02-05,955.935302734375
2004-02-06,963.1005249023438
2004-02-09,991.0484619140625
2004-02-10,987.4439697265625
2004-02-11,1026.340087890625
2004-02-12,1010.9417724609375
2004-02-13,1015.7036743164062
2004-02-16,1015.2584228515625
2004-02-17,1058.0709228515625
2004-02-18,1047.9241943359375
2004-02-19,1009.2058715820312
2004-02-20,1019.0414428710938
2004-02-23,973.2918701171875
2004-02-24,962.69970703125
2004-02-25,948.458740234375
2004-02-26,942.89599609375
2004-02-27,951.8856811523438
2004-03-01,1012.4993286132812
2004-03-02,1012.4993286132812
2004-03-03,1023.58056640625
2004-03-04,1030.7901611328125
2004-03-05,1053.6204833984375
2004-03-08,1091.1370849609375
2004-03-09,1049.259033203125
2004-03-10,1020.2429809570312
2004-03-11,987.888916015625
2004-03-12,973.3367309570312
2004-03-15,950.016357421875
2004-03-16,926.0734252929688
2004-03-17,912.3666381835938
2004-03-18,909.963134765625
2004-03-19,906.3585205078125
2004-03-22,891.4944458007812
2004-03-23,912.6334838867188
2004-03-24,903.2432250976562
2004-03-25,889.9813232421875
2004-03-26,929.455810546875
2004-03-29,935.908935546875
2004-03-30,921.0447387695312
2004-03-31,950.59521484375
2004-04-01,972.1793823242188
2004-04-02,1016.9500732421875
2004-04-05,1028.29833984375
2004-04-06,1017.3056030273438
2004-04-07,1015.7928466796875
2004-04-08,1013.9678955078125
2004-04-09,1013.9678955078125
2004-04-12,998.3475952148438
2004-04-13,1030.255859375
2004-04-14,1030.255859375
2004-04-15,1043.696533203125
2004-04-16,1043.696533203125
2004-04-19,1018.996826171875
2004-04-20,1016.4598388671875
2004-04-21,1038.53369140625
2004-04-22,1072.044921875
2004-04-23,1077.697265625
2004-04-27,1039.1573486328125
2004-04-28,1064.4796142578125
2004-04-29,1099.4593505859375
2004-04-30,1100.9278564453125
2004-05-03,1031.68017578125
2004-05-04,1025.76123046875
2004-05-05,1057.3590087890625
2004-05-06,1095.453857421875
2004-05-07,1069.6864013671875
2004-05-10,1033.86083984375
2004-05-11,998.5255737304688
2004-05-12,989.71337890625
2004-05-13,1030.96826171875
2004-05-14,962.6112060546875
2004-05-17,901.3297119140625
2004-05-18,933.4166870117188
2004-05-19,944.2755737304688
2004-05-20,913.968505859375
2004-05-21,952.8200073242188
2004-05-24,981.83642578125
2004-05-25,983.3938598632812
2004-05-26,984.64013671875
2004-05-27,982.4597778320312
2004-05-28,912.7670288085938
2004-05-31,932.0816040039062
2004-06-01,976.7633056640625
2004-06-02,965.3701171875
2004-06-03,912.8116455078125
2004-06-04,925.317138671875
2004-06-07,962.8780517578125
2004-06-08,946.589599609375
2004-06-09,943.5188598632812
2004-06-10,904.6674194335938
2004-06-11,886.7326049804688
2004-06-14,829.7235107421875
2004-06-15,832.3046875
2004-06-16,810.7650146484375
2004-06-17,827.1867065429688
2004-06-18,814.8148193359375
2004-06-21,821.6237182617188
2004-06-22,839.8703002929688
2004-06-23,823.0035400390625
2004-06-24,818.5084838867188
2004-06-25,840.7603759765625
2004-06-28,859.6298217773438
2004-06-29,883.9732666015625
2004-06-30,899.5048828125
2004-07-01,922.7357788085938
2004-07-02,923.4033203125
2004-07-05,901.7748413085938
2004-07-06,920.7330322265625
2004-07-07,935.3301391601562
2004-07-08,907.7381591796875
2004-07-09,911.9659423828125
2004-07-12,903.2432250976562
2004-07-13,855.0015869140625
2004-07-14,834.3072509765625
2004-07-15,847.7030029296875
2004-07-16,853.44384765625
2004-07-19,862.0331420898438
2004-07-20,865.860107421875
2004-07-21,853.2213134765625
2004-07-22,853.0433349609375
2004-07-23,875.2950439453125
2004-07-26,878.6328735351562
2004-07-27,878.6328735351562
2004-07-28,857.1822509765625
2004-07-29,858.7396240234375
2004-07-30,872.9363403320312
2004-08-02,880.5465698242188
2004-08-03,909.963134765625
2004-08-04,909.963134765625
2004-08-05,912.0103759765625
2004-08-06,926.2962036132812
2004-08-09,922.8693237304688
2004-08-10,931.1024169921875
2004-08-11,909.963134765625
2004-08-12,909.963134765625
2004-08-13,922.7357788085938
2004-08-16,914.8143310546875
2004-08-17,935.0189819335938
2004-08-18,925.895751953125
2004-08-19,954.2443237304688
2004-08-20,959.0953979492188
2004-08-23,950.6396484375
2004-08-24,231.5963134765625
2004-08-25,227.45745849609375
2004-08-26,240.94203186035156
2004-08-27,233.42091369628906
2004-08-30,236.84768676757812
2004-08-31,236.93670654296875
2004-09-01,237.82676696777344
2004-09-02,233.37640380859375
2004-09-03,233.77696228027344
2004-09-06,236.13558959960938
2004-09-07,235.73513793945312
2004-09-08,234.48898315429688
2004-09-09,227.85800170898438
2004-09-10,230.1721649169922
2004-09-13,231.99681091308594
2004-09-14,232.39735412597656
2004-09-15,234.8895263671875
2004-09-16,236.4026641845703
2004-09-17,241.20904541015625
2004-09-20,246.86099243164062
2004-09-21,245.92640686035156
2004-09-22,248.55213928222656
2004-09-23,240.22998046875
2004-09-24,241.0310516357422
2004-09-27,242.8111114501953
2004-09-28,236.9259490966797
2004-09-29,235.8113250732422
2004-09-30,237.23797607421875
2004-10-01,236.52467346191406
2004-10-04,239.91307067871094
2004-10-05,236.52467346191406
2004-10-06,263.0528869628906
2004-10-07,282.1799621582031
2004-10-08,285.7021789550781
2004-10-11,271.702392578125
2004-10-12,267.6451416015625
2004-10-14,257.7917785644531
2004-10-15,259.2184753417969
2004-10-18,255.7408447265625
2004-10-19,254.67083740234375
2004-10-20,255.51791381835938
2004-10-21,260.6007080078125
2004-10-22,260.6007080078125
2004-10-25,255.3395233154297
2004-10-26,258.14849853515625
2004-10-27,266.7534484863281
2004-10-28,273.39666748046875
2004-10-29,270.40936279296875
2004-11-01,268.6705627441406
2004-11-02,273.66412353515625
2004-11-03,272.10369873046875
2004-11-04,267.5113525390625
2004-11-05,260.6898498535156
2004-11-08,260.8236083984375
2004-11-09,263.5433654785156
2004-11-10,260.8236083984375
2004-11-11,256.766357421875
2004-11-12,259.9318542480469
2004-11-15,259.9318542480469
2004-11-16,262.205810546875
2004-11-17,253.11036682128906
2004-11-18,253.51162719726562
2004-11-19,251.594482421875
2004-11-22,248.6964569091797
2004-11-23,247.6263885498047
2004-11-24,254.53709411621094
2004-11-25,262.8744812011719
2004-11-26,262.8744812011719
2004-11-29,265.3713073730469
2004-11-30,263.2311706542969
2004-12-01,263.5433654785156
2004-12-02,269.6067810058594
2004-12-03,263.72161865234375
2004-12-06,262.4286193847656
2004-12-07,269.51776123046875
2004-12-08,267.6451416015625
2004-12-09,266.3521423339844
2004-12-10,268.0909423828125
2004-12-13,269.250244140625
2004-12-14,272.81707763671875
2004-12-15,272.4156799316406
2004-12-16,275.8042297363281
2004-12-17,272.10369873046875
2004-12-20,278.5684509277344
2004-12-21,282.2690124511719
2004-12-22,274.3328552246094
2004-12-23,275.1800842285156
2004-12-24,281.3773498535156
2004-12-27,291.1861267089844
2004-12-28,291.4535827636719
2004-12-29,291.7657470703125
2004-12-30,301.5744934082031
2004-12-31,303.5808410644531
2005-01-03,301.5298767089844
2005-01-04,305.94384765625
2005-01-05,297.38348388671875
2005-01-06,301.6190490722656
2005-01-07,297.5173034667969
2005-01-10,302.91204833984375
2005-01-11,289.4919128417969
2005-01-12,285.43463134765625
2005-01-13,284.1863098144531
2005-01-14,292.6128845214844
2005-01-17,289.58111572265625
2005-01-18,288.51104736328125
2005-01-19,288.4664611816406
2005-01-20,297.3388671875
2005-01-24,292.92498779296875
2005-01-25,286.6383972167969
2005-01-27,289.8485107421875
2005-01-28,313.4341735839844
2005-01-31,306.52349853515625
2005-02-01,322.1282653808594
2005-02-02,313.8354797363281
2005-02-03,338.2681579589844
2005-02-04,341.2999572753906
2005-02-07,332.2044982910156
2005-02-08,331.4466247558594
2005-02-09,330.5549621582031
2005-02-10,333.58673095703125
2005-02-11,332.5612487792969
2005-02-14,334.2554626464844
2005-02-15,336.52935791015625
2005-02-16,331.4911804199219
2005-02-17,328.19183349609375
2005-02-18,327.6123352050781
2005-02-21,320.6123962402344
2005-02-22,320.9244384765625
2005-02-23,323.5550537109375
2005-02-24,322.3512268066406
2005-02-25,325.07086181640625
2005-02-28,333.14080810546875
2005-03-01,325.11553955078125
2005-03-02,325.8734130859375
2005-03-03,324.2683410644531
2005-03-04,324.9817810058594
2005-03-07,324.7587585449219
2005-03-08,321.14752197265625
2005-03-09,333.67584228515625
2005-03-10,338.7585754394531
2005-03-11,345.6692810058594
2005-03-14,333.98797607421875
2005-03-15,330.3765869140625
2005-03-16,327.96893310546875
2005-03-17,328.23651123046875
2005-03-18,332.3383483886719
2005-03-21,322.2174072265625
2005-03-22,325.2938537597656
2005-03-23,321.9499816894531
2005-03-24,313.5679626464844
2005-03-28,308.6189880371094
2005-03-29,303.6699523925781
2005-03-30,310.7143859863281
2005-03-31,316.3321533203125
2005-04-01,315.4405822753906
2005-04-04,317.5360107421875
2005-04-05,307.593505859375
2005-04-06,314.9500427246094
2005-04-07,319.00738525390625
2005-04-08,314.9500427246094
2005-04-11,314.9945983886719
2005-04-12,321.1919860839844
2005-04-13,326.7651672363281
2005-04-15,330.1090393066406
2005-04-18,332.38287353515625
2005-04-19,321.59326171875
2005-04-20,321.6824035644531
2005-04-21,325.2046813964844
2005-04-22,321.5040588378906
2005-04-25,316.4659423828125
2005-04-26,309.0648498535156
2005-04-27,304.1158752441406
2005-04-28,301.08404541015625
2005-04-29,297.9631042480469
2005-05-02,297.24969482421875
2005-05-03,294.30706787109375
2005-05-04,315.3067626953125
2005-05-05,319.45318603515625
2005-05-06,325.2046813964844
2005-05-09,320.0328063964844
2005-05-10,317.98193359375
2005-05-11,310.7143859863281
2005-05-12,318.4722595214844
2005-05-13,313.0774841308594
2005-05-16,306.1667785644531
2005-05-17,299.7019348144531
2005-05-18,291.8995056152344
2005-05-19,292.3899230957031
2005-05-20,290.29449462890625
2005-05-23,283.7403564453125
2005-05-24,284.8550109863281
2005-05-25,289.5364990234375
2005-05-26,290.9631652832031
2005-05-27,293.3708190917969
2005-05-30,285.43463134765625
2005-05-31,290.29449462890625
2005-06-01,288.6448059082031
2005-06-02,282.4920349121094
2005-06-03,284.98876953125
2005-06-06,280.886962890625
2005-06-07,281.8678283691406
2005-06-08,283.51751708984375
2005-06-09,293.8612976074219
2005-06-10,286.2371826171875
2005-06-13,284.052490234375
2005-06-14,287.5301208496094
2005-06-15,293.0587463378906
2005-06-16,288.6002197265625
2005-06-17,285.3009033203125
2005-06-20,289.7594909667969
2005-06-21,294.9313049316406
2005-06-22,295.6893310546875
2005-06-23,302.86749267578125
2005-06-24,303.6699523925781
2005-06-27,302.5553283691406
2005-06-28,301.48529052734375
2005-06-29,306.4789123535156
2005-06-30,315.39593505859375
2005-07-01,317.4468688964844
2005-07-04,316.68890380859375
2005-07-05,313.344970703125
2005-07-06,319.1856689453125
2005-07-07,320.52325439453125
2005-07-08,325.6950988769531
2005-07-11,329.93072509765625
2005-07-12,338.2235412597656
2005-07-13,344.287109375
2005-07-14,338.0898742675781
2005-07-15,335.14727783203125
2005-07-18,331.134521484375
2005-07-19,330.0644226074219
2005-07-20,327.6123352050781
2005-07-21,322.26202392578125
2005-07-22,323.24298095703125
2005-07-25,346.7392883300781
2005-07-26,340.6311340332031
2005-07-27,348.5673522949219
2005-07-28,348.5673522949219
2005-07-29,340.2745361328125
2005-08-01,338.31268310546875
2005-08-02,348.4335632324219
2005-08-03,350.70745849609375
2005-08-04,353.7392578125
2005-08-05,346.2489318847656
2005-08-08,341.12164306640625
2005-08-09,342.77117919921875
2005-08-10,351.19781494140625
2005-08-11,358.9258117675781
2005-08-12,373.5776672363281
2005-08-16,371.7908630371094
2005-08-17,371.6121826171875
2005-08-18,371.70147705078125
2005-08-19,373.30963134765625
2005-08-22,370.0933837890625
2005-08-23,362.4547424316406
2005-08-24,350.0810852050781
2005-08-25,364.822265625
2005-08-26,379.2061767578125
2005-08-29,379.92083740234375
2005-08-30,385.5492248535156
2005-08-31,391.3117980957031
2005-09-01,391.57977294921875
2005-09-02,390.95440673828125
2005-09-05,387.69342041015625
2005-09-06,382.6010437011719
2005-09-08,391.043701171875
2005-09-09,386.26397705078125
2005-09-12,387.69342041015625
2005-09-13,386.8894348144531
2005-09-14,391.17779541015625
2005-09-15,399.4417724609375
2005-09-16,409.84991455078125
2005-09-19,414.4509582519531
2005-09-20,430.62164306640625
2005-09-21,432.05108642578125
2005-09-22,397.8336486816406
2005-09-23,411.9047546386719
2005-09-26,409.84991455078125
2005-09-27,418.6053161621094
2005-09-28,423.1617126464844
2005-09-29,419.8114013671875
2005-09-30,416.3270568847656
2005-10-03,416.1037292480469
2005-10-04,415.3443603515625
2005-10-05,411.2347412109375
2005-10-06,409.1799011230469
2005-10-07,406.2316589355469
2005-10-10,397.6102600097656
2005-10-11,398.4143371582031
2005-10-13,393.1878967285156
2005-10-14,375.0517578125
2005-10-17,372.4608459472656
2005-10-18,371.2994689941406
2005-10-19,368.0384521484375
2005-10-20,353.9227600097656
2005-10-21,371.2547607421875
2005-10-24,369.3339538574219
2005-10-25,365.4476623535156
2005-10-26,354.2355041503906
2005-10-27,350.25970458984375
2005-10-28,345.2567138671875
2005-10-31,357.2283630371094
2005-11-02,367.2344665527344
2005-11-04,367.2344665527344
2005-11-07,386.17474365234375
2005-11-08,398.36968994140625
2005-11-09,396.85089111328125
2005-11-10,396.80621337890625
2005-11-11,399.3523864746094
2005-11-14,397.5209655761719
2005-11-16,401.4966125488281
2005-11-17,408.77789306640625
2005-11-18,410.7880554199219
2005-11-21,412.30682373046875
2005-11-22,419.7667541503906
2005-11-23,412.61944580078125
2005-11-24,403.1940612792969
2005-11-25,406.5443115234375
2005-11-28,411.5920715332031
2005-11-29,403.6407165527344
2005-11-30,402.2113342285156
2005-12-01,400.5137939453125
2005-12-02,400.60308837890625
2005-12-05,390.2843322753906
2005-12-06,385.8173522949219
2005-12-07,379.6528015136719
2005-12-08,376.927978515625
2005-12-09,384.1645202636719
2005-12-12,383.4944763183594
2005-12-13,396.80621337890625
2005-12-14,393.6346740722656
2005-12-15,397.74432373046875
2005-12-16,406.27630615234375
2005-12-19,396.6722412109375
2005-12-20,402.0773010253906
2005-12-21,396.18084716796875
2005-12-22,391.3564147949219
2005-12-23,387.64886474609375
2005-12-26,378.8934326171875
2005-12-27,382.6903991699219
2005-12-28,374.5157165527344
2005-12-29,380.4569396972656
2005-12-30,381.8863220214844
2006-01-02,376.97259521484375
2006-01-03,389.8376770019531
2006-01-04,393.5006408691406
2006-01-05,400.29046630859375
2006-01-06,419.54339599609375
2006-01-09,431.6043701171875
2006-01-10,427.94140625
2006-01-12,429.281494140625
2006-01-13,448.04302978515625
2006-01-16,442.41455078125
2006-01-17,448.0876770019531
2006-01-18,445.2288513183594
2006-01-19,449.0704650878906
2006-01-20,456.5750427246094
2006-01-23,443.4866943359375
2006-01-24,457.02178955078125
2006-01-25,465.1517639160156
2006-01-27,466.35784912109375
2006-01-30,469.7975158691406
2006-01-31,462.9629211425781
2006-02-01,451.57196044921875
2006-02-02,452.2420654296875
2006-02-03,479.93768310546875
2006-02-06,482.12652587890625
2006-02-07,486.54888916015625
2006-02-08,500.4413757324219
2006-02-10,488.2910461425781
2006-02-13,498.4757080078125
2006-02-14,493.0260009765625
2006-02-15,492.3113708496094
2006-02-16,486.861572265625
2006-02-17,484.0025634765625
2006-02-20,478.1061096191406
2006-02-21,477.61474609375
2006-02-22,481.32244873046875
2006-02-23,474.532470703125
2006-02-24,490.8371887207031
2006-02-27,498.6991882324219
2006-02-28,501.6026306152344
2006-03-01,522.8211059570312
2006-03-02,513.9763793945312
2006-03-03,517.7733154296875
2006-03-06,529.6555786132812
2006-03-07,538.768310546875
2006-03-08,520.9449462890625
2006-03-09,538.098388671875
2006-03-10,553.598876953125
2006-03-13,558.0661010742188
2006-03-14,551.2760620117188
2006-03-16,554.6263427734375
2006-03-17,563.828369140625
2006-03-20,559.2274169921875
2006-03-21,565.70458984375
2006-03-22,552.4374389648438
2006-03-23,545.9602661132812
2006-03-24,549.8912353515625
2006-03-27,557.9766845703125
2006-03-28,556.234375
2006-03-29,559.8529052734375
2006-03-30,602.8701782226562
2006-03-31,610.2407836914062
2006-04-03,623.6866455078125
2006-04-04,621.5870971679688
2006-04-05,630.1192016601562
2006-04-07,640.5274658203125
2006-04-10,657.3680419921875
