Date,TCS
2002-08-12,25.343923568725586
2002-08-13,25.000791549682617
2002-08-14,23.27716064453125
2002-08-15,23.27716064453125
2002-08-16,23.221288681030273
2002-08-19,22.6467342376709
2002-08-20,23.27716064453125
2002-08-21,24.41826057434082
2002-08-22,25.471601486206055
2002-08-23,27.003719329833984
2002-08-26,26.907968521118164
2002-08-27,26.237659454345703
2002-08-28,26.261598587036133
2002-08-29,26.261598587036133
2002-08-30,28.120899200439453
2002-09-02,28.40816879272461
2002-09-03,27.07554054260254
2002-09-04,27.666040420532227
2002-09-05,27.49846839904785
2002-09-06,26.477062225341797
2002-09-09,26.133920669555664
2002-09-10,26.133920669555664
2002-09-11,26.796245574951172
2002-09-12,26.93189811706543
2002-09-13,26.16584587097168
2002-09-16,25.655132293701172
2002-09-17,26.40523338317871
2002-09-18,25.59130096435547
2002-09-19,25.375837326049805
2002-09-20,24.960899353027344
2002-09-23,24.537954330444336
2002-09-24,23.708051681518555
2002-09-25,23.891592025756836
2002-09-26,24.26664924621582
2002-09-27,24.561891555786133
2002-09-30,23.66816520690918
2002-10-01,23.468666076660156
2002-10-02,23.468666076660156
2002-10-03,24.09906768798828
2002-10-04,23.947452545166016
2002-10-07,23.84371566772461
2002-10-08,24.490079879760742
2002-10-09,23.867652893066406
2002-10-10,23.891592025756836
2002-10-11,24.39432144165039
2002-10-14,24.218767166137695
2002-10-15,24.218767166137695
2002-10-16,24.26664924621582
2002-10-17,24.26664924621582
2002-10-18,24.777353286743164
2002-10-21,25.16039276123047
2002-10-22,24.25067901611328
2002-10-23,24.13897132873535
2002-10-24,23.716033935546875
2002-10-25,23.22926902770996
2002-10-28,22.886133193969727
2002-10-29,23.08562469482422
2002-10-30,23.476646423339844
2002-10-31,23.84371566772461
2002-11-01,23.596343994140625
2002-11-04,23.771896362304688
2002-11-05,23.516538619995117
2002-11-06,23.516538619995117
2002-11-07,24.242704391479492
2002-11-08,23.81976890563965
2002-11-11,23.460691452026367
2002-11-12,23.58038902282715
2002-11-13,23.380878448486328
2002-11-14,23.70008087158203
2002-11-15,24.210783004760742
2002-11-18,24.458162307739258
2002-11-19,24.458162307739258
2002-11-20,25.264114379882812
2002-11-21,27.450599670410156
2002-11-22,27.027652740478516
2002-11-25,26.97978401184082
2002-11-26,26.820188522338867
2002-11-27,26.25360870361328
2002-11-28,27.322917938232422
2002-11-29,27.322917938232422
2002-12-02,30.251516342163086
2002-12-03,31.98314094543457
2002-12-04,30.91384506225586
2002-12-05,31.695865631103516
2002-12-06,32.52574920654297
2002-12-09,30.96172523498535
2002-12-10,31.671937942504883
2002-12-11,33.16415023803711
2002-12-12,33.435447692871094
2002-12-13,33.571128845214844
2002-12-16,32.12677001953125
2002-12-17,31.5362548828125
2002-12-18,31.241010665893555
2002-12-19,33.88234329223633
2002-12-20,34.161624908447266
2002-12-23,32.948699951171875
2002-12-24,34.305259704589844
2002-12-25,34.305259704589844
2002-12-26,35.278804779052734
2002-12-27,34.48081970214844
2002-12-30,36.48374938964844
2002-12-31,38.37498092651367
2003-01-01,38.997398376464844
2003-01-02,37.21788787841797
2003-01-03,37.67274475097656
2003-01-06,36.55557632446289
2003-01-07,36.13264846801758
2003-01-08,37.425376892089844
2003-01-09,37.792449951171875
2003-01-10,35.47829055786133
2003-01-13,35.83738708496094
2003-01-14,36.31618881225586
2003-01-15,37.04233169555664
2003-01-16,37.569007873535156
2003-01-17,36.7231559753418
2003-01-20,35.55012893676758
2003-01-21,34.624446868896484
2003-01-22,34.776084899902344
2003-01-23,33.49928665161133
2003-01-24,32.30232238769531
2003-01-27,30.052021026611328
2003-01-28,32.15070724487305
2003-01-29,31.241010665893555
2003-01-30,31.719799041748047
2003-01-31,30.953744888305664
2003-02-03,33.315757751464844
2003-02-04,32.27041244506836
2003-02-05,31.671937942504883
2003-02-06,32.31028366088867
2003-02-07,31.999086380004883
2003-02-10,30.93777847290039
2003-02-11,30.658472061157227
2003-02-12,30.251516342163086
2003-02-13,30.251516342163086
2003-02-14,28.719375610351562
2003-02-17,30.546762466430664
2003-02-18,30.36321449279785
2003-02-19,30.379196166992188
2003-02-20,30.283422470092773
