Date,MEDPLUS
2022-04-26,988.1500244140625
2022-04-27,979.0
2022-04-28,978.0
2022-04-29,994.9000244140625
2022-05-02,976.4000244140625
2022-05-04,984.4000244140625
2022-05-05,943.4500122070312
2022-05-06,919.4000244140625
2022-05-09,882.7000122070312
2022-05-10,833.9000244140625
2022-05-11,814.25
2022-05-12,796.4000244140625
2022-05-13,829.4000244140625
2022-05-16,858.9000244140625
2022-05-17,868.75
2022-05-18,912.7000122070312
2022-05-19,885.0499877929688
2022-05-20,915.75
2022-05-23,919.7000122070312
2022-05-24,923.25
2022-05-25,892.5499877929688
2022-05-26,914.6500244140625
2022-05-27,880.7999877929688
2022-05-30,865.4000244140625
2022-05-31,864.25
2022-06-01,876.9500122070312
2022-06-02,878.1500244140625
2022-06-03,875.25
2022-06-06,846.2999877929688
2022-06-07,828.5499877929688
2022-06-08,801.2000122070312
2022-06-09,771.2999877929688
2022-06-10,753.2000122070312
2022-06-13,745.2000122070312
2022-06-14,712.4000244140625
2022-06-15,743.3499755859375
2022-06-16,738.0
2022-06-17,749.5
2022-06-20,744.5499877929688
2022-06-21,745.0
2022-06-22,720.8499755859375
2022-06-23,745.0999755859375
2022-06-24,749.0499877929688
2022-06-27,748.0999755859375
2022-06-28,764.4500122070312
2022-06-29,757.1500244140625
2022-06-30,767.2999877929688
2022-07-01,751.7999877929688
2022-07-04,756.7000122070312
2022-07-05,760.5999755859375
2022-07-06,760.8499755859375
2022-07-07,767.4000244140625
2022-07-08,756.0
2022-07-11,763.0999755859375
2022-07-12,767.5499877929688
2022-07-13,751.75
2022-07-14,751.0999755859375
2022-07-15,757.2000122070312
2022-07-18,756.9000244140625
2022-07-19,750.2000122070312
2022-07-20,753.5499877929688
2022-07-21,746.5499877929688
2022-07-22,738.9000244140625
2022-07-25,738.0499877929688
2022-07-26,717.5499877929688
2022-07-27,717.8499755859375
2022-07-28,719.4500122070312
2022-07-29,741.9000244140625
2022-08-01,743.3499755859375
2022-08-02,747.75
2022-08-03,748.9500122070312
2022-08-04,743.9000244140625
2022-08-05,739.2999877929688
2022-08-08,738.5999755859375
2022-08-10,718.0999755859375
2022-08-11,723.2999877929688
2022-08-12,730.0499877929688
2022-08-16,763.2999877929688
2022-08-17,767.0
2022-08-18,742.9500122070312
2022-08-19,718.4500122070312
2022-08-22,726.2000122070312
2022-08-23,733.6500244140625
2022-08-24,738.0499877929688
2022-08-25,743.0
2022-08-26,746.9000244140625
2022-08-29,734.2999877929688
2022-08-30,734.9000244140625
2022-09-01,738.5
2022-09-02,737.6500244140625
2022-09-05,741.5
2022-09-06,740.0499877929688
2022-09-07,742.5999755859375
2022-09-08,746.0499877929688
2022-09-09,735.9000244140625
2022-09-12,720.4000244140625
2022-09-13,724.7000122070312
2022-09-14,718.1500244140625
2022-09-15,703.2000122070312
2022-09-16,675.5999755859375
2022-09-19,666.7000122070312
2022-09-20,663.5499877929688
2022-09-21,660.25
2022-09-22,643.9500122070312
2022-09-23,640.1500244140625
2022-09-26,624.75
2022-09-27,610.2000122070312
2022-09-28,617.25
2022-09-29,619.5
2022-09-30,617.9500122070312
2022-10-03,615.3499755859375
2022-10-04,617.4000244140625
2022-10-06,619.4000244140625
2022-10-07,617.1500244140625
2022-10-10,607.9500122070312
2022-10-11,599.0999755859375
2022-10-12,597.6500244140625
2022-10-13,600.5999755859375
2022-10-14,593.4500122070312
2022-10-17,586.4000244140625
2022-10-18,595.25
2022-10-19,584.7999877929688
2022-10-20,589.8499755859375
2022-10-21,595.5
2022-10-24,599.5499877929688
2022-10-25,600.4000244140625
2022-10-27,603.0
2022-10-28,605.5499877929688
2022-10-31,592.7000122070312
2022-11-01,594.5999755859375
2022-11-02,591.8499755859375
2022-11-03,590.7000122070312
2022-11-04,590.0999755859375
2022-11-07,584.3499755859375
2022-11-09,576.2999877929688
2022-11-10,578.6500244140625
2022-11-11,582.2000122070312
2022-11-14,618.0
2022-11-15,621.5
2022-11-16,620.1500244140625
2022-11-17,626.9000244140625
2022-11-18,615.1500244140625
2022-11-21,637.5499877929688
2022-11-22,656.2000122070312
2022-11-23,652.25
2022-11-24,659.7000122070312
2022-11-25,675.9000244140625
2022-11-28,673.8499755859375
2022-11-29,668.0999755859375
2022-11-30,685.25
2022-12-01,678.4000244140625
2022-12-02,674.0999755859375
2022-12-05,703.5
2022-12-06,712.75
2022-12-07,694.7000122070312
2022-12-08,704.5999755859375
2022-12-09,715.4500122070312
2022-12-12,735.5499877929688
2022-12-13,729.5
2022-12-14,728.2999877929688
2022-12-15,693.3499755859375
2022-12-16,649.5999755859375
2022-12-19,630.5499877929688
2022-12-20,633.25
2022-12-21,652.9500122070312
2022-12-22,665.2999877929688
2022-12-23,634.75
2022-12-26,642.3499755859375
2022-12-27,636.2000122070312
2022-12-28,636.3499755859375
2022-12-29,623.2999877929688
2022-12-30,613.5999755859375
2023-01-02,618.2999877929688
2023-01-03,619.0499877929688
2023-01-04,614.25
2023-01-05,609.75
2023-01-06,603.9500122070312
2023-01-09,622.0999755859375
2023-01-10,620.2999877929688
2023-01-11,610.4000244140625
2023-01-12,626.2000122070312
2023-01-13,627.2999877929688
2023-01-16,624.8499755859375
2023-01-17,626.0499877929688
2023-01-18,624.5999755859375
2023-01-19,627.7000122070312
2023-01-20,625.25
2023-01-23,631.3499755859375
2023-01-24,619.5499877929688
2023-01-25,616.3499755859375
2023-01-27,632.25
2023-01-30,639.4500122070312
2023-01-31,636.25
2023-02-01,637.5999755859375
2023-02-02,641.5999755859375
2023-02-03,640.8499755859375
2023-02-06,656.0499877929688
2023-02-07,676.3499755859375
2023-02-08,679.7999877929688
2023-02-09,656.25
2023-02-10,664.9000244140625
2023-02-13,660.4500122070312
2023-02-14,659.75
2023-02-15,654.0
2023-02-16,639.2999877929688
2023-02-17,638.5999755859375
2023-02-20,629.0999755859375
2023-02-21,608.9500122070312
2023-02-22,611.0999755859375
2023-02-23,639.25
2023-02-24,646.2999877929688
2023-02-27,659.25
2023-02-28,665.5999755859375
2023-03-01,674.7999877929688
2023-03-02,693.0999755859375
2023-03-03,698.75
2023-03-06,706.0499877929688
2023-03-08,688.2999877929688
2023-03-09,683.5
2023-03-10,692.4500122070312
2023-03-13,675.9000244140625
2023-03-14,672.5999755859375
2023-03-15,648.6500244140625
2023-03-16,718.7999877929688
2023-03-17,772.4500122070312
2023-03-20,754.6500244140625
2023-03-21,760.5999755859375
2023-03-22,724.5499877929688
2023-03-23,712.8499755859375
2023-03-24,669.5
2023-03-27,661.9000244140625
2023-03-28,660.6500244140625
2023-03-29,634.5499877929688
2023-03-31,649.7000122070312
2023-04-03,636.5
2023-04-05,640.3499755859375
2023-04-06,655.1500244140625
2023-04-10,671.2999877929688
2023-04-11,692.0
2023-04-12,731.1500244140625
2023-04-13,715.9000244140625
2023-04-17,728.3499755859375
2023-04-18,734.0999755859375
2023-04-19,739.7000122070312
2023-04-20,729.8499755859375
2023-04-21,744.5499877929688
2023-04-24,729.2000122070312
2023-04-25,740.6500244140625
2023-04-26,738.75
2023-04-27,735.0499877929688
2023-04-28,739.5499877929688
2023-05-02,725.9500122070312
2023-05-03,721.9500122070312
2023-05-04,740.5499877929688
2023-05-05,719.1500244140625
2023-05-08,733.4500122070312
2023-05-09,740.4000244140625
2023-05-10,758.9000244140625
2023-05-11,743.4500122070312
2023-05-12,721.6500244140625
2023-05-15,727.4000244140625
2023-05-16,708.6500244140625
2023-05-17,702.9000244140625
2023-05-18,694.2000122070312
2023-05-19,687.0
2023-05-22,683.7000122070312
2023-05-23,679.2000122070312
2023-05-24,692.9500122070312
2023-05-25,689.75
2023-05-26,813.0999755859375
2023-05-29,799.7999877929688
2023-05-30,811.25
2023-05-31,811.9500122070312
2023-06-01,803.8499755859375
2023-06-02,812.6500244140625
2023-06-05,805.75
2023-06-06,819.75
2023-06-07,826.9000244140625
2023-06-08,811.5499877929688
2023-06-09,776.8499755859375
2023-06-12,781.0499877929688
2023-06-13,776.9000244140625
2023-06-14,771.4500122070312
2023-06-15,778.9000244140625
2023-06-16,798.9000244140625
2023-06-19,800.1500244140625
2023-06-20,810.9000244140625
2023-06-21,808.0
2023-06-22,794.8499755859375
2023-06-23,782.9500122070312
2023-06-26,773.2000122070312
2023-06-27,766.0999755859375
2023-06-28,771.2999877929688
2023-06-30,774.9000244140625
2023-07-03,788.4500122070312
2023-07-04,829.2999877929688
2023-07-05,818.8499755859375
2023-07-06,836.0499877929688
2023-07-07,820.5499877929688
2023-07-10,814.0999755859375
2023-07-11,834.75
2023-07-12,844.1500244140625
2023-07-13,832.0499877929688
2023-07-14,870.2999877929688
2023-07-17,888.7000122070312
2023-07-18,901.75
2023-07-19,913.2000122070312
2023-07-20,918.4500122070312
2023-07-21,941.25
2023-07-24,921.2999877929688
2023-07-25,948.5999755859375
2023-07-26,935.2999877929688
2023-07-27,939.5
2023-07-28,952.25
2023-07-31,959.0499877929688
2023-08-01,949.2999877929688
2023-08-02,945.6500244140625
2023-08-03,957.0999755859375
2023-08-04,938.2999877929688
2023-08-07,951.25
2023-08-08,909.2000122070312
2023-08-09,896.9500122070312
2023-08-10,870.5999755859375
2023-08-11,867.4500122070312
2023-08-14,890.2000122070312
2023-08-16,903.75
2023-08-17,902.75
2023-08-18,883.5
2023-08-21,897.5999755859375
2023-08-22,897.2999877929688
2023-08-23,893.8499755859375
2023-08-24,895.4500122070312
2023-08-25,895.6500244140625
2023-08-28,899.3499755859375
2023-08-29,889.5999755859375
2023-08-30,891.0999755859375
2023-08-31,811.4000244140625
2023-09-01,833.0999755859375
2023-09-04,830.25
2023-09-05,826.7000122070312
2023-09-06,819.0499877929688
2023-09-07,808.3499755859375
2023-09-08,809.3499755859375
2023-09-11,819.6500244140625
2023-09-12,799.4500122070312
2023-09-13,806.9500122070312
2023-09-14,809.2999877929688
2023-09-15,808.25
2023-09-18,803.0499877929688
2023-09-20,799.4000244140625
2023-09-21,788.1500244140625
2023-09-22,783.5499877929688
2023-09-25,761.3499755859375
2023-09-26,761.5499877929688
2023-09-27,761.1500244140625
2023-09-28,762.9000244140625
2023-09-29,768.8499755859375
2023-10-03,763.75
2023-10-04,760.4000244140625
2023-10-05,761.5999755859375
2023-10-06,760.75
2023-10-09,774.5499877929688
2023-10-10,766.7000122070312
2023-10-11,775.5499877929688
2023-10-12,763.2000122070312
2023-10-13,761.25
2023-10-16,764.4000244140625
2023-10-17,761.4500122070312
2023-10-18,763.75
2023-10-19,767.5999755859375
2023-10-20,784.9000244140625
2023-10-23,801.25
2023-10-25,803.3499755859375
2023-10-26,813.0999755859375
2023-10-27,814.25
2023-10-30,801.5499877929688
2023-10-31,791.4000244140625
2023-11-01,796.5499877929688
2023-11-02,785.75
2023-11-03,790.0
2023-11-06,791.9500122070312
2023-11-07,803.2000122070312
2023-11-08,802.2000122070312
2023-11-09,795.8499755859375
2023-11-10,806.5999755859375
2023-11-13,813.25
2023-11-15,814.7999877929688
2023-11-16,813.3499755859375
2023-11-17,818.4500122070312
2023-11-20,837.0499877929688
2023-11-21,836.5
2023-11-22,822.9000244140625
2023-11-23,812.5
2023-11-24,807.25
2023-11-28,799.2999877929688
2023-11-29,787.75
2023-11-30,797.2000122070312
2023-12-01,792.7999877929688
2023-12-04,794.2999877929688
2023-12-05,783.7000122070312
2023-12-06,780.2999877929688
2023-12-07,740.5499877929688
2023-12-08,727.1500244140625
2023-12-11,746.6500244140625
2023-12-12,743.0
2023-12-13,742.5
2023-12-14,734.6500244140625
2023-12-15,752.4500122070312
2023-12-18,757.2000122070312
2023-12-19,765.4000244140625
2023-12-20,757.2000122070312
2023-12-21,746.4000244140625
2023-12-22,726.5499877929688
2023-12-26,728.8499755859375
2023-12-27,725.0499877929688
2023-12-28,744.0999755859375
2023-12-29,750.75
2024-01-01,740.5999755859375
2024-01-02,745.8499755859375
2024-01-03,749.4500122070312
2024-01-04,749.75
2024-01-05,750.5
2024-01-08,748.2000122070312
2024-01-09,742.3499755859375
2024-01-10,741.5999755859375
2024-01-11,742.4500122070312
2024-01-12,740.9000244140625
2024-01-15,740.9000244140625
2024-01-16,738.5999755859375
2024-01-17,744.0499877929688
2024-01-18,738.0
2024-01-19,737.0999755859375
2024-01-23,730.4000244140625
2024-01-24,734.8499755859375
2024-01-25,723.0
2024-01-29,718.4500122070312
2024-01-30,719.2999877929688
2024-01-31,716.5999755859375
2024-02-01,694.5
2024-02-02,686.5
2024-02-05,679.1500244140625
2024-02-06,670.0499877929688
2024-02-07,640.5999755859375
2024-02-08,628.8499755859375
2024-02-09,627.2999877929688
2024-02-12,623.0499877929688
2024-02-13,612.4000244140625
2024-02-14,602.9500122070312
2024-02-15,636.75
2024-02-16,680.7999877929688
2024-02-19,713.0
2024-02-20,711.8499755859375
2024-02-21,699.9500122070312
2024-02-22,690.4000244140625
2024-02-23,688.9000244140625
2024-02-26,700.5
2024-02-27,701.7999877929688
2024-02-28,695.75
2024-02-29,696.1500244140625
2024-03-01,696.25
2024-03-04,696.7999877929688
2024-03-05,692.2999877929688
2024-03-06,699.8499755859375
2024-03-07,696.25
2024-03-11,682.75
2024-03-12,675.3499755859375
2024-03-13,665.25
2024-03-14,666.5
2024-03-15,665.5499877929688
2024-03-18,674.8499755859375
2024-03-19,683.1500244140625
2024-03-20,680.5
2024-03-21,682.9500122070312
2024-03-22,687.2000122070312
2024-03-26,685.0
2024-03-27,685.0499877929688
2024-03-28,687.8499755859375
2024-04-01,698.0
2024-04-02,694.3499755859375
2024-04-03,690.5999755859375
2024-04-04,689.25
2024-04-05,691.5
2024-04-08,687.4000244140625
2024-04-09,674.8499755859375
2024-04-10,687.0499877929688
2024-04-12,693.4000244140625
2024-04-15,685.4500122070312
2024-04-16,692.0
2024-04-18,696.25
2024-04-19,694.4000244140625
2024-04-22,689.1500244140625
2024-04-23,688.7999877929688
2024-04-24,683.2999877929688
2024-04-25,680.4500122070312
2024-04-26,675.2999877929688
2024-04-29,677.2999877929688
2024-04-30,696.9000244140625
2024-05-02,681.7999877929688
2024-05-03,666.8499755859375
2024-05-06,674.9500122070312
2024-05-07,687.4500122070312
2024-05-08,693.2000122070312
2024-05-09,687.6500244140625
2024-05-10,703.4500122070312
2024-05-13,698.5
2024-05-14,700.4500122070312
2024-05-15,704.3499755859375
2024-05-16,704.25
2024-05-17,688.9000244140625
2024-05-21,705.7999877929688
2024-05-22,698.0499877929688
2024-05-23,715.4000244140625
2024-05-24,701.5999755859375
2024-05-27,714.2999877929688
2024-05-28,702.7999877929688
2024-05-29,689.5999755859375
2024-05-30,699.7000122070312
2024-05-31,731.2999877929688
2024-06-03,722.0499877929688
2024-06-04,703.6500244140625
2024-06-05,697.1500244140625
2024-06-06,703.9000244140625
2024-06-07,703.6500244140625
2024-06-10,705.2999877929688
2024-06-11,701.5999755859375
2024-06-12,699.8499755859375
2024-06-13,698.25
2024-06-14,697.25
2024-06-18,704.3499755859375
2024-06-19,698.5499877929688
2024-06-20,690.8499755859375
2024-06-21,684.5499877929688
2024-06-24,686.9500122070312
2024-06-25,685.5999755859375
2024-06-26,685.75
2024-06-27,684.3499755859375
2024-06-28,682.4500122070312
2024-07-01,686.4500122070312
2024-07-02,689.7000122070312
2024-07-03,690.0
2024-07-04,689.9000244140625
2024-07-05,669.2999877929688
2024-07-08,671.1500244140625
2024-07-09,675.5499877929688
2024-07-10,669.6500244140625
2024-07-11,668.0
2024-07-12,673.5
2024-07-15,678.1500244140625
2024-07-16,672.4500122070312
2024-07-18,673.3499755859375
2024-07-19,671.8499755859375
2024-07-22,670.4000244140625
2024-07-23,670.8499755859375
2024-07-24,676.7999877929688
2024-07-25,681.2999877929688
2024-07-26,668.4000244140625
2024-07-29,679.9500122070312
2024-07-30,677.2000122070312
2024-07-31,679.9000244140625
2024-08-01,682.0999755859375
2024-08-02,673.4000244140625
2024-08-05,666.5
2024-08-06,670.5499877929688
2024-08-07,651.2999877929688
2024-08-08,651.5999755859375
2024-08-09,644.25
2024-08-12,644.4000244140625
2024-08-13,643.9000244140625
2024-08-14,640.5
2024-08-16,642.2000122070312
2024-08-19,642.1500244140625
2024-08-20,639.25
2024-08-21,634.5499877929688
2024-08-22,635.0
2024-08-23,635.0
2024-08-26,637.4500122070312
2024-08-27,669.6500244140625
2024-08-28,657.9500122070312
2024-08-29,671.9000244140625
2024-08-30,679.4000244140625
2024-09-02,686.6500244140625
2024-09-03,698.75
2024-09-04,715.7000122070312
2024-09-05,724.7999877929688
2024-09-06,730.8499755859375
2024-09-09,730.5
2024-09-10,728.8499755859375
2024-09-11,718.7000122070312
2024-09-12,709.1500244140625
2024-09-13,707.6500244140625
2024-09-16,689.3499755859375
2024-09-17,680.0
2024-09-18,669.0999755859375
2024-09-19,668.25
2024-09-20,667.5999755859375
2024-09-23,678.9000244140625
2024-09-24,671.2999877929688
2024-09-25,689.4500122070312
2024-09-26,690.25
2024-09-27,669.0999755859375
2024-09-30,670.75
2024-10-01,664.9500122070312
2024-10-03,646.4500122070312
2024-10-04,654.7000122070312
2024-10-07,640.3499755859375
2024-10-08,655.5
2024-10-09,650.0499877929688
2024-10-10,662.3499755859375
2024-10-11,666.9000244140625
2024-10-14,670.0499877929688
2024-10-15,680.5
2024-10-16,680.1500244140625
2024-10-17,675.8499755859375
2024-10-18,681.8499755859375
2024-10-21,685.2000122070312
2024-10-22,675.7000122070312
2024-10-23,679.6500244140625
2024-10-24,674.9000244140625
2024-10-25,657.8499755859375
2024-10-28,658.1500244140625
2024-10-29,650.6500244140625
2024-10-30,638.75
2024-10-31,666.8499755859375
2024-11-01,679.25
2024-11-04,670.3499755859375
2024-11-05,656.4000244140625
2024-11-06,669.5999755859375
2024-11-07,680.2000122070312
2024-11-08,680.0
2024-11-11,674.9500122070312
2024-11-12,675.25
2024-11-13,683.5999755859375
2024-11-14,704.25
2024-11-18,719.0499877929688
2024-11-19,738.7999877929688
2024-11-21,735.5999755859375
2024-11-22,741.7999877929688
2024-11-25,746.8499755859375
2024-11-26,750.3499755859375
2024-11-27,744.6500244140625
2024-11-28,762.0499877929688
2024-11-29,782.7000122070312
2024-12-02,814.4500122070312
2024-12-03,801.9000244140625
2024-12-04,851.5499877929688
2024-12-05,860.9000244140625
2024-12-06,850.7999877929688
2024-12-09,850.2999877929688
2024-12-10,858.2999877929688
2024-12-11,861.1500244140625
2024-12-12,844.75
2024-12-13,855.0
2024-12-16,858.0
2024-12-17,845.2999877929688
2024-12-18,862.5999755859375
2024-12-19,865.3499755859375
2024-12-20,848.0499877929688
2024-12-23,850.7999877929688
2024-12-24,836.4000244140625
2024-12-26,830.5
2024-12-27,841.0999755859375
2024-12-30,847.5499877929688
2024-12-31,830.8499755859375
2025-01-01,848.5
2025-01-02,832.5999755859375
2025-01-03,832.0
2025-01-06,811.3499755859375
2025-01-07,847.9000244140625
2025-01-08,849.2999877929688
2025-01-09,842.0499877929688
2025-01-10,834.2999877929688
2025-01-13,815.4000244140625
2025-01-14,775.2999877929688
2025-01-15,797.8499755859375
2025-01-16,798.0999755859375
2025-01-17,785.0
2025-01-20,757.4500122070312
2025-01-21,764.0499877929688
2025-01-22,743.5
2025-01-23,751.4500122070312
2025-01-24,718.5999755859375
2025-01-27,713.9500122070312
2025-01-28,709.9000244140625
2025-01-29,725.2999877929688
2025-01-30,732.4500122070312
2025-01-31,723.3499755859375
2025-02-01,787.0999755859375
2025-02-03,762.1500244140625
2025-02-04,768.5999755859375
2025-02-05,790.4000244140625
2025-02-06,811.7000122070312
2025-02-07,796.25
2025-02-10,774.2000122070312
2025-02-11,762.2000122070312
2025-02-12,733.4000244140625
2025-02-13,744.9000244140625
2025-02-14,724.7000122070312
2025-02-17,725.9500122070312
2025-02-18,739.75
2025-02-19,751.25
2025-02-20,744.2999877929688
2025-02-21,722.7999877929688
2025-02-24,727.0
2025-02-25,719.3499755859375
2025-02-27,721.2000122070312
2025-02-28,714.5999755859375
2025-03-03,724.3499755859375
2025-03-04,725.9000244140625
2025-03-05,723.0
2025-03-06,704.2999877929688
2025-03-07,708.75
2025-03-10,700.7000122070312
2025-03-11,704.4000244140625
2025-03-12,705.0499877929688
2025-03-13,709.0999755859375
2025-03-17,700.0
2025-03-18,700.0
2025-03-19,708.0499877929688
2025-03-20,711.9500122070312
2025-03-21,730.4000244140625
2025-03-24,730.5
2025-03-25,755.6500244140625
2025-03-26,735.5999755859375
2025-03-27,742.7000122070312
2025-03-28,760.0
2025-04-01,750.5499877929688
2025-04-02,753.1500244140625
2025-04-03,732.7999877929688
2025-04-04,730.1500244140625
2025-04-07,701.2999877929688
2025-04-08,737.5499877929688
2025-04-09,745.7999877929688
2025-04-11,789.2000122070312
2025-04-15,804.2000122070312
2025-04-16,790.4000244140625
2025-04-17,795.2999877929688
2025-04-21,805.9500122070312
2025-04-22,808.75
2025-04-23,817.1500244140625
2025-04-24,820.5999755859375
2025-04-25,793.0999755859375
2025-04-28,811.9000244140625
2025-04-29,820.3499755859375
2025-04-30,806.1500244140625
2025-05-02,799.2999877929688
2025-05-05,834.8499755859375
2025-05-06,815.7999877929688
2025-05-07,830.9500122070312
2025-05-08,820.0999755859375
2025-05-09,795.25
2025-05-12,825.5499877929688
2025-05-13,831.0499877929688
2025-05-14,820.3499755859375
2025-05-15,818.9500122070312
2025-05-16,885.5499877929688
2025-05-19,909.9500122070312
2025-05-20,876.1500244140625
2025-05-21,891.7999877929688
2025-05-22,887.5499877929688
2025-05-23,952.4500122070312
2025-05-26,977.2000122070312
2025-05-27,949.25
2025-05-28,965.75
2025-05-29,972.0
2025-05-30,966.4000244140625
2025-06-02,947.2999877929688
2025-06-03,917.9500122070312
2025-06-04,909.5999755859375
2025-06-05,915.7999877929688
2025-06-06,915.1500244140625
2025-06-09,894.7999877929688
2025-06-10,896.0499877929688
2025-06-11,887.9000244140625
2025-06-12,889.2000122070312
2025-06-13,880.5999755859375
2025-06-16,886.7999877929688
2025-06-17,868.6500244140625
2025-06-18,873.6500244140625
2025-06-19,865.7999877929688
2025-06-20,870.9000244140625
2025-06-23,870.6500244140625
2025-06-24,887.3499755859375
2025-06-25,883.7999877929688
2025-06-26,903.0
2025-06-27,911.7999877929688
2025-06-30,904.5
2025-07-01,890.0499877929688
2025-07-02,888.1500244140625
2025-07-03,874.9500122070312
2025-07-04,869.2999877929688
2025-07-07,860.5499877929688
2025-07-08,853.5999755859375
2025-07-09,855.0499877929688
2025-07-10,859.9500122070312
2025-07-11,874.3499755859375
2025-07-14,879.0999755859375
2025-07-15,910.9000244140625
2025-07-16,927.0999755859375
2025-07-17,917.5
2025-07-18,900.4000244140625
2025-07-21,906.5499877929688
2025-07-22,902.6500244140625
2025-07-23,884.4000244140625
2025-07-24,887.2000122070312
2025-07-25,896.25
2025-07-28,898.5999755859375
2025-07-29,911.0999755859375
2025-07-30,934.4500122070312
2025-07-31,930.5499877929688
2025-08-01,915.25
2025-08-04,919.4000244140625
2025-08-05,876.75
2025-08-06,836.0999755859375
2025-08-07,839.1500244140625
2025-08-08,828.6500244140625
2025-08-11,830.7999877929688
2025-08-12,815.0999755859375
2025-08-13,804.0499877929688
2025-08-14,813.7999877929688
2025-08-18,831.5999755859375
2025-08-19,835.0
2025-08-20,829.9500122070312
2025-08-21,828.5499877929688
2025-08-22,821.25
2025-08-25,841.0999755859375
2025-08-26,842.0999755859375
2025-08-28,827.7999877929688
2025-08-29,841.9500122070312
2025-09-01,833.0499877929688
2025-09-02,847.4000244140625
2025-09-03,842.5999755859375
2025-09-04,841.5499877929688
2025-09-05,832.5
2025-09-08,834.8499755859375
2025-09-09,835.2999877929688
2025-09-10,831.0499877929688
2025-09-11,830.9000244140625
2025-09-12,838.75
2025-09-15,842.2999877929688
2025-09-16,839.5
2025-09-17,844.5499877929688
2025-09-18,838.2999877929688
2025-09-19,840.5499877929688
2025-09-22,820.0499877929688
2025-09-23,808.1500244140625
2025-09-24,789.1500244140625
2025-09-25,799.1500244140625
2025-09-26,786.9000244140625
2025-09-29,764.2999877929688
2025-09-30,757.4500122070312
2025-10-01,741.7999877929688
2025-10-03,746.6500244140625
2025-10-06,755.1500244140625
2025-10-07,749.7999877929688
2025-10-08,763.0999755859375
2025-10-09,779.5999755859375
2025-10-10,784.2000122070312
2025-10-13,778.0499877929688
2025-10-14,770.0499877929688
2025-10-15,756.75
2025-10-16,759.9500122070312
2025-10-17,763.5
2025-10-20,767.0999755859375
2025-10-21,761.7999877929688
2025-10-23,754.6500244140625
2025-10-24,759.0
2025-10-27,758.2000122070312
2025-10-28,749.8499755859375
2025-10-29,750.75
2025-10-30,757.8499755859375
2025-10-31,762.8499755859375
2025-11-03,820.0499877929688
2025-11-04,808.25
2025-11-06,785.0999755859375
2025-11-07,787.3499755859375
2025-11-10,764.8499755859375
2025-11-11,759.6500244140625
2025-11-12,785.0999755859375
2025-11-13,781.5999755859375
2025-11-14,781.25
2025-11-17,787.3499755859375
2025-11-18,787.2999877929688
2025-11-19,790.0999755859375
2025-11-20,781.3499755859375
2025-11-21,767.4000244140625
2025-11-24,802.3499755859375
2025-11-25,788.7999877929688
2025-11-26,786.7999877929688
2025-11-27,788.4000244140625
2025-11-28,808.7999877929688
2025-12-01,810.1500244140625
2025-12-02,800.75
2025-12-03,799.5
2025-12-04,812.9000244140625
2025-12-05,810.4500122070312
2025-12-08,810.0999755859375
