Date,METROPOLIS
2019-04-15,234.04019165039062
2019-04-16,240.25782775878906
2019-04-18,236.62478637695312
2019-04-22,230.54122924804688
2019-04-23,232.3333740234375
2019-04-24,233.77195739746094
2019-04-25,231.57749938964844
2019-04-26,231.34585571289062
2019-04-30,231.1142120361328
2019-05-02,230.91915893554688
2019-05-03,231.675048828125
2019-05-06,229.96824645996094
2019-05-07,226.93252563476562
2019-05-08,228.72471618652344
2019-05-09,229.0294647216797
2019-05-10,230.66314697265625
2019-05-13,224.61614990234375
2019-05-14,222.6167449951172
2019-05-15,227.15196228027344
2019-05-16,225.4939422607422
2019-05-17,224.31137084960938
2019-05-20,235.18617248535156
2019-05-21,237.72201538085938
2019-05-22,232.99169921875
2019-05-23,229.30987548828125
2019-05-24,231.63844299316406
2019-05-27,237.02708435058594
2019-05-28,235.7347869873047
2019-05-29,235.3446807861328
2019-05-30,234.12551879882812
2019-05-31,235.64944458007812
2019-06-03,236.56382751464844
2019-06-04,236.66134643554688
2019-06-06,235.478759765625
2019-06-07,234.84481811523438
2019-06-10,234.67413330078125
2019-06-11,235.61288452148438
2019-06-12,236.00302124023438
2019-06-13,236.62478637695312
2019-06-14,237.39283752441406
2019-06-17,231.3092803955078
2019-06-18,234.1742706298828
2019-06-19,236.60037231445312
2019-06-20,240.48947143554688
2019-06-21,241.7574005126953
2019-06-24,236.97833251953125
2019-06-25,236.9905242919922
2019-06-26,235.97862243652344
2019-06-27,232.83322143554688
2019-06-28,236.83201599121094
2019-07-01,232.54063415527344
2019-07-02,233.2355499267578
2019-07-03,239.83114624023438
2019-07-04,241.09906005859375
2019-07-05,238.3194122314453
2019-07-08,236.3200225830078
2019-07-09,234.63754272460938
2019-07-10,242.59861755371094
2019-07-11,246.5730438232422
2019-07-12,260.4591369628906
2019-07-15,254.4609375
2019-07-16,251.6324920654297
2019-07-17,253.3271026611328
2019-07-18,250.35243225097656
2019-07-19,251.4618377685547
2019-07-22,249.15762329101562
2019-07-23,256.5456848144531
2019-07-24,255.89952087402344
2019-07-25,251.1326446533203
2019-07-26,246.80467224121094
2019-07-29,247.8775177001953
2019-07-30,245.2198028564453
2019-07-31,248.4505157470703
2019-08-01,252.36398315429688
2019-08-02,251.218017578125
2019-08-05,250.3402099609375
2019-08-06,254.96080017089844
2019-08-07,254.29026794433594
2019-08-08,256.5944519042969
2019-08-09,258.67919921875
2019-08-13,251.26673889160156
2019-08-14,249.6208953857422
2019-08-16,250.55967712402344
2019-08-19,246.609619140625
2019-08-20,251.3399200439453
2019-08-21,255.41184997558594
2019-08-22,254.1195831298828
2019-08-23,254.6316680908203
2019-08-26,253.69287109375
2019-08-27,259.7032470703125
2019-08-28,258.2646484375
2019-08-29,261.361328125
2019-08-30,283.3304138183594
2019-09-03,295.6681823730469
2019-09-04,296.1070861816406
2019-09-05,293.0226135253906
2019-09-06,291.1939392089844
2019-09-09,317.9176330566406
2019-09-11,313.9676818847656
2019-09-12,304.2753601074219
2019-09-13,310.9807434082031
2019-09-16,302.227294921875
2019-09-17,300.4228820800781
2019-09-18,303.38543701171875
2019-09-19,298.2406311035156
2019-09-20,304.6411437988281
2019-09-23,324.5133056640625
2019-09-24,316.722900390625
2019-09-25,311.51708984375
2019-09-26,313.9067077636719
2019-09-27,311.4805603027344
2019-09-30,310.34674072265625
2019-10-01,304.6533203125
2019-10-03,301.92242431640625
2019-10-04,299.8133239746094
2019-10-07,305.9822082519531
2019-10-09,309.68841552734375
2019-10-10,311.017333984375
2019-10-11,313.12640380859375
2019-10-14,312.69970703125
2019-10-15,312.0414123535156
2019-10-16,310.7003173828125
2019-10-17,309.82257080078125
2019-10-18,332.6816101074219
2019-10-22,327.1588134765625
2019-10-23,330.76751708984375
2019-10-24,326.26885986328125
2019-10-25,343.3979187011719
2019-10-27,355.78448486328125
2019-10-29,351.2614440917969
2019-10-30,349.7008972167969
2019-10-31,352.8585205078125
2019-11-01,348.7255859375
2019-11-04,353.7362976074219
2019-11-05,350.8591003417969
2019-11-06,342.54449462890625
2019-11-07,338.0701904296875
2019-11-08,330.901611328125
2019-11-11,341.1302490234375
2019-11-13,340.75238037109375
2019-11-14,340.3865966796875
2019-11-15,335.8026428222656
2019-11-18,339.362548828125
2019-11-19,343.1784362792969
2019-11-20,350.0666198730469
2019-11-21,350.8469543457031
2019-11-22,347.4210510253906
2019-11-25,345.5801696777344
2019-11-26,347.73809814453125
2019-11-27,341.7154541015625
2019-11-28,341.98370361328125
2019-11-29,340.0818176269531
2019-12-02,335.1808776855469
2019-12-03,338.7286071777344
2019-12-04,334.376220703125
2019-12-05,332.4986877441406
2019-12-06,331.1942138671875
2019-12-09,327.17108154296875
2019-12-10,313.9554138183594
2019-12-11,315.1258239746094
2019-12-12,314.63818359375
2019-12-13,315.7110290527344
2019-12-16,314.5162658691406
2019-12-17,314.1871337890625
2019-12-18,318.5638122558594
2019-12-19,323.6720886230469
2019-12-20,322.0384216308594
2019-12-23,326.3907775878906
2019-12-24,335.9489440917969
2019-12-26,337.2778015136719
2019-12-27,346.39703369140625
2019-12-30,350.3714599609375
2019-12-31,353.9313659667969
2020-01-01,349.8106384277344
2020-01-02,343.22723388671875
2020-01-03,342.2884521484375
2020-01-06,329.0972595214844
2020-01-07,345.3485107421875
2020-01-08,364.6111145019531
2020-01-09,385.336669921875
2020-01-10,395.56536865234375
2020-01-13,413.6087341308594
2020-01-14,413.2795715332031
2020-01-15,406.61083984375
2020-01-16,396.479736328125
2020-01-17,403.07525634765625
2020-01-20,406.5132751464844
2020-01-21,400.7589111328125
2020-01-22,400.79547119140625
2020-01-23,407.43988037109375
2020-01-24,408.4273681640625
2020-01-27,398.5156555175781
2020-01-28,404.904052734375
2020-01-29,409.841552734375
2020-01-30,403.2825622558594
2020-01-31,403.4410400390625
2020-02-03,406.1719055175781
2020-02-04,404.41632080078125
2020-02-05,404.7943115234375
2020-02-06,386.7752990722656
2020-02-07,404.8796081542969
2020-02-10,394.163330078125
2020-02-11,412.6090393066406
2020-02-12,448.598388671875
2020-02-13,445.2555236816406
2020-02-14,433.3781433105469
2020-02-17,428.45574951171875
2020-02-18,447.0555114746094
2020-02-19,447.1412048339844
2020-02-20,447.58203125
2020-02-24,436.1454162597656
2020-02-25,444.1167907714844
2020-02-26,455.3451843261719
2020-02-27,450.1534423828125
2020-02-28,453.1900939941406
2020-03-02,466.78179931640625
2020-03-03,487.83050537109375
2020-03-04,457.8431396484375
2020-03-05,443.23516845703125
2020-03-06,431.639404296875
2020-03-09,417.3130187988281
2020-03-11,426.23944091796875
2020-03-12,409.0111083984375
2020-03-13,412.37841796875
2020-03-16,390.01947021484375
2020-03-17,404.4927673339844
2020-03-18,386.3827819824219
2020-03-19,379.0604248046875
2020-03-20,380.4686279296875
2020-03-23,305.5185241699219
2020-03-24,282.68206787109375
2020-03-25,322.4775085449219
2020-03-26,340.8813171386719
2020-03-27,336.1548767089844
2020-03-30,310.9429626464844
2020-03-31,314.55511474609375
2020-04-01,311.0041809082031
2020-04-03,302.17578125
2020-04-07,313.99188232421875
2020-04-08,323.9101257324219
2020-04-09,333.3141174316406
2020-04-13,327.55908203125
2020-04-15,308.11444091796875
2020-04-16,307.1348571777344
2020-04-17,306.62054443359375
2020-04-20,298.4900207519531
2020-04-21,293.3472595214844
2020-04-22,296.59210205078125
2020-04-23,298.2696533203125
2020-04-24,292.46563720703125
2020-04-27,298.4655456542969
2020-04-28,303.4246826171875
2020-04-29,303.6205749511719
2020-04-30,309.2164611816406
2020-05-04,297.1308898925781
2020-05-05,300.7675476074219
2020-05-06,305.6532287597656
2020-05-07,300.534912109375
2020-05-08,294.91461181640625
2020-05-11,296.37164306640625
2020-05-12,300.2900390625
2020-05-13,308.5674743652344
2020-05-14,310.049072265625
2020-05-15,314.3224792480469
2020-05-18,309.73077392578125
2020-05-19,307.96746826171875
2020-05-20,314.0898742675781
2020-05-21,308.1633605957031
2020-05-22,314.07763671875
2020-05-26,314.1878356933594
2020-05-27,329.2488098144531
2020-05-28,323.7142028808594
2020-05-29,339.1670837402344
2020-06-01,345.0445556640625
2020-06-02,352.2567138671875
2020-06-03,355.1342468261719
2020-06-04,353.0648498535156
2020-06-05,355.97906494140625
2020-06-08,356.3709716796875
2020-06-09,354.2403259277344
2020-06-10,346.45269775390625
2020-06-11,344.83636474609375
2020-06-12,355.7709655761719
2020-06-15,354.7301330566406
2020-06-16,352.6974792480469
2020-06-17,358.709716796875
2020-06-18,359.0647888183594
2020-06-19,362.2851257324219
2020-06-22,357.4729919433594
2020-06-23,355.2934265136719
2020-06-24,343.44049072265625
2020-06-25,348.9873962402344
2020-06-26,344.3955993652344
2020-06-29,332.7875671386719
2020-06-30,332.88555908203125
2020-07-01,330.68145751953125
2020-07-02,332.81207275390625
2020-07-03,332.70184326171875
2020-07-06,337.40380859375
2020-07-07,340.55078125
2020-07-08,347.7996520996094
2020-07-09,357.2403259277344
2020-07-10,363.8402404785156
2020-07-13,387.4603576660156
2020-07-14,381.1053161621094
2020-07-15,391.525634765625
2020-07-16,381.0686340332031
2020-07-17,369.6197509765625
2020-07-20,358.2321472167969
2020-07-21,356.983154296875
2020-07-22,356.6280822753906
2020-07-23,377.2727355957031
2020-07-24,380.65228271484375
2020-07-27,373.5747985839844
2020-07-28,390.10516357421875
2020-07-29,384.9379577636719
2020-07-30,390.7051696777344
2020-07-31,385.50115966796875
2020-08-03,395.51739501953125
2020-08-04,401.7989501953125
2020-08-05,400.97857666015625
2020-08-06,401.3091125488281
2020-08-07,405.5703125
2020-08-10,419.5171203613281
2020-08-11,393.203125
2020-08-12,395.8847351074219
2020-08-13,413.76202392578125
2020-08-14,410.02740478515625
2020-08-17,416.113037109375
2020-08-18,416.8477478027344
2020-08-19,417.8640441894531
2020-08-20,438.2515563964844
2020-08-21,428.7618713378906
2020-08-24,437.3087158203125
2020-08-25,448.133056640625
2020-08-26,449.4921569824219
2020-08-27,445.6106262207031
2020-08-28,449.6636047363281
2020-08-31,450.2759094238281
2020-09-01,444.2269592285156
2020-09-02,433.39031982421875
2020-09-03,446.0146484375
2020-09-04,437.34539794921875
2020-09-07,436.4148254394531
2020-09-08,437.9576416015625
2020-09-09,431.27203369140625
2020-09-10,427.0843200683594
2020-09-11,429.9618225097656
2020-09-14,469.218505859375
2020-09-15,494.88348388671875
2020-09-16,474.04290771484375
2020-09-17,471.7409362792969
2020-09-18,457.46356201171875
2020-09-21,438.9862365722656
2020-09-22,426.9986267089844
2020-09-23,423.5333557128906
2020-09-24,434.9944763183594
2020-09-25,429.20263671875
2020-09-28,452.9574279785156
2020-09-29,438.3127136230469
2020-09-30,439.35357666015625
2020-10-01,437.443359375
2020-10-05,468.50830078125
2020-10-06,476.9203796386719
2020-10-07,497.5160827636719
2020-10-08,476.2469482421875
2020-10-09,481.69586181640625
2020-10-12,490.793701171875
2020-10-13,478.0224304199219
2020-10-14,469.2919616699219
2020-10-15,469.40216064453125
2020-10-16,461.4798278808594
2020-10-19,458.6757507324219
2020-10-20,459.7410583496094
2020-10-21,462.42266845703125
2020-10-22,471.21441650390625
2020-10-23,474.6184387207031
2020-10-26,472.50006103515625
2020-10-27,463.5736083984375
2020-10-28,465.2144775390625
2020-10-29,467.07568359375
2020-10-30,481.83056640625
2020-11-02,478.5857238769531
2020-11-03,474.0184020996094
2020-11-04,474.04290771484375
2020-11-05,481.1693420410156
2020-11-06,485.06317138671875
2020-11-09,482.0999450683594
2020-11-10,455.9574279785156
2020-11-11,463.218505859375
2020-11-12,458.21044921875
2020-11-13,468.275634765625
2020-11-14,474.2021179199219
2020-11-17,496.5242614746094
2020-11-18,500.5527648925781
2020-11-19,505.842529296875
2020-11-20,523.2545776367188
2020-11-23,548.368408203125
2020-11-24,560.6744384765625
2020-11-25,541.43798828125
2020-11-26,532.3890991210938
2020-11-27,547.1929321289062
2020-12-01,529.6586303710938
2020-12-02,519.59326171875
2020-12-03,501.2384948730469
2020-12-04,488.577392578125
2020-12-07,479.5040588378906
2020-12-08,482.3570861816406
2020-12-09,486.189697265625
2020-12-10,481.9652404785156
2020-12-11,487.43865966796875
2020-12-14,477.0306091308594
2020-12-15,479.8714294433594
2020-12-16,475.08367919921875
2020-12-17,469.7327575683594
2020-12-18,459.12884521484375
2020-12-21,467.1001281738281
2020-12-22,467.1613464355469
2020-12-23,477.97344970703125
2020-12-24,477.324462890625
2020-12-28,485.88360595703125
2020-12-29,477.65509033203125
2020-12-30,479.93267822265625
2020-12-31,480.3122253417969
2021-01-01,493.46307373046875
2021-01-04,502.4507141113281
2021-01-05,514.8301391601562
2021-01-06,510.9975280761719
2021-01-07,514.4627685546875
2021-01-08,517.8546142578125
2021-01-11,528.0668334960938
2021-01-12,533.98095703125
2021-01-13,533.1972045898438
2021-01-14,531.838134765625
2021-01-15,529.781005859375
2021-01-18,535.658447265625
2021-01-19,544.14404296875
2021-01-20,549.6663818359375
2021-01-21,544.854248046875
2021-01-22,534.9727172851562
2021-01-25,494.5650939941406
2021-01-27,512.6260986328125
2021-01-28,511.98944091796875
2021-01-29,505.3037414550781
2021-02-01,498.8017883300781
2021-02-02,504.17724609375
2021-02-03,538.976806640625
2021-02-04,545.7481689453125
2021-02-05,530.4666137695312
2021-02-08,532.73193359375
2021-02-09,529.8422241210938
2021-02-10,524.9198608398438
2021-02-11,504.7894592285156
2021-02-12,499.4140319824219
2021-02-15,492.96099853515625
2021-02-16,474.1286315917969
2021-02-17,493.8998718261719
2021-02-18,494.1212158203125
2021-02-19,484.6044616699219
2021-02-22,485.15777587890625
2021-02-23,485.2069091796875
2021-02-24,481.9609069824219
2021-02-25,486.7438659667969
2021-02-26,481.8133850097656
2021-03-01,481.9363098144531
2021-03-02,475.1491394042969
2021-03-03,485.3544921875
2021-03-04,482.477294921875
2021-03-05,474.2638854980469
2021-03-08,470.5260009765625
2021-03-09,469.5054931640625
2021-03-10,473.4646301269531
2021-03-12,468.841552734375
2021-03-15,471.69415283203125
2021-03-16,469.1612243652344
2021-03-17,459.69366455078125
2021-03-18,462.6445617675781
2021-03-19,471.9646301269531
2021-03-22,485.21923828125
2021-03-23,506.146240234375
2021-03-24,501.86737060546875
2021-03-25,494.04742431640625
2021-03-26,511.31036376953125
2021-03-30,552.22998046875
2021-03-31,551.1356201171875
2021-04-01,531.08154296875
2021-04-05,549.2297973632812
2021-04-06,539.6638793945312
2021-04-07,558.635986328125
2021-04-08,585.772216796875
2021-04-09,610.6829833984375
2021-04-12,608.6173706054688
2021-04-13,586.8911743164062
2021-04-15,599.0145263671875
2021-04-16,610.6829833984375
2021-04-19,611.4207153320312
2021-04-20,601.1908569335938
2021-04-22,588.8461303710938
2021-04-23,586.96484375
2021-04-26,574.47265625
2021-04-27,593.1495361328125
2021-04-28,600.2072143554688
2021-04-29,588.4158325195312
2021-04-30,588.9690551757812
2021-05-03,586.6697998046875
2021-05-04,557.357177734375
2021-05-05,571.1405029296875
2021-05-06,575.5546264648438
2021-05-07,559.6072998046875
2021-05-10,561.0089721679688
2021-05-11,566.7879028320312
2021-05-12,582.5262451171875
2021-05-14,573.8700561523438
2021-05-17,567.2919311523438
2021-05-18,579.5997924804688
2021-05-19,570.1445922851562
2021-05-20,564.3903198242188
2021-05-21,561.488525390625
2021-05-24,575.2840576171875
2021-05-25,572.7635498046875
2021-05-26,575.1857299804688
2021-05-27,565.1280517578125
2021-05-28,620.7161254882812
2021-05-31,635.4462280273438
2021-06-01,614.8511962890625
2021-06-02,607.5230712890625
2021-06-03,603.1827392578125
2021-06-04,621.5645751953125
2021-06-07,703.1824340820312
2021-06-08,708.8015747070312
2021-06-09,693.1123046875
2021-06-10,730.8350830078125
2021-06-11,731.0686645507812
2021-06-14,735.6426391601562
2021-06-15,710.1661987304688
2021-06-16,684.8128662109375
2021-06-17,674.4108276367188
2021-06-18,679.14453125
2021-06-21,670.0335693359375
2021-06-22,681.6405639648438
2021-06-23,690.284423828125
2021-06-24,698.8175659179688
2021-06-25,726.4332885742188
2021-06-28,695.3256225585938
2021-06-29,686.2268676757812
2021-06-30,697.3419189453125
2021-07-01,696.8994140625
2021-07-02,709.31787109375
2021-07-05,726.5807495117188
2021-07-06,726.5807495117188
2021-07-07,729.38427734375
2021-07-08,731.4498291015625
2021-07-09,737.19189453125
2021-07-12,707.8178100585938
2021-07-13,690.9483642578125
2021-07-14,691.4278564453125
2021-07-15,690.5302734375
2021-07-16,696.8994140625
2021-07-19,689.37451171875
2021-07-20,690.0015869140625
2021-07-22,687.1244506835938
2021-07-23,696.16162109375
2021-07-26,712.0105590820312
2021-07-27,720.1870727539062
2021-07-28,723.6052856445312
2021-07-29,754.7130737304688
2021-07-30,699.5552368164062
2021-08-02,709.6375732421875
2021-08-03,724.8348999023438
2021-08-04,736.5647583007812
2021-08-05,739.6878051757812
2021-08-06,709.8466186523438
2021-08-09,686.5711669921875
2021-08-10,681.4930419921875
2021-08-11,658.0330810546875
2021-08-12,646.91796875
2021-08-13,658.9307861328125
2021-08-16,656.7544555664062
2021-08-17,666.2342529296875
2021-08-18,687.8990478515625
2021-08-20,675.2100219726562
2021-08-23,660.320068359375
2021-08-24,658.881591796875
2021-08-25,661.869384765625
2021-08-26,660.984130859375
2021-08-27,670.353271484375
2021-08-30,685.6858520507812
2021-08-31,694.3418579101562
2021-09-01,712.7114868164062
2021-09-02,708.4571533203125
2021-09-03,697.4034423828125
2021-09-06,718.0968627929688
2021-09-07,707.5596923828125
2021-09-08,720.3346557617188
2021-09-09,739.7984619140625
2021-09-13,755.6597900390625
2021-09-14,756.7786865234375
2021-09-15,780.6566772460938
2021-09-16,786.7183227539062
2021-09-17,773.5375366210938
2021-09-20,746.2044677734375
2021-09-21,755.0819091796875
2021-09-22,737.9049682617188
2021-09-23,765.6929931640625
2021-09-24,751.3563232421875
2021-09-27,724.3676147460938
2021-09-28,687.9359130859375
2021-09-29,665.8162231445312
2021-09-30,664.1563720703125
2021-10-01,684.0014038085938
2021-10-04,700.3790283203125
2021-10-05,707.9530639648438
2021-10-06,690.2720947265625
2021-10-07,682.685791015625
2021-10-08,698.350341796875
2021-10-11,697.1206665039062
2021-10-12,684.9481201171875
2021-10-13,666.2342529296875
2021-10-14,649.90576171875
2021-10-18,663.9227294921875
2021-10-19,676.2428588867188
2021-10-20,714.9984130859375
2021-10-21,703.379150390625
2021-10-22,691.5631103515625
2021-10-25,688.3785400390625
2021-10-26,718.5641479492188
2021-10-27,700.1207885742188
2021-10-28,723.1503295898438
2021-10-29,728.4374389648438
2021-11-01,736.10986328125
2021-11-02,744.6306762695312
2021-11-03,752.2293701171875
2021-11-04,749.1678466796875
2021-11-08,769.6644287109375
2021-11-09,782.5255126953125
2021-11-10,775.406494140625
2021-11-11,755.4261474609375
2021-11-12,760.9837646484375
2021-11-15,820.8384399414062
2021-11-16,773.6727294921875
2021-11-17,798.6204833984375
2021-11-18,773.8327026367188
2021-11-22,744.8396606445312
2021-11-23,743.8314819335938
2021-11-24,745.6511840820312
2021-11-25,724.810302734375
2021-11-26,753.0776977539062
2021-11-29,769.87353515625
2021-11-30,809.7601928710938
2021-12-01,776.2056274414062
2021-12-02,788.4273681640625
2021-12-03,788.1200561523438
2021-12-06,799.9115600585938
