Date,METROPOLIS
2021-12-07,767.8078002929688
2021-12-08,777.7426147460938
2021-12-09,787.013427734375
2021-12-10,792.5218505859375
2021-12-13,788.4888916015625
2021-12-14,803.8707275390625
2021-12-15,806.9690551757812
2021-12-16,820.2974853515625
2021-12-17,801.8172607421875
2021-12-20,768.7176513671875
2021-12-21,813.498046875
2021-12-22,808.67822265625
2021-12-23,797.317138671875
2021-12-24,806.1453247070312
2021-12-27,820.0147094726562
2021-12-28,847.249267578125
2021-12-29,854.466796875
2021-12-30,845.2206420898438
2021-12-31,846.1550903320312
2022-01-03,850.765869140625
2022-01-04,843.0810546875
2022-01-05,839.73681640625
2022-01-06,820.3097534179688
2022-01-07,803.8214111328125
2022-01-10,790.9111328125
2022-01-11,779.4025268554688
2022-01-12,765.8035888671875
2022-01-13,762.8157958984375
2022-01-14,750.790771484375
2022-01-17,737.1549682617188
2022-01-18,704.3873291015625
2022-01-19,683.853759765625
2022-01-20,670.1320190429688
2022-01-21,653.6928100585938
2022-01-24,623.5195922851562
2022-01-25,624.6016235351562
2022-01-27,602.5187377929688
2022-01-28,619.6956176757812
2022-01-31,617.9989013671875
2022-02-01,625.6221313476562
2022-02-02,647.090087890625
2022-02-03,629.6304321289062
2022-02-04,636.097900390625
2022-02-07,622.0809936523438
2022-02-08,598.4489135742188
2022-02-09,604.12939453125
2022-02-10,605.0762329101562
2022-02-11,595.51025390625
2022-02-14,504.43719482421875
2022-02-15,484.1741027832031
2022-02-16,488.6250305175781
2022-02-17,494.072021484375
2022-02-18,491.94488525390625
2022-02-21,487.8957214355469
2022-02-22,502.0183410644531
2022-02-23,515.1533813476562
2022-02-24,493.33984375
2022-02-25,489.5499267578125
2022-02-28,483.1059265136719
2022-03-02,484.37744140625
2022-03-03,482.8590087890625
2022-03-04,468.04510498046875
2022-03-07,460.39129638671875
2022-03-08,467.6871337890625
2022-03-09,477.8716735839844
2022-03-10,472.9090270996094
2022-03-11,468.0945129394531
2022-03-14,465.2922058105469
2022-03-15,462.7491760253906
2022-03-16,487.0439758300781
2022-03-17,492.89544677734375
2022-03-21,495.84588623046875
2022-03-22,494.5002746582031
2022-03-23,491.1424560546875
2022-03-24,495.7100830078125
2022-03-25,492.29052734375
2022-03-28,489.3524475097656
2022-03-29,505.5860290527344
2022-03-30,508.005615234375
2022-03-31,502.6231994628906
2022-04-01,516.2643432617188
2022-04-04,552.05224609375
2022-04-05,596.3458251953125
2022-04-06,593.7410278320312
2022-04-07,610.0239868164062
2022-04-08,611.1474609375
2022-04-11,609.295654296875
2022-04-12,597.2469482421875
2022-04-13,596.81494140625
2022-04-18,597.8519287109375
2022-04-19,603.3330688476562
2022-04-20,607.5302734375
2022-04-21,612.8016357421875
2022-04-22,594.5187377929688
2022-04-25,592.778076171875
2022-04-26,590.2720947265625
2022-04-27,587.6920776367188
2022-04-28,585.35888671875
2022-04-29,592.0127563476562
2022-05-02,565.5082397460938
2022-05-04,528.6957397460938
2022-05-05,540.07763671875
2022-05-06,527.2389526367188
2022-05-09,517.622314453125
2022-05-10,508.1167297363281
2022-05-11,507.6352844238281
2022-05-12,503.36395263671875
2022-05-13,497.8087158203125
2022-05-16,480.61224365234375
2022-05-17,477.1927185058594
2022-05-18,432.9238586425781
2022-05-19,437.2939758300781
2022-05-20,430.146240234375
2022-05-23,434.3558349609375
2022-05-24,417.4556579589844
2022-05-25,388.2969665527344
2022-05-26,399.1975402832031
2022-05-27,411.3078918457031
2022-05-30,419.6900939941406
2022-05-31,399.061767578125
2022-06-01,393.4447937011719
2022-06-02,389.0870361328125
2022-06-03,405.90081787109375
2022-06-06,396.85198974609375
2022-06-07,393.469482421875
2022-06-08,376.1495361328125
2022-06-09,388.7167053222656
2022-06-10,391.5313415527344
2022-06-13,370.1993408203125
2022-06-14,355.6570129394531
2022-06-15,360.0394592285156
2022-06-16,349.5339050292969
2022-06-17,346.58349609375
2022-06-20,351.6572570800781
2022-06-21,357.4346618652344
2022-06-22,345.1020812988281
2022-06-23,349.4228515625
2022-06-24,355.71875
2022-06-27,355.7928161621094
2022-06-28,355.064453125
2022-06-29,349.6326904296875
2022-06-30,347.2501220703125
2022-07-01,354.6324157714844
2022-07-04,353.4349060058594
2022-07-05,357.3359375
2022-07-06,360.3604431152344
2022-07-07,351.6078796386719
2022-07-08,356.6446228027344
2022-07-11,357.8173522949219
2022-07-12,352.06463623046875
2022-07-13,351.6078796386719
2022-07-14,356.07672119140625
2022-07-15,352.484375
2022-07-18,363.3972473144531
2022-07-19,368.5080871582031
2022-07-20,365.60699462890625
2022-07-21,376.5199279785156
2022-07-22,382.4701232910156
2022-07-25,374.82867431640625
2022-07-26,370.1746520996094
2022-07-27,374.2607727050781
2022-07-28,373.0016174316406
2022-07-29,389.6672668457031
2022-08-01,390.82763671875
2022-08-02,391.50665283203125
2022-08-03,384.4083251953125
2022-08-04,388.4081115722656
2022-08-05,383.9392395019531
2022-08-08,377.556884765625
2022-08-10,375.19903564453125
2022-08-11,368.7302551269531
2022-08-12,366.1501770019531
2022-08-16,357.4223327636719
2022-08-17,359.3481140136719
2022-08-18,358.607421875
2022-08-19,349.45989990234375
2022-08-22,338.80621337890625
2022-08-23,345.5218200683594
2022-08-24,348.7685546875
2022-08-25,347.521728515625
2022-08-26,350.3981018066406
2022-08-29,348.9783630371094
2022-08-30,353.86700439453125
2022-09-01,352.9905090332031
2022-09-02,346.3736572265625
2022-09-05,340.090087890625
2022-09-06,337.3865661621094
2022-09-07,346.5341491699219
2022-09-08,365.8045654296875
2022-09-09,366.53289794921875
2022-09-12,370.23638916015625
2022-09-13,364.24908447265625
2022-09-14,361.9282531738281
2022-09-15,350.1882019042969
2022-09-16,336.59649658203125
2022-09-19,328.2513122558594
2022-09-20,334.13983154296875
2022-09-21,337.85565185546875
2022-09-22,356.5458679199219
2022-09-23,360.5332336425781
2022-09-26,371.7300720214844
2022-09-27,367.1624755859375
2022-09-28,376.1001892089844
2022-09-29,379.7542724609375
2022-09-30,383.766357421875
2022-10-03,373.9892272949219
2022-10-04,378.3099060058594
2022-10-06,386.8772888183594
2022-10-07,379.0876770019531
2022-10-10,383.4701232910156
2022-10-11,382.37139892578125
2022-10-12,390.2351379394531
2022-10-13,391.2967834472656
2022-10-14,390.7782897949219
2022-10-17,384.8651123046875
2022-10-18,381.1863098144531
2022-10-19,381.59368896484375
2022-10-20,383.0010070800781
2022-10-21,392.25970458984375
2022-10-24,390.6918640136719
2022-10-25,402.431884765625
2022-10-27,409.6042785644531
2022-10-28,403.5552673339844
2022-10-31,417.7025451660156
2022-11-01,435.8372497558594
2022-11-02,430.34375
2022-11-03,421.6405944824219
2022-11-04,431.72637939453125
2022-11-07,425.7637939453125
2022-11-09,400.2345275878906
2022-11-10,398.8518371582031
2022-11-11,395.9508056640625
2022-11-14,389.29693603515625
2022-11-15,384.2972106933594
2022-11-16,354.5212707519531
2022-11-17,353.5090026855469
2022-11-18,356.9779052734375
2022-11-21,356.6693115234375
2022-11-22,356.8050842285156
2022-11-23,354.80523681640625
2022-11-24,356.397705078125
2022-11-25,357.07666015625
2022-11-28,361.3603210449219
2022-11-29,364.44659423828125
2022-11-30,362.49609375
2022-12-01,364.5577087402344
2022-12-02,365.076171875
2022-12-05,358.33587646484375
2022-12-06,356.7927551269531
2022-12-07,354.8422546386719
2022-12-08,352.3485412597656
2022-12-09,349.8302001953125
2022-12-12,337.94207763671875
2022-12-13,334.90521240234375
2022-12-14,338.7938232421875
2022-12-15,326.42425537109375
2022-12-16,319.807373046875
2022-12-19,317.37542724609375
2022-12-20,316.2890930175781
2022-12-21,338.4605712890625
2022-12-22,328.81915283203125
2022-12-23,325.881103515625
2022-12-26,322.0171203613281
2022-12-27,326.9303894042969
2022-12-28,326.0291748046875
2022-12-29,325.18975830078125
2022-12-30,327.75750732421875
2023-01-02,325.3255615234375
2023-01-03,337.47296142578125
2023-01-04,335.4483947753906
2023-01-05,337.75689697265625
2023-01-06,328.4735107421875
2023-01-09,335.9175109863281
2023-01-10,335.89276123046875
2023-01-11,339.608642578125
2023-01-12,341.2998962402344
2023-01-13,340.53448486328125
2023-01-16,340.33697509765625
2023-01-17,342.4355773925781
2023-01-18,339.2752990722656
2023-01-19,335.2755126953125
2023-01-20,323.37506103515625
2023-01-23,326.7328796386719
2023-01-24,323.1158142089844
2023-01-25,320.62213134765625
2023-01-27,321.1900329589844
2023-01-30,325.25146484375
2023-01-31,332.0782470703125
2023-02-01,322.62200927734375
2023-02-02,324.86883544921875
2023-02-03,302.2406005859375
