Date,GODFRYPHLP
1999-01-04,14.724844932556152
1999-01-05,14.310890197753906
1999-01-06,14.586859703063965
1999-01-07,14.783977508544922
1999-01-08,14.508009910583496
1999-01-11,14.51392650604248
1999-01-12,13.778672218322754
1999-01-13,14.04675006866455
1999-01-14,13.721506118774414
1999-01-15,13.482990264892578
1999-01-18,13.601263999938965
1999-01-19,13.999442100524902
1999-01-20,13.999442100524902
1999-01-21,14.11377239227295
1999-01-22,15.061919212341309
1999-01-25,14.902252197265625
1999-01-26,14.902252197265625
1999-01-27,15.49952507019043
1999-01-28,15.138794898986816
1999-01-29,16.351083755493164
1999-02-01,17.352447509765625
1999-02-02,16.597484588623047
1999-02-03,17.348508834838867
1999-02-04,18.33213233947754
1999-02-05,19.798707962036133
1999-02-08,18.970802307128906
1999-02-09,17.78019905090332
1999-02-10,18.46814727783203
1999-02-11,19.9465389251709
1999-02-12,21.5432186126709
1999-02-15,23.26801109313965
1999-02-16,25.130788803100586
1999-02-17,27.141416549682617
1999-02-18,27.119731903076172
1999-02-19,26.094711303710938
1999-02-22,27.00540542602539
1999-02-23,29.165836334228516
1999-02-24,31.499725341796875
1999-02-25,32.50505065917969
1999-02-26,29.905027389526367
1999-03-01,32.48533630371094
1999-03-02,32.48533630371094
1999-03-03,33.086544036865234
1999-03-04,31.600263595581055
1999-03-05,31.854541778564453
1999-03-08,31.302610397338867
1999-03-09,29.968114852905273
1999-03-10,31.42089080810547
1999-03-11,30.947797775268555
1999-03-12,31.48198890686035
1999-03-15,31.539152145385742
1999-03-16,30.163259506225586
1999-03-17,29.567955017089844
1999-03-18,29.567955017089844
1999-03-19,29.567955017089844
1999-03-22,29.567955017089844
1999-03-23,28.503507614135742
1999-03-24,30.746728897094727
1999-03-25,30.750675201416016
1999-03-26,30.257875442504883
1999-03-29,30.257875442504883
1999-03-30,30.159311294555664
1999-03-31,30.43528175354004
1999-04-01,29.92277717590332
1999-04-02,29.92277717590332
1999-04-05,31.61800193786621
1999-04-06,29.088964462280273
1999-04-07,27.281370162963867
1999-04-08,25.10320472717285
1999-04-09,23.457244873046875
1999-04-12,23.37839698791504
1999-04-13,23.855424880981445
1999-04-14,23.855424880981445
1999-04-15,21.94928550720215
1999-04-16,23.705617904663086
1999-04-19,23.654367446899414
1999-04-20,23.33897590637207
1999-04-21,23.500612258911133
1999-04-22,22.511072158813477
1999-04-23,22.483476638793945
1999-04-26,20.69757080078125
1999-04-27,20.69757080078125
1999-04-28,20.61675453186035
1999-04-29,21.68316650390625
1999-04-30,22.668764114379883
1999-05-03,22.2627010345459
1999-05-04,23.19114112854004
1999-05-05,23.457244873046875
1999-05-06,25.1919002532959
1999-05-07,26.059226989746094
1999-05-10,25.862104415893555
1999-05-11,26.2169246673584
1999-05-12,25.94095230102539
1999-05-13,26.611162185668945
1999-05-14,26.808279037475586
1999-05-17,26.41404151916504
1999-05-18,26.059226989746094
1999-05-19,26.41404151916504
1999-05-20,25.82268524169922
1999-05-21,24.967187881469727
1999-05-24,24.245723724365234
1999-05-25,23.69378662109375
1999-05-26,23.733217239379883
1999-05-27,23.69378662109375
1999-05-28,23.141855239868164
1999-05-31,22.865888595581055
1999-06-01,22.097124099731445
1999-06-02,21.880285263061523
1999-06-03,22.629344940185547
1999-06-04,22.589923858642578
1999-06-07,22.589923858642578
1999-06-08,22.511072158813477
1999-06-09,21.880285263061523
1999-06-10,21.28893280029297
1999-06-11,20.342758178710938
1999-06-14,20.461029052734375
1999-06-15,20.10621452331543
1999-06-16,20.30333137512207
1999-06-17,20.579301834106445
1999-06-18,20.579301834106445
1999-06-21,20.579301834106445
1999-06-22,19.79082679748535
1999-06-23,19.94852066040039
1999-06-24,19.94852066040039
1999-06-25,18.535167694091797
1999-06-28,17.740774154663086
1999-06-29,17.445098876953125
1999-06-30,18.0955867767334
1999-07-01,19.514854431152344
1999-07-02,21.076040267944336
1999-07-05,22.629344940185547
1999-07-06,24.44087791442871
1999-07-07,26.39630699157715
1999-07-08,28.4010066986084
1999-07-09,30.67380142211914
1999-07-12,30.849233627319336
1999-07-13,29.56598472595215
1999-07-14,31.17645263671875
1999-07-15,29.17371940612793
1999-07-16,28.661211013793945
1999-07-19,28.503507614135742
1999-07-20,26.475141525268555
1999-07-21,28.594188690185547
1999-07-22,27.596755981445312
1999-07-23,27.596755981445312
1999-07-26,27.60464096069336
1999-07-27,27.62436294555664
1999-07-28,27.67561149597168
1999-07-29,27.6401309967041
1999-07-30,26.41404151916504
1999-08-02,26.25634765625
1999-08-03,27.596755981445312
1999-08-04,28.582365036010742
1999-08-05,28.77947998046875
1999-08-06,28.010704040527344
1999-08-09,27.20252799987793
1999-08-10,27.66377830505371
1999-08-11,27.596755981445312
1999-08-12,27.596755981445312
1999-08-13,27.596755981445312
1999-08-16,27.596755981445312
1999-08-17,27.20252799987793
1999-08-18,26.640727996826172
1999-08-19,27.265596389770508
1999-08-20,27.734743118286133
1999-08-23,27.596755981445312
1999-08-24,27.596755981445312
1999-08-25,27.596755981445312
1999-08-26,27.600704193115234
1999-08-27,28.239368438720703
1999-08-30,28.343847274780273
1999-08-31,28.76173973083496
1999-09-01,29.345216751098633
1999-09-02,30.58904457092285
1999-09-03,33.03726577758789
1999-09-06,34.348114013671875
1999-09-07,37.092018127441406
1999-09-08,37.85486602783203
1999-09-09,35.70823669433594
1999-09-10,36.35676193237305
1999-09-13,36.35676193237305
1999-09-14,35.647132873535156
1999-09-15,35.17601776123047
1999-09-16,34.251529693603516
1999-09-17,33.378273010253906
1999-09-20,33.9637336730957
1999-09-21,33.29351043701172
1999-09-22,32.88943099975586
1999-09-23,32.68244934082031
1999-09-24,32.42816925048828
1999-09-27,30.750675201416016
1999-09-28,32.343406677246094
1999-09-29,32.76130676269531
1999-09-30,30.760540008544922
1999-10-01,29.863643646240234
1999-10-04,28.77947998046875
