Date,APTUS
2021-08-24,327.45977783203125
2021-08-25,328.6397705078125
2021-08-26,331.8492431640625
2021-08-27,335.2947082519531
2021-08-30,335.8138427734375
2021-08-31,348.74615478515625
2021-09-01,356.5338134765625
2021-09-02,346.4333801269531
2021-09-03,354.74029541015625
2021-09-06,353.7019348144531
2021-09-07,348.55731201171875
2021-09-08,340.2505187988281
2021-09-09,340.9112548828125
2021-09-13,341.9024353027344
2021-09-14,341.0528564453125
2021-09-15,340.1088562011719
2021-09-16,336.7106628417969
2021-09-17,327.45977783203125
2021-09-20,317.9258117675781
2021-09-21,325.4302673339844
2021-09-22,323.8255615234375
2021-09-23,319.6721496582031
2021-09-24,320.6633605957031
2021-09-27,318.0202331542969
2021-09-28,313.44195556640625
2021-09-29,314.0083312988281
2021-09-30,298.7162170410156
2021-10-01,291.1173400878906
2021-10-04,293.24127197265625
2021-10-05,320.1441345214844
2021-10-06,304.37994384765625
2021-10-07,305.2767639160156
2021-10-08,304.1911926269531
2021-10-11,306.5039367675781
2021-10-12,312.4508972167969
2021-10-13,308.4861755371094
2021-10-14,307.73101806640625
2021-10-18,303.5303955078125
2021-10-19,302.0201110839844
2021-10-20,294.4684143066406
2021-10-21,295.412353515625
2021-10-22,296.0731201171875
2021-10-25,294.0908203125
2021-10-26,304.14398193359375
2021-10-27,306.9758605957031
2021-10-28,306.59832763671875
2021-10-29,311.5068664550781
2021-11-01,316.1322937011719
2021-11-02,319.7193298339844
2021-11-03,324.2975158691406
2021-11-04,327.8846130371094
2021-11-08,338.0793762207031
2021-11-09,338.3153381347656
2021-11-10,330.15008544921875
2021-11-11,330.4804992675781
2021-11-12,338.5985412597656
2021-11-15,331.4716491699219
2021-11-16,339.6841125488281
2021-11-17,334.16192626953125
2021-11-18,330.4804992675781
2021-11-22,324.6751708984375
2021-11-23,328.8757019042969
2021-11-24,315.0467834472656
2021-11-25,308.8166198730469
2021-11-26,285.59515380859375
2021-11-29,291.5421447753906
2021-11-30,295.3651428222656
2021-12-01,291.63653564453125
2021-12-02,299.8961486816406
2021-12-03,295.2707824707031
2021-12-06,292.48614501953125
2021-12-07,293.6188049316406
2021-12-08,301.0289306640625
2021-12-09,317.9258117675781
2021-12-10,318.0202331542969
2021-12-13,318.775390625
2021-12-14,323.40081787109375
2021-12-15,324.4863586425781
2021-12-16,330.4333190917969
2021-12-17,331.5660400390625
2021-12-20,329.01739501953125
2021-12-21,325.38311767578125
2021-12-22,328.8757019042969
2021-12-23,315.3771667480469
2021-12-24,317.3594665527344
2021-12-27,314.2915954589844
2021-12-28,314.7635192871094
2021-12-29,322.7872009277344
2021-12-30,320.3800964355469
2021-12-31,320.8520812988281
2022-01-03,328.9229431152344
2022-01-04,328.1678161621094
2022-01-05,323.6839599609375
2022-01-06,338.7873229980469
2022-01-07,337.5602111816406
2022-01-10,339.7312927246094
2022-01-11,330.3861083984375
2022-01-12,329.725341796875
2022-01-13,331.66046142578125
2022-01-14,345.8670654296875
2022-01-17,343.648681640625
2022-01-18,328.4981994628906
2022-01-19,331.75482177734375
2022-01-20,331.6132507324219
2022-01-21,346.9054260253906
2022-01-24,331.6132507324219
2022-01-25,331.943603515625
2022-01-27,330.4804992675781
2022-01-28,340.43927001953125
2022-01-31,341.24163818359375
2022-02-01,343.5071105957031
2022-02-02,368.5220642089844
2022-02-03,361.48956298828125
2022-02-04,349.1237487792969
2022-02-07,349.3597106933594
2022-02-08,337.4658203125
2022-02-09,346.15020751953125
2022-02-10,348.5101013183594
2022-02-11,346.0558166503906
2022-02-14,338.03216552734375
2022-02-15,339.8729248046875
2022-02-16,346.29180908203125
2022-02-17,345.5838317871094
2022-02-18,335.34185791015625
2022-02-21,329.725341796875
2022-02-22,319.3890075683594
2022-02-23,322.598388671875
2022-02-24,304.8047790527344
2022-02-25,311.459716796875
2022-02-28,324.4863586425781
2022-03-02,319.34173583984375
2022-03-03,316.3682556152344
2022-03-04,312.5924072265625
2022-03-07,326.6574401855469
2022-03-08,320.1441345214844
2022-03-09,320.0969543457031
2022-03-10,327.45977783203125
2022-03-11,349.6428527832031
2022-03-14,348.03814697265625
2022-03-15,348.3685607910156
2022-03-16,344.49835205078125
2022-03-17,360.7816162109375
2022-03-21,348.74615478515625
2022-03-22,340.39208984375
2022-03-23,316.2266845703125
2022-03-24,308.43902587890625
2022-03-25,305.60711669921875
2022-03-28,297.8194885253906
2022-03-29,303.90802001953125
2022-03-30,323.5423889160156
2022-03-31,321.4656677246094
2022-04-01,323.3063659667969
2022-04-04,329.9613037109375
2022-04-05,324.95831298828125
2022-04-06,320.238525390625
2022-04-07,314.95233154296875
2022-04-08,312.97003173828125
2022-04-11,321.1352844238281
2022-04-12,314.6219482421875
2022-04-13,316.604248046875
2022-04-18,308.0142822265625
2022-04-19,314.3387756347656
2022-04-20,318.775390625
2022-04-21,317.9258117675781
2022-04-22,316.1322937011719
2022-04-25,323.5895690917969
2022-04-26,314.71630859375
2022-04-27,317.40667724609375
2022-04-28,316.4626770019531
2022-04-29,308.6278381347656
2022-05-02,303.1528625488281
2022-05-04,303.10565185546875
2022-05-05,306.2679138183594
2022-05-06,290.83416748046875
2022-05-09,289.89019775390625
2022-05-10,275.070068359375
2022-05-11,280.4033508300781
2022-05-12,266.47998046875
2022-05-13,287.43585205078125
2022-05-16,294.7515563964844
2022-05-17,301.0289306640625
2022-05-18,297.34747314453125
2022-05-19,288.0967102050781
2022-05-20,299.2353820800781
2022-05-23,286.58636474609375
2022-05-24,295.695556640625
2022-05-25,296.403564453125
2022-05-26,287.19989013671875
2022-05-27,277.7131652832031
2022-05-30,286.6335144042969
2022-05-31,269.73663330078125
2022-06-01,273.18206787109375
2022-06-02,266.9991455078125
2022-06-03,263.9784851074219
2022-06-06,262.13775634765625
2022-06-07,256.1907958984375
2022-06-08,240.1434783935547
2022-06-09,246.70401000976562
2022-06-10,243.49456787109375
2022-06-13,233.48858642578125
2022-06-14,217.44125366210938
2022-06-15,218.5740203857422
2022-06-16,212.39105224609375
2022-06-17,224.19056701660156
2022-06-20,216.45010375976562
2022-06-21,229.52394104003906
2022-06-22,230.79827880859375
2022-06-23,240.61546325683594
2022-06-24,259.2115173339844
2022-06-27,251.7541961669922
2022-06-28,250.9990234375
2022-06-29,250.857421875
2022-06-30,266.00799560546875
2022-07-01,275.5419616699219
2022-07-04,261.8545837402344
2022-07-05,247.55357360839844
2022-07-06,248.7807159423828
2022-07-07,251.94300842285156
2022-07-08,258.0315246582031
2022-07-11,259.7779235839844
2022-07-12,264.3560485839844
2022-07-13,264.7808837890625
2022-07-14,264.8752746582031
2022-07-15,249.29991149902344
2022-07-18,255.29408264160156
2022-07-19,260.2498779296875
2022-07-20,266.9519348144531
2022-07-21,255.48284912109375
2022-07-22,256.9931640625
2022-07-25,263.3177185058594
2022-07-26,259.9666442871094
2022-07-27,256.568359375
2022-07-28,264.1673278808594
2022-07-29,266.47998046875
2022-08-01,274.5980224609375
2022-08-02,276.0611267089844
2022-08-03,274.8811950683594
2022-08-04,273.8428649902344
2022-08-05,279.08184814453125
2022-08-08,272.8989562988281
2022-08-10,266.81036376953125
2022-08-11,265.9607849121094
2022-08-12,272.8989562988281
2022-08-16,279.3178405761719
2022-08-17,300.2265625
2022-08-18,300.509765625
2022-08-19,291.30615234375
2022-08-22,297.77227783203125
2022-08-23,329.67816162109375
2022-08-24,318.3505859375
2022-08-25,313.5836181640625
2022-08-26,329.7725524902344
2022-08-29,334.4450988769531
2022-08-30,339.5897216796875
2022-09-01,332.17962646484375
2022-09-02,334.0675354003906
2022-09-05,333.50115966796875
2022-09-06,328.1678161621094
2022-09-07,340.29766845703125
2022-09-08,337.9849548339844
2022-09-09,330.8108825683594
2022-09-12,323.4952087402344
2022-09-13,331.2356262207031
2022-09-14,330.197265625
2022-09-15,307.73101806640625
2022-09-16,309.8077697753906
2022-09-19,292.3916931152344
2022-09-20,293.6188049316406
2022-09-21,280.82818603515625
2022-09-22,298.14990234375
2022-09-23,295.695556640625
2022-09-26,288.00225830078125
2022-09-27,287.1527099609375
2022-09-28,292.3445129394531
2022-09-29,286.6335144042969
2022-09-30,290.0789489746094
2022-10-03,292.0141296386719
2022-10-04,296.30914306640625
2022-10-06,291.1173400878906
2022-10-07,288.5214538574219
2022-10-10,286.39752197265625
2022-10-11,283.6600341796875
2022-10-12,285.21759033203125
2022-10-13,284.3208312988281
2022-10-14,284.98162841796875
2022-10-17,313.0172424316406
2022-10-18,314.9051513671875
2022-10-19,302.1144714355469
2022-10-20,308.3446044921875
2022-10-21,295.2707824707031
2022-10-24,301.1233215332031
2022-10-25,300.98175048828125
2022-10-27,294.79876708984375
2022-10-28,296.4979248046875
2022-10-31,298.0082702636719
2022-11-01,306.2206726074219
2022-11-02,306.12628173828125
2022-11-03,306.031982421875
2022-11-04,306.0791015625
2022-11-07,299.376953125
2022-11-09,304.5216064453125
2022-11-10,308.2973937988281
2022-11-11,304.14398193359375
2022-11-14,306.2679138183594
2022-11-15,299.9433898925781
2022-11-16,303.76641845703125
2022-11-17,306.6927185058594
2022-11-18,300.69854736328125
2022-11-21,297.2530822753906
2022-11-22,295.2236022949219
2022-11-23,297.2059020996094
2022-11-24,297.30029296875
2022-11-25,295.74273681640625
2022-11-28,295.978759765625
2022-11-29,297.44189453125
2022-11-30,296.2147216796875
2022-12-01,294.5628356933594
2022-12-02,292.9580383300781
2022-12-05,295.129150390625
2022-12-06,288.89898681640625
2022-12-07,290.7869567871094
2022-12-08,285.1336669921875
2022-12-09,291.4520568847656
2022-12-12,287.46148681640625
2022-12-13,284.1835632324219
2022-12-14,286.41632080078125
2022-12-15,288.2215881347656
2022-12-16,286.7013854980469
2022-12-19,283.9935302734375
2022-12-20,283.7559814453125
2022-12-21,284.8011779785156
2022-12-22,276.4400329589844
2022-12-23,261.8080139160156
2022-12-26,273.3045959472656
2022-12-27,281.8082275390625
2022-12-28,278.3878173828125
2022-12-29,297.7704162597656
2022-12-30,288.6491394042969
2023-01-02,288.1265563964844
2023-01-03,290.3594055175781
2023-01-04,283.47100830078125
2023-01-05,287.8415832519531
2023-01-06,286.7489013671875
2023-01-09,290.7868957519531
2023-01-10,289.6467590332031
2023-01-11,283.5184631347656
2023-01-12,283.56597900390625
2023-01-13,282.71087646484375
2023-01-16,285.94134521484375
2023-01-17,280.85809326171875
2023-01-18,275.34735107421875
2023-01-19,273.87469482421875
2023-01-20,273.87469482421875
2023-01-23,273.2095642089844
2023-01-24,272.0218811035156
2023-01-25,269.26654052734375
2023-01-27,266.74871826171875
2023-01-30,262.9006652832031
2023-01-31,263.9933776855469
2023-02-01,269.55157470703125
2023-02-02,266.4161071777344
2023-02-03,261.1429138183594
2023-02-06,261.9980773925781
2023-02-07,261.427978515625
2023-02-08,259.0050964355469
2023-02-09,253.49435424804688
2023-02-10,250.3589630126953
2023-02-13,248.83877563476562
2023-02-14,250.31143188476562
2023-02-15,256.9148864746094
2023-02-16,250.16896057128906
2023-02-17,249.07627868652344
2023-02-20,246.41595458984375
2023-02-21,243.6605682373047
2023-02-22,244.61070251464844
2023-02-23,239.09994506835938
2023-02-24,235.1569061279297
2023-02-27,233.8742218017578
2023-02-28,229.9787139892578
2023-03-01,230.02621459960938
2023-03-02,228.45849609375
2023-03-03,224.65798950195312
2023-03-06,266.5111999511719
2023-03-08,250.40646362304688
2023-03-09,233.1141357421875
2023-03-10,238.43484497070312
2023-03-13,240.6676788330078
2023-03-14,233.1141357421875
2023-03-15,233.8742218017578
2023-03-16,231.6414337158203
2023-03-17,231.87896728515625
2023-03-20,230.88133239746094
2023-03-21,236.20204162597656
2023-03-22,232.54405212402344
2023-03-23,232.54405212402344
2023-03-24,232.4965362548828
2023-03-27,230.16873168945312
2023-03-28,227.5083465576172
2023-03-29,229.028564453125
2023-03-31,230.78631591796875
2023-04-03,227.60337829589844
2023-04-05,227.08079528808594
2023-04-06,230.21624755859375
2023-04-10,228.07843017578125
2023-04-11,231.451416015625
2023-04-12,238.19729614257812
2023-04-13,239.19496154785156
2023-04-17,243.1855010986328
2023-04-18,245.84585571289062
2023-04-19,243.99307250976562
2023-04-20,242.37789916992188
2023-04-21,234.3968048095703
2023-04-24,231.73641967773438
2023-04-25,228.6010284423828
2023-04-26,228.69602966308594
2023-04-27,227.60337829589844
2023-04-28,228.03094482421875
2023-05-02,233.63668823242188
2023-05-03,241.0001983642578
2023-05-04,245.65582275390625
2023-05-05,244.80072021484375
2023-05-08,249.07627868652344
2023-05-09,245.5133056640625
2023-05-10,246.27342224121094
2023-05-11,245.60830688476562
2023-05-12,246.66162109375
2023-05-15,254.36981201171875
2023-05-16,254.36981201171875
2023-05-17,253.74740600585938
2023-05-18,253.4601593017578
2023-05-19,252.5026092529297
2023-05-22,254.65707397460938
2023-05-23,252.7898712158203
2023-05-24,252.7419891357422
2023-05-25,251.49716186523438
2023-05-26,245.51254272460938
2023-05-29,251.49716186523438
2023-05-30,248.4330596923828
2023-05-31,250.87477111816406
2023-06-01,253.84317016601562
2023-06-02,261.7428283691406
2023-06-05,265.81231689453125
2023-06-06,263.65789794921875
2023-06-07,266.8177490234375
2023-06-08,264.85479736328125
2023-06-09,262.2215881347656
2023-06-12,263.0355224609375
2023-06-13,262.6045837402344
2023-06-14,261.5992126464844
2023-06-15,257.9605407714844
2023-06-16,256.428466796875
2023-06-19,256.28485107421875
2023-06-20,254.89646911621094
2023-06-21,232.2028045654297
2023-06-22,236.17657470703125
2023-06-23,234.21365356445312
2023-06-26,234.78814697265625
2023-06-27,237.6128692626953
2023-06-28,236.84686279296875
2023-06-30,237.70863342285156
2023-07-03,237.85227966308594
2023-07-04,235.6977996826172
2023-07-05,235.6977996826172
2023-07-06,242.01756286621094
2023-07-07,239.28857421875
2023-07-10,238.47467041015625
2023-07-11,248.00216674804688
2023-07-12,248.959716796875
2023-07-13,251.40139770507812
2023-07-14,273.28118896484375
2023-07-17,264.2324523925781
2023-07-18,254.51339721679688
2023-07-19,259.109619140625
2023-07-20,255.37518310546875
2023-07-21,260.5937194824219
2023-07-24,260.0671081542969
2023-07-25,263.94512939453125
2023-07-26,259.25323486328125
2023-07-27,260.928955078125
2023-07-28,264.37603759765625
2023-07-31,270.9830627441406
2023-08-01,256.52423095703125
2023-08-02,251.97593688964844
2023-08-03,251.73655700683594
2023-08-04,255.0879364013672
2023-08-07,255.51881408691406
2023-08-08,250.9705352783203
2023-08-09,252.5026092529297
2023-08-10,253.4601593017578
2023-08-11,254.08251953125
2023-08-14,257.0509338378906
2023-08-16,260.16290283203125
2023-08-17,265.3336181640625
2023-08-18,259.68414306640625
2023-08-21,255.2794189453125
2023-08-22,257.9126892089844
2023-08-23,261.5034484863281
2023-08-24,256.28485107421875
2023-08-25,258.0084533691406
2023-08-28,255.75820922851562
2023-08-29,253.6995086669922
2023-08-30,253.36439514160156
2023-08-31,257.5296936035156
2023-09-01,257.00299072265625
2023-09-04,258.0084533691406
2023-09-05,256.47637939453125
2023-09-06,261.5992126464844
2023-09-07,265.9080810546875
2023-09-08,264.66326904296875
2023-09-11,266.1953430175781
2023-09-12,258.6787109375
2023-09-13,259.3489990234375
2023-09-14,257.2424011230469
2023-09-15,266.62628173828125
2023-09-18,264.7112121582031
2023-09-20,263.27490234375
2023-09-21,263.753662109375
2023-09-22,265.3336181640625
2023-09-25,270.7436828613281
2023-09-26,267.2007751464844
2023-09-27,279.98388671875
2023-09-28,278.69122314453125
2023-09-29,279.98388671875
2023-10-03,284.8673400878906
2023-10-04,281.2765808105469
2023-10-05,282.6650695800781
2023-10-06,279.9360046386719
2023-10-09,279.2178649902344
2023-10-10,280.74993896484375
2023-10-11,283.6225280761719
2023-10-12,280.6541748046875
2023-10-13,277.25494384765625
2023-10-16,278.11676025390625
2023-10-17,288.6495666503906
2023-10-18,284.4364318847656
2023-10-19,283.0480651855469
2023-10-20,279.6966552734375
2023-10-23,272.6587219238281
2023-10-25,273.2333068847656
2023-10-26,269.833984375
2023-10-27,278.3082275390625
2023-10-30,278.8826904296875
2023-10-31,276.4889221191406
2023-11-01,273.9992980957031
2023-11-02,277.49432373046875
2023-11-03,280.8456726074219
2023-11-06,276.63250732421875
2023-11-07,277.6379699707031
2023-11-08,276.3931579589844
2023-11-09,273.9514465332031
2023-11-10,287.692138671875
2023-11-13,285.1545715332031
2023-11-15,288.9847412109375
2023-11-16,288.8410949707031
2023-11-17,283.0001525878906
2023-11-20,278.93060302734375
2023-11-21,277.97308349609375
2023-11-22,275.3877258300781
2023-11-23,271.46185302734375
2023-11-24,271.4139404296875
2023-11-28,272.1321105957031
2023-11-29,274.908935546875
2023-11-30,277.4464416503906
2023-12-01,283.4788818359375
2023-12-04,287.5484619140625
2023-12-05,290.181640625
2023-12-06,286.9739685058594
2023-12-07,285.9206237792969
2023-12-08,304.5447692871094
2023-12-11,316.08306884765625
2023-12-12,313.21044921875
2023-12-13,317.1842346191406
2023-12-14,314.3116455078125
2023-12-15,310.09844970703125
2023-12-18,314.69464111328125
2023-12-19,315.939453125
2023-12-20,310.5772399902344
2023-12-21,313.8807067871094
2023-12-22,315.2691650390625
2023-12-26,316.75335693359375
2023-12-27,312.0135192871094
2023-12-28,306.268310546875
2023-12-29,306.1725769042969
2024-01-01,316.08306884765625
2024-01-02,315.2691650390625
2024-01-03,310.28997802734375
2024-01-04,315.939453125
2024-01-05,317.375732421875
2024-01-08,313.689208984375
2024-01-09,311.72625732421875
2024-01-10,311.24749755859375
2024-01-11,329.4407043457031
2024-01-12,330.7333679199219
2024-01-15,330.7333679199219
2024-01-16,333.3666076660156
2024-01-17,327.2862548828125
2024-01-18,347.5860900878906
2024-01-19,353.331298828125
2024-01-23,346.58062744140625
2024-01-24,351.36834716796875
2024-01-25,353.7142639160156
2024-01-29,354.6239929199219
2024-01-30,342.75048828125
2024-01-31,358.7413330078125
2024-02-01,359.4595031738281
2024-02-02,354.336669921875
2024-02-05,355.9166259765625
2024-02-06,359.1722717285156
2024-02-07,355.5335693359375
2024-02-08,354.0972595214844
2024-02-09,344.0366516113281
2024-02-12,337.34552001953125
2024-02-13,337.2011413574219
2024-02-14,344.56610107421875
2024-02-15,345.76959228515625
2024-02-16,341.8704528808594
2024-02-19,332.7724914550781
2024-02-20,335.516357421875
2024-02-21,337.2492370605469
2024-02-22,334.74615478515625
2024-02-23,332.146728515625
2024-02-26,327.0442199707031
2024-02-27,323.6745910644531
2024-02-28,317.32049560546875
2024-02-29,339.03033447265625
2024-03-01,321.700927734375
2024-03-04,328.7771301269531
2024-03-05,334.2166442871094
2024-03-06,320.8345031738281
2024-03-07,331.7135009765625
2024-03-11,327.7662658691406
2024-03-12,320.786376953125
2024-03-13,298.980224609375
2024-03-14,306.15264892578125
2024-03-15,302.2054138183594
2024-03-18,306.00823974609375
2024-03-19,299.4134216308594
2024-03-20,297.39166259765625
2024-03-21,301.9165954589844
2024-03-22,305.04547119140625
2024-03-26,299.4615478515625
2024-03-27,297.4879455566406
2024-03-28,297.6323547363281
2024-04-01,318.8127136230469
2024-04-02,322.6636962890625
2024-04-03,325.3112487792969
2024-04-04,316.1651611328125
2024-04-05,316.1170654296875
2024-04-08,311.8809814453125
2024-04-09,311.0626525878906
2024-04-10,314.4322204589844
2024-04-12,313.4213562011719
2024-04-15,306.2970886230469
2024-04-16,302.3979797363281
2024-04-18,304.2752685546875
2024-04-19,303.9383544921875
2024-04-22,308.12628173828125
2024-04-23,319.1496887207031
2024-04-24,334.1684875488281
2024-04-25,333.4945373535156
2024-04-26,324.15594482421875
2024-04-29,320.73822021484375
2024-04-30,314.865478515625
2024-05-02,317.7536926269531
2024-05-03,316.4540100097656
2024-05-06,311.01446533203125
2024-05-07,311.01446533203125
2024-05-08,311.495849609375
2024-05-09,302.30169677734375
2024-05-10,309.5703430175781
2024-05-13,306.2489318847656
2024-05-14,307.2597961425781
2024-05-15,307.16278076171875
2024-05-16,303.52398681640625
2024-05-17,302.9902648925781
2024-05-21,288.8232421875
2024-05-22,297.8474426269531
2024-05-23,297.79888916015625
2024-05-24,300.5158996582031
2024-05-27,300.0307312011719
2024-05-28,295.6641845703125
2024-05-29,295.4700927734375
2024-05-30,291.3946533203125
2024-05-31,290.90948486328125
2024-06-03,302.3110046386719
2024-06-04,291.78277587890625
2024-06-05,293.5294189453125
2024-06-06,302.45660400390625
2024-06-07,308.8123474121094
2024-06-10,308.4242248535156
2024-06-11,310.4134216308594
2024-06-12,330.014404296875
2024-06-13,334.1868896484375
2024-06-14,339.3297119140625
2024-06-18,333.4106140136719
2024-06-19,337.3404846191406
2024-06-20,336.07904052734375
2024-06-21,328.07366943359375
2024-06-24,329.9173583984375
2024-06-25,325.8904113769531
2024-06-26,320.7475891113281
2024-06-27,315.1195983886719
2024-06-28,320.1654052734375
2024-07-01,334.0412902832031
2024-07-02,325.79339599609375
2024-07-03,333.2165222167969
2024-07-04,333.8957824707031
2024-07-05,329.96588134765625
2024-07-08,324.6775207519531
2024-07-09,318.85540771484375
2024-07-10,314.4403381347656
2024-07-11,320.1654052734375
2024-07-12,318.41876220703125
2024-07-15,315.7018127441406
2024-07-16,315.1681213378906
2024-07-18,313.6155700683594
2024-07-19,311.189697265625
2024-07-22,316.18695068359375
2024-07-23,310.5104675292969
2024-07-24,310.6075134277344
2024-07-25,311.5778503417969
2024-07-26,310.3648986816406
2024-07-29,309.4430847167969
2024-07-30,307.4053039550781
2024-07-31,306.53204345703125
2024-08-01,305.46466064453125
2024-08-02,307.2113037109375
2024-08-05,301.3407287597656
2024-08-06,301.6802978515625
2024-08-07,299.642578125
2024-08-08,300.22479248046875
2024-08-09,299.2059631347656
2024-08-12,296.97412109375
2024-08-13,296.2948913574219
2024-08-14,291.5887451171875
2024-08-16,293.5779113769531
2024-08-19,295.8582458496094
2024-08-20,298.3326416015625
2024-08-21,304.7854309082031
2024-08-22,306.4835510253906
2024-08-23,300.9525451660156
2024-08-26,302.6991882324219
2024-08-27,298.1385498046875
2024-08-28,308.66680908203125
2024-08-29,312.8392639160156
2024-08-30,318.2247314453125
2024-09-02,311.9659729003906
2024-09-03,311.8204040527344
2024-09-04,313.7611389160156
2024-09-05,318.0791320800781
2024-09-06,317.01177978515625
2024-09-09,306.82318115234375
2024-09-10,312.9363098144531
2024-09-11,312.0630187988281
2024-09-12,314.05218505859375
2024-09-13,326.0359802246094
2024-09-16,322.34869384765625
2024-09-17,323.9012145996094
2024-09-18,328.6558837890625
2024-09-19,336.9523620605469
2024-09-20,350.4886779785156
2024-09-23,360.192138671875
2024-09-24,351.5075378417969
2024-09-25,357.1355285644531
2024-09-26,349.8094177246094
2024-09-27,353.6423034667969
2024-09-30,346.9954528808594
2024-10-01,341.5615234375
2024-10-03,330.3540344238281
2024-10-04,348.8390808105469
2024-10-07,358.78515625
2024-10-08,367.42120361328125
2024-10-09,367.32415771484375
2024-10-10,354.80670166015625
2024-10-11,350.10052490234375
2024-10-14,378.094970703125
2024-10-15,371.3996276855469
2024-10-16,368.7796936035156
2024-10-17,375.66912841796875
2024-10-18,363.15167236328125
2024-10-21,352.2353210449219
2024-10-22,341.0763244628906
2024-10-23,344.9091796875
2024-10-24,341.4644775390625
2024-10-25,327.7825927734375
2024-10-28,329.6747741699219
2024-10-29,334.5265197753906
2024-10-30,338.2138366699219
2024-10-31,345.15179443359375
2024-11-01,341.0763244628906
2024-11-04,341.6585388183594
2024-11-05,333.94427490234375
2024-11-06,330.7906494140625
2024-11-07,333.750244140625
2024-11-08,328.26776123046875
2024-11-11,322.73681640625
2024-11-12,317.7395324707031
2024-11-13,307.7449645996094
2024-11-14,309.3561706542969
2024-11-18,308.52618408203125
2024-11-19,306.32904052734375
2024-11-21,309.9421081542969
2024-11-22,307.9891052246094
2024-11-25,304.3271789550781
2024-11-26,302.66717529296875
2024-11-27,308.9167785644531
2024-11-28,309.502685546875
2024-11-29,312.48101806640625
2024-12-02,312.23687744140625
2024-12-03,314.8246154785156
2024-12-04,315.3128662109375
2024-12-05,313.8969421386719
2024-12-06,317.6564636230469
2024-12-09,313.3110656738281
2024-12-10,307.3543701171875
2024-12-11,304.52252197265625
2024-12-12,302.03240966796875
2024-12-13,300.8606262207031
2024-12-16,302.8136291503906
2024-12-17,303.4483642578125
2024-12-18,300.5676574707031
2024-12-19,301.2024230957031
2024-12-20,296.4175109863281
2024-12-23,304.47369384765625
2024-12-24,297.4916687011719
2024-12-26,295.3433837890625
2024-12-27,294.8063049316406
2024-12-30,284.30889892578125
2024-12-31,282.64886474609375
2025-01-01,284.65069580078125
2025-01-02,292.70684814453125
2025-01-03,289.92376708984375
2025-01-06,280.69586181640625
2025-01-07,287.0430908203125
2025-01-08,284.21124267578125
2025-01-09,281.08642578125
2025-01-10,275.1785583496094
2025-01-13,264.5835876464844
2025-01-14,268.4407043457031
2025-01-15,270.4913635253906
2025-01-16,285.2366027832031
2025-01-17,284.4065246582031
2025-01-20,285.2366027832031
2025-01-21,282.11175537109375
2025-01-22,271.6143493652344
2025-01-23,279.5240173339844
2025-01-24,275.3739013671875
2025-01-27,265.6088562011719
2025-01-28,270.8819580078125
2025-01-29,281.81878662109375
2025-01-30,289.92376708984375
2025-01-31,295.8804626464844
2025-02-01,309.6491394042969
2025-02-03,307.6473083496094
2025-02-04,313.8969421386719
2025-02-05,315.94757080078125
2025-02-06,320.39068603515625
2025-02-07,320.3418273925781
2025-02-10,313.9457702636719
2025-02-11,311.2604064941406
2025-02-12,301.0071105957031
2025-02-13,300.17706298828125
2025-02-14,291.6326599121094
2025-02-17,295.1968994140625
2025-02-18,299.0052490234375
2025-02-19,295.4410095214844
2025-02-20,294.26922607421875
2025-02-21,294.61102294921875
2025-02-24,293.097412109375
2025-02-25,297.2964172363281
2025-02-27,292.999755859375
2025-02-28,300.3235168457031
2025-03-03,304.42486572265625
2025-03-04,296.0757751464844
2025-03-05,297.83349609375
2025-03-06,297.4916687011719
2025-03-07,296.17340087890625
2025-03-10,297.6381530761719
2025-03-11,298.02880859375
2025-03-12,292.950927734375
2025-03-13,289.1426086425781
2025-03-17,283.0394592285156
