Date,TATAINVEST
1996-01-01,4.195547580718994
1996-01-02,4.146130561828613
1996-01-03,4.146130561828613
1996-01-04,4.049708366394043
1996-01-05,4.144926071166992
1996-01-08,4.146130561828613
1996-01-09,4.146130561828613
1996-01-10,4.146130561828613
1996-01-11,3.882176399230957
1996-01-12,4.073814392089844
1996-01-15,4.146130561828613
1996-01-16,3.977393627166748
1996-01-17,3.977393627166748
1996-01-18,3.977393627166748
1996-01-19,3.977393627166748
1996-01-22,3.977393627166748
1996-01-23,3.977393627166748
1996-01-24,3.977393627166748
1996-01-25,3.977393627166748
1996-01-26,3.977393627166748
1996-01-29,3.7363388538360596
1996-01-30,3.7363388538360596
1996-01-31,3.374758005142212
1996-02-01,3.4217638969421387
1996-02-02,3.567600965499878
1996-02-05,3.567600965499878
1996-02-06,3.567600965499878
1996-02-07,3.567600965499878
1996-02-08,3.567600965499878
1996-02-09,3.567600965499878
1996-02-12,3.9050772190093994
1996-02-13,3.9050772190093994
1996-02-14,4.2196526527404785
1996-02-15,4.2196526527404785
1996-02-16,4.2196526527404785
1996-02-19,4.2196526527404785
1996-02-20,4.459502220153809
1996-02-21,4.459502220153809
1996-02-22,4.459502220153809
1996-02-23,4.459502220153809
1996-02-26,4.459502220153809
1996-02-27,4.459502220153809
1996-02-28,4.459502220153809
1996-02-29,4.459502220153809
1996-03-01,4.821083068847656
1996-03-04,4.9416093826293945
1996-03-05,4.9416093826293945
1996-03-06,4.9416093826293945
1996-03-07,4.9416093826293945
1996-03-08,4.9416093826293945
1996-03-11,4.989821434020996
1996-03-12,4.989821434020996
1996-03-13,4.989821434020996
1996-03-14,4.989821434020996
1996-03-15,4.989821434020996
1996-03-18,4.989821434020996
1996-03-19,5.062135219573975
1996-03-20,5.062135219573975
1996-03-21,5.062135219573975
1996-03-22,5.062135219573975
1996-03-25,5.062135219573975
1996-03-26,5.062135219573975
1996-03-27,5.062135219573975
1996-03-28,5.062135219573975
1996-03-29,5.062135219573975
1996-04-01,5.062135219573975
1996-04-02,5.062135219573975
1996-04-03,5.062135219573975
1996-04-04,5.062135219573975
1996-04-05,5.062135219573975
1996-04-08,5.062135219573975
1996-04-09,5.062135219573975
1996-04-10,5.062135219573975
1996-04-11,5.062135219573975
1996-04-12,5.062135219573975
1996-04-15,5.062135219573975
1996-04-16,4.652344703674316
1996-04-17,5.110347747802734
1996-04-18,5.062135219573975
1996-04-19,5.182662487030029
1996-04-22,4.700556755065918
1996-04-23,5.062135219573975
1996-04-24,5.062135219573975
1996-04-25,5.327295780181885
1996-04-26,5.327295780181885
1996-04-29,5.327295780181885
1996-04-30,5.327295780181885
1996-05-01,5.327295780181885
1996-05-02,4.829520225524902
1996-05-03,4.829520225524902
1996-05-06,4.9416093826293945
1996-05-07,4.821083068847656
1996-05-08,4.821083068847656
1996-05-09,4.821083068847656
1996-05-10,4.821083068847656
1996-05-13,4.821083068847656
1996-05-14,4.821083068847656
1996-05-15,4.821083068847656
1996-05-16,4.821083068847656
1996-05-17,4.821083068847656
1996-05-20,4.700556755065918
1996-05-21,4.580029010772705
1996-05-22,4.700556755065918
1996-05-23,4.700556755065918
1996-05-24,4.700556755065918
1996-05-27,4.604133605957031
1996-05-28,4.604133605957031
1996-05-29,4.604133605957031
1996-05-30,4.604133605957031
1996-05-31,4.604133605957031
1996-06-03,4.604133605957031
1996-06-04,4.604133605957031
1996-06-05,4.604133605957031
1996-06-06,4.700556755065918
1996-06-07,4.821083068847656
1996-06-10,4.700556755065918
1996-06-11,4.700556755065918
1996-06-12,4.580029010772705
1996-06-13,4.580029010772705
1996-06-14,4.580029010772705
1996-06-17,5.038032054901123
1996-06-18,5.038032054901123
1996-06-19,5.038032054901123
1996-06-20,5.062135219573975
1996-06-21,5.086242198944092
1996-06-24,5.086242198944092
1996-06-25,5.086242198944092
1996-06-26,5.4116644859313965
1996-06-27,5.544245719909668
1996-06-28,5.544245719909668
1996-07-01,5.424922943115234
1996-07-02,5.303191661834717
1996-07-03,5.303191661834717
1996-07-04,5.062135219573975
1996-07-05,5.062135219573975
1996-07-08,5.062135219573975
1996-07-09,4.9416093826293945
1996-07-10,4.9416093826293945
1996-07-11,4.9416093826293945
1996-07-12,4.9416093826293945
1996-07-15,4.821083068847656
1996-07-16,4.942814826965332
1996-07-17,4.942814826965332
1996-07-18,4.944021224975586
1996-07-19,5.303191661834717
1996-07-22,5.303191661834717
1996-07-23,4.9416093826293945
1996-07-24,4.9416093826293945
1996-07-25,4.9416093826293945
1996-07-26,4.9416093826293945
1996-07-29,4.9416093826293945
1996-07-30,4.846392631530762
1996-07-31,4.846392631530762
1996-08-01,4.846392631530762
1996-08-02,4.713813304901123
1996-08-05,4.713813304901123
1996-08-06,4.713813304901123
1996-08-07,4.701760292053223
1996-08-08,4.7065815925598145
1996-08-09,4.7065815925598145
1996-08-12,4.338974475860596
1996-08-13,4.338974475860596
1996-08-14,4.338974475860596
1996-08-15,4.338974475860596
1996-08-16,4.338974475860596
1996-08-19,4.338974475860596
1996-08-20,4.338974475860596
1996-08-21,4.338974475860596
1996-08-22,4.338974475860596
1996-08-23,4.218446731567383
1996-08-26,4.567976474761963
1996-08-27,4.537844181060791
1996-08-28,4.537844181060791
1996-08-29,4.543870449066162
1996-08-30,4.543870449066162
1996-09-02,4.700556755065918
1996-09-03,4.578824043273926
1996-09-04,4.578824043273926
1996-09-05,4.578824043273926
1996-09-06,4.578824043273926
1996-09-09,4.578824043273926
1996-09-10,4.578824043273926
1996-09-11,4.338974475860596
1996-09-12,4.338974475860596
1996-09-13,4.338974475860596
1996-09-16,4.338974475860596
1996-09-17,4.338974475860596
1996-09-18,4.097919940948486
1996-09-19,4.097919940948486
1996-09-20,4.097919940948486
1996-09-23,4.049708366394043
1996-09-24,4.049708366394043
1996-09-25,4.049708366394043
1996-09-26,4.049708366394043
1996-09-27,3.8568665981292725
1996-09-30,3.7363388538360596
1996-10-01,3.5555481910705566
1996-10-02,3.5555481910705566
1996-10-03,3.567600965499878
1996-10-04,3.567600965499878
1996-10-07,3.422969102859497
1996-10-08,3.2542312145233154
1996-10-09,3.2542312145233154
1996-10-10,3.2542312145233154
1996-10-11,3.374758005142212
1996-10-14,3.374758005142212
1996-10-15,3.302440881729126
1996-10-16,3.4952845573425293
1996-10-17,3.471179962158203
1996-10-18,3.471179962158203
1996-10-21,3.471179962158203
1996-10-22,3.3988637924194336
1996-10-23,3.485643148422241
1996-10-24,3.394042491912842
1996-10-25,3.394042491912842
1996-10-28,3.394042491912842
1996-10-29,3.2783362865448
