Date,M&M
1996-11-01,23.791898727416992
1996-11-04,23.292083740234375
1996-11-05,23.3935489654541
1996-11-06,23.43113136291504
1996-11-07,23.930950164794922
1996-11-08,24.178979873657227
1996-11-11,24.799049377441406
1996-11-12,49.59809875488281
1996-11-13,24.445789337158203
1996-11-14,24.126359939575195
1996-11-15,24.05120086669922
1996-11-18,24.2691707611084
1996-11-19,24.194000244140625
1996-11-20,24.333053588867188
1996-11-21,23.882095336914062
1996-11-22,22.401443481445312
1996-11-25,21.529590606689453
1996-11-26,22.01436424255371
1996-11-27,20.973398208618164
1996-11-28,21.03728675842285
1996-11-29,21.450668334960938
1996-12-02,20.958362579345703
1996-12-03,20.608871459960938
1996-12-04,20.390907287597656
1996-12-05,21.73251724243164
1996-12-06,22.40519905090332
1996-12-09,22.69456672668457
1996-12-10,23.10042381286621
1996-12-11,23.61151695251465
1996-12-12,23.31464195251465
1996-12-13,23.27329444885254
1996-12-16,23.998586654663086
1996-12-17,24.28419303894043
1996-12-18,24.712608337402344
1996-12-19,24.757705688476562
1996-12-20,25.351469039916992
1996-12-23,25.186119079589844
1996-12-24,24.825349807739258
1996-12-25,24.825349807739258
1996-12-26,25.21993637084961
1996-12-27,25.21993637084961
1996-12-30,25.21993637084961
1996-12-31,24.1301212310791
1997-01-01,25.013248443603516
1997-01-02,24.753944396972656
1997-01-03,25.44165802001953
1997-01-06,26.050453186035156
1997-01-07,26.55402374267578
1997-01-08,26.403705596923828
1997-01-09,26.328548431396484
1997-01-10,26.892250061035156
1997-01-13,26.832120895385742
1997-01-14,27.414609909057617
1997-01-15,27.448436737060547
1997-01-16,26.343585968017578
1997-01-17,26.00912094116211
1997-01-20,25.674659729003906
1997-01-21,26.290971755981445
1997-01-22,26.11810302734375
1997-01-23,26.11810302734375
1997-01-24,25.851282119750977
1997-01-27,26.944866180419922
1997-01-28,27.459705352783203
1997-01-29,27.9144287109375
1997-01-30,27.068870544433594
1997-01-31,27.27556800842285
1997-02-03,26.666767120361328
1997-02-04,26.75320053100586
1997-02-05,26.437528610229492
1997-02-06,26.666767120361328
1997-02-07,26.550273895263672
1997-02-10,26.36612892150879
1997-02-11,27.192880630493164
1997-02-12,27.43340492248535
1997-02-13,28.557037353515625
1997-02-14,28.564556121826172
1997-02-17,28.572078704833984
1997-02-18,28.038434982299805
1997-02-19,27.95575523376465
1997-02-20,27.681427001953125
1997-02-21,27.369518280029297
1997-02-24,26.343585968017578
1997-02-25,26.26090431213379
1997-02-26,26.309751510620117
1997-02-27,26.956134796142578
1997-02-28,27.97831916809082
1997-03-03,27.737804412841797
1997-03-04,27.11397361755371
1997-03-05,28.166215896606445
1997-03-06,28.33156394958496
1997-03-07,56.66312789916992
1997-03-10,27.320663452148438
1997-03-11,26.020395278930664
1997-03-12,26.84339141845703
1997-03-13,26.956134796142578
1997-03-14,27.17034339904785
1997-03-17,27.117734909057617
1997-03-18,27.25676918029785
1997-03-19,27.03505516052246
1997-03-20,27.095182418823242
1997-03-21,26.911043167114258
1997-03-24,26.911043167114258
1997-03-25,26.700590133666992
1997-03-26,26.306007385253906
1997-03-27,25.851282119750977
1997-03-28,25.851282119750977
1997-03-31,23.600242614746094
1997-04-01,24.472103118896484
1997-04-02,25.272552490234375
1997-04-03,25.114713668823242
1997-04-04,24.806560516357422
1997-04-07,23.930950164794922
1997-04-08,23.930950164794922
1997-04-09,24.363115310668945
1997-04-10,24.163938522338867
1997-04-11,23.825721740722656
1997-04-14,47.65144348144531
1997-04-15,24.028656005859375
1997-04-16,24.028656005859375
1997-04-17,24.163938522338867
1997-04-18,24.163938522338867
1997-04-21,25.61077308654785
1997-04-22,25.994091033935547
1997-04-23,27.098949432373047
1997-04-24,26.85091209411621
1997-04-25,26.678043365478516
1997-04-28,26.68180274963379
1997-04-29,26.809572219848633
1997-04-30,28.278942108154297
1997-05-01,28.278942108154297
1997-05-02,28.380420684814453
1997-05-05,27.6513671875
1997-05-06,27.96328353881836
1997-05-07,27.29059410095215
1997-05-08,27.27932357788086
1997-05-09,27.04257583618164
1997-05-12,25.994091033935547
1997-05-13,25.6182861328125
1997-05-14,26.399951934814453
1997-05-15,26.933582305908203
1997-05-16,26.83587646484375
1997-05-19,26.655488967895508
1997-05-20,25.467967987060547
1997-05-21,25.742298126220703
1997-05-22,25.44165802001953
1997-05-23,25.994091033935547
1997-05-26,25.85504150390625
1997-05-27,26.133142471313477
1997-05-28,25.93771743774414
1997-05-29,26.09930992126465
1997-05-30,26.41498374938965
1997-06-02,26.01288414001465
1997-06-03,25.61077308654785
1997-06-04,25.467967987060547
1997-06-05,25.644594192504883
1997-06-06,25.471723556518555
1997-06-09,25.824981689453125
1997-06-10,26.790782928466797
1997-06-11,27.065120697021484
1997-06-12,27.854305267333984
1997-06-13,28.271440505981445
1997-06-16,30.09576416015625
1997-06-17,31.683963775634766
1997-06-18,32.21717834472656
1997-06-19,31.855350494384766
1997-06-20,31.56208610534668
1997-06-23,31.67254066467285
1997-06-24,33.80537414550781
1997-06-25,33.46640396118164
1997-06-26,33.28740310668945
1997-06-27,33.03601837158203
1997-06-30,33.25692367553711
1997-07-01,33.618743896484375
1997-07-02,33.348331451416016
1997-07-03,33.13885498046875
1997-07-04,33.1502799987793
1997-07-07,33.20360565185547
1997-07-08,33.424503326416016
1997-07-09,34.06816482543945
1997-07-10,34.27001953125
1997-07-11,33.710147857666016
1997-07-14,33.325477600097656
1997-07-15,33.93104934692383
1997-07-16,33.432125091552734
1997-07-17,33.48163604736328
1997-07-18,33.48163604736328
1997-07-21,35.526859283447266
1997-07-22,35.24883270263672
1997-07-23,35.778236389160156
1997-07-24,35.19932556152344
1997-07-25,34.83369827270508
1997-07-28,33.447364807128906
1997-07-29,33.28740310668945
1997-07-30,33.291202545166016
1997-07-31,33.68730163574219
1997-08-01,33.43973159790039
1997-08-04,33.946285247802734
1997-08-05,35.46212387084961
1997-08-06,36.509490966796875
1997-08-07,36.53996658325195
1997-08-08,36.61994171142578
1997-08-11,37.1226692199707
1997-08-12,37.35882568359375
1997-08-13,36.650421142578125
1997-08-14,35.72873306274414
1997-08-15,35.72873306274414
1997-08-18,35.12314987182617
1997-08-19,34.62041473388672
1997-08-20,34.71562576293945
1997-08-21,34.15576171875
1997-08-22,33.329288482666016
1997-08-25,32.072452545166016
1997-08-26,32.33905029296875
1997-08-27,33.02459716796875
1997-08-28,31.840126037597656
1997-08-29,30.47281265258789
1997-09-01,30.648014068603516
1997-09-02,28.633255004882812
1997-09-03,28.568506240844727
1997-09-04,28.031494140625
1997-09-05,28.941761016845703
1997-09-08,29.77965545654297
1997-09-09,30.967937469482422
1997-09-10,31.828699111938477
1997-09-11,31.91248321533203
1997-09-12,31.676349639892578
1997-09-15,31.554473876953125
1997-09-16,31.432584762573242
1997-09-17,31.29929542541504
1997-09-18,30.053882598876953
1997-09-19,30.088144302368164
1997-09-22,29.55494499206543
1997-09-23,30.56422233581543
1997-09-24,30.240497589111328
1997-09-25,30.621360778808594
1997-09-26,31.238357543945312
1997-09-29,30.301433563232422
1997-09-30,31.287864685058594
1997-10-01,29.741559982299805
1997-10-02,29.741559982299805
1997-10-03,29.741559982299805
1997-10-06,29.741559982299805
1997-10-07,29.741559982299805
1997-10-08,29.741559982299805
1997-10-09,29.0979061126709
1997-10-10,29.455913543701172
1997-10-13,29.23501205444336
1997-10-14,28.473283767700195
1997-10-15,29.06744956970215
1997-10-16,29.25406265258789
1997-10-17,28.976036071777344
1997-10-20,28.60658836364746
1997-10-21,28.168596267700195
1997-10-22,28.591367721557617
1997-10-23,27.345935821533203
1997-10-24,27.886762619018555
1997-10-27,28.183834075927734
1997-10-28,26.435680389404297
1997-10-29,27.71537971496582
1997-10-30,27.703948974609375
1997-10-31,27.703948974609375
1997-11-03,27.42211151123047
1997-11-04,27.296424865722656
1997-11-05,27.041248321533203
1997-11-06,26.751792907714844
1997-11-07,26.82034683227539
1997-11-10,27.06410026550293
1997-11-11,27.04505729675293
1997-11-12,27.10599708557129
1997-11-13,27.048873901367188
1997-11-14,27.048873901367188
1997-11-17,27.08695411682129
1997-11-18,26.382352828979492
1997-11-19,25.239770889282227
1997-11-20,24.47042465209961
1997-11-21,25.521604537963867
1997-11-24,25.270238876342773
1997-11-25,26.50423812866211
1997-11-26,25.60158920288086
1997-11-27,25.925323486328125
1997-11-28,25.670146942138672
1997-12-01,25.77297019958496
1997-12-02,25.300701141357422
1997-12-03,25.403539657592773
1997-12-04,24.721790313720703
1997-12-05,24.295230865478516
1997-12-08,24.024822235107422
1997-12-09,24.302839279174805
1997-12-10,24.679903030395508
1997-12-11,23.087888717651367
1997-12-12,22.158588409423828
1997-12-15,21.31307029724121
1997-12-16,21.716785430908203
1997-12-17,22.375680923461914
1997-12-18,23.16025733947754
1997-12-19,23.12978744506836
1997-12-22,23.114551544189453
1997-12-23,23.54112434387207
1997-12-24,23.586824417114258
1997-12-25,23.586824417114258
1997-12-26,23.762020111083984
1997-12-29,24.287614822387695
1997-12-30,24.291418075561523
1997-12-31,25.037912368774414
1998-01-01,24.641813278198242
1998-01-02,24.729419708251953
1998-01-05,24.820817947387695
1998-01-06,24.31427574157715
1998-01-07,24.59229850769043
1998-01-08,24.35997200012207
1998-01-09,23.617292404174805
1998-01-12,23.225011825561523
1998-01-13,23.62110137939453
1998-01-14,23.41543960571289
1998-01-15,21.872943878173828
1998-01-16,21.046476364135742
1998-01-19,21.377824783325195
1998-01-20,21.168346405029297
1998-01-21,21.221664428710938
1998-01-22,20.463754653930664
1998-01-23,20.345687866210938
1998-01-26,20.345687866210938
1998-01-27,18.772716522216797
1998-01-28,17.896732330322266
1998-01-29,18.544204711914062
1998-01-30,19.03551483154297
1998-02-02,18.867935180664062
1998-02-03,17.904354095458984
1998-02-04,17.7063045501709
1998-02-05,17.839601516723633
1998-02-06,17.34449005126953
1998-02-09,17.6110897064209
1998-02-10,17.23403549194336
1998-02-11,16.51039695739746
1998-02-12,16.23236656188965
1998-02-13,16.270456314086914
1998-02-16,16.270456314086914
1998-02-17,16.559906005859375
1998-02-18,16.887453079223633
1998-02-19,17.6110897064209
1998-02-20,17.523488998413086
1998-02-23,17.74820327758789
1998-02-24,17.835796356201172
1998-02-25,18.627988815307617
1998-02-26,18.570863723754883
1998-02-27,18.749868392944336
1998-03-02,20.62371253967285
1998-03-03,21.21024513244629
1998-03-04,21.663463592529297
1998-03-05,21.47303581237793
1998-03-06,21.297834396362305
1998-03-09,21.41210174560547
1998-03-10,20.49802589416504
1998-03-11,20.45993995666504
1998-03-12,20.509449005126953
1998-03-13,20.509449005126953
1998-03-16,20.55896759033203
1998-03-17,20.132400512695312
1998-03-18,20.532302856445312
1998-03-19,20.619903564453125
1998-03-20,19.9686279296875
1998-03-23,20.029565811157227
1998-03-24,20.894123077392578
1998-03-25,20.9588680267334
1998-03-26,20.677034378051758
1998-03-27,20.81414222717285
1998-03-30,20.810335159301758
1998-03-31,20.76844024658203
1998-04-01,22.638479232788086
1998-04-02,22.85175895690918
1998-04-03,22.908889770507812
1998-04-06,22.855567932128906
1998-04-07,22.21953010559082
1998-04-08,22.21953010559082
1998-04-09,23.156450271606445
1998-04-10,22.630859375
1998-04-13,22.03670883178711
1998-04-14,22.03670883178711
1998-04-15,22.21953010559082
1998-04-16,22.147159576416016
1998-04-17,22.333786010742188
1998-04-20,22.329971313476562
1998-04-21,22.20810317993164
1998-04-22,22.836519241333008
1998-04-23,22.79843521118164
1998-04-24,22.455657958984375
1998-04-27,21.998624801635742
1998-04-28,21.758684158325195
1998-04-29,22.093839645385742
1998-04-30,22.150972366333008
1998-05-01,22.150972366333008
1998-05-04,22.448041915893555
1998-05-05,22.444238662719727
1998-05-06,22.360443115234375
1998-05-07,22.360443115234375
1998-05-08,22.0976505279541
1998-05-11,22.181446075439453
1998-05-12,21.30926513671875
1998-05-13,20.18572235107422
1998-05-14,20.364730834960938
1998-05-15,20.124780654907227
1998-05-18,20.178102493286133
1998-05-19,19.561107635498047
1998-05-20,19.404949188232422
1998-05-21,19.355440139770508
1998-05-22,19.3021183013916
1998-05-25,19.591575622558594
1998-05-26,19.56491470336914
1998-05-27,19.1497745513916
1998-05-28,18.63941764831543
1998-05-29,18.494693756103516
1998-06-01,17.19594955444336
1998-06-02,15.70296573638916
1998-06-03,16.28949737548828
1998-06-04,16.057167053222656
1998-06-05,15.314486503601074
1998-06-08,15.463027000427246
1998-06-09,15.66869068145752
1998-06-10,16.003849029541016
1998-06-11,16.4113712310791
1998-06-12,16.17142677307129
1998-06-15,15.390657424926758
1998-06-16,15.047882080078125
1998-06-17,16.426603317260742
1998-06-18,16.266645431518555
1998-06-19,15.436360359191895
1998-06-22,14.278536796569824
1998-06-23,14.442310333251953
1998-06-24,15.013608932495117
1998-06-25,16.502429962158203
1998-06-26,16.87855339050293
1998-06-29,17.11363410949707
1998-06-30,17.011762619018555
1998-07-01,16.74534034729004
1998-07-02,16.569034576416016
1998-07-03,16.283023834228516
1998-07-06,15.92648983001709
1998-07-07,16.243839263916016
1998-07-08,16.165483474731445
1998-07-09,16.087125778198242
1998-07-10,15.742344856262207
1998-07-13,15.761934280395508
1998-07-14,15.44849681854248
1998-07-15,15.746264457702637
1998-07-16,16.326122283935547
1998-07-17,15.957830429077148
1998-07-20,15.499430656433105
1998-07-21,15.150735855102539
1998-07-22,15.209504127502441
1998-07-23,14.52778148651123
1998-07-24,13.368066787719727
1998-07-27,12.298463821411133
1998-07-28,12.247529983520508
1998-07-29,12.568800926208496
1998-07-30,12.32197093963623
1998-07-31,12.196595191955566
1998-08-03,11.31897258758545
1998-08-04,10.899751663208008
1998-08-05,11.518790245056152
1998-08-06,11.322894096374512
1998-08-07,10.852737426757812
1998-08-10,10.75086784362793
1998-08-11,10.813556671142578
1998-08-12,10.915422439575195
1998-08-13,11.738195419311523
1998-08-14,11.824387550354004
1998-08-17,11.597148895263672
1998-08-18,11.54229736328125
1998-08-19,11.91450309753418
1998-08-20,12.463016510009766
1998-08-21,12.102563858032227
1998-08-24,11.855731964111328
1998-08-25,12.271038055419922
1998-08-26,12.271038055419922
1998-08-27,12.839141845703125
1998-08-28,12.122156143188477
1998-08-31,12.361149787902832
1998-09-01,11.93801212310791
1998-09-02,12.145666122436523
1998-09-03,12.357233047485352
1998-09-04,13.348478317260742
1998-09-07,13.779446601867676
1998-09-08,14.124228477478027
1998-09-09,13.83821964263916
1998-09-10,13.822543144226074
1998-09-11,13.305380821228027
1998-09-14,13.716764450073242
1998-09-15,14.273111343383789
1998-09-16,14.371061325073242
1998-09-17,14.041951179504395
1998-09-18,13.861725807189941
1998-09-21,13.943999290466309
1998-09-22,13.097725868225098
1998-09-23,13.493438720703125
1998-09-24,14.469009399414062
1998-09-25,14.719761848449707
1998-09-28,14.98226261138916
1998-09-29,14.559121131896973
1998-09-30,14.273111343383789
1998-10-01,14.273111343383789
1998-10-02,14.273111343383789
1998-10-05,13.14474105834961
1998-10-06,13.219183921813965
1998-10-07,13.571797370910645
1998-10-08,13.070298194885254
1998-10-09,12.392494201660156
1998-10-12,12.341560363769531
1998-10-13,11.518790245056152
1998-10-14,12.220104217529297
1998-10-15,12.494359970092773
1998-10-16,12.157413482666016
1998-10-19,12.259282112121582
1998-10-20,11.91450309753418
1998-10-21,11.91450309753418
1998-10-22,11.483529090881348
1998-10-23,11.734278678894043
1998-10-26,12.635405540466309
1998-10-27,12.216182708740234
1998-10-28,11.930174827575684
1998-10-29,11.781292915344238
1998-10-30,11.699016571044922
1998-11-02,11.557968139648438
1998-11-03,11.46393871307373
1998-11-04,22.92787742614746
1998-11-05,11.926259994506836
1998-11-06,12.200514793395996
1998-11-09,12.839141845703125
1998-11-10,12.999776840209961
1998-11-11,13.109478950500488
1998-11-12,13.038955688476562
1998-11-13,12.913582801818848
1998-11-16,12.87048053741455
1998-11-17,13.352392196655273
1998-11-18,13.556126594543457
1998-11-19,13.062463760375977
1998-11-20,12.944925308227539
1998-11-23,12.768617630004883
1998-11-24,12.77253532409668
1998-11-25,25.54507064819336
1998-11-26,12.149579048156738
1998-11-27,11.753864288330078
1998-11-30,11.746027946472168
1998-12-01,11.330726623535156
1998-12-02,11.62849235534668
1998-12-03,11.675505638122559
1998-12-04,11.675505638122559
1998-12-07,11.961519241333008
1998-12-08,12.349397659301758
1998-12-09,12.204431533813477
1998-12-10,12.184843063354492
1998-12-11,12.302382469177246
1998-12-14,12.419919967651367
1998-12-15,12.094730377197266
1998-12-16,12.274953842163086
1998-12-17,11.988944053649902
1998-12-18,12.071220397949219
1998-12-21,12.694177627563477
1998-12-22,12.7255220413208
1998-12-23,12.537459373474121
1998-12-24,12.537459373474121
1998-12-25,25.074918746948242
1998-12-28,12.960597038269043
1998-12-29,12.850894927978516
1998-12-30,13.305380821228027
1998-12-31,12.929254531860352
1999-01-01,13.007614135742188
1999-01-04,13.156495094299316
1999-01-05,12.929254531860352
1999-01-06,13.86956787109375
1999-01-07,14.98226261138916
1999-01-08,15.828539848327637
1999-01-11,15.123307228088379
1999-01-12,14.347553253173828
1999-01-13,14.629644393920898
1999-01-14,14.7706937789917
1999-01-15,14.269194602966309
1999-01-18,14.343633651733398
1999-01-19,13.86956787109375
1999-01-20,13.86956787109375
1999-01-21,14.531697273254395
1999-01-22,14.496435165405273
1999-01-25,14.261360168457031
1999-01-26,14.261360168457031
1999-01-27,14.613972663879395
1999-01-28,14.421991348266602
1999-01-29,14.33971881866455
1999-02-01,14.20258903503418
1999-02-02,13.947924613952637
1999-02-03,13.893073081970215
1999-02-04,13.928330421447754
1999-02-05,14.222177505493164
1999-02-08,13.947924613952637
1999-02-09,14.045869827270508
1999-02-10,15.170321464538574
1999-02-11,15.593464851379395
1999-02-12,15.515104293823242
1999-02-15,16.757099151611328
1999-02-16,18.100954055786133
1999-02-17,19.550596237182617
1999-02-18,18.57111358642578
1999-02-19,19.11962127685547
1999-02-22,18.355619430541992
1999-02-23,18.57111358642578
1999-02-24,19.00208282470703
1999-02-25,18.94331932067871
1999-02-26,18.508420944213867
1999-03-01,19.197986602783203
1999-03-02,38.395973205566406
1999-03-03,19.746496200561523
1999-03-04,19.049102783203125
1999-03-05,19.903215408325195
1999-03-08,19.45656967163086
1999-03-09,20.138290405273438
1999-03-10,19.903215408325195
1999-03-11,19.903215408325195
1999-03-12,19.817020416259766
1999-03-15,19.585861206054688
1999-03-16,18.661222457885742
1999-03-17,18.876705169677734
1999-03-18,18.962907791137695
1999-03-19,18.33211326599121
1999-03-22,18.006925582885742
1999-03-23,17.865875244140625
1999-03-24,19.197986602783203
1999-03-25,18.64946746826172
1999-03-26,17.71307373046875
1999-03-29,35.4261474609375
1999-03-30,17.39572525024414
1999-03-31,17.70915985107422
1999-04-01,17.94423484802246
1999-04-02,17.94423484802246
1999-04-05,17.03527069091797
1999-04-06,16.996089935302734
1999-04-07,16.53769302368164
1999-04-08,16.592538833618164
1999-04-09,15.949995994567871
1999-04-12,15.993095397949219
1999-04-13,15.750182151794434
1999-04-14,15.750182151794434
1999-04-15,15.440666198730469
1999-04-16,16.678733825683594
1999-04-19,17.2390079498291
1999-04-20,18.618122100830078
1999-04-21,19.197986602783203
1999-04-22,18.95115089416504
1999-04-23,18.72782325744629
1999-04-26,17.23117446899414
1999-04-27,34.46234893798828
1999-04-28,17.403560638427734
1999-04-29,18.79834747314453
1999-04-30,17.493675231933594
1999-05-03,17.278182983398438
1999-05-04,17.517179489135742
1999-05-05,17.67781639099121
1999-05-06,18.006925582885742
1999-05-07,19.11962127685547
1999-05-10,18.72782325744629
1999-05-11,19.13920783996582
1999-05-12,19.041261672973633
1999-05-13,19.51141929626465
1999-05-14,20.21665382385254
1999-05-17,20.576948165893555
1999-05-18,20.496885299682617
1999-05-19,20.160602569580078
1999-05-20,19.456022262573242
1999-05-21,18.615331649780273
1999-05-24,19.18779945373535
1999-05-25,19.055694580078125
1999-05-26,18.21500587463379
1999-05-27,16.761808395385742
1999-05-28,16.809844970703125
1999-05-31,17.742610931396484
1999-06-01,16.893911361694336
1999-06-02,17.494407653808594
1999-06-03,17.954788208007812
1999-06-04,18.815494537353516
1999-06-07,18.335098266601562
1999-06-08,18.2590389251709
1999-06-09,19.291885375976562
1999-06-10,20.2726993560791
1999-06-11,19.704225540161133
1999-06-14,20.38479232788086
1999-06-15,20.308725357055664
1999-06-16,21.733901977539062
1999-06-17,22.47451400756836
1999-06-18,21.906044006347656
1999-06-21,21.91004753112793
1999-06-22,21.9300594329834
1999-06-23,21.221479415893555
1999-06-24,20.769107818603516
1999-06-25,20.749088287353516
1999-06-28,20.59296417236328
1999-06-29,20.33675193786621
1999-06-30,20.196638107299805
1999-07-01,20.24067497253418
1999-07-02,20.661014556884766
1999-07-05,21.437654495239258
1999-07-06,21.589784622192383
1999-07-07,23.31920623779297
1999-07-08,25.06464385986328
1999-07-09,26.4417781829834
1999-07-12,27.498645782470703
1999-07-13,28.503480911254883
1999-07-14,27.354534149169922
1999-07-15,27.026254653930664
1999-07-16,26.561878204345703
1999-07-19,25.380905151367188
1999-07-20,24.54021453857422
1999-07-21,26.117517471313477
1999-07-22,26.72201156616211
1999-07-23,26.697996139526367
1999-07-26,28.531505584716797
1999-07-27,29.200056076049805
1999-07-28,28.15519142150879
