Date,BHARATFORG
1996-01-01,10.430329322814941
1996-01-02,10.709001541137695
1996-01-03,10.752793312072754
1996-01-04,10.74881362915039
1996-01-05,10.868240356445312
1996-01-08,10.685114860534668
1996-01-09,10.709001541137695
1996-01-10,10.52985668182373
1996-01-11,10.52985668182373
1996-01-12,10.716965675354004
1996-01-15,10.816488265991211
1996-01-16,10.736872673034668
1996-01-17,10.597532272338867
1996-01-18,10.59355354309082
1996-01-19,10.824453353881836
1996-01-22,10.589573860168457
1996-01-23,10.509950637817383
1996-01-24,10.689096450805664
1996-01-25,10.709001541137695
1996-01-26,10.709001541137695
1996-01-29,10.541799545288086
1996-01-30,10.74881362915039
1996-01-31,10.927962303161621
1996-02-01,11.146916389465332
1996-02-02,11.338010787963867
1996-02-05,11.465402603149414
1996-02-06,11.306158065795898
1996-02-07,11.41762924194336
1996-02-08,11.644547462463379
1996-02-09,12.022746086120605
1996-02-12,12.221794128417969
1996-02-13,11.867484092712402
1996-02-14,12.022746086120605
1996-02-15,12.185966491699219
1996-02-16,12.305400848388672
1996-02-19,12.341229438781738
1996-02-20,12.687580108642578
1996-02-21,12.687580108642578
1996-02-22,12.902558326721191
1996-02-23,12.994122505187988
1996-02-26,12.874691009521484
1996-02-27,12.73137092590332
1996-02-28,12.7512788772583
1996-02-29,12.739334106445312
1996-03-01,12.707486152648926
1996-03-04,12.647772789001465
1996-03-05,12.647772789001465
1996-03-06,12.85876750946045
1996-03-07,12.898576736450195
1996-03-08,12.838858604431152
1996-03-11,12.739334106445312
1996-03-12,12.512414932250977
1996-03-13,12.221794128417969
1996-03-14,12.39298152923584
1996-03-15,12.261608123779297
1996-03-18,12.106346130371094
1996-03-19,12.341229438781738
1996-03-20,12.341229438781738
1996-03-21,11.744073867797852
1996-03-22,11.78388500213623
1996-03-25,11.664450645446777
1996-03-26,11.644547462463379
1996-03-27,11.624646186828613
1996-03-28,11.823691368103027
1996-03-29,11.955070495605469
1996-04-01,12.022746086120605
1996-04-02,12.022746086120605
1996-04-03,12.333269119262695
1996-04-04,12.341229438781738
1996-04-05,12.341229438781738
1996-04-08,12.301419258117676
1996-04-09,12.233741760253906
1996-04-10,11.94312572479248
1996-04-11,11.803788185119629
1996-04-12,11.744073867797852
1996-04-15,11.624646186828613
1996-04-16,11.584833145141602
1996-04-17,11.89137077331543
1996-04-18,11.859524726867676
1996-04-19,12.022746086120605
1996-04-22,11.771941184997559
1996-04-23,11.632604598999023
1996-04-24,12.046635627746582
1996-04-25,11.744073867797852
1996-04-26,10.951847076416016
1996-04-29,11.127010345458984
1996-04-30,10.645306587219238
1996-05-01,10.908056259155273
1996-05-02,10.669193267822266
1996-05-03,10.466156005859375
1996-05-06,10.509950637817383
1996-05-07,10.641327857971191
1996-05-08,10.828434944152832
1996-05-09,10.35071086883545
1996-05-10,10.35071086883545
1996-05-13,10.290990829467773
1996-05-14,11.290236473083496
1996-05-15,11.154878616333008
1996-05-16,11.465402603149414
1996-05-17,11.246442794799805
1996-05-20,11.210614204406738
1996-05-21,11.027486801147461
1996-05-22,10.908056259155273
1996-05-23,11.027486801147461
1996-05-24,10.848337173461914
1996-05-27,10.852319717407227
1996-05-28,10.987676620483398
1996-05-29,11.779905319213867
1996-05-30,11.94312572479248
1996-05-31,12.102370262145996
1996-06-03,12.42085075378418
1996-06-04,13.006062507629395
1996-06-05,13.296679496765137
1996-06-06,13.658956527709961
1996-06-07,14.7139253616333
1996-06-10,16.282466888427734
1996-06-11,15.203604698181152
1996-06-12,15.291187286376953
1996-06-13,14.980655670166016
1996-06-14,14.686062812805176
1996-06-17,14.220281600952148
1996-06-18,13.738576889038086
1996-06-19,13.822176933288574
1996-06-20,13.702743530273438
1996-06-21,13.774408340454102
1996-06-24,13.85800552368164
1996-06-25,13.921704292297363
1996-06-26,14.204360008239746
1996-06-27,14.17250919342041
1996-06-28,14.01326847076416
1996-07-01,13.85800552368164
1996-07-02,13.344452857971191
1996-07-03,12.966252326965332
1996-07-04,13.137439727783203
1996-07-05,13.22900390625
1996-07-08,13.137439727783203
1996-07-09,12.902558326721191
1996-07-10,13.232982635498047
1996-07-11,13.416111946105957
1996-07-12,13.296679496765137
1996-07-15,13.256872177124023
1996-07-16,13.300665855407715
1996-07-17,13.165306091308594
1996-07-18,13.217059135437012
1996-07-19,13.137439727783203
1996-07-22,13.217059135437012
1996-07-23,12.767203330993652
1996-07-24,12.81497573852539
1996-07-25,12.679619789123535
1996-07-26,12.381041526794434
1996-07-29,11.875448226928711
1996-07-30,12.102370262145996
1996-07-31,12.178006172180176
1996-08-01,12.102370262145996
1996-08-02,11.867484092712402
1996-08-05,11.94312572479248
1996-08-06,11.429573059082031
1996-08-07,11.911277770996094
1996-08-08,11.863505363464355
1996-08-09,11.744073867797852
1996-08-12,11.572888374328613
1996-08-13,11.724165916442871
1996-08-14,11.146916389465332
1996-08-15,11.146916389465332
1996-08-16,10.728907585144043
1996-08-19,10.358672142028809
1996-08-20,10.370613098144531
1996-08-21,10.657249450683594
1996-08-22,11.083221435546875
1996-08-23,11.664450645446777
1996-08-26,11.142935752868652
1996-08-27,10.752793312072754
1996-08-28,10.828434944152832
1996-08-29,10.836395263671875
1996-08-30,10.649288177490234
1996-09-02,10.35071086883545
1996-09-03,10.422367095947266
1996-09-04,10.346729278564453
1996-09-05,10.509950637817383
1996-09-06,10.028242111206055
1996-09-09,10.298954010009766
1996-09-10,10.243220329284668
1996-09-11,10.430329322814941
1996-09-12,10.271086692810059
1996-09-13,9.757534980773926
1996-09-16,9.395261764526367
1996-09-17,9.064834594726562
1996-09-18,9.236018180847168
1996-09-19,9.315634727478027
1996-09-20,9.315634727478027
1996-09-23,8.917536735534668
1996-09-24,8.47165584564209
1996-09-25,8.479618072509766
1996-09-26,8.43582534790039
1996-09-27,8.50350284576416
1996-09-30,8.200946807861328
1996-10-01,8.384075164794922
1996-10-02,8.384075164794922
1996-10-03,8.360188484191895
1996-10-04,8.280567169189453
1996-10-07,7.962084770202637
1996-10-08,8.005874633789062
1996-10-09,7.6436028480529785
1996-10-10,8.161133766174316
1996-10-11,8.009857177734375
1996-10-14,8.08151626586914
1996-10-15,7.786917686462402
1996-10-16,7.88644552230835
1996-10-17,7.922275543212891
1996-10-18,8.08151626586914
1996-10-21,8.08151626586914
1996-10-22,7.9780073165893555
1996-10-23,8.200946807861328
1996-10-24,7.985968112945557
1996-10-25,8.041701316833496
1996-10-28,7.962084770202637
1996-10-29,7.763031482696533
1996-10-30,7.763031482696533
1996-10-31,7.364926338195801
1996-11-01,7.563977241516113
1996-11-04,7.484358787536621
1996-11-05,7.102179050445557
1996-11-06,7.1658759117126465
1996-11-07,7.245494365692139
1996-11-08,7.225590229034424
1996-11-11,7.1658759117126465
1996-11-12,7.1658759117126465
1996-11-13,7.1658759117126465
1996-11-14,7.245494365692139
1996-11-15,7.197724342346191
1996-11-18,7.26938533782959
1996-11-19,7.1658759117126465
1996-11-20,7.086254596710205
1996-11-21,7.086254596710205
1996-11-22,7.1658759117126465
1996-11-25,6.767771244049072
1996-11-26,6.731942176818848
1996-11-27,6.7080559730529785
1996-11-28,6.67620849609375
1996-11-29,6.747866153717041
1996-12-02,6.369667053222656
1996-12-03,6.051185131072998
1996-12-04,5.971562385559082
1996-12-05,6.011373043060303
1996-12-06,6.250234127044678
1996-12-09,6.242274761199951
1996-12-10,6.079049587249756
1996-12-11,6.21042537689209
1996-12-12,6.21042537689209
1996-12-13,6.298007488250732
1996-12-16,6.361705780029297
1996-12-17,6.250234127044678
1996-12-18,6.3298563957214355
1996-12-19,6.509001731872559
1996-12-20,6.966821193695068
1996-12-23,7.034500598907471
1996-12-24,7.189761161804199
1996-12-25,7.189761161804199
1996-12-26,7.563977241516113
1996-12-27,7.563977241516113
1996-12-30,7.563977241516113
1996-12-31,7.376870632171631
1997-01-01,7.647581100463867
1997-01-02,7.81080436706543
1997-01-03,7.563977241516113
1997-01-06,7.556020259857178
1997-01-07,7.587867736816406
1997-01-08,7.958102703094482
1997-01-09,7.882463455200195
1997-01-10,8.073554992675781
1997-01-13,8.14123249053955
1997-01-14,8.495543479919434
1997-01-15,8.961326599121094
1997-01-16,8.519433975219727
1997-01-17,8.12530517578125
1997-01-20,7.83867073059082
1997-01-21,7.4485297203063965
1997-01-22,7.842653274536133
1997-01-23,7.842653274536133
1997-01-24,7.802840232849121
1997-01-27,7.962084770202637
1997-01-28,7.962084770202637
1997-01-29,8.041701316833496
1997-01-30,8.14123249053955
1997-01-31,7.966064929962158
1997-02-03,8.041701316833496
1997-02-04,8.20492935180664
1997-02-05,8.12530517578125
1997-02-06,8.08151626586914
1997-02-07,7.981988430023193
1997-02-10,7.942177772521973
1997-02-11,8.43980884552002
1997-02-12,8.101419448852539
1997-02-13,7.970045566558838
1997-02-14,8.08151626586914
1997-02-17,8.08151626586914
1997-02-18,7.922275543212891
1997-02-19,7.882463455200195
1997-02-20,7.962084770202637
1997-02-21,7.974027633666992
1997-02-24,7.794878959655762
1997-02-25,7.906347751617432
1997-02-26,7.663507461547852
1997-02-27,7.842653274536133
1997-02-28,7.954122066497803
1997-03-03,8.519433975219727
1997-03-04,8.28454875946045
1997-03-05,8.224832534790039
1997-03-06,7.962084770202637
1997-03-07,7.962084770202637
1997-03-10,7.802840232849121
1997-03-11,7.488338470458984
1997-03-12,7.563977241516113
1997-03-13,7.635638236999512
1997-03-14,7.723220348358154
1997-03-17,7.532131195068359
1997-03-18,7.484358787536621
1997-03-19,7.484358787536621
1997-03-20,7.524167060852051
1997-03-21,7.265402317047119
1997-03-24,7.265402317047119
1997-03-25,7.3689093589782715
1997-03-26,7.524167060852051
1997-03-27,7.563977241516113
1997-03-28,7.563977241516113
1997-03-31,7.046443462371826
1997-04-01,7.006633281707764
1997-04-02,7.245494365692139
1997-04-03,7.325117111206055
1997-04-04,7.404738426208496
1997-04-07,7.372890949249268
1997-04-08,7.372890949249268
1997-04-09,7.639618873596191
1997-04-10,7.404738426208496
1997-04-11,7.524167060852051
1997-04-14,7.524167060852051
1997-04-15,7.337061405181885
1997-04-16,7.337061405181885
1997-04-17,7.213649749755859
1997-04-18,7.213649749755859
1997-04-21,7.325117111206055
1997-04-22,7.329100608825684
1997-04-23,7.217630386352539
1997-04-24,7.169854164123535
1997-04-25,7.325117111206055
1997-04-28,7.285306930541992
1997-04-29,7.1300458908081055
1997-04-30,7.205686092376709
1997-05-01,7.205686092376709
1997-05-02,7.086254596710205
1997-05-05,7.364926338195801
1997-05-06,7.289285659790039
1997-05-07,7.289285659790039
1997-05-08,7.293270111083984
1997-05-09,7.245494365692139
1997-05-12,7.245494365692139
1997-05-13,7.213649749755859
1997-05-14,7.225590229034424
1997-05-15,7.289285659790039
1997-05-16,7.289285659790039
1997-05-19,7.285306930541992
1997-05-20,7.432605743408203
1997-05-21,7.2614216804504395
1997-05-22,7.189761161804199
1997-05-23,7.110140323638916
1997-05-26,6.9270100593566895
1997-05-27,6.445306777954102
1997-05-28,6.369667053222656
1997-05-29,6.242274761199951
1997-05-30,6.274119853973389
1997-06-02,6.230329513549805
1997-06-03,6.051185131072998
1997-06-04,6.130804061889648
1997-06-05,5.971562385559082
1997-06-06,5.8839802742004395
1997-06-09,5.951659679412842
1997-06-10,5.951659679412842
1997-06-11,6.015355110168457
1997-06-12,5.971562385559082
1997-06-13,5.852132320404053
1997-06-16,5.744643211364746
1997-06-17,5.8083415031433105
1997-06-18,5.688908576965332
1997-06-19,5.688908576965332
1997-06-20,5.573458194732666
1997-06-23,5.517723083496094
1997-06-24,5.505781173706055
1997-06-25,5.565497875213623
1997-06-26,5.509761810302734
1997-06-27,5.497819423675537
1997-06-30,5.493838310241699
1997-07-01,5.489856719970703
1997-07-02,5.5615153312683105
1997-07-03,5.5416107177734375
1997-07-04,5.5615153312683105
1997-07-07,5.939713954925537
1997-07-08,6.345778942108154
1997-07-09,6.791656017303467
1997-07-10,7.197724342346191
1997-07-11,6.87127685546875
1997-07-14,6.469192981719971
1997-07-15,6.441325664520264
1997-07-16,6.4492878913879395
1997-07-17,6.4532694816589355
1997-07-18,6.4532694816589355
1997-07-21,6.361705780029297
1997-07-22,6.568719863891602
1997-07-23,6.648339748382568
1997-07-24,6.616490840911865
1997-07-25,6.568719863891602
1997-07-28,6.469192981719971
1997-07-29,6.4333648681640625
1997-07-30,6.4492878913879395
1997-07-31,6.50104284286499
1997-08-01,6.580662250518799
1997-08-04,6.887204170227051
1997-08-05,7.233555316925049
1997-08-06,7.4246416091918945
1997-08-07,7.014595985412598
1997-08-08,6.9270100593566895
1997-08-11,6.620472431182861
1997-08-12,6.616490840911865
1997-08-13,6.632417678833008
1997-08-14,6.497061252593994
1997-08-15,6.497061252593994
1997-08-18,6.274119853973389
1997-08-19,6.182557106018066
1997-08-20,6.254217147827148
1997-08-21,6.186540126800537
1997-08-22,6.07108736038208
1997-08-25,6.055164337158203
1997-08-26,5.796396255493164
1997-08-27,6.090994834899902
1997-08-28,5.939713954925537
1997-08-29,5.9237895011901855
1997-09-01,5.887961387634277
