Date,GULFOILLUB
2015-06-05,346.634033203125
2015-06-08,337.3467712402344
2015-06-09,331.97998046875
2015-06-10,330.2671813964844
2015-06-11,319.9903259277344
2015-06-12,311.9591369628906
2015-06-15,351.42987060546875
2015-06-16,323.83465576171875
2015-06-17,335.93841552734375
2015-06-18,340.3918151855469
2015-06-19,327.8312072753906
2015-06-22,330.9523620605469
2015-06-23,331.14263916015625
2015-06-24,331.97998046875
2015-06-25,323.5682373046875
2015-06-26,338.5648498535156
2015-06-29,333.19805908203125
2015-06-30,347.1668701171875
2015-07-01,348.8035888671875
2015-07-02,345.1115417480469
2015-07-03,346.9004211425781
2015-07-06,363.8382263183594
2015-07-07,366.312255859375
2015-07-08,369.2430725097656
2015-07-09,359.38494873046875
2015-07-10,358.6998291015625
2015-07-13,362.2395324707031
2015-07-14,369.7759094238281
2015-07-15,362.69635009765625
2015-07-16,373.2395935058594
2015-07-17,369.09075927734375
2015-07-20,374.5717468261719
2015-07-21,365.6271667480469
2015-07-22,366.1219177246094
2015-07-23,385.8001403808594
2015-07-24,388.73095703125
2015-07-27,383.9351501464844
2015-07-28,417.73443603515625
2015-07-29,371.831298828125
2015-07-30,365.8935241699219
2015-07-31,365.9316101074219
2015-08-03,362.6202087402344
2015-08-04,359.30877685546875
2015-08-05,365.17041015625
2015-08-06,362.429931640625
2015-08-07,361.668701171875
2015-08-10,366.1219177246094
2015-08-11,359.3467712402344
2015-08-12,361.2118835449219
2015-08-13,360.2222595214844
2015-08-14,361.7066650390625
2015-08-17,360.9454345703125
2015-08-18,357.3294982910156
2015-08-19,365.2845458984375
2015-08-20,365.9316101074219
2015-08-21,387.24658203125
2015-08-24,359.23260498046875
2015-08-25,358.2430114746094
2015-08-26,357.17730712890625
2015-08-27,388.6167907714844
2015-08-28,379.1773681640625
2015-08-31,379.82440185546875
2015-09-01,381.346923828125
2015-09-02,381.91778564453125
2015-09-03,383.2119140625
2015-09-04,375.02850341796875
2015-09-07,366.6548156738281
2015-09-08,368.786376953125
2015-09-09,377.9593811035156
2015-09-10,377.9974060058594
2015-09-11,374.191162109375
2015-09-14,375.8395690917969
2015-09-15,373.3860778808594
2015-09-16,389.8319091796875
2015-09-18,382.5098876953125
2015-09-21,371.69940185546875
2015-09-22,365.3740539550781
2015-09-23,371.4693298339844
2015-09-24,371.69940185546875
2015-09-28,370.93267822265625
2015-09-29,371.3160095214844
2015-09-30,365.79571533203125
2015-10-01,366.4090881347656
2015-10-05,374.45947265625
2015-10-06,369.32257080078125
2015-10-07,371.3160095214844
2015-10-08,376.52960205078125
2015-10-09,373.4244079589844
2015-10-12,371.7376708984375
2015-10-13,371.1242980957031
2015-10-14,369.7058410644531
2015-10-15,372.27435302734375
2015-10-16,368.8625793457031
2015-10-19,373.2711181640625
2015-10-20,378.7146911621094
2015-10-21,377.0662841796875
2015-10-23,375.916259765625
2015-10-26,376.3762512207031
2015-10-27,373.3093566894531
2015-10-28,376.60638427734375
2015-10-29,372.619384765625
2015-10-30,374.72784423828125
2015-11-02,375.64794921875
2015-11-03,375.916259765625
2015-11-04,378.25469970703125
2015-11-05,370.0892639160156
2015-11-06,372.0443420410156
2015-11-09,367.9808349609375
2015-11-10,371.1242980957031
2015-11-13,371.047607421875
2015-11-16,367.09906005859375
2015-11-17,369.5525207519531
2015-11-18,361.8088073730469
2015-11-19,359.2403869628906
2015-11-20,364.7607116699219
2015-11-23,368.9775390625
2015-11-24,371.62274169921875
2015-11-26,368.36419677734375
2015-11-27,364.3773498535156
2015-11-30,364.1856384277344
2015-12-01,367.290771484375
2015-12-02,371.69940185546875
2015-12-03,375.64794921875
2015-12-04,378.4080505371094
2015-12-07,374.0378723144531
2015-12-08,369.47589111328125
2015-12-09,356.9018859863281
2015-12-10,371.3544006347656
2015-12-11,365.3357238769531
2015-12-14,365.4890441894531
2015-12-15,374.22955322265625
2015-12-16,370.6259765625
2015-12-17,367.06072998046875
2015-12-18,370.70263671875
2015-12-21,372.4660949707031
2015-12-22,369.2076110839844
2015-12-23,380.05645751953125
2015-12-24,382.89324951171875
2015-12-28,373.1944580078125
2015-12-29,374.0378723144531
2015-12-30,395.7357177734375
2015-12-31,400.680908203125
2016-01-01,408.5013427734375
2016-01-04,393.6271667480469
2016-01-05,404.9360656738281
2016-01-06,406.27783203125
2016-01-07,394.2022399902344
2016-01-08,400.2208251953125
2016-01-11,407.5428466796875
2016-01-12,400.0674743652344
2016-01-13,399.68414306640625
2016-01-14,401.6392822265625
2016-01-15,386.84173583984375
2016-01-18,384.88671875
2016-01-19,375.22613525390625
2016-01-20,361.923828125
2016-01-21,371.8143310546875
2016-01-22,379.826416015625
2016-01-25,382.6632385253906
2016-01-27,392.01708984375
2016-01-28,393.3587951660156
2016-01-29,400.0291442871094
2016-02-01,395.8506164550781
2016-02-02,397.4989929199219
2016-02-03,403.36431884765625
2016-02-04,386.3433837890625
2016-02-05,388.29852294921875
2016-02-08,393.85723876953125
2016-02-09,385.23175048828125
2016-02-10,387.5318908691406
2016-02-11,367.52081298828125
2016-02-12,364.5306701660156
2016-02-15,378.29302978515625
2016-02-16,381.3982238769531
2016-02-17,372.180419921875
2016-02-18,382.47802734375
2016-02-19,386.3348083496094
2016-02-22,387.9161376953125
2016-02-23,376.2686462402344
2016-02-24,372.8360900878906
2016-02-25,363.2712707519531
2016-02-26,362.19134521484375
2016-02-29,354.09210205078125
2016-03-01,366.20245361328125
2016-03-02,374.49456787109375
2016-03-03,373.49176025390625
2016-03-04,378.9298400878906
2016-03-08,371.75628662109375
2016-03-09,376.84716796875
2016-03-10,367.9765319824219
2016-03-11,366.433837890625
2016-03-14,366.8581237792969
2016-03-15,357.408935546875
2016-03-16,360.2243957519531
2016-03-17,362.3070373535156
2016-03-18,359.3758850097656
2016-03-21,370.2520446777344
2016-03-22,364.0811767578125
2016-03-23,372.7974853515625
2016-03-28,374.18597412109375
2016-03-29,384.71502685546875
2016-03-30,388.7646484375
2016-03-31,394.8583679199219
2016-04-01,401.9548645019531
2016-04-04,409.8999328613281
2016-04-05,401.4149169921875
2016-04-06,411.7897033691406
2016-04-07,412.6767883300781
2016-04-08,407.5858154296875
2016-04-11,410.1312561035156
2016-04-12,407.2772521972656
2016-04-13,417.8063659667969
2016-04-18,435.8174743652344
2016-04-20,421.4702453613281
2016-04-21,402.7262268066406
2016-04-22,404.8089599609375
2016-04-25,399.9879150390625
2016-04-26,409.0899658203125
2016-04-27,408.087158203125
2016-04-28,409.8999328613281
2016-04-29,416.3407287597656
2016-05-02,402.9190979003906
2016-05-03,404.4232177734375
2016-05-04,401.1064147949219
2016-05-05,407.4315185546875
2016-05-06,405.85028076171875
2016-05-09,403.1119384765625
2016-05-10,411.288330078125
2016-05-11,417.72918701171875
2016-05-12,425.0184631347656
2016-05-13,424.63287353515625
2016-05-16,419.42620849609375
2016-05-17,414.21954345703125
2016-05-18,415.646484375
2016-05-19,417.9606018066406
2016-05-20,416.3793029785156
2016-05-23,419.7347717285156
2016-05-24,425.1342468261719
2016-05-25,419.4646911621094
2016-05-26,417.9991760253906
2016-05-27,415.45361328125
2016-05-30,424.1313781738281
2016-05-31,420.0817565917969
2016-06-01,416.72637939453125
2016-06-02,413.5638427734375
2016-06-03,417.8834533691406
2016-06-06,415.45361328125
2016-06-07,418.30767822265625
2016-06-08,419.3876037597656
2016-06-09,416.03216552734375
2016-06-10,414.6822204589844
2016-06-13,410.0927734375
2016-06-14,405.1175231933594
2016-06-15,408.511474609375
2016-06-16,407.2386779785156
2016-06-17,406.1588134765625
2016-06-20,411.9439392089844
2016-06-21,413.4866638183594
2016-06-22,409.7455749511719
2016-06-23,410.43975830078125
2016-06-24,415.646484375
2016-06-27,419.0790100097656
2016-06-28,416.22503662109375
2016-06-29,432.1921081542969
2016-06-30,436.70458984375
2016-07-01,439.01861572265625
2016-07-04,435.85614013671875
2016-07-05,447.5807189941406
2016-07-07,450.473388671875
2016-07-08,448.5450439453125
2016-07-11,448.2749328613281
2016-07-12,450.1646728515625
2016-07-13,432.1535339355469
2016-07-14,435.354736328125
2016-07-15,443.6468505859375
2016-07-18,444.7266540527344
2016-07-19,452.9801940917969
2016-07-20,455.1785583496094
2016-07-21,455.3328857421875
2016-07-22,455.1015319824219
2016-07-25,455.1400146484375
2016-07-26,457.56988525390625
2016-07-27,467.7132263183594
2016-07-28,463.35498046875
2016-07-29,465.97760009765625
2016-08-01,469.6029052734375
2016-08-02,474.8868103027344
2016-08-03,477.54803466796875
2016-08-04,521.3612670898438
2016-08-05,538.9866943359375
2016-08-08,529.5374755859375
2016-08-09,547.3173217773438
2016-08-10,553.025390625
2016-08-11,536.5184936523438
2016-08-12,523.7138061523438
2016-08-16,510.79351806640625
2016-08-17,524.3695068359375
2016-08-18,526.8763427734375
2016-08-19,528.92041015625
2016-08-22,532.9315795898438
2016-08-23,523.5980834960938
2016-08-24,523.4437866210938
2016-08-25,533.9342651367188
2016-08-26,551.2512817382812
2016-08-29,565.521484375
2016-08-30,562.7445068359375
2016-08-31,555.5701293945312
2016-09-01,558.5562744140625
2016-09-02,566.467529296875
2016-09-06,578.1017456054688
2016-09-07,583.220703125
2016-09-08,579.4589233398438
2016-09-09,571.5865478515625
2016-09-12,551.73095703125
2016-09-14,555.0661010742188
2016-09-15,559.4869384765625
2016-09-16,555.9578857421875
2016-09-19,546.8445434570312
2016-09-20,564.7610473632812
2016-09-21,564.993896484375
2016-09-22,567.126708984375
2016-09-23,574.14599609375
2016-09-26,569.5698852539062
2016-09-27,582.173583984375
2016-09-28,594.15673828125
2016-09-29,556.5009155273438
2016-09-30,571.1211547851562
2016-10-03,597.2979736328125
2016-10-04,595.12646484375
2016-10-05,597.724609375
2016-10-06,598.034912109375
2016-10-07,588.1458740234375
2016-10-10,597.2203979492188
2016-10-13,587.486572265625
2016-10-14,592.7606811523438
2016-10-17,586.7883911132812
2016-10-18,585.0433349609375
2016-10-19,574.0685424804688
2016-10-20,576.4342041015625
2016-10-21,582.4837646484375
2016-10-24,574.6114501953125
2016-10-25,576.4342041015625
2016-10-26,568.8330078125
2016-10-27,569.5698852539062
2016-10-28,588.1846923828125
2016-11-01,588.0682373046875
2016-11-02,571.0048217773438
2016-11-03,567.0492553710938
2016-11-04,569.2597045898438
2016-11-07,581.2427978515625
2016-11-08,582.522705078125
2016-11-09,579.4200439453125
2016-11-10,569.6863403320312
2016-11-11,548.7447509765625
2016-11-15,520.7841186523438
2016-11-16,528.4237060546875
2016-11-17,536.2962036132812
2016-11-18,541.725341796875
2016-11-21,525.1273803710938
2016-11-22,526.6011352539062
2016-11-23,516.2855224609375
2016-11-24,514.6566772460938
2016-11-25,509.84783935546875
2016-11-28,540.6784057617188
2016-11-29,533.6204223632812
2016-11-30,537.3045654296875
2016-12-01,561.1156616210938
2016-12-02,553.708740234375
2016-12-05,568.2901611328125
2016-12-06,552.9331665039062
2016-12-07,548.2793579101562
2016-12-08,549.7142944335938
2016-12-09,541.7642822265625
2016-12-12,533.3876953125
2016-12-13,518.8450927734375
2016-12-14,510.3908386230469
2016-12-15,523.11083984375
2016-12-16,527.880859375
2016-12-19,513.1442260742188
2016-12-20,511.6318359375
2016-12-21,509.73162841796875
2016-12-22,494.49066162109375
2016-12-23,492.9394836425781
2016-12-26,459.9372253417969
2016-12-27,465.36663818359375
2016-12-28,486.1917419433594
2016-12-29,496.42974853515625
2016-12-30,503.13885498046875
2017-01-02,515.6260986328125
2017-01-03,533.3876953125
2017-01-04,524.0416870117188
2017-01-05,517.0999755859375
2017-01-06,516.3240966796875
2017-01-09,511.0890197753906
2017-01-10,501.39373779296875
2017-01-11,500.07525634765625
2017-01-12,491.582275390625
2017-01-13,488.51861572265625
2017-01-16,517.5265502929688
2017-01-17,516.9835205078125
2017-01-18,519.7757568359375
2017-01-19,528.15234375
2017-01-20,517.681640625
2017-01-23,503.9145202636719
2017-01-24,511.4766845703125
2017-01-25,511.01123046875
2017-01-27,518.1856689453125
2017-01-30,514.5015869140625
2017-01-31,504.147216796875
2017-02-01,513.1829833984375
2017-02-02,521.792236328125
2017-02-03,526.2521362304688
2017-02-06,526.5234375
2017-02-07,542.501220703125
2017-02-08,537.0330810546875
2017-02-09,542.9664916992188
2017-02-10,537.110595703125
2017-02-13,545.40966796875
2017-02-14,550.64501953125
2017-02-15,546.7089233398438
2017-02-16,544.838134765625
2017-02-17,546.9037475585938
2017-02-20,558.0498657226562
2017-02-21,548.3846435546875
2017-02-22,558.6734008789062
2017-02-23,576.4060668945312
2017-02-27,560.0375366210938
2017-02-28,566.857666015625
2017-03-01,561.9861450195312
2017-03-02,531.2755126953125
2017-03-03,549.7096557617188
2017-03-06,531.9771118164062
2017-03-07,537.6671142578125
2017-03-08,534.8221435546875
2017-03-09,536.0692749023438
2017-03-10,533.7698364257812
2017-03-14,545.6175537109375
2017-03-15,546.9815673828125
2017-03-16,562.9603881835938
2017-03-17,557.4652709960938
2017-03-20,563.38916015625
2017-03-21,555.8673706054688
2017-03-22,540.2003784179688
2017-03-23,534.3154907226562
2017-03-24,546.3580932617188
2017-03-27,555.5947265625
2017-03-28,559.10205078125
2017-03-29,566.74072265625
2017-03-30,552.437744140625
2017-03-31,549.1640625
2017-04-03,567.9879150390625
2017-04-05,562.9214477539062
2017-04-06,565.2207641601562
2017-04-07,559.2579345703125
2017-04-10,558.5175170898438
2017-04-11,568.3386840820312
2017-04-12,567.8321533203125
2017-04-13,575.6654052734375
2017-04-17,577.9259033203125
2017-04-18,580.225341796875
2017-04-19,586.6557006835938
2017-04-20,588.1367797851562
2017-04-21,590.7479248046875
2017-04-24,591.4883422851562
2017-04-25,589.305908203125
2017-04-26,594.2555541992188
2017-04-27,590.6699829101562
2017-04-28,595.1517944335938
2017-05-02,598.7373046875
2017-05-03,592.5407104492188
2017-05-04,595.0350341796875
2017-05-05,598.9322509765625
2017-05-08,601.192626953125
2017-05-09,604.1544799804688
2017-05-10,602.244873046875
2017-05-11,603.9985961914062
2017-05-12,605.3236694335938
2017-05-15,608.4415283203125
2017-05-16,600.0623779296875
2017-05-17,608.0908203125
2017-05-18,607.1944580078125
2017-05-19,593.3589477539062
2017-05-22,616.1190795898438
2017-05-23,606.0642700195312
2017-05-24,607.8568725585938
2017-05-25,612.6895141601562
2017-05-26,608.8312377929688
2017-05-29,605.8302612304688
2017-05-30,601.0367431640625
2017-05-31,612.8843383789062
2017-06-01,603.1800537109375
2017-06-02,603.6480102539062
2017-06-05,618.1845703125
2017-06-06,603.4141235351562
2017-06-07,622.66650390625
2017-06-08,639.6195678710938
2017-06-09,629.9933471679688
2017-06-12,630.3441772460938
2017-06-13,603.4530639648438
2017-06-14,592.3067626953125
2017-06-15,594.8010864257812
2017-06-16,591.37158203125
2017-06-19,615.5345458984375
2017-06-20,650.3372192382812
2017-06-21,652.9484252929688
2017-06-22,631.51318359375
2017-06-23,630.5001831054688
2017-06-27,631.6302490234375
2017-06-28,632.7216186523438
2017-06-29,633.2282104492188
2017-06-30,632.5656127929688
2017-07-03,638.6063842773438
2017-07-04,639.8924560546875
2017-07-05,632.87744140625
2017-07-06,630.4611206054688
2017-07-07,635.0988159179688
2017-07-10,637.9437866210938
2017-07-11,630.5001831054688
2017-07-12,625.7843627929688
2017-07-13,630.5001831054688
2017-07-14,619.74365234375
2017-07-17,610.5460815429688
2017-07-18,608.4805297851562
2017-07-19,627.7328491210938
2017-07-20,638.5673828125
2017-07-21,643.984619140625
2017-07-24,654.2344360351562
2017-07-25,674.2275390625
2017-07-26,662.9252319335938
2017-07-27,647.0634765625
2017-07-28,642.2698364257812
2017-07-31,637.593017578125
2017-08-01,632.4097900390625
2017-08-02,630.383056640625
2017-08-03,627.7328491210938
2017-08-04,629.01904296875
2017-08-07,631.7861938476562
2017-08-08,626.9924926757812
2017-08-09,626.48583984375
2017-08-10,625.5504760742188
2017-08-11,631.9420166015625
2017-08-14,638.4505615234375
2017-08-16,650.142333984375
2017-08-17,636.3070678710938
2017-08-18,634.8260498046875
2017-08-21,636.0341186523438
2017-08-22,626.6028442382812
2017-08-23,624.8880615234375
2017-08-24,623.1341552734375
2017-08-28,617.7949829101562
2017-08-29,620.9906616210938
2017-08-30,624.1864624023438
2017-08-31,613.6248168945312
2017-09-01,616.1190795898438
2017-09-04,611.5594482421875
2017-09-05,605.08984375
2017-09-06,608.1297607421875
2017-09-07,610.9929809570312
2017-09-08,639.5482788085938
2017-09-11,637.0771484375
2017-09-12,623.858642578125
2017-09-13,620.3285522460938
2017-09-14,617.3082885742188
2017-09-15,661.7882080078125
2017-09-18,649.3933715820312
2017-09-19,636.37109375
2017-09-20,629.6636962890625
2017-09-21,632.7232055664062
2017-09-22,630.0167236328125
2017-09-25,613.8955078125
2017-09-26,612.4051513671875
2017-09-27,595.6173706054688
2017-09-28,606.1683959960938
2017-09-29,614.1703491210938
2017-10-03,608.4042358398438
2017-10-04,608.2474365234375
2017-10-05,607.54150390625
2017-10-06,602.7953491210938
2017-10-09,599.9710693359375
2017-10-10,596.087890625
2017-10-11,608.090576171875
2017-10-12,610.836181640625
2017-10-13,616.994384765625
2017-10-16,604.5210571289062
2017-10-17,595.6564331054688
2017-10-18,598.990478515625
2017-10-19,605.619384765625
2017-10-23,614.7586669921875
2017-10-24,610.6400146484375
2017-10-25,611.0714721679688
2017-10-26,611.9345092773438
2017-10-27,613.6995849609375
2017-10-30,611.7775268554688
2017-10-31,607.1883544921875
2017-11-01,623.858642578125
2017-11-02,624.1331787109375
2017-11-03,624.2899780273438
2017-11-06,648.4519653320312
2017-11-07,647.3145751953125
2017-11-08,679.3214111328125
2017-11-09,685.3226928710938
2017-11-10,690.06884765625
2017-11-13,690.5394897460938
2017-11-14,770.870361328125
2017-11-15,761.2604370117188
2017-11-16,750.3953857421875
2017-11-17,745.7669067382812
2017-11-20,752.2388916015625
2017-11-21,770.556640625
2017-11-22,767.5755615234375
2017-11-23,764.55517578125
2017-11-24,765.5359497070312
2017-11-27,776.910888671875
2017-11-28,764.9473876953125
2017-11-29,764.55517578125
2017-11-30,802.8771362304688
2017-12-01,804.171630859375
2017-12-04,804.6030883789062
2017-12-05,790.482421875
2017-12-06,777.8130493164062
2017-12-07,767.222412109375
2017-12-08,766.6341552734375
2017-12-11,760.9859008789062
2017-12-12,759.3777465820312
2017-12-13,768.79150390625
2017-12-14,767.6146850585938
2017-12-15,775.8517456054688
2017-12-18,773.30224609375
2017-12-19,768.5952758789062
2017-12-20,766.947998046875
2017-12-21,775.8125
2017-12-22,767.4186401367188
2017-12-26,761.57421875
2017-12-27,765.22216796875
2017-12-28,772.4393920898438
2017-12-29,774.5966796875
2018-01-01,770.7919311523438
2018-01-02,786.873779296875
2018-01-03,782.2060546875
2018-01-04,783.9713134765625
2018-01-05,763.4962768554688
2018-01-08,773.6552124023438
2018-01-09,784.4810791015625
2018-01-10,769.0660400390625
2018-01-11,763.4570922851562
2018-01-12,730.3912353515625
2018-01-15,729.2144165039062
2018-01-16,701.757568359375
2018-01-17,692.1869506835938
2018-01-18,718.8984375
2018-01-19,724.2721557617188
2018-01-22,705.3660888671875
2018-01-23,700.7376708984375
2018-01-24,702.2675170898438
2018-01-25,706.58203125
2018-01-29,708.0333251953125
2018-01-30,712.191162109375
2018-01-31,706.5037841796875
2018-02-01,709.249267578125
2018-02-02,687.166259765625
2018-02-05,702.698974609375
2018-02-06,703.0126953125
2018-02-07,728.3514404296875
2018-02-08,794.4441528320312
2018-02-09,843.3565063476562
2018-02-12,815.5857543945312
2018-02-14,825.666259765625
2018-02-15,773.145263671875
2018-02-16,777.6350708007812
2018-02-19,771.3336791992188
2018-02-20,795.6730346679688
2018-02-21,787.914306640625
2018-02-22,775.86279296875
2018-02-23,776.2566528320312
2018-02-26,787.0873413085938
2018-02-27,783.6212768554688
2018-02-28,785.4725952148438
2018-03-01,772.2788696289062
2018-03-05,772.7909545898438
2018-03-06,770.4279174804688
2018-03-07,770.5460815429688
2018-03-08,742.3470458984375
2018-03-09,759.2427978515625
2018-03-12,728.0902099609375
2018-03-13,745.419189453125
2018-03-14,747.6638793945312
2018-03-15,744.3557739257812
2018-03-16,744.3162841796875
2018-03-19,724.6638793945312
2018-03-20,732.4224243164062
2018-03-21,728.2477416992188
2018-03-22,724.6638793945312
2018-03-23,711.3915405273438
2018-03-26,720.1345825195312
2018-03-27,720.5283813476562
2018-03-28,720.1345825195312
2018-04-02,694.1412353515625
2018-04-03,714.5026245117188
2018-04-04,720.2921752929688
2018-04-05,715.44775390625
2018-04-06,716.8263549804688
2018-04-09,721.0009765625
2018-04-10,722.0643920898438
2018-04-11,719.4256591796875
2018-04-12,719.9771728515625
2018-04-13,713.4786376953125
2018-04-16,720.4891967773438
2018-04-17,707.3741455078125
2018-04-18,714.896484375
2018-04-19,698.1190185546875
2018-04-20,696.1891479492188
2018-04-23,702.6480712890625
2018-04-24,724.1123657226562
2018-04-25,714.1484375
2018-04-26,729.5474243164062
2018-04-27,734.9822998046875
2018-04-30,735.6126098632812
2018-05-02,704.9324951171875
2018-05-03,707.2955322265625
2018-05-04,710.7218017578125
2018-05-07,708.2406005859375
2018-05-08,714.5421752929688
2018-05-09,714.6996459960938
2018-05-10,708.8314208984375
2018-05-11,713.3607177734375
2018-05-14,701.4666137695312
2018-05-15,705.4445190429688
2018-05-16,717.1021728515625
2018-05-17,725.2151489257812
2018-05-18,725.0576171875
2018-05-21,724.781982421875
2018-05-22,724.8211669921875
2018-05-23,724.860595703125
2018-05-24,724.97900390625
2018-05-25,727.420654296875
2018-05-28,713.9907836914062
2018-05-29,691.5025024414062
2018-05-30,698.1190185546875
2018-05-31,693.5111083984375
2018-06-01,681.2626953125
2018-06-04,675.1975708007812
