Date,REPCOHOME
2014-06-24,389.6058044433594
2014-06-25,399.0453186035156
2014-06-26,403.8558654785156
2014-06-27,409.9370422363281
2014-06-30,417.19818115234375
2014-07-01,415.92742919921875
2014-07-02,431.5843505859375
2014-07-03,429.0429382324219
2014-07-04,430.3589172363281
2014-07-07,431.0851135253906
2014-07-08,416.92584228515625
2014-07-09,409.61932373046875
2014-07-10,417.42510986328125
2014-07-11,408.39404296875
2014-07-14,405.8980407714844
2014-07-15,427.0007629394531
2014-07-16,435.07879638671875
2014-07-17,429.451416015625
2014-07-18,424.4139404296875
2014-07-21,424.5046691894531
2014-07-22,413.6583557128906
2014-07-23,408.39404296875
2014-07-24,406.2610778808594
2014-07-25,395.6416320800781
2014-07-28,397.0031433105469
2014-07-30,396.866943359375
2014-07-31,392.0110168457031
2014-08-01,389.5604553222656
2014-08-04,403.71966552734375
2014-08-05,406.4880065917969
2014-08-06,402.1313171386719
2014-08-07,397.3661193847656
2014-08-08,396.095458984375
2014-08-11,391.4211120605469
2014-08-12,385.38531494140625
2014-08-13,381.3916931152344
2014-08-14,397.0031433105469
2014-08-18,401.58673095703125
2014-08-19,399.72607421875
2014-08-20,401.1782531738281
2014-08-21,398.0922546386719
2014-08-22,393.9625244140625
2014-08-25,396.3677673339844
2014-08-26,391.9656982421875
2014-08-27,397.23004150390625
2014-08-28,400.1344909667969
2014-09-01,413.06842041015625
2014-09-02,416.799560546875
2014-09-03,414.9339904785156
2014-09-04,409.519287109375
2014-09-05,407.1531066894531
2014-09-08,397.3246765136719
2014-09-09,406.7890930175781
2014-09-10,406.6981201171875
2014-09-11,403.1489562988281
2014-09-12,400.14581298828125
2014-09-15,398.9627685546875
2014-09-16,393.4114685058594
2014-09-17,391.3639221191406
2014-09-18,390.7268371582031
2014-09-19,391.0454406738281
2014-09-22,386.72265625
2014-09-23,386.1311340332031
2014-09-24,380.3978271484375
2014-09-25,374.1186218261719
2014-09-26,384.8570556640625
2014-09-29,391.2273254394531
2014-09-30,388.3608093261719
2014-10-01,401.8749084472656
2014-10-07,399.9637756347656
2014-10-08,403.4674072265625
2014-10-09,412.2038269042969
2014-10-10,416.52655029296875
2014-10-13,420.75830078125
2014-10-14,427.44708251953125
2014-10-15,427.44708251953125
2014-10-16,410.4747314453125
2014-10-17,426.8555603027344
2014-10-20,424.8534240722656
2014-10-21,431.8608093261719
2014-10-22,431.997314453125
2014-10-27,440.5061340332031
2014-10-28,428.0841064453125
2014-10-29,436.9570617675781
2014-10-30,440.005615234375
2014-10-31,443.8733825683594
2014-11-03,441.64373779296875
2014-11-05,446.7855224609375
2014-11-07,458.0700378417969
2014-11-10,474.5873718261719
2014-11-11,491.1955871582031
2014-11-12,487.2369384765625
2014-11-13,490.87713623046875
2014-11-14,498.9764099121094
2014-11-17,520.7719116210938
2014-11-18,516.904296875
2014-11-19,511.6260986328125
2014-11-20,508.66839599609375
2014-11-21,503.5267333984375
2014-11-24,511.1255187988281
2014-11-25,496.064208984375
2014-11-26,497.3839111328125
2014-11-27,499.7954406738281
2014-11-28,494.790283203125
2014-12-01,498.2483215332031
2014-12-02,493.9712219238281
2014-12-03,491.4685363769531
2014-12-04,486.6453552246094
2014-12-05,482.8230895996094
2014-12-08,500.6600341796875
2014-12-09,507.9403991699219
2014-12-10,526.7327270507812
2014-12-11,537.38037109375
2014-12-12,532.0111083984375
2014-12-15,560.13134765625
2014-12-16,550.8034057617188
2014-12-17,546.8447265625
2014-12-18,568.3672485351562
2014-12-19,562.906982421875
2014-12-22,574.646484375
2014-12-23,569.1407470703125
2014-12-24,568.6402587890625
2014-12-26,583.3373413085938
2014-12-29,579.2877197265625
2014-12-30,585.1119995117188
2014-12-31,604.2230224609375
2015-01-01,631.5695190429688
2015-01-02,634.1631469726562
2015-01-05,628.2025756835938
2015-01-06,602.4028930664062
2015-01-07,615.3255004882812
2015-01-08,631.5241088867188
2015-01-09,635.4373168945312
2015-01-12,622.878662109375
2015-01-13,625.6543579101562
2015-01-14,618.2374877929688
2015-01-15,621.9688110351562
2015-01-16,634.3452758789062
2015-01-19,639.1231689453125
2015-01-20,650.9535522460938
2015-01-21,625.9729614257812
2015-01-22,629.7496337890625
2015-01-23,609.2736206054688
2015-01-27,609.546630859375
2015-01-28,594.2125244140625
2015-01-29,609.8196411132812
2015-01-30,630.1136474609375
2015-02-02,609.4100952148438
2015-02-03,608.5912475585938
2015-02-04,598.53515625
2015-02-05,588.4791259765625
2015-02-06,572.5078735351562
2015-02-09,576.2391357421875
2015-02-10,576.2391357421875
2015-02-11,596.6695556640625
2015-02-12,625.3814086914062
2015-02-13,632.7982177734375
2015-02-16,621.7412109375
2015-02-18,622.3327026367188
2015-02-19,605.9974975585938
2015-02-20,618.4194946289062
2015-02-23,605.1328735351562
2015-02-24,594.5308837890625
2015-02-25,585.4305419921875
2015-02-26,598.53515625
2015-02-27,591.7099609375
2015-03-02,611.4576416015625
2015-03-03,623.4703369140625
2015-03-04,626.3824462890625
2015-03-05,638.4859619140625
2015-03-09,625.6543579101562
2015-03-10,615.6893920898438
2015-03-11,607.9085693359375
2015-03-12,608.7730712890625
2015-03-13,603.7223510742188
2015-03-16,599.8091430664062
2015-03-17,598.53515625
2015-03-18,595.5774536132812
2015-03-19,597.0335083007812
2015-03-20,597.443115234375
2015-03-23,581.1078491210938
2015-03-24,582.8823852539062
2015-03-25,580.2887573242188
2015-03-26,580.9256591796875
2015-03-27,575.1925659179688
2015-03-30,594.9859008789062
2015-03-31,581.0169067382812
2015-04-01,580.4707641601562
2015-04-06,600.1277465820312
2015-04-07,605.1328735351562
2015-04-08,603.7679443359375
2015-04-09,628.2025756835938
2015-04-10,625.154052734375
2015-04-13,611.5941772460938
2015-04-15,600.1277465820312
2015-04-16,596.2600708007812
2015-04-17,575.7387084960938
2015-04-20,580.061279296875
2015-04-21,586.3860473632812
2015-04-22,575.2836303710938
2015-04-23,568.5947265625
2015-04-24,549.2108154296875
2015-04-27,537.425537109375
2015-04-28,547.0266723632812
2015-04-29,539.2003173828125
2015-04-30,528.7348022460938
2015-05-04,559.7218017578125
2015-05-05,564.3629760742188
2015-05-06,537.8806762695312
2015-05-07,528.6438598632812
2015-05-08,536.3792114257812
2015-05-11,544.7516479492188
2015-05-12,531.9199829101562
2015-05-13,545.5252075195312
2015-05-14,556.3545532226562
2015-05-15,560.4044189453125
2015-05-18,570.6879272460938
2015-05-19,564.7725219726562
2015-05-20,560.6771850585938
2015-05-21,555.0806274414062
2015-05-22,554.2616577148438
2015-05-25,550.0753784179688
2015-05-26,553.5333862304688
2015-05-27,551.6679077148438
2015-05-28,545.8890380859375
2015-05-29,560.58642578125
2015-06-01,571.7343139648438
2015-06-02,556.71875
2015-06-03,542.4764404296875
2015-06-04,558.4931640625
2015-06-05,565.819091796875
2015-06-08,559.2667846679688
2015-06-09,548.6649780273438
2015-06-10,542.7495727539062
2015-06-11,534.4680786132812
2015-06-12,530.554931640625
2015-06-15,535.3780517578125
2015-06-16,538.8363037109375
2015-06-17,559.0392456054688
2015-06-18,563.4984741210938
2015-06-19,563.1344604492188
2015-06-22,569.77783203125
2015-06-23,573.6454467773438
2015-06-24,573.9639282226562
2015-06-25,568.9132080078125
2015-06-26,571.7343139648438
2015-06-29,590.8908081054688
2015-06-30,586.1130981445312
2015-07-01,583.4739379882812
2015-07-02,590.07177734375
2015-07-03,581.9724731445312
2015-07-06,585.157470703125
2015-07-07,601.2652587890625
2015-07-08,593.484375
2015-07-09,603.4947509765625
2015-07-10,622.0596923828125
2015-07-13,623.7889404296875
2015-07-14,626.109375
2015-07-15,607.271484375
2015-07-16,609.5011596679688
2015-07-17,616.1898803710938
2015-07-20,614.4608764648438
2015-07-21,616.1898803710938
2015-07-22,627.4744262695312
2015-07-23,637.4849243164062
2015-07-24,628.4754638671875
2015-07-27,616.6449584960938
2015-07-28,617.1453857421875
2015-07-29,623.8342895507812
2015-07-30,620.9221801757812
2015-07-31,627.8839721679688
2015-08-03,625.062744140625
2015-08-04,627.2924194335938
2015-08-05,672.567138671875
2015-08-06,672.1575317382812
2015-08-07,678.436767578125
2015-08-10,686.9456787109375
2015-08-11,678.9373779296875
2015-08-12,659.553466796875
2015-08-13,633.1622314453125
2015-08-14,668.3353881835938
2015-08-17,692.3150024414062
2015-08-18,689.7213745117188
2015-08-19,703.6450805664062
2015-08-20,691.3594360351562
2015-08-21,689.0388793945312
2015-08-24,634.9822998046875
2015-08-25,619.2840576171875
2015-08-26,625.2903442382812
2015-08-27,643.9918823242188
2015-08-28,638.3950805664062
2015-08-31,660.5999755859375
2015-09-01,636.2108154296875
2015-09-02,638.3950805664062
2015-09-03,662.9732055664062
2015-09-04,643.8214111328125
2015-09-07,628.6365356445312
2015-09-08,606.6576538085938
2015-09-09,605.2896118164062
2015-09-10,592.6585083007812
2015-09-11,605.380859375
2015-09-14,603.6024169921875
2015-09-15,601.0487060546875
2015-09-16,578.3858642578125
2015-09-18,601.0946044921875
2015-09-21,617.37353515625
2015-09-22,617.6471557617188
2015-09-23,639.3069458007812
2015-09-24,635.7501831054688
2015-09-28,637.5286254882812
2015-09-29,649.4757080078125
2015-09-30,671.18115234375
2015-10-01,664.1588134765625
2015-10-05,667.9891967773438
2015-10-06,667.5787353515625
2015-10-07,673.5066528320312
2015-10-08,665.4811401367188
2015-10-09,659.3252563476562
2015-10-12,643.0004272460938
2015-10-13,640.3101806640625
2015-10-14,642.453369140625
2015-10-15,642.3164672851562
2015-10-16,637.1637573242188
2015-10-19,631.8741455078125
2015-10-20,631.9654541015625
2015-10-21,629.7310180664062
2015-10-23,626.5846557617188
2015-10-26,635.1119384765625
2015-10-27,637.34619140625
2015-10-28,641.404541015625
2015-10-29,638.7141723632812
2015-10-30,647.378173828125
2015-11-02,642.54443359375
2015-11-03,643.1372680664062
2015-11-04,637.984619140625
2015-11-05,630.552001953125
2015-11-06,632.6038818359375
2015-11-09,626.2654418945312
2015-11-10,606.976806640625
2015-11-13,591.928955078125
2015-11-16,590.69775390625
2015-11-17,592.8410034179688
2015-11-18,584.9978637695312
2015-11-19,624.3046264648438
2015-11-20,626.812744140625
2015-11-23,622.7999267578125
2015-11-24,619.2886962890625
2015-11-26,626.2654418945312
2015-11-27,644.3684692382812
2015-11-30,662.0155029296875
2015-12-01,647.2412719726562
2015-12-02,630.095947265625
2015-12-03,626.812744140625
2015-12-04,612.31201171875
2015-12-07,590.6066284179688
2015-12-08,591.3817138671875
2015-12-09,583.85791015625
2015-12-10,582.1705322265625
2015-12-11,563.7483520507812
2015-12-14,562.3804321289062
2015-12-15,579.0698852539062
2015-12-16,579.3433837890625
2015-12-17,590.8801879882812
2015-12-18,578.9330444335938
2015-12-21,590.3328857421875
2015-12-22,593.1602172851562
2015-12-23,593.9808349609375
2015-12-24,594.1177368164062
2015-12-28,603.8760986328125
2015-12-29,616.5982055664062
2015-12-30,610.8072509765625
2015-12-31,628.9102783203125
2016-01-01,638.8966064453125
2016-01-04,620.5199584960938
2016-01-05,603.4199829101562
2016-01-06,603.0097045898438
2016-01-07,599.5440673828125
2016-01-08,592.202392578125
2016-01-11,583.85791015625
2016-01-12,572.0475463867188
2016-01-13,565.4356079101562
2016-01-14,559.142822265625
2016-01-15,552.8956909179688
2016-01-18,527.9527587890625
2016-01-19,528.40869140625
2016-01-20,545.189208984375
2016-01-21,566.0283813476562
2016-01-22,565.6636352539062
2016-01-25,571.4091186523438
2016-01-27,582.3074340820312
2016-01-28,583.2194213867188
2016-01-29,586.5025024414062
2016-02-01,585.04345703125
2016-02-02,577.5194702148438
2016-02-03,569.4026489257812
2016-02-04,564.797119140625
2016-02-05,573.8259887695312
2016-02-08,584.72412109375
2016-02-09,558.7780151367188
2016-02-10,555.266845703125
2016-02-11,532.3302001953125
2016-02-12,516.5527954101562
2016-02-15,543.046142578125
2016-02-16,529.2293701171875
2016-02-17,540.5838012695312
2016-02-18,542.6812744140625
2016-02-19,531.1446533203125
2016-02-22,543.5021362304688
2016-02-23,529.2293701171875
2016-02-24,529.7766723632812
2016-02-25,523.5294799804688
2016-02-26,540.3101196289062
2016-02-29,518.1030883789062
2016-03-01,546.2836303710938
2016-03-02,543.6389770507812
2016-03-03,546.1925048828125
2016-03-04,537.7109375
2016-03-08,533.15087890625
2016-03-09,538.8965454101562
2016-03-10,538.0300903320312
2016-03-11,537.6654052734375
2016-03-14,532.2846069335938
2016-03-15,524.7607421875
2016-03-16,531.7373657226562
2016-03-17,526.2655029296875
2016-03-18,531.69189453125
2016-03-21,538.0758666992188
2016-03-22,537.6198120117188
2016-03-23,536.3884887695312
2016-03-28,531.418212890625
2016-03-29,522.480712890625
2016-03-30,519.2887573242188
2016-03-31,528.1807861328125
2016-04-01,529.7766723632812
2016-04-04,557.9118041992188
2016-04-05,569.493896484375
2016-04-06,576.7897338867188
2016-04-07,570.7706909179688
2016-04-08,571.5914916992188
2016-04-11,578.8419799804688
2016-04-12,583.7665405273438
2016-04-13,597.9937133789062
2016-04-18,608.3905029296875
2016-04-20,606.20166015625
2016-04-21,597.4464111328125
2016-04-22,604.6055908203125
2016-04-25,596.990478515625
2016-04-26,606.5209350585938
2016-04-27,594.1633911132812
2016-04-28,580.1642456054688
2016-04-29,582.7177124023438
2016-05-02,566.1195678710938
2016-05-03,568.62744140625
2016-05-04,558.9605102539062
2016-05-05,566.62109375
2016-05-06,556.8171997070312
2016-05-09,575.7865600585938
2016-05-10,574.5554809570312
2016-05-11,579.1153564453125
2016-05-12,591.336181640625
2016-05-13,604.149658203125
2016-05-16,612.0383911132812
2016-05-17,614.9567260742188
2016-05-18,623.3469848632812
2016-05-19,609.9862670898438
2016-05-20,606.33837890625
2016-05-23,611.6280517578125
2016-05-24,616.2335205078125
2016-05-25,608.4815673828125
2016-05-26,620.611083984375
2016-05-27,619.4255981445312
2016-05-30,616.18798828125
2016-05-31,613.9078979492188
2016-06-01,615.9599609375
2016-06-02,612.1752319335938
2016-06-03,614.6831665039062
2016-06-06,648.1533813476562
2016-06-07,669.129150390625
2016-06-08,705.9280395507812
2016-06-09,687.551513671875
2016-06-10,674.418701171875
2016-06-13,678.750732421875
2016-06-14,662.562744140625
2016-06-15,669.6307373046875
2016-06-16,672.412353515625
2016-06-17,670.3603515625
2016-06-20,674.5555419921875
2016-06-21,693.2514038085938
2016-06-22,690.2417602539062
2016-06-23,701.5504760742188
2016-06-24,709.3480224609375
2016-06-27,710.260009765625
2016-06-28,700.7296752929688
2016-06-29,693.1602172851562
2016-06-30,705.791259765625
2016-07-01,702.6449584960938
2016-07-04,709.7128295898438
2016-07-05,698.4953002929688
2016-07-07,698.3129272460938
2016-07-08,693.7984619140625
2016-07-11,701.6416625976562
2016-07-12,685.408203125
2016-07-13,689.4666137695312
2016-07-14,693.7984619140625
2016-07-15,705.7001342773438
2016-07-18,695.2122192382812
2016-07-19,725.672607421875
2016-07-20,736.2518920898438
2016-07-21,758.9148559570312
2016-07-22,778.1123046875
2016-07-25,755.67724609375
2016-07-26,757.136474609375
2016-07-27,755.5404663085938
2016-07-28,757.1820678710938
2016-07-29,771.135498046875
2016-08-01,777.0635986328125
2016-08-02,784.9522705078125
2016-08-03,766.073974609375
2016-08-04,747.2412719726562
2016-08-05,755.3124389648438
2016-08-08,747.3324584960938
2016-08-09,755.9508666992188
2016-08-10,751.2085571289062
2016-08-11,754.4461059570312
2016-08-12,752.667724609375
2016-08-16,751.5733032226562
2016-08-17,754.400390625
2016-08-18,754.0357055664062
2016-08-19,760.0092163085938
2016-08-22,755.5404663085938
2016-08-23,750.61572265625
2016-08-24,747.6517333984375
2016-08-25,741.67822265625
2016-08-26,744.3229370117188
2016-08-29,757.546875
2016-08-30,753.5796508789062
2016-08-31,779.9818725585938
2016-09-01,784.5418090820312
2016-09-02,778.8419799804688
2016-09-06,787.6426391601562
2016-09-07,797.5833129882812
2016-09-08,791.0169677734375
2016-09-09,773.2329711914062
2016-09-12,740.9486083984375
2016-09-14,758.5435180664062
2016-09-15,762.5650634765625
2016-09-16,799.4000244140625
2016-09-19,793.138916015625
2016-09-20,767.0437622070312
2016-09-21,760.7371215820312
2016-09-22,789.1172485351562
2016-09-23,765.5355834960938
2016-09-26,751.0027465820312
2016-09-27,746.9353637695312
2016-09-28,748.1693725585938
2016-09-29,745.8385620117188
2016-09-30,747.1181640625
2016-10-03,758.3148803710938
2016-10-04,775.9554443359375
2016-10-05,762.5650634765625
2016-10-06,753.059326171875
2016-10-07,749.2660522460938
2016-10-10,715.1732177734375
2016-10-13,687.5242919921875
2016-10-14,683.1368408203125
2016-10-17,678.703857421875
2016-10-18,711.5628662109375
2016-10-19,713.3909912109375
2016-10-20,714.3506469726562
2016-10-21,722.3026733398438
2016-10-24,714.624755859375
2016-10-25,706.0330810546875
2016-10-26,700.1834106445312
2016-10-27,694.2421875
2016-10-28,689.85498046875
2016-11-01,702.6969604492188
2016-11-02,687.9356689453125
2016-11-03,668.558349609375
2016-11-04,657.2245483398438
2016-11-07,650.597900390625
2016-11-08,659.3267211914062
2016-11-09,608.2787475585938
2016-11-10,586.8451538085938
2016-11-11,543.1551513671875
2016-11-15,486.6688232421875
2016-11-16,508.05682373046875
2016-11-17,514.6376342773438
2016-11-18,504.53790283203125
2016-11-21,523.6865844726562
2016-11-22,520.2131958007812
2016-11-23,532.9180908203125
2016-11-24,521.1272583007812
2016-11-25,521.9498901367188
2016-11-28,533.0552978515625
2016-11-29,548.4563598632812
2016-11-30,548.5477905273438
2016-12-01,537.7166137695312
2016-12-02,538.996337890625
2016-12-05,523.9149169921875
2016-12-06,513.17529296875
2016-12-07,512.6727294921875
2016-12-08,513.3125
2016-12-09,512.85546875
2016-12-12,493.2497253417969
2016-12-13,492.1529235839844
2016-12-14,490.9647521972656
2016-12-15,488.9538269042969
2016-12-16,480.727783203125
2016-12-19,476.2489318847656
2016-12-20,468.2513427734375
2016-12-21,483.6526184082031
2016-12-22,477.0259704589844
2016-12-23,477.8485412597656
2016-12-26,467.9314880371094
2016-12-27,472.4559020996094
2016-12-28,484.7950744628906
2016-12-29,505.2233581542969
2016-12-30,511.1645202636719
2017-01-02,516.3286743164062
2017-01-03,518.5222778320312
2017-01-04,527.3426513671875
2017-01-05,543.8406372070312
2017-01-06,550.4672241210938
2017-01-09,548.4107666015625
2017-01-10,555.2658081054688
2017-01-11,585.1084594726562
2017-01-12,585.8853759765625
2017-01-13,592.3748779296875
2017-01-16,603.7544555664062
2017-01-17,606.26806640625
2017-01-18,581.7268676757812
2017-01-19,582.9149780273438
2017-01-20,577.7505493164062
2017-01-23,580.4012451171875
2017-01-24,579.9442749023438
2017-01-25,589.9527587890625
2017-01-27,604.2571411132812
2017-01-30,605.58251953125
2017-01-31,603.5716552734375
2017-02-01,614.3113403320312
