Date,REPCOHOME
2013-04-01,146.15615844726562
2013-04-02,157.4023895263672
2013-04-03,154.9634552001953
2013-04-04,154.33114624023438
2013-04-05,155.77642822265625
2013-04-08,157.08624267578125
2013-04-09,154.78277587890625
2013-04-10,155.0537567138672
2013-04-11,152.02767944335938
2013-04-12,154.06011962890625
2013-04-15,155.2344512939453
2013-04-16,154.6021270751953
2013-04-17,153.3374786376953
2013-04-18,154.1504669189453
2013-04-22,152.43417358398438
2013-04-23,153.06646728515625
2013-04-25,151.84698486328125
2013-04-26,154.1956329345703
2013-04-29,156.3184356689453
2013-04-30,154.37628173828125
2013-05-02,156.04742431640625
2013-05-03,155.32476806640625
2013-05-06,157.4475555419922
2013-05-07,158.35084533691406
2013-05-08,159.97683715820312
2013-05-09,163.72557067871094
2013-05-10,169.23580932617188
2013-05-13,175.4686737060547
2013-05-14,177.0042724609375
2013-05-15,182.5145263671875
2013-05-16,185.76641845703125
2013-05-17,189.4248504638672
2013-05-20,190.9153289794922
2013-05-21,188.7022247314453
2013-05-22,187.8440399169922
2013-05-23,186.3535919189453
2013-05-24,193.80593872070312
2013-05-27,192.81228637695312
2013-05-28,197.23851013183594
2013-05-29,198.54833984375
2013-05-30,198.32247924804688
2013-05-31,194.5286102294922
2013-06-03,195.97384643554688
2013-06-04,197.50955200195312
2013-06-05,198.05149841308594
2013-06-06,194.167236328125
2013-06-07,189.96685791015625
2013-06-10,193.98660278320312
2013-06-11,185.81158447265625
2013-06-12,191.2766571044922
2013-06-13,189.3796844482422
2013-06-14,194.34791564941406
2013-06-17,198.86447143554688
2013-06-18,191.1411590576172
2013-06-19,190.7798309326172
2013-06-20,191.32179260253906
2013-06-21,192.54127502441406
2013-06-24,190.0120391845703
2013-06-25,191.2766571044922
2013-06-26,192.22512817382812
2013-06-27,198.05149841308594
2013-06-28,207.7169647216797
2013-07-01,224.11209106445312
2013-07-02,224.83473205566406
2013-07-03,230.70628356933594
2013-07-04,230.11912536621094
2013-07-05,234.50021362304688
2013-07-08,238.6102752685547
2013-07-09,251.88900756835938
2013-07-10,250.5340118408203
2013-07-11,248.14024353027344
2013-07-12,250.4888153076172
2013-07-15,251.97930908203125
2013-07-16,250.66949462890625
2013-07-17,247.7788848876953
2013-07-18,255.32159423828125
2013-07-19,252.25030517578125
2013-07-22,253.33428955078125
2013-07-23,263.0900573730469
2013-07-24,258.3476257324219
2013-07-25,247.14659118652344
2013-07-26,243.8043212890625
2013-07-29,241.36537170410156
2013-07-30,236.30685424804688
2013-07-31,228.53829956054688
2013-08-01,229.17063903808594
2013-08-02,221.2666778564453
2013-08-05,232.28707885742188
2013-08-06,233.86790466308594
2013-08-07,234.04856872558594
2013-08-08,230.615966796875
2013-08-12,228.49313354492188
2013-08-13,226.912353515625
2013-08-14,230.57078552246094
2013-08-16,226.77685546875
2013-08-19,213.63363647460938
2013-08-20,213.99496459960938
2013-08-21,211.8721923828125
2013-08-22,213.49815368652344
2013-08-23,211.14955139160156
2013-08-26,211.42054748535156
2013-08-27,206.4071502685547
2013-08-28,208.6654510498047
2013-08-29,206.13613891601562
2013-08-30,206.36196899414062
2013-09-02,212.86582946777344
2013-09-03,208.3041229248047
2013-09-04,211.8893280029297
2013-09-05,216.60903930664062
2013-09-06,218.60586547851562
2013-09-10,215.83753967285156
2013-09-11,224.1878662109375
2013-09-12,218.37892150878906
2013-09-13,220.10348510742188
2013-09-16,216.56369018554688
2013-09-17,215.9736785888672
2013-09-18,216.7906036376953
2013-09-19,223.5071258544922
2013-09-20,216.6544189453125
2013-09-23,216.33676147460938
2013-09-24,218.2882080078125
2013-09-25,218.87815856933594
2013-09-26,218.2882080078125
2013-09-27,220.421142578125
2013-09-30,228.1361083984375
2013-10-01,223.9609375
2013-10-03,228.72605895996094
2013-10-04,237.2579345703125
2013-10-07,238.3924560546875
2013-10-08,240.116943359375
2013-10-09,245.10902404785156
2013-10-10,245.01824951171875
2013-10-11,246.15286254882812
2013-10-14,241.1608123779297
2013-10-15,239.481689453125
2013-10-17,237.1671600341797
2013-10-18,241.20616149902344
2013-10-21,242.7945098876953
2013-10-22,247.92271423339844
2013-10-23,252.18865966796875
2013-10-24,259.3136291503906
2013-10-25,265.3948669433594
2013-10-28,263.44342041015625
2013-10-29,260.6751403808594
2013-10-30,262.2635192871094
2013-10-31,259.22296142578125
2013-11-01,259.1774597167969
2013-11-05,268.0269775390625
2013-11-06,276.604248046875
2013-11-07,267.936279296875
2013-11-08,269.2977600097656
2013-11-11,267.43701171875
2013-11-12,268.3446350097656
2013-11-13,267.3917236328125
2013-11-14,268.6170654296875
2013-11-18,267.0740051269531
2013-11-19,267.3463134765625
2013-11-20,267.30096435546875
2013-11-21,266.2117004394531
2013-11-22,264.85028076171875
2013-11-25,265.44024658203125
2013-11-26,263.7156982421875
2013-11-27,267.3463134765625
2013-11-28,282.0047607421875
2013-11-29,285.63531494140625
2013-12-02,297.6162109375
2013-12-03,296.7539978027344
2013-12-04,296.5270690917969
2013-12-05,294.80255126953125
2013-12-06,294.84783935546875
2013-12-09,289.5381164550781
2013-12-10,284.0469970703125
2013-12-11,287.6321716308594
2013-12-12,286.4975891113281
2013-12-13,288.7666320800781
2013-12-16,296.0278015136719
2013-12-17,293.5771484375
2013-12-18,293.89483642578125
2013-12-19,292.8511047363281
2013-12-20,292.9872131347656
2013-12-23,299.7945251464844
2013-12-24,309.05242919921875
2013-12-26,320.0803527832031
2013-12-27,321.62335205078125
2013-12-30,317.6297607421875
2013-12-31,316.268310546875
2014-01-01,317.22125244140625
2014-01-02,308.1902770996094
2014-01-03,308.4171447753906
2014-01-06,308.7347717285156
2014-01-07,298.6600036621094
2014-01-08,300.29376220703125
2014-01-09,299.9760437011719
2014-01-10,299.8399658203125
2014-01-13,299.4315185546875
2014-01-14,300.02142333984375
2014-01-15,296.16400146484375
2014-01-16,293.5771484375
2014-01-17,293.168701171875
2014-01-20,290.3097229003906
2014-01-21,290.3097229003906
2014-01-22,295.0294189453125
2014-01-23,298.07000732421875
2014-01-24,293.8494567871094
2014-01-27,292.488037109375
2014-01-28,293.66790771484375
2014-01-29,290.44586181640625
2014-01-30,289.0843200683594
2014-01-31,289.9012756347656
2014-02-03,287.0875244140625
2014-02-04,285.86224365234375
2014-02-05,285.9075622558594
2014-02-06,283.4115295410156
2014-02-07,280.8248291015625
2014-02-10,280.14404296875
2014-02-11,281.73248291015625
2014-02-12,284.2738342285156
2014-02-13,280.8702087402344
2014-02-14,280.55255126953125
2014-02-17,278.91876220703125
2014-02-18,280.0532531738281
2014-02-19,284.09234619140625
2014-02-20,304.28741455078125
2014-02-21,299.0683898925781
2014-02-24,300.7475891113281
2014-02-25,303.9696960449219
2014-02-26,299.0230407714844
2014-02-28,299.4768371582031
2014-03-03,294.1671447753906
2014-03-04,288.9028625488281
2014-03-05,290.1735534667969
2014-03-06,287.2690734863281
2014-03-07,286.860595703125
2014-03-10,284.0469970703125
2014-03-11,280.96087646484375
2014-03-12,287.2236633300781
2014-03-13,284.09234619140625
2014-03-14,288.1313781738281
2014-03-18,296.0732116699219
2014-03-19,294.439453125
2014-03-20,297.3892822265625
2014-03-21,297.7523498535156
2014-03-24,292.9872131347656
2014-03-25,296.9354553222656
2014-03-26,292.3973083496094
2014-03-27,295.8462829589844
2014-03-28,300.06689453125
2014-03-31,302.8805236816406
2014-04-01,304.19659423828125
2014-04-02,317.44818115234375
2014-04-03,326.20697021484375
2014-04-04,322.2586975097656
2014-04-07,322.2132873535156
2014-04-09,329.5198059082031
2014-04-10,328.8845520019531
2014-04-11,336.1910095214844
2014-04-15,341.8638000488281
2014-04-16,339.2769470214844
2014-04-17,338.323974609375
2014-04-21,345.9482116699219
2014-04-22,343.27069091796875
2014-04-23,348.3534851074219
2014-04-24,348.3534851074219
2014-04-25,353.66314697265625
2014-04-28,346.9919738769531
2014-04-29,343.4067687988281
2014-04-30,339.6401672363281
2014-05-02,344.8590087890625
2014-05-05,341.1830749511719
2014-05-06,339.4131774902344
2014-05-07,347.2188720703125
2014-05-08,342.54449462890625
2014-05-09,346.7196960449219
2014-05-12,361.423583984375
2014-05-13,371.0899963378906
2014-05-14,361.9226989746094
2014-05-15,360.87890625
2014-05-16,357.7929382324219
2014-05-19,378.48724365234375
2014-05-20,387.69976806640625
2014-05-21,386.4744873046875
2014-05-22,378.8502502441406
2014-05-23,373.0413513183594
2014-05-26,367.4593505859375
2014-05-27,371.9975891113281
2014-05-28,384.9768371582031
2014-05-29,374.6751403808594
2014-05-30,371.679931640625
2014-06-02,369.1385192871094
2014-06-03,401.04217529296875
2014-06-04,410.11859130859375
2014-06-05,393.6448669433594
2014-06-06,399.4991760253906
2014-06-09,392.7371826171875
2014-06-10,389.9688415527344
2014-06-11,388.51666259765625
2014-06-12,378.2149353027344
2014-06-13,372.08831787109375
2014-06-16,370.817626953125
2014-06-17,377.9425964355469
2014-06-18,378.714111328125
2014-06-19,385.2945556640625
2014-06-20,387.01904296875
2014-06-23,390.10504150390625
