Date,LUXIND
2016-06-08,637.7479858398438
2016-06-09,623.1815185546875
2016-06-10,608.077392578125
2016-06-13,597.8612670898438
2016-06-14,598.0079956054688
2016-06-15,613.552001953125
2016-06-16,637.2593383789062
2016-06-17,636.5259399414062
2016-06-20,628.3629760742188
2016-06-21,632.2735595703125
2016-06-22,631.4913330078125
2016-06-23,626.260986328125
2016-06-24,623.5726318359375
2016-06-27,616.8759765625
2016-06-28,616.3383178710938
2016-06-29,613.8941650390625
2016-06-30,612.5255126953125
2016-07-01,603.7269897460938
2016-07-04,603.140380859375
2016-07-05,614.0897827148438
2016-07-07,614.8719482421875
2016-07-08,608.810546875
2016-07-11,610.5703125
2016-07-12,610.2281494140625
2016-07-13,603.1893920898438
2016-07-14,601.3806762695312
2016-07-15,599.523193359375
2016-07-18,608.8594970703125
2016-07-19,600.5496215820312
2016-07-20,602.3093872070312
2016-07-21,597.6168212890625
2016-07-22,599.18115234375
2016-07-25,612.4765625
2016-07-26,611.4012451171875
2016-07-27,608.712890625
2016-07-28,613.5032348632812
2016-07-29,602.5050659179688
2016-08-01,596.9326171875
2016-08-02,593.4131469726562
2016-08-03,593.0220336914062
2016-08-04,589.8449096679688
2016-08-05,595.2706909179688
2016-08-08,596.0039672851562
2016-08-09,597.3236694335938
2016-08-10,594.3419189453125
2016-08-11,594.6351928710938
2016-08-12,593.9019775390625
2016-08-16,578.5045166015625
2016-08-17,573.7630615234375
2016-08-18,574.6918334960938
2016-08-19,580.019775390625
2016-08-22,613.3566284179688
2016-08-23,605.63330078125
2016-08-24,619.61328125
2016-08-25,626.4077758789062
2016-08-26,616.5338134765625
2016-08-29,612.4765625
2016-08-30,599.18115234375
2016-08-31,600.2564697265625
2016-09-01,595.1728515625
2016-09-02,593.9019775390625
2016-09-06,582.6104736328125
2016-09-07,580.5574951171875
2016-09-08,586.2276611328125
2016-09-09,586.7164916992188
2016-09-12,583.2947998046875
2016-09-14,581.5841064453125
2016-09-15,577.8201904296875
2016-09-16,570.3877563476562
2016-09-19,567.5516967773438
2016-09-20,666.2266845703125
2016-09-21,627.6466674804688
2016-09-22,637.2794799804688
2016-09-23,626.4729614257812
2016-09-26,629.8958129882812
2016-09-27,649.7481689453125
2016-09-28,634.8345947265625
2016-09-29,609.8969116210938
2016-09-30,618.747314453125
2016-10-03,632.2918701171875
2016-10-04,630.7271118164062
2016-10-05,626.1306762695312
2016-10-06,649.1124267578125
2016-10-07,662.656982421875
2016-10-10,685.2477416992188
2016-10-13,664.270751953125
2016-10-14,698.6455688476562
2016-10-17,693.266845703125
2016-10-18,696.3961791992188
2016-10-19,697.9609375
2016-10-20,703.2417602539062
2016-10-21,706.9092407226562
2016-10-24,715.2218627929688
2016-10-25,729.7442626953125
2016-10-26,709.451904296875
2016-10-27,702.1661376953125
2016-10-28,739.3281860351562
2016-11-01,747.4940185546875
2016-11-02,750.9657592773438
2016-11-03,777.0770263671875
2016-11-04,744.46240234375
2016-11-07,787.7854614257812
2016-11-08,792.6751708984375
2016-11-09,769.1066284179688
2016-11-10,809.2025146484375
2016-11-11,781.8199462890625
2016-11-15,729.4998168945312
2016-11-16,724.0721435546875
2016-11-17,729.6954956054688
2016-11-18,727.5928344726562
2016-11-21,712.3368530273438
2016-11-22,708.1805419921875
2016-11-23,721.3828735351562
2016-11-24,729.5487060546875
2016-11-25,736.7365112304688
2016-11-28,735.318603515625
2016-11-29,744.8046875
2016-11-30,751.1124267578125
2016-12-01,743.7777709960938
2016-12-02,734.3895263671875
2016-12-05,726.712646484375
2016-12-06,725.0501098632812
2016-12-07,725.8814086914062
2016-12-08,729.9888305664062
2016-12-09,737.1277465820312
2016-12-12,731.015625
2016-12-13,735.8565063476562
2016-12-14,732.9714965820312
2016-12-15,724.7567138671875
2016-12-16,732.0912475585938
2016-12-19,723.2408447265625
2016-12-20,719.769287109375
2016-12-21,728.815185546875
2016-12-22,720.6004028320312
2016-12-23,715.270751953125
2016-12-26,704.1709594726562
2016-12-27,710.5765380859375
2016-12-28,713.2169189453125
2016-12-29,716.4931030273438
2016-12-30,722.0184936523438
2017-01-02,725.9791259765625
2017-01-03,733.1670532226562
2017-01-04,728.766357421875
2017-01-05,732.0912475585938
2017-01-06,729.108642578125
2017-01-09,726.1258544921875
2017-01-10,699.5257568359375
2017-01-11,703.7308959960938
2017-01-12,715.4661865234375
2017-01-13,716.0530395507812
2017-01-16,699.4279174804688
2017-01-17,704.7088623046875
2017-01-18,708.9628295898438
2017-01-19,712.1412963867188
2017-01-20,714.14599609375
2017-01-23,722.3607788085938
2017-01-24,726.5172119140625
2017-01-25,708.9140625
2017-01-27,703.975341796875
2017-01-30,704.4154052734375
2017-01-31,705.8334350585938
2017-02-01,713.4613647460938
2017-02-02,689.4527587890625
2017-02-03,688.8170776367188
2017-02-06,686.3233642578125
2017-02-07,696.15185546875
2017-02-08,686.1277465820312
2017-02-09,684.8076171875
2017-02-10,690.088623046875
2017-02-13,688.7194213867188
2017-02-14,680.0155639648438
2017-02-15,680.5046997070312
2017-02-16,669.8450927734375
2017-02-17,671.8987426757812
2017-02-20,670.8719482421875
2017-02-21,667.4979858398438
2017-02-22,665.0042114257812
2017-02-23,648.6235961914062
2017-02-27,657.8651733398438
2017-02-28,647.5478515625
2017-03-01,655.9581298828125
2017-03-02,654.0510864257812
2017-03-03,654.2467041015625
2017-03-06,673.6099853515625
2017-03-07,656.1536865234375
2017-03-08,659.821044921875
2017-03-09,653.8555908203125
2017-03-10,638.5995483398438
2017-03-14,638.9909057617188
2017-03-15,649.7481689453125
2017-03-16,640.3108520507812
2017-03-17,660.8478393554688
2017-03-20,649.0636596679688
2017-03-21,657.5718383789062
2017-03-22,657.0338745117188
2017-03-23,656.2027587890625
2017-03-24,652.4376220703125
2017-03-27,657.7184448242188
2017-03-28,661.1902465820312
2017-03-29,657.0828857421875
2017-03-30,706.4691162109375
2017-03-31,698.0586547851562
2017-04-03,730.1354370117188
2017-04-05,759.9627685546875
2017-04-06,779.5707397460938
2017-04-07,766.4174194335938
2017-04-10,751.8948364257812
2017-04-11,752.1392822265625
2017-04-12,746.6138305664062
2017-04-13,744.5112915039062
2017-04-17,746.0270385742188
2017-04-18,746.2715454101562
2017-04-19,744.46240234375
2017-04-20,746.6138305664062
2017-04-21,756.344482421875
2017-04-24,778.006103515625
2017-04-25,800.7431640625
2017-04-26,806.1707763671875
2017-04-27,801.9656372070312
2017-04-28,805.3884887695312
2017-05-02,835.2647094726562
2017-05-03,814.5322875976562
2017-05-04,819.5198364257812
2017-05-05,812.5275268554688
2017-05-08,803.13916015625
2017-05-09,802.0635375976562
2017-05-10,807.5400390625
2017-05-11,803.6282348632812
2017-05-12,801.4277954101562
2017-05-15,801.5255737304688
2017-05-16,799.4718627929688
2017-05-17,801.72119140625
2017-05-18,801.9656372070312
2017-05-19,799.7651977539062
2017-05-22,799.0317993164062
2017-05-23,789.496826171875
2017-05-24,774.5343017578125
2017-05-25,789.496826171875
2017-05-26,793.5552978515625
2017-05-29,781.9178466796875
2017-05-30,775.3656005859375
2017-05-31,779.1795043945312
2017-06-01,771.7471313476562
2017-06-02,799.4718627929688
2017-06-05,816.2437133789062
2017-06-06,848.5160522460938
2017-06-07,876.87646484375
2017-06-08,861.6204223632812
2017-06-09,884.9934692382812
2017-06-12,903.5255737304688
2017-06-13,903.9166870117188
2017-06-14,1021.5637817382812
2017-06-15,1061.0728759765625
2017-06-16,1063.4686279296875
2017-06-19,1065.8646240234375
2017-06-20,1062.7841796875
2017-06-21,1057.2589111328125
2017-06-22,1052.17333984375
2017-06-23,992.2742919921875
2017-06-27,1007.1389770507812
2017-06-28,988.8515014648438
2017-06-29,991.7852172851562
2017-06-30,990.0738525390625
2017-07-03,991.4429931640625
2017-07-04,1055.7918701171875
2017-07-05,1046.5504150390625
2017-07-06,1037.113037109375
2017-07-07,1065.2291259765625
2017-07-10,1072.1724853515625
2017-07-11,1115.2509765625
2017-07-12,1158.623046875
2017-07-13,1173.1944580078125
2017-07-14,1171.0430908203125
2017-07-17,1158.2808837890625
2017-07-18,1136.3748779296875
2017-07-19,1137.1082763671875
2017-07-20,1139.4063720703125
2017-07-21,1137.40185546875
2017-07-24,1120.531982421875
2017-07-25,1117.011474609375
2017-07-26,1112.3172607421875
2017-07-27,1102.195556640625
2017-07-28,1092.318115234375
2017-07-31,1092.856201171875
2017-08-01,1103.320068359375
2017-08-02,1086.5972900390625
2017-08-03,1077.258056640625
2017-08-04,1072.4659423828125
2017-08-07,1104.836181640625
2017-08-08,1077.8934326171875
2017-08-09,1075.4974365234375
2017-08-10,1069.5321044921875
2017-08-11,1093.7362060546875
2017-08-14,1096.474365234375
2017-08-16,1084.739013671875
2017-08-17,1120.189697265625
2017-08-18,1144.8829345703125
2017-08-21,1180.577880859375
2017-08-22,1216.322021484375
2017-08-23,1237.054443359375
2017-08-24,1239.1082763671875
2017-08-28,1209.6231689453125
2017-08-29,1181.6539306640625
2017-08-30,1182.876220703125
2017-08-31,1176.715087890625
2017-09-01,1180.089111328125
2017-09-04,1145.371826171875
2017-09-05,1155.2491455078125
2017-09-06,1158.8675537109375
2017-09-07,1184.83203125
2017-09-08,1180.186767578125
2017-09-11,1181.5560302734375
2017-09-12,1179.5999755859375
2017-09-13,1170.102783203125
2017-09-14,1164.9139404296875
2017-09-15,1149.395263671875
2017-09-18,1175.6348876953125
2017-09-19,1205.2520751953125
2017-09-20,1196.5870361328125
2017-09-21,1180.970703125
2017-09-22,1153.5562744140625
2017-09-25,1109.693603515625
2017-09-26,1123.9881591796875
2017-09-27,1106.2177734375
2017-09-28,1128.6878662109375
2017-09-29,1160.3609619140625
2017-10-03,1174.3619384765625
2017-10-04,1187.7755126953125
2017-10-05,1166.284423828125
2017-10-06,1175.1451416015625
2017-10-09,1166.1866455078125
2017-10-10,1160.26318359375
2017-10-11,1151.8428955078125
2017-10-12,1156.3470458984375
2017-10-13,1135.8349609375
2017-10-16,1140.8284912109375
2017-10-17,1137.49951171875
2017-10-18,1147.2413330078125
2017-10-19,1141.5626220703125
2017-10-23,1136.1776123046875
2017-10-24,1126.5335693359375
2017-10-25,1117.428466796875
2017-10-26,1141.0244140625
2017-10-27,1171.62060546875
2017-10-30,1183.7611083984375
2017-10-31,1159.13720703125
2017-11-01,1166.578369140625
2017-11-02,1200.748291015625
2017-11-03,1191.9853515625
2017-11-06,1214.2108154296875
2017-11-07,1251.8563232421875
2017-11-08,1205.105224609375
2017-11-09,1217.6375732421875
2017-11-10,1248.9681396484375
2017-11-13,1294.642578125
2017-11-14,1301.642822265625
2017-11-15,1259.2484130859375
2017-11-16,1273.1025390625
2017-11-17,1298.754638671875
2017-11-20,1320.196533203125
2017-11-21,1343.2049560546875
2017-11-22,1393.431884765625
2017-11-23,1385.55029296875
2017-11-24,1422.70654296875
2017-11-27,1436.609619140625
2017-11-28,1380.6549072265625
2017-11-29,1382.0257568359375
2017-11-30,1385.74609375
2017-12-01,1397.5440673828125
2017-12-04,1354.1707763671875
2017-12-05,1400.726318359375
2017-12-06,1441.0643310546875
2017-12-07,1411.593994140625
2017-12-08,1405.0343017578125
2017-12-11,1467.8912353515625
2017-12-12,1472.0523681640625
2017-12-13,1476.4583740234375
2017-12-14,1467.79345703125
2017-12-15,1477.4373779296875
2017-12-18,1447.7711181640625
2017-12-19,1458.9818115234375
2017-12-20,1482.2838134765625
2017-12-21,1483.3607177734375
2017-12-22,1487.375
2017-12-26,1480.8150634765625
2017-12-27,1471.366943359375
2017-12-28,1486.738525390625
2017-12-29,1484.2908935546875
2018-01-01,1480.031982421875
2018-01-02,1467.9891357421875
2018-01-03,1472.1502685546875
2018-01-04,1482.3326416015625
2018-01-05,1489.43115234375
2018-01-08,1512.0478515625
2018-01-09,1509.6492919921875
2018-01-10,1490.21435546875
2018-01-11,1499.7606201171875
2018-01-12,1499.8092041015625
2018-01-15,1491.7320556640625
2018-01-16,1477.9759521484375
2018-01-17,1487.9134521484375
2018-01-18,1475.6259765625
2018-01-19,1493.3963623046875
2018-01-22,1508.523193359375
2018-01-23,1565.1143798828125
2018-01-24,1599.52880859375
2018-01-25,1600.7039794921875
2018-01-29,1623.0760498046875
2018-01-30,1660.1341552734375
2018-01-31,1677.21923828125
2018-02-01,1666.253662109375
2018-02-02,1630.859619140625
2018-02-05,1596.83642578125
2018-02-06,1585.430419921875
2018-02-07,1621.9013671875
2018-02-08,1670.610595703125
2018-02-09,1692.444091796875
2018-02-12,1724.5089111328125
2018-02-14,1731.2156982421875
2018-02-15,1674.869384765625
2018-02-16,1664.2955322265625
2018-02-19,1665.127685546875
2018-02-20,1655.4346923828125
2018-02-21,1652.8890380859375
2018-02-22,1636.4404296875
2018-02-23,1685.4434814453125
2018-02-26,1703.409912109375
2018-02-27,1715.942138671875
2018-02-28,1766.903564453125
2018-03-01,1809.7381591796875
2018-03-05,1714.6202392578125
2018-03-06,1726.3695068359375
2018-03-07,1655.8753662109375
2018-03-08,1695.38134765625
2018-03-09,1731.5093994140625
2018-03-12,1735.7685546875
2018-03-13,1719.5648193359375
2018-03-14,1766.119873046875
2018-03-15,1799.8006591796875
2018-03-16,1761.8609619140625
2018-03-19,1733.125
2018-03-20,1674.086181640625
2018-03-21,1669.7783203125
2018-03-22,1648.189453125
2018-03-23,1615.9776611328125
2018-03-26,1635.4124755859375
2018-03-27,1674.1839599609375
2018-03-28,1665.9110107421875
2018-04-02,1715.550537109375
2018-04-03,1762.0079345703125
2018-04-04,1758.6790771484375
2018-04-05,1778.5545654296875
2018-04-06,1781.1981201171875
2018-04-09,1760.5882568359375
2018-04-10,1776.0087890625
2018-04-11,1770.7708740234375
2018-04-12,1764.6025390625
2018-04-13,1760.4415283203125
2018-04-16,1753.147216796875
2018-04-17,1735.18115234375
2018-04-18,1726.46728515625
2018-04-19,1754.420166015625
2018-04-20,1750.9443359375
2018-04-23,1836.46728515625
2018-04-24,1911.416259765625
2018-04-25,1906.0311279296875
2018-04-26,1926.249267578125
2018-04-27,1913.08056640625
2018-04-30,1949.991943359375
2018-05-02,1958.0206298828125
2018-05-03,1958.901611328125
2018-05-04,2000.8067626953125
2018-05-07,2011.67431640625
2018-05-08,2017.5489501953125
2018-05-09,2031.4521484375
2018-05-10,2012.7513427734375
2018-05-11,2004.52734375
2018-05-14,1991.0648193359375
2018-05-15,1973.098388671875
2018-05-16,1942.1103515625
2018-05-17,1945.4881591796875
2018-05-18,1928.305419921875
2018-05-21,1948.1810302734375
2018-05-22,1957.2862548828125
2018-05-23,1999.19091796875
2018-05-24,1977.063720703125
2018-05-25,1942.4530029296875
2018-05-28,1903.7303466796875
2018-05-29,1901.8699951171875
2018-05-30,1809.248779296875
2018-05-31,1783.988525390625
2018-06-01,1767.24609375
2018-06-04,1762.3016357421875
2018-06-05,1696.1156005859375
2018-06-06,1757.357421875
2018-06-07,1686.3739013671875
2018-06-08,1642.8046875
2018-06-11,1672.2750244140625
2018-06-12,1727.7401123046875
2018-06-13,1756.4271240234375
2018-06-14,1752.5596923828125
2018-06-15,1717.3128662109375
2018-06-18,1744.3355712890625
2018-06-19,1720.0052490234375
2018-06-20,1759.0709228515625
2018-06-21,1731.9012451171875
2018-06-22,1762.987060546875
2018-06-25,1802.835693359375
2018-06-26,1851.789794921875
2018-06-27,1851.64306640625
2018-06-28,1789.6181640625
2018-06-29,1871.17578125
2018-07-02,1884.4913330078125
2018-07-03,1898.59033203125
2018-07-04,1905.3458251953125
2018-07-05,1885.51953125
2018-07-06,1891.83447265625
2018-07-09,1858.79052734375
2018-07-10,1858.6436767578125
2018-07-11,1874.7005615234375
2018-07-12,1850.7620849609375
2018-07-13,1848.0694580078125
2018-07-16,1775.6173095703125
2018-07-17,1829.3687744140625
2018-07-18,1812.3328857421875
2018-07-19,1795.5416259765625
2018-07-20,1785.603759765625
2018-07-23,1776.7923583984375
2018-07-24,1799.3111572265625
2018-07-25,1830.39697265625
2018-07-26,1840.5303955078125
2018-07-27,1850.2235107421875
2018-07-30,1813.8994140625
2018-07-31,1850.9576416015625
2018-08-01,1895.65283203125
2018-08-02,1892.0302734375
2018-08-03,1915.8221435546875
2018-08-06,1928.9417724609375
2018-08-07,1900.49951171875
2018-08-08,1894.82080078125
2018-08-09,1929.1865234375
2018-08-10,1918.220947265625
2018-08-13,1859.769775390625
2018-08-14,1838.6214599609375
2018-08-16,1791.8699951171875
2018-08-17,1777.9671630859375
2018-08-20,1784.57568359375
2018-08-21,1767.148193359375
2018-08-23,1720.5439453125
2018-08-24,1693.9617919921875
2018-08-27,1712.662109375
2018-08-28,1734.153076171875
2018-08-29,1725.78173828125
2018-08-30,1727.3485107421875
2018-08-31,1687.4019775390625
2018-09-03,1677.7576904296875
2018-09-04,1661.30908203125
2018-09-05,1651.6654052734375
2018-09-06,1664.1485595703125
2018-09-07,1693.2275390625
2018-09-10,1710.263427734375
2018-09-11,1686.618408203125
2018-09-12,1667.183837890625
2018-09-14,1671.6875
2018-09-17,1833.2362060546875
2018-09-18,1815.5941162109375
2018-09-19,1813.0948486328125
2018-09-21,1775.751708984375
2018-09-24,1699.6446533203125
2018-09-25,1671.808837890625
2018-09-26,1682.2962646484375
2018-09-27,1658.5281982421875
2018-09-28,1590.3109130859375
2018-10-01,1544.2939453125
2018-10-03,1519.349609375
2018-10-04,1495.7283935546875
2018-10-05,1470.5880126953125
2018-10-08,1464.21728515625
2018-10-09,1423.4437255859375
2018-10-10,1473.332275390625
2018-10-11,1474.5086669921875
2018-10-12,1483.5257568359375
2018-10-15,1511.2635498046875
2018-10-16,1561.9361572265625
2018-10-17,1528.0726318359375
2018-10-19,1493.3271484375
2018-10-22,1468.9217529296875
2018-10-23,1438.439697265625
2018-10-24,1450.5443115234375
2018-10-25,1409.9671630859375
2018-10-26,1434.1270751953125
2018-10-29,1486.0250244140625
2018-10-30,1471.2249755859375
2018-10-31,1504.696533203125
2018-11-01,1525.573486328125
2018-11-02,1552.2327880859375
2018-11-05,1571.9825439453125
2018-11-06,1562.4752197265625
2018-11-07,1568.8460693359375
2018-11-09,1560.3189697265625
2018-11-12,1540.716552734375
2018-11-13,1524.8382568359375
2018-11-14,1507.343017578125
2018-11-15,1526.798583984375
2018-11-16,1500.2860107421875
2018-11-19,1501.903076171875
2018-11-20,1491.0728759765625
2018-11-21,1485.8291015625
2018-11-22,1476.0767822265625
2018-11-26,1488.8184814453125
2018-11-27,1474.0673828125
2018-11-28,1468.627685546875
2018-11-29,1449.3192138671875
2018-11-30,1461.962890625
2018-12-03,1442.8504638671875
2018-12-04,1453.533935546875
2018-12-05,1432.216064453125
2018-12-06,1422.5125732421875
2018-12-07,1416.141845703125
2018-12-10,1403.89013671875
2018-12-11,1440.1549072265625
2018-12-12,1508.322998046875
2018-12-13,1487.691162109375
2018-12-14,1475.3907470703125
2018-12-17,1465.9324951171875
2018-12-18,1435.107177734375
2018-12-19,1427.0704345703125
2018-12-20,1422.169677734375
2018-12-21,1412.760498046875
2018-12-24,1388.6002197265625
2018-12-26,1369.6346435546875
2018-12-27,1358.8040771484375
2018-12-28,1331.60546875
2018-12-31,1330.13525390625
2019-01-01,1356.2066650390625
2019-01-02,1321.6082763671875
2019-01-03,1314.6495361328125
2019-01-04,1297.496826171875
2019-01-07,1286.176513671875
2019-01-08,1259.3209228515625
2019-01-09,1194.1422119140625
2019-01-10,1117.887939453125
2019-01-11,1106.8123779296875
2019-01-14,1074.0760498046875
2019-01-15,1195.955322265625
2019-01-16,1293.2332763671875
2019-01-17,1305.23974609375
2019-01-18,1285.5882568359375
2019-01-21,1239.0811767578125
2019-01-22,1196.8865966796875
2019-01-23,1231.68115234375
2019-01-24,1214.0877685546875
2019-01-25,1192.231201171875
2019-01-28,1174.343505859375
2019-01-29,1191.0057373046875
2019-01-30,1186.5953369140625
2019-01-31,1184.095703125
2019-02-01,1154.2508544921875
2019-02-04,1189.9765625
2019-02-05,1172.187255859375
2019-02-06,1176.4996337890625
2019-02-07,1181.6944580078125
2019-02-08,1171.648193359375
2019-02-11,1153.0745849609375
2019-02-12,1153.7119140625
2019-02-14,1169.638916015625
2019-02-15,1158.46533203125
2019-02-18,1110.047119140625
2019-02-19,1084.7596435546875
2019-02-20,1097.5504150390625
2019-02-21,1067.4603271484375
2019-02-22,1059.66796875
2019-02-25,1065.450927734375
2019-02-26,1057.02197265625
2019-02-27,1067.068115234375
2019-02-28,1073.39013671875
2019-03-01,1130.580810546875
2019-03-05,1215.9991455078125
2019-03-06,1241.9237060546875
2019-03-07,1239.7672119140625
2019-03-08,1242.9039306640625
2019-03-11,1283.18701171875
2019-03-12,1284.069091796875
2019-03-13,1267.4071044921875
2019-03-14,1271.523681640625
2019-03-15,1251.7247314453125
2019-03-18,1268.877197265625
2019-03-19,1290.1461181640625
2019-03-20,1302.8387451171875
2019-03-22,1275.1990966796875
2019-03-25,1280.883544921875
2019-03-26,1308.327392578125
2019-03-27,1306.8082275390625
2019-03-28,1316.2176513671875
2019-04-01,1379.1417236328125
2019-04-02,1379.7789306640625
2019-04-03,1359.049072265625
2019-04-04,1347.4345703125
2019-04-05,1336.6533203125
2019-04-08,1324.7445068359375
2019-04-09,1310.1898193359375
2019-04-10,1296.4188232421875
2019-04-11,1318.128662109375
2019-04-12,1348.1697998046875
2019-04-15,1368.801513671875
2019-04-16,1372.18310546875
2019-04-18,1350.816162109375
2019-04-22,1359.39208984375
2019-04-23,1347.1405029296875
2019-04-24,1352.2373046875
2019-04-25,1348.561767578125
2019-04-26,1333.173583984375
2019-04-30,1296.07568359375
2019-05-02,1303.181640625
2019-05-03,1288.4307861328125
2019-05-06,1307.2001953125
2019-05-07,1288.28369140625
2019-05-08,1243.2957763671875
2019-05-09,1223.399169921875
2019-05-10,1215.3128662109375
2019-05-13,1187.477294921875
2019-05-14,1135.8734130859375
2019-05-15,1121.12255859375
2019-05-16,1131.7567138671875
2019-05-17,1115.1927490234375
2019-05-20,1204.923583984375
2019-05-21,1182.086669921875
2019-05-22,1182.135498046875
2019-05-23,1187.5753173828125
2019-05-24,1230.9461669921875
2019-05-27,1275.2479248046875
2019-05-28,1255.4493408203125
2019-05-29,1241.1885986328125
2019-05-30,1228.2015380859375
2019-05-31,1232.906494140625
2019-06-03,1228.887939453125
2019-06-04,1224.8204345703125
2019-06-06,1278.7275390625
2019-06-07,1289.4599609375
2019-06-10,1274.8070068359375
2019-06-11,1275.1009521484375
2019-06-12,1259.07568359375
2019-06-13,1250.8426513671875
2019-06-14,1274.6597900390625
2019-06-17,1248.1962890625
2019-06-18,1282.0599365234375
2019-06-19,1232.710205078125
2019-06-20,1238.9342041015625
2019-06-21,1226.0943603515625
2019-06-24,1231.485107421875
2019-06-25,1225.9473876953125
2019-06-26,1191.8387451171875
2019-06-27,1185.468017578125
2019-06-28,1188.0164794921875
2019-07-01,1195.514404296875
2019-07-02,1172.5302734375
2019-07-03,1184.2919921875
2019-07-04,1186.0072021484375
2019-07-05,1177.676025390625
2019-07-08,1133.5211181640625
2019-07-09,1144.3515625
2019-07-10,1135.236328125
2019-07-11,1131.511962890625
2019-07-12,1116.809814453125
2019-07-15,1100.7845458984375
2019-07-16,1081.8193359375
2019-07-17,1090.5914306640625
2019-07-18,1096.570068359375
2019-07-19,1085.2987060546875
2019-07-22,1066.529052734375
2019-07-23,1120.9266357421875
2019-07-24,1065.5980224609375
2019-07-25,1079.270751953125
2019-07-26,1077.3594970703125
2019-07-29,1052.5133056640625
2019-07-30,1042.6141357421875
2019-07-31,1061.4324951171875
2019-08-01,1068.4893798828125
2019-08-02,1040.1146240234375
2019-08-05,1011.9358520507812
2019-08-06,1049.96484375
2019-08-07,1011.0538330078125
2019-08-08,1005.4180908203125
2019-08-09,1005.3199462890625
2019-08-13,997.1358642578125
2019-08-14,992.2352905273438
2019-08-16,1016.6895751953125
2019-08-19,998.1651000976562
2019-08-20,989.7359619140625
2019-08-21,983.071044921875
2019-08-22,979.4935913085938
2019-08-23,994.3915405273438
2019-08-26,1007.329345703125
2019-08-27,1034.8218994140625
