Date,POWERMECH
2016-02-04,289.30401611328125
2016-02-05,290.4411315917969
2016-02-08,288.85906982421875
2016-02-09,288.5129089355469
2016-02-10,285.5711975097656
2016-02-11,285.29925537109375
2016-02-12,274.0267028808594
2016-02-15,277.4628601074219
2016-02-16,272.14794921875
2016-02-17,271.3321838378906
2016-02-18,282.82720947265625
2016-02-19,284.2115478515625
2016-02-22,282.7283630371094
2016-02-23,276.8695983886719
2016-02-24,278.6247253417969
2016-02-25,279.2922058105469
2016-02-26,283.0743713378906
2016-02-29,284.2857360839844
2016-03-01,283.6676940917969
2016-03-02,281.8136901855469
2016-03-03,282.1844787597656
2016-03-04,282.11029052734375
2016-03-08,280.1079406738281
2016-03-09,277.1415100097656
2016-03-10,285.22509765625
2016-03-11,285.4228515625
2016-03-14,278.6000061035156
2016-03-15,278.99554443359375
2016-03-16,279.4899597167969
2016-03-17,277.66064453125
2016-03-18,280.1326904296875
2016-03-21,280.849609375
2016-03-22,280.2315673828125
2016-03-23,277.66064453125
2016-03-28,280.083251953125
2016-03-29,274.28839111328125
2016-03-30,281.7424621582031
2016-03-31,276.9134216308594
2016-04-01,286.57147216796875
2016-04-04,293.6788024902344
2016-04-05,285.2837219238281
2016-04-06,286.0513916015625
2016-04-07,285.23419189453125
2016-04-08,285.4818420410156
2016-04-11,289.4193420410156
2016-04-12,292.16827392578125
2016-04-13,300.1422119140625
2016-04-18,293.2577819824219
2016-04-20,289.96417236328125
2016-04-21,294.66937255859375
2016-04-22,296.05615234375
2016-04-25,296.1552734375
2016-04-26,298.21063232421875
2016-04-27,299.6221923828125
2016-04-28,291.2271423339844
2016-04-29,292.16827392578125
2016-05-02,291.6976623535156
2016-05-03,291.4252624511719
2016-05-04,288.9983825683594
2016-05-05,299.0773620605469
2016-05-06,299.6221923828125
2016-05-09,294.5703430175781
2016-05-10,286.3486022949219
2016-05-11,283.8721923828125
2016-05-12,295.9819030761719
2016-05-13,296.7496337890625
2016-05-16,296.6009826660156
2016-05-17,300.34039306640625
2016-05-18,292.2424621582031
2016-05-19,300.34039306640625
2016-05-20,299.4488525390625
2016-05-23,301.25665283203125
2016-05-24,294.8179931640625
2016-05-25,291.17767333984375
2016-05-26,294.0255126953125
2016-05-27,297.0219421386719
2016-05-30,295.833251953125
2016-05-31,296.7496337890625
2016-06-01,291.64813232421875
2016-06-02,290.063232421875
2016-06-03,293.7283020019531
2016-06-06,289.097412109375
2016-06-07,290.4842224121094
2016-06-08,287.1163024902344
2016-06-09,277.9535217285156
2016-06-10,281.7176513671875
2016-06-13,286.15045166015625
2016-06-14,287.5372314453125
2016-06-15,281.0490417480469
2016-06-16,278.20123291015625
2016-06-17,277.0372314453125
2016-06-20,269.4593811035156
2016-06-21,270.0784912109375
2016-06-22,269.3851013183594
2016-06-23,267.2801818847656
2016-06-24,267.70111083984375
2016-06-27,268.07257080078125
2016-06-28,262.87213134765625
2016-06-29,270.326171875
2016-06-30,268.98883056640625
2016-07-01,271.16815185546875
2016-07-04,272.45587158203125
2016-07-05,274.38751220703125
2016-07-07,283.0301818847656
2016-07-08,276.98773193359375
2016-07-11,277.0620422363281
2016-07-12,277.7801513671875
2016-07-13,277.5077209472656
2016-07-14,276.09625244140625
2016-07-15,277.9287414550781
2016-07-18,278.9193420410156
2016-07-19,275.2789611816406
2016-07-20,272.2825622558594
2016-07-21,270.449951171875
2016-07-22,275.8980407714844
2016-07-25,278.8697814941406
2016-07-26,279.0926513671875
2016-07-27,274.9818420410156
2016-07-28,277.978271484375
2016-07-29,281.9405517578125
2016-08-01,279.51361083984375
2016-08-02,273.5702209472656
2016-08-03,267.5029296875
2016-08-04,267.03253173828125
2016-08-05,267.998291015625
2016-08-08,264.4322814941406
2016-08-09,267.0820617675781
2016-08-10,260.6929016113281
2016-08-11,262.47589111328125
2016-08-12,262.5254211425781
2016-08-16,269.1126708984375
2016-08-17,264.1598205566406
2016-08-18,265.7943420410156
2016-08-19,262.87213134765625
2016-08-22,242.34259033203125
2016-08-23,233.97227478027344
2016-08-24,230.35671997070312
2016-08-25,235.33433532714844
2016-08-26,236.07725524902344
2016-08-29,229.71282958984375
2016-08-30,226.04774475097656
2016-08-31,228.4498748779297
2016-09-01,238.30599975585938
2016-09-02,238.42982482910156
2016-09-06,236.07725524902344
2016-09-07,233.9970245361328
2016-09-08,232.0159149169922
2016-09-09,231.8177947998047
2016-09-12,229.663330078125
2016-09-14,236.74588012695312
2016-09-15,237.61264038085938
2016-09-16,237.31544494628906
2016-09-19,240.5347900390625
2016-09-20,241.64918518066406
2016-09-21,245.90863037109375
2016-09-22,243.43222045898438
2016-09-23,245.4381103515625
2016-09-26,249.74708557128906
2016-09-27,244.84376525878906
2016-09-28,242.8626251220703
2016-09-29,233.57606506347656
2016-09-30,240.6833953857422
2016-10-03,245.7353057861328
2016-10-04,245.4381103515625
2016-10-05,244.59613037109375
2016-10-06,244.15037536621094
2016-10-07,243.5064697265625
2016-10-10,242.46641540527344
2016-10-13,237.34022521972656
2016-10-14,242.61500549316406
2016-10-17,237.86029052734375
2016-10-18,240.23760986328125
2016-10-19,241.05484008789062
2016-10-20,239.5194854736328
2016-10-21,238.82608032226562
2016-10-24,255.81431579589844
2016-10-25,253.65985107421875
2016-10-26,250.78720092773438
2016-10-27,253.11500549316406
2016-10-28,252.22349548339844
2016-11-01,248.7317657470703
2016-11-02,246.70108032226562
2016-11-03,243.53125
2016-11-04,237.61264038085938
2016-11-07,239.4451904296875
2016-11-08,237.6373748779297
2016-11-09,236.00296020507812
2016-11-10,235.45814514160156
2016-11-11,232.0902099609375
2016-11-15,216.0430145263672
2016-11-16,216.9840545654297
2016-11-17,219.41090393066406
2016-11-18,216.265869140625
2016-11-21,216.9840545654297
2016-11-22,216.95925903320312
2016-11-23,223.2493896484375
2016-11-24,222.5312042236328
2016-11-25,227.55836486816406
2016-11-28,230.50527954101562
2016-11-29,232.1397705078125
2016-11-30,232.1397705078125
2016-12-01,226.7163543701172
2016-12-02,226.7906494140625
2016-12-05,223.6703643798828
2016-12-06,225.5772247314453
2016-12-07,223.84375
2016-12-08,226.07249450683594
2016-12-09,230.50527954101562
2016-12-12,229.93569946289062
2016-12-13,229.51470947265625
2016-12-14,227.53358459472656
2016-12-15,223.4970245361328
2016-12-16,228.52413940429688
2016-12-19,226.3944549560547
2016-12-20,221.68923950195312
2016-12-21,221.07012939453125
2016-12-22,220.32720947265625
2016-12-23,220.77296447753906
2016-12-26,218.2717742919922
2016-12-27,220.37673950195312
2016-12-28,217.57838439941406
2016-12-29,217.30596923828125
2016-12-30,221.59019470214844
2017-01-02,222.85317993164062
2017-01-03,220.57485961914062
2017-01-04,217.87554931640625
2017-01-05,215.44866943359375
2017-01-06,215.27529907226562
2017-01-09,214.28475952148438
2017-01-10,212.7988739013672
2017-01-11,210.6939239501953
2017-01-12,221.51588439941406
2017-01-13,219.33663940429688
2017-01-16,227.65740966796875
2017-01-17,224.1656494140625
2017-01-18,220.995849609375
2017-01-19,222.43212890625
2017-01-20,220.17860412597656
2017-01-23,220.00527954101562
2017-01-24,221.96165466308594
2017-01-25,221.98641967773438
2017-01-27,220.6243896484375
2017-01-30,221.912109375
2017-01-31,221.93690490722656
2017-02-01,223.34844970703125
2017-02-02,222.50645446777344
2017-02-03,223.27413940429688
2017-02-06,225.40386962890625
2017-02-07,227.3354949951172
2017-02-08,229.24232482910156
2017-02-09,224.8095245361328
2017-02-10,223.57130432128906
2017-02-13,223.19985961914062
2017-02-14,223.39796447753906
2017-02-15,220.3519744873047
2017-02-16,222.7541046142578
2017-02-17,221.8378448486328
2017-02-20,219.95574951171875
2017-02-21,219.83192443847656
2017-02-22,219.41090393066406
2017-02-23,218.49462890625
2017-02-27,215.8201141357422
2017-02-28,215.57247924804688
2017-03-01,215.44866943359375
2017-03-02,212.3778839111328
2017-03-03,211.16444396972656
2017-03-06,209.8519744873047
2017-03-07,205.2953338623047
2017-03-08,202.12550354003906
2017-03-09,200.02056884765625
2017-03-10,194.89434814453125
2017-03-14,198.06419372558594
2017-03-15,198.18798828125
2017-03-16,237.81072998046875
2017-03-17,252.94171142578125
2017-03-20,252.3968505859375
2017-03-21,254.20462036132812
2017-03-22,253.4617156982422
2017-03-23,255.93809509277344
2017-03-24,253.75888061523438
2017-03-27,255.83908081054688
2017-03-28,255.93809509277344
2017-03-29,252.71878051757812
2017-03-30,258.76129150390625
2017-03-31,264.6056213378906
2017-04-03,272.43109130859375
2017-04-05,272.3568420410156
2017-04-06,267.18115234375
2017-04-07,264.5065612792969
2017-04-10,263.14453125
2017-04-11,260.7176513671875
2017-04-12,260.5938415527344
2017-04-13,270.4994812011719
2017-04-17,271.2919921875
2017-04-18,263.961669921875
2017-04-19,264.060791015625
2017-04-20,272.4063415527344
2017-04-21,271.6386413574219
2017-04-24,269.8061828613281
2017-04-25,276.51715087890625
2017-04-26,272.92633056640625
2017-04-27,274.73419189453125
2017-04-28,276.3934020996094
2017-05-02,288.304931640625
2017-05-03,287.8096618652344
2017-05-04,287.5620422363281
2017-05-05,289.34503173828125
2017-05-08,291.8710021972656
2017-05-09,293.6788024902344
2017-05-10,301.6528625488281
2017-05-11,300.4394836425781
2017-05-12,292.2424621582031
2017-05-15,292.3663330078125
2017-05-16,290.063232421875
2017-05-17,288.62689208984375
2017-05-18,287.8592224121094
2017-05-19,295.0160827636719
2017-05-22,295.139892578125
2017-05-23,289.6422424316406
2017-05-24,287.31439208984375
2017-05-25,289.9393615722656
2017-05-26,292.9111328125
2017-05-29,291.1280822753906
2017-05-30,292.2177429199219
2017-05-31,289.4193420410156
2017-06-01,289.9146423339844
2017-06-02,291.7967224121094
2017-06-05,289.9393615722656
2017-06-06,289.98895263671875
2017-06-07,289.8651123046875
2017-06-08,289.81561279296875
2017-06-09,289.889892578125
2017-06-12,289.98895263671875
2017-06-13,290.6575622558594
2017-06-14,290.3108825683594
2017-06-15,296.0809326171875
2017-06-16,298.4335632324219
2017-06-19,299.15167236328125
2017-06-20,298.8793029785156
2017-06-21,297.0467529296875
2017-06-22,289.74127197265625
2017-06-23,289.9393615722656
2017-06-27,300.3155517578125
2017-06-28,294.347412109375
2017-06-29,289.76611328125
2017-06-30,289.889892578125
2017-07-03,289.76611328125
2017-07-04,295.33795166015625
2017-07-05,291.8462829589844
2017-07-06,294.17413330078125
2017-07-07,291.67291259765625
2017-07-10,290.3851623535156
2017-07-11,291.64813232421875
2017-07-12,293.8274230957031
2017-07-13,294.99127197265625
2017-07-14,293.57977294921875
2017-07-17,294.86749267578125
2017-07-18,290.6823425292969
2017-07-19,289.1717224121094
2017-07-20,288.42877197265625
2017-07-21,288.6021423339844
2017-07-24,292.2177429199219
2017-07-25,294.0750427246094
2017-07-26,289.7908020019531
2017-07-27,289.74127197265625
2017-07-28,289.9146423339844
2017-07-31,290.4594421386719
2017-08-01,289.74127197265625
2017-08-02,289.74127197265625
2017-08-03,289.74127197265625
2017-08-04,289.74127197265625
2017-08-07,289.74127197265625
2017-08-08,283.9960021972656
2017-08-09,278.7460021972656
2017-08-10,268.71649169921875
2017-08-11,270.4252014160156
2017-08-14,281.8910827636719
2017-08-16,275.6009521484375
2017-08-17,272.5301513671875
2017-08-18,270.326171875
2017-08-21,261.8072509765625
2017-08-22,262.57501220703125
2017-08-23,264.4322814941406
2017-08-24,269.929931640625
2017-08-28,268.4935302734375
2017-08-29,262.40155029296875
2017-08-30,260.99005126953125
2017-08-31,262.6244812011719
2017-09-01,263.26837158203125
2017-09-04,265.0018615722656
2017-09-05,265.52191162109375
2017-09-06,264.4818115234375
2017-09-07,270.326171875
2017-09-08,267.2801818847656
2017-09-11,267.37921142578125
2017-09-12,269.6327819824219
2017-09-13,267.4534912109375
2017-09-14,271.11859130859375
2017-09-15,267.4039611816406
2017-09-18,269.4346618652344
2017-09-19,270.1032409667969
2017-09-20,274.01605224609375
2017-09-21,273.5446472167969
2017-09-22,272.5274658203125
2017-09-25,271.43585205078125
2017-09-26,275.70306396484375
2017-09-27,270.4931335449219
2017-09-28,274.9587707519531
2017-09-29,277.0675964355469
2017-10-03,281.1858825683594
2017-10-04,282.0789794921875
2017-10-05,277.73736572265625
2017-10-06,277.8614501953125
2017-10-09,277.5389099121094
2017-10-10,277.7869567871094
2017-10-11,285.4778137207031
2017-10-12,287.38812255859375
2017-10-13,283.17059326171875
2017-10-16,281.06182861328125
2017-10-17,280.6399841308594
2017-10-18,282.8976745605469
2017-10-19,278.6553649902344
2017-10-23,281.5827941894531
2017-10-24,277.88623046875
2017-10-25,279.4491882324219
2017-10-26,277.9110412597656
2017-10-27,278.7793273925781
2017-10-30,277.6133728027344
2017-10-31,279.9949951171875
2017-11-01,280.7144775390625
2017-11-02,336.8573913574219
2017-11-03,382.00982666015625
2017-11-06,372.28466796875
2017-11-07,361.8896789550781
2017-11-08,352.7103576660156
2017-11-09,361.8648681640625
2017-11-10,357.424072265625
2017-11-13,354.4718017578125
2017-11-14,358.5404357910156
2017-11-15,352.3630065917969
2017-11-16,349.7580871582031
2017-11-17,368.2160339355469
2017-11-20,372.11102294921875
2017-11-21,382.00982666015625
2017-11-22,383.32470703125
2017-11-23,382.95257568359375
2017-11-24,369.8037109375
2017-11-27,362.73321533203125
2017-11-28,358.61492919921875
2017-11-29,379.50408935546875
2017-11-30,378.51171875
2017-12-01,363.3534240722656
2017-12-04,378.4373474121094
2017-12-05,377.4697570800781
2017-12-06,372.1854553222656
2017-12-07,372.359130859375
2017-12-08,375.9812316894531
2017-12-11,369.8285827636719
2017-12-12,362.4850769042969
2017-12-13,357.0271301269531
2017-12-14,356.0596008300781
2017-12-15,356.4812927246094
2017-12-18,372.7064208984375
2017-12-19,381.6873474121094
2017-12-20,380.4964904785156
2017-12-21,370.8953552246094
2017-12-22,368.067138671875
2017-12-26,365.4621887207031
2017-12-27,368.5137634277344
2017-12-28,372.359130859375
2017-12-29,366.0576477050781
2018-01-01,375.5346374511719
2018-01-02,381.34002685546875
2018-01-03,431.8760681152344
2018-01-04,435.4237060546875
2018-01-05,431.7767639160156
2018-01-08,427.43524169921875
2018-01-09,429.56878662109375
2018-01-10,433.0917053222656
2018-01-11,432.3226013183594
2018-01-12,428.4772033691406
2018-01-15,447.85308837890625
2018-01-16,435.994384765625
2018-01-17,431.7767639160156
2018-01-18,433.24053955078125
2018-01-19,433.8111572265625
2018-01-22,435.10125732421875
2018-01-23,432.9428405761719
2018-01-24,416.3207702636719
2018-01-25,415.9237976074219
2018-01-29,418.47918701171875
2018-01-30,401.78265380859375
2018-01-31,405.87615966796875
2018-02-01,403.6929626464844
2018-02-02,400.39337158203125
2018-02-05,388.1128845214844
2018-02-06,389.35333251953125
2018-02-07,392.70257568359375
2018-02-08,407.8857116699219
2018-02-09,406.2978515625
2018-02-12,408.9524841308594
2018-02-14,426.889404296875
2018-02-15,430.8836975097656
2018-02-16,430.71002197265625
2018-02-19,430.4618835449219
2018-02-20,440.18707275390625
2018-02-21,448.39886474609375
2018-02-22,455.2709655761719
2018-02-23,461.99420166015625
2018-02-26,472.5380554199219
2018-02-27,473.2327880859375
2018-02-28,468.444580078125
2018-03-01,460.3568115234375
2018-03-05,438.078369140625
2018-03-06,433.36456298828125
2018-03-07,423.2673034667969
2018-03-08,432.1986083984375
2018-03-09,424.3836669921875
2018-03-12,441.45233154296875
2018-03-13,448.0267639160156
2018-03-14,437.75579833984375
2018-03-15,435.8951110839844
2018-03-16,433.19091796875
2018-03-19,422.994384765625
2018-03-20,426.5669250488281
2018-03-21,426.3932189941406
2018-03-22,421.580322265625
2018-03-23,422.84552001953125
2018-03-26,433.389404296875
2018-03-27,437.1851806640625
2018-03-28,420.0917663574219
2018-04-02,439.1451416015625
2018-04-03,441.5267639160156
2018-04-04,435.5725402832031
2018-04-05,433.9599914550781
2018-04-06,438.2519836425781
2018-04-09,437.9790344238281
2018-04-10,437.8798522949219
2018-04-11,437.0611267089844
2018-04-12,439.1947326660156
2018-04-13,441.5516052246094
2018-04-16,440.7576904296875
2018-04-17,477.0533447265625
2018-04-18,513.001708984375
2018-04-19,499.2574462890625
2018-04-20,505.9310607910156
2018-04-23,514.8870849609375
2018-04-24,526.3240966796875
2018-04-25,522.3546752929688
2018-04-26,512.9520874023438
2018-04-27,510.54547119140625
2018-04-30,505.63336181640625
2018-05-02,502.8795471191406
2018-05-03,516.0035400390625
2018-05-04,513.373779296875
2018-05-07,516.1275024414062
2018-05-08,508.73455810546875
2018-05-09,501.3662414550781
2018-05-10,485.9349060058594
2018-05-11,495.0895080566406
2018-05-14,496.5284423828125
2018-05-15,494.3204345703125
2018-05-16,499.877685546875
2018-05-17,498.9349670410156
2018-05-18,490.7479248046875
2018-05-21,492.2364501953125
2018-05-22,482.13922119140625
2018-05-23,481.2956848144531
2018-05-24,475.41595458984375
2018-05-25,481.24609375
2018-05-28,486.1582336425781
2018-05-29,476.0610046386719
2018-05-30,478.6907653808594
2018-05-31,480.5513916015625
2018-06-01,474.0514831542969
2018-06-04,460.9274597167969
2018-06-05,443.9332275390625
2018-06-06,452.07061767578125
2018-06-07,473.4312438964844
2018-06-08,479.9559631347656
2018-06-11,481.5437927246094
2018-06-12,484.1239013671875
2018-06-13,480.37774658203125
2018-06-14,485.2899169921875
2018-06-15,486.3319091796875
2018-06-18,466.4598388671875
2018-06-19,470.87591552734375
2018-06-20,471.91778564453125
2018-06-21,476.60675048828125
2018-06-22,484.24798583984375
2018-06-25,481.4693298339844
2018-06-26,482.70977783203125
2018-06-27,465.3434753417969
2018-06-28,454.22900390625
2018-06-29,463.01141357421875
2018-07-02,468.2461242675781
2018-07-03,457.2804870605469
2018-07-04,463.85491943359375
2018-07-05,470.9999084472656
2018-07-06,472.9101867675781
2018-07-09,481.8911437988281
2018-07-10,483.8014221191406
2018-07-11,479.2613525390625
2018-07-12,464.7728576660156
2018-07-13,465.7403869628906
2018-07-16,468.9407653808594
2018-07-17,467.5018310546875
2018-07-18,461.24993896484375
2018-07-19,461.1507263183594
2018-07-20,463.9541320800781
2018-07-23,473.85296630859375
2018-07-24,474.4980163574219
2018-07-25,481.24609375
2018-07-26,481.69268798828125
2018-07-27,481.34527587890625
2018-07-30,476.1354064941406
2018-07-31,480.89874267578125
2018-08-01,483.4788513183594
2018-08-02,477.4502868652344
2018-08-03,483.23077392578125
2018-08-06,496.50372314453125
2018-08-07,485.9349060058594
2018-08-08,475.53997802734375
2018-08-09,480.4769592285156
2018-08-10,476.2346496582031
2018-08-13,469.1392517089844
2018-08-14,463.4331970214844
2018-08-16,471.3720703125
2018-08-17,476.2842712402344
2018-08-20,479.3854064941406
2018-08-21,481.1468200683594
2018-08-23,482.5361633300781
2018-08-24,484.8681945800781
2018-08-27,483.8014221191406
2018-08-28,484.34722900390625
2018-08-29,483.77655029296875
2018-08-30,481.7422790527344
2018-08-31,483.9006042480469
2018-09-03,486.5800476074219
2018-09-04,486.232666015625
2018-09-05,481.3701171875
2018-09-06,521.5856323242188
2018-09-07,503.6734313964844
2018-09-10,484.7193603515625
2018-09-11,465.39306640625
2018-09-12,453.5095520019531
2018-09-14,467.08013916015625
2018-09-17,461.1755065917969
2018-09-18,461.2995910644531
2018-09-19,461.79632568359375
2018-09-21,461.9701843261719
2018-09-24,442.3250732421875
2018-09-25,444.2622985839844
2018-09-26,460.50482177734375
2018-09-27,462.5662841796875
2018-09-28,449.7509460449219
2018-10-01,428.59088134765625
2018-10-03,419.9480285644531
2018-10-04,412.96917724609375
2018-10-05,396.3292541503906
2018-10-08,399.4585266113281
2018-10-09,416.22271728515625
2018-10-10,435.2716979980469
2018-10-11,425.51123046875
2018-10-12,441.5551452636719
2018-10-15,430.8757629394531
2018-10-16,432.0927734375
2018-10-17,421.04083251953125
2018-10-19,440.6610412597656
2018-10-22,432.887451171875
2018-10-23,410.0385437011719
2018-10-24,417.24090576171875
2018-10-25,418.0853576660156
2018-10-26,407.50531005859375
2018-10-29,428.3922119140625
2018-10-30,438.87286376953125
2018-10-31,435.1723327636719
2018-11-01,429.9568176269531
2018-11-02,419.5755310058594
2018-11-05,428.9137268066406
2018-11-06,453.12860107421875
2018-11-07,458.96502685546875
2018-11-09,454.8175048828125
2018-11-12,446.199462890625
2018-11-13,457.37554931640625
2018-11-14,454.69329833984375
2018-11-15,452.756103515625
2018-11-16,456.6801452636719
2018-11-19,461.32440185546875
2018-11-20,456.7546691894531
2018-11-21,456.7546691894531
2018-11-22,455.6121826171875
2018-11-26,455.63702392578125
2018-11-27,460.9767150878906
2018-11-28,456.0840759277344
2018-11-29,449.4281005859375
2018-11-30,456.8291320800781
2018-12-03,457.0030212402344
2018-12-04,452.13519287109375
2018-12-05,452.7064208984375
2018-12-06,447.16802978515625
2018-12-07,446.84515380859375
2018-12-10,434.67559814453125
2018-12-11,443.5419921875
2018-12-12,461.57281494140625
2018-12-13,457.10235595703125
2018-12-14,457.97161865234375
2018-12-17,456.7794494628906
2018-12-18,475.7539978027344
2018-12-19,464.7518005371094
2018-12-20,477.0206298828125
2018-12-21,475.9526672363281
2018-12-24,460.1322937011719
2018-12-26,476.7474365234375
2018-12-27,473.3945617675781
2018-12-28,476.797119140625
2018-12-31,482.60870361328125
2019-01-01,481.4910888671875
2019-01-02,476.4991149902344
2019-01-03,468.57647705078125
2019-01-04,462.6655578613281
2019-01-07,460.3806457519531
2019-01-08,469.12286376953125
2019-01-09,465.0497741699219
2019-01-10,471.6561279296875
2019-01-11,475.5304870605469
2019-01-14,475.3814392089844
2019-01-15,477.1944885253906
2019-01-16,472.0038146972656
2019-01-17,465.9190673828125
2019-01-18,453.848876953125
2019-01-21,456.7546691894531
2019-01-22,442.64794921875
2019-01-23,452.48291015625
2019-01-24,440.61138916015625
2019-01-25,431.8692321777344
2019-01-28,414.5338439941406
2019-01-29,413.04364013671875
2019-01-30,411.6280822753906
2019-01-31,416.123291015625
2019-02-01,410.3117370605469
2019-02-04,411.5287170410156
2019-02-05,400.2781066894531
2019-02-06,399.2597961425781
2019-02-07,403.75506591796875
2019-02-08,420.81732177734375
2019-02-11,415.2789001464844
2019-02-12,421.1898498535156
2019-02-14,412.5221252441406
2019-02-15,404.0282897949219
2019-02-18,394.2181701660156
2019-02-19,398.5395812988281
2019-02-20,396.0560302734375
2019-02-21,409.9391784667969
2019-02-22,416.5455017089844
2019-02-25,430.8757629394531
2019-02-26,429.7829895019531
2019-02-27,424.9400329589844
2019-02-28,444.4857482910156
2019-03-01,453.12860107421875
2019-03-05,458.8408203125
2019-03-06,464.4537353515625
2019-03-07,467.38433837890625
2019-03-08,466.0680236816406
2019-03-11,490.58099365234375
2019-03-12,496.2683410644531
2019-03-13,488.5941162109375
2019-03-14,495.34942626953125
2019-03-15,472.15283203125
2019-03-18,484.6700744628906
2019-03-19,482.7080078125
2019-03-20,483.6020812988281
2019-03-22,480.8701477050781
2019-03-25,471.6064453125
2019-03-26,469.2718200683594
2019-03-27,462.1191711425781
2019-03-28,459.5610656738281
2019-04-01,463.5348205566406
2019-04-02,474.6115417480469
2019-04-03,483.5027770996094
2019-04-04,475.05859375
2019-04-05,466.6392822265625
2019-04-08,477.09515380859375
2019-04-09,470.5384521484375
2019-04-10,465.0001220703125
2019-04-11,468.7999572753906
2019-04-12,469.8431396484375
2019-04-15,476.05206298828125
2019-04-16,477.44281005859375
2019-04-18,467.75689697265625
2019-04-22,454.22137451171875
2019-04-23,454.91680908203125
2019-04-24,458.5428161621094
2019-04-25,453.69989013671875
2019-04-26,451.5639343261719
2019-04-30,444.06353759765625
2019-05-02,442.5982666015625
2019-05-03,445.8269348144531
2019-05-06,444.2870788574219
2019-05-07,438.0284729003906
2019-05-08,437.01019287109375
2019-05-09,426.95172119140625
2019-05-10,427.6470947265625
2019-05-13,429.23663330078125
2019-05-14,436.885986328125
2019-05-15,441.0336608886719
2019-05-16,443.4923095703125
2019-05-17,446.69610595703125
2019-05-20,466.8130798339844
2019-05-21,472.1279602050781
2019-05-22,479.7525634765625
2019-05-23,500.3166198730469
2019-05-24,516.9564819335938
2019-05-27,538.5636596679688
2019-05-28,531.2123413085938
2019-05-29,531.8828125
2019-05-30,538.5885620117188
2019-05-31,521.2779541015625
2019-06-03,508.5372009277344
2019-06-04,497.70880126953125
2019-06-06,485.1667785644531
2019-06-07,491.6488952636719
2019-06-10,486.33404541015625
2019-06-11,481.59039306640625
2019-06-12,473.9161071777344
2019-06-13,481.59039306640625
2019-06-14,477.36834716796875
2019-06-17,468.9986877441406
2019-06-18,470.7868347167969
2019-06-19,462.59100341796875
2019-06-20,461.47344970703125
2019-06-21,471.25872802734375
2019-06-24,481.0440368652344
