Date,LALPATHLAB
2016-12-12,512.27880859375
2016-12-13,503.147216796875
2016-12-14,496.3044128417969
2016-12-15,495.0898742675781
2016-12-16,508.26190185546875
2016-12-19,490.32574462890625
2016-12-20,480.0965270996094
2016-12-21,480.65692138671875
2016-12-22,487.3829345703125
2016-12-23,477.0603942871094
2016-12-26,474.0943908691406
2016-12-27,481.8246154785156
2016-12-28,490.4659729003906
2016-12-29,498.336181640625
2016-12-30,500.22784423828125
2017-01-02,508.49554443359375
2017-01-03,500.8117370605469
2017-01-04,507.7949523925781
2017-01-05,515.4317016601562
2017-01-06,521.1768798828125
2017-01-09,521.8074340820312
2017-01-10,517.3466796875
2017-01-11,515.4317016601562
2017-01-12,510.6674499511719
2017-01-13,510.5973205566406
2017-01-16,512.6524658203125
2017-01-17,511.4380187988281
2017-01-18,509.2427673339844
2017-01-19,510.013427734375
2017-01-20,507.7949523925781
2017-01-23,512.3956298828125
2017-01-24,517.8137817382812
2017-01-25,515.82861328125
2017-01-27,515.6185913085938
2017-01-30,522.7883911132812
2017-01-31,521.2235107421875
2017-02-01,513.2830810546875
2017-02-02,505.5293884277344
2017-02-03,510.6674499511719
2017-02-06,517.416748046875
2017-02-07,514.0070190429688
2017-02-08,507.6080017089844
2017-02-09,502.07281494140625
2017-02-10,501.8860778808594
2017-02-13,494.8712463378906
2017-02-14,489.9609069824219
2017-02-15,467.58367919921875
2017-02-16,467.3031311035156
2017-02-17,465.4792785644531
2017-02-20,466.928955078125
2017-02-21,463.8191223144531
2017-02-22,460.9897766113281
2017-02-23,459.70379638671875
2017-02-27,455.6116638183594
2017-02-28,455.3545837402344
2017-03-01,444.4114685058594
2017-03-02,437.72393798828125
2017-03-03,436.6249694824219
2017-03-06,444.7855529785156
2017-03-07,440.2025451660156
2017-03-08,441.48858642578125
2017-03-09,441.0677185058594
2017-03-10,439.82843017578125
2017-03-14,444.76220703125
2017-03-15,444.7855529785156
2017-03-16,442.14324951171875
2017-03-17,443.8502197265625
2017-03-20,444.87908935546875
2017-03-21,441.2782287597656
2017-03-22,438.8697509765625
2017-03-23,442.8448181152344
2017-03-24,440.27276611328125
2017-03-27,444.1308898925781
2017-03-28,440.6234436035156
2017-03-29,440.0155334472656
2017-03-30,439.75823974609375
2017-03-31,452.4784851074219
2017-04-03,454.98046875
2017-04-05,456.5704345703125
2017-04-06,451.8939514160156
2017-04-07,449.3218078613281
2017-04-10,451.54315185546875
2017-04-11,448.59686279296875
2017-04-12,452.66558837890625
2017-04-13,453.4605712890625
2017-04-17,450.7715148925781
2017-04-18,446.7263488769531
2017-04-19,451.5899353027344
2017-04-20,444.20098876953125
2017-04-21,444.7855529785156
2017-04-24,450.9586181640625
2017-04-25,449.08795166015625
2017-04-26,449.04119873046875
2017-04-27,446.4924011230469
2017-04-28,448.90087890625
2017-05-02,445.4402770996094
2017-05-03,437.6772155761719
2017-05-04,434.94140625
2017-05-05,448.59686279296875
2017-05-08,448.7840270996094
2017-05-09,445.0193786621094
2017-05-10,449.6725158691406
2017-05-11,450.8182373046875
2017-05-12,416.7497863769531
2017-05-15,421.1690368652344
2017-05-16,426.00933837890625
2017-05-17,426.3600158691406
2017-05-18,425.4481201171875
2017-05-19,425.6819152832031
2017-05-22,425.4948425292969
2017-05-23,414.76214599609375
2017-05-24,418.4098815917969
2017-05-25,420.0700378417969
2017-05-26,417.9422607421875
2017-05-29,421.00531005859375
2017-05-30,421.4496154785156
2017-05-31,422.8291931152344
2017-06-01,421.1690368652344
2017-06-02,422.64215087890625
2017-06-05,422.9928894042969
2017-06-06,423.0631103515625
2017-06-07,427.8564147949219
2017-06-08,423.9282531738281
2017-06-09,420.3974304199219
2017-06-12,418.66705322265625
2017-06-13,424.2322082519531
2017-06-14,420.5844421386719
2017-06-15,411.1612854003906
2017-06-16,414.03729248046875
2017-06-19,403.14105224609375
2017-06-20,398.51123046875
2017-06-21,401.3638916015625
2017-06-22,395.58831787109375
2017-06-23,394.60626220703125
2017-06-27,382.774658203125
2017-06-28,374.05291748046875
2017-06-29,390.3974304199219
2017-06-30,365.6819152832031
2017-07-03,362.6421813964844
2017-07-04,364.3959045410156
2017-07-05,377.44342041015625
2017-07-06,378.004638671875
2017-07-07,393.03961181640625
2017-07-10,396.03265380859375
2017-07-11,393.390380859375
2017-07-12,393.90582275390625
2017-07-13,394.2338562011719
2017-07-14,390.6724548339844
2017-07-17,403.1138916015625
2017-07-18,404.98828125
2017-07-19,401.8720703125
2017-07-20,397.6312255859375
2017-07-21,393.7887268066406
2017-07-24,394.1402282714844
2017-07-25,393.3200988769531
2017-07-26,392.85150146484375
2017-07-27,386.99407958984375
2017-07-28,390.5788269042969
2017-07-31,390.8131408691406
2017-08-01,386.1739501953125
2017-08-02,389.75872802734375
2017-08-03,387.0876159667969
2017-08-04,381.5581970214844
2017-08-07,389.71185302734375
2017-08-08,387.0876159667969
2017-08-09,379.5901184082031
2017-08-10,374.2715148925781
2017-08-11,378.16082763671875
2017-08-14,377.8563232421875
2017-08-16,378.02032470703125
2017-08-17,378.9340515136719
2017-08-18,378.88726806640625
2017-08-21,379.35577392578125
2017-08-22,379.54315185546875
2017-08-23,379.0043029785156
2017-08-24,378.4419860839844
2017-08-28,377.97344970703125
2017-08-29,373.9434814453125
2017-08-30,377.0127868652344
2017-08-31,379.8946533203125
2017-09-01,379.683837890625
2017-09-04,386.1739501953125
2017-09-05,389.1964416503906
2017-09-06,388.09521484375
2017-09-07,387.83746337890625
2017-09-08,380.2461242675781
2017-09-11,375.0915222167969
2017-09-12,376.825439453125
2017-09-13,376.3568115234375
2017-09-14,375.02117919921875
2017-09-15,378.9340515136719
2017-09-18,378.67626953125
2017-09-19,375.6069641113281
2017-09-20,375.88824462890625
2017-09-21,376.1459045410156
2017-09-22,369.6556396484375
2017-09-25,373.6622314453125
2017-09-26,375.2789306640625
2017-09-27,373.2405700683594
2017-09-28,369.74945068359375
2017-09-29,373.6856994628906
2017-10-03,370.2649230957031
2017-10-04,365.90692138671875
2017-10-05,362.11126708984375
2017-10-06,364.5714416503906
2017-10-09,363.9388427734375
2017-10-10,359.27618408203125
2017-10-11,360.6820983886719
2017-10-12,360.4244079589844
2017-10-13,358.5968933105469
2017-10-16,355.7851867675781
2017-10-17,354.7542419433594
2017-10-18,354.5902099609375
2017-10-19,355.71484375
2017-10-23,354.4261779785156
2017-10-24,345.5227966308594
2017-10-25,347.490966796875
2017-10-26,348.0533142089844
2017-10-27,348.28759765625
2017-10-30,350.9820556640625
2017-10-31,362.0174865722656
2017-11-01,367.0783386230469
2017-11-02,379.4027099609375
2017-11-03,391.4456481933594
2017-11-06,387.93121337890625
2017-11-07,383.5966491699219
2017-11-08,374.88067626953125
2017-11-09,390.6959228515625
2017-11-10,399.4354248046875
2017-11-13,408.45587158203125
2017-11-14,420.38177490234375
2017-11-15,421.95166015625
2017-11-16,420.4051818847656
2017-11-17,421.71734619140625
2017-11-20,422.42138671875
2017-11-21,416.7652893066406
2017-11-22,417.7979736328125
2017-11-23,417.61016845703125
2017-11-24,417.7041015625
2017-11-27,417.492919921875
2017-11-28,416.60101318359375
2017-11-29,416.2489929199219
2017-11-30,417.6571960449219
2017-12-01,417.3990173339844
2017-12-04,416.4367370605469
2017-12-05,409.8420104980469
2017-12-06,417.3755187988281
2017-12-07,417.6571960449219
2017-12-08,416.9296569824219
2017-12-11,416.2255859375
2017-12-12,413.85516357421875
2017-12-13,415.40411376953125
2017-12-14,417.1407470703125
2017-12-15,417.2817077636719
2017-12-18,418.3846435546875
2017-12-19,409.5838623046875
2017-12-20,415.89697265625
2017-12-21,416.7418518066406
2017-12-22,414.7938232421875
2017-12-26,409.9593200683594
2017-12-27,407.75323486328125
2017-12-28,418.57244873046875
2017-12-29,413.6673583984375
2018-01-01,415.2398376464844
2018-01-02,414.1603088378906
2018-01-03,415.7795715332031
2018-01-04,420.66131591796875
2018-01-05,421.9754638671875
2018-01-08,420.66131591796875
2018-01-09,417.04693603515625
2018-01-10,414.4888000488281
2018-01-11,412.84600830078125
2018-01-12,430.9172058105469
2018-01-15,428.14788818359375
2018-01-16,429.3447570800781
2018-01-17,429.8141784667969
2018-01-18,425.0969543457031
2018-01-19,423.8765869140625
2018-01-22,428.57025146484375
2018-01-23,427.09173583984375
2018-01-24,426.8570556640625
2018-01-25,421.9285888671875
2018-01-29,422.7030334472656
2018-01-30,418.1265563964844
2018-01-31,424.18157958984375
2018-02-01,427.3499755859375
2018-02-02,425.2611389160156
2018-02-05,418.0326843261719
2018-02-06,408.17559814453125
2018-02-07,409.9593200683594
2018-02-08,419.2530517578125
2018-02-09,421.71734619140625
2018-02-12,426.6224365234375
2018-02-14,423.73553466796875
2018-02-15,423.5009460449219
2018-02-16,429.46209716796875
2018-02-19,423.1489562988281
2018-02-20,425.3080749511719
2018-02-21,424.8387451171875
2018-02-22,425.19073486328125
2018-02-23,425.0733947753906
2018-02-26,426.9274597167969
2018-02-27,426.0356750488281
2018-02-28,427.8896789550781
2018-03-01,427.37335205078125
2018-03-05,427.4437561035156
2018-03-06,421.22454833984375
2018-03-07,410.80419921875
2018-03-08,418.29083251953125
2018-03-09,416.835693359375
2018-03-12,430.3070068359375
2018-03-13,426.3407287597656
2018-03-14,422.4683532714844
2018-03-15,424.2989196777344
2018-03-16,420.0040283203125
2018-03-19,413.2684631347656
2018-03-20,407.9879150390625
2018-03-21,413.3857116699219
2018-03-22,408.6449890136719
2018-03-23,399.65631103515625
2018-03-26,403.78692626953125
2018-03-27,408.5980224609375
2018-03-28,411.3204345703125
2018-04-02,409.13775634765625
2018-04-03,407.77667236328125
2018-04-04,399.96142578125
2018-04-05,411.48480224609375
2018-04-06,409.3961181640625
2018-04-09,408.480712890625
2018-04-10,410.10009765625
2018-04-11,412.5643310546875
2018-04-12,413.7613220214844
2018-04-13,410.7572021484375
2018-04-16,410.6398620605469
2018-04-17,402.2379150390625
2018-04-18,401.41644287109375
2018-04-19,400.92376708984375
2018-04-20,397.239013671875
2018-04-23,397.5206604003906
2018-04-24,395.6899719238281
2018-04-25,397.84918212890625
2018-04-26,397.96649169921875
2018-04-27,397.8961486816406
2018-04-30,396.27667236328125
2018-05-02,393.7185974121094
2018-05-03,393.2257995605469
2018-05-04,393.43701171875
2018-05-07,391.442138671875
2018-05-08,392.09918212890625
2018-05-09,388.9308776855469
2018-05-10,389.5645751953125
2018-05-11,383.4860534667969
2018-05-14,378.83917236328125
2018-05-15,416.6714172363281
2018-05-16,417.61016845703125
2018-05-17,406.67364501953125
2018-05-18,407.1195068359375
2018-05-21,417.86834716796875
2018-05-22,410.663330078125
2018-05-23,414.2305908203125
2018-05-24,417.7745056152344
2018-05-25,417.7510986328125
2018-05-28,413.948974609375
2018-05-29,412.84600830078125
2018-05-30,402.12060546875
2018-05-31,404.2562561035156
2018-06-01,408.480712890625
2018-06-04,404.58489990234375
2018-06-05,403.1766662597656
2018-06-06,398.76446533203125
2018-06-07,412.6347351074219
2018-06-08,413.7847900390625
2018-06-11,404.5613708496094
2018-06-12,404.3267517089844
2018-06-13,406.0633239746094
2018-06-14,410.9918518066406
2018-06-15,407.1663818359375
2018-06-18,410.24090576171875
2018-06-19,402.9888916015625
2018-06-20,411.6256103515625
2018-06-21,423.4305114746094
2018-06-22,437.8641357421875
2018-06-25,443.80181884765625
2018-06-26,439.1783752441406
2018-06-27,437.25390625
2018-06-28,438.4508056640625
2018-06-29,449.5282897949219
2018-07-02,431.339599609375
2018-07-03,440.680419921875
2018-07-04,436.5732421875
2018-07-05,431.92633056640625
2018-07-06,428.6406555175781
2018-07-09,426.45806884765625
2018-07-10,423.5009460449219
2018-07-11,423.71221923828125
2018-07-12,423.313232421875
2018-07-13,431.3631591796875
2018-07-16,427.7254943847656
2018-07-17,430.6826171875
2018-07-18,423.61834716796875
2018-07-19,417.21124267578125
2018-07-20,413.5500183105469
2018-07-23,421.34185791015625
2018-07-24,435.1651916503906
2018-07-25,441.45489501953125
2018-07-26,443.0038146972656
2018-07-27,433.38153076171875
2018-07-30,438.6855163574219
2018-07-31,441.22021484375
2018-08-01,439.99981689453125
2018-08-02,434.5079345703125
2018-08-03,440.0882263183594
2018-08-06,439.523193359375
2018-08-07,439.31134033203125
2018-08-08,441.5951843261719
2018-08-09,442.3957824707031
2018-08-10,436.0855712890625
2018-08-13,444.58551025390625
2018-08-14,454.7806396484375
2018-08-16,455.0867614746094
2018-08-17,489.4159851074219
2018-08-20,487.72076416015625
2018-08-21,491.6056823730469
2018-08-23,481.0809020996094
2018-08-24,479.8094787597656
2018-08-27,508.0875549316406
2018-08-28,500.9297790527344
2018-08-29,490.9700622558594
2018-08-30,491.22900390625
2018-08-31,492.6652526855469
2018-09-03,489.7691955566406
2018-09-04,488.49774169921875
2018-09-05,487.5794372558594
2018-09-06,474.3704833984375
2018-09-07,475.87738037109375
2018-09-10,468.5782470703125
2018-09-11,466.4827575683594
2018-09-12,464.2459411621094
2018-09-14,464.3636779785156
2018-09-17,456.6642761230469
2018-09-18,451.15460205078125
2018-09-19,452.14361572265625
2018-09-21,440.2531433105469
2018-09-24,446.1629943847656
2018-09-25,453.7681884765625
2018-09-26,455.7459716796875
2018-09-27,460.5964050292969
2018-09-28,451.39007568359375
2018-10-01,443.4788513183594
2018-10-03,451.39007568359375
2018-10-04,436.3681335449219
2018-10-05,429.5163269042969
2018-10-08,449.2945251464844
2018-10-09,447.5050964355469
2018-10-10,454.5923156738281
2018-10-11,452.6851501464844
2018-10-12,455.0867614746094
2018-10-15,451.83746337890625
2018-10-16,459.4897155761719
2018-10-17,444.4676818847656
2018-10-19,437.61602783203125
2018-10-22,428.4097595214844
2018-10-23,421.7463684082031
2018-10-24,407.21881103515625
2018-10-25,412.3988037109375
2018-10-26,420.82806396484375
2018-10-29,421.6993713378906
2018-10-30,414.9888000488281
2018-10-31,414.1882629394531
2018-11-01,409.7146911621094
2018-11-02,417.908447265625
2018-11-05,417.5788269042969
2018-11-06,414.6355895996094
2018-11-07,417.83770751953125
2018-11-09,405.6648254394531
2018-11-12,395.98760986328125
2018-11-13,407.24237060546875
2018-11-14,401.2146911621094
2018-11-15,404.9584655761719
2018-11-16,392.0084533691406
2018-11-19,399.8490905761719
2018-11-20,404.7849426269531
2018-11-21,417.1598815917969
2018-11-22,410.1458435058594
2018-11-26,410.972412109375
2018-11-27,413.2396240234375
2018-11-28,413.3104248046875
2018-11-29,413.52294921875
2018-11-30,407.35906982421875
2018-12-03,425.0477600097656
2018-12-04,446.27886962890625
2018-12-05,457.5202941894531
2018-12-06,453.9305725097656
2018-12-07,455.7254638671875
2018-12-10,450.1047668457031
2018-12-11,447.29437255859375
2018-12-12,455.7254638671875
2018-12-13,456.69378662109375
2018-12-14,454.5919189453125
2018-12-17,455.4420471191406
2018-12-18,449.56158447265625
2018-12-19,453.4111022949219
2018-12-20,449.0184326171875
2018-12-21,451.1202697753906
2018-12-24,443.4921875
2018-12-26,439.1466979980469
2018-12-27,439.1466979980469
2018-12-28,429.1097717285156
2018-12-31,429.9599304199219
2019-01-01,436.8087158203125
2019-01-02,432.2744445800781
2019-01-03,431.25885009765625
2019-01-04,444.0353698730469
2019-01-07,448.097412109375
2019-01-08,445.6648254394531
2019-01-09,449.9394226074219
2019-01-10,459.8583679199219
2019-01-11,465.43182373046875
2019-01-14,458.9136657714844
2019-01-15,470.60382080078125
2019-01-16,482.4119567871094
2019-01-17,506.8313903808594
2019-01-18,494.6451416015625
2019-01-21,481.2075500488281
2019-01-22,487.5604248046875
2019-01-23,505.39068603515625
2019-01-24,482.0340881347656
2019-01-25,499.958984375
2019-01-28,473.29595947265625
2019-01-29,483.3330993652344
2019-01-30,503.7847900390625
2019-01-31,509.47650146484375
2019-02-01,491.5515441894531
2019-02-04,491.1026916503906
2019-02-05,496.8179016113281
2019-02-06,513.4437255859375
2019-02-07,513.4202880859375
2019-02-08,510.09039306640625
2019-02-11,486.75738525390625
2019-02-12,476.9801940917969
2019-02-14,476.90936279296875
2019-02-15,479.1056823730469
2019-02-18,489.1899108886719
2019-02-19,486.0489807128906
2019-02-20,488.41058349609375
2019-02-21,490.65411376953125
2019-02-22,487.749267578125
2019-02-25,485.22222900390625
2019-02-26,478.8694763183594
2019-02-27,481.0894470214844
2019-02-28,477.6650695800781
2019-03-01,481.0185546875
2019-03-05,480.66436767578125
2019-03-06,481.6090087890625
2019-03-07,477.8540344238281
2019-03-08,480.92413330078125
2019-03-11,491.7876281738281
2019-03-12,502.5804443359375
2019-03-13,496.2984313964844
2019-03-14,497.1722412109375
2019-03-15,500.1714172363281
2019-03-18,498.30572509765625
2019-03-19,495.4010314941406
2019-03-20,496.0623474121094
2019-03-22,511.0586242675781
2019-03-25,509.0984802246094
2019-03-26,514.60107421875
2019-03-27,505.8631591796875
2019-03-28,507.3272399902344
2019-04-01,495.991455078125
2019-04-02,493.2991638183594
2019-04-03,491.7641296386719
2019-04-04,483.0732421875
2019-04-05,484.8681335449219
2019-04-08,485.4348449707031
2019-04-09,479.2946472167969
2019-04-10,481.84521484375
2019-04-11,483.0023498535156
2019-04-12,488.22161865234375
2019-04-15,503.1708679199219
2019-04-16,497.88067626953125
2019-04-18,502.24981689453125
2019-04-22,499.65191650390625
2019-04-23,499.604736328125
2019-04-24,505.2725830078125
2019-04-25,502.2026062011719
2019-04-26,491.1026916503906
2019-04-30,493.25189208984375
2019-05-02,506.8550720214844
2019-05-03,493.2755432128906
2019-05-06,484.11224365234375
2019-05-07,478.5152893066406
2019-05-08,475.2089538574219
2019-05-09,464.2510070800781
2019-05-10,463.188232421875
2019-05-13,461.1099548339844
2019-05-14,469.49383544921875
2019-05-15,478.468017578125
2019-05-16,491.8111877441406
2019-05-17,503.1944885253906
2019-05-20,514.8372802734375
2019-05-21,508.6263122558594
2019-05-22,494.5271301269531
2019-05-23,485.9781188964844
2019-05-24,490.48876953125
2019-05-27,492.21270751953125
2019-05-28,513.5855102539062
2019-05-29,494.975830078125
2019-05-30,487.25323486328125
2019-05-31,490.11090087890625
2019-06-03,511.36572265625
2019-06-04,496.25115966796875
2019-06-06,495.8024597167969
2019-06-07,487.4422302246094
2019-06-10,501.4467468261719
2019-06-11,493.771484375
2019-06-12,507.0439453125
2019-06-13,515.0262451171875
2019-06-14,511.6727294921875
2019-06-17,516.3960571289062
2019-06-18,524.5198974609375
2019-06-19,519.6078491210938
2019-06-20,537.0130615234375
2019-06-21,548.9866333007812
2019-06-24,553.3792724609375
2019-06-25,547.7113647460938
2019-06-26,533.7776489257812
2019-06-27,518.9229125976562
2019-06-28,505.2490539550781
2019-07-01,500.6674499511719
2019-07-02,496.8179016113281
2019-07-03,502.60400390625
2019-07-04,508.57891845703125
2019-07-05,509.3346252441406
2019-07-08,528.298583984375
2019-07-09,521.5208129882812
2019-07-10,518.0254516601562
2019-07-11,516.9863891601562
2019-07-12,507.8231201171875
2019-07-15,497.5500793457031
2019-07-16,506.5480041503906
2019-07-17,516.2069702148438
2019-07-18,527.6847534179688
2019-07-19,507.20928955078125
2019-07-22,517.1045532226562
2019-07-23,519.3242797851562
2019-07-24,512.7591552734375
2019-07-25,542.2322998046875
2019-07-26,529.9989624023438
2019-07-29,526.7398071289062
2019-07-30,511.8379821777344
2019-07-31,513.7981567382812
2019-08-01,502.5096130371094
2019-08-02,513.3614501953125
2019-08-05,507.1298522949219
2019-08-06,521.4175415039062
2019-08-07,515.7545776367188
2019-08-08,515.7070922851562
2019-08-09,514.8543090820312
2019-08-13,509.40447998046875
2019-08-14,527.62548828125
2019-08-16,554.5421142578125
2019-08-19,561.9822387695312
2019-08-20,561.1765747070312
2019-08-21,569.51708984375
2019-08-22,558.1675415039062
2019-08-23,542.2685546875
2019-08-26,558.1675415039062
2019-08-27,555.01611328125
2019-08-28,557.0300903320312
2019-08-29,564.162109375
2019-08-30,589.633544921875
2019-09-03,560.8450317382812
2019-09-04,595.2730102539062
2019-09-05,588.6620483398438
2019-09-06,599.4429321289062
2019-09-09,614.9154663085938
2019-09-11,627.331298828125
2019-09-12,620.4124755859375
2019-09-13,627.6393432617188
2019-09-16,612.5697631835938
2019-09-17,588.093505859375
2019-09-18,584.8947143554688
2019-09-19,590.6760864257812
2019-09-20,624.0377197265625
2019-09-23,662.9202270507812
2019-09-24,665.052734375
2019-09-25,658.8921508789062
2019-09-26,657.3046264648438
2019-09-27,656.8307495117188
2019-09-30,660.005859375
2019-10-01,632.9230346679688
2019-10-03,658.631591796875
2019-10-04,640.126220703125
2019-10-07,635.19775390625
2019-10-09,625.6253051757812
2019-10-10,647.9927368164062
2019-10-11,650.9782104492188
2019-10-14,658.6552124023438
2019-10-15,651.025634765625
2019-10-16,651.0968017578125
2019-10-17,657.8259887695312
2019-10-18,672.516357421875
2019-10-22,701.4471435546875
