Date,DBL
2023-08-02,316.65093994140625
2023-08-03,307.8384704589844
2023-08-04,316.3024597167969
2023-08-07,307.8384704589844
2023-08-08,300.1711730957031
2023-08-09,306.4942321777344
2023-08-10,302.7601623535156
2023-08-11,298.4783935546875
2023-08-14,295.39154052734375
2023-08-16,305.0503845214844
2023-08-17,306.4444580078125
2023-08-18,299.32476806640625
2023-08-21,303.6563415527344
2023-08-22,306.145751953125
2023-08-23,307.7887268066406
2023-08-24,302.0631103515625
2023-08-25,299.2749938964844
2023-08-28,304.2537536621094
2023-08-29,306.5440368652344
2023-08-30,304.8014221191406
2023-08-31,327.1562194824219
2023-09-01,320.434814453125
2023-09-04,313.96240234375
2023-09-05,320.8829650878906
2023-09-06,320.8331604003906
2023-09-07,329.5958251953125
2023-09-08,331.88604736328125
2023-09-11,326.6069641113281
2023-09-12,301.55615234375
2023-09-13,310.7198791503906
2023-09-14,308.5285339355469
2023-09-15,310.1222229003906
2023-09-18,308.8771667480469
2023-09-20,304.2952880859375
2023-09-21,302.2035827636719
2023-09-22,303.19964599609375
2023-09-25,302.80120849609375
2023-09-26,302.8509826660156
2023-09-27,302.70159912109375
2023-09-28,302.80120849609375
2023-09-29,310.1222229003906
2023-10-03,305.54034423828125
2023-10-04,306.7854309082031
2023-10-05,307.0344543457031
2023-10-06,324.5152282714844
2023-10-09,307.532470703125
2023-10-10,316.24798583984375
2023-10-11,317.5428161621094
2023-10-12,322.17449951171875
2023-10-13,314.953125
2023-10-16,320.132568359375
2023-10-17,332.08526611328125
2023-10-18,320.0329895019531
2023-10-19,318.8377380371094
2023-10-20,334.7248229980469
2023-10-23,305.0921325683594
2023-10-25,296.67547607421875
2023-10-26,299.61383056640625
2023-10-27,304.7933349609375
2023-10-30,304.0462951660156
2023-10-31,303.14984130859375
2023-11-01,305.7395935058594
2023-11-02,311.0684509277344
2023-11-03,317.8914794921875
2023-11-06,325.3121032714844
2023-11-07,343.6395263671875
2023-11-08,355.7416076660156
2023-11-09,345.8806457519531
2023-11-10,360.3732604980469
2023-11-13,396.7791442871094
2023-11-15,421.08294677734375
2023-11-16,417.7461242675781
2023-11-17,411.4709777832031
2023-11-20,411.8694152832031
2023-11-21,420.38568115234375
2023-11-22,425.565185546875
2023-11-23,424.9675598144531
2023-11-24,420.4355163574219
2023-11-28,411.4211730957031
2023-11-29,398.7712707519531
2023-11-30,393.7909851074219
2023-12-01,390.55377197265625
2023-12-04,400.3649597167969
2023-12-05,392.4463195800781
2023-12-06,410.4749450683594
2023-12-07,403.95074462890625
2023-12-08,396.7293395996094
2023-12-11,399.9665222167969
2023-12-12,395.0858459472656
2023-12-13,397.0779724121094
2023-12-14,391.54986572265625
2023-12-15,393.1933288574219
2023-12-18,395.8826904296875
2023-12-19,389.7569580078125
2023-12-20,364.1084899902344
2023-12-21,383.4320068359375
2023-12-22,385.17510986328125
2023-12-26,390.4043884277344
2023-12-27,385.3742980957031
2023-12-28,391.20123291015625
2023-12-29,383.1830139160156
2024-01-01,379.74658203125
2024-01-02,376.9576416015625
2024-01-03,381.19085693359375
2024-01-04,385.22491455078125
2024-01-05,391.20123291015625
2024-01-08,393.99017333984375
2024-01-09,398.8708801269531
2024-01-10,400.51434326171875
2024-01-11,400.51434326171875
2024-01-12,408.08441162109375
2024-01-15,404.24957275390625
2024-01-16,394.9862365722656
2024-01-17,388.11346435546875
2024-01-18,385.3742980957031
2024-01-19,388.21307373046875
2024-01-23,366.947265625
2024-01-24,383.0833740234375
2024-01-25,373.7204284667969
2024-01-29,393.3427734375
2024-01-30,395.4842529296875
2024-01-31,398.8708801269531
2024-02-01,397.57598876953125
2024-02-02,411.8694152832031
2024-02-05,385.5735168457031
2024-02-06,400.016357421875
2024-02-07,405.54443359375
2024-02-08,392.0976867675781
2024-02-09,410.2757263183594
2024-02-12,386.569580078125
2024-02-13,381.83831787109375
2024-02-14,453.20574951171875
2024-02-15,449.0721435546875
2024-02-16,451.761474609375
2024-02-19,493.4962463378906
2024-02-20,476.61309814453125
2024-02-21,455.4966735839844
2024-02-22,463.7141418457031
2024-02-23,456.34332275390625
2024-02-26,450.71563720703125
2024-02-27,444.8388671875
2024-02-28,434.7786865234375
2024-02-29,434.6293029785156
2024-03-01,455.4468994140625
2024-03-04,445.5361022949219
2024-03-05,437.6672668457031
2024-03-06,430.44586181640625
2024-03-07,435.7249450683594
2024-03-11,429.2007751464844
2024-03-12,417.14849853515625
2024-03-13,384.8762512207031
2024-03-14,408.4828186035156
2024-03-15,404.10015869140625
2024-03-18,409.1800537109375
2024-03-19,395.2352600097656
2024-03-20,397.67559814453125
2024-03-21,404.39898681640625
2024-03-22,414.1603088378906
2024-03-26,411.12237548828125
2024-03-27,423.5232849121094
2024-03-28,455.0982360839844
2024-04-01,456.7417297363281
2024-04-02,462.96710205078125
2024-04-03,458.08642578125
2024-04-04,466.10467529296875
2024-04-05,466.3537292480469
2024-04-08,467.5987854003906
2024-04-09,467.10076904296875
2024-04-10,463.26593017578125
2024-04-12,455.6461181640625
2024-04-15,441.9005126953125
2024-04-16,445.0380859375
2024-04-18,426.6110534667969
2024-04-19,433.2846374511719
2024-04-22,443.1455993652344
2024-04-23,452.2096862792969
2024-04-24,462.6184997558594
2024-04-25,459.58050537109375
2024-04-26,451.213623046875
2024-04-29,458.0366516113281
2024-04-30,468.4454040527344
2024-05-02,463.56475830078125
2024-05-03,463.76397705078125
2024-05-06,470.3877258300781
2024-05-07,457.14019775390625
2024-05-08,469.54107666015625
2024-05-09,454.7496337890625
2024-05-10,468.8438415527344
2024-05-13,442.89654541015625
2024-05-14,435.8245544433594
2024-05-15,434.3802795410156
2024-05-16,444.2910461425781
2024-05-17,438.563720703125
2024-05-21,434.8783264160156
2024-05-22,428.4537658691406
2024-05-23,423.9217224121094
2024-05-24,424.7185363769531
2024-05-27,419.3896179199219
2024-05-28,407.83538818359375
2024-05-29,404.2993469238281
2024-05-30,403.1539001464844
2024-05-31,404.2993469238281
2024-06-03,424.7185363769531
2024-06-04,377.60504150390625
2024-06-05,401.26141357421875
2024-06-06,426.36199951171875
2024-06-07,435.3763427734375
2024-06-10,452.7077331542969
2024-06-11,452.408935546875
2024-06-12,454.6500549316406
2024-06-13,496.0859680175781
2024-06-14,497.8290710449219
2024-06-18,488.2171325683594
2024-06-19,523.626953125
2024-06-20,546.8350219726562
2024-06-21,539.6136474609375
2024-06-24,545.6895751953125
2024-06-25,532.292724609375
2024-06-26,540.4104614257812
2024-06-27,517.451416015625
2024-06-28,522.3818969726562
2024-07-01,522.1826782226562
2024-07-02,537.42236328125
2024-07-03,530.549560546875
2024-07-04,544.0958862304688
2024-07-05,538.6176147460938
2024-07-08,530.499755859375
2024-07-09,547.3331298828125
2024-07-10,532.9898681640625
2024-07-11,532.6911010742188
2024-07-12,532.6911010742188
2024-07-15,528.2088012695312
2024-07-16,529.752685546875
2024-07-18,521.1368408203125
2024-07-19,505.59832763671875
2024-07-22,521.5850219726562
2024-07-23,506.6940002441406
2024-07-24,520.6387939453125
2024-07-25,514.0150146484375
