Date,BLACKBUCK
2024-11-22,260.04998779296875
2024-11-25,263.75
2024-11-26,253.14999389648438
2024-11-27,265.1499938964844
2024-11-28,270.3999938964844
2024-11-29,271.1000061035156
2024-12-02,325.29998779296875
2024-12-03,319.29998779296875
2024-12-04,361.8999938964844
2024-12-05,347.70001220703125
2024-12-06,340.75
2024-12-09,344.6000061035156
2024-12-10,356.3500061035156
2024-12-11,357.8500061035156
2024-12-12,424.1000061035156
2024-12-13,423.20001220703125
2024-12-16,403.1499938964844
2024-12-17,422.45001220703125
2024-12-18,453.0
2024-12-19,498.04998779296875
2024-12-20,501.6499938964844
2024-12-23,510.8500061035156
2024-12-24,517.9000244140625
2024-12-26,522.3499755859375
2024-12-27,533.9500122070312
2024-12-30,507.25
2024-12-31,481.8999938964844
2025-01-01,457.79998779296875
2025-01-02,451.29998779296875
2025-01-03,453.3999938964844
2025-01-06,432.29998779296875
2025-01-07,425.1000061035156
2025-01-08,421.3999938964844
2025-01-09,408.8500061035156
2025-01-10,403.5
2025-01-13,383.3500061035156
2025-01-14,394.1000061035156
2025-01-15,394.6000061035156
2025-01-16,404.6499938964844
2025-01-17,421.5
2025-01-20,428.3999938964844
2025-01-21,416.70001220703125
2025-01-22,398.70001220703125
2025-01-23,379.95001220703125
2025-01-24,361.6499938964844
2025-01-27,343.6000061035156
2025-01-28,332.54998779296875
2025-01-29,349.1499938964844
2025-01-30,366.6000061035156
2025-01-31,384.8999938964844
2025-02-03,409.29998779296875
2025-02-04,429.75
2025-02-05,444.0
2025-02-06,466.20001220703125
2025-02-07,489.5
2025-02-10,513.9500122070312
2025-02-11,488.25
2025-02-12,480.3999938964844
2025-02-13,469.95001220703125
2025-02-14,465.04998779296875
2025-02-17,447.79998779296875
2025-02-18,425.45001220703125
2025-02-19,421.1499938964844
2025-02-20,426.3999938964844
2025-02-21,420.79998779296875
2025-02-24,423.8999938964844
2025-02-25,423.8500061035156
2025-02-27,417.54998779296875
2025-02-28,422.70001220703125
2025-03-03,408.6000061035156
2025-03-04,414.29998779296875
2025-03-05,414.6499938964844
2025-03-06,416.0
2025-03-07,419.29998779296875
2025-03-10,440.25
2025-03-11,418.25
2025-03-12,410.25
2025-03-13,405.54998779296875
2025-03-17,405.45001220703125
2025-03-18,405.45001220703125
2025-03-19,418.8500061035156
2025-03-20,409.20001220703125
2025-03-21,410.6499938964844
2025-03-24,415.3500061035156
2025-03-25,416.3999938964844
2025-03-26,418.75
2025-03-27,430.75
2025-03-28,424.0
2025-04-01,424.3500061035156
2025-04-02,411.95001220703125
2025-04-03,416.5
2025-04-04,413.8500061035156
2025-04-07,389.0
2025-04-08,391.75
2025-04-09,378.3500061035156
2025-04-11,396.29998779296875
2025-04-15,399.6499938964844
2025-04-16,402.1499938964844
2025-04-17,400.3500061035156
2025-04-21,399.6499938964844
2025-04-22,398.54998779296875
2025-04-23,432.6000061035156
2025-04-24,427.29998779296875
2025-04-25,406.75
2025-04-28,404.0
2025-04-29,424.45001220703125
2025-04-30,425.75
2025-05-02,422.04998779296875
2025-05-05,422.3999938964844
2025-05-06,418.20001220703125
2025-05-07,418.25
2025-05-08,415.70001220703125
2025-05-09,406.29998779296875
2025-05-12,431.1499938964844
2025-05-13,442.5
2025-05-14,451.95001220703125
2025-05-15,469.8999938964844
2025-05-16,456.79998779296875
2025-05-19,477.45001220703125
2025-05-20,486.54998779296875
2025-05-21,474.20001220703125
2025-05-22,457.8999938964844
2025-05-23,455.1000061035156
2025-05-26,464.70001220703125
2025-05-27,460.0
2025-05-28,446.5
2025-05-29,438.29998779296875
2025-05-30,440.1000061035156
2025-06-02,437.6499938964844
2025-06-03,444.54998779296875
2025-06-04,442.70001220703125
2025-06-05,435.1499938964844
2025-06-06,440.1000061035156
2025-06-09,460.1499938964844
2025-06-10,454.8500061035156
2025-06-11,464.6499938964844
2025-06-12,450.3500061035156
2025-06-13,445.04998779296875
2025-06-16,443.1499938964844
2025-06-17,439.8999938964844
2025-06-18,427.0
2025-06-19,434.1000061035156
2025-06-20,430.1000061035156
2025-06-23,435.1000061035156
2025-06-24,438.6000061035156
2025-06-25,437.8999938964844
2025-06-26,430.1499938964844
2025-06-27,436.0
2025-06-30,436.0
2025-07-01,433.8999938964844
2025-07-02,430.3500061035156
2025-07-03,430.3999938964844
2025-07-04,434.45001220703125
2025-07-07,430.45001220703125
2025-07-08,436.3999938964844
2025-07-09,437.5
2025-07-10,442.20001220703125
2025-07-11,436.54998779296875
2025-07-14,438.1499938964844
2025-07-15,444.95001220703125
2025-07-16,453.25
2025-07-17,439.79998779296875
2025-07-18,440.0
2025-07-21,432.25
2025-07-22,431.79998779296875
2025-07-23,443.3999938964844
2025-07-24,444.3999938964844
2025-07-25,464.95001220703125
2025-07-28,468.54998779296875
2025-07-29,468.3999938964844
2025-07-30,463.0
2025-07-31,466.04998779296875
2025-08-01,447.1499938964844
2025-08-04,470.04998779296875
2025-08-05,485.25
2025-08-06,561.25
2025-08-07,517.0499877929688
2025-08-08,521.4500122070312
2025-08-11,534.0
2025-08-12,520.1500244140625
2025-08-13,553.3499755859375
2025-08-14,544.0999755859375
2025-08-18,577.0
2025-08-19,583.6500244140625
2025-08-20,585.7999877929688
2025-08-21,618.5499877929688
2025-08-22,644.2000122070312
2025-08-25,650.2999877929688
2025-08-26,641.75
2025-08-28,615.5999755859375
2025-08-29,636.75
2025-09-01,633.4000244140625
2025-09-02,611.7999877929688
2025-09-03,589.3499755859375
2025-09-04,598.6500244140625
2025-09-05,588.9500122070312
2025-09-08,604.9000244140625
2025-09-09,620.7000122070312
2025-09-10,620.0
2025-09-11,624.25
2025-09-12,624.6500244140625
2025-09-15,630.0499877929688
2025-09-16,607.25
2025-09-17,606.0999755859375
2025-09-18,594.5499877929688
2025-09-19,598.2000122070312
2025-09-22,588.3499755859375
2025-09-23,590.7000122070312
2025-09-24,599.8499755859375
2025-09-25,612.0499877929688
2025-09-26,613.4000244140625
2025-09-29,633.2999877929688
2025-09-30,622.9000244140625
2025-10-01,633.6500244140625
2025-10-03,622.9000244140625
2025-10-06,600.9000244140625
2025-10-07,621.5499877929688
2025-10-08,624.2999877929688
2025-10-09,679.1500244140625
2025-10-10,685.5
2025-10-13,708.9500122070312
2025-10-14,697.7999877929688
2025-10-15,691.1500244140625
2025-10-16,692.5
2025-10-17,694.3499755859375
2025-10-20,691.2999877929688
2025-10-21,733.5
2025-10-23,689.2000122070312
2025-10-24,659.25
2025-10-27,667.7999877929688
2025-10-28,650.4500122070312
2025-10-29,672.5499877929688
2025-10-30,683.2999877929688
2025-10-31,684.4000244140625
2025-11-03,684.25
2025-11-04,653.8499755859375
2025-11-06,667.2999877929688
2025-11-07,668.3499755859375
2025-11-10,650.75
2025-11-11,657.7999877929688
2025-11-12,693.0
2025-11-13,699.2000122070312
2025-11-14,699.0
2025-11-17,683.1500244140625
2025-11-18,689.4500122070312
2025-11-19,653.0999755859375
2025-11-20,653.1500244140625
2025-11-21,640.6500244140625
2025-11-24,662.25
2025-11-25,662.5
2025-11-26,678.0999755859375
2025-11-27,676.2999877929688
2025-11-28,667.75
2025-12-01,667.8499755859375
2025-12-02,658.2000122070312
2025-12-03,665.0
2025-12-04,661.7999877929688
2025-12-05,630.7000122070312
2025-12-08,630.1500244140625
2025-12-09,626.1500244140625
2025-12-10,640.7999877929688
2025-12-11,646.8499755859375
2025-12-12,653.7000122070312
2025-12-15,645.5
2025-12-16,633.3499755859375
2025-12-17,626.0
2025-12-18,636.5
2025-12-19,630.5499877929688
2025-12-22,637.0999755859375
2025-12-23,642.5999755859375
2025-12-24,670.7000122070312
2025-12-26,662.75
2025-12-29,659.9000244140625
2025-12-30,668.25
2025-12-31,679.75
2026-01-01,674.5499877929688
2026-01-02,699.0999755859375
2026-01-05,698.25
2026-01-06,684.5
2026-01-07,690.8499755859375
2026-01-08,667.0999755859375
2026-01-09,649.25
2026-01-12,642.0
2026-01-13,657.75
2026-01-14,641.7000122070312
2026-01-15,641.7000122070312
2026-01-16,625.4500122070312
2026-01-19,604.0
2026-01-20,575.2000122070312
2026-01-21,560.4500122070312
2026-01-22,556.0
2026-01-23,536.0
2026-01-27,551.9000244140625
2026-01-28,559.6500244140625
2026-01-29,559.0
2026-01-30,560.0499877929688
2026-02-02,550.2999877929688
2026-02-03,624.75
2026-02-04,621.8499755859375
2026-02-05,606.4000244140625
2026-02-06,623.5499877929688
2026-02-09,625.3499755859375
2026-02-10,626.5
2026-02-11,613.0
2026-02-12,636.0
2026-02-13,634.9000244140625
2026-02-16,629.5999755859375
2026-02-17,616.0
2026-02-18,624.8499755859375
2026-02-19,613.6500244140625
2026-02-20,601.5
2026-02-23,612.2999877929688
2026-02-24,603.2000122070312
2026-02-25,599.9000244140625
2026-02-26,580.7999877929688
2026-02-27,582.7000122070312
2026-03-02,572.5999755859375
2026-03-04,562.8499755859375
2026-03-05,581.9000244140625
2026-03-06,586.5
2026-03-09,563.7000122070312
2026-03-10,585.5499877929688
2026-03-11,574.7999877929688
2026-03-12,572.5
2026-03-13,561.1500244140625
2026-03-16,558.0
2026-03-17,574.25
2026-03-18,595.7999877929688
2026-03-19,596.5499877929688
2026-03-20,615.7999877929688
2026-03-23,587.0
2026-03-24,589.8499755859375
2026-03-25,591.1500244140625
2026-03-27,587.5
2026-03-30,576.9000244140625
2026-04-01,575.5499877929688
2026-04-02,573.4500122070312
2026-04-06,569.8499755859375
2026-04-07,561.8499755859375
2026-04-08,583.25
2026-04-09,566.75
2026-04-10,577.9000244140625
2026-04-13,570.7000122070312
2026-04-15,576.2999877929688
2026-04-16,601.9500122070312
2026-04-17,623.4000244140625
2026-04-20,617.9000244140625
2026-04-21,622.9500122070312
2026-04-22,622.0499877929688
2026-04-23,616.5
2026-04-24,597.25
2026-04-27,618.75
2026-04-28,581.6500244140625
2026-04-29,551.0999755859375
2026-04-30,548.0499877929688
2026-05-01,548.0499877929688
2026-05-04,566.5499877929688
2026-05-05,555.7000122070312
2026-05-06,560.0999755859375
2026-05-07,560.5
2026-05-08,579.0999755859375
2026-05-11,562.1500244140625
2026-05-12,534.25
2026-05-13,534.2000122070312
2026-05-14,528.3499755859375
2026-05-15,530.7000122070312
2026-05-18,527.0999755859375
2026-05-19,532.4500122070312
2026-05-20,531.2000122070312
2026-05-21,517.0999755859375
2026-05-22,500.20001220703125
2026-05-25,515.0
2026-05-26,533.5999755859375
2026-05-27,520.2999877929688
2026-05-28,520.2999877929688
2026-05-29,510.54998779296875
2026-06-01,513.5
2026-06-02,515.2999877929688
2026-06-03,509.8999938964844
2026-06-04,515.5999755859375
2026-06-05,506.70001220703125
2026-06-08,512.3499755859375
2026-06-09,509.3500061035156
2026-06-10,530.4500122070312
