Date,FLUOROCHEM
2022-02-25,2479.66064453125
2022-02-28,2567.954833984375
2022-03-02,2668.74169921875
2022-03-03,2637.18701171875
2022-03-04,2544.910888671875
2022-03-07,2497.3291015625
2022-03-08,2494.691162109375
2022-03-09,2556.059326171875
2022-03-10,2631.662109375
2022-03-11,2678.845458984375
2022-03-14,2751.3623046875
2022-03-15,2829.005615234375
2022-03-16,2911.47705078125
2022-03-17,3052.379638671875
2022-03-21,2993.89794921875
2022-03-22,2927.702392578125
2022-03-23,2921.63037109375
2022-03-24,2930.539306640625
2022-03-25,2890.57275390625
2022-03-28,2818.50390625
2022-03-29,2770.873046875
2022-03-30,2819.648681640625
2022-03-31,2731.939697265625
2022-04-01,2784.037109375
2022-04-04,2892.6650390625
2022-04-05,2909.499755859375
2022-04-06,2823.135498046875
2022-04-07,2842.9580078125
2022-04-08,2933.606201171875
2022-04-11,2959.40576171875
2022-04-12,2931.065673828125
2022-04-13,2906.31201171875
2022-04-18,2858.09912109375
2022-04-19,2804.856201171875
2022-04-20,2780.899169921875
2022-04-21,2884.696044921875
2022-04-22,2867.064453125
2022-04-25,2856.65478515625
2022-04-26,2866.5166015625
2022-04-27,2871.44775390625
2022-04-28,2820.6943359375
2022-04-29,2793.052001953125
2022-05-02,2718.59130859375
2022-05-04,2706.239013671875
2022-05-05,2690.649658203125
2022-05-06,2556.1220703125
2022-05-09,2428.318603515625
2022-05-10,2306.93994140625
2022-05-11,2191.6875
2022-05-12,2254.44384765625
2022-05-13,2367.15625
2022-05-16,2485.49658203125
2022-05-17,2609.763671875
2022-05-18,2630.582763671875
2022-05-19,2547.107421875
2022-05-20,2572.757568359375
2022-05-23,2658.7734375
2022-05-24,2691.695556640625
2022-05-25,2596.11669921875
2022-05-26,2655.83447265625
2022-05-27,2714.258056640625
2022-05-30,2795.49267578125
2022-05-31,2876.079345703125
2022-06-01,2900.7333984375
2022-06-02,2892.366455078125
2022-06-03,2836.682373046875
2022-06-06,2775.868408203125
2022-06-07,2754.3525390625
2022-06-08,2796.538330078125
2022-06-09,2867.0146484375
2022-06-10,2864.773681640625
2022-06-13,2704.595458984375
2022-06-14,2650.05712890625
2022-06-15,2623.261474609375
2022-06-16,2578.9833984375
2022-06-17,2526.9853515625
2022-06-20,2445.501708984375
2022-06-21,2522.253662109375
2022-06-22,2540.68212890625
2022-06-23,2624.207763671875
2022-06-24,2693.588623046875
2022-06-27,2746.13427734375
2022-06-28,2727.0087890625
2022-06-29,2694.08642578125
2022-06-30,2764.2138671875
2022-07-01,2751.463623046875
2022-07-04,2719.03955078125
2022-07-05,2889.427734375
2022-07-06,2884.09814453125
2022-07-07,2915.227783203125
2022-07-08,2937.09228515625
2022-07-11,3094.4814453125
2022-07-12,3070.52392578125
2022-07-13,3097.320068359375
2022-07-14,3155.1953125
2022-07-15,3168.792724609375
2022-07-18,3266.91162109375
2022-07-19,3236.280517578125
2022-07-20,3184.232666015625
2022-07-21,3225.62158203125
2022-07-22,3236.130859375
2022-07-25,3321.69921875
2022-07-26,3428.78271484375
2022-07-27,3312.185791015625
2022-07-28,3233.690185546875
2022-07-29,3330.4150390625
2022-08-01,3233.3916015625
2022-08-02,3314.775390625
2022-08-03,3340.9736328125
2022-08-04,3307.155517578125
2022-08-05,3371.604736328125
2022-08-08,3295.40087890625
2022-08-10,3292.96044921875
2022-08-11,3403.181884765625
2022-08-12,3540.25
2022-08-16,3621.036376953125
2022-08-17,3571.577880859375
2022-08-18,3596.083251953125
2022-08-19,3518.4345703125
2022-08-22,3391.527587890625
2022-08-23,3427.48779296875
2022-08-24,3400.39306640625
2022-08-25,3348.196044921875
2022-08-26,3294.553955078125
2022-08-29,3252.119384765625
2022-08-30,3331.709716796875
2022-09-01,3361.5439453125
2022-09-02,3340.625
2022-09-05,3443.8740234375
2022-09-06,3391.228515625
2022-09-07,3339.5791015625
2022-09-08,3331.510498046875
2022-09-09,3407.216552734375
2022-09-12,3606.791259765625
2022-09-13,3561.019287109375
2022-09-14,3504.63818359375
2022-09-15,3597.6767578125
2022-09-16,3535.96630859375
2022-09-19,3647.283935546875
2022-09-20,3739.17724609375
2022-09-21,3690.839111328125
2022-09-22,3717.649658203125
2022-09-23,3684.161376953125
2022-09-26,3588.581787109375
2022-09-27,3623.5146484375
2022-09-28,3865.7529296875
2022-09-29,3899.291259765625
2022-09-30,3932.13134765625
2022-10-03,3965.917724609375
2022-10-04,3981.3662109375
2022-10-06,4053.1259765625
2022-10-07,4060.551025390625
2022-10-10,4024.87060546875
2022-10-11,3979.024169921875
2022-10-12,4071.0654296875
2022-10-13,3973.0439453125
2022-10-14,3911.400634765625
2022-10-17,3937.1142578125
2022-10-18,3971.349609375
2022-10-19,3705.291015625
2022-10-20,3742.017822265625
2022-10-21,3808.64453125
2022-10-24,3837.796875
2022-10-25,3866.301513671875
2022-10-27,3957.446044921875
2022-10-28,3887.2314453125
2022-10-31,3780.234375
2022-11-01,3695.57470703125
2022-11-02,3914.653564453125
2022-11-03,3825.805419921875
2022-11-04,3777.442626953125
2022-11-07,3835.77685546875
2022-11-09,3821.76708984375
2022-11-10,3799.978759765625
2022-11-11,3630.309814453125
2022-11-14,3529.345947265625
2022-11-15,3393.9794921875
2022-11-16,3474.3017578125
2022-11-17,3472.85595703125
2022-11-18,3509.352294921875
2022-11-21,3524.11083984375
2022-11-22,3454.55810546875
2022-11-23,3516.731689453125
2022-11-24,3544.752197265625
2022-11-25,3512.294189453125
2022-11-28,3546.64697265625
2022-11-29,3477.044189453125
2022-11-30,3489.6083984375
2022-12-01,3472.556884765625
2022-12-02,3439.2509765625
2022-12-05,3239.866455078125
2022-12-06,3244.702880859375
2022-12-07,3249.489013671875
2022-12-08,3238.819580078125
2022-12-09,3222.11669921875
2022-12-12,3214.48828125
2022-12-13,3200.328369140625
2022-12-14,3255.37255859375
2022-12-15,3233.235107421875
2022-12-16,3093.03271484375
2022-12-19,3047.113037109375
2022-12-20,2998.799560546875
2022-12-21,3030.6591796875
2022-12-22,2969.881591796875
2022-12-23,2761.17333984375
2022-12-26,3011.712890625
2022-12-27,3031.158203125
2022-12-28,3136.160400390625
2022-12-29,3145.43408203125
2022-12-30,3102.0068359375
2023-01-02,3112.07861328125
2023-01-03,3091.536865234375
2023-01-04,3022.0341796875
2023-01-05,2985.886474609375
2023-01-06,2922.56591796875
2023-01-09,2880.33544921875
2023-01-10,2878.83984375
2023-01-11,2827.53515625
2023-01-12,2837.05810546875
2023-01-13,2785.304931640625
2023-01-16,2826.438232421875
2023-01-17,2823.097900390625
2023-01-18,2779.521240234375
2023-01-19,2691.919677734375
2023-01-20,2730.310791015625
2023-01-23,2668.68505859375
2023-01-24,2664.646484375
2023-01-25,2603.32080078125
2023-01-27,2616.782470703125
2023-01-30,2595.5927734375
2023-01-31,2769.54931640625
2023-02-01,2726.671142578125
2023-02-02,2643.905517578125
2023-02-03,2676.014892578125
2023-02-06,2812.677001953125
2023-02-07,2774.1865234375
2023-02-08,2942.50927734375
2023-02-09,3042.974609375
2023-02-10,2960.45849609375
2023-02-13,2936.027587890625
2023-02-14,2888.662109375
2023-02-15,2850.9189453125
2023-02-16,2928.74853515625
2023-02-17,3005.92919921875
2023-02-20,3011.06494140625
2023-02-21,3045.51708984375
2023-02-22,3002.289794921875
2023-02-23,3056.685791015625
2023-02-24,3056.885009765625
2023-02-27,3089.34326171875
2023-02-28,3136.260009765625
2023-03-01,3195.99072265625
2023-03-02,3134.165771484375
2023-03-03,3162.236328125
2023-03-06,3223.462890625
2023-03-08,3194.794189453125
2023-03-09,3226.2548828125
2023-03-10,3223.36328125
2023-03-13,3219.274658203125
2023-03-14,3237.822265625
2023-03-15,3175.94775390625
2023-03-16,3051.849609375
2023-03-17,3027.318603515625
2023-03-20,2955.6220703125
2023-03-21,3088.1962890625
2023-03-22,3122.798095703125
2023-03-23,3082.7119140625
2023-03-24,3041.72802734375
2023-03-27,2950.736083984375
2023-03-28,2890.805908203125
2023-03-29,3009.020751953125
2023-03-31,3011.663330078125
2023-04-03,3069.898193359375
2023-04-05,3126.737060546875
2023-04-06,3123.546142578125
2023-04-10,3088.046630859375
2023-04-11,3090.789306640625
2023-04-12,3088.495361328125
2023-04-13,3086.999755859375
2023-04-17,3212.045166015625
2023-04-18,3224.759033203125
2023-04-19,3292.1181640625
2023-04-20,3293.963134765625
2023-04-21,3302.18994140625
2023-04-24,3349.20654296875
2023-04-25,3319.39111328125
2023-04-26,3360.225341796875
2023-04-27,3342.824462890625
2023-04-28,3372.091552734375
2023-05-02,3360.5244140625
2023-05-03,3399.11474609375
2023-05-04,3405.5966796875
2023-05-05,3383.409423828125
2023-05-08,3372.3408203125
2023-05-09,3313.058837890625
2023-05-10,3287.18212890625
2023-05-11,3228.448974609375
2023-05-12,3233.384765625
2023-05-15,3277.609130859375
2023-05-16,3291.1708984375
2023-05-17,3291.021728515625
2023-05-18,3308.471923828125
2023-05-19,3302.58837890625
2023-05-22,3307.973388671875
2023-05-23,3319.989013671875
2023-05-24,3290.921630859375
2023-05-25,3296.4560546875
2023-05-26,3293.7138671875
2023-05-29,3336.29296875
2023-05-30,3338.387451171875
2023-05-31,3398.566650390625
2023-06-01,3341.528076171875
2023-06-02,3291.868896484375
2023-06-05,3183.177001953125
2023-06-06,3134.06640625
2023-06-07,3174.9501953125
2023-06-08,3202.173095703125
2023-06-09,3138.802734375
2023-06-12,3131.423828125
2023-06-13,3134.115966796875
2023-06-14,3149.97119140625
2023-06-15,3170.163818359375
2023-06-16,3163.084228515625
2023-06-19,3155.705078125
2023-06-20,3139.999267578125
2023-06-21,3114.771240234375
2023-06-22,3078.125
2023-06-23,3050.453369140625
2023-06-26,3003.3369140625
2023-06-27,3000.544921875
2023-06-28,2946.6474609375
2023-06-30,2924.0615234375
2023-07-03,2984.98876953125
2023-07-04,2990.971923828125
2023-07-05,2951.1845703125
2023-07-06,2931.83935546875
2023-07-07,2865.228271484375
2023-07-10,2779.471435546875
2023-07-11,2754.6416015625
2023-07-12,2687.930908203125
2023-07-13,2721.037109375
2023-07-14,2756.237548828125
2023-07-17,2749.25732421875
2023-07-18,2837.357421875
2023-07-19,2807.890869140625
2023-07-20,2774.1865234375
2023-07-21,2770.796142578125
2023-07-24,2712.0625
2023-07-25,2732.404541015625
2023-07-26,2750.7529296875
