Date,FLUOROCHEM
2019-10-16,710.7354125976562
2019-10-17,720.7393798828125
2019-10-18,716.1107177734375
2019-10-22,713.2737426757812
2019-10-23,695.6048583984375
2019-10-24,694.6591796875
2019-10-25,685.5510864257812
2019-10-27,689.2341918945312
2019-10-29,704.4144287109375
2019-10-30,676.144287109375
2019-10-31,658.4256591796875
2019-11-01,632.2459106445312
2019-11-04,637.6212768554688
2019-11-05,606.115966796875
2019-11-06,616.71728515625
2019-11-07,605.6181640625
2019-11-08,614.0794067382812
2019-11-11,632.0966796875
2019-11-13,607.95751953125
2019-11-14,599.3469848632812
2019-11-15,542.7569580078125
2019-11-18,529.468017578125
2019-11-19,521.85302734375
2019-11-20,521.3552856445312
2019-11-21,520.1110229492188
2019-11-22,501.29742431640625
2019-11-25,491.99017333984375
2019-11-26,501.09832763671875
2019-11-27,481.23956298828125
2019-11-28,449.98309326171875
2019-11-29,431.56768798828125
2019-12-02,427.3371276855469
2019-12-03,450.0826721191406
2019-12-04,484.0267333984375
2019-12-05,489.9992980957031
2019-12-06,501.29742431640625
2019-12-09,514.4370727539062
2019-12-10,533.3999633789062
2019-12-11,538.6756591796875
2019-12-12,566.8960571289062
2019-12-13,581.7777099609375
2019-12-16,567.1947021484375
2019-12-17,579.986083984375
2019-12-18,592.976318359375
2019-12-19,598.1525268554688
2019-12-20,600.9397583007812
2019-12-23,600.9397583007812
2019-12-24,593.722900390625
2019-12-26,598.2520751953125
2019-12-27,597.7543334960938
2019-12-30,611.5409545898438
2019-12-31,617.2149658203125
2020-01-01,603.2789916992188
2020-01-02,612.8350830078125
2020-01-03,609.0524291992188
2020-01-06,596.1118774414062
2020-01-07,595.2658081054688
2020-01-08,597.406005859375
2020-01-09,596.559814453125
2020-01-10,592.478515625
2020-01-13,586.6553344726562
2020-01-14,587.0535278320312
2020-01-15,581.4791259765625
2020-01-16,567.4932861328125
2020-01-17,571.6742553710938
2020-01-20,559.82861328125
2020-01-21,545.593994140625
2020-01-22,557.5888671875
2020-01-23,564.556884765625
2020-01-24,581.62841796875
2020-01-27,594.2703247070312
2020-01-28,601.3379516601562
2020-01-29,607.3603515625
2020-01-30,607.509521484375
2020-01-31,608.8035888671875
2020-02-03,586.1575927734375
2020-02-04,599.3969116210938
2020-02-05,601.8854370117188
2020-02-06,598.0032348632812
2020-02-07,598.5507202148438
2020-02-10,591.2840576171875
2020-02-11,585.0626831054688
2020-02-12,580.5833129882812
2020-02-13,563.3623046875
2020-02-14,553.8560180664062
2020-02-17,545.6934814453125
2020-02-18,545.6437377929688
2020-02-19,550.0733642578125
2020-02-20,548.7295532226562
2020-02-24,552.61181640625
2020-02-25,539.4222412109375
2020-02-26,537.7301025390625
2020-02-27,541.1145629882812
2020-02-28,501.6955871582031
2020-03-02,485.4701232910156
2020-03-03,488.1080017089844
2020-03-04,476.162841796875
2020-03-05,487.7596130371094
2020-03-06,495.922119140625
2020-03-09,458.59356689453125
2020-03-11,442.2685546875
2020-03-12,400.8089904785156
2020-03-13,399.3655700683594
2020-03-16,362.98272705078125
2020-03-17,362.93292236328125
2020-03-18,327.0975646972656
2020-03-19,320.97564697265625
2020-03-20,329.9842834472656
2020-03-23,266.6750793457031
2020-03-24,240.3460235595703
2020-03-25,238.4547119140625
2020-03-26,261.0011901855469
2020-03-27,275.93255615234375
2020-03-30,272.05035400390625
2020-03-31,284.69232177734375
2020-04-01,288.2261047363281
2020-04-03,288.52471923828125
2020-04-07,296.9858703613281
2020-04-08,306.98992919921875
2020-04-09,321.2743225097656
2020-04-13,320.07977294921875
2020-04-15,324.75830078125
2020-04-16,313.6593017578125
2020-04-17,312.2159423828125
2020-04-20,315.8989562988281
2020-04-21,310.9716491699219
2020-04-22,306.9401550292969
2020-04-23,316.2971496582031
2020-04-24,312.26568603515625
2020-04-27,313.9578552246094
2020-04-28,309.2295837402344
2020-04-29,302.6598205566406
2020-04-30,306.1437683105469
2020-05-04,299.7730712890625
2020-05-05,303.7049865722656
2020-05-06,302.3611755371094
2020-05-07,305.397216796875
2020-05-08,308.2839660644531
2020-05-11,316.9939880371094
2020-05-12,310.7725524902344
2020-05-13,317.9396057128906
2020-05-14,311.2702941894531
2020-05-15,308.8811950683594
2020-05-18,294.7959899902344
2020-05-19,288.2261047363281
2020-05-20,288.6242980957031
2020-05-21,278.5206604003906
2020-05-22,286.9818115234375
2020-05-26,294.69635009765625
2020-05-27,295.2438659667969
2020-05-28,307.68670654296875
2020-05-29,292.5561828613281
2020-06-01,297.4835510253906
2020-06-02,298.2799072265625
2020-06-03,312.41497802734375
2020-06-04,323.06610107421875
2020-06-05,355.3677062988281
2020-06-08,390.90447998046875
2020-06-09,373.6337890625
2020-06-10,377.7648620605469
2020-06-11,370.44842529296875
2020-06-12,358.4037170410156
2020-06-15,362.5845947265625
2020-06-16,359.9964599609375
2020-06-17,362.4850158691406
2020-06-18,365.72015380859375
2020-06-19,366.715576171875
2020-06-22,375.1269836425781
2020-06-23,386.3752136230469
2020-06-24,397.6236572265625
2020-06-25,369.75164794921875
2020-06-26,373.9324035644531
2020-06-29,360.6434631347656
2020-06-30,355.2681579589844
2020-07-01,355.6165466308594
2020-07-02,355.11883544921875
2020-07-03,356.3631591796875
2020-07-06,356.61199951171875
2020-07-07,350.1416931152344
2020-07-08,351.9334716796875
2020-07-09,342.0787658691406
2020-07-10,341.4317626953125
2020-07-13,343.2234802246094
2020-07-14,364.4758605957031
2020-07-15,371.8918151855469
2020-07-16,389.66021728515625
2020-07-17,416.3874206542969
2020-07-20,444.75714111328125
2020-07-21,450.03289794921875
2020-07-22,427.53619384765625
2020-07-23,410.61395263671875
2020-07-24,402.0035095214844
2020-07-27,382.5428771972656
2020-07-28,398.419921875
2020-07-29,404.2432556152344
2020-07-30,398.9176940917969
2020-07-31,400.0624084472656
2020-08-03,403.49664306640625
2020-08-04,423.654052734375
2020-08-05,430.0247802734375
2020-08-06,451.5260314941406
2020-08-07,477.656005859375
2020-08-10,490.5965576171875
2020-08-11,462.3761901855469
2020-08-12,475.1176452636719
2020-08-13,468.05010986328125
2020-08-14,456.55291748046875
2020-08-17,461.7789306640625
2020-08-18,476.51123046875
2020-08-19,480.5925598144531
2020-08-20,467.8510437011719
2020-08-21,515.1338500976562
2020-08-24,510.4553527832031
2020-08-25,526.0338134765625
2020-08-26,528.9702758789062
2020-08-27,521.6041259765625
2020-08-28,548.0327758789062
2020-08-31,508.8626403808594
2020-09-01,542.0103759765625
2020-09-02,539.9697265625
2020-09-03,530.214599609375
2020-09-04,528.8707885742188
2020-09-07,536.53564453125
2020-09-08,525.9840087890625
2020-09-09,514.6858520507812
2020-09-10,533.4497680664062
2020-09-11,520.5090942382812
2020-09-14,527.7757568359375
2020-09-15,525.6853637695312
2020-09-16,527.925048828125
2020-09-17,520.658447265625
2020-09-18,529.7169189453125
2020-09-21,518.8667602539062
2020-09-22,509.50970458984375
2020-09-23,506.871826171875
2020-09-24,492.48785400390625
2020-09-25,498.062255859375
2020-09-28,501.9941711425781
2020-09-29,495.67327880859375
2020-09-30,487.3116760253906
2020-10-01,488.6056823730469
2020-10-05,497.06683349609375
2020-10-06,492.6869812011719
2020-10-07,490.049072265625
2020-10-08,481.53814697265625
2020-10-09,480.3934020996094
2020-10-12,474.8688049316406
2020-10-13,478.25323486328125
2020-10-14,467.8510437011719
2020-10-15,471.58392333984375
2020-10-16,487.7596130371094
2020-10-19,504.8809509277344
2020-10-20,500.7996520996094
2020-10-21,508.91241455078125
2020-10-22,504.8312072753906
2020-10-23,502.2430725097656
2020-10-26,483.7778625488281
2020-10-27,476.2624206542969
2020-10-28,466.7062683105469
2020-10-29,469.642822265625
2020-10-30,477.5564270019531
2020-11-02,467.9007873535156
2020-11-03,466.9551696777344
2020-11-04,471.384765625
2020-11-05,490.4969787597656
2020-11-06,495.0262145996094
2020-11-09,488.0581970214844
2020-11-10,494.2796630859375
2020-11-11,504.33343505859375
2020-11-12,492.48785400390625
2020-11-13,525.784912109375
2020-11-14,537.1328125
2020-11-17,525.8346557617188
2020-11-18,513.740234375
2020-11-19,512.3963623046875
2020-11-20,511.64984130859375
2020-11-23,517.1744995117188
2020-11-24,510.6544189453125
2020-11-25,551.417236328125
2020-11-26,569.4344482421875
2020-11-27,571.7737426757812
2020-12-01,587.8499145507812
2020-12-02,590.4380493164062
2020-12-03,589.3927001953125
2020-12-04,586.1078491210938
2020-12-07,568.2896728515625
2020-12-08,562.0184936523438
2020-12-09,581.5288696289062
2020-12-10,573.2171020507812
2020-12-11,573.913818359375
2020-12-14,572.4705200195312
2020-12-15,577.0494384765625
2020-12-16,596.1118774414062
2020-12-17,576.3527221679688
2020-12-18,586.5060424804688
2020-12-21,549.7249755859375
2020-12-22,563.710693359375
2020-12-23,567.0455322265625
2020-12-24,560.873779296875
2020-12-28,563.4618530273438
2020-12-29,563.9098510742188
2020-12-30,566.3983764648438
2020-12-31,565.8509521484375
2021-01-01,575.1083374023438
2021-01-04,600.1434326171875
2021-01-05,627.7666015625
2021-01-06,617.2646484375
2021-01-07,618.509033203125
2021-01-08,618.608642578125
2021-01-11,627.9656372070312
2021-01-12,620.2012329101562
2021-01-13,609.5003662109375
2021-01-14,611.5409545898438
2021-01-15,591.0848999023438
2021-01-18,605.6680908203125
2021-01-19,597.8538818359375
2021-01-20,596.8087158203125
2021-01-21,602.2835083007812
2021-01-22,587.700439453125
2021-01-25,573.0676879882812
2021-01-27,577.2485961914062
2021-01-28,577.596923828125
2021-01-29,565.4030151367188
2021-02-01,576.8504028320312
2021-02-02,574.6107177734375
2021-02-03,581.5288696289062
2021-02-04,587.9494018554688
2021-02-05,577.4974975585938
2021-02-08,587.700439453125
2021-02-09,566.4979248046875
2021-02-10,581.180419921875
2021-02-11,575.406982421875
2021-02-12,571.52490234375
2021-02-15,560.7245483398438
2021-02-16,567.2943725585938
2021-02-17,555.7472534179688
2021-02-18,542.5081787109375
2021-02-19,534.3954467773438
2021-02-22,527.5767211914062
2021-02-23,528.4228515625
2021-02-24,541.910888671875
2021-02-25,576.0540161132812
2021-02-26,574.710205078125
2021-03-01,573.7645874023438
2021-03-02,570.1312255859375
2021-03-03,617.2646484375
2021-03-04,616.6674194335938
2021-03-05,597.5552978515625
2021-03-08,593.27490234375
2021-03-09,594.021484375
2021-03-10,589.3927001953125
2021-03-12,611.7898559570312
2021-03-15,603.0301513671875
2021-03-16,595.813232421875
2021-03-17,586.6553344726562
2021-03-18,579.090087890625
2021-03-19,574.9590454101562
2021-03-22,587.700439453125
2021-03-23,584.7639770507812
2021-03-24,580.2845458984375
2021-03-25,570.5294189453125
2021-03-26,577.6964721679688
2021-03-30,578.74169921875
2021-03-31,572.520263671875
2021-04-01,607.85791015625
2021-04-05,605.5684814453125
2021-04-06,618.4591674804688
2021-04-07,616.71728515625
2021-04-08,617.8121948242188
2021-04-09,698.4917602539062
2021-04-12,704.4642944335938
2021-04-13,729.1507568359375
2021-04-15,747.7652587890625
2021-04-16,726.11474609375
2021-04-19,701.7268676757812
2021-04-20,704.663330078125
2021-04-22,721.4361572265625
2021-04-23,714.119873046875
2021-04-26,709.739990234375
2021-04-27,791.0166625976562
2021-04-28,804.8531494140625
2021-04-29,786.7860717773438
2021-04-30,794.8988647460938
2021-05-03,801.7672729492188
2021-05-04,785.29296875
2021-05-05,791.2655029296875
2021-05-06,809.730712890625
2021-05-07,850.7423095703125
2021-05-10,839.8424072265625
2021-05-11,844.9190063476562
2021-05-12,826.90185546875
2021-05-14,824.2639770507812
2021-05-17,818.0424194335938
2021-05-18,812.3187255859375
2021-05-19,814.1603393554688
2021-05-20,835.114013671875
2021-05-21,827.200439453125
2021-05-24,819.3366088867188
2021-05-25,820.2325439453125
2021-05-26,844.1724853515625
2021-05-27,829.8881225585938
2021-05-28,814.7078857421875
2021-05-31,824.363525390625
2021-06-01,915.146484375
2021-06-02,923.508056640625
2021-06-03,999.9071655273438
2021-06-04,1033.9505615234375
2021-06-07,1079.740478515625
2021-06-08,1118.263427734375
2021-06-09,1150.76416015625
2021-06-10,1169.975830078125
2021-06-11,1123.7879638671875
2021-06-14,1121.946533203125
2021-06-15,1144.8411865234375
2021-06-16,1138.2716064453125
2021-06-17,1145.9862060546875
2021-06-18,1135.783203125
2021-06-21,1149.0721435546875
2021-06-22,1115.8245849609375
2021-06-23,1108.50830078125
2021-06-24,1081.97998046875
2021-06-25,1083.572998046875
2021-06-28,1068.6416015625
2021-06-29,1029.4215087890625
2021-06-30,1156.239013671875
2021-07-01,1126.2767333984375
2021-07-02,1154.1986083984375
2021-07-05,1183.364501953125
2021-07-06,1191.228515625
2021-07-07,1185.8033447265625
2021-07-08,1184.310302734375
2021-07-09,1196.504150390625
2021-07-12,1220.643310546875
2021-07-13,1293.2100830078125
2021-07-14,1402.8065185546875
2021-07-15,1462.034423828125
2021-07-16,1479.5042724609375
2021-07-19,1493.1915283203125
2021-07-20,1534.00390625
2021-07-22,1606.32177734375
2021-07-23,1572.278076171875
2021-07-26,1684.1143798828125
2021-07-27,1642.85400390625
2021-07-28,1659.178955078125
2021-07-29,1724.777587890625
2021-07-30,1715.96826171875
2021-08-02,1781.5667724609375
2021-08-03,1778.1822509765625
2021-08-04,1755.685791015625
2021-08-05,1703.8736572265625
2021-08-06,1723.08544921875
2021-08-09,1711.986328125
2021-08-10,1573.6717529296875
2021-08-11,1580.1419677734375
2021-08-12,1687.7974853515625
2021-08-13,1728.0128173828125
2021-08-16,1701.8826904296875
2021-08-17,1667.391357421875
2021-08-18,1682.521728515625
2021-08-20,1627.325439453125
2021-08-23,1691.6796875
2021-08-24,1708.9005126953125
2021-08-25,1703.7242431640625
2021-08-26,1691.480712890625
2021-08-27,1691.231689453125
2021-08-30,1691.4307861328125
2021-08-31,1751.455078125
2021-09-01,1691.331298828125
2021-09-02,1676.8974609375
2021-09-03,1675.10595703125
2021-09-06,1689.8878173828125
2021-09-07,1650.66796875
2021-09-08,1657.586181640625
2021-09-09,1634.0445556640625
2021-09-13,1689.5892333984375
2021-09-14,1685.7071533203125
2021-09-15,1693.620849609375
2021-09-16,1709.3984375
2021-09-17,1696.4080810546875
2021-09-20,1696.0595703125
2021-09-21,1696.4080810546875
2021-09-22,1721.2440185546875
2021-09-23,1758.7716064453125
2021-09-24,1754.8892822265625
2021-09-27,1792.2177734375
2021-09-28,1818.6961669921875
2021-09-29,1847.5635986328125
2021-09-30,1902.6107177734375
2021-10-01,1943.1744384765625
2021-10-04,2091.7919921875
2021-10-05,2079.44873046875
2021-10-06,2015.8406982421875
2021-10-07,2029.27880859375
2021-10-08,2011.460693359375
2021-10-11,2084.226806640625
2021-10-12,2157.141845703125
2021-10-13,2100.850341796875
2021-10-14,2070.43994140625
2021-10-18,2098.46142578125
2021-10-19,1977.5665283203125
2021-10-20,1942.52734375
2021-10-21,1891.4620361328125
2021-10-22,1835.9669189453125
2021-10-25,1746.129638671875
2021-10-26,1796.59765625
2021-10-27,1849.2059326171875
2021-10-28,1838.4056396484375
2021-10-29,1808.0950927734375
2021-11-01,1887.629638671875
2021-11-02,1932.97119140625
2021-11-03,1875.236572265625
2021-11-04,1887.2314453125
2021-11-08,1842.83544921875
2021-11-09,2010.0672607421875
2021-11-10,2068.84716796875
2021-11-11,2098.21240234375
2021-11-12,2148.9296875
2021-11-15,2081.588623046875
2021-11-16,2040.7760009765625
2021-11-17,2084.0771484375
2021-11-18,2091.294189453125
2021-11-22,2010.714111328125
2021-11-23,2050.182861328125
2021-11-24,2040.875732421875
2021-11-25,2097.167236328125
2021-11-26,2052.5224609375
2021-11-29,1986.2764892578125
2021-11-30,1957.8570556640625
2021-12-01,2050.48193359375
2021-12-02,2304.763671875
2021-12-03,2475.1806640625
2021-12-06,2420.28271484375
2021-12-07,2452.0869140625
2021-12-08,2447.10986328125
2021-12-09,2443.87451171875
2021-12-10,2481.3525390625
2021-12-13,2391.61474609375
2021-12-14,2394.05322265625
2021-12-15,2384.04931640625
2021-12-16,2182.77392578125
2021-12-17,2090.19921875
2021-12-20,2131.111083984375
2021-12-21,2174.511962890625
2021-12-22,2258.57568359375
2021-12-23,2263.8017578125
2021-12-24,2257.181884765625
2021-12-27,2289.9814453125
2021-12-28,2363.494140625
2021-12-29,2336.51806640625
2021-12-30,2279.03173828125
2021-12-31,2403.8583984375
2022-01-03,2466.7197265625
2022-01-04,2563.92333984375
2022-01-05,2692.383056640625
2022-01-06,2689.994140625
2022-01-07,2717.667236328125
2022-01-10,2729.4130859375
2022-01-11,2746.23583984375
2022-01-12,2702.53662109375
2022-01-13,2775.849853515625
2022-01-14,2785.654541015625
2022-01-17,2813.52685546875
2022-01-18,2752.556884765625
2022-01-19,2751.3623046875
2022-01-20,2814.67138671875
2022-01-21,2710.5
2022-01-24,2651.7197265625
2022-01-25,2598.812744140625
2022-01-27,2454.77490234375
2022-01-28,2523.906982421875
2022-01-31,2780.5283203125
2022-02-01,2952.588134765625
2022-02-02,3111.10986328125
2022-02-03,3129.923583984375
2022-02-04,3151.77294921875
2022-02-07,3075.72265625
2022-02-08,2897.740234375
2022-02-09,2831.9423828125
2022-02-10,2924.16845703125
2022-02-11,2880.966796875
2022-02-14,2736.9287109375
2022-02-15,2803.074951171875
2022-02-16,2790.18408203125
2022-02-17,2784.85791015625
2022-02-18,2697.41015625
2022-02-21,2651.57080078125
2022-02-22,2678.248291015625
2022-02-23,2683.97216796875
2022-02-24,2549.788330078125
