Date,TATASTEEL
1996-01-01,4.982465744018555
1996-01-02,4.889944076538086
1996-01-03,4.891195774078369
1996-01-04,4.736156940460205
1996-01-05,4.642383575439453
1996-01-08,4.468591213226318
1996-01-09,4.447335720062256
1996-01-10,4.423580169677734
1996-01-11,4.527354717254639
1996-01-12,4.509852409362793
1996-01-15,4.472341537475586
1996-01-16,4.463590145111084
1996-01-17,4.3123040199279785
1996-01-18,4.22103214263916
1996-01-19,4.184772491455078
1996-01-22,4.228532314300537
1996-01-23,4.0609917640686035
1996-01-24,4.005978107452393
1996-01-25,3.919708728790283
1996-01-26,3.919708728790283
1996-01-29,4.098500728607178
1996-01-30,4.133510112762451
1996-01-31,4.174769878387451
1996-02-01,4.268542766571045
1996-02-02,4.579869270324707
1996-02-05,4.758662223815918
1996-02-06,4.356064796447754
1996-02-07,4.527354717254639
1996-02-08,5.185017108917236
1996-02-09,5.4875922203063965
1996-02-12,5.178766250610352
1996-02-13,5.181265830993652
1996-02-14,5.327550888061523
1996-02-15,5.253782749176025
1996-02-16,5.143755912780762
1996-02-19,5.175014495849609
1996-02-20,4.976215839385986
1996-02-21,4.976215839385986
1996-02-22,5.2000203132629395
1996-02-23,5.1550092697143555
1996-02-26,5.186267375946045
1996-02-27,5.102497100830078
1996-02-28,5.152508735656738
1996-02-29,4.826179027557373
1996-03-01,4.881191730499268
1996-03-04,4.856185436248779
1996-03-05,4.856185436248779
1996-03-06,4.946208953857422
1996-03-07,4.90994930267334
1996-03-08,4.886192321777344
1996-03-11,4.792420864105225
1996-03-12,4.726154327392578
1996-03-13,4.913699626922607
1996-03-14,4.863689422607422
1996-03-15,4.761163711547852
1996-03-18,4.564864635467529
1996-03-19,4.367316722869873
1996-03-20,4.367316722869873
1996-03-21,4.638634204864502
1996-03-22,4.564864635467529
1996-03-25,4.7011494636535645
1996-03-26,4.828680038452148
1996-03-27,4.96246337890625
1996-03-28,5.022477149963379
1996-03-29,4.933704853057861
1996-04-01,4.997470855712891
1996-04-02,5.0199761390686035
1996-04-03,5.113750457763672
1996-04-04,5.059986591339111
1996-04-05,5.059986591339111
1996-04-08,5.2675371170043945
1996-04-09,5.340054512023926
1996-04-10,5.4450812339782715
1996-04-11,5.375063419342041
1996-04-12,5.415072917938232
1996-04-15,5.40256929397583
1996-04-16,5.338803768157959
1996-04-17,5.655129909515381
1996-04-18,5.915195465087891
1996-04-19,5.8814377784729
1996-04-22,5.712644577026367
1996-04-23,5.713895320892334
1996-04-24,6.276533126831055
1996-04-25,6.0439772605896
1996-04-26,6.111495018005371
1996-04-29,6.1152424812316895
1996-04-30,6.016468524932861
1996-05-01,6.1414995193481445
1996-05-02,6.080235004425049
1996-05-03,5.958954334259033
1996-05-06,5.662633895874023
1996-05-07,5.580113410949707
1996-05-08,5.671385288238525
1996-05-09,5.518848896026611
1996-05-10,5.488841533660889
1996-05-13,5.572610378265381
1996-05-14,5.721397399902344
1996-05-15,6.011466979980469
1996-05-16,6.140251159667969
1996-05-17,6.062730312347412
1996-05-20,5.853930950164795
1996-05-21,5.853930950164795
1996-05-22,5.8901872634887695
1996-05-23,5.8564300537109375
1996-05-24,5.891439914703369
1996-05-27,5.752654075622559
1996-05-28,5.6838884353637695
1996-05-29,6.027721881866455
1996-05-30,5.9076924324035645
1996-05-31,6.058979511260986
1996-06-03,6.304040908813477
1996-06-04,6.267782688140869
1996-06-05,6.232773780822754
1996-06-06,6.397813320159912
1996-06-07,6.3628034591674805
1996-06-10,6.326544284820557
1996-06-11,6.317793846130371
1996-06-12,6.447824954986572
1996-06-13,6.402815341949463
1996-06-14,6.615365982055664
1996-06-17,6.546599864959717
1996-06-18,6.526595115661621
1996-06-19,6.482834339141846
1996-06-20,6.534095764160156
1996-06-21,6.434072494506836
1996-06-24,6.392812252044678
1996-06-25,6.226521015167236
1996-06-26,6.149003028869629
1996-06-27,6.202764511108398
1996-06-28,6.085236072540283
1996-07-01,5.990213871002197
1996-07-02,5.8876872062683105
1996-07-03,5.738901138305664
1996-07-04,5.788914680480957
1996-07-05,5.77766227722168
1996-07-08,5.782663345336914
1996-07-09,5.545105934143066
1996-07-10,5.550105094909668
1996-07-11,5.665133476257324
1996-07-12,5.556357383728027
1996-07-15,5.703893661499023
1996-07-16,5.5288519859313965
1996-07-17,5.6513800621032715
1996-07-18,5.831425666809082
1996-07-19,5.75390625
1996-07-22,5.650129795074463
1996-07-23,5.081241130828857
1996-07-24,4.8149261474609375
1996-07-25,4.781167507171631
1996-07-26,4.677392482757568
1996-07-29,4.649885177612305
1996-07-30,4.59362268447876
1996-07-31,4.823678970336914
1996-08-01,4.7636637687683105
1996-08-02,4.719903945922852
1996-08-05,4.706150054931641
1996-08-06,4.676143646240234
1996-08-07,4.907448768615723
1996-08-08,4.776166915893555
1996-08-09,4.779918670654297
1996-08-12,4.71740198135376
1996-08-13,4.669890403747559
1996-08-14,4.672391891479492
1996-08-15,4.672391891479492
1996-08-16,4.681143283843994
1996-08-19,4.537358283996582
1996-08-20,4.543609142303467
1996-08-21,4.736156940460205
1996-08-22,4.723654747009277
1996-08-23,4.752410888671875
1996-08-26,4.7086501121521
1996-08-27,4.713653087615967
1996-08-28,4.877442359924316
1996-08-29,4.886192321777344
1996-08-30,4.893695831298828
1996-09-02,4.943708896636963
1996-09-03,4.846184253692627
1996-09-04,4.8574371337890625
1996-09-05,4.903698444366455
1996-09-06,4.861186981201172
1996-09-09,4.729904651641846
1996-09-10,4.642383575439453
1996-09-11,4.606125354766846
1996-09-12,4.559864044189453
1996-09-13,4.4885969161987305
1996-09-16,4.316053867340088
1996-09-17,4.377319812774658
1996-09-18,4.589870452880859
1996-09-19,4.3910722732543945
1996-09-20,4.368566513061523
1996-09-23,4.268542766571045
1996-09-24,4.32730770111084
1996-09-25,4.32730770111084
1996-09-26,4.268542766571045
1996-09-27,4.214779853820801
1996-09-30,4.292297840118408
1996-10-01,4.263542652130127
1996-10-02,4.263542652130127
1996-10-03,4.304802417755127
1996-10-04,4.264792442321777
