Date,SOUTHBANK
1998-12-14,0.8153755068778992
1998-12-15,0.7504964470863342
1998-12-16,0.6908774375915527
1998-12-17,0.6400260329246521
1998-12-18,0.6838636994361877
1998-12-21,0.6908774375915527
1998-12-22,0.6856167316436768
1998-12-23,0.6943844556808472
1998-12-24,0.6698352098464966
1998-12-25,0.6698352098464966
1998-12-28,0.6698352098464966
1998-12-29,0.6575610637664795
1998-12-30,0.7136728763580322
1998-12-31,0.6926308274269104
1999-01-01,0.6908774375915527
1999-01-04,0.6838636994361877
1999-01-05,0.7259473204612732
1999-01-06,0.7347149848937988
1999-01-07,0.7154265642166138
1999-01-08,0.7434822916984558
1999-01-11,0.7347149848937988
1999-01-12,0.7277008295059204
1999-01-13,0.7259473204612732
1999-01-14,0.7049051523208618
1999-01-15,0.7049051523208618
1999-01-18,0.6786030530929565
1999-01-19,0.6487933397293091
1999-01-20,0.6487933397293091
1999-01-21,0.6610680818557739
1999-01-22,0.6786030530929565
1999-01-25,0.6312583088874817
1999-01-26,0.6312583088874817
1999-01-27,0.6435331702232361
1999-01-28,0.6382726430892944
1999-01-29,0.6487933397293091
1999-02-01,0.6487933397293091
1999-02-02,0.620737612247467
1999-02-03,0.5926814079284668
1999-02-04,0.5891746282577515
1999-02-05,0.5926814079284668
1999-02-08,0.5646257400512695
1999-02-09,0.5698863863945007
1999-02-10,0.5786535739898682
1999-02-11,0.5786535739898682
1999-02-12,0.5786535739898682
1999-02-15,0.5611186027526855
1999-02-16,0.5435836315155029
1999-02-17,0.5523514151573181
1999-02-18,0.5611186027526855
1999-02-19,0.5611186027526855
1999-02-22,0.5470907092094421
1999-02-23,0.5260487198829651
1999-02-24,0.5523514151573181
1999-02-25,0.5751463770866394
1999-02-26,0.5646257400512695
1999-03-01,0.6049560904502869
1999-03-02,0.6049560904502869
1999-03-03,0.7452357411384583
1999-03-04,0.7031516432762146
1999-03-05,0.7189334630966187
1999-03-08,0.6926308274269104
1999-03-09,0.6417796611785889
1999-03-10,0.6487933397293091
1999-03-11,0.6224912405014038
1999-03-12,0.6470403075218201
1999-03-15,0.6347655653953552
1999-03-16,0.6154769659042358
1999-03-17,0.6312583088874817
1999-03-18,0.6224912405014038
