Date,DHANUKA
2011-06-29,74.92021179199219
2011-06-30,74.54161834716797
2011-07-01,74.87813568115234
2011-07-04,74.87813568115234
2011-07-05,74.62574005126953
2011-07-06,78.36966705322266
2011-07-07,77.3179931640625
2011-07-08,76.51872253417969
2011-07-11,75.34085845947266
2011-07-12,75.59326171875
2011-07-13,79.42131042480469
2011-07-14,78.70619201660156
2011-07-15,80.72538757324219
2011-07-18,82.4921646118164
2011-07-19,86.65673828125
2011-07-20,89.89585876464844
2011-07-21,87.75241088867188
2011-07-22,93.15386199951172
2011-07-25,92.42510223388672
2011-07-26,89.4671630859375
2011-07-27,95.51165771484375
2011-07-28,93.96835327148438
2011-07-29,90.75321960449219
2011-08-01,94.31132507324219
2011-08-02,94.43993377685547
2011-08-03,94.48279571533203
2011-08-04,94.2255859375
2011-08-05,90.28166961669922
2011-08-08,88.69548034667969
2011-08-09,86.08051300048828
2011-08-10,92.0392837524414
2011-08-11,89.81009674072266
2011-08-12,88.56690216064453
2011-08-16,86.29486083984375
2011-08-17,86.03764343261719
2011-08-18,84.49437713623047
2011-08-19,82.30806732177734
2011-08-22,84.58010864257812
2011-08-23,85.951904296875
2011-08-24,86.08051300048828
2011-08-25,84.79446411132812
2011-08-26,83.97994995117188
2011-08-29,87.62380981445312
2011-08-30,89.51001739501953
2011-09-02,88.2668228149414
2011-09-05,87.88101196289062
2011-09-06,87.49517822265625
2011-09-07,88.18108367919922
2011-09-08,87.838134765625
2011-09-09,87.10935974121094
2011-09-12,84.83733367919922
2011-09-13,86.25198364257812
2011-09-14,87.23797607421875
2011-09-15,87.02362060546875
2011-09-16,86.80928802490234
2011-09-19,87.36659240722656
2011-09-20,88.48116302490234
2011-09-21,88.05248260498047
2011-09-22,85.9090347290039
2011-09-23,87.36659240722656
2011-09-26,86.08051300048828
2011-09-27,86.59495544433594
2011-09-28,87.45232391357422
2011-09-29,87.36659240722656
2011-09-30,86.08051300048828
2011-10-03,85.78045654296875
2011-10-04,85.43749237060547
2011-10-05,84.7515869140625
2011-10-07,85.99478149414062
2011-10-10,86.2091293334961
2011-10-11,86.6806640625
2011-10-12,87.32372283935547
2011-10-13,86.89501953125
2011-10-14,87.15223693847656
2011-10-17,86.6806640625
2011-10-18,85.82331085205078
2011-10-19,85.99478149414062
2011-10-20,86.50919342041016
2011-10-21,86.38059997558594
2011-10-24,85.82331085205078
2011-10-25,86.25198364257812
2011-10-28,87.838134765625
2011-10-31,86.72355651855469
2011-11-01,86.76643371582031
2011-11-02,86.6806640625
2011-11-03,86.98077392578125
2011-11-04,86.85215759277344
2011-11-08,93.3253402709961
2011-11-09,91.09616088867188
2011-11-11,90.49600219726562
2011-11-14,88.56690216064453
2011-11-15,87.92388916015625
2011-11-16,87.36659240722656
2011-11-17,85.4803466796875
2011-11-18,87.10935974121094
2011-11-21,87.40946197509766
2011-11-22,87.79528045654297
2011-11-23,85.00879669189453
2011-11-24,83.89421844482422
2011-11-25,86.89501953125
2011-11-28,85.60897827148438
2011-11-29,85.05165100097656
2011-11-30,85.18025970458984
2011-12-01,85.65182495117188
2011-12-02,88.13822937011719
2011-12-05,84.53724670410156
2011-12-07,84.10858154296875
2011-12-08,83.42264556884766
2011-12-09,83.25118255615234
2011-12-12,81.53642272949219
2011-12-13,83.12256622314453
2011-12-14,82.09375
2011-12-15,82.05084991455078
2011-12-16,81.49356842041016
2011-12-19,81.0219955444336
2011-12-20,80.4647216796875
2011-12-21,81.53642272949219
2011-12-22,78.83570098876953
2011-12-23,78.79283142089844
2011-12-26,78.27840423583984
2011-12-27,78.27840423583984
2011-12-28,78.87857055664062
2011-12-29,77.72109985351562
2011-12-30,79.35013580322266
2012-01-02,78.49275970458984
2012-01-03,77.84971618652344
2012-01-04,77.33528137207031
2012-01-05,76.2635726928711
2012-01-06,75.44905090332031
2012-01-09,76.94947814941406
2012-01-10,76.86373901367188
2012-01-11,74.54879760742188
2012-01-12,75.44905090332031
2012-01-13,74.1201171875
2012-01-16,75.87774658203125
2012-01-17,76.30644226074219
2012-01-18,75.0203628540039
2012-01-19,75.27758026123047
2012-01-20,71.41939544677734
2012-01-23,75.06324005126953
2012-01-24,75.96348571777344
2012-01-25,76.6493911743164
2012-01-27,76.1778335571289
2012-01-30,75.0203628540039
2012-01-31,75.40617370605469
2012-02-01,74.42020416259766
2012-02-02,72.61972045898438
2012-02-03,73.30561065673828
2012-02-06,73.64859008789062
2012-02-07,74.1629867553711
2012-02-08,74.67744445800781
2012-02-09,73.8629379272461
2012-02-10,72.53398132324219
2012-02-13,72.40535736083984
2012-02-14,72.53398132324219
2012-02-15,74.50595092773438
2012-02-16,75.40617370605469
2012-02-17,74.63456726074219
2012-02-21,73.34850311279297
2012-02-22,72.53398132324219
2012-02-23,72.57685852050781
2012-02-24,71.80521392822266
2012-02-27,71.505126953125
2012-02-28,71.59088134765625
2012-02-29,71.71946716308594
2012-03-01,71.16219329833984
2012-03-02,71.2050552368164
2012-03-05,71.71946716308594
2012-03-06,70.73348236083984
2012-03-07,70.34767150878906
2012-03-09,70.77635955810547
2012-03-12,70.39054870605469
2012-03-13,71.63375091552734
2012-03-14,70.8192367553711
2012-03-15,70.30480194091797
2012-03-16,70.8192367553711
2012-03-19,70.30480194091797
2012-03-20,70.43340301513672
2012-03-21,71.2050552368164
2012-03-22,69.61890411376953
2012-03-23,70.0475845336914
2012-03-26,69.6617660522461
2012-03-27,70.26193237304688
2012-03-28,70.73348236083984
2012-03-29,70.0047378540039
2012-03-30,71.2050552368164
2012-04-02,71.80521392822266
2012-04-03,72.66259765625
2012-04-04,72.06241607666016
2012-04-09,71.67660522460938
2012-04-10,72.06241607666016
2012-04-11,70.43340301513672
2012-04-12,70.17619323730469
2012-04-13,69.70465087890625
2012-04-16,72.01956176757812
2012-04-17,73.47709655761719
2012-04-18,73.34850311279297
2012-04-19,73.51995849609375
2012-04-20,73.73430633544922
2012-04-23,73.13414764404297
2012-04-24,71.84809875488281
2012-04-25,71.71946716308594
2012-04-26,71.89096069335938
2012-04-27,72.40535736083984
2012-04-30,72.83406066894531
2012-05-02,73.82006072998047
2012-05-03,74.63456726074219
2012-05-04,74.5916976928711
2012-05-07,76.13495635986328
2012-05-08,77.2066879272461
2012-05-09,77.2066879272461
2012-05-10,77.16380310058594
2012-05-11,77.16380310058594
2012-05-14,77.16380310058594
2012-05-15,77.16380310058594
2012-05-16,77.16380310058594
2012-05-17,77.93543243408203
2012-05-18,77.33528137207031
2012-05-21,78.27840423583984
2012-05-22,78.83570098876953
2012-05-23,77.29241943359375
2012-05-24,77.33528137207031
2012-05-25,79.6073226928711
2012-05-28,82.65101623535156
2012-05-29,83.5941390991211
2012-05-30,81.49356842041016
2012-05-31,81.49356842041016
2012-06-01,83.7656021118164
2012-06-04,82.22232818603516
2012-06-05,82.30806732177734
2012-06-06,82.35094451904297
2012-06-07,82.99398040771484
2012-06-08,82.35094451904297
2012-06-11,82.35094451904297
2012-06-12,83.42264556884766
2012-06-13,83.20831298828125
2012-06-14,82.30806732177734
2012-06-15,83.3797836303711
2012-06-18,83.16544342041016
2012-06-19,82.77962493896484
2012-06-20,83.12256622314453
2012-06-21,83.85134887695312
2012-06-22,82.35094451904297
2012-06-25,84.2800521850586
2012-06-26,85.82331085205078
2012-06-27,82.9082260131836
2012-06-28,82.30806732177734
2012-06-29,83.7227554321289
2012-07-02,82.30806732177734
2012-07-03,82.30806732177734
2012-07-04,82.95109558105469
2012-07-05,83.07971954345703
2012-07-06,83.25118255615234
2012-07-09,82.35094451904297
2012-07-10,82.73676300048828
2012-07-11,83.7656021118164
2012-07-12,83.3797836303711
2012-07-13,82.77962493896484
2012-07-16,83.80845642089844
2012-07-17,83.85134887695312
2012-07-18,83.16544342041016
2012-07-19,84.2371597290039
2012-07-20,83.33690643310547
2012-07-23,83.33690643310547
2012-07-24,83.67986297607422
2012-07-25,82.35094451904297
2012-07-26,81.70790100097656
2012-07-27,82.30806732177734
2012-07-30,79.47872924804688
2012-07-31,79.43585968017578
2012-08-01,81.96511840820312
2012-08-02,81.0219955444336
2012-08-03,81.6221694946289
2012-08-06,83.28972625732422
2012-08-07,81.53440856933594
2012-08-08,81.53440856933594
2012-08-09,82.06099700927734
2012-08-10,82.06099700927734
2012-08-13,82.41205596923828
2012-08-14,83.28972625732422
2012-08-16,83.0703125
2012-08-17,82.1487808227539
2012-08-21,82.19263458251953
2012-08-22,83.0703125
2012-08-23,81.9293441772461
2012-08-24,80.74452209472656
2012-08-27,81.62217712402344
2012-08-28,79.73519897460938
2012-08-29,79.47193145751953
2012-08-30,81.62217712402344
2012-08-31,78.98918914794922
2012-09-03,78.98918914794922
2012-09-04,78.98918914794922
2012-09-05,79.69132995605469
2012-09-06,79.6474380493164
2012-09-07,80.96392059326172
2012-09-10,81.40274810791016
2012-09-11,82.06099700927734
2012-09-12,82.28040313720703
2012-09-13,81.66606140136719
2012-09-14,83.2458267211914
2012-09-17,84.82561492919922
2012-09-18,89.3455581665039
2012-09-20,88.16072082519531
2012-09-21,88.0290756225586
2012-09-24,87.76576232910156
2012-09-25,87.37081909179688
2012-09-26,88.07295227050781
2012-09-27,86.27375793457031
2012-09-28,86.36151123046875
2012-10-01,85.35222625732422
2012-10-03,90.31098175048828
2012-10-04,93.64607238769531
2012-10-05,90.79365539550781
2012-10-08,92.32959747314453
2012-10-09,91.45191192626953
2012-10-10,91.7152328491211
2012-10-11,93.82162475585938
2012-10-12,95.97186279296875
2012-10-15,99.17533874511719
2012-10-16,101.93994140625
2012-10-17,105.71387481689453
2012-10-18,114.70986938476562
2012-10-19,113.74445343017578
2012-10-22,112.4279556274414
2012-10-23,109.70722198486328
2012-10-25,112.03300476074219
2012-10-29,105.01173400878906
2012-10-30,101.06229400634766
2012-10-31,103.34419250488281
2012-11-01,109.53166198730469
2012-11-02,106.45987701416016
2012-11-05,103.47583770751953
2012-11-06,107.51306915283203
2012-11-07,110.80429077148438
2012-11-08,116.99177551269531
2012-11-09,115.76304626464844
2012-11-12,116.0263442993164
2012-11-15,118.65931701660156
2012-11-16,113.39336395263672
2012-11-19,113.7883071899414
2012-11-20,112.4279556274414
2012-11-21,111.94525146484375
2012-11-22,111.33087921142578
2012-11-23,113.26172637939453
2012-11-26,111.11146545410156
2012-11-27,109.70722198486328
2012-11-29,113.61278533935547
2012-11-30,110.9359359741211
2012-12-03,113.30561828613281
2012-12-04,113.08621215820312
2012-12-05,113.39336395263672
2012-12-06,117.21119689941406
2012-12-07,115.89469909667969
2012-12-10,115.14868927001953
2012-12-11,116.37740325927734
2012-12-12,116.07026672363281
2012-12-13,113.26172637939453
2012-12-14,113.13008117675781
2012-12-17,112.12075805664062
2012-12-18,116.07026672363281
2012-12-19,112.91065979003906
2012-12-20,112.60346984863281
2012-12-21,112.55961608886719
2012-12-24,111.76970672607422
2012-12-26,112.95455932617188
2012-12-27,112.69122314453125
2012-12-28,112.9984359741211
2012-12-31,112.25243377685547
2013-01-01,111.50640869140625
2013-01-02,112.07689666748047
2013-01-03,112.91065979003906
2013-01-04,112.82291412353516
2013-01-07,112.91065979003906
2013-01-08,112.20854187011719
2013-01-09,111.59417724609375
2013-01-10,110.54097747802734
2013-01-11,110.40936279296875
2013-01-14,111.15535736083984
2013-01-15,110.62875366210938
2013-01-16,109.79496765136719
2013-01-17,110.71651458740234
2013-01-18,110.01438903808594
2013-01-21,110.76039123535156
2013-01-22,110.27769470214844
2013-01-23,110.05828094482422
2013-01-24,108.39073181152344
2013-01-25,108.91731262207031
2013-01-28,108.0396728515625
2013-01-29,109.4000473022461
2013-01-30,110.62875366210938
2013-01-31,110.14603424072266
2013-02-01,109.663330078125
2013-02-04,109.35614013671875
2013-02-05,107.82025146484375
2013-02-06,109.18062591552734
2013-02-07,109.31227111816406
2013-02-08,107.24976348876953
2013-02-11,108.91731262207031
2013-02-12,110.3654556274414
2013-02-13,111.02369689941406
2013-02-14,108.61012268066406
2013-02-15,110.1648941040039
2013-02-18,110.6091079711914
2013-02-19,111.40868377685547
2013-02-20,111.89730834960938
2013-02-21,111.00889587402344
2013-02-22,110.564697265625
2013-02-25,112.25270080566406
2013-02-26,108.8322525024414
2013-02-27,110.69793701171875
2013-02-28,108.92107391357422
2013-03-01,108.8766860961914
2013-03-04,104.92317962646484
2013-03-05,107.05538177490234
2013-03-06,107.41077423095703
2013-03-07,106.61117553710938
2013-03-08,107.23306274414062
2013-03-11,107.94381713867188
2013-03-12,107.98824310302734
2013-03-13,107.4551773071289
2013-03-14,107.2774887084961
2013-03-15,106.21138763427734
2013-03-18,108.29918670654297
2013-03-19,105.58946990966797
2013-03-20,104.52337646484375
2013-03-21,104.87875366210938
2013-03-22,105.63392639160156
2013-03-25,106.16697692871094
2013-03-26,105.76718139648438
2013-03-28,105.72274780273438
2013-04-01,105.94487762451172
2013-04-02,105.45622253417969
2013-04-03,106.8777084350586
2013-04-04,105.45622253417969
2013-04-05,104.2568588256836
2013-04-08,105.41179656982422
2013-04-09,104.78990173339844
2013-04-10,105.54505920410156
2013-04-11,104.56779479980469
2013-04-12,105.27852630615234
2013-04-15,104.8343276977539
2013-04-16,103.72378540039062
2013-04-17,103.0130615234375
2013-04-18,104.2568588256836
2013-04-22,104.70106506347656
2013-04-23,105.98928833007812
2013-04-25,105.81159210205078
2013-04-26,105.72274780273438
2013-04-29,106.07813262939453
2013-04-30,106.25579833984375
2013-05-02,107.32191467285156
2013-05-03,105.90044403076172
2013-05-06,106.38906860351562
2013-05-07,106.38906860351562
2013-05-08,106.78885650634766
2013-05-09,112.38594818115234
2013-05-10,111.09772491455078
2013-05-13,110.1648941040039
2013-05-14,110.20931243896484
2013-05-15,114.60700988769531
2013-05-16,112.56363677978516
2013-05-17,113.45206451416016
2013-05-20,114.60700988769531
2013-05-21,110.03162384033203
2013-05-22,113.05226135253906
2013-05-23,111.05331420898438
2013-05-24,114.91798400878906
2013-05-27,113.985107421875
2013-05-28,114.60700988769531
2013-05-29,113.89629364013672
2013-05-30,115.18447875976562
2013-05-31,113.49647521972656
2013-06-03,115.22891235351562
2013-06-04,116.65039825439453
2013-06-05,115.7619857788086
2013-06-06,116.69480895996094
2013-06-07,117.5832290649414
2013-06-10,120.02643585205078
2013-06-11,119.6710433959961
2013-06-12,116.69480895996094
2013-06-13,114.69586944580078
2013-06-14,116.78366088867188
2013-06-17,121.00370025634766
2013-06-18,122.51402282714844
2013-06-19,122.73611450195312
2013-06-20,118.07189178466797
2013-06-21,120.6483154296875
2013-06-24,117.93860626220703
2013-06-25,115.98409271240234
2013-06-26,116.8281021118164
2013-06-27,114.34049987792969
2013-06-28,117.2278823852539
2013-07-01,117.71653747558594
2013-07-02,116.69480895996094
2013-07-03,116.33941650390625
2013-07-04,118.16072082519531
2013-07-05,119.4489517211914
2013-07-08,117.98303985595703
2013-07-09,120.42622375488281
2013-07-10,122.33634185791016
2013-07-11,134.5077667236328
2013-07-12,137.92816162109375
2013-07-15,137.75057983398438
2013-07-16,129.75473022460938
2013-07-17,129.66583251953125
2013-07-18,133.3972625732422
2013-07-19,130.1988983154297
2013-07-22,131.30941772460938
2013-07-23,132.2866973876953
2013-07-24,129.75473022460938
2013-07-25,129.48814392089844
2013-07-26,126.28981018066406
2013-07-29,124.77951049804688
2013-07-30,123.3580551147461
2013-07-31,120.33738708496094
2013-08-01,119.98202514648438
2013-08-02,118.7826156616211
2013-08-05,119.98202514648438
2013-08-06,119.66801452636719
2013-08-07,124.1533432006836
2013-08-08,125.00553131103516
2013-08-12,125.40921783447266
2013-08-13,128.9077606201172
2013-08-14,126.66510009765625
2013-08-16,126.48570251464844
2013-08-19,125.2746810913086
2013-08-20,125.49893188476562
2013-08-21,122.53863525390625
2013-08-22,121.6415786743164
2013-08-23,124.19819641113281
2013-08-26,125.58860778808594
2013-08-27,120.11654663085938
2013-08-28,120.3408203125
2013-08-29,122.80774688720703
2013-08-30,120.3408203125
2013-09-02,122.17980194091797
2013-09-03,120.11654663085938
2013-09-04,122.44892120361328
2013-09-05,123.79450225830078
2013-09-06,122.8974609375
2013-09-10,122.71804809570312
2013-09-11,123.79450225830078
2013-09-12,121.95552825927734
2013-09-13,122.53863525390625
2013-09-16,121.50701904296875
2013-09-17,121.01361846923828
2013-09-18,121.7761459350586
2013-09-19,121.91070556640625
2013-09-20,122.67317962646484
2013-09-23,122.67317962646484
2013-09-24,122.17980194091797
