Date,KNRCON
2008-02-18,13.652430534362793
2008-02-19,13.414094924926758
2008-02-20,13.418594360351562
2008-02-21,13.211737632751465
2008-02-22,12.384319305419922
2008-02-25,12.141490936279297
2008-02-26,12.312368392944336
2008-02-27,12.101017951965332
2008-02-28,12.860984802246094
2008-02-29,13.126296043395996
2008-03-03,12.101017951965332
2008-03-04,11.651334762573242
2008-03-05,11.615357398986816
2008-03-07,10.063945770263672
2008-03-10,9.605268478393555
2008-03-11,10.158377647399902
2008-03-12,9.803128242492676
2008-03-13,9.133097648620605
2008-03-14,9.416399002075195
2008-03-17,8.858790397644043
2008-03-18,8.323662757873535
2008-03-19,8.2382230758667
2008-03-24,6.6643266677856445
2008-03-25,6.646341323852539
2008-03-26,6.857693672180176
2008-03-27,7.09152889251709
2008-03-28,7.401811599731445
2008-03-31,7.608666896820068
2008-04-01,8.33715534210205
2008-04-02,8.391119003295898
2008-04-03,8.035866737365723
2008-04-04,8.305676460266113
2008-04-07,8.301179885864258
2008-04-08,8.076338768005371
2008-04-09,8.386619567871094
2008-04-10,8.197752952575684
2008-04-11,8.175268173217773
2008-04-15,8.287691116333008
2008-04-16,8.346148490905762
2008-04-17,8.323662757873535
2008-04-21,8.854291915893555
2008-04-22,9.677215576171875
2008-04-23,10.099920272827148
2008-04-24,9.98749828338623
2008-04-25,9.771648406982422
2008-04-28,9.303976058959961
2008-04-29,9.447876930236816
2008-04-30,9.200549125671387
2008-05-02,11.012779235839844
2008-05-05,11.089224815368652
2008-05-06,11.09821891784668
2008-05-07,10.540609359741211
2008-05-08,10.648536682128906
2008-05-09,10.041460037231445
2008-05-12,9.573789596557617
2008-05-13,9.821115493774414
2008-05-14,9.960516929626465
2008-05-15,10.041460037231445
2008-05-16,10.221332550048828
2008-05-20,10.180864334106445
2008-05-21,10.257309913635254
2008-05-22,10.081933975219727
2008-05-23,10.099920272827148
2008-05-26,9.708693504333496
2008-05-27,9.51533031463623
2008-05-28,9.398411750793457
2008-05-29,9.281492233276367
2008-05-30,9.20954418182373
2008-06-02,8.683412551879883
2008-06-03,8.386619567871094
2008-06-04,7.878475666046143
2008-06-05,8.107815742492676
2008-06-06,8.139294624328613
2008-06-09,7.703099250793457
2008-06-10,7.703099250793457
2008-06-11,7.748068809509277
2008-06-12,7.829011917114258
2008-06-13,7.9099555015563965
2008-06-16,7.959420204162598
2008-06-17,8.035866737365723
2008-06-18,8.076338768005371
2008-06-19,7.748068809509277
2008-06-20,7.262409687042236
2008-06-23,7.325364589691162
2008-06-24,7.1949567794799805
2008-06-25,7.19045877456665
2008-06-26,6.997095584869385
2008-06-27,6.592377662658691
2008-06-30,6.13819694519043
2008-07-01,5.625555992126465
2008-07-02,4.744175910949707
2008-07-03,4.613766670227051
2008-07-04,5.09942626953125
2008-07-07,5.189361572265625
2008-07-08,4.9150543212890625
2008-07-09,4.816123962402344
2008-07-10,4.978010654449463
2008-07-11,5.018481254577637
2008-07-14,4.843104362487793
2008-07-15,4.501344203948975
2008-07-16,4.4428863525390625
2008-07-17,4.568796634674072
2008-07-18,4.676721096038818
2008-07-21,4.694709300994873
2008-07-22,4.820620059967041
2008-07-23,5.517632484436035
2008-07-24,5.63455057144165
2008-07-25,5.4007134437561035
2008-07-28,5.589581489562988
2008-07-29,5.364738941192627
2008-07-30,5.499646186828613
2008-07-31,5.540115833282471
2008-08-01,5.760462284088135
2008-08-04,6.111215114593506
2008-08-05,6.417001247406006
2008-08-06,6.205649375915527
2008-08-07,6.02577543258667
2008-08-08,5.845902442932129
2008-08-11,6.021279335021973
2008-08-12,5.994297504425049
2008-08-13,5.985304832458496
2008-08-14,5.782946586608887
2008-08-18,6.02577543258667
2008-08-19,6.201152801513672
2008-08-20,6.466465950012207
2008-08-21,6.277599334716797
2008-08-22,6.210147380828857
2008-08-25,7.1185102462768555
2008-08-26,7.455771446228027
2008-08-27,6.848698616027832
2008-08-28,6.470963478088379
2008-08-29,6.502440929412842
2008-09-01,6.345051288604736
2008-09-02,6.65083646774292
2008-09-04,6.619359016418457
2008-09-05,6.417001247406006
2008-09-08,6.412505626678467
2008-09-09,6.264108657836914
2008-09-10,6.070745468139648
2008-09-11,5.913354873657227
2008-09-12,5.760462284088135
2008-09-15,5.211847305297852
2008-09-16,5.1129150390625
2008-09-17,5.103921890258789
2008-09-18,4.946532726287842
2008-09-19,5.180368423461914
2008-09-22,5.031972885131836
2008-09-23,5.274643421173096
2008-09-24,5.425739288330078
2008-09-25,5.489840507507324
2008-09-26,4.97244930267334
2008-09-29,4.871718883514404
2008-09-30,4.931241512298584
2008-10-01,4.899190425872803
2008-10-03,4.693150520324707
2008-10-06,4.409270763397217
2008-10-07,4.198652744293213
2008-10-08,3.585108757019043
2008-10-10,3.4340121746063232
2008-10-13,4.093341827392578
2008-10-14,4.088763236999512
2008-10-15,3.7728350162506104
2008-10-16,3.649209976196289
2008-10-17,3.502692461013794
2008-10-20,3.452327013015747
2008-10-21,3.617159366607666
2008-10-22,3.461483955383301
2008-10-23,3.264601469039917
2008-10-24,3.049402952194214
2008-10-27,2.7563672065734863
2008-10-29,3.136397361755371
2008-10-31,2.8937277793884277
2008-11-03,2.9944586753845215
2008-11-04,3.195920944213867
2008-11-05,3.2417073249816895
2008-11-06,3.136397361755371
2008-11-07,3.131819248199463
2008-11-10,3.03108811378479
2008-11-11,2.857097864151001
2008-11-12,2.879991292953491
2008-11-14,2.7563672065734863
2008-11-17,2.609848737716675
2008-11-18,2.6006920337677
2008-11-19,2.6281638145446777
2008-11-20,2.289341449737549
2008-11-21,2.3580219745635986
2008-11-24,2.426701784133911
2008-11-25,2.229818820953369
2008-11-26,2.1016156673431396
2008-11-27,2.1016156673431396
2008-11-28,1.9322035312652588
2008-12-01,2.2984988689422607
2008-12-02,2.1107730865478516
2008-12-03,2.0833005905151367
2008-12-04,2.0329349040985107
2008-12-05,2.1290876865386963
2008-12-08,2.385493755340576
2008-12-10,2.3992297649383545
2008-12-11,2.454174280166626
2008-12-12,2.4495952129364014
2008-12-15,2.7197372913360596
2008-12-16,2.8525190353393555
2008-12-17,2.8891491889953613
2008-12-18,3.090610980987549
2008-12-19,3.063138723373413
2008-12-22,3.1272401809692383
2008-12-23,3.072295665740967
2008-12-24,3.1180827617645264
2008-12-26,3.4294333457946777
2008-12-29,3.768256187438965
2008-12-30,3.658367395401001
2008-12-31,3.7041544914245605
2009-01-02,3.8964595794677734
2009-01-05,4.290225982666016
2009-01-06,4.583260536193848
2009-01-07,4.35432767868042
2009-01-09,4.139129161834717
2009-01-12,3.933088779449463
2009-01-13,3.7362048625946045
2009-01-14,3.5805301666259766
2009-01-15,3.7041544914245605
2009-01-16,3.5210072994232178
2009-01-19,3.525585889816284
2009-01-20,3.617159366607666
2009-01-21,3.502692461013794
2009-01-22,3.328702688217163
2009-01-23,3.1684484481811523
2009-01-27,3.012773275375366
2009-01-28,2.8616769313812256
2009-01-29,2.7197372913360596
2009-01-30,2.7563672065734863
2009-02-02,2.898306369781494
2009-02-03,2.9395148754119873
2009-02-04,2.9761440753936768
2009-02-05,2.957829236984253
2009-02-06,2.989879846572876
2009-02-09,3.0997676849365234
2009-02-10,3.1684484481811523
2009-02-11,3.237128973007202
2009-02-12,3.337860107421875
2009-02-13,3.4569056034088135
2009-02-16,3.543900728225708
2009-02-17,3.461483955383301
2009-02-18,3.310387372970581
