Date,SHOPERSTOP
2006-03-23,270.26995849609375
2006-03-24,266.5247802734375
2006-03-27,261.9525451660156
2006-03-28,254.7379608154297
2006-03-29,252.83094787597656
2006-03-30,252.8538818359375
2006-03-31,251.4064483642578
2006-04-03,248.7411651611328
2006-04-04,254.25543212890625
2006-04-05,258.1844482421875
2006-04-07,264.80157470703125
2006-04-10,278.4264831542969
2006-04-12,275.23284912109375
2006-04-13,269.46575927734375
2006-04-17,265.2840881347656
2006-04-18,268.6846008300781
2006-04-19,273.463623046875
2006-04-20,269.5576477050781
2006-04-21,264.93939208984375
2006-04-24,266.3869323730469
2006-04-25,267.466796875
2006-04-26,265.7895812988281
2006-04-27,261.9065246582031
2006-04-28,257.33428955078125
2006-05-02,261.5849304199219
2006-05-03,259.79278564453125
2006-05-04,263.1242980957031
2006-05-05,266.59375
2006-05-08,268.1331481933594
2006-05-09,262.5958251953125
2006-05-10,289.3632507324219
2006-05-11,289.638916015625
2006-05-12,300.9662170410156
2006-05-15,292.556884765625
2006-05-16,296.2790832519531
2006-05-17,311.42047119140625
2006-05-18,295.5438537597656
2006-05-19,299.380859375
2006-05-22,274.93414306640625
2006-05-23,283.41241455078125
2006-05-24,283.02178955078125
2006-05-25,282.6771240234375
2006-05-26,285.36529541015625
2006-05-29,282.60821533203125
2006-05-30,277.6912841796875
2006-05-31,280.5633239746094
2006-06-01,274.88818359375
2006-06-02,273.2109069824219
2006-06-05,257.97760009765625
2006-06-06,248.64923095703125
2006-06-07,226.38525390625
2006-06-08,187.8769989013672
2006-06-09,203.8455047607422
2006-06-12,197.25135803222656
2006-06-13,189.3245391845703
2006-06-14,187.2566375732422
2006-06-15,187.80807495117188
2006-06-16,201.295166015625
2006-06-19,202.51287841796875
2006-06-20,203.2481231689453
2006-06-21,214.29969787597656
2006-06-22,225.7418975830078
2006-06-23,227.2353515625
2006-06-26,230.79669189453125
2006-06-27,232.03741455078125
2006-06-28,229.69381713867188
2006-06-29,230.03848266601562
2006-06-30,227.4881134033203
2006-07-03,226.59202575683594
2006-07-04,225.19046020507812
2006-07-05,230.26824951171875
2006-07-06,229.716796875
2006-07-07,228.47608947753906
2006-07-10,227.53407287597656
2006-07-11,226.56906127929688
2006-07-12,224.91477966308594
2006-07-13,229.5559844970703
2006-07-14,229.23431396484375
2006-07-17,228.98153686523438
2006-07-18,230.01551818847656
2006-07-19,230.337158203125
2006-07-20,229.76275634765625
2006-07-21,212.87518310546875
2006-07-24,208.37185668945312
2006-07-25,215.99996948242188
2006-07-26,213.58746337890625
2006-07-27,215.2417449951172
2006-07-28,213.10496520996094
2006-07-31,210.3248291015625
2006-08-01,213.12794494628906
2006-08-02,209.79640197753906
2006-08-03,207.86636352539062
2006-08-04,207.4757537841797
2006-08-07,208.99220275878906
2006-08-08,210.04910278320312
2006-08-09,213.771240234375
2006-08-10,212.4386749267578
2006-08-11,215.54046630859375
2006-08-14,217.79209899902344
2006-08-16,223.6280975341797
2006-08-17,217.97592163085938
2006-08-18,219.21664428710938
2006-08-21,216.643310546875
2006-08-22,216.1837921142578
2006-08-23,213.74827575683594
2006-08-24,223.16856384277344
2006-08-25,221.215576171875
2006-08-28,222.57118225097656
2006-08-29,226.7299346923828
2006-08-30,222.80096435546875
2006-08-31,221.46832275390625
2006-09-01,219.58424377441406
2006-09-04,222.64012145996094
2006-09-05,223.09963989257812
2006-09-06,227.00563049316406
2006-09-07,231.5089569091797
2006-09-08,242.12400817871094
2006-09-11,235.53402709960938
2006-09-12,238.87509155273438
2006-09-13,243.27609252929688
2006-09-14,260.9261779785156
2006-09-15,260.6726989746094
2006-09-18,267.0092468261719
2006-09-19,260.9261779785156
2006-09-20,259.5897216796875
2006-09-21,268.6221618652344
2006-09-22,268.71429443359375
2006-09-25,264.4976806640625
2006-09-26,254.01361083984375
2006-09-27,255.188720703125
2006-09-28,256.4790954589844
2006-09-29,267.0783996582031
2006-10-03,263.806396484375
2006-10-04,262.7464294433594
2006-10-05,273.5531921386719
2006-10-06,279.29052734375
2006-10-09,273.6913146972656
2006-10-10,278.6684265136719
2006-10-11,276.4794006347656
2006-10-12,276.7789611816406
2006-10-13,276.4794006347656
2006-10-16,276.5255126953125
2006-10-17,277.7237243652344
2006-10-18,276.54852294921875
2006-10-19,269.1751708984375
2006-10-20,271.341064453125
2006-10-23,277.4702453613281
2006-10-26,272.8157958984375
2006-10-27,273.9678649902344
2006-10-30,284.9127502441406
2006-10-31,286.61785888671875
2006-11-01,296.5028381347656
2006-11-02,300.9268493652344
2006-11-03,298.2540588378906
2006-11-06,299.56744384765625
2006-11-07,303.34625244140625
2006-11-08,313.36944580078125
2006-11-09,327.65545654296875
2006-11-10,319.3143005371094
2006-11-13,315.8349609375
2006-11-14,313.30035400390625
2006-11-15,294.4290771484375
2006-11-16,309.9362487792969
2006-11-17,304.0374755859375
2006-11-20,304.59051513671875
2006-11-21,303.89935302734375
2006-11-22,304.15277099609375
2006-11-23,304.15277099609375
2006-11-24,309.1528015136719
2006-11-27,313.5307312011719
2006-11-28,307.4015808105469
2006-11-29,311.0191955566406
2006-11-30,315.2819519042969
2006-12-01,330.6969299316406
2006-12-04,332.97808837890625
2006-12-05,332.0564270019531
2006-12-06,336.6647644042969
2006-12-07,327.5171813964844
2006-12-08,320.3281555175781
2006-12-11,322.21746826171875
2006-12-12,296.08807373046875
2006-12-13,300.1664733886719
2006-12-14,305.18963623046875
2006-12-15,307.33251953125
2006-12-18,302.4476623535156
2006-12-19,300.4659729003906
2006-12-20,299.6826171875
2006-12-21,300.1895751953125
2006-12-22,299.7286682128906
2006-12-26,312.17132568359375
2006-12-27,310.4892578125
2006-12-28,319.2681884765625
2006-12-29,312.8164367675781
2007-01-02,321.364990234375
2007-01-03,317.40179443359375
2007-01-04,318.3695373535156
2007-01-05,326.457275390625
2007-01-08,322.5401306152344
2007-01-09,322.7244567871094
2007-01-10,308.8071594238281
2007-01-11,316.272705078125
2007-01-12,318.4156799316406
2007-01-15,320.2359924316406
2007-01-16,318.1160888671875
2007-01-17,315.051513671875
2007-01-18,313.30035400390625
2007-01-19,312.9085693359375
2007-01-22,315.7197265625
2007-01-23,311.64129638671875
2007-01-24,320.2359924316406
2007-01-25,319.84423828125
2007-01-29,319.5216064453125
2007-01-31,312.6090393066406
2007-02-01,306.7103576660156
2007-02-02,306.31866455078125
2007-02-05,308.7380065917969
2007-02-06,300.719482421875
2007-02-07,299.7747497558594
2007-02-08,291.5948791503906
2007-02-09,296.341552734375
2007-02-12,282.1708068847656
2007-02-13,279.8204650878906
2007-02-14,270.5115051269531
2007-02-15,283.7606506347656
2007-02-19,298.71484375
2007-02-20,290.2354736328125
2007-02-21,295.09722900390625
2007-02-22,291.47967529296875
2007-02-23,285.71923828125
2007-02-26,295.76544189453125
2007-02-27,294.9359436035156
2007-02-28,289.1755065917969
2007-03-01,283.5763244628906
2007-03-02,286.8943176269531
2007-03-05,283.3690185546875
2007-03-06,286.1800231933594
2007-03-07,281.17999267578125
2007-03-08,285.4197082519531
2007-03-09,276.3642272949219
2007-03-12,268.59912109375
2007-03-13,274.3134460449219
2007-03-14,267.28570556640625
2007-03-15,276.7328796386719
2007-03-16,274.8895263671875
2007-03-19,276.8941650390625
2007-03-20,280.64996337890625
2007-03-21,276.82513427734375
2007-03-22,277.93109130859375
2007-03-23,278.0002136230469
2007-03-26,276.1337585449219
2007-03-28,282.631591796875
2007-03-29,281.1108093261719
2007-03-30,288.092529296875
2007-04-02,282.03253173828125
2007-04-03,283.484130859375
2007-04-04,284.267578125
2007-04-05,285.76531982421875
2007-04-09,286.1340026855469
2007-04-10,286.0648498535156
2007-04-11,292.7469787597656
2007-04-12,286.1109313964844
2007-04-13,286.2491149902344
2007-04-16,291.47967529296875
2007-04-17,290.2815246582031
2007-04-18,290.3506164550781
2007-04-19,290.5349426269531
2007-04-20,304.1757507324219
2007-04-23,309.89013671875
2007-04-24,311.2726745605469
2007-04-25,310.65057373046875
2007-04-26,309.0836486816406
2007-04-27,309.6366882324219
2007-04-30,314.0837707519531
2007-05-03,311.4108581542969
2007-05-04,294.958984375
2007-05-07,286.5486755371094
2007-05-08,278.8297119140625
2007-05-09,278.6223449707031
2007-05-10,273.3457336425781
2007-05-11,281.22607421875
2007-05-14,274.65911865234375
2007-05-15,281.31829833984375
2007-05-16,281.80206298828125
2007-05-17,278.9909973144531
2007-05-18,281.410400390625
2007-05-21,281.1108093261719
2007-05-22,278.6223449707031
2007-05-23,283.46112060546875
2007-05-24,276.82513427734375
2007-05-25,276.57159423828125
2007-05-28,278.6453857421875
2007-05-29,283.3919677734375
2007-05-30,278.806640625
2007-05-31,278.2306823730469
2007-06-01,280.0740051269531
2007-06-04,277.8849792480469
2007-06-05,278.5762634277344
2007-06-06,278.3457946777344
2007-06-07,276.50250244140625
2007-06-08,276.50250244140625
2007-06-11,276.50250244140625
2007-06-12,276.50250244140625
2007-06-13,274.65911865234375
2007-06-14,274.1983337402344
2007-06-15,276.6637268066406
2007-06-18,276.57159423828125
2007-06-19,272.90802001953125
2007-06-20,271.8940734863281
2007-06-21,272.170654296875
2007-06-22,272.37799072265625
2007-06-25,271.8940734863281
2007-06-26,273.0000915527344
2007-06-27,273.64532470703125
2007-06-28,271.8940734863281
2007-06-29,269.2673034667969
2007-07-02,271.8940734863281
2007-07-03,274.7052307128906
2007-07-04,271.8940734863281
2007-07-05,275.0738830566406
2007-07-06,271.8940734863281
2007-07-09,272.9310302734375
2007-07-10,272.0324401855469
2007-07-11,272.0784606933594
2007-07-12,272.4931945800781
2007-07-13,271.8940734863281
2007-07-16,272.170654296875
2007-07-17,272.74810791015625
2007-07-18,273.0946044921875
2007-07-19,272.5863952636719
2007-07-20,272.5863952636719
2007-07-23,272.5863952636719
2007-07-24,273.7183532714844
2007-07-25,272.5632629394531
2007-07-26,266.4416809082031
2007-07-27,255.93087768554688
2007-07-30,249.55514526367188
2007-07-31,260.4124450683594
2007-08-01,254.10598754882812
2007-08-02,254.1521759033203
2007-08-03,254.7989959716797
2007-08-06,256.8780517578125
2007-08-07,254.49867248535156
2007-08-08,253.96737670898438
2007-08-09,254.29083251953125
2007-08-10,254.56796264648438
2007-08-13,254.56796264648438
2007-08-14,240.9155731201172
2007-08-16,233.4079132080078
2007-08-17,233.1075897216797
2007-08-20,233.3155059814453
2007-08-21,222.1117401123047
2007-08-22,225.50747680664062
2007-08-23,224.99929809570312
2007-08-24,235.67176818847656
2007-08-27,241.8164825439453
2007-08-28,233.8006134033203
2007-08-29,243.66452026367188
2007-08-30,244.750244140625
2007-08-31,244.9119415283203
2007-09-03,239.66815185546875
2007-09-04,250.57162475585938
2007-09-05,255.030029296875
2007-09-06,253.80564880371094
2007-09-07,255.49203491210938
2007-09-10,255.8616485595703
2007-09-11,256.2312316894531
2007-09-12,255.030029296875
2007-09-13,254.10598754882812
2007-09-14,248.81597900390625
2007-09-17,249.50897216796875
2007-09-18,254.6372833251953
2007-09-19,247.49923706054688
2007-09-20,249.37037658691406
2007-09-21,246.73692321777344
2007-09-24,249.02386474609375
2007-09-25,242.6711883544922
2007-09-26,247.12962341308594
2007-09-27,245.7435760498047
2007-09-28,247.15269470214844
2007-10-01,247.73023986816406
2007-10-03,239.50643920898438
2007-10-04,229.52700805664062
2007-10-05,234.03163146972656
2007-10-08,226.9166259765625
2007-10-09,230.01211547851562
2007-10-10,227.3555450439453
2007-10-11,227.56344604492188
2007-10-12,228.6260986328125
2007-10-15,226.63938903808594
2007-10-16,224.65280151367188
2007-10-17,221.30319213867188
2007-10-18,221.00289916992188
2007-10-19,215.73597717285156
2007-10-22,210.42286682128906
2007-10-23,217.58401489257812
2007-10-24,216.47520446777344
2007-10-25,218.83143615722656
2007-10-26,222.38894653320312
2007-10-29,240.89247131347656
2007-10-30,240.3380584716797
2007-10-31,242.139892578125
2007-11-01,241.8857879638672
2007-11-02,242.20919799804688
2007-11-05,246.8292999267578
2007-11-06,239.9915313720703
2007-11-07,239.96844482421875
2007-11-08,234.93252563476562
2007-11-12,236.734375
2007-11-13,244.61166381835938
2007-11-14,237.1270751953125
2007-11-15,233.82371520996094
2007-11-16,239.3678436279297
2007-11-19,246.94479370117188
2007-11-20,251.7035369873047
2007-11-21,235.90277099609375
2007-11-22,239.09063720703125
2007-11-23,238.85963439941406
2007-11-26,234.70152282714844
2007-11-27,231.4674530029297
2007-11-28,233.3155059814453
2007-11-29,233.3155059814453
2007-11-30,237.9355926513672
2007-12-03,232.04495239257812
2007-12-04,234.7477264404297
2007-12-05,232.11424255371094
2007-12-06,233.36167907714844
2007-12-07,226.63938903808594
2007-12-10,223.5901641845703
2007-12-11,225.39199829101562
2007-12-12,227.49417114257812
2007-12-13,226.38531494140625
2007-12-14,231.81394958496094
2007-12-17,227.4248809814453
2007-12-18,222.2272491455078
2007-12-19,223.5208740234375
2007-12-20,227.65586853027344
2007-12-24,234.93252563476562
2007-12-26,242.5788116455078
2007-12-27,255.28408813476562
2007-12-28,257.94061279296875
2007-12-31,256.6470642089844
2008-01-01,257.91754150390625
2008-01-02,250.40989685058594
2008-01-03,251.35699462890625
2008-01-04,266.6957092285156
2008-01-07,269.5140686035156
2008-01-08,253.43606567382812
2008-01-09,246.59829711914062
2008-01-10,239.94532775878906
2008-01-11,235.07110595703125
2008-01-14,233.36167907714844
2008-01-15,234.47052001953125
2008-01-16,230.40481567382812
2008-01-17,226.38531494140625
2008-01-18,218.85455322265625
2008-01-21,192.61231994628906
2008-01-22,177.75869750976562
2008-01-23,193.99835205078125
2008-01-24,190.9722137451172
2008-01-25,196.33151245117188
2008-01-28,185.84385681152344
2008-01-29,184.8274688720703
2008-01-30,182.49429321289062
2008-01-31,189.3782501220703
2008-02-01,188.3156280517578
2008-02-04,187.73809814453125
2008-02-05,190.09439086914062
2008-02-06,186.62930297851562
2008-02-07,182.97938537597656
2008-02-08,188.45423889160156
2008-02-11,182.10157775878906
2008-02-12,177.5969696044922
2008-02-13,174.9635009765625
2008-02-14,177.6431884765625
2008-02-15,183.85720825195312
2008-02-18,179.97633361816406
2008-02-19,208.71339416503906
2008-02-20,200.78993225097656
2008-02-21,202.1066436767578
2008-02-22,203.49266052246094
2008-02-25,201.5753631591797
2008-02-26,198.27198791503906
2008-02-27,203.81610107421875
2008-02-28,203.4233856201172
2008-02-29,212.91769409179688
2008-03-03,211.30067443847656
2008-03-04,201.5753631591797
2008-03-05,203.26170349121094
2008-03-07,191.7345428466797
2008-03-10,189.23963928222656
2008-03-11,203.56198120117188
2008-03-12,203.79299926757812
2008-03-13,205.77964782714844
2008-03-14,203.2847900390625
2008-03-17,198.7108612060547
2008-03-18,185.4281005859375
2008-03-19,180.64627075195312
2008-03-24,180.50767517089844
2008-03-25,184.80435180664062
2008-03-26,187.85360717773438
2008-03-27,187.876708984375
2008-03-28,189.5399932861328
2008-03-31,187.36851501464844
2008-04-01,185.33566284179688
2008-04-02,180.715576171875
2008-04-03,184.31922912597656
2008-04-04,183.88031005859375
2008-04-07,184.80435180664062
2008-04-08,182.95631408691406
2008-04-09,184.80435180664062
2008-04-10,183.5338134765625
2008-04-11,185.9824981689453
2008-04-15,186.97579956054688
2008-04-16,184.3885498046875
2008-04-17,185.28944396972656
2008-04-21,187.876708984375
2008-04-22,185.1970672607422
2008-04-23,188.50042724609375
2008-04-24,186.37518310546875
2008-04-25,187.876708984375
2008-04-28,184.41163635253906
2008-04-29,185.3587646484375
2008-04-30,184.80435180664062
2008-05-02,185.26637268066406
2008-05-05,186.83718872070312
2008-05-06,187.71505737304688
2008-05-07,185.38185119628906
2008-05-08,186.07489013671875
2008-05-09,184.80435180664062
2008-05-12,187.85360717773438
2008-05-13,185.22015380859375
2008-05-14,190.02508544921875
2008-05-15,190.64881896972656
2008-05-16,188.52352905273438
2008-05-20,185.33566284179688
2008-05-21,184.80435180664062
2008-05-22,184.80435180664062
2008-05-23,184.80435180664062
2008-05-26,185.26637268066406
2008-05-27,184.80435180664062
2008-05-28,185.28944396972656
2008-05-29,185.3587646484375
2008-05-30,184.87362670898438
2008-06-02,186.37518310546875
2008-06-03,186.65240478515625
2008-06-04,184.80435180664062
2008-06-05,184.80435180664062
2008-06-06,185.17396545410156
2008-06-09,183.8341064453125
2008-06-10,184.8274688720703
2008-06-11,178.56716918945312
2008-06-12,175.88754272460938
2008-06-13,175.5641326904297
2008-06-16,176.16473388671875
2008-06-17,174.36293029785156
2008-06-18,176.5343475341797
2008-06-19,182.21710205078125
2008-06-20,177.22738647460938
2008-06-23,170.94400024414062
2008-06-24,174.17807006835938
2008-06-25,170.94400024414062
2008-06-26,164.1062774658203
2008-06-27,157.12989807128906
2008-06-30,149.25265502929688
2008-07-01,134.97647094726562
2008-07-02,132.34303283691406
2008-07-03,135.36915588378906
2008-07-04,144.17047119140625
2008-07-07,141.8373260498047
2008-07-08,137.19410705566406
2008-07-09,139.57350158691406
2008-07-10,140.56680297851562
2008-07-11,138.88046264648438
2008-07-14,139.5272674560547
2008-07-15,138.603271484375
2008-07-16,140.91329956054688
2008-07-17,142.66896057128906
2008-07-18,146.08782958984375
2008-07-21,137.49441528320312
2008-07-22,137.12295532226562
2008-07-23,140.58236694335938
2008-07-24,140.93064880371094
2008-07-25,137.61053466796875
2008-07-28,137.192626953125
2008-07-29,136.51930236816406
2008-07-30,141.16281127929688
2008-07-31,136.86756896972656
2008-08-01,137.5640869140625
2008-08-04,141.6039276123047
2008-08-05,140.21087646484375
2008-08-06,145.9688262939453
2008-08-07,141.62716674804688
2008-08-08,140.41986083984375
2008-08-11,146.08494567871094
2008-08-12,140.5591583251953
2008-08-13,143.995361328125
2008-08-14,141.00027465820312
2008-08-18,140.6984405517578
2008-08-19,140.6984405517578
2008-08-20,140.28053283691406
2008-08-21,138.14451599121094
2008-08-22,140.9074249267578
2008-08-25,139.00360107421875
2008-08-26,133.82606506347656
2008-08-27,135.14947509765625
2008-08-28,135.1958770751953
2008-08-29,138.2838592529297
2008-09-01,137.0765380859375
2008-09-02,136.98365783691406
2008-09-04,134.7083282470703
2008-09-05,136.51930236816406
2008-09-08,134.0117950439453
2008-09-09,134.66192626953125
2008-09-10,132.9205780029297
2008-09-11,130.18089294433594
2008-09-12,126.88400268554688
2008-09-15,134.66192626953125
2008-09-16,118.20064544677734
2008-09-17,119.22219848632812
2008-09-18,115.87889099121094
2008-09-19,118.43280792236328
2008-09-22,117.48090362548828
2008-09-23,120.73135375976562
2008-09-24,119.33831024169922
2008-09-25,121.0331802368164
2008-09-26,115.20556640625
2008-09-29,109.35474395751953
2008-09-30,102.38948059082031
2008-10-01,102.78416442871094
2008-10-03,104.03793334960938
2008-10-06,93.84540557861328
2008-10-07,95.63316345214844
2008-10-08,96.1207275390625
2008-10-10,94.63480377197266
2008-10-13,89.41085052490234
2008-10-14,94.03114318847656
2008-10-15,88.20354461669922
2008-10-16,90.38600158691406
2008-10-17,91.82547760009766
2008-10-20,82.60811614990234
2008-10-21,87.50702667236328
2008-10-22,85.8353500366211
2008-10-23,79.63626098632812
2008-10-24,78.93973541259766
2008-10-27,78.84685516357422
2008-10-29,75.41065216064453
2008-10-31,82.74742126464844
2008-11-03,81.77226257324219
2008-11-04,79.91487121582031
2008-11-05,78.93973541259766
2008-11-06,84.74413299560547
2008-11-07,85.90499114990234
2008-11-10,87.43736267089844
2008-11-11,91.38434600830078
2008-11-12,89.66624450683594
2008-11-14,95.19203186035156
2008-11-17,93.65966796875
2008-11-18,93.891845703125
2008-11-19,92.82383728027344
2008-11-20,88.22676849365234
2008-11-21,87.29805755615234
2008-11-24,87.29805755615234
2008-11-25,87.29805755615234
2008-11-26,86.57831573486328
2008-11-27,86.57831573486328
2008-11-28,81.26148223876953
2008-12-01,81.44721984863281
2008-12-02,78.59146118164062
2008-12-03,85.41742706298828
2008-12-04,80.5649642944336
2008-12-05,81.33113861083984
2008-12-08,81.79548645019531
2008-12-10,80.79713439941406
2008-12-11,80.4024429321289
2008-12-12,79.96131896972656
2008-12-15,80.19347381591797
2008-12-16,86.57831573486328
2008-12-17,81.21505737304688
2008-12-18,80.58818817138672
2008-12-19,82.21340942382812
2008-12-22,81.37757110595703
2008-12-23,84.46550750732422
2008-12-24,76.26972198486328
2008-12-26,77.75565338134766
2008-12-29,78.75399017333984
2008-12-30,76.94303131103516
2008-12-31,80.3327865600586
2009-01-02,80.77391052246094
2009-01-05,77.98780822753906
2009-01-06,75.03917694091797
2009-01-07,68.95618438720703
2009-01-09,62.7338752746582
2009-01-12,59.158363342285156
2009-01-13,57.2545280456543
2009-01-14,55.09528732299805
2009-01-15,52.16987609863281
2009-01-16,51.35725784301758
2009-01-19,51.28760528564453
2009-01-20,50.846473693847656
2009-01-21,45.6689567565918
2009-01-22,45.227821350097656
2009-01-23,45.15816879272461
2009-01-27,46.43513488769531
2009-01-28,44.902774810791016
2009-01-29,44.67060089111328
2009-01-30,48.3389778137207
2009-02-02,45.018863677978516
2009-02-03,41.14152908325195
2009-02-04,39.9342155456543
2009-02-05,37.867855072021484
2009-02-06,38.65725326538086
2009-02-09,41.187965393066406
2009-02-10,40.81647872924805
2009-02-11,48.106807708740234
2009-02-12,46.9459228515625
2009-02-13,44.020511627197266
2009-02-16,43.41685104370117
2009-02-17,41.00222396850586
2009-02-18,40.862918853759766
2009-02-19,40.00387191772461
2009-02-20,39.60917282104492
2009-02-24,39.16803741455078
2009-02-25,39.28412628173828
2009-02-26,39.98065948486328
2009-02-27,39.60917282104492
2009-03-02,39.07516098022461
2009-03-03,39.887779235839844
2009-03-04,40.979007720947266
2009-03-05,40.3753547668457
