Date,GSFC
1996-01-01,12.773428916931152
1996-01-02,12.627720832824707
1996-01-03,12.627720832824707
1996-01-04,12.33631420135498
1996-01-05,12.14203929901123
1996-01-08,11.850634574890137
1996-01-09,12.044903755187988
1996-01-10,12.14203929901123
1996-01-11,12.166327476501465
1996-01-12,11.972051620483398
1996-01-15,11.972051620483398
1996-01-16,12.214892387390137
1996-01-17,12.044903755187988
1996-01-18,11.632075309753418
1996-01-19,11.559224128723145
1996-01-22,10.903553009033203
1996-01-23,11.632075309753418
1996-01-24,11.209532737731934
1996-01-25,10.976408004760742
1996-01-26,10.976408004760742
1996-01-29,10.976408004760742
1996-01-30,11.073542594909668
1996-01-31,11.602936744689941
1996-02-01,11.656359672546387
1996-02-02,12.14203929901123
1996-02-05,11.753498077392578
1996-02-06,11.996339797973633
1996-02-07,11.996339797973633
1996-02-08,11.850634574890137
1996-02-09,12.919134140014648
1996-02-12,13.963345527648926
1996-02-13,13.642797470092773
1996-02-14,14.089624404907227
1996-02-15,13.841926574707031
1996-02-16,13.866212844848633
1996-02-19,13.696221351623535
1996-02-20,13.229966163635254
1996-02-21,13.229966163635254
1996-02-22,13.356245994567871
1996-02-23,13.210543632507324
1996-02-26,13.113404273986816
1996-02-27,12.919134140014648
1996-02-28,12.933698654174805
1996-02-29,12.239177703857422
1996-03-01,12.09832763671875
1996-03-04,11.967199325561523
1996-03-05,11.967199325561523
1996-03-06,11.753498077392578
1996-03-07,11.656359672546387
1996-03-08,11.632075309753418
1996-03-11,11.36495304107666
1996-03-12,11.219244956970215
1996-03-13,11.194964408874512
1996-03-14,11.122110366821289
1996-03-15,11.02497386932373
1996-03-18,10.68499755859375
1996-03-19,10.466440200805664
1996-03-20,10.466440200805664
1996-03-21,10.626713752746582
1996-03-22,10.583008766174316
1996-03-25,10.68499755859375
1996-03-26,10.490721702575684
1996-03-27,10.587859153747559
1996-03-28,10.976408004760742
1996-03-29,10.782134056091309
1996-04-01,10.777277946472168
1996-04-02,10.490721702575684
1996-04-03,10.733563423156738
1996-04-04,10.621859550476074
1996-04-05,10.621859550476074
1996-04-08,10.709280014038086
1996-04-09,10.68499755859375
1996-04-10,10.879270553588867
1996-04-11,10.68013858795166
1996-04-12,10.68499755859375
1996-04-15,10.587859153747559
1996-04-16,10.403303146362305
1996-04-17,10.757848739624023
1996-04-18,10.927835464477539
1996-04-19,11.99148178100586
1996-04-22,13.628226280212402
1996-04-23,13.12311840057373
1996-04-24,14.473315238952637
1996-04-25,15.192122459411621
1996-04-26,15.502963066101074
1996-04-29,15.566094398498535
1996-04-30,15.566094398498535
1996-05-01,16.02263832092285
1996-05-02,15.575809478759766
1996-05-03,15.274689674377441
1996-05-06,13.973065376281738
1996-05-07,14.12362003326416
1996-05-08,14.405319213867188
1996-05-09,14.220759391784668
1996-05-10,14.021629333496094
1996-05-13,14.167332649230957
1996-05-14,14.356751441955566
1996-05-15,14.351890563964844
1996-05-16,14.303322792053223
1996-05-17,14.109053611755371
1996-05-20,13.3076753616333
1996-05-21,13.603943824768066
1996-05-22,13.438811302185059
1996-05-23,13.404813766479492
1996-05-24,13.438811302185059
1996-05-27,13.20082950592041
1996-05-28,12.768569946289062
1996-05-29,13.084267616271973
1996-05-30,13.016264915466309
1996-05-31,13.229966163635254
1996-06-03,13.220254898071289
1996-06-04,12.190608024597168
1996-06-05,12.627720832824707
1996-06-06,12.627720832824707
1996-06-07,12.433448791503906
1996-06-10,12.14203929901123
1996-06-11,11.81177806854248
1996-06-12,11.850634574890137
1996-06-13,12.093472480773926
1996-06-14,11.899200439453125
1996-06-17,12.093472480773926
1996-06-18,12.219752311706543
1996-06-19,12.409165382385254
1996-06-20,12.341170310974121
1996-06-21,12.04004955291748
1996-06-24,11.607789039611816
1996-06-25,11.224103927612305
1996-06-26,10.519865989685059
1996-06-27,10.68499755859375
1996-06-28,11.10268497467041
1996-07-01,10.733563423156738
1996-07-02,10.490721702575684
1996-07-03,10.519865989685059
1996-07-04,10.50043773651123
1996-07-05,10.330449104309082
1996-07-08,10.539292335510254
1996-07-09,10.539292335510254
1996-07-10,10.30616569519043
1996-07-11,10.247883796691895
1996-07-12,10.296451568603516
1996-07-15,9.917617797851562
1996-07-16,9.752485275268555
1996-07-17,9.713632583618164
1996-07-18,10.0924654006958
1996-07-19,10.07303524017334
1996-07-22,10.131319046020508
1996-07-23,9.733061790466309
1996-07-24,9.883620262145996
1996-07-25,9.373655319213867
1996-07-26,9.470791816711426
1996-07-29,9.592214584350586
1996-07-30,9.397941589355469
1996-07-31,9.451363563537598
1996-08-01,9.4756498336792
1996-08-02,9.470791816711426
1996-08-05,9.29594612121582
1996-08-06,9.048249244689941
1996-08-07,9.155099868774414
1996-08-08,9.121100425720215
1996-08-09,9.130814552307129
1996-08-12,9.038536071777344
1996-08-13,9.121100425720215
1996-08-14,9.033679962158203
1996-08-15,9.033679962158203
1996-08-16,8.785981178283691
1996-08-19,8.601422309875488
1996-08-20,8.31972599029541
1996-08-21,7.97003698348999
1996-08-22,8.135168075561523
1996-08-23,7.994320869445801
1996-08-26,8.008889198303223
1996-08-27,8.115738868713379
1996-08-28,8.174023628234863
1996-08-29,8.324583053588867
1996-08-30,8.24201774597168
1996-09-02,8.353726387023926
1996-09-03,8.256589889526367
1996-09-04,8.280871391296387
1996-09-05,8.378008842468262
1996-09-06,8.324583053588867
1996-09-09,8.237159729003906
1996-09-10,8.15945053100586
1996-09-11,8.251733779907227
1996-09-12,8.149739265441895
1996-09-13,8.076887130737305
1996-09-16,7.877755641937256
1996-09-17,7.916611194610596
1996-09-18,8.10602855682373
1996-09-19,8.08659839630127
1996-09-20,8.018604278564453
1996-09-23,7.926323890686035
1996-09-24,7.838901996612549
1996-09-25,7.84861421585083
1996-09-26,7.868042945861816
1996-09-27,7.872899055480957
1996-09-30,7.829189300537109
1996-10-01,7.945751667022705
1996-10-02,7.945751667022705
1996-10-03,7.965177536010742
1996-10-04,7.965177536010742
1996-10-07,7.843759536743164
1996-10-08,7.960322856903076
1996-10-09,7.863187313079834
1996-10-10,8.101171493530273
1996-10-11,8.353726387023926
1996-10-14,8.446003913879395
1996-10-15,8.169166564941406
1996-10-16,8.193449020385742
1996-10-17,8.256589889526367
1996-10-18,8.135168075561523
1996-10-21,8.135168075561523
1996-10-22,8.611135482788086
1996-10-23,8.883118629455566
1996-10-24,8.649991035461426
1996-10-25,8.581995010375977
1996-10-28,8.436290740966797
1996-10-29,8.42657470703125
1996-10-30,8.42657470703125
1996-10-31,8.416863441467285
1996-11-01,8.416863441467285
1996-11-04,8.256589889526367
1996-11-05,8.193449020385742
1996-11-06,8.164307594299316
1996-11-07,8.193449020385742
1996-11-08,8.164307594299316
1996-11-11,8.353726387023926
1996-11-12,8.353726387023926
1996-11-13,8.353726387023926
1996-11-14,8.378008842468262
1996-11-15,8.305155754089355
1996-11-18,8.2225923538208
1996-11-19,8.212876319885254
1996-11-20,8.03317642211914
1996-11-21,8.135168075561523
1996-11-22,8.03317642211914
1996-11-25,8.042887687683105
1996-11-26,8.0623140335083
1996-11-27,7.965177536010742
1996-11-28,7.892329692840576
1996-11-29,7.868042945861816
1996-12-02,7.785477638244629
1996-12-03,7.576632976531982
1996-12-04,7.382362365722656
1996-12-05,7.576632976531982
1996-12-06,7.537781238555908
1996-12-09,7.406646728515625
1996-12-10,7.052099227905273
1996-12-11,7.430930137634277
1996-12-12,7.207514762878418
1996-12-13,7.095809459686279
1996-12-16,7.13952112197876
1996-12-17,6.8966803550720215
1996-12-18,7.333794593811035
1996-12-19,7.84861421585083
1996-12-20,8.266303062438965
1996-12-23,8.266303062438965
1996-12-24,8.266303062438965
1996-12-25,8.266303062438965
1996-12-26,8.499428749084473
1996-12-27,8.499428749084473
1996-12-30,8.499428749084473
1996-12-31,8.42657470703125
1997-01-01,8.926830291748047
1997-01-02,9.033679962158203
1997-01-03,8.936542510986328
1997-01-06,8.985111236572266
1997-01-07,9.033679962158203
1997-01-08,9.325089454650879
1997-01-09,9.329944610595703
1997-01-10,9.937047958374023
1997-01-13,10.379015922546387
1997-01-14,10.64614200592041
1997-01-15,11.224103927612305
1997-01-16,10.490721702575684
1997-01-17,10.131319046020508
1997-01-20,9.470791816711426
1997-01-21,8.824835777282715
1997-01-22,9.247380256652832
1997-01-23,9.247380256652832
1997-01-24,9.237662315368652
1997-01-27,9.810769081115723
1997-01-28,9.465936660766602
1997-01-29,9.835051536560059
1997-01-30,9.640780448913574
