Date,M&MFIN
2006-03-17,20.877546310424805
2006-03-20,21.106477737426758
2006-03-21,21.887529373168945
2006-03-22,20.86408042907715
2006-03-23,21.85162353515625
2006-03-24,21.963842391967773
2006-03-27,22.098506927490234
2006-03-28,22.489032745361328
2006-03-29,22.080551147460938
2006-03-30,21.820199966430664
2006-03-31,21.739398956298828
2006-04-03,21.609224319458008
2006-04-04,22.0581111907959
2006-04-05,22.32295036315918
2006-04-07,21.429670333862305
2006-04-10,21.142383575439453
2006-04-12,20.47804069519043
2006-04-13,20.855098724365234
2006-04-17,20.540882110595703
2006-04-18,20.356840133666992
2006-04-19,20.285018920898438
2006-04-20,20.141380310058594
2006-04-21,20.271554946899414
2006-04-24,20.451107025146484
2006-04-25,20.684524536132812
2006-04-26,20.837148666381836
2006-04-27,20.899988174438477
2006-04-28,21.07056427001953
2006-05-02,21.057098388671875
2006-05-03,21.824684143066406
2006-05-04,22.417217254638672
2006-05-05,22.358856201171875
2006-05-08,23.26111602783203
2006-05-09,23.18031120300293
2006-05-10,22.803253173828125
2006-05-11,22.717967987060547
2006-05-12,22.578807830810547
2006-05-15,23.184803009033203
2006-05-16,22.242149353027344
2006-05-17,22.524948120117188
2006-05-18,22.399259567260742
2006-05-19,21.335403442382812
2006-05-22,20.50946044921875
2006-05-23,20.805723190307617
2006-05-24,20.958343505859375
2006-05-25,20.50946044921875
2006-05-26,21.461091995239258
2006-05-29,21.488025665283203
2006-05-30,20.64861488342285
2006-05-31,19.207700729370117
2006-06-01,18.9608154296875
2006-06-02,19.252592086791992
2006-06-05,19.27503204345703
2006-06-06,18.20220375061035
2006-06-07,18.058565139770508
2006-06-08,15.26650619506836
2006-06-09,16.734355926513672
2006-06-12,17.02613067626953
2006-06-13,16.132856369018555
2006-06-14,16.12836456298828
2006-06-15,16.708860397338867
2006-06-16,18.63296890258789
2006-06-19,17.911428451538086
2006-06-20,17.366867065429688
2006-06-21,17.68906593322754
2006-06-22,17.666370391845703
2006-06-23,17.875120162963867
2006-06-26,16.972063064575195
2006-06-27,16.491037368774414
2006-06-28,16.527341842651367
2006-06-29,16.795082092285156
2006-06-30,16.84046173095703
2006-07-03,17.24888038635254
2006-07-04,17.385019302368164
2006-07-05,17.026517868041992
2006-07-06,16.8631534576416
2006-07-07,16.540956497192383
2006-07-10,17.040130615234375
2006-07-11,17.244342803955078
2006-07-12,17.453092575073242
2006-07-13,17.92504119873047
2006-07-14,18.32438850402832
2006-07-17,17.915964126586914
2006-07-18,17.97949981689453
2006-07-19,17.60284423828125
2006-07-20,18.224550247192383
2006-07-21,18.038494110107422
2006-07-24,17.897817611694336
2006-07-25,18.260854721069336
2006-07-26,18.065717697143555
2006-07-27,18.129249572753906
2006-07-28,18.41060447692871
2006-07-31,18.669267654418945
2006-08-01,19.458877563476562
2006-08-02,19.118532180786133
2006-08-03,19.082225799560547
2006-08-04,18.95516586303711
2006-08-07,19.06407356262207
2006-08-08,19.172990798950195
2006-08-09,19.195676803588867
2006-08-10,19.536022186279297
2006-08-11,20.10780906677246
2006-08-14,20.629680633544922
2006-08-16,21.156084060668945
2006-08-17,20.929189682006836
2006-08-18,21.13339614868164
2006-08-21,21.074399948120117
2006-08-22,21.160627365112305
2006-08-23,21.047178268432617
2006-08-24,20.62060546875
2006-08-25,20.89288330078125
2006-08-28,20.924650192260742
2006-08-29,21.088016510009766
2006-08-30,21.351221084594727
2006-08-31,20.33017349243164
2006-09-01,20.507156372070312
2006-09-04,20.924650192260742
2006-09-05,21.17877960205078
2006-09-06,20.63875389099121
2006-09-07,21.06986427307129
2006-09-08,20.824813842773438
2006-09-11,21.074399948120117
2006-09-12,21.01087188720703
2006-09-13,21.00179672241211
2006-09-14,21.019947052001953
2006-09-15,21.00633430480957
2006-09-18,21.042634963989258
2006-09-19,21.777788162231445
2006-09-20,21.20600128173828
2006-09-21,21.38752555847168
2006-09-22,21.423826217651367
2006-09-25,21.328527450561523
2006-09-26,21.33760643005371
2006-09-27,21.782331466674805
2006-09-28,21.755102157592773
2006-09-29,21.328527450561523
2006-10-03,21.33306884765625
2006-10-04,21.33306884765625
2006-10-05,21.519128799438477
2006-10-06,21.782331466674805
2006-10-09,21.913928985595703
2006-10-10,21.968387603759766
2006-10-11,21.79140281677246
2006-10-12,22.050067901611328
2006-10-13,22.67177391052246
2006-10-16,22.33596420288086
2006-10-17,22.413110733032227
2006-10-18,22.00468635559082
2006-10-19,22.16352081298828
2006-10-20,22.217975616455078
2006-10-23,21.963848114013672
2006-10-26,22.054607391357422
2006-10-27,22.113601684570312
2006-10-30,22.054607391357422
2006-10-31,22.149906158447266
2006-11-01,22.031917572021484
2006-11-02,22.054607391357422
2006-11-03,22.054607391357422
2006-11-06,22.054607391357422
2006-11-07,22.12267303466797
2006-11-08,22.063678741455078
2006-11-09,22.054607391357422
2006-11-10,22.73984146118164
2006-11-13,23.107418060302734
2006-11-14,22.989431381225586
2006-11-15,22.490251541137695
2006-11-16,23.252634048461914
2006-11-17,22.145366668701172
2006-11-20,22.299659729003906
2006-11-21,22.66269302368164
2006-11-22,22.24066162109375
2006-11-23,22.236127853393555
2006-11-24,22.272428512573242
2006-11-27,22.24974250793457
2006-11-28,22.326887130737305
2006-11-29,22.385879516601562
2006-11-30,22.236127853393555
2006-12-01,22.599166870117188
2006-12-04,22.930438995361328
2006-12-05,22.70808219909668
2006-12-06,22.812450408935547
2006-12-07,22.703542709350586
2006-12-08,22.676315307617188
2006-12-11,22.322351455688477
2006-12-12,22.236127853393555
2006-12-13,22.26335906982422
2006-12-14,22.24066162109375
2006-12-15,21.981998443603516
2006-12-18,22.24066162109375
2006-12-19,22.236127853393555
2006-12-20,22.676315307617188
2006-12-21,24.355369567871094
2006-12-22,23.91971778869629
2006-12-26,23.26171112060547
2006-12-27,23.493146896362305
2006-12-28,24.623104095458984
2006-12-29,25.444482803344727
2007-01-02,25.548858642578125
2007-01-03,25.290185928344727
2007-01-04,25.480785369873047
2007-01-05,24.60041618347168
2007-01-08,24.32360076904297
2007-01-09,24.146623611450195
2007-01-10,23.343395233154297
2007-01-11,23.388774871826172
2007-01-12,23.343395233154297
2007-01-15,24.373516082763672
2007-01-16,24.309986114501953
2007-01-17,23.906105041503906
2007-01-18,23.243558883666992
2007-01-19,22.989431381225586
2007-01-22,22.753456115722656
2007-01-23,22.404033660888672
2007-01-24,22.821529388427734
2007-01-25,22.930438995361328
2007-01-29,22.453950881958008
2007-01-31,21.936620712280273
2007-02-01,21.805021286010742
2007-02-02,21.795942306518555
2007-02-05,21.89577865600586
2007-02-06,21.79140281677246
2007-02-07,21.79140281677246
2007-02-08,21.79140281677246
2007-02-09,22.050067901611328
2007-02-12,21.75963592529297
2007-02-13,21.414752960205078
2007-02-14,21.024486541748047
2007-02-15,21.310379028320312
2007-02-19,20.7748966217041
2007-02-20,21.795942306518555
2007-02-21,21.08347511291504
2007-02-22,20.63422203063965
2007-02-23,20.262104034423828
2007-02-26,19.95806121826172
2007-02-27,20.45269775390625
2007-02-28,20.629680633544922
2007-03-01,20.62060546875
2007-03-02,21.065330505371094
2007-03-05,20.42547035217285
2007-03-06,20.420930862426758
2007-03-07,20.420930862426758
2007-03-08,20.40277862548828
2007-03-09,20.420930862426758
2007-03-12,20.420930862426758
2007-03-13,20.448162078857422
2007-03-14,20.448162078857422
2007-03-15,21.074399948120117
2007-03-16,20.86565399169922
2007-03-19,20.48900032043457
2007-03-20,20.96549415588379
2007-03-21,20.874731063842773
2007-03-22,20.874731063842773
2007-03-23,20.883806228637695
2007-03-26,21.052776336669922
2007-03-28,21.052776336669922
2007-03-29,21.052776336669922
2007-03-30,21.418914794921875
2007-04-02,20.608837127685547
2007-04-03,20.595108032226562
2007-04-04,19.67519760131836
2007-04-05,19.698076248168945
2007-04-09,19.7941837310791
2007-04-10,19.7575740814209
2007-04-11,19.69350242614746
2007-04-12,19.684349060058594
2007-04-13,19.679765701293945
2007-04-16,19.73468780517578
2007-04-17,20.233552932739258
2007-04-18,20.595108032226562
2007-04-19,21.13058090209961
2007-04-20,21.080238342285156
2007-04-23,21.052776336669922
2007-04-24,21.254150390625
2007-04-25,21.31364631652832
2007-04-26,21.656898498535156
2007-04-27,21.5058650970459
2007-04-30,21.51959991455078
2007-05-03,21.51044464111328
2007-05-04,21.62486457824707
2007-05-07,21.51959991455078
2007-05-08,21.730125427246094
2007-05-09,21.64774513244629
2007-05-10,21.68893814086914
2007-05-11,21.51959991455078
2007-05-14,21.51044464111328
2007-05-15,21.5058650970459
2007-05-16,21.565366744995117
2007-05-17,21.771320343017578
2007-05-18,22.105417251586914
2007-05-21,21.968114852905273
2007-05-22,21.542484283447266
2007-05-23,21.51044464111328
2007-05-24,21.592824935913086
2007-05-25,21.5058650970459
2007-05-28,21.51044464111328
2007-05-29,21.437217712402344
2007-05-30,21.318225860595703
2007-05-31,21.63859748840332
2007-06-01,21.62486457824707
2007-06-04,21.771320343017578
2007-06-05,21.547060012817383
2007-06-06,21.89946746826172
2007-06-07,21.49671173095703
2007-06-08,20.76902198791504
2007-06-11,21.057357788085938
2007-06-12,20.535615921020508
2007-06-13,21.048202514648438
2007-06-14,21.464683532714844
2007-06-15,21.07565689086914
2007-06-18,21.473833084106445
2007-06-19,21.501293182373047
2007-06-20,21.116844177246094
2007-06-21,21.65232276916504
2007-06-22,21.78504753112793
2007-06-25,21.547060012817383
2007-06-26,21.862855911254883
2007-06-27,22.40747833251953
2007-06-28,22.333297729492188
2007-06-29,22.803857803344727
2007-07-02,22.965322494506836
2007-07-03,23.578901290893555
2007-07-04,23.431276321411133
2007-07-05,23.50047492980957
2007-07-06,24.51541519165039
2007-07-09,24.247840881347656
2007-07-10,24.547714233398438
2007-07-11,25.954788208007812
2007-07-12,26.448415756225586
2007-07-13,25.22125816345215
2007-07-16,25.207416534423828
2007-07-17,24.732242584228516
2007-07-18,24.976747512817383
2007-07-19,24.626136779785156
2007-07-20,24.233999252319336
2007-07-23,24.00794792175293
2007-07-24,23.07143211364746
2007-07-25,22.743886947631836
2007-07-26,22.536277770996094
2007-07-27,21.81198501586914
2007-07-30,22.144145965576172
2007-07-31,22.148759841918945
2007-08-01,21.959609985351562
2007-08-02,22.241025924682617
2007-08-03,21.775075912475586
2007-08-06,21.858121871948242
2007-08-07,22.291770935058594
2007-08-08,22.148759841918945
2007-08-09,22.204116821289062
2007-08-10,21.87195587158203
2007-08-13,21.90886878967285
2007-08-14,22.04726219177246
2007-08-16,21.41523551940918
2007-08-17,21.244537353515625
2007-08-20,21.76123809814453
2007-08-21,21.175342559814453
2007-08-22,20.74629783630371
2007-08-23,20.81549644470215
2007-08-24,20.70939064025879
2007-08-27,20.81549644470215
2007-08-28,20.889310836791992
2007-08-29,20.672481536865234
2007-08-30,21.018484115600586
2007-08-31,21.21686363220215
2007-09-03,21.438302993774414
2007-09-04,21.22147560119629
2007-09-05,21.198406219482422
2007-09-06,21.81659698486328
2007-09-07,22.107236862182617
2007-09-10,21.447528839111328
2007-09-11,21.959609985351562
2007-09-12,21.696651458740234
2007-09-13,21.46598243713379
2007-09-14,21.295286178588867
2007-09-17,20.98619270324707
2007-09-18,21.489049911499023
2007-09-19,21.775075912475586
2007-09-20,21.489049911499023
2007-09-21,21.406007766723633
2007-09-24,21.53518295288086
2007-09-25,21.22608757019043
2007-09-26,22.116464614868164
2007-09-27,21.728940963745117
2007-09-28,22.439401626586914
2007-10-01,21.99190902709961
2007-10-03,22.231801986694336
2007-10-04,22.591638565063477
2007-10-05,21.664358139038086
2007-10-08,21.678192138671875
2007-10-09,21.678192138671875
2007-10-10,22.157989501953125
2007-10-11,22.24563980102539
2007-10-12,21.87657356262207
2007-10-15,21.65513038635254
2007-10-16,21.069231033325195
2007-10-17,20.21114730834961
2007-10-18,20.298799514770508
2007-10-19,19.694448471069336
2007-10-22,19.675994873046875
2007-10-23,19.72212791442871
2007-10-24,19.82823944091797
2007-10-25,20.649417877197266
2007-10-26,21.179954528808594
2007-10-29,22.125694274902344
2007-10-30,21.572086334228516
2007-10-31,21.52595329284668
2007-11-01,22.130306243896484
2007-11-02,21.664358139038086
2007-11-05,22.337907791137695
2007-11-06,21.438302993774414
2007-11-07,22.139530181884766
2007-11-08,21.798145294189453
2007-11-12,21.516727447509766
2007-11-13,21.332195281982422
2007-11-14,21.770463943481445
2007-11-15,21.608993530273438
2007-11-16,22.148759841918945
2007-11-19,23.279033660888672
2007-11-20,24.021778106689453
2007-11-21,24.031009674072266
2007-11-22,22.799245834350586
2007-11-23,23.463565826416016
2007-11-26,23.984878540039062
2007-11-27,23.620420455932617
2007-11-28,22.88228416442871
2007-11-29,23.989492416381836
2007-11-30,23.897228240966797
2007-12-03,24.114051818847656
2007-12-04,26.49915885925293
2007-12-05,27.532554626464844
2007-12-06,27.117351531982422
2007-12-07,25.931718826293945
2007-12-10,26.337692260742188
2007-12-11,26.153160095214844
2007-12-12,27.061994552612305
2007-12-13,27.504878997802734
2007-12-14,27.486421585083008
2007-12-17,25.373498916625977
2007-12-18,24.035625457763672
2007-12-19,26.07012367248535
2007-12-20,26.775962829589844
2007-12-24,28.875041961669922
2007-12-26,29.234886169433594
2007-12-27,29.783872604370117
2007-12-28,29.17491340637207
2007-12-31,29.81155776977539
2008-01-01,28.958080291748047
2008-01-02,32.330448150634766
2008-01-03,31.767616271972656
2008-01-04,30.000701904296875
2008-01-07,29.38713264465332
2008-01-08,29.05957794189453
2008-01-09,29.91766929626465
2008-01-10,27.86471939086914
2008-01-11,27.098899841308594
2008-01-14,28.89349937438965
2008-01-15,29.05034637451172
2008-01-16,28.510583877563477
2008-01-17,29.350221633911133
2008-01-18,29.096494674682617
2008-01-21,25.73334312438965
2008-01-22,24.709178924560547
2008-01-23,25.885583877563477
2008-01-24,25.876358032226562
2008-01-25,26.743671417236328
2008-01-28,27.149648666381836
2008-01-29,27.740158081054688
2008-01-30,28.210718154907227
2008-01-31,28.132293701171875
2008-02-01,28.653600692749023
2008-02-04,28.88426971435547
2008-02-05,28.561330795288086
2008-02-06,28.515201568603516
2008-02-07,29.294858932495117
2008-02-08,28.745872497558594
2008-02-11,28.644378662109375
2008-02-12,28.616695404052734
2008-02-13,28.60285186767578
2008-02-14,28.630542755126953
2008-02-15,28.607467651367188
2008-02-18,28.099994659423828
2008-02-19,28.607467651367188
2008-02-20,27.324954986572266
2008-02-21,28.376800537109375
2008-02-22,27.066606521606445
2008-02-25,28.612083435058594
2008-02-26,28.65821075439453
2008-02-27,29.294858932495117
2008-02-28,28.787389755249023
2008-02-29,29.285633087158203
2008-03-03,28.745872497558594
2008-03-04,28.93501853942871
2008-03-05,27.83241844177246
2008-03-07,27.726316452026367
2008-03-10,26.388437271118164
2008-03-11,26.748279571533203
2008-03-12,27.311113357543945
2008-03-13,26.4115047454834
