Date,LTTS
2016-09-23,772.1578979492188
2016-09-26,773.6239624023438
2016-09-27,765.6270751953125
2016-09-28,767.2706909179688
2016-09-29,751.6321411132812
2016-09-30,752.7428588867188
2016-10-03,752.2984619140625
2016-10-04,740.6141357421875
2016-10-05,734.7051391601562
2016-10-06,746.9227905273438
2016-10-07,739.8143310546875
2016-10-10,754.6533203125
2016-10-13,751.987548828125
2016-10-14,756.7413330078125
2016-10-17,757.9407958984375
2016-10-18,758.3408203125
2016-10-19,759.895751953125
2016-10-20,764.3829956054688
2016-10-21,757.6299438476562
2016-10-24,755.8526000976562
2016-10-25,752.031982421875
2016-10-26,749.58837890625
2016-10-27,745.3233642578125
2016-10-28,735.8158569335938
2016-11-01,729.684814453125
2016-11-02,718.0889892578125
2016-11-03,701.250732421875
2016-11-04,680.9915771484375
2016-11-07,686.456298828125
2016-11-08,696.6746826171875
2016-11-09,696.9412841796875
2016-11-10,701.783935546875
2016-11-11,697.0746459960938
2016-11-15,669.0849609375
2016-11-16,671.039794921875
2016-11-17,671.0842895507812
2016-11-18,724.8865966796875
2016-11-21,706.157958984375
2016-11-22,725.0648803710938
2016-11-23,723.9054565429688
2016-11-24,740.3152465820312
2016-11-25,758.4196166992188
2016-11-28,756.1453857421875
2016-11-29,761.6303100585938
2016-11-30,767.5164184570312
2016-12-01,766.2233276367188
2016-12-02,753.7374877929688
2016-12-05,757.6614379882812
2016-12-06,754.3172607421875
2016-12-07,756.2346801757812
2016-12-08,753.2468872070312
2016-12-09,757.7952880859375
2016-12-12,745.88916015625
2016-12-13,711.7317504882812
2016-12-14,704.73095703125
2016-12-15,710.2603149414062
2016-12-16,713.8277587890625
2016-12-19,708.788818359375
2016-12-20,704.6864624023438
2016-12-21,701.4757690429688
2016-12-22,703.437744140625
2016-12-23,708.2537231445312
2016-12-26,695.4111938476562
2016-12-27,697.5517578125
2016-12-28,697.6407470703125
2016-12-29,699.7811889648438
2016-12-30,702.6797485351562
2017-01-02,718.1976318359375
2017-01-03,722.523193359375
2017-01-04,720.3826904296875
2017-01-05,722.2554931640625
2017-01-06,717.0382080078125
2017-01-09,729.5687255859375
2017-01-10,717.4841918945312
2017-01-11,717.4395751953125
2017-01-12,718.3760375976562
2017-01-13,723.370361328125
2017-01-16,728.453857421875
2017-01-17,726.6702270507812
2017-01-18,734.96435546875
2017-01-19,738.2194213867188
2017-01-20,748.5648803710938
2017-01-23,748.0743408203125
2017-01-24,745.9339599609375
2017-01-25,755.7440185546875
2017-01-27,744.2393798828125
2017-01-30,754.3618774414062
2017-01-31,747.09326171875
2017-02-01,746.5135498046875
2017-02-02,749.6349487304688
2017-02-03,732.6456298828125
2017-02-06,729.6578369140625
2017-02-07,712.4453735351562
2017-02-08,711.19677734375
2017-02-09,712.8466186523438
2017-02-10,712.8019409179688
2017-02-13,705.8457641601562
2017-02-14,706.5592041015625
2017-02-15,700.271728515625
2017-02-16,704.2850341796875
2017-02-17,702.0108032226562
2017-02-20,698.8893432617188
2017-02-21,694.786865234375
2017-02-22,695.143798828125
2017-02-23,693.4938354492188
2017-02-27,691.53173828125
2017-02-28,689.837158203125
2017-03-01,690.506103515625
2017-03-02,690.0155029296875
2017-03-03,682.0782470703125
2017-03-06,687.7860717773438
2017-03-07,690.72900390625
2017-03-08,679.2691040039062
2017-03-09,683.772705078125
2017-03-10,685.0213012695312
2017-03-14,686.5374145507812
2017-03-15,699.7366943359375
2017-03-16,700.4501953125
2017-03-17,691.3087768554688
2017-03-20,695.589599609375
2017-03-21,693.7613525390625
2017-03-22,697.1949462890625
2017-03-23,697.6854858398438
2017-03-24,695.054443359375
2017-03-27,689.5696411132812
2017-03-28,688.0535888671875
2017-03-29,679.7150268554688
2017-03-30,684.3078002929688
2017-03-31,694.3855590820312
2017-04-03,700.361083984375
2017-04-05,706.8268432617188
2017-04-06,707.89697265625
2017-04-07,708.56591796875
2017-04-10,705.6674194335938
2017-04-11,704.2405395507812
2017-04-12,691.93310546875
2017-04-13,693.984375
2017-04-17,682.925537109375
2017-04-18,675.7907104492188
2017-04-19,666.4264526367188
2017-04-20,660.5849609375
2017-04-21,656.3042602539062
2017-04-24,656.7947387695312
2017-04-25,658.0430297851562
2017-04-26,664.46435546875
2017-04-27,674.5868530273438
2017-04-28,685.1550903320312
2017-05-02,688.2765502929688
2017-05-03,699.3798828125
2017-05-04,696.1246948242188
2017-05-05,687.9197387695312
2017-05-08,688.0982055664062
2017-05-09,677.3515625
2017-05-10,673.0260009765625
2017-05-11,677.6190185546875
2017-05-12,677.6190185546875
2017-05-15,683.638916015625
2017-05-16,685.6009521484375
2017-05-17,681.3202514648438
2017-05-18,679.7594604492188
2017-05-19,675.16650390625
2017-05-22,666.9615478515625
2017-05-23,655.7689819335938
2017-05-24,657.0176391601562
2017-05-25,657.775634765625
2017-05-26,667.5413818359375
2017-05-29,654.9216918945312
2017-05-30,656.482421875
2017-05-31,656.482421875
2017-06-01,657.2850952148438
2017-06-02,657.0176391601562
2017-06-05,659.2025756835938
2017-06-06,656.348876953125
2017-06-07,655.8135986328125
2017-06-08,656.4378662109375
2017-06-09,653.539306640625
2017-06-12,652.7366943359375
2017-06-13,651.1314086914062
2017-06-14,651.3989868164062
2017-06-15,652.6029663085938
2017-06-16,651.7555541992188
2017-06-19,653.2272338867188
2017-06-20,653.4055786132812
2017-06-21,653.4055786132812
2017-06-22,652.4692993164062
2017-06-23,647.5640869140625
2017-06-27,643.5953979492188
2017-06-28,641.0091552734375
2017-06-29,640.919921875
2017-06-30,639.4928588867188
2017-07-03,641.9900512695312
2017-07-04,649.43701171875
2017-07-05,679.3135375976562
2017-07-06,674.6314086914062
2017-07-07,685.288818359375
2017-07-10,678.4661865234375
2017-07-11,684.0402221679688
2017-07-12,678.1541748046875
2017-07-13,685.1550903320312
2017-07-14,679.224365234375
2017-07-17,683.2822265625
2017-07-18,678.421630859375
2017-07-19,677.5298461914062
2017-07-20,678.0203247070312
2017-07-21,687.1171875
2017-07-24,689.3021850585938
2017-07-25,692.7357788085938
2017-07-26,679.224365234375
2017-07-27,676.9501953125
2017-07-28,683.1484375
2017-07-31,678.8230590820312
2017-08-01,676.7716674804688
2017-08-02,666.7385864257812
2017-08-03,662.0564575195312
2017-08-04,669.6370849609375
2017-08-07,676.5044555664062
2017-08-08,662.5916137695312
2017-08-09,655.7245483398438
2017-08-10,660.272705078125
2017-08-11,652.5137329101562
2017-08-14,656.45947265625
2017-08-16,657.087158203125
2017-08-17,657.4458618164062
2017-08-18,664.0369873046875
2017-08-21,668.2515869140625
2017-08-22,668.0723266601562
2017-08-23,675.2013549804688
2017-08-24,679.416015625
2017-08-28,679.0573120117188
2017-08-29,684.84130859375
2017-08-30,687.4866943359375
2017-08-31,689.5492553710938
2017-09-01,696.1851196289062
2017-09-04,703.8074951171875
2017-09-05,707.2151489257812
2017-09-06,708.7843017578125
2017-09-07,699.8169555664062
2017-09-08,712.0574340820312
2017-09-11,703.1798095703125
2017-09-12,699.5927734375
2017-09-13,701.1171264648438
2017-09-14,702.3278198242188
2017-09-15,699.3238525390625
2017-09-18,701.7000732421875
2017-09-19,706.9909057617188
2017-09-20,699.2340087890625
2017-09-21,699.6376953125
2017-09-22,696.0505981445312
2017-09-25,697.79931640625
2017-09-26,691.2978515625
2017-09-27,692.0601806640625
2017-09-28,693.67431640625
2017-09-29,701.2068481445312
2017-10-03,690.401123046875
2017-10-04,705.6456909179688
2017-10-05,711.1607055664062
2017-10-06,705.51123046875
2017-10-09,701.162109375
2017-10-10,710.2638549804688
2017-10-11,703.8522338867188
2017-10-12,703.7625122070312
2017-10-13,708.6498413085938
2017-10-16,710.6226806640625
2017-10-17,704.7489013671875
2017-10-18,710.0396728515625
2017-10-19,709.63623046875
2017-10-23,710.8468017578125
2017-10-24,725.9120483398438
2017-10-25,733.0411376953125
2017-10-26,734.5209350585938
2017-10-27,740.1703491210938
2017-10-30,734.027587890625
2017-10-31,746.9854736328125
2017-11-01,745.4161987304688
2017-11-02,741.6497802734375
2017-11-03,763.84423828125
2017-11-06,774.42578125
2017-11-07,735.46240234375
2017-11-08,786.128173828125
2017-11-09,810.6541748046875
2017-11-10,822.4014282226562
2017-11-13,830.2926635742188
2017-11-14,846.7293701171875
2017-11-15,846.2789306640625
2017-11-16,849.9715576171875
2017-11-17,832.18408203125
2017-11-20,843.8924560546875
2017-11-21,826.1047973632812
2017-11-22,822.0070190429688
2017-11-23,822.682373046875
2017-11-24,843.1267700195312
2017-11-27,847.3148193359375
2017-11-28,870.8213500976562
2017-11-29,895.2733764648438
2017-11-30,920.76123046875
2017-12-01,994.3428955078125
2017-12-04,995.3786010742188
2017-12-05,987.227783203125
2017-12-06,948.0053100585938
2017-12-07,934.1806640625
2017-12-08,910.4940185546875
2017-12-11,896.4442749023438
2017-12-12,902.4784545898438
2017-12-13,896.173828125
2017-12-14,897.8402709960938
2017-12-15,895.6336059570312
2017-12-18,909.6835327148438
2017-12-19,909.7283935546875
2017-12-20,910.5392456054688
2017-12-21,909.818603515625
2017-12-22,887.3928833007812
2017-12-26,876.8555297851562
2017-12-27,895.7236938476562
2017-12-28,922.2472534179688
2017-12-29,926.0750122070312
2018-01-01,966.7836303710938
2018-01-02,995.694091796875
2018-01-03,1024.6942138671875
2018-01-04,1024.8292236328125
2018-01-05,1016.1383666992188
2018-01-08,1000.917724609375
2018-01-09,975.0693359375
2018-01-10,968.4495239257812
2018-01-11,950.0767822265625
2018-01-12,940.0799560546875
2018-01-15,939.4044799804688
2018-01-16,911.1245727539062
2018-01-17,898.2905883789062
2018-01-18,886.0869750976562
2018-01-19,897.7501220703125
2018-01-22,925.1744384765625
2018-01-23,909.5936279296875
2018-01-24,1091.47607421875
2018-01-25,1206.9820556640625
2018-01-29,1196.7598876953125
2018-01-30,1149.476806640625
2018-01-31,1089.2244873046875
2018-02-01,1181.449462890625
2018-02-02,1171.58740234375
2018-02-05,1169.24560546875
2018-02-06,1116.4237060546875
2018-02-07,1192.7523193359375
2018-02-08,1191.1309814453125
2018-02-09,1182.03466796875
2018-02-12,1332.6654052734375
2018-02-14,1315.148193359375
2018-02-15,1308.572998046875
2018-02-16,1257.01220703125
2018-02-19,1191.4462890625
2018-02-20,1137.6783447265625
2018-02-21,1231.5692138671875
2018-02-22,1221.43701171875
2018-02-23,1262.2359619140625
2018-02-26,1272.097900390625
2018-02-27,1252.05908203125
2018-02-28,1255.2109375
2018-03-01,1271.377197265625
2018-03-05,1205.6312255859375
2018-03-06,1178.4771728515625
2018-03-07,1169.9659423828125
2018-03-08,1158.6632080078125
2018-03-09,1131.6444091796875
2018-03-12,1160.5545654296875
2018-03-13,1160.5093994140625
2018-03-14,1128.537109375
2018-03-15,1105.0758056640625
2018-03-16,1088.9093017578125
2018-03-19,1051.037841796875
2018-03-20,1045.3187255859375
2018-03-21,1079.5426025390625
2018-03-22,1067.5191650390625
2018-03-23,1095.2586669921875
2018-03-26,1117.414306640625
2018-03-27,1119.170654296875
2018-03-28,1112.8211669921875
2018-04-02,1119.170654296875
2018-04-03,1105.0758056640625
2018-04-04,1098.3660888671875
2018-04-05,1102.3284912109375
2018-04-06,1100.4373779296875
2018-04-09,1097.825439453125
2018-04-10,1089.3145751953125
2018-04-11,1079.3624267578125
2018-04-12,1086.8829345703125
2018-04-13,1075.2198486328125
2018-04-16,1057.927978515625
2018-04-17,1043.5625
2018-04-18,1038.9691162109375
2018-04-19,1042.3914794921875
2018-04-20,1075.399658203125
2018-04-23,1122.27783203125
2018-04-24,1101.6982421875
2018-04-25,1161.1400146484375
2018-04-26,1215.31298828125
2018-04-27,1204.190185546875
2018-04-30,1197.48046875
2018-05-02,1180.1883544921875
2018-05-03,1141.8663330078125
2018-05-04,1149.3416748046875
2018-05-07,1166.1385498046875
2018-05-08,1192.9775390625
2018-05-09,1192.84228515625
2018-05-10,1169.6510009765625
2018-05-11,1165.778076171875
2018-05-14,1150.9178466796875
2018-05-15,1136.777587890625
2018-05-16,1116.378662109375
2018-05-17,1116.153564453125
2018-05-18,1132.004638671875
2018-05-21,1163.4818115234375
2018-05-22,1146.9100341796875
2018-05-23,1180.4583740234375
2018-05-24,1182.98046875
2018-05-25,1186.4029541015625
2018-05-28,1186.6279296875
2018-05-29,1190.0501708984375
2018-05-30,1180.0533447265625
2018-05-31,1194.23828125
2018-06-01,1195.67919921875
2018-06-04,1209.9542236328125
2018-06-05,1172.2628173828125
2018-06-06,1206.4871826171875
2018-06-07,1210.5848388671875
2018-06-08,1204.95556640625
2018-06-11,1204.9105224609375
2018-06-12,1200.9932861328125
2018-06-13,1205.270751953125
2018-06-14,1213.0164794921875
2018-06-15,1207.7928466796875
2018-06-18,1197.48046875
2018-06-19,1183.2955322265625
2018-06-20,1181.9447021484375
2018-06-21,1175.865234375
2018-06-22,1192.1668701171875
2018-06-25,1167.08447265625
2018-06-26,1149.8370361328125
2018-06-27,1103.8148193359375
2018-06-28,1059.9088134765625
2018-06-29,1097.0599365234375
2018-07-02,1095.5289306640625
2018-07-03,1098.1856689453125
2018-07-04,1095.8443603515625
2018-07-05,1100.8875732421875
2018-07-06,1154.5650634765625
2018-07-09,1184.3309326171875
2018-07-10,1164.5626220703125
2018-07-11,1181.8543701171875
2018-07-12,1169.2005615234375
2018-07-13,1161.5450439453125
2018-07-16,1189.28466796875
2018-07-17,1171.3173828125
2018-07-18,1164.607421875
2018-07-19,1144.9285888671875
2018-07-20,1165.2381591796875
2018-07-23,1177.711669921875
2018-07-24,1313.1217041015625
2018-07-25,1288.62451171875
2018-07-26,1370.537109375
2018-07-27,1381.65966796875
2018-07-30,1353.3349609375
2018-07-31,1321.0023193359375
2018-08-01,1339.51025390625
2018-08-02,1273.40380859375
2018-08-03,1279.0328369140625
2018-08-06,1286.642822265625
2018-08-07,1281.8248291015625
2018-08-08,1280.924072265625
2018-08-09,1288.3092041015625
2018-08-10,1338.7447509765625
2018-08-13,1364.3492431640625
2018-08-14,1390.9071044921875
2018-08-16,1392.0419921875
2018-08-17,1461.0924072265625
2018-08-20,1437.122314453125
2018-08-21,1439.2105712890625
2018-08-23,1446.065673828125
2018-08-24,1446.338134765625
2018-08-27,1459.6397705078125
2018-08-28,1524.604736328125
2018-08-29,1528.3270263671875
2018-08-30,1568.41357421875
