Date,LTTS
2018-08-31,1599.5113525390625
2018-09-03,1596.3336181640625
2018-09-04,1576.6763916015625
2018-09-05,1574.3154296875
2018-09-06,1579.944580078125
2018-09-07,1588.298095703125
2018-09-10,1565.735107421875
2018-09-11,1528.009521484375
2018-09-12,1482.7020263671875
2018-09-14,1483.246826171875
2018-09-17,1524.6497802734375
2018-09-18,1549.8914794921875
2018-09-19,1535.3179931640625
2018-09-21,1511.166748046875
2018-09-24,1508.4881591796875
2018-09-25,1539.0863037109375
2018-09-26,1568.95849609375
2018-09-27,1554.5675048828125
2018-09-28,1576.4490966796875
2018-10-01,1564.6002197265625
2018-10-03,1567.2333984375
2018-10-04,1498.86376953125
2018-10-05,1407.9312744140625
2018-10-08,1371.294921875
2018-10-09,1334.9765625
2018-10-10,1312.0052490234375
2018-10-11,1249.3101806640625
2018-10-12,1342.8759765625
2018-10-15,1469.08251953125
2018-10-16,1498.2281494140625
2018-10-17,1407.341064453125
2018-10-19,1417.1474609375
2018-10-22,1358.58349609375
2018-10-23,1359.12841796875
2018-10-24,1305.4222412109375
2018-10-25,1320.8577880859375
2018-10-26,1416.375244140625
2018-10-29,1510.3492431640625
2018-10-30,1521.244873046875
2018-10-31,1544.2618408203125
2018-11-01,1594.64892578125
2018-11-02,1525.930908203125
2018-11-05,1518.361572265625
2018-11-06,1515.306396484375
2018-11-07,1541.616943359375
2018-11-09,1517.8599853515625
2018-11-12,1512.6617431640625
2018-11-13,1465.2841796875
2018-11-14,1427.0263671875
2018-11-15,1421.417724609375
2018-11-16,1384.528076171875
2018-11-19,1405.777099609375
2018-11-20,1375.544921875
2018-11-21,1377.186279296875
2018-11-22,1377.68798828125
2018-11-26,1393.4197998046875
2018-11-27,1386.5797119140625
2018-11-28,1430.1727294921875
2018-11-29,1400.3966064453125
2018-11-30,1412.753662109375
2018-12-03,1414.1217041015625
2018-12-04,1416.036865234375
2018-12-05,1438.015625
2018-12-06,1381.7008056640625
2018-12-07,1399.1651611328125
2018-12-10,1414.6688232421875
2018-12-11,1414.4866943359375
2018-12-12,1433.6837158203125
2018-12-13,1458.763427734375
2018-12-14,1491.77734375
2018-12-17,1500.303955078125
2018-12-18,1471.987060546875
2018-12-19,1467.3819580078125
2018-12-20,1492.7802734375
2018-12-21,1506.41455078125
2018-12-24,1538.5621337890625
2018-12-26,1542.6658935546875
2018-12-27,1536.3729248046875
2018-12-28,1549.87060546875
2018-12-31,1557.9871826171875
2019-01-01,1565.5567626953125
2019-01-02,1552.0135498046875
2019-01-03,1479.100341796875
2019-01-04,1481.061279296875
2019-01-07,1489.6796875
2019-01-08,1504.3626708984375
2019-01-09,1499.346923828125
2019-01-10,1497.887451171875
2019-01-11,1489.4515380859375
2019-01-14,1504.3170166015625
2019-01-15,1504.3170166015625
2019-01-16,1506.5968017578125
2019-01-17,1544.3531494140625
2019-01-18,1496.7930908203125
2019-01-21,1511.9776611328125
2019-01-22,1519.547119140625
2019-01-23,1522.8756103515625
2019-01-24,1532.9530029296875
2019-01-25,1529.9893798828125
2019-01-28,1558.35205078125
2019-01-29,1541.7537841796875
2019-01-30,1477.5047607421875
2019-01-31,1445.7220458984375
2019-02-01,1458.80908203125
2019-02-04,1421.919189453125
2019-02-05,1455.115478515625
2019-02-06,1445.0836181640625
2019-02-07,1439.018798828125
2019-02-08,1419.684814453125
2019-02-11,1397.4779052734375
2019-02-12,1409.425048828125
2019-02-14,1375.13427734375
2019-02-15,1362.138671875
2019-02-18,1337.83447265625
2019-02-19,1291.0040283203125
2019-02-20,1332.5447998046875
2019-02-21,1355.8916015625
2019-02-22,1361.8192138671875
2019-02-25,1367.3826904296875
2019-02-26,1366.9722900390625
2019-02-27,1370.6199951171875
2019-02-28,1400.5789794921875
2019-03-01,1414.3043212890625
2019-03-05,1402.1749267578125
2019-03-06,1407.14501953125
2019-03-07,1395.745361328125
2019-03-08,1407.3275146484375
2019-03-11,1411.3402099609375
2019-03-12,1409.7442626953125
2019-03-13,1405.503662109375
2019-03-14,1380.51513671875
2019-03-15,1367.7928466796875
2019-03-18,1360.13232421875
2019-03-19,1355.8916015625
2019-03-20,1356.803466796875
2019-03-22,1358.7646484375
2019-03-25,1314.5333251953125
2019-03-26,1334.3231201171875
2019-03-27,1336.4664306640625
2019-03-28,1408.8780517578125
2019-04-01,1470.1632080078125
2019-04-02,1488.6763916015625
2019-04-03,1442.9404296875
2019-04-04,1444.58203125
2019-04-05,1467.10791015625
2019-04-08,1455.206787109375
2019-04-09,1451.3306884765625
2019-04-10,1460.1314697265625
2019-04-11,1489.223876953125
2019-04-12,1508.876953125
2019-04-15,1543.623291015625
2019-04-16,1518.087890625
2019-04-18,1532.4974365234375
2019-04-22,1519.6383056640625
2019-04-23,1546.72412109375
2019-04-24,1546.0400390625
2019-04-25,1560.8599853515625
2019-04-26,1579.28173828125
2019-04-30,1584.3890380859375
2019-05-02,1613.25341796875
2019-05-03,1542.0731201171875
2019-05-06,1547.59033203125
2019-05-07,1534.5946044921875
2019-05-08,1548.5482177734375
2019-05-09,1545.7666015625
2019-05-10,1545.99462890625
2019-05-13,1525.885498046875
2019-05-14,1535.3243408203125
2019-05-15,1539.656494140625
2019-05-16,1566.741943359375
2019-05-17,1604.224853515625
2019-05-20,1605.775146484375
2019-05-21,1566.5599365234375
2019-05-22,1585.620361328125
2019-05-23,1591.3204345703125
2019-05-24,1577.0933837890625
2019-05-27,1593.3721923828125
2019-05-28,1617.083740234375
2019-05-29,1582.701904296875
2019-05-30,1592.961669921875
2019-05-31,1603.996826171875
2019-06-03,1567.3350830078125
2019-06-04,1520.778564453125
2019-06-06,1513.0718994140625
2019-06-07,1529.9893798828125
2019-06-10,1539.428466796875
2019-06-11,1554.9775390625
2019-06-12,1562.5015869140625
2019-06-13,1585.8028564453125
2019-06-14,1583.6138916015625
2019-06-17,1574.631103515625
2019-06-18,1574.40283203125
2019-06-19,1583.4771728515625
2019-06-20,1562.18212890625
2019-06-21,1578.05078125
2019-06-24,1596.0626220703125
2019-06-25,1564.9637451171875
2019-06-26,1582.884521484375
2019-06-27,1618.406005859375
2019-06-28,1592.004150390625
2019-07-01,1584.52587890625
2019-07-02,1577.3212890625
2019-07-03,1572.3509521484375
2019-07-04,1548.912841796875
2019-07-05,1550.8736572265625
2019-07-08,1495.9722900390625
2019-07-09,1510.60986328125
2019-07-10,1517.449462890625
2019-07-11,1505.772705078125
2019-07-12,1498.8768310546875
2019-07-15,1508.944580078125
2019-07-16,1522.3226318359375
2019-07-17,1528.8966064453125
2019-07-18,1526.68994140625
2019-07-19,1476.120361328125
2019-07-22,1361.23583984375
2019-07-23,1337.0546875
2019-07-24,1380.22265625
2019-07-25,1351.2139892578125
2019-07-26,1331.99755859375
2019-07-29,1335.9052734375
2019-07-30,1347.536376953125
2019-07-31,1324.9639892578125
2019-08-01,1341.835693359375
2019-08-02,1362.5692138671875
2019-08-05,1375.809326171875
2019-08-06,1397.50830078125
2019-08-07,1411.161865234375
2019-08-08,1431.4356689453125
2019-08-09,1455.0191650390625
2019-08-13,1467.9375
2019-08-14,1458.4671630859375
2019-08-16,1444.951416015625
2019-08-19,1455.66259765625
2019-08-20,1439.848388671875
2019-08-21,1430.2860107421875
2019-08-22,1445.7786865234375
2019-08-23,1457.1800537109375
2019-08-26,1452.8585205078125
2019-08-27,1496.25634765625
2019-08-28,1463.064208984375
2019-08-29,1472.3048095703125
2019-08-30,1490.6016845703125
2019-09-03,1493.497802734375
2019-09-04,1513.2659912109375
2019-09-05,1495.4288330078125
2019-09-06,1494.7391357421875
2019-09-09,1502.0948486328125
2019-09-11,1492.992431640625
2019-09-12,1448.950927734375
2019-09-13,1470.787841796875
2019-09-16,1492.302734375
2019-09-17,1493.957763671875
2019-09-18,1482.9703369140625
2019-09-19,1456.582275390625
2019-09-20,1484.8551025390625
2019-09-23,1437.4578857421875
2019-09-24,1438.5611572265625
2019-09-25,1463.6619873046875
2019-09-26,1471.9368896484375
2019-09-27,1452.0771484375
2019-09-30,1400.220458984375
2019-10-01,1386.1529541015625
2019-10-03,1463.15625
2019-10-04,1469.1324462890625
2019-10-07,1474.0059814453125
2019-10-09,1450.6060791015625
2019-10-10,1406.6103515625
2019-10-11,1433.825927734375
2019-10-14,1417.1844482421875
2019-10-15,1423.71240234375
2019-10-16,1419.2071533203125
2019-10-17,1464.94921875
2019-10-18,1507.105712890625
2019-10-22,1356.22509765625
2019-10-23,1380.8662109375
2019-10-24,1339.2154541015625
2019-10-25,1342.7093505859375
2019-10-27,1369.097412109375
2019-10-29,1364.3621826171875
2019-10-30,1388.6202392578125
2019-10-31,1389.544189453125
2019-11-01,1391.5308837890625
2019-11-04,1386.9566650390625
2019-11-05,1387.1416015625
2019-11-06,1342.552978515625
2019-11-07,1352.7645263671875
2019-11-08,1344.2625732421875
2019-11-11,1337.885986328125
2019-11-13,1320.8826904296875
2019-11-14,1305.8656005859375
2019-11-15,1313.905517578125
2019-11-18,1321.7603759765625
2019-11-19,1311.364013671875
2019-11-20,1327.9521484375
2019-11-21,1331.6483154296875
2019-11-22,1357.0152587890625
2019-11-25,1366.487548828125
2019-11-26,1343.89306640625
2019-11-27,1354.520263671875
2019-11-28,1359.2333984375
2019-11-29,1377.623291015625
2019-12-02,1360.25
2019-12-03,1352.394775390625
2019-12-04,1369.9991455078125
2019-12-05,1375.266357421875
2019-12-06,1395.9666748046875
2019-12-09,1386.7255859375
2019-12-10,1368.474365234375
2019-12-11,1381.5966796875
2019-12-12,1388.4814453125
2019-12-13,1405.0694580078125
2019-12-16,1401.7425537109375
2019-12-17,1385.33935546875
2019-12-18,1384.4615478515625
2019-12-19,1379.65625
2019-12-20,1357.200439453125
2019-12-23,1357.70849609375
2019-12-24,1366.0716552734375
2019-12-26,1372.7716064453125
2019-12-27,1366.718505859375
2019-12-30,1367.3658447265625
2019-12-31,1357.0152587890625
2020-01-01,1380.4417724609375
2020-01-02,1398.3695068359375
2020-01-03,1395.9666748046875
2020-01-06,1394.9964599609375
2020-01-07,1401.2802734375
2020-01-08,1421.056396484375
2020-01-09,1433.670654296875
2020-01-10,1442.449951171875
2020-01-13,1443.789794921875
2020-01-14,1469.202880859375
2020-01-15,1479.92236328125
2020-01-16,1530.009521484375
2020-01-17,1517.9962158203125
2020-01-20,1504.2728271484375
2020-01-21,1502.7020263671875
2020-01-22,1509.1246337890625
2020-01-23,1593.6810302734375
2020-01-24,1602.691162109375
2020-01-27,1607.1729736328125
2020-01-28,1564.8026123046875
2020-01-29,1597.654541015625
2020-01-30,1560.96728515625
2020-01-31,1551.8187255859375
2020-02-03,1516.37890625
2020-02-04,1570.8553466796875
2020-02-05,1566.3736572265625
2020-02-06,1545.3037109375
2020-02-07,1559.76611328125
2020-02-10,1555.422607421875
2020-02-11,1567.9443359375
2020-02-12,1558.010009765625
2020-02-13,1554.35986328125
2020-02-14,1546.828369140625
2020-02-17,1582.08349609375
2020-02-18,1562.446044921875
2020-02-19,1598.1168212890625
2020-02-20,1610.73095703125
2020-02-24,1581.990966796875
2020-02-25,1556.67041015625
2020-02-26,1552.511962890625
2020-02-27,1547.75244140625
2020-02-28,1497.8504638671875
2020-03-02,1531.9039306640625
2020-03-03,1548.4456787109375
2020-03-04,1523.771728515625
2020-03-05,1514.1607666015625
2020-03-06,1525.989501953125
2020-03-09,1412.73974609375
2020-03-11,1418.977294921875
2020-03-12,1308.637939453125
2020-03-13,1304.8028564453125
2020-03-16,1176.027587890625
2020-03-17,1142.25146484375
2020-03-18,1067.5367431640625
2020-03-19,1097.9398193359375
2020-03-20,1140.218017578125
2020-03-23,940.9793090820312
2020-03-24,1065.8270263671875
2020-03-25,1072.388427734375
2020-03-26,1016.7564697265625
2020-03-27,1085.7418212890625
2020-03-30,1084.5404052734375
2020-03-31,1073.1275634765625
2020-04-01,1091.4713134765625
2020-04-03,1023.5487670898438
2020-04-07,1024.611572265625
2020-04-08,1020.68408203125
2020-04-09,1084.771240234375
2020-04-13,1068.137451171875
2020-04-15,1122.6600341796875
2020-04-16,1132.317138671875
2020-04-17,1164.522216796875
2020-04-20,1178.1993408203125
2020-04-21,1122.3367919921875
2020-04-22,1089.1607666015625
2020-04-23,1070.9095458984375
2020-04-24,1067.629150390625
2020-04-27,1087.2664794921875
2020-04-28,1066.1966552734375
2020-04-29,1073.4046630859375
2020-04-30,1141.5120849609375
2020-05-04,1095.768310546875
2020-05-05,1086.943115234375
2020-05-06,1099.002685546875
2020-05-07,1095.537353515625
2020-05-08,1078.8109130859375
2020-05-11,1089.9927978515625
2020-05-12,1043.1865234375
2020-05-13,1017.6343383789062
2020-05-14,1029.416748046875
2020-05-15,987.3235473632812
2020-05-18,1023.5950927734375
2020-05-19,1039.62841796875
2020-05-20,1071.97216796875
2020-05-21,1039.95166015625
2020-05-22,1037.45703125
2020-05-26,1051.2261962890625
2020-05-27,1036.53271484375
2020-05-28,1044.064208984375
2020-05-29,1082.414794921875
2020-06-01,1098.0323486328125
2020-06-02,1112.818115234375
2020-06-03,1137.1224365234375
2020-06-04,1182.0345458984375
2020-06-05,1230.319580078125
2020-06-08,1228.8408203125
2020-06-09,1262.1552734375
2020-06-10,1237.296630859375
2020-06-11,1217.75146484375
2020-06-12,1237.481201171875
2020-06-15,1210.2198486328125
2020-06-16,1211.6981201171875
2020-06-17,1217.520263671875
2020-06-18,1233.2301025390625
2020-06-19,1241.1314697265625
2020-06-22,1201.0712890625
2020-06-23,1198.945556640625
2020-06-24,1184.1138916015625
