Date,TATAPOWER
1996-01-01,6.109271049499512
1996-01-02,6.033221244812012
1996-01-03,5.995196342468262
1996-01-04,5.906472206115723
1996-01-05,6.023080825805664
1996-01-08,6.073780059814453
1996-01-09,6.16250467300415
1996-01-10,6.109271049499512
1996-01-11,6.332348346710205
1996-01-12,6.459095001220703
1996-01-15,6.469234943389893
1996-01-16,6.375442028045654
1996-01-17,6.294322967529297
1996-01-18,6.365303993225098
1996-01-19,6.390652179718018
1996-01-22,6.301927089691162
1996-01-23,6.375442028045654
1996-01-24,6.370372772216797
1996-01-25,6.337418079376221
1996-01-26,6.337418079376221
1996-01-29,6.438816070556641
1996-01-30,6.471770763397217
1996-01-31,6.489517688751221
1996-02-01,6.5630292892456055
1996-02-02,6.94834566116333
1996-02-05,6.897644519805908
1996-02-06,6.887506484985352
1996-02-07,6.890039920806885
1996-02-08,7.3818230628967285
1996-02-09,7.440129280090332
1996-02-12,7.407171726226807
1996-02-13,7.6048994064331055
1996-02-14,8.040914535522461
1996-02-15,7.99782133102417
1996-02-16,7.741788387298584
1996-02-19,7.675879001617432
1996-02-20,7.767141342163086
1996-02-21,7.767141342163086
1996-02-22,7.85079288482666
1996-02-23,7.92684268951416
1996-02-26,7.774744510650635
1996-02-27,7.668275356292725
1996-02-28,7.871072769165039
1996-02-29,7.386893272399902
1996-03-01,7.455336570739746
1996-03-04,7.549132823944092
1996-03-05,7.549132823944092
1996-03-06,7.4578752517700195
1996-03-07,7.43505859375
1996-03-08,7.440129280090332
1996-03-11,7.343800067901611
1996-03-12,7.318449974060059
1996-03-13,7.402103900909424
1996-03-14,7.452803134918213
1996-03-15,7.50603723526001
1996-03-18,7.47815465927124
1996-03-19,7.5237812995910645
1996-03-20,7.5237812995910645
1996-03-21,7.53392219543457
1996-03-22,7.465477466583252
1996-03-25,7.43505859375
1996-03-26,7.6023664474487305
1996-03-27,7.488292217254639
1996-03-28,7.592224597930908
1996-03-29,7.4097065925598145
1996-04-01,7.440129280090332
1996-04-02,7.480687141418457
1996-04-03,7.620110511779785
1996-04-04,7.559270858764648
1996-04-05,7.559270858764648
1996-04-08,7.711369514465332
1996-04-09,7.6378560066223145
1996-04-10,7.630249977111816
1996-04-11,7.577016353607178
1996-04-12,7.556737422943115
1996-04-15,7.6530656814575195
1996-04-16,7.660671234130859
1996-04-17,8.081474304199219
1996-04-18,8.682259559631348
1996-04-19,8.950970649719238
1996-04-22,8.77098560333252
1996-04-23,8.598609924316406
1996-04-24,8.945897102355957
1996-04-25,8.482001304626465
1996-04-26,8.433835983276367
1996-04-29,8.360321998596191
1996-04-30,8.129637718200684
1996-05-01,8.428763389587402
1996-05-02,8.44144058227539
1996-05-03,8.58593463897705
1996-05-06,8.3197603225708
1996-05-07,8.388205528259277
1996-05-08,8.530162811279297
1996-05-09,8.289341926574707
1996-05-10,8.160058975219727
1996-05-13,8.182873725891113
1996-05-14,8.243711471557617
1996-05-15,8.352716445922852
1996-05-16,8.4718599319458
1996-05-17,8.332435607910156
1996-05-20,8.16766357421875
1996-05-21,8.068801879882812
1996-05-22,8.106825828552246
1996-05-23,8.086543083190918
1996-05-24,8.114428520202637
1996-05-27,8.096685409545898
1996-05-28,8.040914535522461
1996-05-29,8.337505340576172
1996-05-30,8.269062995910645
1996-05-31,8.322297096252441
1996-06-03,8.390741348266602
1996-06-04,8.342576026916504
1996-06-05,8.405951499938965
1996-06-06,8.563117980957031
1996-06-07,8.677192687988281
1996-06-10,8.834358215332031
1996-06-11,8.831827163696289
1996-06-12,9.7469482421875
1996-06-13,10.051145553588867
1996-06-14,10.791356086730957
1996-06-17,10.89186954498291
1996-06-18,11.090327262878418
1996-06-19,10.827436447143555
1996-06-20,10.822284698486328
1996-06-21,10.729497909545898
1996-06-24,10.641868591308594
1996-06-25,10.404751777648926
1996-06-26,10.162483215332031
1996-06-27,10.144439697265625
1996-06-28,10.07742977142334
1996-07-01,9.90732479095459
1996-07-02,9.688253402709961
1996-07-03,9.350616455078125
1996-07-04,9.469176292419434
1996-07-05,9.538763046264648
1996-07-08,9.641857147216797
1996-07-09,9.417628288269043
1996-07-10,9.45628833770752
1996-07-11,9.543917655944824
1996-07-12,9.329997062683105
1996-07-15,9.270716667175293
1996-07-16,7.902148246765137
1996-07-17,8.701125144958496
1996-07-18,8.760405540466309
1996-07-19,8.672772407531738
1996-07-22,8.951128959655762
1996-07-23,8.422769546508789
1996-07-24,8.531021118164062
1996-07-25,8.62122917175293
1996-07-26,8.680508613586426
1996-07-29,8.497514724731445
1996-07-30,8.39441967010498
1996-07-31,8.613497734069824
1996-08-01,8.4150390625
1996-08-02,8.376379013061523
1996-08-05,8.293903350830078
1996-08-06,8.162459373474121
1996-08-07,8.430506706237793
1996-08-08,8.28101921081543
1996-08-09,8.28101921081543
1996-08-12,8.18565845489502
1996-08-13,8.09802532196045
1996-08-14,7.9923553466796875
1996-08-15,7.9923553466796875
1996-08-16,7.878951549530029
1996-08-19,7.489773273468018
1996-08-20,7.3944091796875
1996-08-21,7.7655487060546875
1996-08-22,7.721734046936035
1996-08-23,7.8170952796936035
1996-08-26,7.7268877029418945
1996-08-27,7.742351531982422
1996-08-28,7.943383693695068
1996-08-29,7.881527423858643
1996-08-30,7.899569511413574
1996-09-02,8.023283004760742
1996-09-03,7.770702838897705
1996-09-04,7.783588886260986
1996-09-05,7.860908031463623
1996-09-06,8.20369815826416
1996-09-09,7.8248291015625
1996-09-10,7.582558631896973
1996-09-11,7.616062641143799
1996-09-12,7.6650309562683105
1996-09-13,7.554205894470215
1996-09-16,7.474307537078857
1996-09-17,7.2036871910095215
1996-09-18,7.541319847106934
1996-09-19,7.291316032409668
1996-09-20,7.144407272338867
1996-09-23,7.123788356781006
1996-09-24,7.018117427825928
1996-09-25,7.020694255828857
1996-09-26,6.8119306564331055
1996-09-27,6.623782634735107
1996-09-30,6.433059215545654
1996-10-01,6.213985443115234
1996-10-02,6.213985443115234
1996-10-03,6.2010979652404785
1996-10-04,6.113467693328857
1996-10-07,5.713980674743652
1996-10-08,5.799032688140869
1996-10-09,5.920167446136475
1996-10-10,6.288729190826416
1996-10-11,6.237181663513184
1996-10-14,5.958827972412109
1996-10-15,6.1315107345581055
1996-10-16,6.1882123947143555
1996-10-17,6.216562747955322
1996-10-18,6.216562747955322
1996-10-21,6.216562747955322
1996-10-22,6.538731098175049
1996-10-23,6.989767551422119
1996-10-24,6.639247417449951
1996-10-25,6.6933722496032715
1996-10-28,6.657288551330566
1996-10-29,6.487183570861816
1996-10-30,6.487183570861816
1996-10-31,6.335119724273682
1996-11-01,6.250068664550781
1996-11-04,6.0696539878845215
1996-11-05,5.894393444061279
1996-11-06,5.850579261779785
1996-11-07,5.940785884857178
1996-11-08,6.030991554260254
1996-11-11,5.956250190734863
1996-11-12,5.956250190734863
1996-11-13,6.113467693328857
1996-11-14,6.020684719085693
1996-11-15,6.1315107345581055
1996-11-18,6.23202657699585
1996-11-19,6.136665344238281
1996-11-20,5.922745227813721
1996-11-21,5.904703617095947
1996-11-22,5.613462924957275
1996-11-25,5.7242889404296875
1996-11-26,5.683051109313965
1996-11-27,5.616039276123047
1996-11-28,5.523254871368408
1996-11-29,5.4639763832092285
1996-12-02,5.415007591247559
1996-12-03,5.391811847686768
1996-12-04,5.252634525299072
1996-12-05,5.2371697425842285
1996-12-06,5.309336185455322
1996-12-09,5.329954624176025
1996-12-10,5.280984878540039
1996-12-11,5.652123928070068
1996-12-12,5.698513507843018
1996-12-13,5.667586803436279
1996-12-16,5.899549961090088
1996-12-17,5.961404800415039
1996-12-18,5.951094627380371
1996-12-19,5.943363189697266
1996-12-20,6.2114081382751465
1996-12-23,6.299038410186768
1996-12-24,6.286149978637695
1996-12-25,6.286149978637695
1996-12-26,6.582545280456543
1996-12-27,6.582545280456543
1996-12-30,6.582545280456543
1996-12-31,6.384090423583984
1997-01-01,6.8299713134765625
1997-01-02,6.631516933441162
1997-01-03,6.6933722496032715
1997-01-06,6.652135372161865
1997-01-07,6.613473892211914
1997-01-08,6.752650737762451
1997-01-09,6.726876258850098
1997-01-10,6.90213680267334
1997-01-13,6.891826629638672
1997-01-14,7.128944396972656
1997-01-15,7.628948211669922
1997-01-16,7.306781768798828
1997-01-17,7.170180320739746
1997-01-20,6.8299713134765625
1997-01-21,6.716567039489746
1997-01-22,6.945953369140625
1997-01-23,6.945953369140625
1997-01-24,6.938222885131836
1997-01-27,7.0567779541015625
1997-01-28,7.52327823638916
1997-01-29,7.500082492828369
1997-01-30,7.275851726531982
1997-01-31,6.886670112609863
