Date,DIXON
2018-05-28,680.8901977539062
2018-05-29,677.8280639648438
2018-05-30,678.3649291992188
2018-05-31,646.530029296875
2018-06-01,650.6560668945312
2018-06-04,642.4437866210938
2018-06-05,632.6506958007812
2018-06-06,633.7146606445312
2018-06-07,637.7510375976562
2018-06-08,635.51416015625
2018-06-11,636.9755859375
2018-06-12,636.2199096679688
2018-06-13,633.20751953125
2018-06-14,626.6754760742188
2018-06-15,620.9984741210938
2018-06-18,609.5153198242188
2018-06-19,589.60107421875
2018-06-20,583.029296875
2018-06-21,579.5794677734375
2018-06-22,582.00537109375
2018-06-25,580.205810546875
2018-06-26,581.5081176757812
2018-06-27,575.3837890625
2018-06-28,572.2818603515625
2018-06-29,582.6217041015625
2018-07-02,571.436767578125
2018-07-03,580.8818969726562
2018-07-04,575.0159301757812
2018-07-05,573.7135009765625
2018-07-06,574.1808471679688
2018-07-09,580.5338134765625
2018-07-10,602.1879272460938
2018-07-11,587.4635620117188
2018-07-12,590.2374267578125
2018-07-13,580.0169067382812
2018-07-16,569.7366943359375
2018-07-17,579.4468994140625
2018-07-18,572.1144409179688
2018-07-19,562.5534057617188
2018-07-20,558.1260375976562
2018-07-23,569.0103759765625
2018-07-24,564.7222900390625
2018-07-25,565.4088134765625
2018-07-26,563.0806884765625
2018-07-27,563.5682983398438
2018-07-30,556.8824462890625
2018-07-31,547.361083984375
2018-08-01,545.0230102539062
2018-08-02,530.8256225585938
2018-08-03,560.37451171875
2018-08-06,570.074951171875
2018-08-07,526.5873413085938
2018-08-08,525.3237915039062
2018-08-09,522.72705078125
2018-08-10,497.86419677734375
2018-08-13,479.5179443359375
2018-08-14,483.6468505859375
2018-08-16,489.2382507324219
2018-08-17,503.177001953125
2018-08-20,498.9884033203125
2018-08-21,499.11773681640625
2018-08-23,499.5356140136719
2018-08-24,516.4193725585938
2018-08-27,534.337646484375
2018-08-28,570.1744384765625
2018-08-29,580.0836791992188
2018-08-30,570.8212280273438
2018-08-31,598.6587524414062
2018-09-03,571.54736328125
2018-09-04,557.4395141601562
2018-09-05,553.8677368164062
2018-09-06,548.5549926757812
2018-09-07,552.6441040039062
2018-09-10,541.4314575195312
2018-09-11,540.535888671875
2018-09-12,548.2366333007812
2018-09-14,545.8389282226562
2018-09-17,536.1085205078125
2018-09-18,543.8887939453125
2018-09-19,539.1530151367188
2018-09-21,528.1990356445312
2018-09-24,517.364501953125
2018-09-25,510.1214904785156
2018-09-26,499.5456237792969
2018-09-27,519.0259399414062
2018-09-28,519.7024536132812
2018-10-01,515.7328491210938
2018-10-03,507.6441345214844
2018-10-04,499.0083312988281
2018-10-05,488.5418701171875
2018-10-08,473.8370666503906
2018-10-09,467.01190185546875
2018-10-10,485.5073547363281
2018-10-11,471.8670959472656
2018-10-12,483.38818359375
2018-10-15,476.1651306152344
2018-10-16,470.5935974121094
2018-10-17,463.4600830078125
2018-10-19,449.6407165527344
2018-10-22,445.7506103515625
2018-10-23,437.453125
2018-10-24,431.9412536621094
2018-10-25,418.9178771972656
2018-10-26,414.72930908203125
2018-10-29,418.301025390625
2018-10-30,413.8935546875
2018-10-31,416.7489318847656
2018-11-01,417.6343688964844
2018-11-02,425.8822326660156
2018-11-05,427.7725830078125
2018-11-06,422.7283935546875
2018-11-07,425.07635498046875
2018-11-09,425.9419250488281
2018-11-12,426.26031494140625
2018-11-13,421.1166076660156
2018-11-14,418.7586975097656
2018-11-15,409.0483093261719
2018-11-16,396.7910461425781
2018-11-19,407.72509765625
2018-11-20,404.63092041015625
2018-11-21,405.8746337890625
2018-11-22,409.8641662597656
2018-11-26,408.0235595703125
2018-11-27,411.25701904296875
2018-11-28,407.7947692871094
2018-11-29,410.8988952636719
2018-11-30,405.5362854003906
2018-12-03,408.15289306640625
2018-12-04,408.5309753417969
2018-12-05,403.3574523925781
2018-12-06,394.6221618652344
2018-12-07,389.46844482421875
2018-12-10,381.0116882324219
2018-12-11,384.6531066894531
2018-12-12,388.5233154296875
2018-12-13,390.8514099121094
2018-12-14,390.08526611328125
2018-12-17,400.322998046875
2018-12-18,404.08367919921875
2018-12-19,422.1712341308594
2018-12-20,420.05206298828125
2018-12-21,426.80755615234375
2018-12-24,418.0821533203125
2018-12-26,409.7447814941406
2018-12-27,413.78411865234375
2018-12-28,410.3218078613281
2018-12-31,410.4810485839844
2019-01-01,406.5411376953125
2019-01-02,400.06427001953125
2019-01-03,405.1781311035156
2019-01-04,406.76007080078125
2019-01-07,399.5369873046875
2019-01-08,401.00946044921875
2019-01-09,417.10711669921875
2019-01-10,413.4060363769531
2019-01-11,410.2919616699219
2019-01-14,408.15289306640625
2019-01-15,431.1751708984375
2019-01-16,438.3086242675781
2019-01-17,433.8216857910156
2019-01-18,432.96600341796875
2019-01-21,433.70233154296875
2019-01-22,433.1849670410156
2019-01-23,446.3973388671875
2019-01-24,451.1928405761719
2019-01-25,446.9147033691406
2019-01-28,431.2647399902344
2019-01-29,436.4979553222656
2019-01-30,442.32818603515625
2019-01-31,451.4017639160156
2019-02-01,455.7992858886719
2019-02-04,445.2829895019531
2019-02-05,443.44244384765625
2019-02-06,440.6766357421875
2019-02-07,434.0704040527344
2019-02-08,433.7719421386719
2019-02-11,437.3635559082031
2019-02-12,434.18975830078125
2019-02-14,434.000732421875
2019-02-15,430.1703186035156
2019-02-18,437.045166015625
2019-02-19,437.5028076171875
2019-02-20,446.8251037597656
2019-02-21,447.72064208984375
2019-02-22,448.4766845703125
2019-02-25,444.36773681640625
2019-02-26,442.6465148925781
2019-02-27,440.81591796875
2019-02-28,438.7962341308594
2019-03-01,448.1185607910156
2019-03-05,469.4793701171875
2019-03-06,467.3800964355469
2019-03-07,475.1602478027344
2019-03-08,492.39215087890625
2019-03-11,497.6353759765625
2019-03-12,507.42529296875
2019-03-13,498.0631408691406
2019-03-14,504.84844970703125
2019-03-15,499.50579833984375
2019-03-18,502.1522521972656
2019-03-19,499.01824951171875
2019-03-20,498.7397155761719
2019-03-22,491.6658935546875
2019-03-25,472.5535888671875
2019-03-26,476.63275146484375
2019-03-27,469.2803649902344
2019-03-28,470.3945617675781
2019-04-01,473.4589538574219
2019-04-02,474.0160827636719
2019-04-03,472.9018249511719
2019-04-04,474.6329345703125
2019-04-05,474.981201171875
2019-04-08,474.6130676269531
2019-04-09,474.16534423828125
2019-04-10,478.35394287109375
2019-04-11,475.50848388671875
2019-04-12,479.71697998046875
2019-04-15,468.1958923339844
2019-04-16,463.9873962402344
2019-04-18,463.6988525390625
2019-04-22,459.7490539550781
2019-04-23,461.1618347167969
2019-04-24,460.0276794433594
2019-04-25,464.5047607421875
2019-04-26,468.3949279785156
2019-04-30,467.330322265625
2019-05-02,471.3099670410156
2019-05-03,468.1858825683594
2019-05-06,466.1562805175781
2019-05-07,462.79351806640625
2019-05-08,455.659912109375
2019-05-09,456.0181579589844
2019-05-10,453.3219909667969
2019-05-13,447.1634216308594
2019-05-14,447.7603454589844
2019-05-15,449.2228698730469
2019-05-16,453.4811096191406
2019-05-17,450.65557861328125
2019-05-20,466.86273193359375
2019-05-21,453.5707092285156
2019-05-22,459.72918701171875
2019-05-23,458.2566833496094
2019-05-24,482.9006652832031
2019-05-27,481.1695861816406
2019-05-28,487.716064453125
2019-05-29,485.706298828125
2019-05-30,491.2579650878906
2019-05-31,487.1689147949219
2019-06-03,488.2433776855469
2019-06-04,481.6072998046875
2019-06-06,484.00506591796875
2019-06-07,479.5776672363281
2019-06-10,466.2160339355469
2019-06-11,458.9631042480469
2019-06-12,453.09307861328125
2019-06-13,449.41192626953125
2019-06-14,439.41302490234375
2019-06-17,436.1795959472656
2019-06-18,436.92584228515625
2019-06-19,429.1057434082031
2019-06-20,428.2601318359375
2019-06-21,440.6865539550781
2019-06-24,446.2083740234375
2019-06-25,446.4172668457031
2019-06-26,443.5220642089844
2019-06-27,451.391845703125
2019-06-28,451.4216003417969
2019-07-01,451.2425842285156
2019-07-02,461.321044921875
2019-07-03,465.4001770019531
2019-07-04,466.74334716796875
2019-07-05,459.0924377441406
2019-07-08,439.890625
2019-07-09,443.3629150390625
2019-07-10,449.9491882324219
2019-07-11,452.8145751953125
2019-07-12,441.7013854980469
2019-07-15,433.523193359375
2019-07-16,438.4778137207031
2019-07-17,438.4281005859375
2019-07-18,438.0002746582031
2019-07-19,439.3433837890625
2019-07-22,437.522705078125
2019-07-23,439.06622314453125
2019-07-24,438.4090270996094
2019-07-25,437.1642150878906
2019-07-26,437.721923828125
2019-07-29,426.2600402832031
2019-07-30,406.9112548828125
2019-07-31,424.1090087890625
2019-08-01,397.2020568847656
2019-08-02,391.0777587890625
2019-08-05,379.3968200683594
2019-08-06,375.2939758300781
2019-08-07,373.1231384277344
2019-08-08,372.8144836425781
2019-08-09,386.53680419921875
2019-08-13,396.7638854980469
2019-08-14,468.1640319824219
2019-08-16,471.0021667480469
2019-08-19,460.4564208984375
2019-08-20,440.4106140136719
2019-08-21,441.0578918457031
2019-08-22,458.4747009277344
2019-08-23,462.2489318847656
2019-08-26,476.44927978515625
2019-08-27,507.2200927734375
2019-08-28,536.3179321289062
2019-08-29,525.9812622070312
2019-08-30,529.8151245117188
2019-09-03,527.465087890625
2019-09-04,518.8711547851562
2019-09-05,503.7048034667969
2019-09-06,501.23516845703125
2019-09-09,516.9989624023438
2019-09-11,518.3632202148438
2019-09-12,503.38616943359375
2019-09-13,502.2608947753906
2019-09-16,507.897216796875
2019-09-17,490.75921630859375
2019-09-18,507.52874755859375
2019-09-19,508.7237548828125
2019-09-20,526.379638671875
2019-09-23,573.0436401367188
2019-09-24,563.9020385742188
2019-09-25,562.3087768554688
2019-09-26,569.9963989257812
2019-09-27,569.0503540039062
2019-09-30,578.3812255859375
2019-10-01,578.1521606445312
2019-10-03,582.12548828125
2019-10-04,597.8195190429688
2019-10-07,594.34423828125
2019-10-09,597.6602783203125
2019-10-10,595.8778076171875
2019-10-11,608.8333129882812
2019-10-14,613.5833740234375
2019-10-15,608.0167846679688
2019-10-16,601.1257934570312
2019-10-17,602.8385009765625
2019-10-18,614.459716796875
2019-10-22,595.7681884765625
2019-10-23,594.7723388671875
2019-10-24,600.817138671875
2019-10-25,593.8662109375
2019-10-27,605.228515625
2019-10-29,599.6419677734375
2019-10-30,591.8247680664062
2019-10-31,601.4642944335938
2019-11-01,600.1497802734375
2019-11-04,600.5281982421875
2019-11-05,588.0307006835938
2019-11-06,559.9187622070312
2019-11-07,547.1026000976562
2019-11-08,543.5374755859375
2019-11-11,595.3798828125
2019-11-13,597.4312744140625
2019-11-14,649.9009399414062
2019-11-15,653.4758911132812
2019-11-18,666.1824340820312
2019-11-19,643.7865600585938
2019-11-20,618.1144409179688
2019-11-21,625.3439331054688
2019-11-22,632.742919921875
2019-11-25,635.391845703125
2019-11-26,641.7152099609375
2019-11-27,648.8056030273438
2019-11-28,665.0374145507812
2019-11-29,658.723876953125
2019-12-02,651.7631225585938
2019-12-03,655.1189575195312
2019-12-04,693.7567749023438
2019-12-05,699.2636108398438
2019-12-06,687.1843872070312
2019-12-09,697.9093017578125
2019-12-10,687.8414916992188
2019-12-11,685.7901611328125
2019-12-12,679.7056274414062
2019-12-13,706.7222900390625
2019-12-16,710.0184326171875
2019-12-17,706.7222900390625
2019-12-18,721.4304809570312
2019-12-19,728.441162109375
2019-12-20,739.2456665039062
2019-12-23,744.9816284179688
2019-12-24,746.35595703125
2019-12-26,779.207763671875
2019-12-27,778.0327758789062
2019-12-30,770.892822265625
2019-12-31,756.682373046875
2020-01-01,754.1431884765625
2020-01-02,777.8734741210938
2020-01-03,787.154541015625
2020-01-06,788.5386352539062
2020-01-07,843.4680786132812
2020-01-08,825.04541015625
2020-01-09,829.1382446289062
2020-01-10,834.2766723632812
2020-01-13,834.5155639648438
2020-01-14,825.65283203125
2020-01-15,824.0196533203125
2020-01-16,826.4395141601562
2020-01-17,829.6461181640625
2020-01-20,837.4732666015625
2020-01-21,828.3017578125
2020-01-22,828.8494873046875
2020-01-23,834.3961791992188
2020-01-24,840.610107421875
2020-01-27,860.2476196289062
2020-01-28,881.1497802734375
2020-01-29,861.2433471679688
2020-01-30,896.1170043945312
2020-01-31,926.95751953125
2020-02-03,945.34033203125
2020-02-04,948.7261352539062
2020-02-05,927.2960205078125
2020-02-06,928.9889526367188
2020-02-07,915.625
2020-02-10,918.88134765625
2020-02-11,919.9669189453125
2020-02-12,920.0962524414062
2020-02-13,934.6053466796875
2020-02-14,894.1851196289062
2020-02-17,903.3763427734375
2020-02-18,896.9435424804688
2020-02-19,891.5361938476562
2020-02-20,866.800048828125
2020-02-24,821.2114868164062
2020-02-25,826.21044921875
2020-02-26,804.9098510742188
2020-02-27,800.1698608398438
2020-02-28,762.4083862304688
2020-03-02,783.7288818359375
2020-03-03,803.6154174804688
2020-03-04,775.2744140625
2020-03-05,816.8598022460938
2020-03-06,882.4144897460938
2020-03-09,853.2867431640625
2020-03-11,855.7564086914062
2020-03-12,799.6520385742188
2020-03-13,780.6915893554688
2020-03-16,773.9600219726562
2020-03-17,762.9263305664062
2020-03-18,716.6207885742188
2020-03-19,647.0528564453125
2020-03-20,711.0142211914062
2020-03-23,640.6795654296875
2020-03-24,634.9365844726562
2020-03-25,650.3311157226562
2020-03-26,664.4095458984375
2020-03-27,676.2745971679688
2020-03-30,635.7241821289062
2020-03-31,713.8636474609375
2020-04-01,712.4877319335938
2020-04-03,683.8522338867188
2020-04-07,748.7706298828125
2020-04-08,751.6322021484375
2020-04-09,765.0526733398438
2020-04-13,735.3801879882812
2020-04-15,737.683349609375
2020-04-16,779.7891235351562
2020-04-17,777.0670776367188
2020-04-20,790.8864135742188
2020-04-21,819.5119018554688
2020-04-22,836.1828002929688
2020-04-23,831.6162109375
2020-04-24,838.0074462890625
2020-04-27,837.658447265625
2020-04-28,861.1290893554688
2020-04-29,835.0661010742188
2020-04-30,911.5902709960938
2020-05-04,914.6511840820312
2020-05-05,900.0642700195312
2020-05-06,880.7811889648438
2020-05-07,867.9290771484375
2020-05-08,848.6560668945312
2020-05-11,844.548095703125
2020-05-12,839.1140747070312
2020-05-13,871.2991943359375
2020-05-14,860.9297485351562
2020-05-15,878.6773681640625
2020-05-18,848.7756958007812
2020-05-19,857.8189697265625
2020-05-20,875.5864868164062
2020-05-21,856.732177734375
2020-05-22,865.9249267578125
2020-05-26,897.34228515625
2020-05-27,907.65185546875
2020-05-28,923.8739624023438
2020-05-29,972.2911376953125
2020-06-01,1007.3278198242188
2020-06-02,1036.4420166015625
2020-06-03,1073.821533203125
2020-06-04,1033.061767578125
2020-06-05,998.304443359375
2020-06-08,999.0621337890625
2020-06-09,1005.1741943359375
2020-06-10,1000.916748046875
2020-06-11,992.3619995117188
2020-06-12,992.21240234375
2020-06-15,1055.2364501953125
2020-06-16,1057.5596923828125
2020-06-17,1064.529052734375
2020-06-18,1110.0946044921875
2020-06-19,1134.103515625
2020-06-22,1105.956787109375
2020-06-23,1177.9444580078125
2020-06-24,1128.98876953125
2020-06-25,1135.3798828125
2020-06-26,1112.437744140625
2020-06-29,1106.9737548828125
2020-06-30,1148.3914794921875
2020-07-01,1171.3338623046875
2020-07-02,1188.094482421875
2020-07-03,1193.1595458984375
2020-07-06,1189.9588623046875
2020-07-07,1172.8494873046875
2020-07-08,1213.698974609375
2020-07-09,1240.4498291015625
2020-07-10,1242.3543701171875
2020-07-13,1289.7545166015625
2020-07-14,1268.65673828125
2020-07-15,1289.60498046875
2020-07-16,1285.9056396484375
2020-07-17,1290.04345703125
2020-07-20,1362.2305908203125
2020-07-21,1419.8804931640625
2020-07-22,1470.89013671875
2020-07-23,1525.1298828125
2020-07-24,1532.8272705078125
2020-07-27,1469.8531494140625
2020-07-28,1413.7086181640625
2020-07-29,1445.8739013671875
2020-07-30,1406.101318359375
2020-07-31,1522.248291015625
2020-08-03,1588.99169921875
2020-08-04,1588.064453125
2020-08-05,1568.960693359375
2020-08-06,1540.0858154296875
2020-08-07,1552.728515625
2020-08-10,1604.735107421875
2020-08-11,1598.8426513671875
2020-08-12,1612.492431640625
2020-08-13,1615.732666015625
2020-08-14,1583.20849609375
2020-08-17,1558.5216064453125
2020-08-18,1571.85205078125
2020-08-19,1592.32177734375
2020-08-20,1603.46875
2020-08-21,1611.0166015625
2020-08-24,1620.0098876953125
2020-08-25,1638.7646484375
2020-08-26,1663.701171875
2020-08-27,1717.7716064453125
2020-08-28,1657.7088623046875
2020-08-31,1614.22705078125
2020-09-01,1654.1593017578125
2020-09-02,1658.566162109375
2020-09-03,1678.9161376953125
2020-09-04,1712.248046875
2020-09-07,1778.7716064453125
2020-09-08,1915.288818359375
2020-09-09,1852.892822265625
2020-09-10,1880.2919921875
2020-09-11,1842.5634765625
2020-09-14,1958.8004150390625
2020-09-15,1995.14306640625
2020-09-16,1991.3642578125
2020-09-17,1942.8076171875
2020-09-18,1874.5789794921875
2020-09-21,1774.94287109375
2020-09-22,1705.4879150390625
2020-09-23,1751.9207763671875
2020-09-24,1681.059814453125
2020-09-25,1753.5062255859375
2020-09-28,1796.469482421875
2020-09-29,1811.0064697265625
2020-09-30,1747.254638671875
2020-10-01,1764.8328857421875
2020-10-05,1762.8785400390625
2020-10-06,1738.8094482421875
2020-10-07,1738.07177734375
2020-10-08,1683.8616943359375
2020-10-09,1693.074462890625
2020-10-12,1685.7559814453125
2020-10-13,1798.7227783203125
2020-10-14,1858.067626953125
2020-10-15,1779.7186279296875
2020-10-16,1846.890625
2020-10-19,1905.1187744140625
2020-10-20,1906.43505859375
2020-10-21,1867.3201904296875
2020-10-22,1893.4033203125
2020-10-23,1956.0684814453125
2020-10-26,1898.917236328125
2020-10-27,1892.316650390625
2020-10-28,1830.708251953125
2020-10-29,1804.39599609375
2020-10-30,1854.388671875
2020-11-02,1895.9659423828125
2020-11-03,1896.3348388671875
2020-11-04,1905.68701171875
2020-11-05,1998.2640380859375
2020-11-06,1997.117431640625
2020-11-09,1944.83154296875
2020-11-10,1980.566162109375
2020-11-11,1981.3836669921875
2020-11-12,2015.4930419921875
2020-11-13,2113.52392578125
2020-11-14,2054.3486328125
2020-11-17,2013.509033203125
2020-11-18,2036.241943359375
2020-11-19,2013.7581787109375
2020-11-20,2064.697998046875
2020-11-23,2135.558837890625
2020-11-24,2167.564453125
2020-11-25,2175.560791015625
2020-11-26,2268.87548828125
2020-11-27,2368.980224609375
2020-12-01,2300.10302734375
2020-12-02,2273.182861328125
2020-12-03,2279.175048828125
2020-12-04,2269.733154296875
2020-12-07,2297.830078125
2020-12-08,2355.908935546875
2020-12-09,2363.526123046875
2020-12-10,2411.884033203125
2020-12-11,2518.6884765625
2020-12-14,2572.509765625
2020-12-15,2599.908935546875
2020-12-16,2659.14404296875
2020-12-17,2735.19921875
2020-12-18,2662.68359375
2020-12-21,2584.903076171875
2020-12-22,2494.97900390625
2020-12-23,2522.08837890625
2020-12-24,2536.1171875
2020-12-28,2690.471435546875
2020-12-29,2672.584228515625
2020-12-30,2665.823974609375
2020-12-31,2681.797119140625
2021-01-01,2716.364990234375
2021-01-04,2746.496337890625
2021-01-05,2797.9443359375
2021-01-06,2880.570556640625
2021-01-07,3121.330322265625
2021-01-08,3064.76708984375
2021-01-11,2955.11083984375
2021-01-12,2997.2861328125
2021-01-13,2899.47509765625
2021-01-14,2965.928466796875
2021-01-15,2970.724609375
2021-01-18,3054.12841796875
2021-01-19,3045.164794921875
2021-01-20,3012.351806640625
2021-01-21,2927.223388671875
2021-01-22,2810.21826171875
2021-01-25,2741.102294921875
2021-01-27,2786.916748046875
2021-01-28,2799.659423828125
2021-01-29,2817.1875
2021-02-01,3027.108154296875
2021-02-02,3130.08447265625
2021-02-03,3166.507080078125
2021-02-04,3206.9775390625
2021-02-05,3252.43359375
2021-02-08,3447.24853515625
2021-02-09,3537.11376953125
2021-02-10,3734.67041015625
2021-02-11,3876.44189453125
2021-02-12,3723.633056640625
2021-02-15,3705.576416015625
2021-02-16,3713.14404296875
2021-02-17,3826.8984375
2021-02-18,3980.13623046875
2021-02-19,3884.388916015625
2021-02-22,3732.058349609375
2021-02-23,3837.547119140625
2021-02-24,3959.656982421875
2021-02-25,4034.40625
2021-02-26,3958.101318359375
2021-03-01,3885.236083984375
2021-03-02,3761.780517578125
2021-03-03,3844.03759765625
2021-03-04,3900.611083984375
2021-03-05,3814.923583984375
2021-03-08,3790.02734375
2021-03-09,3890.7900390625
2021-03-10,4008.92138671875
2021-03-12,4117.18212890625
2021-03-15,4165.140625
2021-03-16,4132.736328125
2021-03-17,4003.178466796875
2021-03-18,4227.82470703125
2021-03-19,4254.69580078125
2021-03-22,4041.724609375
2021-03-23,3857.468505859375
2021-03-24,3665.58447265625
2021-03-25,3582.72900390625
2021-03-26,3613.93701171875
2021-03-30,3624.854736328125
2021-03-31,3661.3466796875
2021-04-01,3577.494140625
2021-04-05,3486.612548828125
2021-04-06,3472.4541015625
2021-04-07,3603.268310546875
2021-04-08,3723.51318359375
2021-04-09,3747.59228515625
2021-04-12,3547.084228515625
2021-04-13,3510.4423828125
2021-04-15,3486.811767578125
2021-04-16,3725.358154296875
2021-04-19,3819.18115234375
2021-04-20,3923.17431640625
2021-04-22,3928.7080078125
2021-04-23,3884.08984375
2021-04-26,3883.740478515625
2021-04-27,4021.83349609375
2021-04-28,4160.57421875
2021-04-29,4222.89111328125
2021-04-30,4189.4384765625
2021-05-03,4238.4443359375
2021-05-04,4121.9384765625
2021-05-05,4106.0849609375
2021-05-06,4107.38134765625
2021-05-07,3943.115478515625
2021-05-10,3855.224853515625
2021-05-11,3951.740234375
2021-05-12,3943.66357421875
2021-05-14,3942.36767578125
2021-05-17,3939.22705078125
2021-05-18,3915.09814453125
2021-05-19,3908.6669921875
2021-05-20,3892.21533203125
2021-05-21,3933.244873046875
2021-05-24,3894.858154296875
2021-05-25,3911.608154296875
2021-05-26,3891.069091796875
2021-05-27,3981.652099609375
2021-05-28,3984.892333984375
2021-05-31,4016.947509765625
2021-06-01,4095.316650390625
2021-06-02,4224.3857421875
2021-06-03,4311.52880859375
2021-06-04,4274.63720703125
2021-06-07,4254.64697265625
2021-06-08,4213.86669921875
2021-06-09,4183.50732421875
2021-06-10,4181.01416015625
2021-06-11,4177.17529296875
2021-06-14,4165.31005859375
2021-06-15,4232.3623046875
2021-06-16,4181.01416015625
2021-06-17,4286.501953125
2021-06-18,4414.1259765625
2021-06-21,4574.751953125
2021-06-22,4541.15087890625
2021-06-23,4470.1611328125
2021-06-24,4540.8515625
2021-06-25,4485.8642578125
2021-06-28,4461.5361328125
2021-06-29,4464.57763671875
2021-06-30,4408.04296875
2021-07-01,4398.52197265625
2021-07-02,4505.55615234375
2021-07-05,4595.89013671875
2021-07-06,4596.3876953125
2021-07-07,4511.1396484375
2021-07-08,4517.171875
