Date,ABREL
1997-12-03,50.05136489868164
1997-12-04,49.561065673828125
1997-12-05,46.61927795410156
1997-12-08,43.3914680480957
1997-12-09,41.757137298583984
1997-12-10,40.57225036621094
1997-12-11,41.06254196166992
1997-12-12,41.06254196166992
1997-12-15,42.492584228515625
1997-12-16,44.658077239990234
1997-12-17,46.29240036010742
1997-12-18,46.90528106689453
1997-12-19,50.21479415893555
1997-12-22,53.52431869506836
1997-12-23,53.52431869506836
1997-12-24,57.242427825927734
1997-12-25,57.242427825927734
1997-12-26,59.979923248291016
1997-12-29,60.960514068603516
1997-12-30,57.44671630859375
1997-12-31,58.38644790649414
1998-01-01,58.46817398071289
1998-01-02,58.222999572753906
1998-01-05,57.732723236083984
1998-01-06,56.711265563964844
1998-01-07,57.732723236083984
1998-01-08,53.9737548828125
1998-01-09,52.421146392822266
1998-01-12,51.113677978515625
1998-01-13,50.95024490356445
1998-01-14,50.78681945800781
1998-01-15,49.520206451416016
1998-01-16,50.99110412597656
1998-01-19,52.25771713256836
1998-01-20,51.64483642578125
1998-01-21,51.60397720336914
1998-01-22,50.173946380615234
1998-01-23,49.88792419433594
1998-01-26,49.88792419433594
1998-01-27,47.27299880981445
1998-01-28,45.7612419128418
1998-01-29,45.393524169921875
1998-01-30,48.45789337158203
1998-02-02,47.232147216796875
1998-02-03,47.4772834777832
1998-02-04,47.27299880981445
1998-02-05,47.436431884765625
1998-02-06,47.313865661621094
1998-02-09,46.57841491699219
1998-02-10,47.313865661621094
1998-02-11,45.63866424560547
1998-02-12,45.63866424560547
1998-02-13,44.94407653808594
1998-02-16,44.94407653808594
1998-02-17,46.2106819152832
1998-02-18,45.475242614746094
1998-02-19,45.88382339477539
1998-02-20,45.43437576293945
1998-02-23,45.311805725097656
1998-02-24,45.556949615478516
1998-02-25,47.72244644165039
1998-02-26,49.88792419433594
1998-02-27,50.82767868041992
1998-03-02,55.9349365234375
1998-03-03,51.03196334838867
1998-03-04,55.730655670166016
1998-03-05,54.54576873779297
1998-03-06,54.34148406982422
1998-03-09,54.95435333251953
1998-03-10,53.60602569580078
1998-03-11,51.52225875854492
1998-03-12,50.45995330810547
1998-03-13,50.45995330810547
1998-03-16,51.481407165527344
1998-03-17,50.70509338378906
1998-03-18,54.91349411010742
1998-03-19,53.93288803100586
1998-03-20,53.2791633605957
1998-03-23,53.93288803100586
1998-03-24,59.326175689697266
1998-03-25,65.29150390625
1998-03-26,61.777671813964844
1998-03-27,61.491676330566406
1998-03-30,58.9176139831543
1998-03-31,55.6898078918457
1998-04-01,58.50901794433594
1998-04-02,57.28326416015625
1998-04-03,57.61014175415039
1998-04-06,63.37113952636719
1998-04-07,64.14744567871094
1998-04-08,64.14744567871094
1998-04-09,65.74095153808594
1998-04-10,66.35379791259766
1998-04-13,71.95137786865234
1998-04-14,71.95137786865234
1998-04-15,75.50605773925781
1998-04-16,71.95137786865234
1998-04-17,71.13422393798828
1998-04-20,70.72565460205078
1998-04-21,74.28030395507812
1998-04-22,74.64803314208984
1998-04-23,71.78794860839844
1998-04-24,68.19242095947266
1998-04-27,65.86351013183594
1998-04-28,60.51105880737305
1998-04-29,59.8982048034668
1998-04-30,61.04222869873047
1998-05-01,61.04222869873047
1998-05-04,62.22712326049805
1998-05-05,67.25270080566406
1998-05-06,64.3108901977539
1998-05-07,64.3108901977539
1998-05-08,63.1668586730957
1998-05-11,63.044281005859375
1998-05-12,59.448753356933594
1998-05-13,56.09837341308594
1998-05-14,58.59074020385742
1998-05-15,56.91554260253906
1998-05-18,58.304725646972656
1998-05-19,61.083091735839844
1998-05-20,62.7174186706543
1998-05-21,59.28532028198242
1998-05-22,59.530460357666016
1998-05-25,58.6724739074707
1998-05-26,56.6703987121582
1998-05-27,57.07897186279297
1998-05-28,55.60807800292969
1998-05-29,55.28121566772461
1998-06-01,54.8317756652832
1998-06-02,51.93083572387695
1998-06-03,51.889976501464844
1998-06-04,50.09221649169922
1998-06-05,45.148372650146484
1998-06-08,41.26683807373047
1998-06-09,43.2280387878418
1998-06-10,39.1422119140625
1998-06-11,38.36590576171875
1998-06-12,37.95732116699219
1998-06-15,35.914405822753906
1998-06-16,35.138099670410156
1998-06-17,38.57019805908203
1998-06-18,37.14015197753906
1998-06-19,33.87149429321289
1998-06-22,34.198360443115234
1998-06-23,32.93175506591797
1998-06-24,34.81123733520508
1998-06-25,35.66925811767578
1998-06-26,34.361793518066406
1998-06-29,37.058433532714844
1998-06-30,34.93379592895508
1998-07-01,32.3597297668457
1998-07-02,31.338279724121094
1998-07-03,29.622228622436523
1998-07-06,30.521114349365234
1998-07-07,33.381195068359375
1998-07-08,33.58547592163086
1998-07-09,32.97261047363281
1998-07-10,33.09518814086914
1998-07-13,33.09518814086914
1998-07-14,32.93175506591797
1998-07-15,32.68659973144531
1998-07-16,32.564029693603516
1998-07-17,32.07372283935547
1998-07-20,31.624292373657227
1998-07-21,31.215709686279297
1998-07-22,32.07372283935547
1998-07-23,31.338279724121094
1998-07-24,30.684551239013672
1998-07-27,30.439409255981445
1998-07-28,30.561975479125977
1998-07-29,31.01142120361328
1998-07-30,31.13399314880371
1998-07-31,30.888835906982422
1998-08-03,30.888835906982422
1998-08-04,30.888835906982422
1998-08-05,30.521114349365234
1998-08-06,30.766265869140625
1998-08-07,30.60283660888672
1998-08-10,30.64369773864746
1998-08-11,29.581375122070312
1998-08-12,28.723358154296875
1998-08-13,29.172794342041016
1998-08-14,28.88677978515625
1998-08-17,28.76421546936035
1998-08-18,28.478200912475586
1998-08-19,27.90618896484375
1998-08-20,27.783613204956055
1998-08-21,27.252456665039062
1998-08-24,27.08902359008789
1998-08-25,27.57932472229004
1998-08-26,27.57932472229004
1998-08-27,27.375032424926758
1998-08-28,26.721302032470703
1998-08-31,25.822418212890625
1998-09-01,24.514957427978516
1998-09-02,25.086973190307617
1998-09-03,25.209545135498047
1998-09-04,25.41383934020996
1998-09-07,27.00730323791504
1998-09-08,26.80301284790039
1998-09-09,27.211599349975586
1998-09-10,26.63958168029785
1998-09-11,25.005250930786133
1998-09-14,26.35357093811035
1998-09-15,27.08902359008789
1998-09-16,27.661035537719727
1998-09-17,29.908241271972656
1998-09-18,32.31888198852539
1998-09-21,34.606937408447266
1998-09-22,34.198360443115234
1998-09-23,34.68865966796875
1998-09-24,34.402645111083984
1998-09-25,33.66720199584961
1998-09-28,32.523170471191406
1998-09-29,30.64369773864746
1998-09-30,30.357681274414062
1998-10-01,30.357681274414062
1998-10-02,30.357681274414062
1998-10-05,27.94704818725586
1998-10-06,28.968503952026367
1998-10-07,30.72540283203125
1998-10-08,28.723358154296875
1998-10-09,28.27391242980957
1998-10-12,27.04816436767578
1998-10-13,26.557865142822266
1998-10-14,27.497604370117188
1998-10-15,26.76215934753418
1998-10-16,26.149282455444336
1998-10-19,26.149282455444336
1998-10-20,26.026708602905273
1998-10-21,26.026708602905273
1998-10-22,26.108427047729492
1998-10-23,26.47614860534668
1998-10-26,28.600780487060547
1998-10-27,26.435293197631836
1998-10-28,25.37297821044922
1998-10-29,25.536405563354492
1998-10-30,24.841819763183594
1998-11-02,25.005250930786133
1998-11-03,24.14723014831543
1998-11-04,24.14723014831543
1998-11-05,24.106372833251953
1998-11-06,23.902080535888672
1998-11-09,25.61812400817871
1998-11-10,27.375032424926758
1998-11-11,27.661035537719727
1998-11-12,26.721302032470703
1998-11-13,26.47614860534668
1998-11-16,26.27185821533203
1998-11-17,27.742752075195312
1998-11-18,28.519058227539062
1998-11-19,27.783613204956055
1998-11-20,27.334169387817383
1998-11-23,26.47614860534668
1998-11-24,26.51700782775879
1998-11-25,26.51700782775879
1998-11-26,26.680442810058594
1998-11-27,25.985849380493164
1998-11-30,26.557865142822266
1998-12-01,25.985849380493164
1998-12-02,26.108427047729492
1998-12-03,25.740703582763672
1998-12-04,25.454692840576172
1998-12-07,26.394432067871094
1998-12-08,26.394432067871094
1998-12-09,26.108427047729492
1998-12-10,25.90413475036621
1998-12-11,25.740703582763672
1998-12-14,27.4158878326416
1998-12-15,27.04816436767578
1998-12-16,28.600780487060547
1998-12-17,26.80301284790039
1998-12-18,27.661035537719727
1998-12-21,29.417940139770508
1998-12-22,31.78772735595703
1998-12-23,32.31888198852539
1998-12-24,34.93379592895508
1998-12-25,34.93379592895508
1998-12-28,37.5895881652832
1998-12-29,36.97671890258789
1998-12-30,35.383243560791016
1998-12-31,33.7489128112793
1999-01-01,35.05638122558594
1999-01-04,36.97671890258789
1999-01-05,37.221866607666016
1999-01-06,36.36384582519531
1999-01-07,35.71010971069336
1999-01-08,37.181007385253906
1999-01-11,38.48847198486328
1999-01-12,41.59370803833008
1999-01-13,44.12690353393555
1999-01-14,40.61310958862305
1999-01-15,37.38529586791992
1999-01-18,37.753028869628906
1999-01-19,34.729515075683594
1999-01-20,34.729515075683594
1999-01-21,36.036983489990234
1999-01-22,34.11663818359375
1999-01-25,32.48230743408203
1999-01-26,32.48230743408203
1999-01-27,35.09723663330078
1999-01-28,33.17689895629883
1999-01-29,30.64369773864746
1999-02-01,28.19220542907715
1999-02-02,26.51700782775879
1999-02-03,27.17074203491211
1999-02-04,25.822418212890625
1999-02-05,24.433237075805664
1999-02-08,23.69779396057129
1999-02-09,25.536405563354492
1999-02-10,26.067567825317383
1999-02-11,25.168685913085938
1999-02-12,24.760103225708008
1999-02-15,23.69779396057129
1999-02-16,23.248350143432617
1999-02-17,24.18808937072754
1999-02-18,24.841819763183594
1999-02-19,23.942935943603516
1999-02-22,23.902080535888672
1999-02-23,25.005250930786133
1999-02-24,27.00730323791504
1999-02-25,26.80301284790039
1999-02-26,26.067567825317383
1999-03-01,24.80095863342285
1999-03-02,24.80095863342285
1999-03-03,24.88267707824707
1999-03-04,24.555814743041992
1999-03-05,23.861223220825195
1999-03-08,24.065509796142578
1999-03-09,23.861223220825195
1999-03-10,24.514957427978516
1999-03-11,23.166629791259766
1999-03-12,22.67633056640625
1999-03-15,22.47203826904297
1999-03-16,21.69573402404785
1999-03-17,21.818307876586914
1999-03-18,23.575218200683594
1999-03-19,21.85917091369629
1999-03-22,22.717187881469727
1999-03-23,24.555814743041992
1999-03-24,25.127822875976562
1999-03-25,24.106372833251953
1999-03-26,23.166629791259766
1999-03-29,23.166629791259766
1999-03-30,23.656932830810547
1999-03-31,24.63752555847168
1999-04-01,24.63752555847168
1999-04-02,24.63752555847168
1999-04-05,22.8806209564209
1999-04-06,23.044055938720703
1999-04-07,23.248350143432617
1999-04-08,22.962339401245117
1999-04-09,21.981739044189453
1999-04-12,21.85917091369629
1999-04-13,21.736591339111328
1999-04-14,21.736591339111328
1999-04-15,21.573158264160156
1999-04-16,23.330062866210938
1999-04-19,21.328004837036133
1999-04-20,21.328004837036133
1999-04-21,21.6140193939209
1999-04-22,20.67427635192871
1999-04-23,20.020545959472656
1999-04-26,18.427074432373047
1999-04-27,18.427074432373047
1999-04-28,19.203378677368164
1999-04-29,19.366817474365234
1999-04-30,20.51084327697754
1999-05-03,20.020545959472656
1999-05-04,20.265695571899414
1999-05-05,21.9000244140625
1999-05-06,23.656932830810547
1999-05-07,24.065509796142578
1999-05-10,26.026708602905273
1999-05-11,28.11048126220703
1999-05-12,30.357681274414062
1999-05-13,32.80917739868164
1999-05-14,35.46495819091797
1999-05-17,38.325050354003906
1999-05-18,41.389408111572266
1999-05-19,44.698936462402344
1999-05-20,48.29446029663086
1999-05-21,44.45378112792969
1999-05-24,40.89911651611328
1999-05-25,41.675418853759766
1999-05-26,38.44761276245117
1999-05-27,36.36384582519531
1999-05-28,34.729515075683594
1999-05-31,37.507877349853516
1999-06-01,35.54668045043945
1999-06-02,35.46495819091797
1999-06-03,36.772430419921875
1999-06-04,37.181007385253906
1999-06-07,40.16366195678711
1999-06-08,43.3914680480957
1999-06-09,45.148372650146484
1999-06-10,43.02374267578125
1999-06-11,41.10341262817383
1999-06-14,40.85825729370117
1999-06-15,41.34855270385742
1999-06-16,43.18718719482422
1999-06-17,43.02374267578125
1999-06-18,41.30769729614258
1999-06-21,44.29034423828125
1999-06-22,43.71834182739258
1999-06-23,43.43232727050781
1999-06-24,43.67747497558594
1999-06-25,46.496700286865234
1999-06-28,50.21479415893555
1999-06-29,48.825618743896484
1999-06-30,47.436431884765625
1999-07-01,43.963478088378906
1999-07-02,45.597808837890625
1999-07-05,48.98904800415039
1999-07-06,49.27505111694336
1999-07-07,52.7071418762207
1999-07-08,55.32207107543945
1999-07-09,59.73476028442383
1999-07-12,63.085140228271484
1999-07-13,60.42934799194336
1999-07-14,59.93906784057617
1999-07-15,57.732723236083984
1999-07-16,61.12395095825195
1999-07-19,65.33235168457031
1999-07-20,63.1668586730957
1999-07-21,63.61629867553711
1999-07-22,61.94112014770508
1999-07-23,60.63365173339844
1999-07-26,55.8123779296875
