Date,ABREL
1996-01-01,3824.33203125
1996-01-02,3839.85888671875
1996-01-03,3844.760986328125
1996-01-04,3799.818359375
1996-01-05,3861.105712890625
1996-01-08,3799.818359375
1996-01-09,3758.959716796875
1996-01-10,3758.959716796875
1996-01-11,3861.105712890625
1996-01-12,3901.9638671875
1996-01-15,3870.625732421875
1996-01-16,3861.227294921875
1996-01-17,3881.534912109375
1996-01-18,3861.105712890625
1996-01-19,3842.71875
1996-01-22,3859.266357421875
1996-01-23,3865.191650390625
1996-01-24,3869.278076171875
1996-01-25,3901.9638671875
1996-01-26,3901.9638671875
1996-01-29,3901.9638671875
1996-01-30,3960.472900390625
1996-01-31,3881.534912109375
1996-02-01,3922.393310546875
1996-02-02,3941.1875
1996-02-05,4065.396728515625
1996-02-06,4024.53857421875
1996-02-07,4044.966796875
1996-02-08,4085.009521484375
1996-02-09,4330.97412109375
1996-02-12,4547.52392578125
1996-02-13,4572.8154296875
1996-02-14,4676.1044921875
1996-02-15,4678.26953125
1996-02-16,4705.072265625
1996-02-19,4731.59033203125
1996-02-20,4770.20068359375
1996-02-21,4770.20068359375
1996-02-22,4751.81494140625
1996-02-23,4786.544921875
1996-02-26,4862.1318359375
1996-02-27,4870.3037109375
1996-02-28,4901.3564453125
1996-02-29,4821.2734375
1996-03-01,4975.26953125
1996-03-04,4862.05029296875
1996-03-05,4862.05029296875
1996-03-06,4841.703125
1996-03-07,4849.875
1996-03-08,4862.1318359375
1996-03-11,4780.4150390625
1996-03-12,4841.86669921875
1996-03-13,4821.2734375
1996-03-14,4860.49853515625
1996-03-15,4944.25732421875
1996-03-18,4952.02001953125
1996-03-19,4903.806640625
1996-03-20,4903.806640625
1996-03-21,4903.806640625
1996-03-22,4903.806640625
1996-03-25,4903.806640625
1996-03-26,4617.71923828125
1996-03-27,4854.24560546875
1996-03-28,4911.1630859375
1996-03-29,4911.1630859375
1996-04-01,4907.07666015625
1996-04-02,4984.6669921875
1996-04-03,4990.83642578125
1996-04-04,4984.70654296875
1996-04-05,4984.70654296875
1996-04-08,5025.56494140625
1996-04-09,5144.05419921875
1996-04-10,5111.3671875
1996-04-11,5157.12890625
1996-04-12,5148.1396484375
1996-04-15,5188.998046875
1996-04-16,5161.3779296875
1996-04-17,5219.6416015625
1996-04-18,5188.998046875
1996-04-19,5169.9580078125
1996-04-22,5122.11376953125
1996-04-23,4954.75830078125
1996-04-24,5107.28173828125
1996-04-25,5172.6552734375
1996-04-26,5148.1396484375
1996-04-29,5145.81103515625
1996-04-30,5177.72021484375
1996-05-01,5245.38232421875
1996-05-02,5291.14453125
1996-05-03,5147.32275390625
1996-05-06,4902.58203125
1996-05-07,4822.09130859375
1996-05-08,4984.70654296875
1996-05-09,4907.07666015625
1996-05-10,4862.1318359375
1996-05-13,4894.82080078125
1996-05-14,4902.99072265625
1996-05-15,4861.9677734375
1996-05-16,5066.42333984375
1996-05-17,4911.9794921875
1996-05-20,4706.87109375
1996-05-21,4821.2734375
1996-05-22,4706.87109375
1996-05-23,4674.1845703125
1996-05-24,4616.98291015625
1996-05-27,4543.4384765625
1996-05-28,4494.40771484375
1996-05-29,4535.2666015625
1996-05-30,4521.375
1996-05-31,4543.4384765625
1996-06-03,4653.75634765625
1996-06-04,4719.1279296875
1996-06-05,4698.69921875
1996-06-06,4724.0322265625
1996-06-07,4739.55712890625
1996-06-10,4690.52734375
1996-06-11,4690.52734375
1996-06-12,4658.16796875
1996-06-13,4621.15087890625
1996-06-14,4657.84130859375
1996-06-17,4637.4111328125
1996-06-18,4678.26953125
1996-06-19,4555.69482421875
1996-06-20,4535.2666015625
1996-06-21,4616.98291015625
1996-06-24,4494.40771484375
1996-06-25,4473.9794921875
1996-06-26,4330.97412109375
1996-06-27,4294.20263671875
1996-06-28,4330.97412109375
1996-07-01,4155.2841796875
1996-07-02,4179.79931640625
1996-07-03,4085.825439453125
1996-07-04,4187.97021484375
1996-07-05,4085.825439453125
1996-07-08,4085.825439453125
1996-07-09,3987.766357421875
1996-07-10,4004.108642578125
1996-07-11,3924.84423828125
1996-07-12,3884.271240234375
1996-07-15,3738.53076171875
1996-07-16,3767.130615234375
1996-07-17,3825.640380859375
1996-07-18,3779.389404296875
1996-07-19,3763.4541015625
1996-07-22,3736.48779296875
1996-07-23,3680.103515625
1996-07-24,3757.61181640625
1996-07-25,3714.015380859375
1996-07-26,3677.325439453125
1996-07-29,3697.672119140625
1996-07-30,3596.220458984375
1996-07-31,3669.071533203125
1996-08-01,3664.985595703125
1996-08-02,3554.668701171875
1996-08-05,3494.93359375
1996-08-06,3273.19580078125
1996-08-07,3391.23486328125
1996-08-08,3389.6015625
1996-08-09,3391.23486328125
1996-08-12,3350.376953125
1996-08-13,3303.79833984375
1996-08-14,3286.842529296875
1996-08-15,3286.842529296875
1996-08-16,3309.518798828125
1996-08-19,3205.739013671875
1996-08-20,3100.978515625
1996-08-21,3146.08544921875
1996-08-22,3264.57470703125
1996-08-23,3264.57470703125
1996-08-26,3268.659912109375
1996-08-27,3314.503662109375
1996-08-28,3427.190673828125
1996-08-29,3364.51416015625
1996-08-30,3385.80126953125
1996-09-02,3352.011474609375
1996-09-03,3309.0693359375
1996-09-04,3268.659912109375
1996-09-05,3231.887939453125
1996-09-06,3246.1884765625
1996-09-09,3186.943603515625
1996-09-10,3188.986572265625
1996-09-11,3146.126708984375
1996-09-12,3154.257080078125
1996-09-13,3125.656982421875
1996-09-16,3064.368896484375
1996-09-17,2978.566650390625
1996-09-18,3023.510986328125
1996-09-19,3007.168212890625
1996-09-20,3052.111572265625
1996-09-23,2982.65234375
1996-09-24,2925.451171875
1996-09-25,2869.3525390625
1996-09-26,2734.80615234375
1996-09-27,2601.445068359375
1996-09-30,2500.52490234375
1996-10-01,2500.52490234375
1996-10-02,2500.52490234375
1996-10-03,2444.753662109375
1996-10-04,2393.76220703125
1996-10-07,2285.611328125
1996-10-08,2369.3701171875
1996-10-09,2421.137939453125
1996-10-10,2437.72607421875
1996-10-11,2469.88134765625
1996-10-14,2431.3525390625
1996-10-15,2398.829345703125
1996-10-16,2462.935546875
1996-10-17,2397.8076171875
1996-10-18,2383.26220703125
1996-10-21,2383.26220703125
1996-10-22,2405.243408203125
1996-10-23,2525.122314453125
1996-10-24,2594.4990234375
1996-10-25,2467.838623046875
1996-10-28,2353.966552734375
1996-10-29,2401.893310546875
1996-10-30,2401.893310546875
1996-10-31,2391.842041015625
1996-11-01,2398.37939453125
1996-11-04,2374.681884765625
1996-11-05,2353.84423828125
1996-11-06,2353.435546875
1996-11-07,2353.435546875
1996-11-08,2378.236572265625
1996-11-11,2349.43115234375
1996-11-12,2349.43115234375
1996-11-13,2344.201416015625
1996-11-14,2252.9248046875
1996-11-15,2247.203857421875
1996-11-18,2145.05859375
1996-11-19,2037.8052978515625
1996-11-20,1935.94580078125
1996-11-21,1839.152587890625
1996-11-22,1748.7333984375
1996-11-25,1776.639404296875
1996-11-26,1735.1273193359375
1996-11-27,1650.6734619140625
1996-11-28,1573.042724609375
1996-11-29,1518.292724609375
1996-12-02,1528.098876953125
1996-12-03,1491.6533203125
1996-12-04,1430.16162109375
1996-12-05,1410.2637939453125
1996-12-06,1420.23291015625
1996-12-09,1410.181640625
1996-12-10,1339.701416015625
1996-12-11,1387.791259765625
1996-12-12,1339.9873046875
1996-12-13,1289.6090087890625
1996-12-16,1354.124267578125
1996-12-17,1382.561767578125
1996-12-18,1450.8355712890625
1996-12-19,1523.4000244140625
1996-12-20,1567.3226318359375
1996-12-23,1585.1778564453125
1996-12-24,1520.9488525390625
1996-12-25,1520.9488525390625
1996-12-26,1595.3514404296875
1996-12-27,1595.3514404296875
1996-12-30,1595.3514404296875
1996-12-31,1600.866943359375
1997-01-01,1679.356201171875
1997-01-02,1679.4378662109375
1997-01-03,1674.3712158203125
1997-01-06,1734.555419921875
1997-01-07,1821.29736328125
1997-01-08,1912.370361328125
1997-01-09,1970.5523681640625
1997-01-10,2069.10302734375
1997-01-13,2092.677978515625
1997-01-14,2093.29150390625
1997-01-15,2197.92822265625
1997-01-16,2237.3984375
1997-01-17,2189.47216796875
1997-01-20,2132.310302734375
1997-01-21,2046.1815185546875
1997-01-22,2099.256591796875
1997-01-23,2099.256591796875
1997-01-24,2058.112060546875
1997-01-27,2080.992431640625
1997-01-28,2104.6904296875
1997-01-29,2104.036376953125
1997-01-30,2030.3280029296875
1997-01-31,1976.8040771484375
1997-02-03,1879.520263671875
1997-02-04,1897.2122802734375
1997-02-05,1946.4466552734375
1997-02-06,1928.5096435546875
1997-02-07,1941.5845947265625
1997-02-10,1957.11083984375
1997-02-11,1965.2816162109375
1997-02-12,1949.1019287109375
1997-02-13,1947.5902099609375
1997-02-14,1921.72705078125
1997-02-17,1924.2603759765625
1997-02-18,1894.025390625
1997-02-19,1907.0587158203125
1997-02-20,1896.5177001953125
1997-02-21,1883.320068359375
1997-02-24,1849.3262939453125
1997-02-25,1804.545654296875
1997-02-26,1816.8443603515625
1997-02-27,1865.1380615234375
1997-02-28,1986.5699462890625
1997-03-03,2190.165283203125
1997-03-04,2165.89697265625
1997-03-05,2234.047607421875
1997-03-06,2203.28125
1997-03-07,2203.28125
1997-03-10,2108.531982421875
1997-03-11,2028.408447265625
1997-03-12,2069.062255859375
1997-03-13,2035.435302734375
1997-03-14,2034.33203125
1997-03-17,1997.5601806640625
1997-03-18,1976.6004638671875
1997-03-19,1961.6044921875
1997-03-20,1950.98193359375
1997-03-21,1965.6905517578125
1997-03-24,1965.6905517578125
1997-03-25,1923.6063232421875
1997-03-26,1932.5958251953125
1997-03-27,1891.5330810546875
1997-03-28,1891.5330810546875
1997-03-31,1796.9871826171875
1997-04-01,1763.320068359375
1997-04-02,1829.346435546875
1997-04-03,1838.6627197265625
1997-04-04,1808.386474609375
1997-04-07,1729.6116943359375
1997-04-08,1729.6116943359375
1997-04-09,1774.310302734375
1997-04-10,1728.2222900390625
1997-04-11,1703.9117431640625
1997-04-14,1703.9117431640625
1997-04-15,1699.9483642578125
1997-04-16,1699.9483642578125
1997-04-17,1724.095703125
1997-04-18,1724.095703125
1997-04-21,1734.106201171875
1997-04-22,1708.7740478515625
1997-04-23,1713.0234375
1997-04-24,1713.7584228515625
1997-04-25,1708.324951171875
1997-04-28,1793.75927734375
1997-04-29,1883.4837646484375
1997-04-30,1977.6619873046875
1997-05-01,1977.6619873046875
1997-05-02,2007.488525390625
1997-05-05,1960.4197998046875
1997-05-06,1862.4012451171875
1997-05-07,1769.2850341796875
1997-05-08,1680.82666015625
1997-05-09,1596.78173828125
1997-05-12,1584.97314453125
1997-05-13,1584.5240478515625
1997-05-14,1505.3001708984375
1997-05-15,1510.938232421875
1997-05-16,1553.798828125
1997-05-19,1562.05224609375
1997-05-20,1554.2069091796875
1997-05-21,1538.4765625
1997-05-22,1537.6187744140625
1997-05-23,1520.33544921875
1997-05-26,1515.80029296875
1997-05-27,1528.4664306640625
1997-05-28,1481.642822265625
1997-05-29,1483.7266845703125
1997-05-30,1504.89111328125
1997-06-02,1520.9488525390625
1997-06-03,1534.023193359375
1997-06-04,1534.635986328125
1997-06-05,1533.9822998046875
1997-06-06,1529.56982421875
1997-06-09,1528.3441162109375
1997-06-10,1531.817138671875
1997-06-11,1540.8463134765625
1997-06-12,1584.1563720703125
1997-06-13,1603.9725341796875
1997-06-16,1579.335205078125
1997-06-17,1601.6844482421875
1997-06-18,1618.31396484375
1997-06-19,1610.3052978515625
1997-06-20,1603.931640625
1997-06-23,1594.8204345703125
1997-06-24,1597.72119140625
1997-06-25,1597.394287109375
1997-06-26,1593.5535888671875
1997-06-27,1631.47021484375
1997-06-30,1713.0234375
1997-07-01,1798.702880859375
1997-07-02,1823.7896728515625
1997-07-03,1766.874755859375
1997-07-04,1753.7999267578125
1997-07-07,1778.8868408203125
1997-07-08,1776.3536376953125
1997-07-09,1823.0540771484375
1997-07-10,1913.4732666015625
1997-07-11,1873.473388671875
1997-07-14,1798.212646484375
1997-07-15,1819.2545166015625
1997-07-16,1814.8419189453125
1997-07-17,1811.777587890625
1997-07-18,1811.777587890625
1997-07-21,1799.846923828125
1997-07-22,1817.9468994140625
1997-07-23,1817.5384521484375
1997-07-24,1789.5911865234375
1997-07-25,1763.56494140625
1997-07-28,1757.1910400390625
1997-07-29,1748.7333984375
1997-07-30,1783.2177734375
1997-07-31,1813.6568603515625
1997-08-01,1904.36279296875
1997-08-04,1999.6024169921875
1997-08-05,2009.20458984375
1997-08-06,2009.20458984375
1997-08-07,2043.9342041015625
1997-08-08,2029.673828125
1997-08-11,2010.83935546875
1997-08-12,1989.960693359375
1997-08-13,1991.5537109375
1997-08-14,1982.9732666015625
1997-08-15,1982.9732666015625
1997-08-18,1935.006103515625
1997-08-19,1874.16845703125
1997-08-20,1820.480224609375
1997-08-21,1802.4208984375
1997-08-22,1770.061279296875
1997-08-25,1735.1273193359375
1997-08-26,1772.512451171875
1997-08-27,1792.7781982421875
1997-08-28,1765.1175537109375
1997-08-29,1739.9486083984375
1997-09-01,1746.281494140625
1997-09-02,1727.8953857421875
1997-09-03,889.5657958984375
1997-09-04,860.5974731445312
1997-09-05,882.4566650390625
1997-09-08,884.826416015625
1997-09-09,882.0482788085938
1997-09-10,878.2481079101562
1997-09-11,873.9580078125
1997-09-12,871.5474853515625
1997-09-15,866.8487548828125
1997-09-16,869.8723754882812
1997-09-17,860.4747314453125
1997-09-18,843.0691528320312
1997-09-19,824.111083984375
1997-09-22,811.935302734375
1997-09-23,808.2989501953125
1997-09-24,816.7972412109375
1997-09-25,814.91796875
1997-09-26,806.7054443359375
1997-09-29,783.2935791015625
1997-09-30,776.306884765625
1997-10-01,759.9226684570312
1997-10-02,759.9226684570312
1997-10-03,759.9226684570312
1997-10-06,759.9226684570312
1997-10-07,759.9226684570312
1997-10-08,759.9226684570312
1997-10-09,714.8967895507812
1997-10-10,721.4342041015625
1997-10-13,740.1881713867188
1997-10-14,730.5048828125
1997-10-15,737.0828857421875
1997-10-16,742.7213745117188
1997-10-17,754.2434692382812
1997-10-20,755.7958374023438
1997-10-21,735.0808715820312
1997-10-22,741.8633422851562
1997-10-23,732.1798706054688
1997-10-24,730.5455932617188
1997-10-27,727.2769165039062
1997-10-28,695.7343139648438
1997-10-29,721.270751953125
1997-10-30,733.8143310546875
1997-10-31,733.8143310546875
1997-11-03,715.4280395507812
1997-11-04,700.3104858398438
1997-11-05,685.0294799804688
1997-11-06,670.4430541992188
1997-11-07,670.0753784179688
1997-11-10,661.90380859375
1997-11-11,651.2398681640625
1997-11-12,626.1118774414062
1997-11-13,614.9984130859375
1997-11-14,614.9984130859375
1997-11-17,608.7879638671875
1997-11-18,611.8115234375
1997-11-19,598.001220703125
1997-11-20,608.5428466796875
1997-11-21,608.6653442382812
1997-11-24,578.4303588867188
1997-11-25,553.2208251953125
1997-11-26,553.2208251953125
1997-11-27,553.2208251953125
1997-11-28,553.2208251953125
1997-12-01,553.2208251953125
1997-12-02,553.2208251953125
