Date,REDINGTON
2007-02-15,10.205731391906738
2007-02-19,10.383411407470703
2007-02-20,10.12468147277832
2007-02-21,10.423934936523438
2007-02-22,10.227551460266113
2007-02-23,8.986903190612793
2007-02-26,9.052363395690918
2007-02-27,10.11533260345459
2007-02-28,9.336031913757324
2007-03-01,9.36408519744873
2007-03-02,9.189519882202148
2007-03-05,8.207601547241211
2007-03-06,7.911468982696533
2007-03-07,7.8958821296691895
2007-03-08,8.248123168945312
2007-03-09,8.076680183410645
2007-03-12,8.86533260345459
2007-03-13,8.983787536621094
2007-03-14,8.329172134399414
2007-03-15,8.522439002990723
2007-03-16,8.768698692321777
2007-03-19,8.771817207336426
2007-03-20,8.790517807006836
2007-03-21,8.756229400634766
2007-03-22,8.821691513061523
2007-03-23,8.572314262390137
2007-03-26,8.394634246826172
2007-03-28,8.441391944885254
2007-03-29,8.428922653198242
2007-03-30,8.541142463684082
2007-04-02,8.207601547241211
2007-04-03,8.432042121887207
2007-04-04,8.419572830200195
2007-04-05,8.681417465209961
2007-04-09,8.728175163269043
2007-04-10,8.581666946411133
2007-04-11,8.587899208068848
2007-04-12,8.721940994262695
2007-04-13,9.14899730682373
2007-04-16,8.958847999572754
2007-04-17,9.180168151855469
2007-04-18,8.971318244934082
2007-04-19,8.80298900604248
2007-04-20,8.831042289733887
2007-04-23,8.659597396850586
2007-04-24,8.774933815002441
2007-04-25,8.974434852600098
2007-04-26,9.024310111999512
2007-04-27,9.108473777770996
2007-04-30,9.142765045166016
2007-05-03,9.074185371398926
2007-05-04,9.177053451538086
2007-05-07,9.392139434814453
2007-05-08,10.520566940307617
2007-05-09,10.520566940307617
2007-05-10,10.021815299987793
2007-05-11,10.782413482666016
2007-05-14,11.178298950195312
2007-05-15,11.069195747375488
2007-05-16,11.430790901184082
2007-05-17,11.038023948669434
2007-05-18,10.794881820678711
2007-05-21,10.94450855255127
2007-05-22,10.791764259338379
2007-05-23,11.387149810791016
2007-05-24,11.402734756469727
2007-05-25,12.163336753845215
2007-05-28,12.116576194763184
2007-05-29,13.329169273376465
2007-05-30,14.647747039794922
2007-05-31,15.296130180358887
2007-06-01,14.476301193237305
2007-06-04,13.852860450744629
2007-06-05,14.09911823272705
2007-06-06,14.195755004882812
2007-06-07,14.167695999145508
2007-06-08,13.5847806930542
2007-06-11,14.021188735961914
2007-06-12,13.279296875
2007-06-13,13.363459587097168
2007-06-14,13.709468841552734
2007-06-15,14.033658027648926
2007-06-18,13.647124290466309
2007-06-19,13.855979919433594
2007-06-20,14.382784843444824
2007-06-21,14.261214256286621
2007-06-22,13.930791854858398
2007-06-25,13.80610179901123
2007-06-26,14.161459922790527
2007-06-27,13.980666160583496
2007-06-28,13.968199729919434
2007-06-29,14.850367546081543
2007-07-02,15.16208553314209
2007-07-03,15.056100845336914
2007-07-04,15.018694877624512
2007-07-05,16.405851364135742
2007-07-06,15.882160186767578
2007-07-09,16.03802490234375
2007-07-10,15.776174545288086
2007-07-11,16.440141677856445
2007-07-12,16.842262268066406
2007-07-13,16.50872230529785
2007-07-16,16.751861572265625
2007-07-17,15.925801277160645
2007-07-18,15.878580093383789
2007-07-19,15.988764762878418
2007-07-20,17.471477508544922
2007-07-23,18.003490447998047
2007-07-24,18.43791961669922
2007-07-25,18.003490447998047
2007-07-26,17.72332000732422
2007-07-27,16.863910675048828
2007-07-30,16.838727951049805
2007-07-31,17.578510284423828
2007-08-01,16.523927688598633
2007-08-02,17.46833038330078
2007-08-03,17.94997787475586
2007-08-06,17.931089401245117
2007-08-07,18.189224243164062
2007-08-08,18.334033966064453
2007-08-09,18.110525131225586
2007-08-10,17.638320922851562
2007-08-13,18.245893478393555
2007-08-14,17.975156784057617
2007-08-16,17.106307983398438
2007-08-17,16.659292221069336
2007-08-20,15.976168632507324
2007-08-21,15.258421897888184
2007-08-22,16.07061195373535
2007-08-23,15.472489356994629
2007-08-24,16.259490966796875
2007-08-27,16.719099044799805
2007-08-28,16.76632308959961
2007-08-29,16.5679988861084
2007-08-30,16.561695098876953
2007-08-31,16.800949096679688
2007-09-03,17.310928344726562
2007-09-04,17.76738929748535
2007-09-05,18.2647762298584
2007-09-06,18.636241912841797
2007-09-07,19.039188385009766
2007-09-10,19.004560470581055
2007-09-11,19.054927825927734
2007-09-12,18.774757385253906
2007-09-13,18.667722702026367
2007-09-14,18.847158432006836
2007-09-17,19.46731948852539
2007-09-18,19.28788185119629
2007-09-19,19.385473251342773
2007-09-20,19.845081329345703
2007-09-21,19.835636138916016
2007-09-24,19.67823600769043
2007-09-25,19.464168548583984
2007-09-26,19.892301559448242
2007-09-27,19.882854461669922
2007-09-28,21.258535385131836
2007-10-01,20.83670425415039
2007-10-03,21.8377742767334
2007-10-04,23.5345516204834
2007-10-05,23.311046600341797
2007-10-08,22.149429321289062
2007-10-09,22.728662490844727
2007-10-10,22.57126235961914
2007-10-11,22.706621170043945
2007-10-12,21.267982482910156
2007-10-15,21.63629913330078
2007-10-16,21.277423858642578
2007-10-17,20.710779190063477
2007-10-18,20.506162643432617
2007-10-19,20.200803756713867
2007-10-22,21.12946891784668
2007-10-23,21.91647720336914
2007-10-24,21.453712463378906
2007-10-25,21.4222354888916
2007-10-26,23.02457046508789
2007-10-29,22.483118057250977
2007-10-30,22.042390823364258
2007-10-31,21.746482849121094
2007-11-01,21.208168029785156
2007-11-02,21.737041473388672
2007-11-05,22.700328826904297
2007-11-06,22.171459197998047
2007-11-07,22.483118057250977
2007-11-08,22.130542755126953
2007-11-12,22.32571029663086
2007-11-13,22.27849578857422
2007-11-14,22.564960479736328
2007-11-15,22.354045867919922
2007-11-16,22.66254997253418
2007-11-19,22.63422203063965
2007-11-20,21.324644088745117
2007-11-21,19.21232795715332
2007-11-22,20.21969223022461
2007-11-23,20.578569412231445
2007-11-26,20.547088623046875
2007-11-27,20.789485931396484
2007-11-28,22.974206924438477
2007-11-29,26.817930221557617
2007-11-30,25.905012130737305
2007-12-03,25.860939025878906
2007-12-04,24.702465057373047
2007-12-05,26.858856201171875
2007-12-06,25.35725212097168
2007-12-07,25.583906173706055
2007-12-10,25.489469528198242
2007-12-11,25.360397338867188
2007-12-12,25.28169059753418
2007-12-13,24.863018035888672
2007-12-14,24.661540985107422
2007-12-17,24.557659149169922
2007-12-18,24.557659149169922
2007-12-19,25.722421646118164
2007-12-20,25.442245483398438
2007-12-24,24.992080688476562
2007-12-26,25.206146240234375
2007-12-27,25.328920364379883
2007-12-28,26.616464614868164
2007-12-31,27.179950714111328
2008-01-01,26.651086807250977
2008-01-02,26.307950973510742
2008-01-03,28.05824851989746
2008-01-04,26.66997528076172
2008-01-07,26.0812931060791
2008-01-08,25.467435836791992
2008-01-09,25.3509521484375
2008-01-10,23.950092315673828
2008-01-11,23.691951751708984
2008-01-14,24.567100524902344
2008-01-15,25.221891403198242
2008-01-16,24.85671615600586
2008-01-17,24.563949584960938
2008-01-18,23.15993881225586
2008-01-21,22.722366333007812
2008-01-22,21.387611389160156
2008-01-23,22.357196807861328
2008-01-24,22.07701873779297
2008-01-25,23.08123779296875
2008-01-28,22.080169677734375
2008-01-29,22.095914840698242
2008-01-30,22.017210006713867
2008-01-31,20.5722713470459
2008-02-01,20.877626419067383
2008-02-04,21.567045211791992
2008-02-05,24.733945846557617
2008-02-06,25.11485481262207
2008-02-07,23.833616256713867
2008-02-08,22.697175979614258
2008-02-11,21.774812698364258
2008-02-12,21.488344192504883
2008-02-13,21.714998245239258
2008-02-14,23.01512908935547
2008-02-15,22.67829704284668
2008-02-18,22.498857498168945
2008-02-19,22.67514419555664
2008-02-20,22.706621170043945
2008-02-21,22.659400939941406
2008-02-22,21.711851119995117
2008-02-25,21.803144454956055
2008-02-26,22.187204360961914
2008-02-27,22.01091194152832
2008-02-28,21.913330078125
2008-02-29,22.30997657775879
2008-03-03,21.406494140625
2008-03-04,21.658334732055664
2008-03-05,21.057065963745117
2008-03-07,19.55860710144043
2008-03-10,19.728599548339844
2008-03-11,19.316213607788086
2008-03-12,20.31098747253418
2008-03-13,19.646759033203125
2008-03-14,19.700267791748047
2008-03-17,18.781055450439453
2008-03-18,19.202884674072266
2008-03-19,18.18292808532715
2008-03-24,19.183998107910156
2008-03-25,19.876562118530273
2008-03-26,19.851377487182617
2008-03-27,20.15358543395996
2008-03-28,21.403348922729492
2008-03-31,23.25438117980957
2008-04-01,21.63629913330078
2008-04-02,21.49464225769043
2008-04-03,21.406494140625
2008-04-04,21.406494140625
2008-04-07,21.545005798339844
2008-04-08,21.55130386352539
2008-04-09,21.14206314086914
2008-04-10,20.6919002532959
2008-04-11,21.0948486328125
2008-04-15,21.68037223815918
2008-04-16,21.431686401367188
2008-04-17,21.513525009155273
2008-04-21,22.332014083862305
2008-04-22,21.998321533203125
2008-04-23,21.806293487548828
2008-04-24,21.92591667175293
2008-04-25,21.834623336791992
2008-04-28,21.781112670898438
2008-04-29,21.803144454956055
2008-04-30,22.048686981201172
2008-05-02,22.158870697021484
2008-05-05,21.847219467163086
2008-05-06,21.759077072143555
