Date,CYIENT
2006-07-28,65.33480834960938
2006-07-31,63.105712890625
2006-08-01,64.45354461669922
2006-08-02,64.34986877441406
2006-08-03,64.34986877441406
2006-08-04,65.45576477050781
2006-08-07,64.6954574584961
2006-08-08,64.60906219482422
2006-08-09,64.52265930175781
2006-08-10,65.52488708496094
2006-08-11,65.4384765625
2006-08-14,65.4039306640625
2006-08-16,67.080078125
2006-08-17,66.42342376708984
2006-08-18,63.08843231201172
2006-08-21,63.572265625
2006-08-22,65.33480834960938
2006-08-23,69.55108642578125
2006-08-24,67.66754913330078
2006-08-25,70.1558837890625
2006-08-28,73.78461456298828
2006-08-29,72.43679809570312
2006-08-30,73.73277282714844
2006-08-31,71.3481674194336
2006-09-01,70.20771026611328
2006-09-04,70.6915283203125
2006-09-05,71.15809631347656
2006-09-06,72.83422088623047
2006-09-07,71.10623931884766
2006-09-08,71.15809631347656
2006-09-11,68.30693054199219
2006-09-12,66.82087707519531
2006-09-13,68.01319885253906
2006-09-14,69.22277069091797
2006-09-15,68.66979217529297
2006-09-18,68.68708801269531
2006-09-19,66.09512329101562
2006-09-20,66.38888549804688
2006-09-21,72.36768341064453
2006-09-22,71.81472778320312
2006-09-25,71.5555191040039
2006-09-26,71.69377136230469
2006-09-27,72.07394409179688
2006-09-28,71.83200073242188
2006-09-29,73.11070251464844
2006-10-03,72.59233856201172
2006-10-04,71.3481674194336
2006-10-05,72.62687683105469
2006-10-06,72.78239440917969
2006-10-09,73.4908676147461
2006-10-10,74.3030014038086
2006-10-11,73.8883056640625
2006-10-12,76.51481628417969
2006-10-13,78.77848052978516
2006-10-16,77.67256927490234
2006-10-17,79.4005355834961
2006-10-18,79.83255004882812
2006-10-19,84.39442443847656
2006-10-20,84.03150177001953
2006-10-23,85.20655059814453
2006-10-26,89.23274993896484
2006-10-27,86.77901458740234
2006-10-30,86.43341827392578
2006-10-31,86.22604370117188
2006-11-01,86.12236022949219
2006-11-02,87.228271484375
2006-11-03,87.67757415771484
2006-11-06,90.13127136230469
2006-11-07,92.80963897705078
2006-11-08,93.65636444091797
2006-11-09,92.74053955078125
2006-11-10,93.51812744140625
2006-11-13,94.79682159423828
2006-11-14,95.03873443603516
2006-11-15,96.64574432373047
2006-11-16,100.10171508789062
2006-11-17,102.50360107421875
2006-11-20,105.63125610351562
2006-11-21,104.55987548828125
2006-11-22,102.84919738769531
2006-11-23,102.26168060302734
2006-11-24,104.88821411132812
2006-11-27,106.71985626220703
2006-11-28,104.28343963623047
2006-11-29,108.46510314941406
2006-11-30,111.26444244384766
2006-12-01,112.11115264892578
2006-12-04,113.32071685791016
2006-12-05,111.05708312988281
2006-12-06,109.25999450683594
2006-12-07,107.37651062011719
2006-12-08,103.95511627197266
2006-12-11,104.26611328125
2006-12-12,103.43668365478516
2006-12-13,102.93561553955078
2006-12-14,106.66800689697266
2006-12-15,107.41101837158203
2006-12-18,107.61840057373047
2006-12-19,107.10001373291016
2006-12-20,106.85808563232422
2006-12-21,106.01142120361328
2006-12-22,113.99465942382812
2006-12-26,111.29898834228516
2006-12-27,112.69866943359375
2006-12-28,111.9383316040039
2006-12-29,111.31627655029297
2007-01-02,114.16747283935547
2007-01-03,118.10724639892578
2007-01-04,115.4288558959961
2007-01-05,114.23655700683594
2007-01-08,112.94058990478516
2007-01-09,114.3229751586914
2007-01-10,116.05096435546875
2007-01-11,115.68803405761719
2007-01-12,117.39875793457031
2007-01-15,120.21537017822266
2007-01-16,122.61724853515625
2007-01-17,117.91716766357422
2007-01-18,123.48123931884766
2007-01-19,125.6066665649414
2007-01-22,123.0665054321289
2007-01-23,125.00183868408203
2007-01-24,127.95671844482422
2007-01-25,129.52915954589844
2007-01-29,130.03028869628906
2007-01-31,130.03028869628906
2007-02-01,131.6027069091797
2007-02-02,134.3675079345703
2007-02-05,136.49290466308594
2007-02-06,142.0742645263672
2007-02-07,136.19915771484375
2007-02-08,136.54473876953125
2007-02-09,139.7069549560547
2007-02-12,131.6372528076172
2007-02-13,133.36526489257812
2007-02-14,131.6027069091797
2007-02-15,134.86859130859375
2007-02-19,137.33958435058594
2007-02-20,135.16238403320312
2007-02-21,131.29168701171875
2007-02-22,130.11668395996094
2007-02-23,129.70193481445312
2007-02-26,122.21980285644531
2007-02-27,124.91546630859375
2007-02-28,122.75545501708984
2007-03-01,120.90653228759766
2007-03-02,120.97567749023438
2007-03-05,119.23038482666016
2007-03-06,118.07264709472656
2007-03-07,110.21039581298828
2007-03-08,121.92601013183594
2007-03-09,118.72927856445312
2007-03-12,121.52861785888672
2007-03-13,121.94335174560547
2007-03-14,120.44001007080078
2007-03-15,123.72313690185547
2007-03-16,125.12281036376953
2007-03-19,129.25265502929688
2007-03-20,126.66068267822266
2007-03-21,126.41881561279297
2007-03-22,127.10999298095703
2007-03-23,126.52246856689453
2007-03-26,124.53530883789062
2007-03-28,121.58048248291016
2007-03-29,119.80065155029297
2007-03-30,125.03641510009766
2007-04-02,120.59552764892578
2007-04-03,119.38592529296875
2007-04-04,119.28223419189453
2007-04-05,120.97567749023438
2007-04-09,122.34074401855469
2007-04-10,122.34074401855469
2007-04-11,126.14232635498047
