Date,MAZDOCK
2020-10-12,77.7409896850586
2020-10-13,82.03604888916016
2020-10-14,82.39774322509766
2020-10-15,77.69576263427734
2020-10-16,75.97773742675781
2020-10-19,76.09075164794922
2020-10-20,75.07350158691406
2020-10-21,77.6053466796875
2020-10-22,77.15322875976562
2020-10-23,79.3007583618164
2020-10-26,77.2210464477539
2020-10-27,76.33943176269531
2020-10-28,75.61602783203125
2020-10-29,75.50301361083984
2020-10-30,75.38999938964844
2020-11-02,76.11337280273438
2020-11-03,75.32218170166016
2020-11-04,74.96048736572266
2020-11-05,76.520263671875
2020-11-06,76.88196563720703
2020-11-09,81.13182830810547
2020-11-10,77.94444274902344
2020-11-11,78.87126159667969
2020-11-12,79.59465789794922
2020-11-13,82.80464172363281
2020-11-14,85.11042785644531
2020-11-17,83.14373779296875
2020-11-18,82.91767120361328
2020-11-19,83.43760681152344
2020-11-20,83.39240264892578
2020-11-23,82.37515258789062
2020-11-24,82.01344299316406
2020-11-25,81.29006958007812
2020-11-26,81.04141998291016
2020-11-27,80.92837524414062
2020-12-01,82.28471374511719
2020-12-02,81.78739166259766
2020-12-03,83.52803039550781
2020-12-04,82.465576171875
2020-12-07,86.51197814941406
2020-12-08,85.31388092041016
2020-12-09,88.569091796875
2020-12-10,86.71544647216797
2020-12-11,85.33648681640625
2020-12-14,87.77790069580078
2020-12-15,86.37635040283203
2020-12-16,99.60066986083984
2020-12-17,93.74580383300781
2020-12-18,100.3466567993164
2020-12-21,92.52509307861328
2020-12-22,94.49178314208984
2020-12-23,97.02364349365234
2020-12-24,96.02898406982422
2020-12-28,97.56617736816406
2020-12-29,96.09679412841797
2020-12-30,99.9849853515625
2020-12-31,98.76427459716797
2021-01-01,102.92371368408203
2021-01-04,102.7654800415039
2021-01-05,101.88386535644531
2021-01-06,99.1485595703125
2021-01-07,99.60066986083984
2021-01-08,100.233642578125
2021-01-11,98.87728881835938
2021-01-12,99.01293182373047
2021-01-13,98.22172546386719
2021-01-14,99.44244384765625
2021-01-15,98.22172546386719
2021-01-18,95.87073516845703
2021-01-19,97.04622650146484
2021-01-20,97.97306060791016
2021-01-21,94.92131042480469
2021-01-22,94.78567504882812
2021-01-25,94.2883529663086
2021-01-27,92.32164001464844
2021-01-28,93.40672302246094
2021-01-29,95.32820129394531
2021-02-01,98.0182876586914
2021-02-02,97.5209732055664
2021-02-03,97.70181274414062
2021-02-04,99.17117309570312
2021-02-05,99.05815124511719
2021-02-08,99.93976593017578
2021-02-09,99.4876480102539
2021-02-10,101.7030029296875
2021-02-11,104.79999542236328
2021-02-12,101.45433807373047
2021-02-15,98.04088592529297
2021-02-16,99.41983032226562
2021-02-17,97.06884002685547
2021-02-18,98.80947875976562
2021-02-19,98.69644927978516
2021-02-22,96.47579956054688
2021-02-23,99.92963409423828
2021-02-24,101.01909637451172
2021-02-25,101.7145004272461
2021-02-26,98.84016418457031
2021-03-01,101.1349868774414
2021-03-02,104.19478607177734
2021-03-03,107.39364624023438
2021-03-04,108.04269409179688
2021-03-05,102.82715606689453
2021-03-08,105.23789978027344
2021-03-09,103.12848663330078
2021-03-10,104.98290252685547
2021-03-12,102.38673400878906
2021-03-15,101.69132995605469
2021-03-16,100.23097229003906
2021-03-17,97.7275161743164
2021-03-18,94.92272186279297
2021-03-19,97.79705810546875
2021-03-22,100.04554748535156
2021-03-23,100.57867431640625
2021-03-24,100.34688568115234
2021-03-25,96.49897003173828
2021-03-26,99.02559661865234
2021-03-30,97.54208374023438
2021-03-31,98.42292785644531
2021-04-01,99.53557586669922
2021-04-05,97.14801788330078
2021-04-06,99.72103118896484
2021-04-07,98.81698608398438
2021-04-08,98.58519744873047
2021-04-09,98.00567626953125
2021-04-12,93.34647369384766
2021-04-13,93.6246337890625
2021-04-15,92.85968017578125
2021-04-16,93.25373840332031
2021-04-19,90.3794174194336
2021-04-20,91.02845764160156
2021-04-22,89.33631134033203
2021-04-23,90.49531555175781
2021-04-26,94.18095397949219
2021-04-27,93.92597961425781
2021-04-28,93.92597961425781
2021-04-29,93.32328033447266
2021-04-30,92.85968017578125
2021-05-03,94.34322357177734
2021-05-04,93.46237182617188
2021-05-05,97.35662841796875
2021-05-06,96.61488342285156
2021-05-07,96.52214050292969
2021-05-10,97.10164642333984
2021-05-11,98.86334228515625
2021-05-12,96.91622161865234
2021-05-14,95.71084594726562
2021-05-17,96.33671569824219
2021-05-18,95.3863296508789
2021-05-19,100.7409439086914
2021-05-20,99.00243377685547
2021-05-21,97.68115997314453
2021-05-24,97.7275161743164
2021-05-25,99.90645599365234
2021-05-26,100.69458770751953
2021-05-27,99.99917602539062
2021-05-28,98.49246978759766
2021-05-31,97.2175521850586
2021-06-01,96.59169006347656
2021-06-02,97.56526184082031
2021-06-03,100.67140197753906
2021-06-04,106.0723876953125
2021-06-07,127.02722930908203
2021-06-08,126.95771026611328
2021-06-09,123.94426727294922
2021-06-10,126.864990234375
2021-06-11,125.96094512939453
2021-06-14,118.8678207397461
2021-06-15,118.68238830566406
2021-06-16,120.46725463867188
2021-06-17,118.03333282470703
2021-06-18,117.59291076660156
2021-06-21,115.43716430664062
2021-06-22,120.5831527709961
2021-06-23,118.70555114746094
2021-06-24,117.17567443847656
2021-06-25,117.8710708618164
2021-06-28,116.85115051269531
2021-06-29,115.22853088378906
2021-06-30,112.65554809570312
2021-07-01,113.74500274658203
2021-07-02,114.06951904296875
2021-07-05,118.7287368774414
2021-07-06,115.8775863647461
2021-07-07,115.43716430664062
2021-07-08,112.60916900634766
2021-07-09,114.8808364868164
2021-07-12,114.64903259277344
2021-07-13,114.71856689453125
2021-07-14,116.48027038574219
2021-07-15,122.25212860107422
2021-07-16,120.67585754394531
2021-07-19,119.58641815185547
2021-07-20,117.29157257080078
2021-07-22,125.4046401977539
2021-07-23,122.113037109375
2021-07-26,119.58641815185547
2021-07-27,117.56973266601562
2021-07-28,118.2651596069336
2021-07-29,119.60958099365234
2021-07-30,120.28181457519531
2021-08-02,120.37452697753906
2021-08-03,120.16592407226562
2021-08-04,115.73849487304688
2021-08-05,114.4404067993164
2021-08-06,114.64903259277344
2021-08-09,113.44365692138672
2021-08-10,111.10247802734375
2021-08-11,110.91703796386719
2021-08-12,116.66570281982422
2021-08-13,114.4404067993164
2021-08-16,113.11914825439453
2021-08-17,109.80438995361328
2021-08-18,109.29442596435547
2021-08-20,105.97966766357422
2021-08-23,103.19803619384766
2021-08-24,107.81088256835938
2021-08-25,108.25129699707031
2021-08-26,108.27449035644531
2021-08-27,107.64863586425781
2021-08-30,110.3606948852539
2021-08-31,109.92029571533203
2021-09-01,109.17852783203125
2021-09-02,111.82105255126953
2021-09-03,118.05650329589844
2021-09-06,115.20535278320312
2021-09-07,113.65229797363281
2021-09-08,112.58601379394531
2021-09-09,112.35419464111328
2021-09-13,114.30133819580078
2021-09-14,115.90074920654297
2021-09-15,116.06303405761719
2021-09-16,119.23871612548828
2021-09-17,119.07644653320312
2021-09-20,120.04765319824219
2021-09-21,117.29277038574219
2021-09-22,117.45620727539062
2021-09-23,117.96981048583984
2021-09-24,117.68966674804688
2021-09-27,117.52623748779297
2021-09-28,117.15267181396484
2021-09-29,117.78305053710938
2021-09-30,117.26942443847656
2021-10-01,117.12934875488281
2021-10-04,118.95036315917969
2021-10-05,119.39395904541016
2021-10-06,119.04374694824219
2021-10-07,120.35114288330078
2021-10-08,121.77528381347656
2021-10-11,122.2422103881836
2021-10-12,125.81424713134766
2021-10-13,126.65474700927734
2021-10-14,124.99713134765625
2021-10-18,125.97765350341797
2021-10-19,121.751953125
2021-10-20,127.0049057006836
2021-10-21,130.27342224121094
