Date,HATSUN
2015-07-07,172.75633239746094
2015-07-08,170.9048614501953
2015-07-09,170.0740966796875
2015-07-10,172.11544799804688
2015-07-13,181.98995971679688
2015-07-14,194.4280548095703
2015-07-15,185.83534240722656
2015-07-16,204.25506591796875
2015-07-17,204.61111450195312
2015-07-20,210.39935302734375
2015-07-21,206.56431579589844
2015-07-22,208.39849853515625
2015-07-23,206.37376403808594
2015-07-24,204.0870819091797
2015-07-27,192.48695373535156
2015-07-28,193.9160919189453
2015-07-29,198.56094360351562
2015-07-30,202.3958740234375
2015-07-31,212.4716033935547
2015-08-03,205.96884155273438
2015-08-04,204.65879821777344
2015-08-05,206.6834259033203
2015-08-06,202.8008270263672
2015-08-07,198.06068420410156
2015-08-10,197.60816955566406
2015-08-11,197.39376831054688
2015-08-12,192.96328735351562
2015-08-13,193.55880737304688
2015-08-14,196.1313018798828
2015-08-17,195.6072998046875
2015-08-18,191.72467041015625
2015-08-19,192.2963409423828
2015-08-20,191.89141845703125
2015-08-21,199.39459228515625
2015-08-24,188.19932556152344
2015-08-25,190.81951904296875
2015-08-26,190.1049346923828
2015-08-27,188.12789916992188
2015-08-28,191.96287536621094
2015-08-31,185.81735229492188
2015-09-01,182.43499755859375
2015-09-02,190.5098876953125
2015-09-03,189.86672973632812
2015-09-04,187.03216552734375
2015-09-07,185.0789794921875
2015-09-08,183.86416625976562
2015-09-09,184.9599151611328
2015-09-10,184.9122314453125
2015-09-11,183.41163635253906
2015-09-14,187.3656768798828
2015-09-15,187.69915771484375
2015-09-16,188.69960021972656
2015-09-18,189.5094451904297
2015-09-21,188.43751525878906
2015-09-22,185.69827270507812
2015-09-23,186.365234375
2015-09-24,189.36651611328125
2015-09-28,192.53451538085938
2015-09-29,189.65237426757812
2015-09-30,187.8896942138672
2015-10-01,183.03048706054688
2015-10-05,185.3647918701172
2015-10-06,184.9122314453125
2015-10-07,187.93736267089844
2015-10-08,187.22276306152344
2015-10-09,183.5783233642578
2015-10-12,192.67750549316406
2015-10-13,192.48695373535156
2015-10-14,196.22659301757812
2015-10-15,195.1309051513672
2015-10-16,195.083251953125
2015-10-19,200.77615356445312
2015-10-20,222.3329620361328
2015-10-21,210.08966064453125
2015-10-23,205.48202514648438
2015-10-26,205.62525939941406
2015-10-27,202.97525024414062
2015-10-28,210.18519592285156
2015-10-29,211.1400909423828
2015-10-30,206.1743621826172
2015-11-02,205.62525939941406
2015-11-03,202.47389221191406
2015-11-04,202.95138549804688
2015-11-05,200.0387725830078
2015-11-06,201.5667266845703
2015-11-09,196.6725616455078
2015-11-10,198.94056701660156
2015-11-13,197.48426818847656
2015-11-16,196.02796936035156
2015-11-17,196.21897888183594
2015-11-18,194.16583251953125
2015-11-19,195.69374084472656
2015-11-20,199.7283935546875
2015-11-23,196.72030639648438
2015-11-24,194.85813903808594
2015-11-26,193.80770874023438
2015-11-27,195.1685028076172
2015-11-30,199.107666015625
2015-12-01,199.107666015625
2015-12-02,202.2351837158203
2015-12-03,195.6698760986328
2015-12-04,201.47122192382812
2015-12-07,196.31443786621094
2015-12-08,194.81040954589844
2015-12-09,194.02256774902344
2015-12-10,193.3063507080078
2015-12-11,193.5450897216797
2015-12-14,195.09690856933594
2015-12-15,194.64329528808594
2015-12-16,195.5982208251953
2015-12-17,197.22166442871094
2015-12-18,198.2004852294922
2015-12-21,195.81309509277344
2015-12-22,196.52932739257812
2015-12-23,196.43380737304688
2015-12-24,196.62481689453125
2015-12-28,197.81849670410156
2015-12-29,197.57977294921875
2015-12-30,196.72030639648438
2015-12-31,198.224365234375
2016-01-01,198.0333709716797
2016-01-04,197.72303771972656
2016-01-05,194.73880004882812
2016-01-06,193.0914764404297
2016-01-07,194.57167053222656
2016-01-08,195.3356475830078
2016-01-11,195.3594970703125
2016-01-12,193.68833923339844
2016-01-13,193.8315887451172
2016-01-14,192.6617431640625
2016-01-15,192.85275268554688
2016-01-18,191.3486785888672
2016-01-19,193.92709350585938
2016-01-20,191.27711486816406
2016-01-21,193.35411071777344
2016-01-22,193.56898498535156
2016-01-25,194.54779052734375
2016-01-27,193.61672973632812
2016-01-28,193.44961547851562
2016-01-29,193.4257354736328
2016-02-01,194.57167053222656
2016-02-02,193.37796020507812
2016-02-03,194.07028198242188
2016-02-04,194.8343048095703
2016-02-05,193.78382873535156
2016-02-08,193.21083068847656
2016-02-09,193.37796020507812
2016-02-10,193.37796020507812
2016-02-11,193.37796020507812
2016-02-12,190.82347106933594
2016-02-15,191.1099853515625
2016-02-16,189.5581817626953
2016-02-17,187.88699340820312
2016-02-18,190.01174926757812
2016-02-19,187.3856658935547
2016-02-22,190.08340454101562
2016-02-23,190.94288635253906
2016-02-24,188.6986541748047
2016-02-25,188.7464599609375
2016-02-26,190.2266387939453
2016-02-29,192.01719665527344
2016-03-01,190.05950927734375
2016-03-02,191.27711486816406
2016-03-03,192.82887268066406
2016-03-04,190.41761779785156
2016-03-08,190.1311492919922
2016-03-09,191.27711486816406
2016-03-10,190.27438354492188
2016-03-11,191.8023223876953
2016-03-14,192.9005126953125
2016-03-15,192.9005126953125
2016-03-16,193.37796020507812
2016-03-17,193.37796020507812
2016-03-18,193.44961547851562
2016-03-21,193.6405792236328
2016-03-22,195.1741943359375
2016-03-23,195.43777465820312
2016-03-28,194.7428436279297
2016-03-29,196.01284790039062
2016-03-30,196.56399536132812
2016-03-31,198.04971313476562
2016-04-01,197.9298858642578
2016-04-04,197.45062255859375
2016-04-05,197.18702697753906
2016-04-06,196.54006958007812
2016-04-07,196.87554931640625
2016-04-08,199.05612182617188
2016-04-11,202.98594665527344
2016-04-12,205.50198364257812
2016-04-13,211.061279296875
2016-04-18,209.5995635986328
2016-04-20,212.2833709716797
2016-04-21,208.37750244140625
2016-04-22,214.1045379638672
2016-04-25,215.68605041503906
2016-04-26,216.52474975585938
2016-04-27,216.28512573242188
2016-04-28,216.30908203125
2016-04-29,216.23721313476562
2016-05-02,215.66209411621094
2016-05-03,213.38565063476562
2016-05-04,208.11390686035156
2016-05-05,212.4031982421875
2016-05-06,210.53411865234375
2016-05-09,209.07240295410156
2016-05-10,204.27992248535156
2016-05-11,204.75918579101562
2016-05-12,209.2880859375
2016-05-13,204.2320098876953
2016-05-16,203.7767333984375
2016-05-17,203.7527618408203
2016-05-18,203.70480346679688
2016-05-19,204.39974975585938
2016-05-20,204.35182189941406
2016-05-23,205.16653442382812
2016-05-24,203.9923553466797
2016-05-25,204.39974975585938
2016-05-26,207.08352661132812
2016-05-27,208.18577575683594
2016-05-30,203.96841430664062
2016-05-31,204.5195770263672
2016-06-01,208.01809692382812
2016-06-02,210.36639404296875
2016-06-03,212.2833709716797
2016-06-06,215.92564392089844
2016-06-07,229.56027221679688
2016-06-08,230.35110473632812
2016-06-09,225.65444946289062
2016-06-10,224.88763427734375
2016-06-13,222.44346618652344
2016-06-14,222.2517547607422
2016-06-15,221.0296630859375
2016-06-16,220.21498107910156
2016-06-17,216.11737060546875
2016-06-20,220.45457458496094
2016-06-21,224.28855895996094
2016-06-22,212.71473693847656
2016-06-23,215.78192138671875
2016-06-24,215.85379028320312
2016-06-27,215.7339630126953
2016-06-28,215.56625366210938
2016-06-29,212.54696655273438
2016-06-30,212.3552703857422
2016-07-01,215.85379028320312
2016-07-04,214.6556854248047
2016-07-05,215.829833984375
2016-07-07,222.34762573242188
2016-07-08,232.65145874023438
2016-07-11,235.45504760742188
2016-07-12,234.49658203125
2016-07-13,226.076171875
2016-07-14,229.4644775390625
2016-07-15,239.1596221923828
2016-07-18,236.375244140625
2016-07-19,233.59083557128906
2016-07-20,230.336669921875
2016-07-21,231.6115264892578
2016-07-22,223.862060546875
2016-07-25,228.65933227539062
2016-07-26,228.92771911621094
2016-07-27,223.89556884765625
2016-07-28,216.81712341308594
2016-07-29,219.43377685546875
2016-08-01,217.1861114501953
2016-08-02,214.90489196777344
2016-08-03,214.13327026367188
2016-08-04,210.30886840820312
2016-08-05,215.4080810546875
2016-08-08,223.12399291992188
2016-08-09,220.67501831054688
2016-08-10,219.0312042236328
2016-08-11,220.7756805419922
2016-08-12,220.03538513183594
2016-08-16,215.86282348632812
2016-08-17,215.62728881835938
2016-08-18,215.49267578125
2016-08-19,223.03024291992188
2016-08-22,226.46246337890625
2016-08-23,225.150146484375
2016-08-24,219.0595245361328
2016-08-25,224.342529296875
2016-08-26,229.52459716796875
2016-08-29,223.5349578857422
2016-08-30,231.57723999023438
2016-08-31,230.3994903564453
2016-09-01,229.4236297607422
2016-09-02,228.61610412597656
2016-09-06,227.23643493652344
2016-09-07,232.72132873535156
2016-09-08,228.01034545898438
2016-09-09,230.1639404296875
2016-09-12,226.19329833984375
2016-09-14,224.30889892578125
2016-09-15,227.3373260498047
2016-09-16,228.41416931152344
2016-09-19,228.8516387939453
2016-09-20,225.0155487060547
2016-09-21,231.00521850585938
2016-09-22,230.0293426513672
2016-09-23,228.68336486816406
2016-09-26,227.67385864257812
2016-09-27,232.25022888183594
2016-09-28,229.59190368652344
2016-09-29,224.7126922607422
2016-09-30,224.24160766601562
2016-10-03,228.61610412597656
2016-10-04,228.8516387939453
2016-10-05,229.22178649902344
2016-10-06,229.490966796875
2016-10-07,229.3563690185547
2016-10-10,229.62554931640625
2016-10-13,229.45729064941406
2016-10-14,230.06298828125
2016-10-17,231.6109161376953
2016-10-18,236.05264282226562
2016-10-19,243.3209686279297
2016-10-20,242.17686462402344
2016-10-21,237.2976837158203
2016-10-24,238.34083557128906
2016-10-25,232.1492919921875
2016-10-26,232.21656799316406
2016-10-27,232.21656799316406
2016-10-28,233.15875244140625
2016-11-01,233.42799377441406
2016-11-02,233.79811096191406
2016-11-03,229.8274383544922
2016-11-04,229.69281005859375
2016-11-07,232.25022888183594
2016-11-08,232.6540069580078
2016-11-09,226.42880249023438
2016-11-10,229.861083984375
2016-11-11,228.7843017578125
2016-11-15,226.1259765625
2016-11-16,228.88525390625
2016-11-17,231.24075317382812
2016-11-18,231.84646606445312
2016-11-21,228.61610412597656
2016-11-22,230.80328369140625
2016-11-23,229.79379272460938
2016-11-24,229.92840576171875
2016-11-25,229.894775390625
2016-11-28,232.78858947753906
2016-11-29,230.6350555419922
2016-11-30,234.94223022460938
2016-12-01,232.21656799316406
2016-12-02,232.35118103027344
2016-12-05,234.67303466796875
2016-12-06,232.35118103027344
2016-12-07,233.09149169921875
2016-12-08,232.31756591796875
2016-12-09,232.3848114013672
2016-12-12,232.55307006835938
2016-12-13,232.78858947753906
2016-12-14,233.69715881347656
2016-12-15,235.85076904296875
2016-12-16,235.5478973388672
2016-12-19,235.5478973388672
2016-12-20,235.5478973388672
2016-12-21,236.2208709716797
2016-12-22,235.88441467285156
2016-12-23,237.2976837158203
2016-12-26,237.49957275390625
2016-12-27,239.45127868652344
2016-12-28,240.35980224609375
2016-12-29,242.81619262695312
2016-12-30,244.56600952148438
2017-01-02,243.55654907226562
2017-01-03,245.87835693359375
2017-01-04,246.78688049316406
2017-01-05,245.71011352539062
2017-01-06,255.80503845214844
2017-01-09,257.1173400878906
2017-01-10,258.0596008300781
2017-01-11,259.3045959472656
2017-01-12,264.5539245605469
2017-01-13,269.06304931640625
2017-01-16,273.5047607421875
2017-01-17,269.6350402832031
2017-01-18,269.2649230957031
2017-01-19,296.1509704589844
2017-01-20,294.63677978515625
2017-01-23,303.9913635253906
2017-01-24,311.5625
2017-01-25,303.28466796875
2017-01-27,291.5409851074219
2017-01-30,298.03533935546875
2017-01-31,301.97235107421875
2017-02-01,297.4632873535156
2017-02-02,297.9681091308594
2017-02-03,296.58843994140625
2017-02-06,296.3865661621094
2017-02-07,297.59796142578125
2017-02-08,297.5643310546875
2017-02-09,299.2803955078125
2017-02-10,301.534912109375
2017-02-13,301.8377990722656
2017-02-14,300.6937255859375
2017-02-15,301.568603515625
2017-02-16,299.85247802734375
2017-02-17,298.57379150390625
2017-02-20,297.9344482421875
2017-02-21,299.7178955078125
2017-02-22,302.61181640625
2017-02-23,302.4435119628906
2017-02-27,309.44268798828125
2017-02-28,313.2450866699219
2017-03-01,315.5332336425781
2017-03-02,312.87493896484375
2017-03-03,313.6825256347656
2017-03-06,314.2545166015625
2017-03-07,322.6669921875
2017-03-08,333.63671875
2017-03-09,342.520263671875
2017-03-10,340.2657165527344
2017-03-14,344.27008056640625
2017-03-15,346.6928405761719
2017-03-16,348.6781921386719
2017-03-17,355.576416015625
2017-03-20,359.9844665527344
2017-03-21,353.5910339355469
2017-03-22,341.27520751953125
2017-03-23,344.80841064453125
2017-03-24,344.1690979003906
2017-03-27,343.8663024902344
2017-03-28,344.6065979003906
2017-03-29,346.9956970214844
2017-03-30,345.1785583496094
2017-03-31,344.9430847167969
2017-04-03,348.2743835449219
2017-04-05,348.9810485839844
2017-04-06,354.735107421875
2017-04-07,360.52288818359375
2017-04-10,360.0180969238281
2017-04-11,369.2718200683594
2017-04-12,369.5073547363281
2017-04-13,369.94476318359375
2017-04-17,373.4107360839844
2017-04-18,372.9060363769531
2017-04-19,381.4530334472656
2017-04-20,389.4953308105469
2017-04-21,389.86541748046875
2017-04-24,393.6341857910156
2017-04-25,403.3252868652344
2017-04-26,419.81365966796875
2017-04-27,416.3477478027344
2017-04-28,418.87139892578125
2017-05-02,408.20452880859375
2017-05-03,416.24676513671875
2017-05-04,413.5211181640625
2017-05-05,412.8110046386719
2017-05-08,413.6563720703125
2017-05-09,418.6609802246094
2017-05-10,413.6225891113281
2017-05-11,414.3327331542969
2017-05-12,411.3908386230469
2017-05-15,415.24566650390625
2017-05-16,413.01397705078125
2017-05-17,408.07696533203125
2017-05-18,398.9132080078125
2017-05-19,405.5070495605469
2017-05-22,407.0963134765625
2017-05-23,407.3330078125
2017-05-24,400.1305236816406
2017-05-25,399.7923278808594
2017-05-26,396.17413330078125
2017-05-29,396.6138000488281
2017-05-30,402.6327819824219
2017-05-31,394.9568786621094
2017-06-01,397.560546875
2017-06-02,398.37213134765625
2017-06-05,393.9761657714844
2017-06-06,394.72015380859375
2017-06-07,397.7295837402344
2017-06-08,394.9906311035156
2017-06-09,395.5993347167969
2017-06-12,395.39642333984375
2017-06-13,395.46405029296875
2017-06-14,395.5655212402344
2017-06-15,392.48828125
2017-06-16,392.31927490234375
2017-06-19,394.2467346191406
2017-06-20,392.31927490234375
2017-06-21,392.3530578613281
2017-06-22,402.6665954589844
2017-06-23,408.0093688964844
2017-06-27,408.4151306152344
2017-06-28,405.8451843261719
2017-06-29,406.5552978515625
2017-06-30,403.3091125488281
2017-07-03,404.8646240234375
2017-07-04,403.4781799316406
2017-07-05,410.0382080078125
2017-07-06,413.3182373046875
2017-07-07,424.9505310058594
2017-07-10,431.0372009277344
2017-07-11,424.1390075683594
2017-07-12,423.96990966796875
2017-07-13,439.11895751953125
2017-07-14,425.2886962890625
2017-07-17,421.0956726074219
2017-07-18,417.0379333496094
2017-07-19,417.51129150390625
2017-07-20,429.1963195800781
2017-07-21,426.6222229003906
2017-07-24,426.7915954589844
2017-07-25,421.440185546875
2017-07-26,416.6984558105469
2017-07-27,420.2547302246094
2017-07-28,420.05157470703125
2017-07-31,423.7771301269531
2017-08-01,420.05157470703125
2017-08-02,419.9837646484375
2017-08-03,419.9837646484375
2017-08-04,419.9837646484375
2017-08-07,433.6332702636719
2017-08-08,432.4478454589844
2017-08-09,423.0997314453125
2017-08-10,415.0726623535156
2017-08-11,429.09478759765625
2017-08-14,427.77374267578125
2017-08-16,424.18359375
2017-08-17,429.29791259765625
2017-08-18,424.62396240234375
2017-08-21,420.08538818359375
2017-08-22,429.1963195800781
2017-08-23,430.7543640136719
2017-08-24,433.4638977050781
2017-08-28,432.8880920410156
2017-08-29,428.18023681640625
2017-08-30,427.0625
2017-08-31,432.27850341796875
2017-09-01,425.57220458984375
2017-09-04,426.0803527832031
2017-09-05,427.0625
2017-09-06,427.5028076171875
2017-09-07,425.36907958984375
2017-09-08,426.7238464355469
2017-09-11,426.41900634765625
2017-09-12,427.23187255859375
2017-09-13,429.09478759765625
2017-09-14,428.0785827636719
2017-09-15,426.7915954589844
2017-09-18,430.5172424316406
2017-09-19,460.69512939453125
2017-09-20,453.3793029785156
2017-09-21,447.2488708496094
2017-09-22,453.78570556640625
2017-09-25,458.42584228515625
2017-09-26,459.8484191894531
2017-09-27,471.1946716308594
2017-09-28,466.31744384765625
2017-09-29,471.126953125
2017-10-03,474.64935302734375
2017-10-04,520.9492797851562
2017-10-05,504.8611755371094
2017-10-06,500.4580993652344
2017-10-09,498.6968688964844
2017-10-10,494.1583251953125
2017-10-11,485.724853515625
2017-10-12,489.077880859375
2017-10-13,478.23956298828125
2017-10-16,477.9347839355469
2017-10-17,481.4909973144531
2017-10-18,474.41229248046875
2017-10-19,475.3268737792969
2017-10-23,482.06689453125
2017-10-24,485.724853515625
2017-10-25,476.4106750488281
2017-10-26,481.3555603027344
2017-10-27,481.8636169433594
2017-10-30,480.271728515625
2017-10-31,482.87969970703125
2017-11-01,484.7425231933594
2017-11-02,487.79083251953125
2017-11-03,490.60205078125
2017-11-06,494.734130859375
2017-11-07,497.2066650390625
2017-11-08,498.7984619140625
2017-11-09,504.4208984375
2017-11-10,505.2675476074219
2017-11-13,606.30078125
2017-11-14,598.3414306640625
2017-11-15,596.2415771484375
2017-11-16,592.5835571289062
2017-11-17,588.6885375976562
2017-11-20,585.8096313476562
2017-11-21,599.0526733398438
2017-11-22,591.1948852539062
2017-11-23,603.929931640625
2017-11-24,606.4362182617188
2017-11-27,591.228759765625
2017-11-28,595.496337890625
2017-11-29,608.4683837890625
2017-11-30,603.5912475585938
2017-12-01,596.2415771484375
2017-12-04,599.4252319335938
2017-12-05,593.0916748046875
2017-12-06,590.1787719726562
2017-12-07,596.20751953125
2017-12-08,592.8883056640625
2017-12-11,586.7918090820312
2017-12-12,576.529296875
2017-12-13,564.2007446289062
2017-12-14,563.489501953125
2017-12-15,563.8958740234375
2017-12-18,566.4022216796875
2017-12-19,569.7892456054688
2017-12-20,570.39892578125
2017-12-21,573.7182006835938
2017-12-22,571.8553466796875
2017-12-26,570.2296142578125
2017-12-27,567.4522705078125
2017-12-28,565.6572875976562
2017-12-29,561.152587890625
2018-01-01,558.7478637695312
2018-01-02,562.134765625
2018-01-03,561.8298950195312
2018-01-04,565.7249755859375
2018-01-05,568.0618896484375
2018-01-08,571.2793579101562
2018-01-09,569.75537109375
2018-01-10,569.6198120117188
2018-01-11,582.8969116210938
2018-01-12,584.6581420898438
2018-01-15,589.7386474609375
2018-01-16,592.8883056640625
2018-01-17,571.2118530273438
2018-01-18,562.6089477539062
2018-01-19,564.404052734375
2018-01-22,548.9257202148438
2018-01-23,548.5530395507812
2018-01-24,543.8789672851562
2018-01-25,533.1085205078125
2018-01-29,527.9263305664062
2018-01-30,530.3311767578125
2018-01-31,539.5437622070312
2018-02-01,535.3438110351562
2018-02-02,527.5198364257812
2018-02-05,523.489501953125
2018-02-06,503.8788757324219
2018-02-07,513.6333618164062
2018-02-08,520.0687255859375
2018-02-09,521.3896484375
2018-02-12,523.0153198242188
2018-02-14,523.6925659179688
2018-02-15,524.0653076171875
2018-02-16,522.202392578125
2018-02-19,527.72314453125
2018-02-20,529.5859375
2018-02-21,519.662109375
2018-02-22,520.8815307617188
2018-02-23,525.2845458984375
2018-02-26,523.7604370117188
2018-02-27,519.560546875
2018-02-28,503.50634765625
2018-03-01,507.9770812988281
2018-03-05,494.5647888183594
2018-03-06,487.4521484375
2018-03-07,487.6553955078125
2018-03-08,493.2439270019531
2018-03-09,492.6341552734375
2018-03-12,492.05841064453125
2018-03-13,494.4292907714844
2018-03-14,494.3615417480469
2018-03-15,491.855224609375
2018-03-16,493.41314697265625
2018-03-19,491.5504455566406
2018-03-20,487.62152099609375
2018-03-21,486.70703125
2018-03-22,485.0472717285156
2018-03-23,474.54779052734375
2018-03-26,472.6510314941406
2018-03-27,471.1946716308594
2018-03-28,468.4173889160156
2018-04-02,471.9059753417969
2018-04-03,474.1413879394531
2018-04-04,473.768798828125
2018-04-05,473.7010192871094
2018-04-06,472.9220275878906
2018-04-09,473.73492431640625
2018-04-10,474.1413879394531
2018-04-11,477.4606018066406
2018-04-12,499.47589111328125
2018-04-13,502.86285400390625
2018-04-16,496.25830078125
