Date,EIHOTEL
1996-01-01,26.832006454467773
1996-01-02,26.923599243164062
1996-01-03,26.832006454467773
1996-01-04,26.400972366333008
1996-01-05,26.454845428466797
1996-01-08,26.562606811523438
1996-01-09,26.406354904174805
1996-01-10,26.832006454467773
1996-01-11,26.850866317749023
1996-01-12,26.726943969726562
1996-01-15,26.667678833007812
1996-01-16,26.46023941040039
1996-01-17,26.506038665771484
1996-01-18,26.347087860107422
1996-01-19,25.703231811523438
1996-01-22,25.50657844543457
1996-01-23,25.8621826171875
1996-01-24,25.8271484375
1996-01-25,25.754411697387695
1996-01-26,25.754411697387695
1996-01-29,26.07769203186035
1996-01-30,26.54105567932129
1996-01-31,26.850866317749023
1996-02-01,27.166059494018555
1996-02-02,27.737186431884766
1996-02-05,28.556154251098633
1996-02-06,29.951631546020508
1996-02-07,30.021677017211914
1996-02-08,30.573944091796875
1996-02-09,31.02383041381836
1996-02-12,31.990968704223633
1996-02-13,32.70487594604492
1996-02-14,34.086891174316406
1996-02-15,33.30832290649414
1996-02-16,31.818565368652344
1996-02-19,31.88859748840332
1996-02-20,31.333637237548828
1996-02-21,31.333637237548828
1996-02-22,32.058319091796875
1996-02-23,32.163394927978516
1996-02-26,32.82072067260742
1996-02-27,33.01198196411133
1996-02-28,33.33796691894531
1996-02-29,32.327720642089844
1996-03-01,31.81586456298828
1996-03-04,31.522214889526367
1996-03-05,31.522214889526367
1996-03-06,31.802398681640625
1996-03-07,31.51952362060547
1996-03-08,30.711328506469727
1996-03-11,30.441940307617188
1996-03-12,29.795379638671875
1996-03-13,30.17253303527832
1996-03-14,30.458097457885742
1996-03-15,30.436553955078125
1996-03-18,30.899904251098633
1996-03-19,30.811016082763672
1996-03-20,30.811016082763672
1996-03-21,30.711328506469727
1996-03-22,30.39883041381836
1996-03-25,29.525981903076172
1996-03-26,30.06477928161621
1996-03-27,29.916614532470703
1996-03-28,30.38805389404297
1996-03-29,30.617046356201172
1996-04-01,31.532997131347656
1996-04-02,32.33580780029297
1996-04-03,33.29756164550781
1996-04-04,32.71026611328125
1996-04-05,32.71026611328125
1996-04-08,32.94733428955078
1996-04-09,32.78031539916992
1996-04-10,32.880001068115234
1996-04-11,33.00929260253906
1996-04-12,32.880001068115234
1996-04-15,34.30240249633789
1996-04-16,35.88915252685547
1996-04-17,36.80241775512695
1996-04-18,36.3956184387207
1996-04-19,36.398319244384766
1996-04-22,36.56803512573242
1996-04-23,35.34227752685547
1996-04-24,36.09390640258789
1996-04-25,36.64884948730469
1996-04-26,37.69681167602539
1996-04-29,37.59174728393555
1996-04-30,38.40263748168945
1996-05-01,38.52386474609375
1996-05-02,38.25446701049805
1996-05-03,38.41880416870117
1996-05-06,37.4462776184082
1996-05-07,37.24153518676758
1996-05-08,37.069122314453125
1996-05-09,36.624603271484375
1996-05-10,35.264156341552734
1996-05-13,35.83258819580078
1996-05-14,36.64346694946289
1996-05-15,36.87245559692383
1996-05-16,37.4462776184082
1996-05-17,36.84012985229492
1996-05-20,35.344966888427734
1996-05-21,34.784629821777344
1996-05-22,35.38807678222656
1996-05-23,35.38807678222656
1996-05-24,36.09928512573242
1996-05-27,35.021690368652344
1996-05-28,35.04864501953125
1996-05-29,36.336368560791016
1996-05-30,36.1208381652832
1996-05-31,35.883758544921875
1996-06-03,36.301334381103516
1996-06-04,36.990989685058594
1996-06-05,36.97214126586914
1996-06-06,37.23074722290039
1996-06-07,37.203819274902344
1996-06-10,36.9074821472168
1996-06-11,37.28732681274414
1996-06-12,37.1768684387207
1996-06-13,37.20112228393555
1996-06-14,38.321807861328125
1996-06-17,39.70921325683594
1996-06-18,38.852535247802734
1996-06-19,38.79595947265625
1996-06-20,39.15694808959961
1996-06-21,38.28410720825195
1996-06-24,36.514163970947266
1996-06-25,36.61922073364258
1996-06-26,37.12031173706055
1996-06-27,37.214599609375
1996-06-28,38.23830795288086
1996-07-01,38.6585578918457
1996-07-02,39.03571701049805
1996-07-03,38.197898864746094
1996-07-04,38.62623977661133
1996-07-05,38.793270111083984
1996-07-08,38.793270111083984
1996-07-09,39.17851257324219
1996-07-10,38.74208068847656
1996-07-11,39.27548599243164
1996-07-12,39.38594436645508
1996-07-15,39.2081298828125
1996-07-16,38.57236099243164
1996-07-17,39.068050384521484
1996-07-18,39.11653518676758
1996-07-19,39.09756851196289
1996-07-22,39.032508850097656
1996-07-23,38.50932312011719
1996-07-24,38.493064880371094
1996-07-25,38.425289154052734
1996-07-26,37.818077087402344
1996-07-29,35.503074645996094
1996-07-30,35.207603454589844
1996-07-31,35.55457305908203
1996-08-01,35.2401237487793
1996-08-02,35.313323974609375
1996-08-05,35.39463806152344
1996-08-06,35.37024688720703
1996-08-07,35.267242431640625
1996-08-08,35.34856414794922
1996-08-09,35.340423583984375
1996-08-12,35.51119613647461
1996-08-13,35.55999755859375
1996-08-14,35.2265625
1996-08-15,35.2265625
1996-08-16,35.32144546508789
1996-08-19,35.22929000854492
1996-08-20,34.87417984008789
1996-08-21,35.110008239746094
1996-08-22,35.5654182434082
1996-08-23,36.137393951416016
1996-08-26,35.798545837402344
1996-08-27,36.83406066894531
1996-08-28,36.04793167114258
1996-08-29,36.085880279541016
1996-08-30,35.353981018066406
1996-09-02,35.782291412353516
1996-09-03,35.340423583984375
1996-09-04,35.2401237487793
1996-09-05,36.188899993896484
1996-09-06,35.67384338378906
1996-09-09,35.280784606933594
1996-09-10,35.05307388305664
1996-09-11,34.158531188964844
1996-09-12,34.10160446166992
1996-09-13,34.63833999633789
1996-09-16,33.72209167480469
1996-09-17,33.65432357788086
1996-09-18,33.25583267211914
1996-09-19,32.93595886230469
1996-09-20,32.85464859008789
1996-09-23,32.9332389831543
1996-09-24,32.9332389831543
1996-09-25,32.7462158203125
1996-09-26,32.90885925292969
1996-09-27,32.52934646606445
1996-09-30,31.44232749938965
1996-10-01,30.902875900268555
1996-10-02,30.902875900268555
1996-10-03,30.187236785888672
1996-10-04,29.073101043701172
1996-10-07,27.72042465209961
1996-10-08,27.500856399536133
1996-10-09,27.921024322509766
1996-10-10,29.11105728149414
1996-10-11,29.758920669555664
1996-10-14,29.10291862487793
1996-10-15,28.438785552978516
1996-10-16,28.7342586517334
1996-10-17,28.915878295898438
1996-10-18,29.0866641998291
1996-10-21,29.0866641998291
1996-10-22,29.601709365844727
1996-10-23,30.21976661682129
1996-10-24,29.588150024414062
1996-10-25,29.780622482299805
1996-10-28,29.504127502441406
1996-10-29,29.317075729370117
1996-10-30,29.317075729370117
1996-10-31,29.57459259033203
1996-11-01,29.628808975219727
1996-11-04,43.86988830566406
1996-11-05,43.857688903808594
1996-11-06,29.21135139465332
1996-11-07,29.512252807617188
1996-11-08,29.71150016784668
1996-11-11,30.22789764404297
1996-11-12,30.22789764404297
1996-11-13,30.923215866088867
1996-11-14,30.13031005859375
1996-11-15,30.105913162231445
1996-11-18,30.24416160583496
1996-11-19,30.268558502197266
1996-11-20,29.975791931152344
1996-11-21,29.890409469604492
1996-11-22,29.699298858642578
1996-11-25,29.800947189331055
1996-11-26,29.75621223449707
1996-11-27,29.548847198486328
1996-11-28,29.9269962310791
1996-11-29,29.9269962310791
1996-12-02,30.02459144592285
1996-12-03,29.11783218383789
1996-12-04,27.66621208190918
1996-12-05,28.15414047241211
1996-12-06,28.46317481994629
1996-12-09,29.284543991088867
1996-12-10,29.512252807617188
1996-12-11,30.902875900268555
1996-12-12,30.57758331298828
1996-12-13,30.374286651611328
1996-12-16,31.159048080444336
1996-12-17,31.000463485717773
1996-12-18,31.061452865600586
1996-12-19,30.935415267944336
1996-12-20,32.39109802246094
