Date,HINDCOPPER
2010-10-27,402.2093811035156
2010-10-28,402.8487243652344
2010-10-29,392.3904724121094
2010-11-01,395.5416259765625
2010-11-02,391.61407470703125
2010-11-03,406.822021484375
2010-11-04,408.60308837890625
2010-11-08,402.1180725097656
2010-11-09,402.6203918457031
2010-11-10,408.0093688964844
2010-11-11,402.3857116699219
2010-11-12,374.67919921875
2010-11-15,342.9034423828125
2010-11-16,331.1075744628906
2010-11-18,318.031494140625
2010-11-19,307.79010009765625
2010-11-22,323.3351135253906
2010-11-23,309.98468017578125
2010-11-24,311.630615234375
2010-11-25,303.720947265625
2010-11-26,284.8384704589844
2010-11-29,283.05535888671875
2010-11-30,285.4328308105469
2010-12-01,308.4758605957031
2010-12-02,313.59661865234375
2010-12-03,305.869873046875
2010-12-06,305.00115966796875
2010-12-07,301.5721130371094
2010-12-08,293.4795837402344
2010-12-09,278.71185302734375
2010-12-10,280.6778869628906
2010-12-13,293.7539367675781
2010-12-14,298.7832336425781
2010-12-15,291.6965026855469
2010-12-16,289.22760009765625
2010-12-20,295.07977294921875
2010-12-21,298.8746337890625
2010-12-22,306.2356262207031
2010-12-23,308.9788513183594
2010-12-24,304.1781921386719
2010-12-27,302.4865417480469
2010-12-28,311.9963684082031
2010-12-29,313.1851501464844
2010-12-30,325.5296325683594
2010-12-31,302.2122497558594
2011-01-03,307.97296142578125
2011-01-04,306.60137939453125
2011-01-05,293.2967224121094
2011-01-06,279.3976745605469
2011-01-07,281.1807861328125
2011-01-10,275.0085144042969
2011-01-11,271.07659912109375
2011-01-12,272.6768493652344
2011-01-13,268.8363342285156
2011-01-14,262.4811706542969
2011-01-17,253.42849731445312
2011-01-18,249.99945068359375
2011-01-19,253.51992797851562
2011-01-20,257.1775817871094
2011-01-21,256.21746826171875
2011-01-24,257.0404052734375
2011-01-25,254.57150268554688
2011-01-27,248.62779235839844
2011-01-28,239.3922882080078
2011-01-31,231.71128845214844
2011-02-01,234.86598205566406
2011-02-02,234.31735229492188
2011-02-03,241.5869140625
2011-02-04,241.49546813964844
2011-02-07,241.54115295410156
2011-02-08,235.0488739013672
2011-02-09,224.12168884277344
2011-02-10,216.5778350830078
2011-02-11,216.85215759277344
2011-02-14,223.93878173828125
2011-02-15,264.2642517089844
2011-02-16,276.4259033203125
2011-02-17,265.49859619140625
2011-02-18,297.0000305175781
2011-02-21,300.794921875
2011-02-22,296.86297607421875
2011-02-23,289.68475341796875
2011-02-24,268.6991882324219
2011-02-25,265.3614807128906
2011-02-28,271.9453125
2011-03-01,279.07769775390625
2011-03-03,277.3402404785156
2011-03-04,275.877197265625
2011-03-07,268.9277038574219
2011-03-08,281.2722473144531
2011-03-09,282.1409606933594
2011-03-10,278.71185302734375
2011-03-11,271.3966064453125
2011-03-14,272.44818115234375
2011-03-15,264.6300048828125
2011-03-16,269.247802734375
2011-03-17,269.9792785644531
2011-03-18,268.19622802734375
2011-03-21,267.7847595214844
2011-03-22,269.52203369140625
2011-03-23,268.0590515136719
2011-03-24,269.6134338378906
2011-03-25,270.2079162597656
2011-03-28,268.5162353515625
2011-03-29,265.1785888671875
2011-03-30,267.6932678222656
2011-03-31,264.6757507324219
2011-04-01,269.3392028808594
2011-04-04,277.93463134765625
2011-04-05,278.4833068847656
2011-04-06,277.20306396484375
2011-04-07,280.2207336425781
2011-04-08,275.877197265625
2011-04-11,273.4083251953125
2011-04-13,275.2370910644531
2011-04-15,284.60980224609375
2011-04-18,278.2090148925781
2011-04-19,276.883056640625
2011-04-20,279.07769775390625
2011-04-21,277.7060852050781
2011-04-25,277.8889465332031
2011-04-26,276.6087646484375
2011-04-27,274.4142150878906
2011-04-28,271.07659912109375
2011-04-29,267.4189758300781
2011-05-02,265.4529724121094
2011-05-03,258.960693359375
2011-05-04,255.44020080566406
2011-05-05,254.89157104492188
2011-05-06,254.06857299804688
2011-05-09,253.01695251464844
2011-05-10,254.25144958496094
2011-05-11,254.66297912597656
2011-05-12,249.8166046142578
2011-05-13,249.58798217773438
2011-05-16,245.88462829589844
2011-05-17,241.2211456298828
2011-05-18,238.7522735595703
2011-05-19,265.8187561035156
2011-05-20,258.5035095214844
2011-05-23,253.4742431640625
2011-05-24,249.7251434326172
2011-05-25,256.40032958984375
2011-05-26,254.48004150390625
2011-05-27,253.4742431640625
2011-05-30,256.21746826171875
2011-05-31,257.9090270996094
2011-06-01,258.8235168457031
2011-06-02,256.0802307128906
2011-06-03,254.29722595214844
2011-06-06,254.6172332763672
2011-06-07,255.80593872070312
2011-06-08,261.7952880859375
2011-06-09,257.6347961425781
2011-06-10,255.80593872070312
2011-06-13,253.42849731445312
2011-06-14,255.48593139648438
2011-06-15,255.07444763183594
2011-06-16,251.23390197753906
2011-06-17,247.25625610351562
2011-06-20,237.70068359375
2011-06-21,237.51779174804688
2011-06-22,233.12857055664062
2011-06-23,231.0254364013672
2011-06-24,234.59164428710938
2011-06-27,237.28916931152344
2011-06-28,239.7581024169922
2011-06-29,241.26683044433594
2011-06-30,243.23281860351562
2011-07-01,244.37586975097656
2011-07-04,248.03346252441406
2011-07-05,247.62197875976562
2011-07-06,248.5821075439453
2011-07-07,249.40505981445312
2011-07-08,241.95262145996094
2011-07-11,238.9351043701172
2011-07-12,236.78628540039062
2011-07-13,243.27850341796875
2011-07-14,243.55287170410156
2011-07-15,242.68414306640625
2011-07-18,243.87295532226562
2011-07-19,245.6559600830078
2011-07-20,244.1472625732422
2011-07-21,241.40402221679688
2011-07-22,241.9983673095703
2011-07-25,240.3066864013672
2011-07-26,239.7581024169922
2011-07-27,239.3008575439453
2011-07-28,236.374755859375
2011-07-29,232.5800018310547
2011-08-01,233.54010009765625
2011-08-02,229.47096252441406
2011-08-03,226.4991455078125
2011-08-04,241.03823852539062
2011-08-05,229.28807067871094
2011-08-08,221.01268005371094
2011-08-09,214.0174560546875
2011-08-10,216.5778350830078
2011-08-11,215.93771362304688
2011-08-12,215.11474609375
2011-08-16,211.54855346679688
2011-08-17,206.42788696289062
2011-08-18,199.3411865234375
2011-08-19,206.7021484375
2011-08-22,207.15936279296875
2011-08-23,210.72560119628906
2011-08-24,208.25668334960938
2011-08-25,209.30824279785156
2011-08-26,202.77024841308594
2011-08-29,206.42788696289062
2011-08-30,213.05735778808594
2011-09-02,211.27041625976562
2011-09-05,207.92559814453125
2011-09-06,209.529296875
2011-09-07,211.95770263671875
2011-09-08,213.51553344726562
2011-09-09,219.33448791503906
2011-09-12,208.42962646484375
2011-09-13,207.0092315673828
2011-09-14,207.32998657226562
2011-09-15,209.529296875
2011-09-16,216.35629272460938
2011-09-19,211.54530334472656
2011-09-20,214.56936645507812
2011-09-21,214.8442840576172
2011-09-22,206.73434448242188
2011-09-23,200.86953735351562
2011-09-26,194.40908813476562
2011-09-27,200.09060668945312
2011-09-28,196.51675415039062
2011-09-29,194.86727905273438
2011-09-30,207.74234008789062
2011-10-03,199.2200469970703
2011-10-04,193.99671936035156
2011-10-05,188.3610076904297
2011-10-07,194.1341552734375
2011-10-10,196.6083984375
2011-10-11,197.6163787841797
2011-10-12,202.06082153320312
2011-10-13,201.6942901611328
2011-10-14,198.5327911376953
2011-10-17,199.7240447998047
2011-10-18,203.93939208984375
2011-10-19,203.5728302001953
2011-10-20,198.853515625
2011-10-21,197.79966735839844
2011-10-24,198.1204071044922
2011-10-25,197.93711853027344
2011-10-28,204.2143096923828
2011-10-31,204.67251586914062
2011-11-01,202.79391479492188
2011-11-02,201.8775634765625
2011-11-03,201.37355041503906
2011-11-04,202.93136596679688
2011-11-08,206.23033142089844
2011-11-09,202.15248107910156
2011-11-11,198.99095153808594
2011-11-14,194.27162170410156
2011-11-15,188.49842834472656
2011-11-16,186.2533416748047
2011-11-17,183.22927856445312
2011-11-18,179.42633056640625
2011-11-21,175.80665588378906
2011-11-22,173.28662109375
2011-11-23,171.40805053710938
2011-11-24,169.34619140625
2011-11-25,169.39202880859375
2011-11-28,174.43212890625
2011-11-29,172.4618682861328
2011-11-30,169.7127685546875
2011-12-01,176.1732177734375
2011-12-02,178.0518035888672
2011-12-05,176.6772003173828
2011-12-07,175.57757568359375
2011-12-08,170.99569702148438
2011-12-09,168.06329345703125
2011-12-12,163.29815673828125
2011-12-13,160.04498291015625
2011-12-14,159.17442321777344
2011-12-15,154.7758026123047
2011-12-16,148.63612365722656
2011-12-19,141.9923858642578
2011-12-20,134.8446502685547
2011-12-21,136.63162231445312
2011-12-22,157.2500762939453
2011-12-23,159.58680725097656
2011-12-26,161.64866638183594
2011-12-27,156.47113037109375
2011-12-28,151.79762268066406
2011-12-29,148.0863037109375
2011-12-30,170.5833282470703
2012-01-02,171.6829833984375
2012-01-03,201.83172607421875
2012-01-04,232.02630615234375
2012-01-05,244.48898315429688
2012-01-06,247.9253692626953
2012-01-09,282.24371337890625
2012-01-10,277.6159973144531
2012-01-11,261.6711120605469
2012-01-12,266.2071533203125
2012-01-13,269.36865234375
2012-01-16,266.4361877441406
2012-01-17,263.13720703125
2012-01-18,252.27821350097656
2012-01-19,259.56341552734375
2012-01-20,255.16481018066406
2012-01-23,250.12474060058594
2012-01-24,249.71238708496094
2012-01-25,256.4935607910156
2012-01-27,256.4935607910156
2012-01-30,274.31707763671875
2012-01-31,284.5804443359375
2012-02-01,285.3135681152344
2012-02-02,283.2975158691406
2012-02-03,275.41668701171875
2012-02-06,271.8427734375
2012-02-07,278.8989562988281
2012-02-08,272.8966979980469
2012-02-09,270.97222900390625
2012-02-10,266.4361877441406
2012-02-13,262.99981689453125
2012-02-14,267.7191467285156
2012-02-15,268.2231750488281
2012-02-16,265.01580810546875
2012-02-17,260.7088928222656
2012-02-21,259.4259948730469
2012-02-22,263.320556640625
2012-02-23,250.94952392578125
2012-02-24,239.76963806152344
2012-02-27,226.0698699951172
2012-02-28,248.65853881835938
2012-02-29,270.055908203125
2012-03-01,271.61370849609375
2012-03-02,261.0295715332031
2012-03-05,259.2426452636719
2012-03-06,254.15679931640625
2012-03-07,254.98150634765625
2012-03-09,257.59320068359375
2012-03-12,258.830322265625
2012-03-13,259.5176086425781
2012-03-14,258.0971984863281
2012-03-15,253.46949768066406
2012-03-16,249.39161682128906
2012-03-19,241.55661010742188
2012-03-20,239.54055786132812
2012-03-21,243.7559051513672
2012-03-22,249.39161682128906
2012-03-23,251.9574737548828
2012-03-26,249.84979248046875
2012-03-27,248.841796875
2012-03-28,245.63446044921875
2012-03-29,244.0308380126953
2012-03-30,245.7261199951172
2012-04-02,248.61268615722656
2012-04-03,251.59091186523438
2012-04-04,248.93344116210938
2012-04-09,250.26220703125
2012-04-10,246.9174346923828
2012-04-11,248.10873413085938
2012-04-12,248.29196166992188
2012-04-13,246.36761474609375
2012-04-16,245.40538024902344
2012-04-17,246.9174346923828
2012-04-18,248.5210723876953
2012-04-19,248.3836212158203
2012-04-20,245.58863830566406
2012-04-23,240.27371215820312
2012-04-24,238.80747985839844
2012-04-25,233.12594604492188
2012-04-26,234.31724548339844
2012-04-27,231.65977478027344
2012-04-30,257.0433349609375
2012-05-02,255.94371032714844
2012-05-03,251.224365234375
2012-05-04,239.49476623535156
2012-05-07,235.78343200683594
2012-05-08,240.82347106933594
2012-05-09,236.47071838378906
2012-05-10,235.55435180664062
2012-05-11,232.75941467285156
2012-05-14,228.08587646484375
2012-05-15,228.17750549316406
2012-05-16,226.2989501953125
2012-05-17,225.7033233642578
2012-05-18,221.21307373046875
2012-05-21,224.83273315429688
2012-05-22,224.55784606933594
2012-05-23,224.55784606933594
2012-05-24,226.25315856933594
2012-05-25,226.8488006591797
2012-05-28,230.42263793945312
2012-05-29,231.33901977539062
2012-05-30,234.22561645507812
2012-05-31,231.01832580566406
2012-06-01,227.21534729003906
2012-06-04,226.16152954101562
2012-06-05,227.62767028808594
2012-06-06,230.5142822265625
2012-06-07,231.33901977539062
2012-06-08,230.33103942871094
2012-06-11,232.39285278320312
2012-06-12,232.57614135742188
2012-06-13,232.0721435546875
2012-06-14,241.6482696533203
2012-06-15,236.6540069580078
2012-06-18,232.71359252929688
2012-06-19,232.25538635253906
2012-06-20,232.53028869628906
2012-06-21,233.17176818847656
2012-06-22,230.8350067138672
2012-06-25,230.78919982910156
2012-06-26,231.65977478027344
2012-06-27,230.74339294433594
2012-06-28,236.28744506835938
2012-06-29,238.25765991210938
2012-07-02,239.03659057617188
2012-07-03,240.8693389892578
2012-07-04,240.68601989746094
2012-07-05,246.4134063720703
2012-07-06,242.88536071777344
2012-07-09,236.92892456054688
2012-07-10,240.68601989746094
2012-07-11,238.80747985839844
2012-07-12,235.73764038085938
2012-07-13,233.12594604492188
2012-07-16,229.91864013671875
2012-07-17,228.17750549316406
2012-07-18,227.9942626953125
2012-07-19,230.42263793945312
2012-07-20,230.3768310546875
2012-07-23,225.15350341796875
2012-07-24,225.88658142089844
2012-07-25,226.9404296875
2012-07-26,220.3883514404297
2012-07-27,219.7468719482422
2012-07-30,226.02401733398438
2012-07-31,227.12368774414062
2012-08-01,227.1695098876953
2012-08-02,228.04010009765625
2012-08-03,225.88658142089844
2012-08-06,227.85679626464844
2012-08-07,229.2313690185547
2012-08-08,258.830322265625
2012-08-09,247.23818969726562
2012-08-10,243.43516540527344
2012-08-13,251.6367950439453
2012-08-14,251.45346069335938
2012-08-16,248.61268615722656
2012-08-17,240.8693389892578
2012-08-21,240.77772521972656
2012-08-22,241.7856903076172
2012-08-23,242.0148162841797
2012-08-24,239.0823974609375
2012-08-27,235.92091369628906
2012-08-28,227.76515197753906
2012-08-29,227.3986053466797
2012-08-30,230.8350067138672
2012-08-31,235.23361206054688
2012-09-03,233.95069885253906
2012-09-04,233.90489196777344
2012-09-05,232.75941467285156
2012-09-06,237.61619567871094
2012-09-07,244.8555908203125
2012-09-10,241.1442413330078
2012-09-11,239.95297241210938
2012-09-12,242.518798828125
2012-09-13,245.4512176513672
2012-09-14,246.77993774414062
2012-09-17,248.70428466796875
2012-09-18,249.25625610351562
2012-09-20,244.7953643798828
2012-09-21,245.94500732421875
2012-09-24,245.57716369628906
2012-09-25,243.6456298828125
2012-09-26,242.03604125976562
2012-09-27,242.49594116210938
2012-09-28,241.94406127929688
2012-10-01,242.7258758544922
2012-10-03,243.92156982421875
2012-10-04,244.6114044189453
2012-10-05,240.15057373046875
2012-10-08,239.460693359375
2012-10-09,242.7718505859375
2012-10-10,240.74839782714844
2012-10-11,241.6221466064453
2012-10-12,238.9088592529297
2012-10-15,237.57516479492188
2012-10-16,236.2875213623047
2012-10-17,234.76992797851562
2012-10-18,237.6671600341797
2012-10-19,238.4949493408203
2012-10-22,235.32176208496094
2012-10-23,243.27774047851562
2012-10-25,239.13877868652344
2012-10-29,233.0223388671875
2012-10-30,228.60748291015625
2012-10-31,230.447021484375
2012-11-01,233.7581329345703
2012-11-02,247.3706512451172
2012-11-05,240.10452270507812
2012-11-06,238.0350799560547
2012-11-07,238.0350799560547
2012-11-08,235.87364196777344
2012-11-09,233.89613342285156
2012-11-12,235.18380737304688
2012-11-15,230.5849609375
2012-11-16,230.5390167236328
2012-11-19,232.60848999023438
2012-11-20,228.00962829589844
2012-11-21,220.00767517089844
2012-11-22,244.7953643798828
2012-11-23,195.8638916015625
2012-11-26,156.72787475585938
2012-11-27,141.0918731689453
2012-11-29,140.31008911132812
2012-11-30,141.2298583984375
2012-12-03,140.5400390625
2012-12-04,138.93043518066406
2012-12-05,139.29835510253906
2012-12-06,138.65451049804688
2012-12-07,137.044921875
2012-12-10,138.28660583496094
2012-12-11,137.6887664794922
2012-12-12,136.9529571533203
2012-12-13,134.83750915527344
2012-12-14,131.2044219970703
2012-12-17,130.79049682617188
2012-12-18,129.916748046875
2012-12-19,129.6408233642578
2012-12-20,126.42163848876953
2012-12-21,127.11148834228516
2012-12-24,127.70929718017578
2012-12-26,126.42163848876953
2012-12-27,125.45587921142578
2012-12-28,125.9617691040039
2012-12-31,130.97447204589844
2013-01-01,131.5723419189453
2013-01-02,132.170166015625
2013-01-03,132.1241912841797
2013-01-04,131.71029663085938
2013-01-07,132.95196533203125
2013-01-08,133.45782470703125
2013-01-09,133.73377990722656
2013-01-10,132.07818603515625
2013-01-11,129.31893920898438
2013-01-14,130.05470275878906
2013-01-15,129.3648681640625
2013-01-16,126.97348022460938
2013-01-17,127.6173324584961
2013-01-18,126.88150787353516
2013-01-21,126.19168853759766
2013-01-22,125.50189208984375
2013-01-23,124.12220001220703
2013-01-24,120.53514099121094
2013-01-25,120.76509857177734
2013-01-28,121.22496795654297
2013-01-29,119.10950469970703
2013-01-30,118.87957000732422
2013-01-31,118.97154998779297
2013-02-01,118.69561004638672
2013-02-04,118.0977554321289
2013-02-05,115.7983627319336
2013-02-06,116.30424499511719
2013-02-07,115.24649810791016
2013-02-08,114.05081176757812
2013-02-11,126.19168853759766
2013-02-12,120.12126159667969
2013-02-13,117.0400390625
2013-02-14,114.60266876220703
2013-02-15,113.22301483154297
2013-02-18,117.40795135498047
2013-02-19,116.94806671142578
2013-02-20,116.71812438964844
2013-02-21,114.23474884033203
2013-02-22,114.0968017578125
2013-02-25,112.07331085205078
2013-02-26,110.0958251953125
2013-02-27,109.3600082397461
2013-02-28,105.2210693359375
2013-03-01,105.5429916381836
2013-03-04,101.40404510498047
2013-03-05,100.8521957397461
2013-03-06,103.93340301513672
2013-03-07,104.48523712158203
2013-03-08,105.08308410644531
2013-03-11,104.80717468261719
2013-03-12,108.67018127441406
2013-03-13,106.50875091552734
2013-03-14,105.12908935546875
2013-03-15,104.6692123413086
2013-03-18,102.78369903564453
2013-03-19,99.7944564819336
2013-03-20,95.33360290527344
2013-03-21,89.7690200805664
2013-03-22,86.73379516601562
2013-03-25,85.5381088256836
2013-03-26,84.3424072265625
2013-03-28,85.0782241821289
2013-04-01,97.7709732055664
2013-04-02,96.89720153808594
2013-04-03,94.27586364746094
2013-04-04,95.1036605834961
2013-04-05,92.80424499511719
2013-04-08,92.85022735595703
2013-04-09,91.70052337646484
2013-04-10,91.37860107421875
2013-04-11,91.65454864501953
2013-04-12,90.41284942626953
2013-04-15,89.49309539794922
2013-04-16,92.5743179321289
2013-04-17,92.11441802978516
2013-04-18,91.93047332763672
2013-04-22,93.03419494628906
2013-04-23,93.72400665283203
2013-04-25,93.49406433105469
2013-04-26,92.25238800048828
2013-04-29,92.80424499511719
2013-04-30,92.02244567871094
2013-05-02,92.11441802978516
2013-05-03,91.88448333740234
2013-05-06,93.17216491699219
2013-05-07,97.12713623046875
2013-05-08,95.7934799194336
2013-05-09,95.5175552368164
2013-05-10,98.18486785888672
2013-05-13,98.82870483398438
2013-05-14,97.21910858154297
2013-05-15,97.2651138305664
2013-05-16,97.63301849365234
2013-05-17,96.66726684570312
2013-05-20,96.62126922607422
2013-05-21,95.1036605834961
2013-05-22,93.72400665283203
2013-05-23,89.5390853881836
2013-05-24,92.02244567871094
2013-05-27,91.56256866455078
2013-05-28,92.4823226928711
2013-05-29,91.3326187133789
2013-05-30,90.36685180664062
2013-05-31,88.25140380859375
2013-06-03,85.86002349853516
2013-06-04,85.86002349853516
2013-06-05,86.68781280517578
2013-06-06,85.90602111816406
2013-06-07,85.35416412353516
2013-06-10,83.42263793945312
2013-06-11,80.75533294677734
2013-06-12,80.75533294677734
2013-06-13,76.8463363647461
2013-06-14,76.29447174072266
2013-06-17,76.52440643310547
2013-06-18,75.9725341796875
2013-06-19,74.77687072753906
2013-06-20,73.44320678710938
2013-06-21,70.77587127685547
2013-06-24,67.64868927001953
2013-06-25,65.5792236328125
2013-06-26,65.5792236328125
2013-06-27,66.31501770019531
2013-06-28,68.3844985961914
2013-07-01,71.55767822265625
2013-07-02,66.54496002197266
2013-07-03,64.65946960449219
2013-07-04,62.45201873779297
2013-07-05,60.56650161743164
2013-07-08,63.279808044433594
2013-07-09,61.80817794799805
2013-07-10,60.750450134277344
2013-07-11,60.88840866088867
2013-07-12,61.2103271484375
2013-07-15,60.79643249511719
2013-07-16,58.313072204589844
2013-07-17,57.66923904418945
2013-07-18,56.19761276245117
2013-07-19,57.34731674194336
2013-07-22,56.38156509399414
2013-07-23,56.05964660644531
2013-07-24,53.85220718383789
2013-07-25,52.472564697265625
2013-07-26,51.690773010253906
2013-07-29,49.43735122680664
2013-07-30,45.75828170776367
2013-07-31,43.136959075927734
2013-08-01,43.73481369018555
2013-08-02,41.48137283325195
2013-08-05,40.33167266845703
2013-08-06,44.1946907043457
2013-08-07,52.3346061706543
2013-08-08,58.63499450683594
2013-08-12,58.26708984375
2013-08-13,56.51953887939453
2013-08-14,55.507789611816406
2013-08-16,51.04693603515625
2013-08-19,49.11543273925781
2013-08-20,53.80622482299805
2013-08-21,50.9549560546875
2013-08-22,54.220130920410156
2013-08-23,53.346351623535156
2013-08-26,53.71424865722656
2013-08-27,49.94321060180664
2013-08-28,50.58704376220703
2013-08-29,50.86297607421875
2013-08-30,51.27687454223633
2013-09-02,51.36884689331055
2013-09-03,51.920711517333984
2013-09-04,52.518550872802734
2013-09-05,54.08214569091797
2013-09-06,59.692726135253906
2013-09-10,61.992122650146484
2013-09-11,61.5782356262207
2013-09-12,60.658477783203125
2013-09-13,61.919273376464844
2013-09-16,60.47168731689453
2013-09-17,59.67784881591797
2013-09-18,59.91133499145508
2013-09-19,60.84526062011719
2013-09-20,62.15275955200195
2013-09-23,63.46024703979492
2013-09-24,62.19945526123047
2013-09-25,60.89196014404297
2013-09-26,61.265525817871094
2013-09-27,61.4056282043457
2013-09-30,58.69723129272461
2013-10-01,59.491065979003906
2013-10-03,60.378299713134766
2013-10-04,60.51838684082031
2013-10-07,60.89196014404297
2013-10-08,60.9853630065918
2013-10-09,61.265525817871094
2013-10-10,61.265525817871094
2013-10-11,61.54570007324219
2013-10-14,61.17213821411133
2013-10-15,60.378299713134766
2013-10-17,59.95802688598633
