Date,PERSISTENT
2010-04-06,83.06365203857422
2010-04-07,82.2868881225586
2010-04-08,84.6887435913086
2010-04-09,83.93241119384766
2010-04-12,82.04158020019531
2010-04-13,81.80650329589844
2010-04-15,81.3465805053711
2010-04-16,81.78606414794922
2010-04-19,79.90546417236328
2010-04-20,80.2734146118164
2010-04-21,82.30732727050781
2010-04-22,81.990478515625
2010-04-23,81.0195083618164
2010-04-26,82.16422271728516
2010-04-27,80.64134216308594
2010-04-28,78.68920135498047
2010-04-29,81.14215087890625
2010-04-30,81.48963928222656
2010-05-03,81.98210906982422
2010-05-04,80.66890716552734
2010-05-05,81.34605407714844
2010-05-06,79.2941665649414
2010-05-07,77.18074798583984
2010-05-10,79.45832824707031
2010-05-11,78.44264221191406
2010-05-12,77.93995666503906
2010-05-13,78.29901123046875
2010-05-14,77.97071075439453
2010-05-17,77.62191772460938
2010-05-18,79.31468963623047
2010-05-19,77.57060241699219
2010-05-20,77.59113311767578
2010-05-21,77.93995666503906
2010-05-24,77.62191772460938
2010-05-25,75.27252197265625
2010-05-26,75.81626892089844
2010-05-27,76.08300018310547
2010-05-28,77.8065414428711
2010-05-31,79.3659896850586
2010-06-01,79.35572814941406
2010-06-02,79.72505187988281
2010-06-03,79.69429016113281
2010-06-04,80.55608367919922
2010-06-07,78.27850341796875
2010-06-08,78.3400650024414
2010-06-09,78.04254150390625
2010-06-10,78.07332611083984
2010-06-11,78.3708267211914
2010-06-14,78.1759262084961
2010-06-15,81.99237060546875
2010-06-16,83.67489624023438
2010-06-17,84.02372741699219
2010-06-18,81.171630859375
2010-06-21,81.64353942871094
2010-06-22,81.51018524169922
2010-06-23,83.01829528808594
2010-06-24,84.52640533447266
2010-06-25,82.70024108886719
2010-06-28,83.9313735961914
2010-06-29,84.93678283691406
2010-06-30,84.53666687011719
2010-07-01,88.19924926757812
2010-07-02,97.37105560302734
2010-07-05,97.40186309814453
2010-07-06,96.6836929321289
2010-07-07,94.71391296386719
2010-07-08,95.91424560546875
2010-07-09,101.04391479492188
2010-07-12,99.35111999511719
2010-07-13,102.12113952636719
2010-07-14,98.39701080322266
2010-07-15,99.05360412597656
2010-07-16,99.42330932617188
2010-07-19,98.66331481933594
2010-07-20,99.57833862304688
2010-07-21,99.15682983398438
2010-07-22,98.59136199951172
2010-07-23,96.02122497558594
2010-07-26,91.53884887695312
2010-07-27,92.63887786865234
2010-07-28,95.20903015136719
2010-07-29,94.44829559326172
2010-07-30,93.45105743408203
2010-08-02,96.03148651123047
2010-08-03,95.82587432861328
2010-08-04,97.8923110961914
2010-08-05,99.38298034667969
2010-08-06,98.64278411865234
2010-08-09,99.73253631591797
2010-08-10,97.25487518310547
2010-08-11,95.84645080566406
2010-08-12,95.04457092285156
2010-08-13,96.09317016601562
2010-08-16,94.67446899414062
2010-08-17,96.24737548828125
2010-08-18,95.95951843261719
2010-08-19,97.58386993408203
2010-08-20,98.68389129638672
2010-08-23,97.87174224853516
2010-08-24,97.38855743408203
2010-08-25,97.4810562133789
2010-08-26,96.38105773925781
2010-08-27,94.22209930419922
2010-08-30,94.64362335205078
2010-08-31,93.399658203125
2010-09-01,93.48189544677734
2010-09-02,92.19680786132812
2010-09-03,91.09678649902344
2010-09-06,96.17542266845703
2010-09-07,94.1604232788086
2010-09-08,94.43800354003906
2010-09-09,94.32490539550781
2010-09-13,93.5949935913086
2010-09-14,94.1604232788086
2010-09-15,91.713623046875
2010-09-16,88.40326690673828
2010-09-17,88.67054748535156
2010-09-20,86.36769104003906
2010-09-21,85.72000122070312
2010-09-22,84.66108703613281
2010-09-23,83.90032196044922
2010-09-24,85.39103698730469
2010-09-27,86.48078918457031
2010-09-28,90.49022674560547
2010-09-29,90.40799713134766
2010-09-30,91.77532958984375
2010-10-01,91.9089584350586
2010-10-04,90.52108001708984
2010-10-05,90.43881225585938
2010-10-06,91.343505859375
2010-10-07,89.73974609375
2010-10-08,89.39019775390625
2010-10-11,90.77809143066406
2010-10-12,87.59110260009766
2010-10-13,89.80144500732422
2010-10-14,90.58273315429688
2010-10-15,87.4471435546875
2010-10-18,86.35741424560547
2010-10-19,89.34909057617188
2010-10-20,89.0715103149414
2010-10-21,87.3340835571289
2010-10-22,85.57608795166016
2010-10-25,84.31156921386719
2010-10-26,83.03675079345703
2010-10-27,84.01342010498047
2010-10-28,82.90312194824219
2010-10-29,82.91339874267578
2010-11-01,83.6330337524414
2010-11-02,84.08538818359375
2010-11-03,83.54051971435547
2010-11-04,83.2732162475586
2010-11-08,84.90782165527344
2010-11-09,83.83865356445312
2010-11-10,85.66860961914062
2010-11-11,85.13401794433594
2010-11-12,83.31434631347656
