Date,GMRP&UI
2022-07-04,21.0
2022-07-05,21.25
2022-07-06,20.850000381469727
2022-07-07,19.899999618530273
2022-07-08,20.700000762939453
2022-07-11,20.0
2022-07-12,19.75
2022-07-13,19.700000762939453
2022-07-14,20.399999618530273
2022-07-15,19.75
2022-07-18,19.950000762939453
2022-07-19,20.899999618530273
2022-07-20,21.899999618530273
2022-07-21,22.5
2022-07-22,23.049999237060547
2022-07-25,24.100000381469727
2022-07-26,23.600000381469727
2022-07-27,24.049999237060547
2022-07-28,23.899999618530273
2022-07-29,24.25
2022-08-01,24.049999237060547
2022-08-02,25.25
2022-08-03,26.350000381469727
2022-08-04,27.0
2022-08-05,26.799999237060547
2022-08-08,26.450000762939453
2022-08-10,27.75
2022-08-11,27.899999618530273
2022-08-12,26.799999237060547
2022-08-16,26.399999618530273
2022-08-17,27.700000762939453
2022-08-18,29.049999237060547
2022-08-19,28.299999237060547
2022-08-22,29.700000762939453
2022-08-23,30.600000381469727
2022-08-24,31.799999237060547
2022-08-25,33.349998474121094
2022-08-26,35.0
2022-08-29,36.75
2022-08-30,34.95000076293945
2022-09-01,33.25
2022-09-02,31.649999618530273
2022-09-05,32.79999923706055
2022-09-06,31.25
2022-09-07,31.75
2022-09-08,31.299999237060547
2022-09-09,29.950000762939453
2022-09-12,29.75
2022-09-13,28.350000381469727
2022-09-14,27.200000762939453
2022-09-15,28.299999237060547
2022-09-16,27.350000381469727
2022-09-19,26.100000381469727
2022-09-20,27.399999618530273
2022-09-21,28.75
2022-09-22,28.5
2022-09-23,27.200000762939453
2022-09-26,25.850000381469727
2022-09-27,25.149999618530273
2022-09-28,26.399999618530273
2022-09-29,27.649999618530273
2022-09-30,27.149999618530273
2022-10-03,26.100000381469727
2022-10-04,27.350000381469727
2022-10-06,27.25
2022-10-07,28.600000381469727
2022-10-10,28.450000762939453
2022-10-11,27.049999237060547
2022-10-12,27.100000381469727
2022-10-13,26.700000762939453
2022-10-14,26.600000381469727
2022-10-17,27.0
2022-10-18,26.299999237060547
2022-10-19,26.25
2022-10-20,26.0
2022-10-21,25.200000762939453
2022-10-24,26.0
2022-10-25,25.75
2022-10-27,25.399999618530273
2022-10-28,25.200000762939453
2022-10-31,25.149999618530273
2022-11-01,24.850000381469727
2022-11-02,24.950000762939453
2022-11-03,24.5
2022-11-04,24.450000762939453
2022-11-07,24.200000762939453
2022-11-09,24.399999618530273
2022-11-10,23.600000381469727
2022-11-11,23.799999237060547
2022-11-14,24.450000762939453
2022-11-15,24.549999237060547
2022-11-16,24.149999618530273
2022-11-17,23.799999237060547
2022-11-18,23.799999237060547
2022-11-21,23.700000762939453
2022-11-22,23.649999618530273
2022-11-23,23.5
2022-11-24,23.600000381469727
2022-11-25,23.299999237060547
2022-11-28,22.950000762939453
2022-11-29,22.350000381469727
2022-11-30,23.049999237060547
2022-12-01,23.200000762939453
2022-12-02,23.399999618530273
2022-12-05,23.350000381469727
2022-12-06,23.700000762939453
2022-12-07,23.649999618530273
2022-12-08,23.100000381469727
2022-12-09,22.850000381469727
2022-12-12,22.700000762939453
2022-12-13,23.799999237060547
2022-12-14,24.450000762939453
2022-12-15,25.0
2022-12-16,24.549999237060547
2022-12-19,24.5
2022-12-20,23.899999618530273
2022-12-21,22.75
2022-12-22,21.649999618530273
2022-12-23,20.700000762939453
2022-12-26,21.700000762939453
2022-12-27,22.75
2022-12-28,23.5
2022-12-29,23.700000762939453
2022-12-30,23.049999237060547
2023-01-02,23.450000762939453
2023-01-03,23.200000762939453
2023-01-04,22.549999237060547
2023-01-05,22.0
2023-01-06,21.850000381469727
2023-01-09,21.950000762939453
2023-01-10,21.850000381469727
2023-01-11,21.5
2023-01-12,21.549999237060547
2023-01-13,21.549999237060547
2023-01-16,21.649999618530273
2023-01-17,21.700000762939453
2023-01-18,21.799999237060547
2023-01-19,21.450000762939453
2023-01-20,20.700000762939453
2023-01-23,20.049999237060547
2023-01-24,20.600000381469727
2023-01-25,20.200000762939453
2023-01-27,19.200000762939453
2023-01-30,18.899999618530273
2023-01-31,19.799999237060547
2023-02-01,19.149999618530273
2023-02-02,19.0
2023-02-03,18.799999237060547
2023-02-06,19.149999618530273
2023-02-07,18.850000381469727
2023-02-08,19.0
2023-02-09,18.850000381469727
2023-02-10,18.899999618530273
2023-02-13,18.700000762939453
2023-02-14,18.0
2023-02-15,18.450000762939453
2023-02-16,19.600000381469727
2023-02-17,20.25
2023-02-20,19.549999237060547
2023-02-21,19.600000381469727
2023-02-22,19.049999237060547
2023-02-23,18.649999618530273
2023-02-24,19.0
2023-02-27,18.799999237060547
2023-02-28,18.549999237060547
2023-03-01,18.700000762939453
2023-03-02,18.600000381469727
2023-03-03,18.5
2023-03-06,18.700000762939453
2023-03-08,18.549999237060547
2023-03-09,18.450000762939453
2023-03-10,18.149999618530273
2023-03-13,17.850000381469727
2023-03-14,17.700000762939453
2023-03-15,17.649999618530273
2023-03-16,17.100000381469727
2023-03-17,17.5
2023-03-20,17.049999237060547
2023-03-21,17.049999237060547
2023-03-22,17.350000381469727
2023-03-23,17.049999237060547
2023-03-24,16.549999237060547
2023-03-27,15.5
2023-03-28,14.550000190734863
2023-03-29,16.0
2023-03-31,15.949999809265137
2023-04-03,16.600000381469727
2023-04-05,16.649999618530273
2023-04-06,17.049999237060547
2023-04-10,16.649999618530273
2023-04-11,16.399999618530273
2023-04-12,16.450000762939453
2023-04-13,16.350000381469727
2023-04-17,16.149999618530273
2023-04-18,16.899999618530273
2023-04-19,17.350000381469727
2023-04-20,17.399999618530273
2023-04-21,17.549999237060547
2023-04-24,17.25
2023-04-25,17.100000381469727
2023-04-26,19.0
2023-04-27,19.350000381469727
2023-04-28,18.899999618530273
2023-05-02,19.049999237060547
2023-05-03,19.200000762939453
2023-05-04,19.100000381469727
2023-05-05,19.100000381469727
2023-05-08,18.450000762939453
2023-05-09,18.549999237060547
2023-05-10,18.700000762939453
2023-05-11,18.700000762939453
2023-05-12,18.75
2023-05-15,18.399999618530273
2023-05-16,18.549999237060547
2023-05-17,18.0
2023-05-18,17.600000381469727
2023-05-19,17.799999237060547
2023-05-22,17.899999618530273
2023-05-23,18.299999237060547
2023-05-24,17.25
2023-05-25,17.100000381469727
2023-05-26,17.25
2023-05-29,16.850000381469727
2023-05-30,17.049999237060547
2023-05-31,16.850000381469727
2023-06-01,16.950000762939453
2023-06-02,16.950000762939453
2023-06-05,17.049999237060547
2023-06-06,17.0
2023-06-07,17.350000381469727
2023-06-08,17.899999618530273
2023-06-09,17.75
2023-06-12,17.5
2023-06-13,17.450000762939453
2023-06-14,17.350000381469727
2023-06-15,17.5
2023-06-16,18.700000762939453
2023-06-19,18.0
2023-06-20,17.950000762939453
2023-06-21,17.799999237060547
2023-06-22,17.899999618530273
2023-06-23,17.450000762939453
2023-06-26,17.549999237060547
2023-06-27,18.149999618530273
2023-06-28,18.0
2023-06-30,17.700000762939453
2023-07-03,17.850000381469727
2023-07-04,19.5
2023-07-05,18.899999618530273
2023-07-06,19.600000381469727
2023-07-07,19.25
2023-07-10,20.049999237060547
2023-07-11,20.899999618530273
2023-07-12,20.75
2023-07-13,20.149999618530273
2023-07-14,21.75
2023-07-17,21.100000381469727
2023-07-18,20.799999237060547
2023-07-19,20.700000762939453
2023-07-20,20.049999237060547
2023-07-21,19.700000762939453
2023-07-24,20.600000381469727
2023-07-25,21.0
2023-07-26,20.75
2023-07-27,20.899999618530273
2023-07-28,20.649999618530273
2023-07-31,19.950000762939453
2023-08-01,19.75
2023-08-02,19.299999237060547
2023-08-03,19.350000381469727
2023-08-04,19.950000762939453
2023-08-07,20.350000381469727
2023-08-08,19.649999618530273
2023-08-09,21.399999618530273
2023-08-10,20.149999618530273
2023-08-11,20.049999237060547
2023-08-14,20.299999237060547
2023-08-16,21.450000762939453
2023-08-17,21.600000381469727
2023-08-18,22.75
2023-08-21,25.200000762939453
2023-08-22,26.0
2023-08-23,25.25
2023-08-24,24.299999237060547
2023-08-25,24.149999618530273
2023-08-28,24.700000762939453
2023-08-29,24.950000762939453
2023-08-30,24.899999618530273
2023-08-31,25.0
2023-09-01,28.450000762939453
2023-09-04,34.099998474121094
2023-09-05,37.5
2023-09-06,34.54999923706055
2023-09-07,35.900001525878906
2023-09-08,36.29999923706055
2023-09-11,37.0
2023-09-12,33.29999923706055
2023-09-13,36.599998474121094
2023-09-14,38.25
2023-09-15,42.04999923706055
2023-09-18,46.25
2023-09-20,43.95000076293945
2023-09-21,41.75
2023-09-22,39.70000076293945
2023-09-25,37.75
2023-09-26,35.900001525878906
2023-09-27,34.099998474121094
2023-09-28,35.54999923706055
2023-09-29,35.599998474121094
2023-10-03,34.20000076293945
2023-10-04,34.79999923706055
2023-10-05,34.150001525878906
2023-10-06,34.79999923706055
2023-10-09,33.099998474121094
2023-10-10,32.150001525878906
2023-10-11,33.75
2023-10-12,34.650001525878906
2023-10-13,34.099998474121094
2023-10-16,34.29999923706055
2023-10-17,34.150001525878906
2023-10-18,33.04999923706055
2023-10-19,34.349998474121094
2023-10-20,33.599998474121094
2023-10-23,31.950000762939453
2023-10-25,31.25
2023-10-26,30.649999618530273
2023-10-27,32.150001525878906
2023-10-30,31.649999618530273
2023-10-31,30.899999618530273
2023-11-01,30.600000381469727
2023-11-02,32.099998474121094
2023-11-03,32.5
2023-11-06,33.54999923706055
2023-11-07,34.0
2023-11-08,35.70000076293945
2023-11-09,36.95000076293945
2023-11-10,36.5
2023-11-13,36.599998474121094
2023-11-15,38.400001525878906
2023-11-16,40.29999923706055
2023-11-17,42.29999923706055
2023-11-20,40.20000076293945
2023-11-21,40.0
2023-11-22,41.849998474121094
2023-11-23,43.900001525878906
2023-11-24,42.75
2023-11-28,41.900001525878906
2023-11-29,43.79999923706055
2023-11-30,43.75
2023-12-01,43.04999923706055
2023-12-04,42.70000076293945
2023-12-05,42.150001525878906
2023-12-06,43.75
2023-12-07,45.900001525878906
2023-12-08,48.150001525878906
2023-12-11,50.54999923706055
2023-12-12,50.70000076293945
2023-12-13,53.20000076293945
2023-12-14,53.0
2023-12-15,51.29999923706055
2023-12-18,48.75
2023-12-19,51.150001525878906
2023-12-20,50.54999923706055
2023-12-21,52.75
2023-12-22,52.95000076293945
2023-12-26,52.29999923706055
2023-12-27,53.0
2023-12-28,54.75
2023-12-29,56.150001525878906
2024-01-01,54.25
2024-01-02,53.650001525878906
2024-01-03,53.45000076293945
2024-01-04,55.650001525878906
2024-01-05,54.29999923706055
2024-01-08,53.650001525878906
2024-01-09,54.04999923706055
2024-01-10,53.54999923706055
2024-01-11,53.349998474121094
2024-01-12,53.650001525878906
2024-01-15,53.650001525878906
2024-01-16,52.0
2024-01-17,50.650001525878906
2024-01-18,50.099998474121094
2024-01-19,51.04999923706055
2024-01-23,48.25
2024-01-24,50.099998474121094
2024-01-25,49.95000076293945
2024-01-29,51.29999923706055
2024-01-30,51.099998474121094
2024-01-31,51.150001525878906
2024-02-01,53.70000076293945
2024-02-02,53.20000076293945
2024-02-05,55.70000076293945
2024-02-06,56.349998474121094
2024-02-07,58.54999923706055
2024-02-08,54.54999923706055
2024-02-09,52.54999923706055
2024-02-12,49.400001525878906
2024-02-13,48.25
2024-02-14,50.29999923706055
2024-02-15,52.150001525878906
2024-02-16,51.29999923706055
2024-02-19,52.95000076293945
2024-02-20,51.70000076293945
2024-02-21,51.04999923706055
2024-02-22,50.349998474121094
2024-02-23,51.099998474121094
2024-02-26,50.400001525878906
2024-02-27,49.599998474121094
2024-02-28,48.95000076293945
2024-02-29,52.25
2024-03-01,52.150001525878906
2024-03-04,52.349998474121094
2024-03-05,51.400001525878906
2024-03-06,49.400001525878906
2024-03-07,50.54999923706055
2024-03-11,48.650001525878906
2024-03-12,44.400001525878906
2024-03-13,40.04999923706055
2024-03-14,42.04999923706055
2024-03-15,44.150001525878906
2024-03-18,46.349998474121094
2024-03-19,44.04999923706055
2024-03-20,44.849998474121094
2024-03-21,47.04999923706055
2024-03-22,46.900001525878906
2024-03-26,44.54999923706055
2024-03-27,44.0
2024-03-28,42.849998474121094
2024-04-01,44.95000076293945
2024-04-02,46.45000076293945
2024-04-03,48.75
2024-04-04,51.150001525878906
2024-04-05,53.70000076293945
2024-04-08,56.349998474121094
2024-04-09,57.45000076293945
2024-04-10,58.0
2024-04-12,56.099998474121094
2024-04-15,53.70000076293945
2024-04-16,54.5
2024-04-18,54.5
2024-04-19,57.20000076293945
2024-04-22,60.04999923706055
2024-04-23,63.04999923706055
2024-04-24,66.19999694824219
2024-04-25,69.5
2024-04-26,69.05000305175781
2024-04-29,66.5999984741211
2024-04-30,64.0
2024-05-02,67.19999694824219
2024-05-03,70.55000305175781
2024-05-06,68.80000305175781
2024-05-07,65.4000015258789
2024-05-08,66.1500015258789
2024-05-09,62.849998474121094
2024-05-10,61.54999923706055
2024-05-13,63.20000076293945
2024-05-14,66.3499984741211
2024-05-15,69.25
2024-05-16,67.55000305175781
2024-05-17,68.5
2024-05-21,68.44999694824219
2024-05-22,66.9000015258789
2024-05-23,67.9000015258789
2024-05-24,67.55000305175781
2024-05-27,66.69999694824219
2024-05-28,64.80000305175781
2024-05-29,64.69999694824219
2024-05-30,65.8499984741211
2024-05-31,65.9000015258789
2024-06-03,69.1500015258789
2024-06-04,65.69999694824219
2024-06-05,64.25
2024-06-06,67.44999694824219
2024-06-07,70.80000305175781
2024-06-10,71.23999786376953
2024-06-11,74.80000305175781
2024-06-12,78.54000091552734
2024-06-13,77.66999816894531
2024-06-14,81.55000305175781
2024-06-18,85.62000274658203
2024-06-19,89.9000015258789
2024-06-20,94.38999938964844
2024-06-21,89.66999816894531
2024-06-24,86.38999938964844
2024-06-25,90.69999694824219
2024-06-26,88.44000244140625
2024-06-27,84.01000213623047
2024-06-28,83.88999938964844
2024-07-01,86.48999786376953
2024-07-02,84.16999816894531
2024-07-03,88.37000274658203
2024-07-04,88.81999969482422
2024-07-05,89.98999786376953
2024-07-08,94.4800033569336
2024-07-09,94.73999786376953
2024-07-10,93.56999969482422
2024-07-11,98.23999786376953
2024-07-12,103.1500015258789
2024-07-15,102.1500015258789
2024-07-16,102.93000030517578
2024-07-18,100.86000061035156
2024-07-19,95.80999755859375
2024-07-22,97.66000366210938
2024-07-23,98.36000061035156
2024-07-24,97.8499984741211
2024-07-25,96.29000091552734
2024-07-26,97.45999908447266
2024-07-29,96.62999725341797
2024-07-30,96.81999969482422
2024-07-31,97.94000244140625
2024-08-01,95.93000030517578
2024-08-02,93.98999786376953
2024-08-05,90.63999938964844
2024-08-06,94.31999969482422
2024-08-07,99.02999877929688
2024-08-08,98.7300033569336
2024-08-09,100.30999755859375
2024-08-12,105.31999969482422
2024-08-13,103.19999694824219
2024-08-14,99.4800033569336
2024-08-16,104.44999694824219
2024-08-19,109.66999816894531
2024-08-20,115.1500015258789
2024-08-21,120.58999633789062
2024-08-22,116.25
2024-08-23,122.05999755859375
2024-08-26,126.18000030517578
2024-08-27,132.47999572753906
2024-08-28,132.6699981689453
2024-08-29,138.08999633789062
2024-08-30,137.91000366210938
2024-09-02,134.49000549316406
2024-09-03,141.2100067138672
2024-09-04,147.17999267578125
2024-09-05,143.38999938964844
2024-09-06,138.4199981689453
2024-09-09,139.08999633789062
2024-09-10,140.0500030517578
2024-09-11,139.4199981689453
2024-09-12,138.35000610351562
2024-09-13,135.60000610351562
2024-09-16,142.32000732421875
2024-09-17,140.38999938964844
2024-09-18,140.11000061035156
2024-09-19,135.50999450683594
2024-09-20,141.5399932861328
2024-09-23,148.61000061035156
2024-09-24,156.0399932861328
2024-09-25,162.5500030517578
2024-09-26,162.38999938964844
2024-09-27,158.6999969482422
2024-09-30,159.6999969482422
2024-10-01,155.33999633789062
2024-10-03,149.75999450683594
2024-10-04,146.22000122070312
2024-10-07,138.89999389648438
2024-10-08,138.11000061035156
2024-10-09,136.6300048828125
2024-10-10,135.39999389648438
2024-10-11,134.33999633789062
2024-10-14,141.0500030517578
2024-10-15,137.97000122070312
2024-10-16,137.0500030517578
2024-10-17,132.22999572753906
2024-10-18,134.5500030517578
2024-10-21,128.0800018310547
2024-10-22,121.66999816894531
2024-10-23,122.16999816894531
2024-10-24,120.95999908447266
2024-10-25,114.91000366210938
2024-10-28,120.08000183105469
2024-10-29,115.47000122070312
2024-10-30,119.37000274658203
2024-10-31,117.77999877929688
2024-11-01,117.18000030517578
2024-11-04,112.38999938964844
2024-11-05,116.62000274658203
2024-11-06,117.7699966430664
2024-11-07,115.55999755859375
2024-11-08,109.77999877929688
2024-11-11,108.69999694824219
2024-11-12,106.83000183105469
2024-11-13,102.98999786376953
2024-11-14,102.76000213623047
2024-11-18,102.23999786376953
2024-11-19,102.98999786376953
2024-11-21,98.54000091552734
2024-11-22,99.75
2024-11-25,104.7300033569336
2024-11-26,109.95999908447266
2024-11-27,115.44999694824219
2024-11-28,115.48999786376953
2024-11-29,114.72000122070312
2024-12-02,116.91000366210938
2024-12-03,115.29000091552734
2024-12-04,113.8499984741211
2024-12-05,112.80000305175781
2024-12-06,117.33999633789062
2024-12-09,115.1500015258789
2024-12-10,113.52999877929688
2024-12-11,114.58000183105469
2024-12-12,113.52999877929688
2024-12-13,112.91999816894531
2024-12-16,112.62999725341797
2024-12-17,110.98999786376953
2024-12-18,108.55000305175781
2024-12-19,106.54000091552734
2024-12-20,101.48999786376953
2024-12-23,99.83999633789062
2024-12-24,99.44999694824219
2024-12-26,104.41999816894531
2024-12-27,109.63999938964844
2024-12-30,115.12000274658203
2024-12-31,120.87000274658203
2025-01-01,126.91000366210938
2025-01-02,130.25
2025-01-03,129.7899932861328
2025-01-06,125.5999984741211
2025-01-07,128.86000061035156
2025-01-08,127.5
2025-01-09,121.83999633789062
2025-01-10,115.73999786376953
2025-01-13,109.94999694824219
2025-01-14,112.20999908447266
2025-01-15,111.06999969482422
2025-01-16,116.62000274658203
2025-01-17,119.12999725341797
2025-01-20,120.27999877929688
2025-01-21,121.0999984741211
2025-01-22,119.94999694824219
2025-01-23,118.26000213623047
2025-01-24,114.06999969482422
2025-01-27,108.36000061035156
2025-01-28,103.9000015258789
2025-01-29,108.69000244140625
2025-01-30,104.2300033569336
2025-01-31,106.55999755859375
2025-02-01,105.19999694824219
2025-02-03,100.12999725341797
2025-02-04,103.76000213623047
2025-02-05,105.04000091552734
2025-02-06,109.61000061035156
2025-02-07,112.63999938964844
2025-02-10,113.73999786376953
2025-02-11,105.36000061035156
2025-02-12,107.44000244140625
2025-02-13,107.68000030517578
2025-02-14,102.91999816894531
2025-02-17,104.66000366210938
2025-02-18,100.06999969482422
2025-02-19,108.13999938964844
2025-02-20,110.27999877929688
2025-02-21,109.37000274658203
2025-02-24,103.77999877929688
2025-02-25,105.37000274658203
2025-02-27,102.69999694824219
2025-02-28,98.70999908447266
2025-03-03,93.91999816894531
2025-03-04,95.11000061035156
2025-03-05,99.37999725341797
2025-03-06,102.5199966430664
2025-03-07,105.05000305175781
2025-03-10,102.8499984741211
2025-03-11,102.41999816894531
2025-03-12,101.79000091552734
2025-03-13,100.27999877929688
2025-03-17,101.01000213623047
2025-03-18,101.01000213623047
2025-03-19,108.41000366210938
2025-03-20,108.0999984741211
2025-03-21,111.86000061035156
2025-03-24,113.83000183105469
2025-03-25,108.98999786376953
2025-03-26,107.58999633789062
2025-03-27,115.06999969482422
2025-03-28,114.33000183105469
2025-04-01,115.31999969482422
2025-04-02,116.48999786376953
2025-04-03,119.9800033569336
2025-04-04,112.83000183105469
2025-04-07,107.91000366210938
2025-04-08,112.2300033569336
2025-04-09,114.5
2025-04-11,116.76000213623047
2025-04-15,131.86000061035156
2025-04-16,131.86000061035156
2025-04-17,134.1300048828125
2025-04-21,134.6300048828125
2025-04-22,136.25
2025-04-23,132.94000244140625
2025-04-24,132.3699951171875
2025-04-25,122.2300033569336
2025-04-28,121.76000213623047
2025-04-29,119.20999908447266
2025-04-30,113.45999908447266
2025-05-02,111.0
2025-05-05,115.4000015258789
2025-05-06,108.73999786376953
2025-05-07,110.4800033569336
2025-05-08,108.62000274658203
2025-05-09,105.25
2025-05-12,114.93000030517578
2025-05-13,114.19999694824219
2025-05-14,117.37999725341797
2025-05-15,121.02999877929688
2025-05-16,127.55000305175781
2025-05-19,125.7699966430664
2025-05-20,121.43000030517578
2025-05-21,117.4800033569336
2025-05-22,118.1500015258789
2025-05-23,118.70999908447266
2025-05-26,117.30999755859375
2025-05-27,115.87000274658203
2025-05-28,113.88999938964844
2025-05-29,115.8499984741211
2025-05-30,114.47000122070312
2025-06-02,112.94000244140625
2025-06-03,112.66999816894531
2025-06-04,110.94999694824219
2025-06-05,111.01000213623047
2025-06-06,109.93000030517578
2025-06-09,112.80000305175781
2025-06-10,113.4800033569336
2025-06-11,111.81999969482422
2025-06-12,109.41000366210938
2025-06-13,107.01000213623047
2025-06-16,108.73999786376953
2025-06-17,106.12000274658203
2025-06-18,105.80000305175781
2025-06-19,103.44999694824219
2025-06-20,103.62999725341797
2025-06-23,104.91000366210938
2025-06-24,104.47000122070312
2025-06-25,108.38999938964844
2025-06-26,107.55999755859375
2025-06-27,114.68000030517578
2025-06-30,114.86000061035156
2025-07-01,116.30999755859375
2025-07-02,117.5
2025-07-03,118.38999938964844
2025-07-04,118.6500015258789
2025-07-07,119.05000305175781
2025-07-08,117.62000274658203
2025-07-09,115.29000091552734
2025-07-10,115.08000183105469
2025-07-11,113.77999877929688
2025-07-14,113.86000061035156
2025-07-15,120.88999938964844
2025-07-16,120.33999633789062
2025-07-17,118.31999969482422
2025-07-18,115.69000244140625
2025-07-21,115.69999694824219
2025-07-22,115.61000061035156
2025-07-23,115.31999969482422
2025-07-24,114.81999969482422
2025-07-25,112.45999908447266
2025-07-28,113.76000213623047
2025-07-29,114.05000305175781
2025-07-30,114.0199966430664
2025-07-31,109.02999877929688
2025-08-01,105.06999969482422
2025-08-04,112.05000305175781
2025-08-05,109.01000213623047
2025-08-06,109.44999694824219
2025-08-07,114.4800033569336
2025-08-08,114.2300033569336
2025-08-11,116.22000122070312
2025-08-12,117.06999969482422
2025-08-13,118.23999786376953
2025-08-14,116.73999786376953
2025-08-18,117.06999969482422
2025-08-19,117.62000274658203
2025-08-20,119.55000305175781
2025-08-21,116.88999938964844
2025-08-22,118.98999786376953
2025-08-25,117.27999877929688
2025-08-26,113.77999877929688
2025-08-28,111.83999633789062
2025-08-29,110.18000030517578
2025-09-01,111.05999755859375
2025-09-02,110.94000244140625
2025-09-03,111.76000213623047
2025-09-04,110.48999786376953
2025-09-05,110.91000366210938
2025-09-08,110.91000366210938
2025-09-09,110.91000366210938
2025-09-10,114.55999755859375
2025-09-11,114.06999969482422
2025-09-12,116.7300033569336
2025-09-15,130.02000427246094
2025-09-16,131.66000366210938
2025-09-17,130.5
2025-09-18,128.97999572753906
2025-09-19,124.30000305175781
2025-09-22,123.4000015258789
2025-09-23,121.81999969482422
2025-09-24,117.75
2025-09-25,116.3499984741211
2025-09-26,113.62000274658203
2025-09-29,113.76000213623047
2025-09-30,113.44000244140625
2025-10-01,114.29000091552734
2025-10-03,115.97000122070312
2025-10-06,113.22000122070312
2025-10-07,112.0
2025-10-08,112.31999969482422
2025-10-09,112.9000015258789
2025-10-10,112.19000244140625
2025-10-13,111.69999694824219
2025-10-14,110.04000091552734
2025-10-15,110.0
2025-10-16,110.72000122070312
2025-10-17,112.0199966430664
2025-10-20,117.54000091552734
2025-10-21,119.83000183105469
2025-10-23,123.38999938964844
2025-10-24,124.43000030517578
2025-10-27,121.25
2025-10-28,118.31999969482422
2025-10-29,118.93000030517578
2025-10-30,119.0999984741211
2025-10-31,117.23999786376953
2025-11-03,118.12999725341797
2025-11-04,122.87999725341797
2025-11-06,119.22000122070312
2025-11-07,119.05999755859375
2025-11-10,116.83000183105469
2025-11-11,117.0
2025-11-12,117.5
2025-11-13,120.20999908447266
2025-11-14,120.41000366210938
2025-11-17,127.87000274658203
2025-11-18,131.5
2025-11-19,128.92999267578125
2025-11-20,132.19000244140625
2025-11-21,126.62999725341797
2025-11-24,123.08999633789062
2025-11-25,121.70999908447266
2025-11-26,124.63999938964844
2025-11-27,120.37000274658203
2025-11-28,119.38999938964844
2025-12-01,118.66999816894531
2025-12-02,115.91999816894531
2025-12-03,112.97000122070312
2025-12-04,111.36000061035156
2025-12-05,109.58999633789062
2025-12-08,106.70999908447266
2025-12-09,106.52999877929688
2025-12-10,110.9800033569336
2025-12-11,112.9000015258789
2025-12-12,115.08999633789062
2025-12-15,118.3499984741211
2025-12-16,115.62999725341797
2025-12-17,114.33999633789062
2025-12-18,113.7699966430664
2025-12-19,114.91000366210938
2025-12-22,114.62000274658203
2025-12-23,115.12000274658203
2025-12-24,111.97000122070312
2025-12-26,110.88999938964844
2025-12-29,110.18000030517578
2025-12-30,110.2300033569336
2025-12-31,111.30999755859375
2026-01-01,111.27999877929688
2026-01-02,110.2300033569336
2026-01-05,108.91999816894531
2026-01-06,108.29000091552734
2026-01-07,107.87999725341797
2026-01-08,104.73999786376953
2026-01-09,101.30999755859375
2026-01-12,110.0199966430664
2026-01-13,106.1500015258789
2026-01-14,104.69999694824219
2026-01-15,104.69999694824219
2026-01-16,106.87999725341797
2026-01-19,104.16000366210938
2026-01-20,99.43000030517578
2026-01-21,104.06999969482422
2026-01-22,104.2300033569336
2026-01-23,101.58999633789062
2026-01-27,103.58000183105469
2026-01-28,104.69000244140625
2026-01-29,102.0199966430664
2026-01-30,100.66999816894531
2026-02-02,101.94999694824219
2026-02-03,106.4800033569336
2026-02-04,107.80999755859375
2026-02-05,106.45999908447266
2026-02-06,109.58000183105469
2026-02-09,105.30999755859375
2026-02-10,104.68000030517578
2026-02-11,105.19999694824219
2026-02-12,103.87000274658203
2026-02-13,102.41000366210938
