Date,JKLAKSHMI
2006-06-19,37.628238677978516
2006-06-20,39.49159622192383
2006-06-21,44.035888671875
2006-06-22,44.168968200683594
2006-06-23,42.78096389770508
2006-06-26,41.0887451171875
2006-06-27,40.23312759399414
2006-06-28,38.388790130615234
2006-06-29,38.29372024536133
2006-06-30,40.556358337402344
2006-07-03,39.757781982421875
2006-07-04,39.1873664855957
2006-07-05,39.70073699951172
2006-07-06,41.202823638916016
2006-07-07,40.556358337402344
2006-07-10,41.83027648925781
2006-07-11,41.450008392333984
2006-07-12,42.57182693481445
2006-07-13,43.655616760253906
2006-07-14,43.50349426269531
2006-07-17,41.012691497802734
2006-07-18,39.16836166381836
2006-07-19,37.2669792175293
2006-07-20,38.57892990112305
2006-07-21,37.09585952758789
2006-07-24,36.14516830444336
2006-07-25,38.23667907714844
2006-07-26,41.88732147216797
2006-07-27,46.16542053222656
2006-07-28,47.05907440185547
2006-07-31,48.485103607177734
2006-08-01,48.028778076171875
2006-08-02,51.35618209838867
2006-08-03,50.48154067993164
2006-08-04,50.51957702636719
2006-08-07,49.816070556640625
2006-08-08,50.51957702636719
2006-08-09,51.18505859375
2006-08-10,51.318153381347656
2006-08-11,52.420955657958984
2006-08-14,52.85825729370117
2006-08-16,53.371639251708984
2006-08-17,52.34489440917969
2006-08-18,55.13991928100586
2006-08-21,56.20469284057617
2006-08-22,54.341339111328125
2006-08-23,52.535030364990234
2006-08-24,54.17020797729492
2006-08-25,54.284297943115234
2006-08-28,55.42513656616211
2006-08-29,55.42513656616211
2006-08-30,55.90046691894531
2006-08-31,56.527915954589844
2006-09-01,56.29975891113281
2006-09-04,57.26947021484375
2006-09-05,58.20114517211914
2006-09-06,56.984256744384766
2006-09-07,56.889183044433594
2006-09-08,56.794124603271484
2006-09-11,55.69131088256836
2006-09-12,55.672306060791016
2006-09-13,56.16666793823242
2006-09-14,59.26591491699219
2006-09-15,61.81373977661133
2006-09-18,61.92782974243164
2006-09-19,58.467315673828125
2006-09-20,58.8856201171875
2006-09-21,59.64618682861328
2006-09-22,60.46377944946289
2006-09-25,59.741249084472656
2006-09-26,59.95039367675781
2006-09-27,58.71451187133789
2006-09-28,57.63072204589844
2006-09-29,57.364540100097656
2006-10-03,58.92365646362305
2006-10-04,58.239158630371094
2006-10-05,59.30392837524414
2006-10-06,60.045475006103516
2006-10-09,61.2813606262207
2006-10-10,60.65391159057617
2006-10-11,59.6842041015625
2006-10-12,60.46377944946289
2006-10-13,60.444759368896484
2006-10-16,59.62716293334961
2006-10-17,58.73350524902344
2006-10-18,57.99198532104492
2006-10-19,58.12508010864258
2006-10-20,58.04902267456055
2006-10-23,57.098331451416016
2006-10-26,57.42158126831055
2006-10-27,58.06803512573242
2006-10-30,55.59624481201172
2006-10-31,54.22726058959961
2006-11-01,56.090614318847656
2006-11-02,55.101890563964844
2006-11-03,55.74835205078125
2006-11-06,57.72577667236328
2006-11-07,57.2314338684082
2006-11-08,56.356788635253906
2006-11-09,56.699058532714844
2006-11-10,55.558223724365234
2006-11-13,56.85115432739258
2006-11-14,56.318763732910156
2006-11-15,55.61526107788086
2006-11-16,55.672306060791016
2006-11-17,54.5314826965332
2006-11-20,52.554046630859375
2006-11-21,53.18149948120117
2006-11-22,52.934322357177734
2006-11-23,53.25756072998047
2006-11-24,52.934322357177734
2006-11-27,52.78221130371094
2006-11-28,52.458980560302734
2006-11-29,53.276573181152344
2006-11-30,53.20051193237305
2006-12-01,53.65684509277344
2006-12-04,55.12089538574219
2006-12-05,55.23497772216797
2006-12-06,55.31104278564453
2006-12-07,55.558223724365234
2006-12-08,53.16249465942383
2006-12-11,49.72099304199219
2006-12-12,48.009761810302734
2006-12-13,49.54987335205078
2006-12-14,51.75547409057617
2006-12-15,51.16604995727539
2006-12-18,50.2913932800293
2006-12-19,50.48154067993164
2006-12-20,50.38648223876953
2006-12-21,50.1392936706543
2006-12-22,50.709712982177734
2006-12-26,52.21179962158203
2006-12-27,51.58434295654297
2006-12-28,50.97591018676758
2006-12-29,51.12801742553711
2007-01-02,54.18922805786133
2007-01-03,55.02583694458008
2007-01-04,54.436405181884766
2007-01-05,54.854705810546875
2007-01-08,54.075138092041016
2007-01-09,53.542762756347656
2007-01-10,53.44769287109375
2007-01-11,54.79766845703125
2007-01-12,55.80538558959961
2007-01-15,60.27362823486328
2007-01-16,60.3116569519043
2007-01-17,63.14471435546875
2007-01-18,64.09542083740234
2007-01-19,68.67772674560547
2007-01-22,68.94391632080078
2007-01-23,65.97776794433594
2007-01-24,66.1298828125
2007-01-25,65.57848358154297
2007-01-29,64.09542083740234
2007-01-31,63.296810150146484
2007-02-01,65.16017150878906
2007-02-02,65.27426147460938
2007-02-05,63.658084869384766
2007-02-06,63.08766174316406
2007-02-07,63.04964065551758
2007-02-08,62.327091217041016
2007-02-09,56.908199310302734
2007-02-12,54.037132263183594
2007-02-13,54.79766845703125
2007-02-14,55.101890563964844
2007-02-15,57.5546760559082
2007-02-19,57.83987808227539
2007-02-20,56.18567657470703
2007-02-21,55.86243438720703
2007-02-22,55.31104278564453
2007-02-23,51.907569885253906
2007-02-26,52.47798538208008
2007-02-27,52.63008499145508
2007-02-28,48.65622329711914
2007-03-01,46.10837936401367
2007-03-02,44.967552185058594
2007-03-05,41.6401481628418
2007-03-06,42.95209884643555
2007-03-07,40.518333435058594
2007-03-08,43.883766174316406
2007-03-09,42.22957229614258
2007-03-12,41.18381881713867
2007-03-13,43.04716873168945
2007-03-14,42.47673797607422
2007-03-15,43.10420608520508
2007-03-16,42.324642181396484
2007-03-19,42.5908317565918
2007-03-20,42.57182693481445
2007-03-21,42.039432525634766
2007-03-22,41.67817306518555
2007-03-23,42.324642181396484
2007-03-26,41.43098449707031
2007-03-28,40.40424346923828
2007-03-29,39.60567092895508
2007-03-30,40.21411895751953
2007-04-02,39.434547424316406
2007-04-03,39.52961730957031
2007-04-04,37.49513626098633
2007-04-05,37.36204528808594
2007-04-09,39.90989685058594
2007-04-10,40.86058807373047
2007-04-11,38.99723434448242
2007-04-12,39.016239166259766
2007-04-13,39.13032913208008
2007-04-16,40.423255920410156
2007-04-17,42.47673797607422
2007-04-18,43.10420608520508
2007-04-19,42.15351486206055
2007-04-20,42.742942810058594
2007-04-23,42.001407623291016
2007-04-24,42.19154357910156
2007-04-25,43.80770492553711
2007-04-26,42.91407012939453
2007-04-27,41.27889633178711
2007-04-30,41.54507827758789
2007-05-03,41.52605438232422
2007-05-04,41.43098449707031
2007-05-07,40.86058807373047
2007-05-08,40.40424346923828
2007-05-09,39.85285568237305
2007-05-10,39.62467956542969
2007-05-11,40.7655143737793
2007-05-14,41.79225540161133
2007-05-15,43.0851936340332
2007-05-16,43.2373046875
2007-05-17,44.28306198120117
2007-05-18,46.92597198486328
2007-05-21,47.4583625793457
2007-05-22,46.65977478027344
2007-05-23,45.937259674072266
2007-05-24,44.83445358276367
2007-05-25,44.56827163696289
2007-05-28,44.83445358276367
2007-05-29,44.321083068847656
2007-05-30,44.62530517578125
2007-05-31,45.23374938964844
2007-06-01,45.25276565551758
2007-06-04,43.99784469604492
2007-06-05,43.408424377441406
2007-06-06,42.07746124267578
2007-06-07,41.22184371948242
2007-06-08,39.35849380493164
2007-06-11,39.396514892578125
2007-06-12,39.738765716552734
2007-06-13,40.00495529174805
2007-06-14,41.2408561706543
2007-06-15,41.107757568359375
