Date,JKPAPER
2005-06-16,29.65325355529785
2005-06-17,29.30056381225586
2005-06-20,29.083528518676758
2005-06-21,29.0563907623291
2005-06-22,29.21917152404785
2005-06-23,29.083528518676758
2005-06-24,30.657072067260742
2005-06-27,29.73464584350586
2005-06-28,28.730833053588867
2005-06-29,29.21917152404785
2005-06-30,29.381954193115234
2005-07-01,29.680387496948242
2005-07-04,29.9245662689209
2005-07-05,29.571870803833008
2005-07-06,30.168729782104492
2005-07-07,28.757963180541992
2005-07-08,29.490476608276367
2005-07-11,29.9245662689209
2005-07-12,31.199668884277344
2005-07-13,31.335329055786133
2005-07-14,31.281068801879883
2005-07-15,31.118284225463867
2005-07-18,31.769407272338867
2005-07-19,32.74610137939453
2005-07-20,32.17636489868164
2005-07-21,31.470975875854492
2005-07-22,31.633758544921875
2005-07-25,31.660888671875
2005-07-26,30.874109268188477
2005-07-27,30.928377151489258
2005-07-28,30.928377151489258
2005-07-29,30.928377151489258
2005-08-01,30.250118255615234
2005-08-02,30.60281753540039
2005-08-03,30.657072067260742
2005-08-04,30.792726516723633
2005-08-05,30.928377151489258
2005-08-08,31.009761810302734
2005-08-09,30.277250289916992
2005-08-10,30.521419525146484
2005-08-11,30.98263931274414
2005-08-12,31.688020706176758
2005-08-16,32.284881591796875
2005-08-17,33.342960357666016
2005-08-18,33.09878921508789
2005-08-19,33.478614807128906
2005-08-22,33.66852569580078
2005-08-23,34.34677505493164
2005-08-24,34.509552001953125
2005-08-25,35.51795196533203
2005-08-26,35.966121673583984
2005-08-29,35.74203872680664
2005-08-30,35.545963287353516
2005-08-31,36.0501594543457
2005-09-01,36.69440841674805
2005-09-02,38.29104232788086
2005-09-05,39.7196044921875
2005-09-06,39.859649658203125
2005-09-08,42.54871368408203
2005-09-09,42.52070617675781
2005-09-12,43.10893630981445
2005-09-13,42.82883071899414
2005-09-14,41.73638916015625
2005-09-15,42.10053253173828
2005-09-16,42.044517517089844
2005-09-19,42.49269485473633
2005-09-20,41.4002571105957
2005-09-21,39.7196044921875
2005-09-22,35.573970794677734
2005-09-23,36.666404724121094
2005-09-26,38.711204528808594
2005-09-27,38.0389404296875
2005-09-28,38.459110260009766
2005-09-29,37.1986083984375
2005-09-30,36.974517822265625
2005-10-03,37.506736755371094
2005-10-04,38.0389404296875
2005-10-05,37.89889144897461
2005-10-06,37.75882339477539
2005-10-07,37.75882339477539
2005-10-10,37.17060089111328
2005-10-11,36.30224609375
2005-10-13,35.545963287353516
2005-10-14,35.125797271728516
2005-10-17,34.81766891479492
2005-10-18,35.06977081298828
2005-10-19,34.36949920654297
2005-10-20,33.61319351196289
2005-10-21,34.173423767089844
2005-10-24,33.052974700927734
2005-10-25,33.72523498535156
2005-10-26,34.20143508911133
2005-10-27,33.69723892211914
2005-10-28,32.492759704589844
2005-10-31,32.212650299072266
2005-11-02,32.91292190551758
2005-11-04,32.91292190551758
2005-11-07,33.83728790283203
2005-11-08,34.285465240478516
2005-11-09,33.669227600097656
2005-11-10,34.285465240478516
2005-11-11,35.237850189208984
2005-11-14,34.705631256103516
2005-11-16,34.705631256103516
2005-11-17,34.11740493774414
2005-11-18,34.901702880859375
2005-11-21,34.20143508911133
2005-11-22,34.061378479003906
2005-11-23,34.03336715698242
2005-11-24,34.2574462890625
2005-11-25,34.20143508911133
2005-11-28,34.565574645996094
2005-11-29,34.341487884521484
2005-11-30,34.6215934753418
2005-12-01,35.321868896484375
2005-12-02,34.64961242675781
2005-12-05,34.789669036865234
2005-12-06,35.153804779052734
2005-12-07,35.321868896484375
2005-12-08,36.38629150390625
2005-12-09,38.17899703979492
2005-12-12,37.75882339477539
2005-12-13,37.28264236450195
2005-12-14,36.72241973876953
2005-12-15,36.162200927734375
2005-12-16,35.966121673583984
2005-12-19,36.52634048461914
2005-12-20,35.43391799926758
2005-12-21,35.43391799926758
2005-12-22,35.013755798339844
2005-12-23,34.39750671386719
2005-12-26,33.64120864868164
2005-12-27,33.893310546875
2005-12-28,34.22944641113281
2005-12-29,34.39750671386719
2005-12-30,34.73363494873047
2006-01-02,35.26585388183594
2006-01-03,35.79806900024414
2006-01-04,34.95772171020508
2006-01-05,35.153804779052734
2006-01-06,35.938114166259766
2006-01-09,36.27425003051758
2006-01-10,35.74203872680664
2006-01-12,35.43391799926758
2006-01-13,35.910099029541016
2006-01-16,35.46192932128906
2006-01-17,35.321868896484375
2006-01-18,34.705631256103516
2006-01-19,35.06977081298828
2006-01-20,35.153804779052734
2006-01-23,36.07816696166992
2006-01-24,35.938114166259766
2006-01-25,35.26585388183594
2006-01-27,34.873695373535156
2006-01-30,34.6215934753418
2006-01-31,35.43391799926758
2006-02-01,33.64120864868164
2006-02-02,34.145408630371094
2006-02-03,34.00536346435547
2006-02-06,33.893310546875
2006-02-07,33.69723892211914
2006-02-08,33.92131805419922
2006-02-10,34.81766891479492
2006-02-13,34.53757095336914
2006-02-14,34.509552001953125
2006-02-15,34.509552001953125
2006-02-16,34.81766891479492
2006-02-17,33.92131805419922
2006-02-20,33.61319351196289
2006-02-21,34.03336715698242
2006-02-22,33.83728790283203
2006-02-23,34.64961242675781
2006-02-24,34.173423767089844
2006-02-27,34.42552185058594
2006-02-28,34.705631256103516
2006-03-01,35.51795196533203
2006-03-02,35.125797271728516
2006-03-03,34.985740661621094
2006-03-06,34.761653900146484
2006-03-07,34.901702880859375
2006-03-08,35.04176712036133
2006-03-09,35.06977081298828
2006-03-10,35.55685806274414
2006-03-13,34.89786148071289
2006-03-14,34.95517349243164
2006-03-16,34.89786148071289
2006-03-17,34.63999557495117
2006-03-20,34.725955963134766
2006-03-21,34.152915954589844
2006-03-22,33.69449234008789
2006-03-23,33.66583251953125
2006-03-24,34.03831100463867
2006-03-27,33.80909729003906
2006-03-28,33.436622619628906
2006-03-29,34.1242561340332
2006-03-30,34.525390625
2006-03-31,35.184383392333984
2006-04-03,35.87202835083008
2006-04-04,34.926517486572266
2006-04-05,34.926517486572266
2006-04-07,34.41078186035156
2006-04-10,34.525390625
2006-04-12,34.38213348388672
2006-04-13,34.26752853393555
2006-04-17,34.41078186035156
2006-04-18,35.64280700683594
2006-04-19,35.700103759765625
2006-04-20,35.757415771484375
2006-04-21,35.67145919799805
2006-04-24,35.95798110961914
2006-04-25,35.81471633911133
2006-04-26,35.298988342285156
2006-04-27,35.413597106933594
2006-04-28,34.86921310424805
2006-05-02,34.926517486572266
2006-05-03,34.926517486572266
2006-05-04,34.86921310424805
2006-05-05,34.95517349243164
2006-05-08,34.81190490722656
