Date,CASTROLIND
2002-08-12,20.244098663330078
2002-08-13,20.175569534301758
2002-08-14,20.017410278320312
2002-08-15,20.017410278320312
2002-08-16,20.006868362426758
2002-08-19,20.012134552001953
2002-08-20,20.017410278320312
2002-08-21,20.128122329711914
2002-08-22,21.019075393676758
2002-08-23,21.63060760498047
2002-08-26,22.236875534057617
2002-08-27,20.76601219177246
2002-08-28,20.966346740722656
2002-08-29,20.75547218322754
2002-08-30,20.897817611694336
2002-09-02,20.607864379882812
2002-09-03,20.5340576171875
2002-09-04,20.613130569458008
2002-09-05,20.539329528808594
2002-09-06,20.386442184448242
2002-09-09,20.180831909179688
2002-09-10,20.180831909179688
2002-09-11,20.233556747436523
2002-09-12,20.470794677734375
2002-09-13,20.539329528808594
2002-09-16,20.296823501586914
2002-09-17,20.30736541748047
2002-09-18,20.196651458740234
2002-09-19,20.11229705810547
2002-09-20,20.043771743774414
2002-09-23,20.022676467895508
2002-09-24,20.286277770996094
2002-09-25,20.107027053833008
2002-09-26,20.07012939453125
2002-09-27,20.31263542175293
2002-09-30,20.001590728759766
2002-10-01,20.022676467895508
2002-10-02,20.022676467895508
2002-10-03,20.159748077392578
2002-10-04,20.27573585510254
2002-10-07,20.249374389648438
2002-10-08,20.05431365966797
2002-10-09,20.012134552001953
2002-10-10,20.07012939453125
2002-10-11,20.075393676757812
2002-10-14,20.022676467895508
2002-10-15,20.022676467895508
2002-10-16,20.006868362426758
2002-10-17,20.075393676757812
2002-10-18,20.012134552001953
2002-10-21,20.03322410583496
2002-10-22,20.175569534301758
2002-10-23,20.006868362426758
2002-10-24,20.249374389648438
2002-10-25,20.186107635498047
2002-10-28,20.328447341918945
2002-10-29,20.254648208618164
2002-10-30,20.017410278320312
2002-10-31,20.012134552001953
2002-11-01,19.906696319580078
2002-11-04,19.975236892700195
2002-11-05,19.980506896972656
2002-11-06,19.980506896972656
2002-11-07,20.31263542175293
2002-11-08,20.36008644104004
2002-11-11,20.26519012451172
2002-11-12,20.34426498413086
2002-11-13,20.291547775268555
2002-11-14,20.328447341918945
2002-11-15,20.31263542175293
2002-11-18,20.412803649902344
2002-11-19,20.412803649902344
2002-11-20,20.449705123901367
2002-11-21,20.43389129638672
2002-11-22,20.518238067626953
2002-11-25,20.644763946533203
2002-11-26,20.528783798217773
2002-11-27,20.602590560913086
2002-11-28,20.702756881713867
2002-11-29,20.702756881713867
2002-12-02,21.14032554626465
2002-12-03,21.087604522705078
2002-12-04,21.50935935974121
2002-12-05,22.057636260986328
2002-12-06,22.14725685119629
2002-12-09,22.916954040527344
2002-12-10,23.834266662597656
2002-12-11,23.39669418334961
2002-12-12,24.082046508789062
2002-12-13,23.57593536376953
2002-12-16,23.4335994720459
2002-12-17,23.285982131958008
2002-12-18,23.206905364990234
2002-12-19,22.49520492553711
2002-12-20,22.41084861755371
2002-12-23,22.221057891845703
2002-12-24,22.131437301635742
2002-12-25,22.131437301635742
2002-12-26,22.057636260986328
2002-12-27,21.983827590942383
2002-12-30,22.131437301635742
2002-12-31,22.16307258605957
2003-01-01,22.141983032226562
2003-01-02,22.105077743530273
2003-01-03,22.09981346130371
2003-01-06,21.888933181762695
2003-01-07,22.15780258178711
2003-01-08,21.99436378479004
2003-01-09,22.105077743530273
2003-01-10,22.010189056396484
2003-01-13,22.03654670715332
2003-01-14,22.047088623046875
2003-01-15,21.936376571655273
2003-01-16,21.767677307128906
2003-01-17,21.65169906616211
2003-01-20,21.54098129272461
2003-01-21,21.430278778076172
2003-01-22,21.356475830078125
2003-01-23,21.35120391845703
2003-01-24,21.10341453552246
2003-01-27,20.43389129638672
2003-01-28,20.655311584472656
2003-01-29,20.7607421875
2003-01-30,20.302095413208008
2003-01-31,20.386442184448242
2003-02-03,21.04543685913086
2003-02-04,21.01380157470703
2003-02-05,20.7871036529541
2003-02-06,20.681665420532227
2003-02-07,20.59732437133789
2003-02-10,20.518238067626953
2003-02-11,20.428619384765625
2003-02-12,20.40752601623535
2003-02-13,20.40752601623535
2003-02-14,20.33371925354004
2003-02-17,20.34426498413086
2003-02-18,20.418075561523438
2003-02-19,20.497146606445312
2003-02-20,20.323184967041016
2003-02-21,20.33371925354004
2003-02-24,20.412803649902344
2003-02-25,20.460247039794922
2003-02-26,20.270463943481445
2003-02-27,20.291547775268555
2003-02-28,20.423343658447266
2003-03-03,20.270463943481445
2003-03-04,20.201923370361328
2003-03-05,20.027952194213867
2003-03-06,19.553485870361328
2003-03-07,20.180831909179688
2003-03-10,20.05431365966797
