Date,MRPL
1996-01-01,21.62591552734375
1996-01-02,21.881628036499023
1996-01-03,21.69898223876953
1996-01-04,21.808565139770508
1996-01-05,21.73550796508789
1996-01-08,21.58938217163086
1996-01-09,21.443269729614258
1996-01-10,21.406736373901367
1996-01-11,21.406736373901367
1996-01-12,21.58938217163086
1996-01-15,21.516328811645508
1996-01-16,21.26061248779297
1996-01-17,20.968372344970703
1996-01-18,20.45694923400879
1996-01-19,19.982051849365234
1996-01-22,19.835933685302734
1996-01-23,19.76287269592285
1996-01-24,18.99573516845703
1996-01-25,18.740026473999023
1996-01-26,18.740026473999023
1996-01-29,18.77655601501465
1996-01-30,19.06879997253418
1996-01-31,19.251447677612305
1996-02-01,19.43410301208496
1996-02-02,20.493480682373047
1996-02-05,21.297143936157227
1996-02-06,20.895313262939453
1996-02-07,20.23776626586914
1996-02-08,20.34735870361328
1996-02-09,20.931840896606445
1996-02-12,22.46611213684082
1996-02-13,22.356521606445312
1996-02-14,23.744672775268555
1996-02-15,23.635080337524414
1996-02-16,23.087127685546875
1996-02-19,22.794885635375977
1996-02-20,22.06427764892578
1996-02-21,22.06427764892578
1996-02-22,22.429582595825195
1996-02-23,21.91815948486328
1996-02-26,21.91815948486328
1996-02-27,21.662446975708008
1996-02-28,21.808565139770508
1996-02-29,20.383886337280273
1996-03-01,20.639598846435547
1996-03-04,20.712661743164062
1996-03-05,20.712661743164062
1996-03-06,20.310827255249023
1996-03-07,20.23776626586914
1996-03-08,20.16470718383789
1996-03-11,20.091646194458008
1996-03-12,19.872467041015625
1996-03-13,20.201234817504883
1996-03-14,20.091646194458008
1996-03-15,20.055118560791016
1996-03-18,19.872467041015625
1996-03-19,19.76287269592285
1996-03-20,19.76287269592285
1996-03-21,19.908994674682617
1996-03-22,19.908994674682617
1996-03-25,19.835933685302734
1996-03-26,19.908994674682617
1996-03-27,19.982051849365234
1996-03-28,20.128175735473633
1996-03-29,20.091646194458008
1996-04-01,22.21040153503418
1996-04-02,23.306310653686523
1996-04-03,23.817731857299805
1996-04-04,23.342838287353516
1996-04-05,23.342838287353516
1996-04-08,23.562021255493164
1996-04-09,23.306310653686523
1996-04-10,23.48895835876465
1996-04-11,23.196720123291016
1996-04-12,23.379369735717773
1996-04-15,23.45242691040039
1996-04-16,23.2697811126709
1996-04-17,23.635080337524414
1996-04-18,24.329153060913086
1996-04-19,24.694459915161133
1996-04-22,24.146501541137695
1996-04-23,23.744672775268555
1996-04-24,24.329153060913086
1996-04-25,23.744672775268555
1996-04-26,23.85426139831543
1996-04-29,23.70814323425293
1996-04-30,23.45242691040039
1996-05-01,23.85426139831543
1996-05-02,23.70814323425293
1996-05-03,23.70814323425293
1996-05-06,23.562021255493164
1996-05-07,23.562021255493164
1996-05-08,23.525489807128906
1996-05-09,23.2697811126709
1996-05-10,22.9775390625
1996-05-13,23.123655319213867
1996-05-14,22.867944717407227
1996-05-15,22.8314151763916
1996-05-16,23.123655319213867
1996-05-17,22.758352279663086
1996-05-20,21.772035598754883
1996-05-21,21.004899978637695
1996-05-22,21.224082946777344
1996-05-23,21.077964782714844
1996-05-24,21.151023864746094
1996-05-27,20.931840896606445
1996-05-28,20.931840896606445
1996-05-29,21.370203018188477
1996-05-30,21.370203018188477
1996-05-31,21.297143936157227
1996-06-03,21.73550796508789
1996-06-04,21.479795455932617
1996-06-05,21.479795455932617
1996-06-06,21.73550796508789
1996-06-07,21.772035598754883
1996-06-10,21.808565139770508
1996-06-11,21.808565139770508
1996-06-12,22.02775001525879
1996-06-13,21.991220474243164
1996-06-14,22.539173126220703
1996-06-17,22.356521606445312
1996-06-18,21.91815948486328
1996-06-19,21.991220474243164
1996-06-20,21.73550796508789
1996-06-21,21.69898223876953
1996-06-24,21.333675384521484
1996-06-25,20.895313262939453
1996-06-26,20.749187469482422
1996-06-27,20.639598846435547
1996-06-28,20.676130294799805
1996-07-01,20.42041778564453
1996-07-02,20.201234817504883
1996-07-03,20.785717010498047
1996-07-04,20.931840896606445
1996-07-05,21.11449432373047
1996-07-08,20.895313262939453
1996-07-09,20.566539764404297
1996-07-10,20.749187469482422
1996-07-11,20.53000831604004
1996-07-12,20.34735870361328
1996-07-15,20.128175735473633
1996-07-16,20.055118560791016
1996-07-17,20.055118560791016
1996-07-18,20.055118560791016
1996-07-19,20.201234817504883
1996-07-22,20.23776626586914
1996-07-23,20.018583297729492
1996-07-24,19.72633934020996
1996-07-25,19.287979125976562
1996-07-26,19.14185905456543
1996-07-29,18.666963577270508
1996-07-30,18.520843505859375
1996-07-31,18.630435943603516
1996-08-01,18.666963577270508
1996-08-02,18.630435943603516
1996-08-05,18.338193893432617
1996-08-06,18.19207000732422
1996-08-07,18.119009017944336
1996-08-08,18.155542373657227
1996-08-09,17.93636131286621
1996-08-12,17.644115447998047
1996-08-13,17.571056365966797
1996-08-14,17.644115447998047
1996-08-15,17.644115447998047
1996-08-16,17.315343856811523
1996-08-19,16.657798767089844
1996-08-20,16.292499542236328
1996-08-21,16.329030990600586
1996-08-22,16.54821014404297
1996-08-23,16.584741592407227
1996-08-26,16.62126922607422
1996-08-27,16.292499542236328
1996-08-28,16.47514533996582
1996-08-29,16.584741592407227
1996-08-30,16.840452194213867
1996-09-02,17.169225692749023
1996-09-03,17.132699966430664
1996-09-04,17.023101806640625
1996-09-05,16.803924560546875
1996-09-06,16.913511276245117
1996-09-09,16.47514533996582
1996-09-10,16.365558624267578
1996-09-11,16.584741592407227
1996-09-12,16.329030990600586
1996-09-13,16.109848022460938
1996-09-16,16.109848022460938
1996-09-17,16.000253677368164
1996-09-18,16.292499542236328
1996-09-19,15.708011627197266
1996-09-20,15.488832473754883
1996-09-23,15.3427095413208
1996-09-24,15.3427095413208
1996-09-25,15.525362968444824
1996-09-26,15.233120918273926
1996-09-27,14.502516746520996
1996-09-30,14.173742294311523
1996-10-01,14.429454803466797
1996-10-02,14.429454803466797
1996-10-03,13.991090774536133
1996-10-04,14.064149856567383
1996-10-07,13.150895118713379
1996-10-08,12.566411972045898
1996-10-09,13.150895118713379
1996-10-10,13.88150405883789
1996-10-11,13.88150405883789
1996-10-14,12.93171215057373
1996-10-15,12.383759498596191
1996-10-16,12.310700416564941
1996-10-17,12.201108932495117
1996-10-18,12.347229957580566
1996-10-21,12.347229957580566
1996-10-22,12.822123527526855
1996-10-23,13.516199111938477
1996-10-24,13.260486602783203
1996-10-25,13.260486602783203
1996-10-28,13.114364624023438
1996-10-29,12.822123527526855
1996-10-30,12.822123527526855
1996-10-31,13.150895118713379
1996-11-01,13.187424659729004
1996-11-04,13.00477409362793
1996-11-05,12.639472961425781
1996-11-06,12.822123527526855
1996-11-07,12.858654022216797
1996-11-08,13.077835083007812
1996-11-11,13.150895118713379
1996-11-12,13.150895118713379
1996-11-13,12.93171215057373
1996-11-14,12.712530136108398
1996-11-15,12.420289993286133
1996-11-18,12.566411972045898
1996-11-19,12.602943420410156
1996-11-20,12.274168014526367
1996-11-21,12.529881477355957
1996-11-22,12.383759498596191
1996-11-25,12.347229957580566
1996-11-26,12.201108932495117
1996-11-27,12.018458366394043
1996-11-28,11.981925964355469
1996-11-29,11.872336387634277
1996-12-02,12.018458366394043
1996-12-03,11.872336387634277
1996-12-04,11.981925964355469
1996-12-05,12.018458366394043
1996-12-06,12.054987907409668
1996-12-09,12.054987907409668
1996-12-10,11.981925964355469
1996-12-11,12.237638473510742
1996-12-12,12.383759498596191
1996-12-13,12.310700416564941
1996-12-16,13.114364624023438
1996-12-17,13.33354663848877
1996-12-18,13.406607627868652
1996-12-19,13.735377311706543
1996-12-20,14.721696853637695
1996-12-23,15.196590423583984
1996-12-24,14.940881729125977
1996-12-25,14.940881729125977
1996-12-26,15.708011627197266
1996-12-27,15.708011627197266
1996-12-30,15.708011627197266
1996-12-31,16.365558624267578
1997-01-01,16.876981735229492
1997-01-02,16.402090072631836
1997-01-03,16.073314666748047
1997-01-06,16.03678321838379
1997-01-07,15.634950637817383
1997-01-08,16.073314666748047
1997-01-09,16.03678321838379
1997-01-10,16.182907104492188
1997-01-13,16.000253677368164
1997-01-14,15.890666961669922
1997-01-15,16.986574172973633
1997-01-16,16.730859756469727
1997-01-17,16.292499542236328
1997-01-20,15.671483993530273
1997-01-21,14.612104415893555
1997-01-22,14.940881729125977
1997-01-23,14.940881729125977
1997-01-24,14.75822639465332
1997-01-27,14.648634910583496
1997-01-28,14.648634910583496
1997-01-29,14.721696853637695
1997-01-30,14.210272789001465
1997-01-31,13.808438301086426
1997-02-03,13.406607627868652
1997-02-04,13.443138122558594
1997-02-05,14.02762222290039
1997-02-06,14.502516746520996
1997-02-07,14.465987205505371
1997-02-10,14.502516746520996
1997-02-11,14.539045333862305
1997-02-12,14.356390953063965
1997-02-13,14.210272789001465
1997-02-14,14.392924308776855
1997-02-17,14.246803283691406
1997-02-18,13.954560279846191
1997-02-19,14.100680351257324
1997-02-20,14.02762222290039
1997-02-21,13.918031692504883
1997-02-24,13.808438301086426
1997-02-25,13.735377311706543
1997-02-26,14.02762222290039
1997-02-27,14.648634910583496
1997-02-28,15.086997985839844
1997-03-03,16.913511276245117
1997-03-04,17.023101806640625
1997-03-05,17.388404846191406
1997-03-06,16.876981735229492
1997-03-07,16.876981735229492
1997-03-10,15.890666961669922
1997-03-11,15.013936996459961
1997-03-12,15.050468444824219
1997-03-13,14.75822639465332
1997-03-14,14.831284523010254
1997-03-17,14.502516746520996
1997-03-18,14.612104415893555
1997-03-19,14.356390953063965
1997-03-20,14.502516746520996
1997-03-21,14.392924308776855
1997-03-24,14.392924308776855
1997-03-25,14.064149856567383
1997-03-26,14.210272789001465
1997-03-27,14.137211799621582
1997-03-28,14.137211799621582
1997-03-31,13.150895118713379
1997-04-01,12.93171215057373
1997-04-02,13.808438301086426
1997-04-03,14.064149856567383
1997-04-04,13.954560279846191
1997-04-07,13.735377311706543
1997-04-08,13.735377311706543
1997-04-09,14.100680351257324
1997-04-10,13.808438301086426
1997-04-11,13.6257905960083
1997-04-14,13.6257905960083
1997-04-15,13.589258193969727
1997-04-16,13.589258193969727
1997-04-17,14.173742294311523
1997-04-18,14.173742294311523
1997-04-21,14.539045333862305
1997-04-22,14.392924308776855
1997-04-23,14.392924308776855
1997-04-24,14.100680351257324
1997-04-25,13.991090774536133
1997-04-28,13.698848724365234
1997-04-29,13.370076179504395
1997-04-30,13.698848724365234
1997-05-01,13.698848724365234
1997-05-02,13.589258193969727
1997-05-05,13.443138122558594
1997-05-06,13.516199111938477
1997-05-07,13.66231918334961
1997-05-08,13.88150405883789
1997-05-09,13.6257905960083
1997-05-12,13.187424659729004
1997-05-13,12.639472961425781
1997-05-14,12.93171215057373
1997-05-15,13.077835083007812
1997-05-16,12.968243598937988
1997-05-19,13.041305541992188
1997-05-20,13.150895118713379
1997-05-21,13.589258193969727
1997-05-22,13.918031692504883
1997-05-23,13.808438301086426
1997-05-26,13.114364624023438
1997-05-27,12.639472961425781
1997-05-28,11.981925964355469
1997-05-29,12.128049850463867
1997-05-30,12.45682144165039
1997-06-02,12.347229957580566
1997-06-03,11.908865928649902
1997-06-04,12.347229957580566
1997-06-05,12.310700416564941
1997-06-06,12.164576530456543
1997-06-09,12.128049850463867
1997-06-10,12.054987907409668
1997-06-11,12.93171215057373
1997-06-12,13.844970703125
1997-06-13,14.429454803466797
1997-06-16,13.589258193969727
1997-06-17,13.443138122558594
1997-06-18,13.66231918334961
1997-06-19,13.66231918334961
1997-06-20,13.954560279846191
1997-06-23,14.100680351257324
1997-06-24,14.02762222290039
1997-06-25,13.991090774536133
1997-06-26,13.918031692504883
1997-06-27,13.66231918334961
1997-06-30,13.370076179504395
1997-07-01,13.260486602783203
1997-07-02,13.698848724365234
1997-07-03,13.406607627868652
1997-07-04,14.246803283691406
1997-07-07,14.173742294311523
1997-07-08,14.100680351257324
1997-07-09,15.050468444824219
1997-07-10,15.927196502685547
1997-07-11,15.81760311126709
1997-07-14,14.721696853637695
1997-07-15,14.356390953063965
1997-07-16,14.575572967529297
1997-07-17,14.319865226745605
1997-07-18,14.319865226745605
1997-07-21,14.246803283691406
1997-07-22,14.283333778381348
1997-07-23,15.12353229522705
1997-07-24,15.56189250946045
1997-07-25,15.306181907653809
1997-07-28,15.160061836242676
1997-07-29,15.56189250946045
1997-07-30,16.073314666748047
1997-07-31,16.950044631958008
1997-08-01,17.571056365966797
1997-08-04,17.790241241455078
1997-08-05,18.630435943603516
1997-08-06,18.630435943603516
1997-08-07,18.630435943603516
1997-08-08,18.045949935913086
1997-08-11,18.19207000732422
1997-08-12,19.39756965637207
1997-08-13,18.95920753479004
1997-08-14,18.411256790161133
1997-08-15,18.411256790161133
1997-08-18,18.00942039489746
1997-08-19,17.315343856811523
1997-08-20,17.93636131286621
1997-08-21,17.863298416137695
1997-08-22,17.680648803710938
1997-08-25,16.730859756469727
1997-08-26,15.85413646697998
1997-08-27,16.767393112182617
1997-08-28,16.292499542236328
1997-08-29,16.073314666748047
1997-09-01,15.488832473754883
1997-09-02,15.488832473754883
1997-09-03,16.584741592407227
1997-09-04,16.694332122802734
1997-09-05,16.876981735229492
1997-09-08,16.986574172973633
1997-09-09,16.950044631958008
1997-09-10,16.767393112182617
1997-09-11,16.584741592407227
1997-09-12,16.511680603027344
1997-09-15,16.219438552856445
1997-09-16,16.292499542236328
1997-09-17,16.03678321838379
1997-09-18,15.74454402923584
1997-09-19,15.781073570251465
1997-09-22,15.3427095413208
1997-09-23,15.452299118041992
1997-09-24,15.452299118041992
1997-09-25,15.525362968444824
1997-09-26,15.452299118041992
1997-09-29,15.269652366638184
1997-09-30,15.671483993530273
1997-10-01,16.913511276245117
1997-10-02,16.913511276245117
1997-10-03,16.913511276245117
1997-10-06,16.913511276245117
1997-10-07,16.913511276245117
1997-10-08,16.913511276245117
1997-10-09,16.657798767089844
1997-10-10,16.840452194213867
1997-10-13,16.730859756469727
