Date,GMMPFAUDLR
2019-03-26,402.2522277832031
2019-03-27,395.7624206542969
2019-03-28,390.0466613769531
2019-04-01,403.3557434082031
2019-04-02,398.6778564453125
2019-04-03,387.5101013183594
2019-04-04,384.6935119628906
2019-04-05,386.0771179199219
2019-04-08,391.5785827636719
2019-04-09,394.44464111328125
2019-04-10,393.1268615722656
2019-04-11,396.2235412597656
2019-04-12,398.48016357421875
2019-04-15,400.209716796875
2019-04-16,400.390869140625
2019-04-18,396.6188659667969
2019-04-22,395.36712646484375
2019-04-23,396.0094299316406
2019-04-24,397.2612609863281
2019-04-25,392.79742431640625
2019-04-26,397.1460876464844
2019-04-30,395.8118591308594
2019-05-02,392.286865234375
2019-05-03,384.29815673828125
2019-05-06,385.8794250488281
2019-05-07,383.6064453125
2019-05-08,383.573486328125
2019-05-09,382.8486633300781
2019-05-10,377.3306579589844
2019-05-13,379.15899658203125
2019-05-14,373.4105529785156
2019-05-15,375.37060546875
2019-05-16,367.0359802246094
2019-05-17,378.28607177734375
2019-05-20,390.6396179199219
2019-05-21,385.3523864746094
2019-05-22,401.60980224609375
2019-05-23,407.0453796386719
2019-05-24,419.9591064453125
2019-05-27,427.83251953125
2019-05-28,448.0102233886719
2019-05-29,449.7891540527344
2019-05-30,448.9161682128906
2019-05-31,416.5330505371094
2019-06-03,423.7145690917969
2019-06-04,411.90447998046875
2019-06-06,423.6651611328125
2019-06-07,454.38470458984375
2019-06-10,473.87054443359375
2019-06-11,482.682861328125
2019-06-12,482.10638427734375
2019-06-13,477.44488525390625
2019-06-14,468.05609130859375
2019-06-17,440.2521057128906
2019-06-18,449.0972900390625
2019-06-19,448.66900634765625
2019-06-20,442.8051452636719
2019-06-21,436.0847473144531
2019-06-24,438.0284423828125
2019-06-25,431.9997863769531
2019-06-26,433.36700439453125
2019-06-27,438.85198974609375
2019-06-28,445.4076843261719
2019-07-01,455.1588439941406
2019-07-02,448.6196594238281
2019-07-03,450.51385498046875
2019-07-04,442.2945556640625
2019-07-05,440.5485534667969
2019-07-08,432.0163269042969
2019-07-09,429.9408874511719
2019-07-10,416.2694396972656
2019-07-11,420.8321533203125
2019-07-12,420.4696960449219
2019-07-15,414.30938720703125
2019-07-16,414.507080078125
2019-07-17,437.4848937988281
2019-07-18,443.66168212890625
2019-07-19,421.3427429199219
2019-07-22,421.39215087890625
2019-07-23,430.00677490234375
2019-07-24,428.26080322265625
2019-07-25,420.55206298828125
2019-07-26,412.2833557128906
2019-07-29,407.1607360839844
2019-07-30,386.1759033203125
2019-07-31,394.9058837890625
2019-08-01,395.0211486816406
2019-08-02,399.1390686035156
2019-08-05,403.45465087890625
2019-08-06,396.890869140625
2019-08-07,408.5835266113281
2019-08-08,415.2132568359375
2019-08-09,430.7649230957031
2019-08-13,424.102294921875
2019-08-14,436.7020568847656
2019-08-16,442.40814208984375
2019-08-19,450.7364807128906
2019-08-20,459.4442138671875
2019-08-21,461.424560546875
2019-08-22,458.1568603515625
2019-08-23,464.1806945800781
2019-08-26,477.48260498046875
2019-08-27,487.0546875
2019-08-28,499.0364074707031
2019-08-29,495.3394775390625
2019-08-30,486.64215087890625
2019-09-03,474.511962890625
2019-09-04,465.6165466308594
2019-09-05,463.5205383300781
2019-09-06,470.17156982421875
2019-09-09,465.4514465332031
2019-09-11,479.9912109375
2019-09-12,483.6549072265625
2019-09-13,486.0314636230469
2019-09-16,494.71240234375
2019-09-17,493.5736083984375
2019-09-18,489.57977294921875
2019-09-19,503.673828125
2019-09-20,501.6769104003906
2019-09-23,503.9048767089844
2019-09-24,496.808349609375
2019-09-25,494.6959228515625
2019-09-26,493.9036865234375
2019-09-27,491.0485534667969
2019-09-30,494.23382568359375
2019-10-01,496.7753601074219
2019-10-03,492.7979431152344
2019-10-04,494.20074462890625
2019-10-07,489.9427490234375
2019-10-09,494.51434326171875
2019-10-10,495.7026062011719
2019-10-11,490.7350158691406
2019-10-14,490.0419006347656
2019-10-15,485.1072692871094
2019-10-16,478.3407897949219
2019-10-17,475.749755859375
2019-10-18,468.9338073730469
2019-10-22,465.9135437011719
2019-10-23,474.099365234375
2019-10-24,469.6434020996094
2019-10-25,470.4190368652344
2019-10-27,477.81268310546875
2019-10-29,470.10546875
2019-10-30,471.2937316894531
2019-10-31,471.4918212890625
2019-11-01,452.9912414550781
2019-11-04,462.7283935546875
2019-11-05,471.17822265625
2019-11-06,473.9012451171875
2019-11-07,481.988037109375
2019-11-08,478.80291748046875
2019-11-11,480.0241394042969
2019-11-13,510.0111999511719
2019-11-14,541.8301391601562
2019-11-15,562.918212890625
2019-11-18,571.9015502929688
2019-11-19,557.7162475585938
2019-11-20,536.892578125
2019-11-21,553.0264892578125
2019-11-22,555.5531005859375
2019-11-25,552.7291259765625
2019-11-26,547.1309814453125
2019-11-27,537.685302734375
2019-11-28,545.4631958007812
2019-11-29,546.1239624023438
2019-12-02,537.9659423828125
2019-12-03,536.0173950195312
2019-12-04,542.6228637695312
2019-12-05,543.6136474609375
2019-12-06,540.9879760742188
2019-12-09,546.7843017578125
2019-12-10,542.5072631835938
2019-12-11,538.4283447265625
2019-12-12,544.9512329101562
2019-12-13,535.6375732421875
2019-12-16,538.1146850585938
2019-12-17,536.298095703125
2019-12-18,564.272216796875
2019-12-19,569.2428588867188
2019-12-20,581.0667114257812
2019-12-23,603.1950073242188
2019-12-24,618.5363159179688
2019-12-26,616.7527465820312
2019-12-27,605.6390380859375
2019-12-30,613.1361694335938
2019-12-31,618.1231689453125
2020-01-01,619.0811157226562
2020-01-02,615.7454833984375
2020-01-03,616.2738647460938
2020-01-06,604.1363525390625
2020-01-07,612.0298461914062
2020-01-08,613.6314697265625
2020-01-09,646.5103759765625
2020-01-10,628.9892578125
2020-01-13,654.007568359375
2020-01-14,658.6644897460938
2020-01-15,656.7156982421875
2020-01-16,661.273681640625
2020-01-17,728.8804931640625
2020-01-20,725.5778198242188
2020-01-21,771.4692993164062
2020-01-22,763.42724609375
2020-01-23,712.482421875
2020-01-24,835.5918579101562
2020-01-27,846.6891479492188
2020-01-28,828.1936645507812
2020-01-29,846.8377685546875
2020-01-30,834.1338500976562
2020-01-31,826.6832275390625
2020-02-03,922.2685546875
2020-02-04,979.2465209960938
2020-02-05,966.6746215820312
2020-02-06,966.8563842773438
2020-02-07,970.9368896484375
2020-02-10,962.3793334960938
2020-02-11,1050.0350341796875
2020-02-12,1071.5443115234375
2020-02-13,1103.62646484375
2020-02-14,1058.2789306640625
2020-02-17,1079.1436767578125
2020-02-18,1075.9385986328125
2020-02-19,1109.0946044921875
2020-02-20,1087.056884765625
2020-02-24,1084.3638916015625
2020-02-25,1077.5413818359375
2020-02-26,1049.98583984375
2020-02-27,1006.9342041015625
2020-02-28,914.05810546875
2020-03-02,944.8846435546875
2020-03-03,1003.3163452148438
2020-03-04,990.4470825195312
2020-03-05,985.2432861328125
2020-03-06,978.701416015625
2020-03-09,942.9683837890625
2020-03-11,939.7138671875
2020-03-12,898.8265991210938
2020-03-13,919.2124633789062
2020-03-16,878.4242553710938
2020-03-17,835.7526245117188
2020-03-18,732.40283203125
2020-03-19,628.8384399414062
2020-03-20,754.6058959960938
2020-03-23,661.7960815429688
2020-03-24,693.2503662109375
2020-03-25,749.1212768554688
2020-03-26,813.0706176757812
2020-03-27,820.1246948242188
2020-03-30,783.0701293945312
2020-03-31,830.235107421875
2020-04-01,825.2459106445312
2020-04-03,859.3930053710938
2020-04-07,893.6723022460938
2020-04-08,891.9046630859375
2020-04-09,918.3863525390625
2020-04-13,903.6174926757812
2020-04-15,907.879638671875
2020-04-16,931.1068115234375
2020-04-17,1017.919921875
2020-04-20,1123.1368408203125
2020-04-21,1130.6533203125
2020-04-22,1234.8458251953125
2020-04-23,1226.9161376953125
2020-04-24,1159.546875
2020-04-27,1173.5889892578125
2020-04-28,1178.528564453125
2020-04-29,1169.98779296875
2020-04-30,1154.4591064453125
2020-05-04,1161.331298828125
2020-05-05,1165.3289794921875
2020-05-06,1149.7672119140625
2020-05-07,1149.023681640625
2020-05-08,1175.7696533203125
2020-05-11,1199.4593505859375
2020-05-12,1181.468994140625
2020-05-13,1209.3388671875
2020-05-14,1193.8922119140625
2020-05-15,1195.9241943359375
2020-05-18,1153.3189697265625
2020-05-19,1155.863037109375
2020-05-20,1160.2908935546875
2020-05-21,1253.9429931640625
2020-05-22,1284.29052734375
2020-05-26,1221.546875
2020-05-27,1214.9222412109375
2020-05-28,1198.9638671875
2020-05-29,1258.1884765625
2020-06-01,1271.1241455078125
2020-06-02,1278.4093017578125
2020-06-03,1321.873779296875
2020-06-04,1377.03466796875
2020-06-05,1409.64501953125
2020-06-08,1412.3875732421875
2020-06-09,1485.1585693359375
2020-06-10,1489.8172607421875
2020-06-11,1483.37451171875
2020-06-12,1472.0086669921875
2020-06-15,1461.3035888671875
2020-06-16,1469.89404296875
2020-06-17,1455.5546875
2020-06-18,1412.899658203125
2020-06-19,1371.3516845703125
2020-06-22,1371.1697998046875
2020-06-23,1361.505859375
2020-06-24,1349.379638671875
2020-06-25,1372.5572509765625
2020-06-26,1380.7347412109375
2020-06-29,1354.56689453125
2020-06-30,1351.3951416015625
2020-07-01,1381.0322265625
2020-07-02,1392.0179443359375
2020-07-03,1397.18896484375
2020-07-06,1397.0897216796875
2020-07-07,1395.074462890625
2020-07-08,1380.7347412109375
2020-07-09,1369.6334228515625
2020-07-10,1392.6458740234375
2020-07-13,1377.2822265625
2020-07-14,1356.7642822265625
2020-07-15,1341.086669921875
2020-07-16,1321.6092529296875
2020-07-17,1312.556396484375
2020-07-20,1320.48583984375
2020-07-21,1321.3619384765625
2020-07-22,1318.0738525390625
2020-07-23,1321.1961669921875
2020-07-24,1312.8043212890625
2020-07-27,1385.3935546875
2020-07-28,1409.9921875
2020-07-29,1363.4549560546875
2020-07-30,1376.9188232421875
2020-07-31,1346.5380859375
2020-08-03,1353.7576904296875
2020-08-04,1380.75146484375
2020-08-05,1394.8929443359375
2020-08-06,1415.779052734375
2020-08-07,1672.03369140625
2020-08-10,1873.11474609375
2020-08-11,2143.001953125
2020-08-12,1990.666748046875
2020-08-13,1925.54541015625
2020-08-14,1910.4920654296875
2020-08-17,1858.9365234375
2020-08-18,1961.81591796875
2020-08-19,1968.46044921875
2020-08-20,1939.4346923828125
2020-08-21,1985.1719970703125
2020-08-24,2051.455078125
2020-08-25,2011.6854248046875
2020-08-26,1978.0313720703125
2020-08-27,1943.071044921875
2020-08-28,1931.979736328125
2020-08-31,1848.8524169921875
2020-09-01,1786.6678466796875
2020-09-02,1922.0289306640625
2020-09-03,1909.48291015625
2020-09-04,1880.225341796875
2020-09-07,1856.2412109375
2020-09-08,1877.1673583984375
2020-09-09,1821.2147216796875
2020-09-10,1848.7034912109375
2020-09-11,1851.1334228515625
2020-09-14,1942.0296630859375
2020-09-15,1959.1212158203125
2020-09-16,1919.532958984375
2020-09-17,1782.4033203125
2020-09-18,1771.51025390625
2020-09-21,1720.0701904296875
2020-09-22,1548.0631103515625
2020-09-23,1393.263427734375
2020-09-24,1323.60791015625
2020-09-25,1257.4398193359375
2020-09-28,1194.577392578125
2020-09-29,1254.29931640625
2020-09-30,1317.012451171875
2020-10-01,1269.093017578125
2020-10-05,1263.5062255859375
2020-10-06,1244.232666015625
2020-10-07,1191.767822265625
2020-10-08,1188.51123046875
2020-10-09,1200.4788818359375
2020-10-12,1177.4364013671875
2020-10-13,1194.1807861328125
2020-10-14,1178.924072265625
2020-10-15,1164.4442138671875
2020-10-16,1170.097412109375
2020-10-19,1201.1400146484375
2020-10-20,1193.9990234375
2020-10-21,1186.26318359375
2020-10-22,1245.5714111328125
2020-10-23,1237.587646484375
2020-10-26,1207.12353515625
2020-10-27,1195.4371337890625
2020-10-28,1180.1595458984375
2020-10-29,1186.558349609375
2020-10-30,1174.3231201171875
2020-11-02,1161.542236328125
2020-11-03,1158.15283203125
2020-11-04,1153.9366455078125
2020-11-05,1149.3070068359375
2020-11-06,1145.305419921875
2020-11-09,1148.5462646484375
2020-11-10,1132.29345703125
2020-11-11,1124.9852294921875
2020-11-12,1122.108154296875
2020-11-13,1122.091796875
2020-11-14,1132.9212646484375
2020-11-17,1166.71728515625
2020-11-18,1225.050048828125
2020-11-19,1247.552978515625
2020-11-20,1245.023193359375
2020-11-23,1227.232666015625
2020-11-24,1219.1141357421875
2020-11-25,1202.8280029296875
2020-11-26,1220.503173828125
2020-11-27,1261.408935546875
2020-12-01,1257.87060546875
2020-12-02,1247.850830078125
2020-12-03,1264.7816162109375
2020-12-04,1253.0257568359375
2020-12-07,1254.6297607421875
2020-12-08,1244.692626953125
2020-12-09,1238.5748291015625
2020-12-10,1219.858154296875
2020-12-11,1239.269287109375
2020-12-14,1238.112060546875
2020-12-15,1223.743896484375
2020-12-16,1227.0008544921875
2020-12-17,1222.15625
2020-12-18,1229.3984375
2020-12-21,1183.4334716796875
2020-12-22,1187.8812255859375
2020-12-23,1181.8790283203125
2020-12-24,1185.0208740234375
2020-12-28,1246.0648193359375
2020-12-29,1231.1842041015625
2020-12-30,1246.8253173828125
2020-12-31,1252.3809814453125
2021-01-01,1244.7255859375
2021-01-04,1230.1590576171875
2021-01-05,1246.13134765625
2021-01-06,1276.9671630859375
2021-01-07,1254.662841796875
2021-01-08,1281.464599609375
2021-01-11,1277.5130615234375
2021-01-12,1271.7921142578125
2021-01-13,1262.8966064453125
2021-01-14,1248.2640380859375
2021-01-15,1245.4697265625
2021-01-18,1230.7213134765625
2021-01-19,1243.3201904296875
2021-01-20,1278.7362060546875
2021-01-21,1210.615478515625
2021-01-22,1201.7862548828125
2021-01-25,1201.4888916015625
2021-01-27,1193.4696044921875
2021-01-28,1187.499267578125
2021-01-29,1182.0745849609375
2021-02-01,1173.854736328125
2021-02-02,1173.3751220703125
2021-02-03,1200.812744140625
2021-02-04,1194.428955078125
2021-02-05,1217.1533203125
2021-02-08,1219.05517578125
2021-02-09,1233.0968017578125
2021-02-10,1219.9482421875
2021-02-11,1246.8236083984375
2021-02-12,1222.7763671875
2021-02-15,1254.596923828125
2021-02-16,1235.8092041015625
2021-02-17,1267.7618408203125
2021-02-18,1480.05322265625
2021-02-19,1425.673583984375
2021-02-22,1385.6334228515625
2021-02-23,1403.8095703125
2021-02-24,1423.6063232421875
2021-02-25,1399.2120361328125
2021-02-26,1360.329345703125
2021-03-01,1419.802734375
2021-03-02,1389.2225341796875
2021-03-03,1383.3179931640625
2021-03-04,1420.2490234375
2021-03-05,1388.9412841796875
2021-03-08,1387.6016845703125
2021-03-09,1442.526611328125
2021-03-10,1454.6168212890625
2021-03-12,1426.7156982421875
2021-03-15,1405.8111572265625
2021-03-16,1395.8050537109375
2021-03-17,1425.1610107421875
2021-03-18,1385.25341796875
2021-03-19,1390.231201171875
2021-03-22,1404.7193603515625
2021-03-23,1426.0875244140625
2021-03-24,1392.1995849609375
2021-03-25,1376.66943359375
2021-03-26,1373.2459716796875
2021-03-30,1385.5509033203125
2021-03-31,1424.3837890625
2021-04-01,1467.947021484375
2021-04-05,1418.3470458984375
2021-04-06,1411.8804931640625
2021-04-07,1410.78857421875
2021-04-08,1425.1943359375
2021-04-09,1421.8863525390625
2021-04-12,1342.4012451171875
2021-04-13,1350.058837890625
2021-04-15,1351.5802001953125
2021-04-16,1352.77099609375
2021-04-19,1315.5091552734375
2021-04-20,1352.9364013671875
2021-04-22,1357.765869140625
2021-04-23,1363.256591796875
2021-04-26,1357.021484375
2021-04-27,1373.411376953125
2021-04-28,1409.4822998046875
2021-04-29,1395.82177734375
2021-04-30,1374.304443359375
2021-05-03,1389.453857421875
2021-05-04,1369.26025390625
2021-05-05,1358.328125
2021-05-06,1343.90625
2021-05-07,1335.7362060546875
2021-05-10,1456.2374267578125
2021-05-11,1479.9373779296875
2021-05-12,1485.147216796875
2021-05-14,1468.0792236328125
2021-05-17,1515.0494384765625
2021-05-18,1609.5186767578125
2021-05-19,1596.9989013671875
2021-05-20,1715.796875
2021-05-21,1684.306884765625
2021-05-24,1758.896484375
2021-05-25,1727.4071044921875
2021-05-26,1712.4228515625
2021-05-27,1701.5732421875
2021-05-28,1667.949951171875
2021-05-31,1586.8438720703125
2021-06-01,1620.1368408203125
2021-06-02,1618.6314697265625
2021-06-03,1624.4530029296875
2021-06-04,1602.4234619140625
2021-06-07,1580.724609375
2021-06-08,1593.5093994140625
2021-06-09,1562.052490234375
2021-06-10,1565.839599609375
2021-06-11,1566.087890625
2021-06-14,1553.10498046875
2021-06-15,1533.275146484375
2021-06-16,1538.005126953125
2021-06-17,1526.52734375
2021-06-18,1497.0384521484375
2021-06-21,1522.55810546875
2021-06-22,1557.0244140625
2021-06-23,1546.7706298828125
2021-06-24,1533.7381591796875
2021-06-25,1550.3924560546875
2021-06-28,1529.1566162109375
2021-06-29,1513.95751953125
2021-06-30,1549.218505859375
2021-07-01,1531.6044921875
2021-07-02,1525.78271484375
2021-07-05,1567.0802001953125
2021-07-06,1541.312744140625
2021-07-07,1568.7010498046875
2021-07-08,1545.4638671875
2021-07-09,1552.542724609375
2021-07-12,1564.5498046875
2021-07-13,1556.08203125
2021-07-14,1556.776611328125
2021-07-15,1550.194091796875
2021-07-16,1536.185791015625
2021-07-19,1523.28564453125
2021-07-20,1503.654052734375
2021-07-22,1514.00732421875
2021-07-23,1512.419921875
2021-07-26,1512.15478515625
2021-07-27,1514.3878173828125
2021-07-28,1526.990234375
2021-07-29,1533.357666015625
2021-07-30,1520.6724853515625
2021-08-02,1588.56396484375
2021-08-03,1588.6632080078125
2021-08-04,1558.3148193359375
2021-08-05,1551.183349609375
2021-08-06,1537.169189453125
2021-08-09,1554.0128173828125
2021-08-10,1547.27880859375
2021-08-11,1511.6553955078125
2021-08-12,1544.432861328125
2021-08-13,1461.9354248046875
2021-08-16,1444.8271484375
2021-08-17,1402.38720703125
2021-08-18,1424.112060546875
2021-08-20,1414.115966796875
2021-08-23,1371.3514404296875
2021-08-24,1391.0125732421875
2021-08-25,1431.6419677734375
2021-08-26,1444.8486328125
2021-08-27,1431.1619873046875
2021-08-30,1417.8228759765625
2021-08-31,1401.3890380859375
2021-09-01,1414.44677734375
2021-09-02,1436.8880615234375
2021-09-03,1446.4869384765625
2021-09-06,1465.48583984375
2021-09-07,1499.578125
2021-09-08,1511.361572265625
2021-09-09,1491.1046142578125
2021-09-13,1463.6156005859375
2021-09-14,1464.476318359375
2021-09-15,1463.69873046875
2021-09-16,1492.147216796875
2021-09-17,1467.2896728515625
2021-09-20,1447.3309326171875
2021-09-21,1453.22265625
2021-09-22,1489.830322265625
2021-09-23,1489.7972412109375
2021-09-24,1489.830322265625
2021-09-27,1471.69189453125
2021-09-28,1457.2606201171875
2021-09-29,1456.0030517578125
2021-09-30,1462.5567626953125
2021-10-01,1457.1285400390625
2021-10-04,1496.400390625
2021-10-05,1588.3834228515625
2021-10-06,1541.2996826171875
2021-10-07,1551.3948974609375
2021-10-08,1541.150634765625
2021-10-11,1567.1171875
2021-10-12,1551.113525390625
2021-10-13,1553.381103515625
2021-10-14,1551.593505859375
2021-10-18,1541.4322509765625
2021-10-19,1641.2098388671875
2021-10-20,1609.2357177734375
2021-10-21,1607.266357421875
2021-10-22,1639.588134765625
2021-10-25,1580.869873046875
2021-10-26,1611.9169921875
2021-10-27,1585.4871826171875
2021-10-28,1537.0628662109375
2021-10-29,1542.7725830078125
2021-11-01,1570.7413330078125
2021-11-02,1569.2025146484375
2021-11-03,1554.5560302734375
2021-11-04,1588.5654296875
2021-11-08,1574.068115234375
2021-11-09,1596.7078857421875
2021-11-10,1612.234619140625
2021-11-11,1637.8255615234375
2021-11-12,1609.43701171875
2021-11-15,1587.7196044921875
2021-11-16,1572.3582763671875
2021-11-17,1570.88525390625
2021-11-18,1561.449951171875
2021-11-22,1488.00390625
2021-11-23,1503.1002197265625
2021-11-24,1498.9786376953125
2021-11-25,1507.0565185546875
2021-11-26,1489.7420654296875
2021-11-29,1437.5499267578125
2021-11-30,1482.044677734375
2021-12-01,1485.984375
2021-12-02,1488.831787109375
