Date,NILKAMAL
1999-01-01,21.54703140258789
1999-01-04,23.2761173248291
1999-01-05,23.808143615722656
1999-01-06,23.675132751464844
1999-01-07,21.946046829223633
1999-01-08,22.47808265686035
1999-01-11,22.34507179260254
1999-01-12,20.908599853515625
1999-01-13,22.34507179260254
1999-01-14,22.079057693481445
1999-01-15,21.01500701904297
1999-01-18,20.243572235107422
1999-01-19,19.31252670288086
1999-01-20,19.31252670288086
1999-01-21,20.855403900146484
1999-01-22,22.53128433227539
1999-01-25,22.6110782623291
1999-01-26,22.6110782623291
1999-01-27,24.419979095458984
1999-01-28,23.542125701904297
1999-01-29,24.233766555786133
1999-02-01,25.271215438842773
1999-02-02,24.207162857055664
1999-02-03,26.14906883239746
1999-02-04,28.037748336791992
1999-02-05,30.29885482788086
1999-02-08,32.240745544433594
1999-02-09,30.564857482910156
1999-02-10,31.81511878967285
1999-02-11,29.79343605041504
1999-02-12,30.458463668823242
1999-02-15,29.580623626708984
1999-02-16,31.921539306640625
1999-02-17,34.475250244140625
1999-02-18,33.836814880371094
1999-02-19,32.45355224609375
1999-02-22,29.873231887817383
1999-02-23,28.197351455688477
1999-02-24,28.197351455688477
1999-02-25,28.835779190063477
1999-02-26,27.931344985961914
1999-03-01,30.19245719909668
1999-03-02,30.19245719909668
1999-03-03,32.58656692504883
1999-03-04,30.85747718811035
1999-03-05,31.894941329956055
1999-03-08,32.6397705078125
1999-03-09,31.3895206451416
1999-03-10,33.916622161865234
1999-03-11,34.58165740966797
1999-03-12,35.56590270996094
1999-03-15,38.4122314453125
1999-03-16,39.23687744140625
1999-03-17,41.23198699951172
1999-03-18,44.530548095703125
1999-03-19,43.86550521850586
1999-03-22,44.69014358520508
1999-03-23,42.96106719970703
1999-03-24,42.3226432800293
1999-03-25,42.82806396484375
1999-03-26,39.42308807373047
1999-03-29,39.42308807373047
1999-03-30,40.64675521850586
1999-03-31,43.918704986572266
1999-04-01,43.78569793701172
1999-04-02,43.78569793701172
1999-04-05,40.30092239379883
1999-04-06,39.901920318603516
1999-04-07,41.81719970703125
1999-04-08,39.901920318603516
1999-04-09,37.58760452270508
1999-04-12,39.71570587158203
1999-04-13,39.183677673339844
1999-04-14,39.183677673339844
1999-04-15,39.58270263671875
1999-04-16,42.74824523925781
1999-04-19,43.57288360595703
1999-04-20,45.5945930480957
1999-04-21,48.41432571411133
1999-04-22,47.40346145629883
1999-04-23,48.946353912353516
1999-04-26,45.035972595214844
1999-04-27,45.035972595214844
1999-04-28,44.136871337890625
1999-04-29,46.83413314819336
1999-04-30,49.04096221923828
1999-05-03,46.83413314819336
1999-05-04,47.951168060302734
1999-05-05,47.29729461669922
1999-05-06,45.77157974243164
1999-05-07,45.22666931152344
1999-05-10,48.35984802246094
1999-05-11,50.920867919921875
1999-05-12,47.951168060302734
1999-05-13,49.17720031738281
1999-05-14,48.14188003540039
1999-05-17,48.169132232666016
1999-05-18,46.94310760498047
1999-05-19,50.70291519165039
1999-05-20,52.28311538696289
1999-05-21,54.48997497558594
1999-05-24,57.187232971191406
1999-05-25,52.855289459228516
1999-05-26,51.76547622680664
1999-05-27,47.651466369628906
1999-05-28,44.40932083129883
1999-05-31,47.97841262817383
1999-06-01,45.22666931152344
1999-06-02,46.58893585205078
1999-06-03,46.53443145751953
1999-06-04,47.40627670288086
1999-06-07,45.90780258178711
1999-06-08,48.82301712036133
1999-06-09,47.5424919128418
1999-06-10,47.351776123046875
1999-06-11,45.19942092895508
1999-06-14,42.91085433959961
1999-06-15,40.84022521972656
1999-06-16,42.093509674072266
1999-06-17,43.40126419067383
1999-06-18,42.55666732788086
1999-06-21,42.093509674072266
1999-06-22,41.79381561279297
1999-06-23,41.82105255126953
1999-06-24,40.595035552978516
1999-06-25,38.578895568847656
1999-06-28,40.949214935302734
1999-06-29,39.69594192504883
1999-06-30,40.32257843017578
1999-07-01,39.23278045654297
1999-07-02,38.933067321777344
1999-07-05,40.48604202270508
1999-07-06,41.19441223144531
1999-07-07,44.49106979370117
1999-07-08,46.77962875366211
1999-07-09,50.539451599121094
1999-07-12,54.598941802978516
1999-07-13,51.46577453613281
1999-07-14,51.87446975708008
1999-07-15,50.10353088378906
1999-07-16,49.28618621826172
1999-07-19,51.73822021484375
1999-07-20,49.17720031738281
1999-07-21,51.95619583129883
1999-07-22,56.124671936035156
1999-07-23,59.53029251098633
1999-07-26,64.1074447631836
1999-07-27,68.73909759521484
1999-07-28,67.0499038696289
1999-07-29,66.75019073486328
1999-07-30,66.58676147460938
1999-08-02,71.16390228271484
1999-08-03,77.6107177734375
1999-08-04,81.40132141113281
1999-08-05,75.812255859375
1999-08-06,77.88739776611328
1999-08-09,82.4527359008789
1999-08-10,83.72550964355469
1999-08-11,80.5436019897461
1999-08-12,77.72137451171875
1999-08-13,77.52770233154297
1999-08-16,77.94273376464844
1999-08-17,81.5119857788086
1999-08-18,87.65445709228516
1999-08-19,85.52395629882812
1999-08-20,86.79671478271484
1999-08-23,87.76512908935547
1999-08-24,85.63462829589844
1999-08-25,81.17999267578125
1999-08-26,79.0218276977539
1999-08-27,77.41702270507812
1999-08-30,72.02164459228516
1999-08-31,70.1401596069336
1999-09-01,74.53947448730469
1999-09-02,76.1442642211914
1999-09-03,80.26689147949219
1999-09-06,81.81635284423828
1999-09-07,78.30243682861328
1999-09-08,79.57518768310547
1999-09-09,76.72530364990234
1999-09-10,74.65015411376953
1999-09-13,74.65015411376953
1999-09-14,69.61444854736328
1999-09-15,75.09284210205078
1999-09-16,72.32597351074219
1999-09-17,73.40507507324219
1999-09-20,78.05341339111328
1999-09-21,75.25886535644531
1999-09-22,76.11661529541016
1999-09-23,74.73314666748047
1999-09-24,72.87937927246094
1999-09-27,73.29437255859375
1999-09-28,67.7883071899414
1999-09-29,73.21138763427734
1999-09-30,70.44449615478516
1999-10-01,71.05321502685547
1999-10-04,69.5037841796875
1999-10-05,65.71316528320312
1999-10-06,70.80419921875
1999-10-07,73.93077087402344
1999-10-08,72.24298095703125
1999-10-11,72.29832458496094
1999-10-12,72.2706527709961
1999-10-13,77.94273376464844
1999-10-14,84.19583892822266
1999-10-15,80.90328216552734
1999-10-18,76.1442642211914
1999-10-19,76.1442642211914
1999-10-20,81.45664978027344
1999-10-21,78.05341339111328
1999-10-22,75.67388153076172
1999-10-25,70.36151885986328
1999-10-26,72.02164459228516
1999-10-27,72.87937927246094
1999-10-28,70.66586303710938
1999-10-29,65.02143859863281
1999-11-01,59.81972885131836
1999-11-02,61.28617477416992
1999-11-03,59.07266616821289
1999-11-04,59.045013427734375
1999-11-05,63.582672119140625
1999-11-08,63.582672119140625
1999-11-09,63.056949615478516
1999-11-10,67.29027557373047
1999-11-11,64.96611022949219
1999-11-12,61.31383514404297
1999-11-15,61.95021438598633
1999-11-16,59.902740478515625
1999-11-17,60.594451904296875
1999-11-18,59.65373229980469
1999-11-19,57.77224349975586
1999-11-22,57.57857131958008
1999-11-23,57.57857131958008
1999-11-24,59.65373229980469
1999-11-25,58.1319465637207
1999-11-26,56.886844635009766
1999-11-29,53.17924118041992
1999-11-30,54.14764404296875
1999-12-01,57.60622024536133
1999-12-02,57.191192626953125
1999-12-03,59.29403305053711
1999-12-06,59.9857292175293
1999-12-07,57.716922760009766
1999-12-08,57.689239501953125
1999-12-09,53.59427261352539
1999-12-10,55.365081787109375
1999-12-13,56.94219207763672
1999-12-14,54.2859992980957
1999-12-15,54.83937072753906
1999-12-16,57.135868072509766
