Date,CMSINFO
2022-08-04,242.35533142089844
2022-08-05,243.93846130371094
2022-08-08,244.12469482421875
2022-08-10,244.31094360351562
2022-08-11,249.9449462890625
2022-08-12,251.34182739257812
2022-08-16,258.9314270019531
2022-08-17,257.6276550292969
2022-08-18,253.15774536132812
2022-08-19,247.52374267578125
2022-08-22,239.00289916992188
2022-08-23,244.07815551757812
2022-08-24,243.37973022460938
2022-08-25,248.1290740966797
2022-08-26,243.2400360107422
2022-08-29,241.5172576904297
2022-08-30,242.21566772460938
2022-09-01,242.3087921142578
2022-09-02,242.35533142089844
2022-09-05,242.72779846191406
2022-09-06,242.4019012451172
2022-09-07,243.14691162109375
2022-09-08,242.7744140625
2022-09-09,243.6125030517578
2022-09-12,251.85397338867188
2022-09-13,252.27459716796875
2022-09-14,250.2650146484375
2022-09-15,257.7425842285156
2022-09-16,254.3309326171875
2022-09-19,255.07870483398438
2022-09-20,252.41477966308594
2022-09-21,248.5825958251953
2022-09-22,247.7880859375
2022-09-23,247.5076446533203
2022-09-26,242.92762756347656
2022-09-27,251.19970703125
2022-09-28,250.40518188476562
2022-09-29,252.22784423828125
2022-09-30,253.77012634277344
2022-10-03,264.4256286621094
2022-10-04,266.99603271484375
2022-10-06,276.7636413574219
2022-10-07,286.8583984375
2022-10-10,285.4095458984375
2022-10-11,273.8193359375
2022-10-12,274.894287109375
2022-10-13,269.23931884765625
2022-10-14,272.604248046875
2022-10-17,275.68878173828125
2022-10-18,277.18426513671875
2022-10-19,280.64263916015625
2022-10-20,289.84942626953125
2022-10-21,287.8398132324219
2022-10-24,289.4288330078125
2022-10-25,309.898681640625
2022-10-27,310.27252197265625
2022-10-28,309.898681640625
2022-10-31,292.466552734375
2022-11-01,313.3570251464844
2022-11-02,314.5253601074219
2022-11-03,317.9837951660156
2022-11-04,314.75909423828125
2022-11-07,308.1227111816406
2022-11-09,313.7308654785156
2022-11-10,313.9178466796875
2022-11-11,311.5810852050781
2022-11-14,313.964599609375
2022-11-15,307.6553649902344
2022-11-16,311.3006591796875
2022-11-17,322.6105041503906
2022-11-18,317.14251708984375
2022-11-21,314.8992614746094
2022-11-22,317.5164489746094
2022-11-23,314.15155029296875
2022-11-24,314.8525390625
2022-11-25,311.8614807128906
2022-11-28,311.9082336425781
2022-11-29,310.6931457519531
2022-11-30,309.9454345703125
2022-12-01,310.27252197265625
2022-12-02,312.79620361328125
2022-12-05,312.14190673828125
2022-12-06,312.8896789550781
2022-12-07,306.7673645019531
2022-12-08,302.65472412109375
2022-12-09,309.80517578125
2022-12-12,305.17840576171875
2022-12-13,302.561279296875
2022-12-14,301.86029052734375
2022-12-15,296.6259765625
2022-12-16,292.93389892578125
2022-12-19,286.3910217285156
2022-12-20,285.1291809082031
2022-12-21,276.57672119140625
2022-12-22,272.604248046875
2022-12-23,256.8078918457031
2022-12-26,264.7528076171875
2022-12-27,276.6701965332031
2022-12-28,285.1291809082031
2022-12-29,289.47552490234375
2022-12-30,292.1394348144531
2023-01-02,297.14007568359375
2023-01-03,290.9242858886719
2023-01-04,289.28857421875
2023-01-05,287.7930908203125
2023-01-06,283.2597961425781
2023-01-09,286.62469482421875
2023-01-10,285.22265625
2023-01-11,285.456298828125
2023-01-12,286.8583984375
2023-01-13,285.0357666015625
2023-01-16,284.1477355957031
2023-01-17,284.10107421875
2023-01-18,287.8865661621094
2023-01-19,289.3820495605469
2023-01-20,289.84942626953125
2023-01-23,290.4102783203125
2023-01-24,291.3449401855469
2023-01-25,293.0740966796875
2023-01-27,284.4281921386719
2023-01-30,283.8205871582031
2023-01-31,287.6995849609375
2023-02-01,287.0452880859375
2023-02-02,283.49346923828125
2023-02-03,290.12982177734375
2023-02-06,292.466552734375
2023-02-07,281.4838562011719
2023-02-08,279.38079833984375
2023-02-09,281.2034606933594
2023-02-10,281.29693603515625
2023-02-13,273.0716247558594
2023-02-14,268.9589538574219
2023-02-15,276.6701965332031
2023-02-16,275.455078125
2023-02-17,275.8289794921875
2023-02-20,270.59466552734375
2023-02-21,273.8193359375
2023-02-22,267.74383544921875
2023-02-23,268.7720031738281
2023-02-24,261.80853271484375
2023-02-27,259.097900390625
2023-02-28,267.13629150390625
2023-03-01,265.4070739746094
2023-03-02,267.6036071777344
2023-03-03,271.9499816894531
2023-03-06,273.9595947265625
2023-03-08,276.7169189453125
2023-03-09,271.482666015625
2023-03-10,272.5574951171875
2023-03-13,262.8834228515625
2023-03-14,258.9576416015625
2023-03-15,264.00506591796875
2023-03-16,265.9211730957031
2023-03-17,267.6503601074219
2023-03-20,264.00506591796875
2023-03-21,267.1830139160156
2023-03-22,267.36993408203125
2023-03-23,267.36993408203125
2023-03-24,261.7149963378906
2023-03-27,256.99481201171875
2023-03-28,251.66705322265625
2023-03-29,260.96728515625
2023-03-31,258.86419677734375
2023-04-03,266.2015686035156
2023-04-05,267.5101318359375
2023-04-06,267.0428161621094
2023-04-10,266.99603271484375
2023-04-11,265.0799255371094
2023-04-12,267.36993408203125
2023-04-13,271.0152893066406
2023-04-17,268.02423095703125
2023-04-18,270.8283386230469
2023-04-19,276.7169189453125
2023-04-20,270.2674865722656
2023-04-21,267.4634094238281
2023-04-24,265.6875305175781
2023-04-25,276.57672119140625
2023-04-26,271.10870361328125
2023-04-27,270.8283386230469
2023-04-28,272.79119873046875
2023-05-02,270.9217834472656
2023-05-03,268.35137939453125
2023-05-04,269.70672607421875
2023-05-05,274.7540588378906
2023-05-08,274.3801574707031
2023-05-09,274.0997314453125
2023-05-10,274.28668212890625
2023-05-11,290.83087158203125
2023-05-12,288.727783203125
2023-05-15,288.867919921875
2023-05-16,292.7469787597656
2023-05-17,288.30718994140625
2023-05-18,293.21429443359375
2023-05-19,287.6995849609375
2023-05-22,292.88714599609375
2023-05-23,291.812255859375
2023-05-24,296.4857482910156
2023-05-25,298.8692321777344
2023-05-26,301.15924072265625
2023-05-29,300.9255676269531
2023-05-30,296.9998474121094
2023-05-31,304.24371337890625
2023-06-01,301.6733093261719
2023-06-02,304.4306945800781
2023-06-05,301.8135070800781
2023-06-06,306.3000793457031
2023-06-07,306.4870300292969
2023-06-08,305.3186340332031
2023-06-09,287.32574462890625
2023-06-12,303.3557434082031
2023-06-13,300.0843505859375
2023-06-14,308.16949462890625
2023-06-15,320.6943664550781
2023-06-16,316.4414978027344
2023-06-19,318.5445556640625
2023-06-20,324.9940185546875
2023-06-21,330.46197509765625
2023-06-22,332.1911315917969
2023-06-23,321.95623779296875
2023-06-26,321.0215759277344
2023-06-27,332.2845764160156
2023-06-28,344.4356689453125
2023-06-30,343.921630859375
2023-07-03,351.7730407714844
2023-07-04,353.829345703125
2023-07-05,352.3338623046875
2023-07-06,350.417724609375
2023-07-07,348.17449951171875
2023-07-10,350.5112609863281
2023-07-11,353.6891784667969
2023-07-12,356.58673095703125
2023-07-13,360.2320251464844
2023-07-14,369.06494140625
2023-07-17,366.9151611328125
2023-07-18,363.36328125
2023-07-19,357.94207763671875
2023-07-20,358.6898193359375
2023-07-21,355.5585632324219
2023-07-24,353.7826232910156
2023-07-25,343.68792724609375
2023-07-26,356.2128601074219
2023-07-27,355.9792175292969
2023-07-28,362.56878662109375
2023-07-31,373.1775817871094
2023-08-01,369.57904052734375
2023-08-02,356.4932556152344
2023-08-03,362.19488525390625
2023-08-04,367.05535888671875
2023-08-07,363.5502624511719
2023-08-08,368.73779296875
2023-08-09,365.2794189453125
2023-08-10,339.0611572265625
2023-08-11,343.7346496582031
2023-08-14,337.3320007324219
2023-08-16,339.2013854980469
2023-08-17,331.1629943847656
2023-08-18,328.12518310546875
2023-08-21,328.4991455078125
2023-08-22,337.8460693359375
2023-08-23,335.36907958984375
2023-08-24,333.0790710449219
2023-08-25,336.11688232421875
2023-08-28,332.7987060546875
2023-08-29,334.9017333984375
2023-08-30,336.46478271484375
2023-08-31,342.19561767578125
2023-09-01,339.4012145996094
2023-09-04,339.1170654296875
2023-09-05,340.9168701171875
2023-09-06,347.926513671875
2023-09-07,347.879150390625
2023-09-08,345.22686767578125
2023-09-11,353.13641357421875
2023-09-12,339.0223388671875
2023-09-13,335.51751708984375
2023-09-14,337.9329833984375
2023-09-15,343.04815673828125
2023-09-18,335.2332763671875
2023-09-20,332.6757507324219
2023-09-21,334.1912536621094
2023-09-22,330.6391296386719
2023-09-25,331.6810607910156
2023-09-26,335.32806396484375
2023-09-27,332.86517333984375
2023-09-28,328.93408203125
2023-09-29,331.6336975097656
2023-10-03,331.2548522949219
2023-10-04,327.7499694824219
2023-10-05,333.24407958984375
2023-10-06,350.9577331542969
2023-10-09,343.1902160644531
2023-10-10,346.9792785644531
2023-10-11,347.926513671875
2023-10-12,348.163330078125
2023-10-13,352.7101745605469
2023-10-16,352.94696044921875
2023-10-17,354.3204345703125
2023-10-18,361.85113525390625
2023-10-19,356.8780517578125
2023-10-20,358.5357666015625
2023-10-23,345.558349609375
2023-10-25,348.2107238769531
2023-10-26,339.9696044921875
2023-10-27,340.9642333984375
2023-10-30,348.258056640625
2023-10-31,355.2203674316406
2023-11-01,355.7413635253906
2023-11-02,354.5099182128906
2023-11-03,354.0836486816406
2023-11-06,353.3258361816406
2023-11-07,351.5260925292969
2023-11-08,358.4884033203125
2023-11-09,357.1622314453125
2023-11-10,356.3097229003906
2023-11-13,357.9674072265625
2023-11-15,361.04595947265625
2023-11-16,363.60357666015625
2023-11-17,366.68212890625
2023-11-20,371.0869140625
2023-11-21,370.94482421875
2023-11-22,367.15576171875
2023-11-23,366.3979797363281
2023-11-24,374.21282958984375
2023-11-28,373.26556396484375
2023-11-29,382.16973876953125
2023-11-30,383.5906677246094
2023-12-01,378.5701904296875
2023-12-04,378.3807678222656
2023-12-05,368.3398742675781
2023-12-06,370.5185241699219
2023-12-07,371.2763671875
2023-12-08,368.8134460449219
2023-12-11,367.34527587890625
2023-12-12,363.31939697265625
2023-12-13,364.3140563964844
2023-12-14,364.3613586425781
2023-12-15,371.46575927734375
2023-12-18,361.85113525390625
2023-12-19,369.42919921875
2023-12-20,361.3775329589844
2023-12-21,361.3775329589844
2023-12-22,365.64019775390625
2023-12-26,360.0987243652344
2023-12-27,357.6832275390625
2023-12-28,352.1891174316406
2023-12-29,362.41949462890625
2024-01-01,361.51959228515625
2024-01-02,360.2408142089844
2024-01-03,359.48297119140625
2024-01-04,359.38824462890625
2024-01-05,358.8673095703125
2024-01-08,359.1041259765625
2024-01-09,356.4044494628906
2024-01-10,350.4841003417969
2024-01-11,348.258056640625
2024-01-12,348.305419921875
2024-01-15,348.305419921875
2024-01-16,350.4841003417969
2024-01-17,351.24188232421875
2024-01-18,354.3204345703125
2024-01-19,359.7671813964844
2024-01-23,350.67352294921875
2024-01-24,360.1934509277344
2024-01-25,368.95556640625
2024-01-29,370.2817077636719
2024-01-30,366.5874328613281
2024-01-31,364.69293212890625
2024-02-01,358.9620666503906
2024-02-02,365.54541015625
2024-02-05,358.5830993652344
2024-02-06,366.4022521972656
2024-02-07,362.2066345214844
2024-02-08,355.0072937011719
2024-02-09,348.33245849609375
2024-02-12,348.8092346191406
2024-02-13,348.904541015625
2024-02-14,352.0513000488281
2024-02-15,349.2383117675781
2024-02-16,352.00360107421875
2024-02-19,348.57080078125
2024-02-20,352.48040771484375
2024-02-21,352.48040771484375
2024-02-22,350.6686706542969
2024-02-23,364.8765869140625
2024-02-26,378.56005859375
2024-02-27,367.83258056640625
2024-02-28,362.2542724609375
2024-02-29,366.306884765625
2024-03-01,380.37176513671875
2024-03-04,379.5612487792969
2024-03-05,378.4646911621094
2024-03-06,371.3607482910156
2024-03-07,380.61016845703125
2024-03-11,381.373046875
2024-03-12,381.3253173828125
2024-03-13,361.6344909667969
2024-03-14,376.1761474609375
2024-03-15,367.6418762207031
2024-03-18,368.92913818359375
2024-03-19,368.5477600097656
2024-03-20,358.53546142578125
2024-03-21,362.6833801269531
2024-03-22,366.78363037109375
2024-03-26,368.73846435546875
2024-03-27,371.1223449707031
2024-03-28,372.5049743652344
2024-04-01,371.0270080566406
2024-04-02,390.71783447265625
2024-04-03,393.53082275390625
2024-04-04,384.8534851074219
2024-04-05,381.70672607421875
2024-04-08,378.0832824707031
2024-04-09,386.09307861328125
2024-04-10,387.9048156738281
2024-04-12,383.42315673828125
2024-04-15,365.68707275390625
2024-04-16,365.7824401855469
2024-04-18,364.6858825683594
2024-04-19,361.8251953125
2024-04-22,368.2616882324219
2024-04-23,371.59912109375
2024-04-24,381.42071533203125
2024-04-25,383.0417175292969
2024-04-26,385.2825622558594
2024-04-29,395.9146728515625
2024-04-30,396.48675537109375
2024-05-02,406.73748779296875
2024-05-03,398.8230285644531
2024-05-06,389.7165832519531
2024-05-07,383.42315673828125
2024-05-08,386.09307861328125
2024-05-09,380.5624694824219
2024-05-10,374.0306701660156
2024-05-13,375.79473876953125
2024-05-14,384.51971435546875
2024-05-15,390.86083984375
2024-05-16,404.4489440917969
2024-05-17,409.931884765625
2024-05-21,415.51019287109375
2024-05-22,427.00042724609375
2024-05-23,426.38067626953125
2024-05-24,410.1702575683594
2024-05-27,408.8829345703125
2024-05-28,408.5466613769531
2024-05-29,408.5466613769531
2024-05-30,406.8171691894531
2024-05-31,425.1690979003906
2024-06-03,431.60675048828125
2024-06-04,417.33831787109375
2024-06-05,417.3863220214844
2024-06-06,440.7345886230469
2024-06-07,446.7878723144531
2024-06-10,455.9638366699219
2024-06-11,464.0348815917969
2024-06-12,471.577392578125
2024-06-13,468.2144775390625
2024-06-14,454.8108215332031
2024-06-18,450.4870910644531
2024-06-19,443.28082275390625
2024-06-20,442.2719421386719
2024-06-21,454.13824462890625
2024-06-24,450.9194641113281
2024-06-25,457.885498046875
2024-06-26,466.00457763671875
2024-06-27,469.5596923828125
2024-06-28,474.21966552734375
2024-07-01,489.3047790527344
2024-07-02,489.11260986328125
2024-07-03,492.1392517089844
2024-07-04,488.1037292480469
2024-07-05,500.01812744140625
2024-07-08,491.9951171875
2024-07-09,494.6374206542969
2024-07-10,498.3366394042969
2024-07-11,506.6477966308594
2024-07-12,512.5089721679688
2024-07-15,510.6833190917969
2024-07-16,509.14599609375
2024-07-18,495.74237060546875
2024-07-19,500.9789123535156
2024-07-22,516.9287109375
2024-07-23,516.7366333007812
2024-07-24,536.2896118164062
2024-07-25,526.5851440429688
2024-07-26,533.7433471679688
2024-07-29,564.2498168945312
2024-07-30,565.3067016601562
2024-07-31,553.1041870117188
2024-08-01,542.0065307617188
2024-08-02,534.8963623046875
2024-08-05,515.3914184570312
2024-08-06,517.2169799804688
2024-08-07,516.976806640625
2024-08-08,520.0034790039062
2024-08-09,520.916259765625
2024-08-12,527.0655517578125
2024-08-13,534.7041625976562
2024-08-14,533.5991821289062
2024-08-16,533.3589477539062
2024-08-19,545.5135498046875
2024-08-20,551.5668334960938
2024-08-21,551.4227294921875
2024-08-22,551.4707641601562
2024-08-23,543.1115112304688
2024-08-26,541.6702880859375
2024-08-27,533.1669311523438
2024-08-28,536.77001953125
2024-08-29,520.6279907226562
2024-08-30,528.0263671875
2024-09-02,514.6708374023438
2024-09-03,519.811279296875
2024-09-04,518.322021484375
2024-09-05,510.77947998046875
2024-09-06,506.69586181640625
2024-09-09,506.84002685546875
2024-09-10,523.0299682617188
2024-09-11,527.113525390625
2024-09-12,530.4765014648438
2024-09-13,542.3428344726562
2024-09-16,545.033203125
2024-09-17,540.3250122070312
2024-09-18,553.488525390625
2024-09-19,534.1757202148438
2024-09-20,554.4013061523438
2024-09-23,548.3480224609375
2024-09-24,553.008056640625
2024-09-25,559.97412109375
2024-09-26,562.2321166992188
2024-09-27,561.2232055664062
2024-09-30,574.77099609375
2024-10-01,568.2373657226562
2024-10-03,562.9047241210938
2024-10-04,569.8706665039062
2024-10-07,559.5416870117188
2024-10-08,571.6002197265625
2024-10-09,581.496826171875
2024-10-10,571.360107421875
2024-10-11,564.3458862304688
2024-10-14,567.4685668945312
2024-10-15,566.699951171875
2024-10-16,568.9579467773438
2024-10-17,563.1448974609375
2024-10-18,564.3939819335938
2024-10-21,558.3406982421875
2024-10-22,543.8801879882812
2024-10-23,558.5808715820312
2024-10-24,557.4760131835938
2024-10-25,555.41015625
2024-10-28,480.27294921875
2024-10-29,482.3387451171875
2024-10-30,498.1925354003906
2024-10-31,516.06396484375
2024-11-01,524.3753051757812
2024-11-04,518.8024291992188
2024-11-05,499.3935546875
2024-11-06,513.0374145507812
2024-11-07,509.3381652832031
2024-11-08,504.1016540527344
2024-11-11,497.2316589355469
2024-11-12,486.56640625
2024-11-13,470.9048156738281
2024-11-14,462.7857360839844
2024-11-18,453.321533203125
2024-11-19,454.3784484863281
2024-11-21,464.8996276855469
2024-11-22,458.7502746582031
2024-11-25,465.42803955078125
2024-11-26,465.8123779296875
2024-11-27,470.1361389160156
2024-11-28,467.7340393066406
2024-11-29,476.4776306152344
2024-12-02,474.0755310058594
2024-12-03,485.1251525878906
2024-12-04,496.51104736328125
2024-12-05,495.6462707519531
2024-12-06,493.3883361816406
2024-12-09,505.5909118652344
2024-12-10,529.4677124023438
2024-12-11,530.0922241210938
2024-12-12,518.1298217773438
2024-12-13,512.6530151367188
2024-12-16,509.4822998046875
2024-12-17,509.8666687011719
2024-12-18,506.69586181640625
2024-12-19,496.27081298828125
2024-12-20,471.2891540527344
2024-12-23,467.2055969238281
2024-12-24,463.8907165527344
2024-12-26,470.3763427734375
2024-12-27,474.411865234375
2024-12-30,463.4103088378906
2024-12-31,471.2411193847656
2025-01-01,484.2123718261719
2025-01-02,482.434814453125
2025-01-03,481.4259033203125
2025-01-06,468.4546813964844
2025-01-07,472.0097961425781
2025-01-08,463.1220397949219
2025-01-09,452.6489562988281
2025-01-10,444.3377685546875
2025-01-13,426.4181823730469
2025-01-14,422.959228515625
2025-01-15,420.4129943847656
2025-01-16,418.2510681152344
2025-01-17,419.1639099121094
2025-01-20,412.91845703125
2025-01-21,410.6124572753906
2025-01-22,401.05218505859375
2025-01-23,421.56597900390625
2025-01-24,414.5518798828125
2025-01-27,412.3900451660156
2025-01-28,403.598388671875
2025-01-29,409.7477111816406
2025-01-30,419.7884216308594
2025-01-31,416.3774719238281
2025-02-01,432.5675354003906
2025-02-03,421.27777099609375
2025-02-04,448.4212951660156
2025-02-05,447.7967224121094
2025-02-06,432.2792663574219
2025-02-07,444.8662109375
2025-02-10,427.0907897949219
2025-02-11,415.2338562011719
2025-02-12,422.2995910644531
2025-02-13,422.54156494140625
2025-02-14,416.3953857421875
2025-02-17,418.37957763671875
2025-02-18,415.95977783203125
2025-02-19,436.9150390625
2025-02-20,438.3669128417969
2025-02-21,443.40008544921875
2025-02-24,435.802001953125
2025-02-25,424.0418701171875
2025-02-27,411.3621826171875
2025-02-28,443.1580810546875
2025-03-03,431.63995361328125
2025-03-04,427.9618835449219
2025-03-05,435.1243896484375
2025-03-06,435.36639404296875
2025-03-07,438.2217712402344
2025-03-10,438.5605163574219
2025-03-11,440.25439453125
2025-03-12,433.96295166015625
2025-03-13,422.54156494140625
2025-03-17,420.8477478027344
2025-03-18,420.8477478027344
2025-03-19,429.31695556640625
2025-03-20,442.3353576660156
2025-03-21,473.3569030761719
2025-03-24,466.2911682128906
2025-03-25,461.40325927734375
2025-03-26,449.1107482910156
2025-03-27,445.09393310546875
2025-03-28,446.642578125
2025-04-01,466.8719177246094
2025-04-02,467.25909423828125
2025-04-03,462.8551025390625
2025-04-04,447.65887451171875
2025-04-07,444.17437744140625
2025-04-08,444.6583557128906
2025-04-09,438.4153747558594
2025-04-11,438.8025207519531
2025-04-15,445.0455017089844
2025-04-16,449.88507080078125
2025-04-17,449.0623779296875
2025-04-21,455.6441650390625
2025-04-22,450.9981994628906
2025-04-23,462.4678955078125
2025-04-24,463.2422790527344
2025-04-25,449.3043212890625
2025-04-28,444.4163818359375
2025-04-29,440.060791015625
2025-04-30,427.3811340332031
2025-05-02,442.0934143066406
2025-05-05,440.6899108886719
2025-05-06,431.78515625
2025-05-07,430.09130859375
2025-05-08,420.8961486816406
2025-05-09,420.2185974121094
2025-05-12,431.4463806152344
2025-05-13,436.6247253417969
2025-05-14,453.853515625
2025-05-15,457.72515869140625
2025-05-16,464.3553161621094
2025-05-19,466.6783447265625
2025-05-20,450.8529968261719
2025-05-21,458.3542785644531
2025-05-22,470.7435607910156
2025-05-23,473.04779052734375
2025-05-26,474.42047119140625
2025-05-27,475.5970764160156
2025-05-28,483.0489807128906
2025-05-29,478.1954650878906
2025-05-30,482.4606628417969
2025-06-02,481.2840576171875
2025-06-03,485.4021911621094
2025-06-04,488.1966552734375
2025-06-05,485.3041687011719
2025-06-06,475.30291748046875
2025-06-09,485.7944030761719
2025-06-10,484.4216613769531
2025-06-11,487.4612731933594
2025-06-12,483.8334045410156
2025-06-13,486.48077392578125
2025-06-16,479.2249755859375
2025-06-17,477.3620300292969
2025-06-18,468.53741455078125
2025-06-19,469.7630615234375
2025-06-20,468.7334899902344
2025-06-23,473.14581298828125
2025-06-24,473.53802490234375
2025-06-25,480.8428039550781
2025-06-26,482.6077575683594
2025-06-27,485.4021911621094
2025-06-30,490.7460021972656
2025-07-01,501.1394348144531
2025-07-02,496.3349304199219
2025-07-03,496.23687744140625
2025-07-04,504.4731750488281
2025-07-07,510.0130310058594
2025-07-08,507.6598205566406
2025-07-09,510.16009521484375
2025-07-10,508.6893310546875
2025-07-11,509.3266906738281
2025-07-14,508.39520263671875
2025-07-15,510.8954772949219
2025-07-16,510.30718994140625
2025-07-17,523.1029052734375
2025-07-18,522.5145874023438
2025-07-21,524.0833740234375
2025-07-22,506.4831848144531
2025-07-23,491.7755126953125
2025-07-24,497.2173767089844
2025-07-25,478.9798583984375
2025-07-28,467.7039794921875
2025-07-29,467.017578125
2025-07-30,456.6732177734375
2025-07-31,449.368408203125
2025-08-01,445.6424865722656
2025-08-04,439.41619873046875
2025-08-05,431.5231018066406
2025-08-06,427.1108093261719
2025-08-07,438.6808166503906
2025-08-08,435.4941711425781
2025-08-11,427.9932556152344
2025-08-12,427.306884765625
2025-08-13,427.4049377441406
2025-08-14,427.1598205566406
2025-08-18,431.9153137207031
2025-08-19,435.0529479980469
2025-08-20,439.5142517089844
2025-08-21,438.1905822753906
2025-08-22,431.47406005859375
2025-08-25,436.5237121582031
2025-08-26,424.4143981933594
2025-08-28,416.6192932128906
2025-08-29,402.3038330078125
2025-09-01,408.1869201660156
2025-09-02,407.7457275390625
2025-09-03,406.7651672363281
2025-09-04,407.2063903808594
2025-09-05,410.63818359375
2025-09-08,411.9128723144531
2025-09-09,408.0888977050781
2025-09-10,418.1881408691406
2025-09-11,415.09954833984375
2025-09-12,412.4521484375
2025-09-15,411.71673583984375
2025-09-16,410.14794921875
2025-09-17,408.628173828125
2025-09-18,402.3038330078125
2025-09-19,399.6074523925781
2025-09-22,394.06756591796875
2025-09-23,392.3516540527344
2025-09-24,381.51702880859375
2025-09-25,376.3203125
2025-09-26,372.5943603515625
2025-09-29,367.54473876953125
2025-09-30,365.97589111328125
2025-10-01,364.8973388671875
2025-10-03,373.3297424316406
2025-10-06,362.9853515625
2025-10-07,353.03314208984375
2025-10-08,374.8495178222656
2025-10-09,368.18206787109375
2025-10-10,355.4844055175781
2025-10-13,350.87603759765625
2025-10-14,347.6893615722656
2025-10-15,349.3562316894531
2025-10-16,365.1914978027344
2025-10-17,376.7125244140625
2025-10-20,376.6634826660156
2025-10-21,380.8306579589844
