Date,TECHM
2007-05-29,246.95867919921875
2007-05-30,246.18081665039062
2007-05-31,247.0911102294922
2007-06-01,249.25100708007812
2007-06-04,249.59860229492188
2007-06-05,249.92962646484375
2007-06-06,250.08680725097656
2007-06-07,250.72410583496094
2007-06-08,248.8041534423828
2007-06-11,248.49794006347656
2007-06-12,248.24961853027344
2007-06-13,246.71046447753906
2007-06-14,246.139404296875
2007-06-15,245.07191467285156
2007-06-18,241.4306640625
2007-06-19,237.65701293945312
2007-06-20,241.3809814453125
2007-06-21,241.57960510253906
2007-06-22,237.92184448242188
2007-06-25,236.52325439453125
2007-06-26,234.2888641357422
2007-06-27,233.5275421142578
2007-06-28,232.02964782714844
2007-06-29,230.89588928222656
2007-07-02,235.9605712890625
2007-07-03,236.24188232421875
2007-07-04,232.22825622558594
2007-07-05,230.9041748046875
2007-07-06,241.9188995361328
2007-07-09,249.4579315185547
2007-07-10,253.85232543945312
2007-07-11,248.59725952148438
2007-07-12,246.0814971923828
2007-07-13,250.58346557617188
2007-07-16,247.38905334472656
2007-07-17,247.24008178710938
2007-07-18,247.16561889648438
2007-07-19,245.3698272705078
2007-07-20,233.75099182128906
2007-07-23,234.34678649902344
2007-07-24,233.4778594970703
2007-07-25,227.7925567626953
2007-07-26,228.71942138671875
2007-07-27,224.374755859375
2007-07-30,221.1886444091797
2007-07-31,219.40939331054688
2007-08-01,214.98199462890625
2007-08-02,210.74497985839844
2007-08-03,212.2676544189453
2007-08-06,206.09408569335938
2007-08-07,205.61407470703125
2007-08-08,212.89662170410156
2007-08-09,210.34771728515625
2007-08-10,205.73829650878906
2007-08-13,204.6376495361328
2007-08-14,207.4264678955078
2007-08-16,205.969970703125
2007-08-17,211.40699768066406
2007-08-20,210.4884033203125
2007-08-21,205.43206787109375
2007-08-22,199.25027465820312
2007-08-23,201.05430603027344
2007-08-24,198.46400451660156
2007-08-27,196.52757263183594
2007-08-28,200.359130859375
2007-08-29,201.78253173828125
2007-08-30,197.95921325683594
2007-08-31,213.93927001953125
2007-09-03,217.19989013671875
2007-09-04,215.13925170898438
2007-09-05,213.4510498046875
2007-09-06,219.4176483154297
2007-09-07,216.2482452392578
2007-09-10,212.7145538330078
2007-09-11,212.23452758789062
2007-09-12,212.1435089111328
2007-09-13,216.76123046875
2007-09-14,214.4606475830078
2007-09-17,213.56689453125
2007-09-18,213.89788818359375
2007-09-19,224.4161834716797
2007-09-20,215.10617065429688
2007-09-21,212.27590942382812
2007-09-24,209.86769104003906
2007-09-25,211.1504364013672
2007-09-26,218.6728515625
2007-09-27,224.1596221923828
2007-09-28,220.8080291748047
2007-10-01,215.61929321289062
2007-10-03,218.3336181640625
2007-10-04,215.84268188476562
2007-10-05,215.900634765625
2007-10-08,215.1227264404297
2007-10-09,218.50743103027344
2007-10-10,238.7327117919922
2007-10-11,251.47718811035156
2007-10-12,235.8446044921875
2007-10-15,239.22938537597656
2007-10-16,232.40208435058594
2007-10-17,226.9401397705078
2007-10-18,231.44212341308594
2007-10-19,220.9652099609375
2007-10-22,208.94085693359375
2007-10-23,209.5449981689453
2007-10-24,207.36851501464844
2007-10-25,203.00733947753906
2007-10-26,202.4528350830078
2007-10-29,205.04307556152344
2007-10-30,203.7852325439453
2007-10-31,199.79641723632812
2007-11-01,192.93601989746094
2007-11-02,191.9015350341797
2007-11-05,189.98985290527344
2007-11-06,184.04806518554688
2007-11-07,174.4897918701172
2007-11-08,172.23887634277344
2007-11-12,164.6915740966797
2007-11-13,169.8472442626953
2007-11-14,171.0968017578125
2007-11-15,171.33682250976562
2007-11-16,170.35206604003906
2007-11-19,176.8152313232422
2007-11-20,172.2471160888672
2007-11-21,165.77566528320312
2007-11-22,162.2006378173828
2007-11-23,170.11204528808594
2007-11-26,170.4430389404297
2007-11-27,172.1312713623047
2007-11-28,171.37820434570312
2007-11-29,163.21852111816406
2007-11-30,169.92999267578125
2007-12-03,175.1352996826172
2007-12-04,180.70472717285156
2007-12-05,176.8731231689453
2007-12-06,184.22181701660156
2007-12-07,202.5355987548828
2007-12-10,193.68902587890625
2007-12-11,189.0961151123047
2007-12-12,190.06436157226562
2007-12-13,186.98582458496094
2007-12-14,185.42181396484375
2007-12-17,177.15447998046875
2007-12-18,185.70318603515625
2007-12-19,188.16102600097656
2007-12-20,190.58572387695312
2007-12-24,191.38015747070312
2007-12-26,190.9829559326172
2007-12-27,187.67274475097656
2007-12-28,189.06301879882812
2007-12-31,187.1762237548828
2008-01-01,188.64097595214844
2008-01-02,186.02584838867188
2008-01-03,187.44932556152344
2008-01-04,185.3721466064453
2008-01-07,179.65367126464844
2008-01-08,182.71568298339844
2008-01-09,180.2495880126953
2008-01-10,173.04156494140625
2008-01-11,168.1590118408203
2008-01-14,164.73292541503906
2008-01-15,162.30819702148438
2008-01-16,159.36209106445312
2008-01-17,158.61729431152344
2008-01-18,150.0686798095703
2008-01-21,136.66232299804688
2008-01-22,116.89202117919922
2008-01-23,118.53885650634766
2008-01-24,113.55696868896484
2008-01-25,120.26016235351562
2008-01-28,119.76364135742188
2008-01-29,121.94009399414062
2008-01-30,117.4795913696289
2008-01-31,113.28385162353516
2008-02-01,124.29862976074219
2008-02-04,132.02798461914062
2008-02-05,128.635009765625
2008-02-06,126.49993133544922
2008-02-07,119.97054290771484
2008-02-08,118.69609069824219
2008-02-11,112.99422454833984
2008-02-12,111.05776977539062
2008-02-13,111.37223815917969
2008-02-14,111.45500183105469
2008-02-15,111.74465942382812
2008-02-18,110.03160095214844
2008-02-19,111.03292083740234
2008-02-20,111.28118896484375
2008-02-21,115.6010513305664
2008-02-22,114.45072937011719
2008-02-25,115.93204498291016
2008-02-26,116.48652648925781
2008-02-27,113.96248626708984
2008-02-28,113.58183288574219
2008-02-29,114.31007385253906
2008-03-03,112.48943328857422
2008-03-04,110.4701919555664
2008-03-05,111.47982025146484
2008-03-07,106.92826843261719
2008-03-10,105.86900329589844
2008-03-11,109.71713256835938
2008-03-12,112.12530517578125
2008-03-13,105.5131607055664
2008-03-14,106.74623107910156
2008-03-17,102.66637420654297
2008-03-18,106.09245300292969
2008-03-19,108.86473846435547
2008-03-24,109.15437316894531
2008-03-25,112.57219696044922
2008-03-26,113.64798736572266
2008-03-27,114.13626861572266
2008-03-28,119.82158660888672
2008-03-31,116.72652435302734
2008-04-01,118.3982162475586
2008-04-02,120.0698471069336
2008-04-03,120.2270736694336
2008-04-04,117.54580688476562
2008-04-07,122.94973754882812
2008-04-08,137.24986267089844
2008-04-09,133.36865234375
2008-04-10,137.36573791503906
2008-04-11,136.24024963378906
2008-04-15,142.31446838378906
2008-04-16,151.16929626464844
2008-04-17,154.18161010742188
2008-04-21,145.67437744140625
2008-04-22,140.0387420654297
2008-04-23,138.15187072753906
2008-04-24,133.1700439453125
2008-04-25,134.48585510253906
2008-04-28,134.71754455566406
2008-04-29,149.3983612060547
2008-04-30,151.2106475830078
2008-05-02,157.37596130371094
2008-05-05,152.11273193359375
2008-05-06,155.9774169921875
2008-05-07,157.75665283203125
2008-05-08,154.6284942626953
2008-05-09,148.37220764160156
2008-05-12,152.47686767578125
2008-05-13,149.48109436035156
2008-05-14,154.3719482421875
2008-05-15,154.40505981445312
2008-05-16,158.34420776367188
2008-05-20,150.00247192382812
2008-05-21,143.73788452148438
2008-05-22,139.37667846679688
2008-05-23,137.25814819335938
2008-05-26,134.9078369140625
2008-05-27,136.06643676757812
2008-05-28,137.84568786621094
2008-05-29,138.64016723632812
2008-05-30,143.07583618164062
2008-06-02,137.59744262695312
2008-06-03,135.93402099609375
2008-06-04,130.26528930664062
2008-06-05,140.0056610107422
2008-06-06,136.11611938476562
2008-06-09,131.47354125976562
2008-06-10,122.36215209960938
2008-06-11,126.53302764892578
2008-06-12,128.5191650390625
2008-06-13,131.35768127441406
2008-06-16,130.41421508789062
2008-06-17,134.67616271972656
2008-06-18,130.67909240722656
2008-06-19,128.99087524414062
2008-06-20,124.9193115234375
2008-06-23,126.25167083740234
2008-06-24,125.20894622802734
2008-06-25,124.37311553955078
2008-06-26,120.76498413085938
2008-06-27,117.51268768310547
2008-06-30,118.3982162475586
2008-07-01,114.98865509033203
2008-07-02,117.89338684082031
2008-07-03,114.52523803710938
2008-07-04,116.97480010986328
2008-07-07,120.50017547607422
2008-07-08,118.02576446533203
2008-07-09,124.30690002441406
2008-07-10,124.00897979736328
2008-07-11,115.3196792602539
2008-07-14,109.70882415771484
2008-07-15,110.9998550415039
2008-07-16,107.0606689453125
2008-07-17,110.1572494506836
2008-07-18,111.38417053222656
2008-07-21,113.64608764648438
2008-07-22,124.09591674804688
2008-07-23,125.65672302246094
2008-07-24,118.13653564453125
2008-07-25,119.67227172851562
2008-07-28,119.90597534179688
2008-07-29,119.66388702392578
2008-07-30,125.43136596679688
2008-07-31,126.6833267211914
2008-08-01,126.2409439086914
2008-08-04,126.55815124511719
2008-08-05,126.75008392333984
2008-08-06,128.45278930664062
2008-08-07,129.65469360351562
2008-08-08,132.72616577148438
2008-08-11,133.83628845214844
2008-08-12,131.12364196777344
2008-08-13,131.61611938476562
2008-08-14,128.0605010986328
2008-08-18,125.24771881103516
2008-08-19,127.13404846191406
2008-08-20,129.74652099609375
2008-08-21,127.6849136352539
2008-08-22,127.95198822021484
2008-08-25,127.35104370117188
2008-08-26,131.1487274169922
2008-08-27,129.9217529296875
2008-08-28,122.97747039794922
2008-08-29,124.7886734008789
2008-09-01,124.47986602783203
2008-09-02,126.72506713867188
2008-09-04,129.17893981933594
2008-09-05,126.4830093383789
2008-09-08,129.2373046875
2008-09-09,132.6260223388672
2008-09-10,133.2353515625
2008-09-11,129.94679260253906
2008-09-12,126.74174499511719
2008-09-15,119.8392105102539
2008-09-16,115.55741882324219
2008-09-17,111.46764373779297
2008-09-18,105.80870819091797
2008-09-19,112.68624877929688
2008-09-22,109.53961181640625
2008-09-23,106.58493041992188
2008-09-24,108.54635620117188
2008-09-25,106.82697296142578
2008-09-26,104.35641479492188
2008-09-29,101.80238342285156
2008-09-30,103.3631820678711
2008-10-01,105.9923324584961
2008-10-03,104.12269592285156
2008-10-06,96.47731018066406
2008-10-07,85.40985107421875
2008-10-08,77.53907775878906
2008-10-10,66.10436248779297
2008-10-13,70.71162414550781
2008-10-14,72.64801025390625
2008-10-15,64.20134735107422
2008-10-16,60.47045135498047
2008-10-17,57.34051513671875
2008-10-20,61.34681701660156
2008-10-21,68.99223327636719
2008-10-22,69.88530731201172
2008-10-23,62.66559600830078
2008-10-24,56.33893585205078
2008-10-27,52.808258056640625
2008-10-29,52.42815399169922
2008-10-31,55.747676849365234
2008-11-03,56.583892822265625
2008-11-04,54.64115905761719
2008-11-05,57.24272155761719
2008-11-06,55.857479095458984
2008-11-07,54.97058868408203
2008-11-10,56.56700134277344
2008-11-11,54.024566650390625
2008-11-12,52.90117263793945
2008-11-14,50.341854095458984
2008-11-17,49.480289459228516
2008-11-18,47.39397048950195
2008-11-19,43.23823165893555
2008-11-20,41.227935791015625
2008-11-21,41.60803985595703
2008-11-24,39.293663024902344
2008-11-25,38.23783493041992
2008-11-26,37.722599029541016
2008-11-27,37.722599029541016
2008-11-28,38.111141204833984
2008-12-01,38.6939582824707
2008-12-02,39.12472915649414
2008-12-03,41.6840705871582
2008-12-04,43.37337875366211
2008-12-05,42.57095718383789
2008-12-08,42.45269012451172
2008-12-10,44.294071197509766
2008-12-11,42.917259216308594
2008-12-12,44.08289337158203
2008-12-15,44.37853240966797
2008-12-16,46.39727020263672
2008-12-17,44.80931091308594
2008-12-18,45.41746520996094
2008-12-19,44.716400146484375
2008-12-22,46.1185302734375
2008-12-23,45.079593658447266
2008-12-24,41.63337707519531
2008-12-26,39.893375396728516
2008-12-29,40.86473846435547
2008-12-30,41.95435333251953
2008-12-31,41.802303314208984
2009-01-02,46.270572662353516
2009-01-05,47.95990753173828
2009-01-06,49.716796875
2009-01-07,42.57095718383789
2009-01-09,42.20774841308594
2009-01-12,41.56580352783203
2009-01-13,39.42881774902344
2009-01-14,39.83424758911133
2009-01-15,40.8224983215332
2009-01-16,40.6028938293457
2009-01-19,40.50997543334961
2009-01-20,39.98628234863281
2009-01-21,38.296966552734375
2009-01-22,38.75308609008789
2009-01-23,35.3575439453125
2009-01-27,36.4471549987793
2009-01-28,37.86618423461914
2009-01-29,38.913570404052734
2009-01-30,40.18900680541992
2009-02-02,39.775115966796875
2009-02-03,39.25987243652344
2009-02-04,39.065608978271484
2009-02-05,38.052024841308594
2009-02-06,39.19231033325195
2009-02-09,39.64841842651367
2009-02-10,40.00319290161133
2009-02-11,39.43724822998047
2009-02-12,41.32085037231445
2009-02-13,42.15707015991211
2009-02-16,41.455997467041016
2009-02-17,40.11299133300781
2009-02-18,40.34104537963867
2009-02-19,45.045814514160156
2009-02-20,45.586402893066406
2009-02-24,45.856693267822266
2009-02-25,46.591552734375
2009-02-26,43.57610321044922
2009-02-27,42.00503158569336
2009-03-02,41.49823760986328
2009-03-03,41.36309051513672
2009-03-04,42.35978698730469
2009-03-05,41.81920623779297
2009-03-06,42.9510498046875
2009-03-09,44.4207649230957
2009-03-12,44.581241607666016
2009-03-13,43.204444885253906
2009-03-16,43.1199836730957
2009-03-17,44.758636474609375
2009-03-18,44.95290756225586
2009-03-19,46.17766189575195
2009-03-20,46.59998321533203
2009-03-23,46.87028503417969
2009-03-24,46.321250915527344
2009-03-25,45.84824752807617
2009-03-26,45.358341217041016
2009-03-27,46.540863037109375
2009-03-30,44.175811767578125
2009-03-31,44.783973693847656
2009-04-01,46.01718521118164
2009-04-02,47.453094482421875
2009-04-06,52.233882904052734
2009-04-08,53.43329620361328
2009-04-09,54.11748123168945
2009-04-13,60.536922454833984
2009-04-15,62.23469924926758
2009-04-16,59.2614631652832
2009-04-17,56.55854415893555
2009-04-20,56.36429214477539
2009-04-21,53.73737716674805
2009-04-22,51.72710037231445
2009-04-23,56.195335388183594
2009-04-24,57.39476776123047
2009-04-27,55.50273132324219
2009-04-28,53.66136169433594
2009-04-29,55.39292526245117
2009-04-30,55.39292526245117
2009-05-04,56.63458251953125
2009-05-05,56.195335388183594
2009-05-06,55.950401306152344
2009-05-07,58.17186737060547
2009-05-08,59.650020599365234
2009-05-11,59.13478469848633
2009-05-12,60.359535217285156
2009-05-13,61.18729782104492
2009-05-14,61.052154541015625
2009-05-15,61.23798370361328
2009-05-18,66.17081451416016
2009-05-19,61.61806869506836
2009-05-20,64.97982788085938
2009-05-21,70.39410400390625
2009-05-22,80.19217681884766
2009-05-25,81.46763610839844
2009-05-26,74.24576568603516
2009-05-27,81.23955535888672
2009-05-28,78.32548522949219
2009-05-29,80.0147933959961
2009-06-01,88.32626342773438
2009-06-02,94.45008087158203
2009-06-03,111.12371063232422
2009-06-04,112.87216186523438
2009-06-05,107.67749786376953
2009-06-08,100.05862426757812
2009-06-09,125.68569946289062
2009-06-10,132.24024963378906
2009-06-11,130.74517822265625
2009-06-12,121.85090637207031
2009-06-15,118.15974426269531
2009-06-16,133.3805694580078
2009-06-17,127.6536865234375
2009-06-18,132.42608642578125
2009-06-19,128.57440185546875
2009-06-22,125.20423126220703
2009-06-23,126.25159454345703
2009-06-24,128.5321807861328
2009-06-25,125.66879272460938
2009-06-26,125.02686309814453
2009-06-29,125.37313079833984
2009-06-30,123.6753921508789
2009-07-01,126.28541564941406
2009-07-02,130.17083740234375
2009-07-03,127.05400085449219
2009-07-06,117.56002807617188
2009-07-07,119.40984344482422
2009-07-08,115.85379028320312
2009-07-09,117.48401641845703
2009-07-10,110.44795989990234
2009-07-13,110.66758728027344
2009-07-14,118.74256134033203
2009-07-15,117.9063491821289
2009-07-16,119.22400665283203
2009-07-17,124.03861236572266
2009-07-20,135.60202026367188
2009-07-21,137.2068634033203
2009-07-22,130.13705444335938
2009-07-23,132.51898193359375
2009-07-24,134.3856658935547
2009-07-27,133.62548828125
2009-07-28,136.1933135986328
2009-07-29,137.1984405517578
2009-07-30,143.28843688964844
2009-07-31,143.2799835205078
2009-08-03,143.61785888671875
2009-08-04,143.81210327148438
2009-08-05,145.7463836669922
2009-08-06,139.74082946777344
2009-08-07,129.61334228515625
2009-08-10,132.11355590820312
2009-08-11,140.70375061035156
2009-08-12,141.60752868652344
2009-08-13,144.67367553710938
2009-08-14,142.62115478515625
2009-08-17,136.100341796875
2009-08-18,141.97915649414062
2009-08-19,138.37249755859375
2009-08-20,140.4925994873047
2009-08-21,138.2457733154297
2009-08-24,142.6295623779297
2009-08-25,150.5187225341797
2009-08-26,155.62893676757812
2009-08-27,155.06300354003906
2009-08-28,154.74205017089844
2009-08-31,160.29147338867188
2009-09-01,164.18536376953125
2009-09-02,161.92164611816406
2009-09-03,159.5228271484375
2009-09-04,161.169921875
2009-09-07,163.72080993652344
2009-09-08,161.60067749023438
2009-09-09,160.27455139160156
2009-09-10,153.85511779785156
2009-09-11,149.5642547607422
2009-09-14,151.32960510253906
2009-09-15,152.3769989013672
2009-09-16,153.91427612304688
2009-09-17,153.80445861816406
2009-09-18,152.85841369628906
2009-09-22,153.91427612304688
2009-09-23,152.41078186035156
2009-09-24,150.89039611816406
2009-09-25,157.90110778808594
2009-09-29,156.49891662597656
2009-09-30,158.14602661132812
2009-10-01,159.8099822998047
2009-10-05,158.48390197753906
2009-10-06,157.8841552734375
2009-10-07,155.35865783691406
2009-10-08,153.34837341308594
2009-10-09,155.30795288085938
2009-10-12,156.19483947753906
2009-10-13,156.19483947753906
2009-10-14,157.70677185058594
2009-10-15,156.98037719726562
2009-10-16,160.4857177734375
2009-10-20,159.06671142578125
2009-10-21,159.3538818359375
2009-10-22,158.57676696777344
2009-10-23,158.63592529296875
2009-10-26,158.6865997314453
2009-10-27,158.129150390625
2009-10-28,159.31163024902344
2009-10-29,156.955078125
2009-10-30,157.8419189453125
2009-11-03,151.47320556640625
2009-11-04,155.06300354003906
2009-11-05,157.17465209960938
2009-11-06,157.791259765625
2009-11-09,173.91587829589844
2009-11-10,168.86476135253906
2009-11-11,178.096923828125
2009-11-12,177.1509246826172
2009-11-13,169.2701873779297
2009-11-16,169.86148071289062
2009-11-17,172.37013244628906
2009-11-18,171.71975708007812
2009-11-19,164.54856872558594
2009-11-20,166.22943115234375
2009-11-23,166.6602020263672
2009-11-24,164.1938018798828
2009-11-25,156.1019287109375
2009-11-26,153.60177612304688
2009-11-27,154.83494567871094
2009-11-30,156.87901306152344
2009-12-01,158.50926208496094
2009-12-02,156.94656372070312
2009-12-03,161.8878936767578
2009-12-04,163.53501892089844
2009-12-07,165.30032348632812
2009-12-08,167.124755859375
2009-12-09,168.19749450683594
2009-12-10,171.88865661621094
2009-12-11,169.2701873779297
2009-12-14,169.47296142578125
2009-12-15,167.01495361328125
2009-12-16,167.5386962890625
2009-12-17,169.9375
2009-12-18,167.58090209960938
2009-12-21,168.28196716308594
2009-12-22,167.9779052734375
2009-12-23,170.42739868164062
2009-12-24,169.41383361816406
2009-12-29,168.69586181640625
2009-12-30,167.34439086914062
2009-12-31,167.4457550048828
2010-01-04,172.81777954101562
2010-01-05,175.0308074951172
2010-01-06,175.8923797607422
2010-01-07,172.02378845214844
2010-01-08,176.5511932373047
2010-01-11,175.436279296875
2010-01-12,176.62722778320312
2010-01-13,183.64633178710938
2010-01-14,182.69187927246094
2010-01-15,192.10140991210938
2010-01-18,192.0845489501953
2010-01-19,188.76502990722656
2010-01-20,189.2211151123047
2010-01-21,187.07568359375
2010-01-22,192.18588256835938
2010-01-25,177.22689819335938
2010-01-27,159.54815673828125
2010-01-28,168.4001922607422
2010-01-29,164.28671264648438
2010-02-01,163.62786865234375
2010-02-02,160.2830047607422
2010-02-03,162.83389282226562
2010-02-04,159.41305541992188
2010-02-05,158.2389373779297
2010-02-08,159.31163024902344
2010-02-09,159.13427734375
2010-02-10,157.6054229736328
2010-02-11,158.9146270751953
2010-02-15,160.13943481445312
2010-02-16,160.46885681152344
2010-02-17,162.14125061035156
2010-02-18,161.98927307128906
2010-02-19,158.82174682617188
2010-02-22,158.88931274414062
2010-02-23,156.85366821289062
2010-02-24,155.07147216796875
2010-02-25,153.2976531982422
2010-02-26,150.493408203125
2010-03-02,151.5576629638672
2010-03-03,153.5594940185547
2010-03-04,155.16436767578125
2010-03-05,157.39427185058594
2010-03-08,153.9987335205078
2010-03-09,153.26390075683594
2010-03-10,151.92930603027344
2010-03-11,152.63037109375
2010-03-12,153.23008728027344
2010-03-15,152.4614715576172
2010-03-16,154.31129455566406
2010-03-17,155.1728057861328
2010-03-18,153.1793975830078
2010-03-19,153.1287384033203
2010-03-22,154.0071563720703
2010-03-23,153.75379943847656
2010-03-25,151.0762176513672
2010-03-26,153.23008728027344
2010-03-29,152.76553344726562
2010-03-30,149.0912628173828
2010-03-31,144.11618041992188
2010-04-01,145.19735717773438
2010-04-05,145.40855407714844
2010-04-06,145.47608947753906
2010-04-07,143.76986694335938
2010-04-08,143.6769561767578
2010-04-09,143.60093688964844
2010-04-12,143.33065795898438
2010-04-13,142.91676330566406
2010-04-15,143.01812744140625
2010-04-16,141.98764038085938
2010-04-19,139.97735595703125
2010-04-20,138.8793182373047
2010-04-21,140.20542907714844
2010-04-22,140.25608825683594
2010-04-23,139.2171630859375
2010-04-26,138.90460205078125
2010-04-27,135.80471801757812
2010-04-28,130.07789611816406
2010-04-29,129.78231811523438
2010-04-30,130.7874298095703
2010-05-03,130.96478271484375
2010-05-04,125.64344787597656
2010-05-05,124.39335632324219
2010-05-06,124.03013610839844
2010-05-07,120.44873809814453
2010-05-10,123.63316345214844
2010-05-11,119.69700622558594
2010-05-12,123.99637603759766
2010-05-13,123.46421813964844
2010-05-14,120.60926055908203
2010-05-17,121.46236419677734
2010-05-18,120.516357421875
2010-05-19,114.65440368652344
2010-05-20,111.807861328125
2010-05-21,110.31282806396484
2010-05-24,112.12886047363281
2010-05-25,108.2011947631836
2010-05-26,107.19605255126953
2010-05-27,104.83097839355469
2010-05-28,108.79240417480469
2010-05-31,107.4747543334961
2010-06-01,107.80419921875
2010-06-02,113.04952239990234
2010-06-03,120.7359619140625
2010-06-04,119.14801025390625
2010-06-07,119.51118469238281
2010-06-08,118.46382141113281
2010-06-09,118.49760437011719
2010-06-10,120.84576416015625
2010-06-11,122.8982925415039
2010-06-14,124.90863037109375
2010-06-15,123.83589172363281
2010-06-16,122.805419921875
2010-06-17,125.67723846435547
