Date,SUPRAJIT
2005-02-18,5.954471111297607
2005-02-21,5.8834943771362305
2005-02-22,5.7415452003479
2005-02-23,5.685511589050293
2005-02-24,5.965678691864014
2005-02-25,5.808785915374756
2005-02-28,5.719131946563721
2005-03-01,5.8274617195129395
2005-03-02,5.805049896240234
2005-03-03,5.909642696380615
2005-03-04,5.902174472808838
2005-03-07,5.984356880187988
2005-03-08,5.823728561401367
2005-03-09,5.752750396728516
2005-03-10,5.767692565917969
2005-03-11,5.988091468811035
2005-03-14,5.8834943771362305
2005-03-15,5.838669776916504
2005-03-16,5.857347011566162
2005-03-17,5.864818096160889
2005-03-18,5.651892185211182
2005-03-21,5.580915927886963
2005-03-22,5.4090800285339355
2005-03-23,5.480056285858154
2005-03-24,5.22977352142334
2005-03-28,5.252187728881836
2005-03-29,5.11397123336792
2005-03-30,5.095293998718262
2005-03-31,5.68177604675293
2005-04-01,5.52488374710083
2005-04-04,5.379196643829346
2005-04-05,5.480056285858154
2005-04-06,5.603328704833984
2005-04-07,5.528617858886719
2005-04-08,5.633214473724365
2005-04-11,5.704188346862793
2005-04-12,5.715396404266357
2005-04-13,5.603328704833984
2005-04-15,5.367990016937256
2005-04-18,5.53235387802124
2005-04-19,5.509941577911377
2005-04-20,5.618271827697754
2005-04-21,5.53235387802124
2005-04-22,5.8311967849731445
2005-04-25,6.0291829109191895
2005-04-26,6.085216045379639
2005-04-27,5.812520980834961
2005-04-28,5.857347011566162
2005-04-29,5.842404842376709
2005-05-02,5.655627250671387
2005-05-03,5.7415452003479
2005-05-04,5.808785915374756
2005-05-05,5.816255569458008
2005-05-06,5.8909687995910645
2005-05-09,5.947000980377197
2005-05-10,5.905908584594727
2005-05-11,5.935794353485107
2005-05-12,6.854738712310791
2005-05-13,7.3553056716918945
2005-05-16,7.5495524406433105
2005-05-17,7.007898330688477
2005-05-18,7.213351726531982
2005-05-19,7.2208251953125
2005-05-20,7.086342811584473
2005-05-23,7.067665100097656
2005-05-24,7.004160404205322
2005-05-25,6.981748580932617
2005-05-26,7.007898330688477
2005-05-27,6.948129653930664
2005-05-30,6.8211212158203125
2005-05-31,6.8659491539001465
2005-06-01,7.007898330688477
2005-06-02,6.959333419799805
2005-06-03,6.9070353507995605
2005-06-06,7.459902286529541
2005-06-07,7.579436779022217
2005-06-08,7.392658233642578
2005-06-09,7.407601356506348
2005-06-10,7.3814544677734375
2005-06-13,7.4823126792907715
2005-06-14,7.486047267913818
2005-06-15,7.642942428588867
2005-06-16,7.239502429962158
2005-06-17,6.921981334686279
2005-06-20,6.933186054229736
2005-06-21,7.075138568878174
2005-06-22,7.396395206451416
2005-06-23,7.504725456237793
2005-06-24,7.452427864074707
2005-06-27,7.373982906341553
2005-06-28,7.209616184234619
2005-06-29,7.47110652923584
2005-06-30,7.359038352966309
2005-07-01,7.3814544677734375
2005-07-04,7.418807506561279
2005-07-05,7.717650413513184
2005-07-06,9.26417064666748
2005-07-07,8.614185333251953
2005-07-08,8.722515106201172
2005-07-11,9.241756439208984
2005-07-12,9.032567977905273
2005-07-13,8.969062805175781
2005-07-14,8.741193771362305
2005-07-15,8.842056274414062
2005-07-18,8.819643020629883
2005-07-19,9.114752769470215
2005-07-20,9.506985664367676
2005-07-21,9.279112815856934
2005-07-22,9.133424758911133
2005-07-25,8.832117080688477
2005-07-26,8.715361595153809
