Date,RPOWER
2009-05-29,177.21942138671875
2009-06-01,178.68890380859375
2009-06-02,176.23977661132812
2009-06-03,178.05213928222656
2009-06-04,186.8690185546875
2009-06-05,180.5012664794922
2009-06-08,174.32945251464844
2009-06-09,180.15838623046875
2009-06-10,182.95040893554688
2009-06-11,189.0732421875
2009-06-12,188.48544311523438
2009-06-15,196.1267547607422
2009-06-16,192.15914916992188
2009-06-17,181.0400848388672
2009-06-18,174.62335205078125
2009-06-19,172.27218627929688
2009-06-22,166.78611755371094
2009-06-23,168.4025421142578
2009-06-24,171.2925262451172
2009-06-25,165.4635772705078
2009-06-26,170.06796264648438
2009-06-29,170.6067657470703
2009-06-30,164.09207153320312
2009-07-01,168.05967712402344
2009-07-02,169.28424072265625
2009-07-03,173.15386962890625
2009-07-06,160.76124572753906
2009-07-07,162.23072814941406
2009-07-08,154.63841247558594
2009-07-09,154.0506134033203
2009-07-10,147.4869384765625
2009-07-13,138.62106323242188
2009-07-14,148.56454467773438
2009-07-15,161.300048828125
2009-07-16,161.00616455078125
2009-07-17,162.62258911132812
2009-07-20,161.74090576171875
2009-07-21,161.00616455078125
2009-07-22,158.06719970703125
2009-07-23,165.21865844726562
2009-07-24,169.18626403808594
2009-07-27,170.41082763671875
2009-07-28,170.65574645996094
2009-07-29,166.4432373046875
2009-07-30,166.0023956298828
2009-07-31,164.77781677246094
2009-08-03,166.88409423828125
2009-08-04,163.55325317382812
2009-08-05,166.88409423828125
2009-08-06,162.57359313964844
2009-08-07,157.8712615966797
2009-08-10,154.44247436523438
2009-08-11,156.49974060058594
2009-08-12,156.20584106445312
2009-08-13,160.41836547851562
2009-08-14,159.53668212890625
2009-08-17,152.2872314453125
2009-08-18,155.3241729736328
2009-08-19,152.97299194335938
2009-08-20,153.5117950439453
2009-08-21,153.1199493408203
2009-08-24,155.4711151123047
2009-08-25,158.41006469726562
2009-08-26,160.71226501464844
2009-08-27,156.49974060058594
2009-08-28,157.9202423095703
2009-08-31,158.1161651611328
2009-09-01,155.91195678710938
2009-09-02,157.1365203857422
2009-09-03,157.33245849609375
2009-09-04,158.6549835205078
2009-09-07,161.69192504882812
2009-09-08,161.44700622558594
2009-09-09,161.00616455078125
2009-09-10,161.3980255126953
2009-09-11,159.6346435546875
2009-09-14,159.3897247314453
2009-09-15,160.22244262695312
2009-09-16,160.5653076171875
2009-09-17,160.5653076171875
2009-09-18,168.74542236328125
2009-09-22,168.89236450195312
2009-09-23,163.89613342285156
2009-09-24,162.81851196289062
2009-09-25,162.62258911132812
2009-09-29,163.84715270996094
2009-09-30,164.43495178222656
2009-10-01,163.30833435058594
2009-10-05,159.68362426757812
2009-10-06,160.3203887939453
2009-10-07,157.77330017089844
2009-10-08,158.21414184570312
2009-10-09,157.03855895996094
2009-10-12,160.61428833007812
2009-10-13,160.02650451660156
2009-10-14,159.3407440185547
2009-10-15,159.9285430908203
2009-10-16,160.1244659423828
2009-10-20,159.1938018798828
2009-10-21,158.06719970703125
2009-10-22,156.4017791748047
2009-10-23,155.7650146484375
2009-10-26,154.1975555419922
2009-10-27,147.3889617919922
2009-10-28,146.55625915527344
2009-10-29,139.1598663330078
2009-10-30,135.63311767578125
2009-11-03,133.18397521972656
2009-11-04,135.33921813964844
2009-11-05,141.3151092529297
2009-11-06,141.02120971679688
2009-11-09,142.1478271484375
2009-11-10,140.7762908935547
2009-11-11,143.2744140625
2009-11-12,140.82528686523438
2009-11-13,140.72731018066406
2009-11-16,148.2216796875
2009-11-17,147.82980346679688
2009-11-18,148.5155792236328
2009-11-19,147.4869384765625
2009-11-20,145.1847381591797
2009-11-23,145.33169555664062
2009-11-24,143.96017456054688
2009-11-25,143.47035217285156
2009-11-26,140.09054565429688
2009-11-27,138.2292022705078
2009-11-30,139.8946075439453
2009-12-01,143.66627502441406
2009-12-02,144.40101623535156
2009-12-03,151.7484130859375
2009-12-04,147.0460968017578
2009-12-07,142.2457733154297
2009-12-08,143.7152557373047
2009-12-09,147.0460968017578
2009-12-10,145.87049865722656
2009-12-11,144.8418731689453
2009-12-14,143.5683135986328
2009-12-15,141.65798950195312
2009-12-16,141.46205139160156
2009-12-17,140.97222900390625
2009-12-18,140.874267578125
2009-12-21,139.8456268310547
2009-12-22,141.0701904296875
2009-12-23,144.05813598632812
2009-12-24,144.0091552734375
2009-12-29,150.9157257080078
2009-12-30,152.5321502685547
2009-12-31,151.94436645507812
2010-01-04,152.87503051757812
2010-01-05,157.1855010986328
2010-01-06,155.7160186767578
2010-01-07,156.30381774902344
2010-01-08,156.79364013671875
2010-01-11,158.55702209472656
2010-01-12,153.90367126464844
2010-01-13,154.491455078125
2010-01-14,156.30381774902344
2010-01-15,156.05889892578125
2010-01-18,156.35279846191406
2010-01-19,153.560791015625
2010-01-20,153.70773315429688
2010-01-21,149.83810424804688
2010-01-22,147.4379425048828
2010-01-25,147.14404296875
2010-01-27,142.49069213867188
2010-01-28,141.21713256835938
2010-01-29,142.9805145263672
2010-02-01,144.4989776611328
2010-02-02,141.9029083251953
2010-02-03,145.08677673339844
2010-02-04,139.6007080078125
2010-02-05,137.10260009765625
2010-02-08,138.76800537109375
2010-02-09,139.50274658203125
2010-02-10,137.98428344726562
2010-02-11,138.76800537109375
2010-02-15,138.1802215576172
2010-02-16,139.45376586914062
2010-02-17,139.50274658203125
2010-02-18,138.6700439453125
2010-02-19,136.95565795898438
2010-02-22,136.1719207763672
2010-02-23,136.0249786376953
2010-02-24,134.94735717773438
2010-02-25,134.01669311523438
2010-02-26,135.2902374267578
2010-03-02,137.8373260498047
2010-03-03,139.01290893554688
2010-03-04,139.3068084716797
2010-03-05,140.6783447265625
2010-03-08,142.19679260253906
2010-03-09,139.40478515625
2010-03-10,139.55172729492188
2010-03-11,138.9149627685547
2010-03-12,137.78834533691406
2010-03-15,136.22091674804688
2010-03-16,138.3761444091797
2010-03-17,138.1312255859375
2010-03-18,138.32716369628906
2010-03-19,139.2088623046875
2010-03-22,139.55172729492188
2010-03-23,139.79664611816406
2010-03-25,146.21337890625
2010-03-26,145.7235565185547
2010-03-29,149.691162109375
2010-03-30,147.2420196533203
2010-03-31,146.4093017578125
2010-04-01,149.00540161132812
2010-04-05,149.8870849609375
2010-04-06,155.61807250976562
2010-04-07,154.7853546142578
2010-04-08,154.09959411621094
2010-04-09,154.2955322265625
2010-04-12,152.63011169433594
2010-04-13,155.81399536132812
2010-04-15,154.0016326904297
2010-04-16,153.5117950439453
2010-04-19,150.71978759765625
2010-04-20,152.09130859375
2010-04-21,156.10789489746094
2010-04-22,154.6873779296875
2010-04-23,157.82228088378906
2010-04-26,156.49974060058594
2010-04-27,154.6873779296875
2010-04-28,154.6873779296875
2010-04-29,160.51634216308594
2010-04-30,159.53668212890625
2010-05-03,157.96922302246094
2010-05-04,153.2178955078125
2010-05-05,150.96470642089844
2010-05-06,150.8177490234375
2010-05-07,137.34750366210938
2010-05-10,145.674560546875
2010-05-11,141.6090087890625
2010-05-12,141.75595092773438
2010-05-13,143.5683135986328
2010-05-14,142.0988311767578
2010-05-17,139.6497039794922
2010-05-18,138.71902465820312
2010-05-19,137.2495574951172
2010-05-20,135.9759979248047
2010-05-21,135.92701721191406
2010-05-24,146.60523986816406
2010-05-25,141.70697021484375
2010-05-26,142.5396728515625
2010-05-27,151.552490234375
2010-05-28,153.2668914794922
2010-05-31,153.1199493408203
2010-06-01,150.71978759765625
2010-06-02,153.560791015625
2010-06-03,158.31211853027344
2010-06-04,156.8916015625
2010-06-07,153.60977172851562
2010-06-08,148.76048278808594
2010-06-09,149.15234375
2010-06-10,153.3158721923828
2010-06-11,155.91195678710938
2010-06-14,164.5329132080078
2010-06-15,173.88861083984375
2010-06-16,171.2925262451172
2010-06-17,172.41912841796875
2010-06-18,166.29629516601562
2010-06-21,167.76577758789062
2010-06-22,166.59019470214844
2010-06-23,164.48391723632812
2010-06-24,163.7981719970703
2010-06-25,164.5329132080078
2010-06-28,169.62710571289062
2010-06-29,166.05137634277344
2010-06-30,167.9127197265625
2010-07-01,166.10035705566406
2010-07-02,171.73336791992188
2010-07-05,177.31739807128906
2010-07-06,174.86825561523438
2010-07-07,172.17420959472656
2010-07-08,171.53744506835938
2010-07-09,171.68438720703125
2010-07-12,169.92100524902344
2010-07-13,170.85166931152344
2010-07-14,171.83132934570312
2010-07-15,171.53744506835938
2010-07-16,170.90066528320312
2010-07-19,169.8720245361328
2010-07-20,168.3535614013672
2010-07-21,168.79440307617188
2010-07-22,169.38218688964844
2010-07-23,169.72508239746094
2010-07-26,168.99034118652344
2010-07-27,168.84339904785156
2010-07-28,168.4025421142578
2010-07-29,165.07171630859375
2010-07-30,160.46734619140625
2010-08-02,159.0958251953125
2010-08-03,155.0302734375
2010-08-04,157.1365203857422
2010-08-05,154.9322967529297
2010-08-06,154.63841247558594
2010-08-09,155.37315368652344
2010-08-10,154.83433532714844
2010-08-11,152.67910766601562
2010-08-12,152.67910766601562
2010-08-13,152.09130859375
2010-08-16,149.3972625732422
2010-08-17,150.71978759765625
2010-08-18,148.9564208984375
2010-08-19,150.3769073486328
2010-08-20,150.96470642089844
2010-08-23,151.2585906982422
2010-08-24,150.5238494873047
2010-08-25,151.552490234375
2010-08-26,148.3196258544922
2010-08-27,148.613525390625
2010-08-30,149.54420471191406
2010-08-31,149.20132446289062
2010-09-01,152.09130859375
2010-09-02,153.1199493408203
2010-09-03,153.36485290527344
2010-09-06,155.5200958251953
2010-09-07,154.491455078125
2010-09-08,153.1199493408203
2010-09-09,152.14028930664062
2010-09-13,153.90367126464844
2010-09-14,154.9322967529297
2010-09-15,154.44247436523438
2010-09-16,152.63011169433594
2010-09-17,157.6263427734375
2010-09-20,159.14480590820312
2010-09-21,158.21414184570312
2010-09-22,156.59771728515625
2010-09-23,154.7853546142578
2010-09-24,157.7243194580078
2010-09-27,157.52838134765625
2010-09-28,159.87954711914062
2010-09-29,157.9202423095703
2010-09-30,157.52838134765625
2010-10-01,158.70396423339844
2010-10-04,158.1651611328125
2010-10-05,165.21865844726562
2010-10-06,163.0634307861328
2010-10-07,162.5246124267578
2010-10-08,161.69192504882812
2010-10-11,161.5449676513672
2010-10-12,160.17344665527344
2010-10-13,162.96546936035156
2010-10-14,159.6346435546875
2010-10-15,157.03855895996094
2010-10-18,158.26312255859375
2010-10-19,155.422119140625
2010-10-20,154.34451293945312
2010-10-21,156.9895782470703
2010-10-22,156.54873657226562
2010-10-25,157.03855895996094
2010-10-26,156.54873657226562
2010-10-27,154.2955322265625
2010-10-28,149.83810424804688
2010-10-29,153.8546905517578
2010-11-01,155.07925415039062
2010-11-02,154.7363739013672
2010-11-03,156.84263610839844
2010-11-04,161.8388671875
2010-11-08,168.59848022460938
2010-11-09,167.4718780517578
2010-11-10,169.92100524902344
2010-11-11,186.8690185546875
2010-11-12,179.61959838867188
2010-11-15,178.34603881835938
2010-11-16,172.51710510253906
2010-11-18,168.99034118652344
2010-11-19,164.09207153320312
2010-11-22,167.4718780517578
2010-11-23,167.52085876464844
2010-11-24,164.63087463378906
2010-11-25,154.6873779296875
2010-11-26,154.39349365234375
2010-11-29,152.8260498046875
2010-11-30,156.94058227539062
2010-12-01,159.0958251953125
2010-12-02,159.53668212890625
2010-12-03,157.23448181152344
2010-12-06,156.05889892578125
2010-12-07,156.79364013671875
2010-12-08,153.4628143310547
2010-12-09,147.9767608642578
2010-12-10,148.76048278808594
2010-12-13,149.98504638671875
2010-12-14,151.16062927246094
2010-12-15,151.0626678466797
2010-12-16,149.2503204345703
2010-12-20,146.36032104492188
2010-12-21,146.55625915527344
2010-12-22,145.28271484375
2010-12-23,145.08677673339844
2010-12-24,152.33621215820312
2010-12-27,149.3482666015625
2010-12-28,150.13198852539062
2010-12-29,149.8870849609375
2010-12-30,151.3075714111328
2010-12-31,154.9322967529297
2011-01-03,155.7650146484375
2011-01-04,155.422119140625
2011-01-05,156.30381774902344
2011-01-06,157.82228088378906
2011-01-07,152.14028930664062
2011-01-10,147.2420196533203
2011-01-11,145.1847381591797
2011-01-12,146.752197265625
2011-01-13,145.42965698242188
2011-01-14,143.96017456054688
2011-01-17,134.996337890625
2011-01-18,135.14328002929688
2011-01-19,134.65345764160156
2011-01-20,135.9759979248047
2011-01-21,139.3068084716797
2011-01-24,137.7393798828125
2011-01-25,136.07395935058594
2011-01-27,137.6903839111328
2011-01-28,134.11463928222656
2011-01-31,132.3512725830078
2011-02-01,127.84486389160156
2011-02-02,125.15081787109375
2011-02-03,127.94283294677734
2011-02-04,126.66928100585938
2011-02-07,125.34674072265625
2011-02-08,121.62406158447266
2011-02-09,109.91719055175781
2011-02-10,109.86820983886719
2011-02-11,112.56226348876953
2011-02-14,115.25630950927734
2011-02-15,118.83204650878906
2011-02-16,119.27288818359375
2011-02-17,118.24424743652344
2011-02-18,111.43566131591797
2011-02-21,112.12141418457031
2011-02-22,111.68057250976562
2011-02-23,111.92548370361328
2011-02-24,108.5456771850586
2011-02-25,106.88026428222656
2011-02-28,108.1048355102539
2011-03-01,111.09278106689453
2011-03-03,111.28871154785156
2011-03-04,118.68509674072266
2011-03-07,120.39949798583984
2011-03-08,119.86067962646484
2011-03-09,122.06490325927734
2011-03-10,122.4567642211914
2011-03-11,120.6444091796875
2011-03-14,124.70997619628906
2011-03-15,119.71372985839844
2011-03-16,122.65269470214844
2011-03-17,122.55473327636719
2011-03-18,118.88102722167969
2011-03-21,116.13800048828125
2011-03-22,116.77477264404297
2011-03-23,119.95864868164062
2011-03-24,120.20355987548828
2011-03-25,122.1138916015625
2011-03-28,121.47711181640625
2011-03-29,121.5261001586914
2011-03-30,122.1138916015625
2011-03-31,127.74689483642578
2011-04-01,130.58790588378906
2011-04-04,131.27365112304688
2011-04-05,131.02874755859375
2011-04-06,133.7717742919922
2011-04-07,132.89007568359375
2011-04-08,128.77552795410156
2011-04-11,127.45301055908203
2011-04-13,130.00010681152344
2011-04-15,128.6285858154297
2011-04-18,124.61199951171875
2011-04-19,125.64064025878906
2011-04-20,126.17945861816406
2011-04-21,128.28570556640625
2011-04-25,127.15911102294922
2011-04-26,127.3060531616211
2011-04-27,126.47335815429688
2011-04-28,126.1304702758789
2011-04-29,128.04078674316406
2011-05-02,124.95488739013672
2011-05-03,121.03627014160156
2011-05-04,121.7220230102539
2011-05-05,116.13800048828125
2011-05-06,115.20732116699219
2011-05-09,114.27665710449219
2011-05-10,113.29700469970703
2011-05-11,113.83580780029297
2011-05-12,112.90513610839844
2011-05-13,113.39496612548828
2011-05-16,111.53362274169922
2011-05-17,110.35803985595703
2011-05-18,108.44770812988281
2011-05-19,106.88026428222656
2011-05-20,110.40702056884766
2011-05-23,107.56602478027344
2011-05-24,108.74160766601562
2011-05-25,108.00686645507812
2011-05-26,107.85991668701172
2011-05-27,113.34597778320312
2011-05-30,114.17869567871094
2011-05-31,115.59918975830078
2011-06-01,117.46053314208984
2011-06-02,114.32563781738281
2011-06-03,116.3829116821289
2011-06-06,115.25630950927734
2011-06-07,115.8930892944336
2011-06-08,115.45223999023438
2011-06-09,114.47258758544922
2011-06-10,113.39496612548828
2011-06-13,114.22766876220703
2011-06-14,115.99105072021484
2011-06-15,113.44395446777344
2011-06-16,113.24801635742188
2011-06-17,113.00310516357422
2011-06-20,108.00686645507812
2011-06-21,107.61500549316406
2011-06-22,106.4884033203125
2011-06-23,106.6353530883789
2011-06-24,110.30905151367188
2011-06-27,112.36632537841797
2011-06-28,112.80717468261719
2011-06-29,111.68057250976562
2011-06-30,113.54191589355469
2011-07-01,113.59089660644531
2011-07-04,115.1583480834961
2011-07-05,116.28494262695312
2011-07-06,115.3542709350586
2011-07-07,116.43189239501953
2011-07-08,116.2359619140625
2011-07-11,115.79511260986328
2011-07-12,113.39496612548828
2011-07-13,114.57054901123047
2011-07-14,114.27665710449219
2011-07-15,111.82752227783203
2011-07-18,111.72955322265625
2011-07-19,112.9541244506836
2011-07-20,112.07243347167969
2011-07-21,110.79888153076172
2011-07-22,112.26836395263672
2011-07-25,114.71749877929688
2011-07-26,114.86444854736328
2011-07-27,113.00310516357422
2011-07-28,110.70092010498047
2011-07-29,109.67227935791016
2011-08-01,110.06414031982422
2011-08-02,108.69261932373047
2011-08-03,108.34974670410156
2011-08-04,106.68433380126953
2011-08-05,101.24725341796875
2011-08-08,94.48764038085938
2011-08-09,88.36479949951172
2011-08-10,88.80564880371094
2011-08-11,89.197509765625
2011-08-12,89.34445190429688
2011-08-16,84.2012710571289
2011-08-17,83.80941772460938
2011-08-18,82.19298553466797
2011-08-19,81.21332550048828
2011-08-22,83.02568817138672
2011-08-23,83.02568817138672
2011-08-24,81.50721740722656
2011-08-25,80.3316421508789
2011-08-26,76.3640365600586
2011-08-29,81.75213623046875
2011-08-30,83.12364959716797
2011-09-02,82.7317886352539
2011-09-05,83.31958770751953
2011-09-06,81.55620574951172
2011-09-07,83.27059936523438
2011-09-08,83.02568817138672
2011-09-09,79.93977355957031
2011-09-12,75.82523345947266
2011-09-13,76.31505584716797
2011-09-14,76.95183563232422
2011-09-15,78.37232971191406
2011-09-16,77.8335189819336
2011-09-19,78.17639923095703
2011-09-20,82.04603576660156
2011-09-21,81.36027526855469
2011-09-22,77.0987777709961
2011-09-23,80.1846923828125
2011-09-26,78.3233413696289
2011-09-27,80.38062286376953
2011-09-28,77.88250732421875
2011-09-29,78.22537994384766
2011-09-30,75.1884536743164
2011-10-03,76.46200561523438
2011-10-04,76.6579360961914
2011-10-05,77.73555755615234
2011-10-07,79.54791259765625
2011-10-10,80.5275650024414
2011-10-11,80.96841430664062
2011-10-12,82.58484649658203
2011-10-13,82.97669982910156
2011-10-14,84.98499298095703
2011-10-17,85.37686157226562
2011-10-18,84.05432891845703
2011-10-19,85.91566467285156
2011-10-20,83.66246795654297
2011-10-21,83.61347961425781
2011-10-24,86.74837493896484
2011-10-25,90.12818145751953
2011-10-28,92.8712158203125
2011-10-31,93.55696868896484
2011-11-01,93.11612701416016
2011-11-02,96.83880615234375
2011-11-03,96.93677520751953
2011-11-04,97.52457427978516
2011-11-08,100.85539245605469
2011-11-09,101.05132293701172
2011-11-11,99.38591003417969
2011-11-14,93.50798034667969
2011-11-15,93.01815795898438
2011-11-16,92.96917724609375
2011-11-17,88.70768737792969
2011-11-18,88.75666046142578
2011-11-21,88.07090759277344
2011-11-22,89.83428192138672
2011-11-23,88.21785736083984
2011-11-24,86.45447540283203
2011-11-25,83.4665298461914
2011-11-28,86.11160278320312
2011-11-29,85.22991180419922
2011-11-30,83.71144104003906
