Date,LICI
2022-09-02,315.9918212890625
2022-09-05,313.68597412109375
2022-09-06,310.3580017089844
2022-09-07,310.5244140625
2022-09-08,310.857177734375
2022-09-09,310.595703125
2022-09-12,310.07275390625
2022-09-13,318.6541748046875
2022-09-14,315.4212646484375
2022-09-15,319.77142333984375
2022-09-16,311.308837890625
2022-09-19,311.28509521484375
2022-09-20,312.0457458496094
2022-09-21,310.19158935546875
2022-09-22,308.9079284667969
2022-09-23,305.6037292480469
2022-09-26,299.77978515625
2022-09-27,298.9477844238281
2022-09-28,295.4533996582031
2022-09-29,294.5500793457031
2022-09-30,295.5484619140625
2022-10-03,295.0492858886719
2022-10-04,299.18548583984375
2022-10-06,298.995361328125
2022-10-07,296.9034118652344
2022-10-10,294.4787902832031
2022-10-11,294.52630615234375
2022-10-12,292.6959228515625
2022-10-13,290.77044677734375
2022-10-14,291.3409729003906
2022-10-17,289.41546630859375
2022-10-18,288.98760986328125
2022-10-19,288.6072998046875
2022-10-20,285.7309265136719
2022-10-21,280.1209411621094
2022-10-24,285.1604309082031
2022-10-25,283.13983154296875
2022-10-27,283.13983154296875
2022-10-28,281.784912109375
2022-10-31,287.1334533691406
2022-11-01,287.7276916503906
2022-11-02,294.4787902832031
2022-11-03,297.4501647949219
2022-11-04,298.5911865234375
2022-11-07,301.0634460449219
2022-11-09,300.1363220214844
2022-11-10,295.1681213378906
2022-11-11,298.4248046875
2022-11-14,315.9918212890625
2022-11-15,311.2613220214844
2022-11-16,305.53240966796875
2022-11-17,306.1029357910156
2022-11-18,303.7020263671875
2022-11-21,298.11578369140625
2022-11-22,297.5215148925781
2022-11-23,295.33453369140625
2022-11-24,296.78460693359375
2022-11-25,298.4485778808594
2022-11-28,299.4232177734375
2022-11-29,302.7511901855469
2022-11-30,302.5134582519531
2022-12-01,309.45465087890625
2022-12-02,309.62109375
2022-12-05,310.0251770019531
2022-12-06,309.8349914550781
2022-12-07,310.9998474121094
2022-12-08,314.8983154296875
2022-12-09,319.4148254394531
2022-12-12,331.4668884277344
2022-12-13,341.4983825683594
2022-12-14,344.3509216308594
2022-12-15,336.9580993652344
2022-12-16,327.3544616699219
2022-12-19,349.2478332519531
2022-12-20,351.7913513183594
2022-12-21,333.58251953125
2022-12-22,324.05023193359375
2022-12-23,313.1867980957031
2022-12-26,327.09295654296875
2022-12-27,329.2799377441406
2022-12-28,326.6413269042969
2022-12-29,325.04864501953125
2022-12-30,325.4765319824219
2023-01-02,337.3146667480469
2023-01-03,349.2478332519531
2023-01-04,347.5362548828125
2023-01-05,346.0149230957031
2023-01-06,336.2686767578125
2023-01-09,338.3130187988281
2023-01-10,339.9294738769531
2023-01-11,339.9770202636719
2023-01-12,335.36541748046875
2023-01-13,338.883544921875
2023-01-16,337.1719970703125
2023-01-17,335.50799560546875
2023-01-18,335.9358825683594
2023-01-19,333.55877685546875
2023-01-20,332.10870361328125
2023-01-23,333.2259826660156
2023-01-24,333.7964782714844
2023-01-25,327.75860595703125
2023-01-27,316.60986328125
2023-01-30,312.1170959472656
2023-01-31,310.595703125
2023-02-01,284.5185852050781
2023-02-02,284.82763671875
2023-02-03,284.8038330078125
2023-02-06,285.2079772949219
2023-02-07,286.70556640625
2023-02-08,290.12860107421875
2023-02-09,291.5073547363281
2023-02-10,294.78778076171875
2023-02-13,288.4408874511719
2023-02-14,284.32843017578125
2023-02-15,285.7309265136719
2023-02-16,286.586669921875
2023-02-17,286.5154113769531
2023-02-20,284.5423889160156
2023-02-21,283.9005432128906
2023-02-22,283.3300476074219
2023-02-23,280.92913818359375
2023-02-24,277.9339599609375
2023-02-27,269.9230041503906
2023-02-28,274.986328125
2023-03-01,286.0637512207031
2023-03-02,285.7784729003906
2023-03-03,292.600830078125
2023-03-06,290.79425048828125
2023-03-08,286.65802001953125
2023-03-09,284.5661315917969
2023-03-10,283.1160888671875
2023-03-13,276.7453918457031
2023-03-14,275.0338439941406
2023-03-15,274.5346374511719
2023-03-16,272.1575622558594
2023-03-17,275.6994934082031
2023-03-20,273.32232666015625
2023-03-21,272.2051086425781
2023-03-22,272.3001403808594
2023-03-23,270.42218017578125
2023-03-24,266.2384948730469
2023-03-27,258.67919921875
2023-03-28,255.20858764648438
2023-03-29,252.85520935058594
2023-03-31,254.04376220703125
2023-04-03,258.89312744140625
2023-04-05,261.46044921875
2023-04-06,261.7457275390625
2023-04-10,261.15142822265625
2023-04-11,261.721923828125
2023-04-12,261.15142822265625
2023-04-13,261.9359130859375
2023-04-17,258.9169006347656
2023-04-18,260.7473449707031
2023-04-19,259.82025146484375
2023-04-20,262.3875427246094
2023-04-21,260.5333557128906
2023-04-24,261.1990051269531
2023-04-25,260.67596435546875
2023-04-26,260.4145202636719
2023-04-27,259.43988037109375
2023-04-28,261.4366760253906
2023-05-02,261.5079650878906
2023-05-03,262.12603759765625
2023-05-04,262.6490173339844
2023-05-05,266.2622375488281
2023-05-08,267.5221252441406
2023-05-09,264.97857666015625
2023-05-10,265.1925354003906
2023-05-11,266.7138977050781
2023-05-12,267.23687744140625
2023-05-15,269.8754577636719
2023-05-16,269.8041687011719
2023-05-17,270.99273681640625
2023-05-18,270.1131896972656
2023-05-19,268.6156005859375
2023-05-22,274.5584411621094
2023-05-23,280.57257080078125
2023-05-24,282.3554382324219
2023-05-25,286.967041015625
2023-05-26,287.2998352050781
2023-05-29,287.7276916503906
2023-05-30,285.68341064453125
2023-05-31,282.94970703125
2023-06-01,283.9005432128906
2023-06-02,283.7579345703125
2023-06-05,283.6390686035156
2023-06-06,284.1858215332031
2023-06-07,285.8973083496094
2023-06-08,286.8719482421875
2023-06-09,286.1826171875
2023-06-12,283.8529968261719
2023-06-13,284.7325744628906
2023-06-14,283.3537902832031
2023-06-15,283.5439758300781
2023-06-16,287.37115478515625
2023-06-19,293.9557800292969
2023-06-20,299.6846618652344
2023-06-21,302.3946228027344
2023-06-22,305.10455322265625
2023-06-23,297.1174011230469
2023-06-26,292.8147888183594
2023-06-27,293.2426452636719
2023-06-28,294.7640075683594
2023-06-30,300.58795166015625
2023-07-03,299.066650390625
2023-07-04,297.5690612792969
2023-07-05,297.9731750488281
2023-07-06,298.5199279785156
2023-07-07,296.0000915527344
2023-07-10,294.0746765136719
2023-07-11,295.6197814941406
2023-07-12,294.97796630859375
2023-07-13,292.7196960449219
2023-07-14,294.1459655761719
2023-07-17,295.1919250488281
2023-07-18,295.0968322753906
2023-07-19,294.930419921875
2023-07-20,298.6863098144531
2023-07-21,303.7021789550781
2023-07-24,299.3551025390625
2023-07-25,297.63531494140625
2023-07-26,299.9761047363281
2023-07-27,301.0748291015625
2023-07-28,299.40283203125
2023-07-31,305.7085876464844
2023-08-01,309.1958312988281
2023-08-02,306.3296203613281
2023-08-03,307.9060363769531
2023-08-04,314.5700378417969
2023-08-07,313.1607971191406
2023-08-08,307.4761047363281
2023-08-09,307.61944580078125
2023-08-10,306.5445861816406
2023-08-11,315.2149353027344
2023-08-14,313.2802429199219
2023-08-16,310.1512451171875
2023-08-17,315.119384765625
2023-08-18,310.8916931152344
2023-08-21,311.53662109375
2023-08-22,317.1496887207031
2023-08-23,314.6416931152344
2023-08-24,313.13690185546875
2023-08-25,309.7213134765625
2023-08-28,312.9936218261719
2023-08-29,311.4172058105469
2023-08-30,311.0111083984375
2023-08-31,308.2643127441406
2023-09-01,308.47930908203125
2023-09-04,314.6178283691406
2023-09-05,315.2865905761719
2023-09-06,323.88531494140625
2023-09-07,322.9776611328125
2023-09-08,322.0461730957031
2023-09-11,324.38690185546875
2023-09-12,315.119384765625
2023-09-13,314.95220947265625
2023-09-14,315.66876220703125
2023-09-15,318.8694152832031
2023-09-18,317.05413818359375
2023-09-20,313.2085876464844
2023-09-21,312.68310546875
2023-09-22,311.13055419921875
2023-09-25,308.9092102050781
2023-09-26,308.09710693359375
2023-09-27,308.09710693359375
2023-09-28,310.65283203125
2023-09-29,310.39013671875
2023-10-03,308.2881774902344
2023-10-04,304.5142822265625
2023-10-05,304.65765380859375
2023-10-06,307.81048583984375
2023-10-09,303.48724365234375
2023-10-10,303.5827941894531
2023-10-11,304.466552734375
2023-10-12,304.442626953125
2023-10-13,303.1767578125
2023-10-16,304.3710021972656
2023-10-17,310.12738037109375
2023-10-18,304.1082458496094
2023-10-19,303.20062255859375
2023-10-20,303.320068359375
2023-10-23,294.9601745605469
2023-10-25,291.90283203125
2023-10-26,289.0127258300781
2023-10-27,289.8009338378906
2023-10-30,288.6305236816406
2023-10-31,287.69903564453125
2023-11-01,286.62420654296875
2023-11-02,289.6098937988281
2023-11-03,290.4697265625
2023-11-06,292.070068359375
2023-11-07,291.78338623046875
2023-11-08,293.0015563964844
2023-11-09,293.6942443847656
2023-11-10,291.52069091796875
2023-11-13,289.2754821777344
2023-11-15,289.8725891113281
2023-11-16,291.0668640136719
2023-11-17,293.6225891113281
2023-11-20,292.356689453125
2023-11-21,291.8311767578125
2023-11-22,290.8041076660156
2023-11-23,295.07958984375
2023-11-24,323.7181396484375
2023-11-28,322.1177978515625
2023-11-29,325.27069091796875
2023-11-30,324.6018981933594
2023-12-01,320.4936218261719
2023-12-04,343.4713134765625
2023-12-05,341.1066589355469
2023-12-06,356.3694152832031
2023-12-07,375.2149353027344
2023-12-08,369.0047607421875
2023-12-11,368.2882080078125
2023-12-12,378.2244873046875
2023-12-13,384.5780029296875
2023-12-14,389.4505920410156
2023-12-15,380.326416015625
2023-12-18,382.9538269042969
2023-12-19,379.3232421875
2023-12-20,363.6544494628906
2023-12-21,365.2070007324219
2023-12-22,378.7261047363281
2023-12-26,373.232421875
2023-12-27,392.3885498046875
2023-12-28,395.0158996582031
2023-12-29,397.6910705566406
2024-01-01,410.2308654785156
2024-01-02,400.1751403808594
2024-01-03,400.6767272949219
2024-01-04,399.0047607421875
2024-01-05,403.37579345703125
2024-01-08,393.5588684082031
2024-01-09,397.66717529296875
2024-01-10,400.6050720214844
2024-01-11,398.4076232910156
2024-01-12,396.16241455078125
2024-01-15,396.16241455078125
2024-01-16,426.37738037109375
2024-01-17,423.9649353027344
2024-01-18,430.509521484375
2024-01-19,430.8439025878906
2024-01-23,418.113037109375
2024-01-24,433.37579345703125
2024-01-25,431.6082763671875
2024-01-29,437.38848876953125
2024-01-30,445.6528625488281
2024-01-31,453.70220947265625
2024-02-01,447.6114196777344
2024-02-02,451.6480712890625
2024-02-05,477.1576232910156
2024-02-06,490.0556945800781
2024-02-07,498.9410095214844
2024-02-08,527.9856567382812
2024-02-09,516.32958984375
2024-02-12,488.4315185546875
2024-02-13,483.1767272949219
2024-02-14,511.38525390625
2024-02-15,504.50634765625
2024-02-16,496.74359130859375
2024-02-19,502.6432800292969
2024-02-20,497.84234619140625
2024-02-21,498.5137023925781
2024-02-22,510.43048095703125
2024-02-23,511.4375
2024-02-26,499.2809753417969
2024-02-27,498.82537841796875
2024-02-28,482.8804626464844
2024-02-29,490.48126220703125
2024-03-01,493.7901916503906
2024-03-04,497.242919921875
2024-03-05,492.6152648925781
2024-03-06,484.4869689941406
2024-03-07,491.4403991699219
2024-03-11,485.25421142578125
2024-03-12,472.95379638671875
2024-03-13,436.2684020996094
2024-03-14,459.6463928222656
2024-03-15,443.6534729003906
2024-03-18,433.7028503417969
2024-03-19,421.78607177734375
2024-03-20,415.7198181152344
2024-03-21,432.4560546875
2024-03-22,434.6379699707031
2024-03-26,430.3699951171875
2024-03-27,427.9962463378906
2024-03-28,439.3375244140625
2024-04-01,465.4488830566406
2024-04-02,478.78033447265625
2024-04-03,478.4685974121094
2024-04-04,482.6886291503906
2024-04-05,476.07086181640625
2024-04-08,477.9651184082031
2024-04-09,469.59698486328125
2024-04-10,468.4940185546875
2024-04-12,465.61676025390625
2024-04-15,461.1089782714844
2024-04-16,467.9905090332031
2024-04-18,460.8692321777344
2024-04-19,466.74371337890625
2024-04-22,467.3670654296875
2024-04-23,472.88189697265625
2024-04-24,475.1117858886719
2024-04-25,472.1145935058594
2024-04-26,473.8169860839844
2024-04-29,470.05255126953125
2024-04-30,469.117431640625
2024-05-02,479.1399841308594
2024-05-03,469.5490417480469
2024-05-06,447.8974609375
2024-05-07,441.9750671386719
2024-05-08,445.9073181152344
2024-05-09,432.6239013671875
2024-05-10,436.8438720703125
2024-05-13,427.6125793457031
2024-05-14,446.4588317871094
2024-05-15,474.7521057128906
2024-05-16,466.839599609375
2024-05-17,465.3529968261719
2024-05-21,490.91290283203125
2024-05-22,506.1385192871094
2024-05-23,494.50946044921875
2024-05-24,493.8141174316406
2024-05-27,496.8353271484375
2024-05-28,487.2203674316406
2024-05-29,478.73236083984375
2024-05-30,476.33465576171875
2024-05-31,485.63787841796875
2024-06-03,511.9890441894531
2024-06-04,444.9482421875
2024-06-05,451.4461364746094
2024-06-06,470.34027099609375
2024-06-07,476.7662353515625
2024-06-10,478.3007507324219
2024-06-11,482.7605895996094
2024-06-12,478.8043212890625
2024-06-13,480.6505432128906
2024-06-14,511.6053161621094
2024-06-18,506.64202880859375
2024-06-19,494.65338134765625
2024-06-20,492.6872253417969
2024-06-21,491.03277587890625
2024-06-24,486.95660400390625
2024-06-25,483.2161560058594
2024-06-26,480.2189636230469
2024-06-27,475.5913391113281
2024-06-28,474.1527099609375
2024-07-01,477.7972412109375
2024-07-02,472.5701904296875
2024-07-03,473.8889465332031
2024-07-04,484.4389953613281
2024-07-05,487.05255126953125
2024-07-08,485.94952392578125
2024-07-09,495.0609436035156
2024-07-10,503.28515625
2024-07-11,507.0496520996094
2024-07-12,504.2683410644531
2024-07-15,508.46435546875
2024-07-16,531.5545043945312
2024-07-18,532.1300048828125
2024-07-19,534.347900390625
2024-07-22,541.797119140625
2024-07-23,523.933349609375
2024-07-24,559.5645751953125
2024-07-25,559.7333984375
2024-07-26,571.0398559570312
2024-07-29,565.856689453125
2024-07-30,572.8479614257812
2024-07-31,567.0620727539062
2024-08-01,568.5326538085938
2024-08-02,568.7255249023438
2024-08-05,534.05859375
2024-08-06,520.5100708007812
2024-08-07,541.7249145507812
2024-08-08,542.7132568359375
2024-08-09,546.4981689453125
2024-08-12,518.0028686523438
2024-08-13,495.94427490234375
2024-08-14,495.3174743652344
2024-08-16,509.78216552734375
2024-08-19,517.0385131835938
2024-08-20,514.9170532226562
2024-08-21,522.7279663085938
2024-08-22,518.557373046875
2024-08-23,511.73486328125
2024-08-26,507.25079345703125
2024-08-27,520.3171997070312
2024-08-28,522.896728515625
2024-08-29,515.3510131835938
2024-08-30,513.1331176757812
2024-09-02,510.40887451171875
2024-09-03,512.1929321289062
2024-09-04,513.3741455078125
2024-09-05,515.5679931640625
2024-09-06,500.91046142578125
2024-09-09,496.2818298339844
2024-09-10,497.65594482421875
2024-09-11,488.7601623535156
2024-09-12,497.3907470703125
2024-09-13,498.6202697753906
2024-09-16,495.7273254394531
2024-09-17,492.3763427734375
2024-09-18,491.12274169921875
2024-09-19,482.4198303222656
2024-09-20,487.14495849609375
2024-09-23,497.9934387207031
2024-09-24,495.75140380859375
2024-09-25,491.3155822753906
2024-09-26,495.67913818359375
2024-09-27,493.8468933105469
2024-09-30,485.5056457519531
2024-10-01,482.17877197265625
2024-10-03,466.41229248046875
2024-10-04,468.2445068359375
2024-10-07,448.885986328125
2024-10-08,464.9899597167969
2024-10-09,468.1480712890625
2024-10-10,465.3515930175781
2024-10-11,457.492431640625
2024-10-14,462.62738037109375
2024-10-15,457.0102844238281
2024-10-16,454.6477355957031
2024-10-17,449.89849853515625
2024-10-18,450.7663879394531
2024-10-21,446.6198425292969
2024-10-22,441.41259765625
2024-10-23,438.4955749511719
2024-10-24,439.91790771484375
2024-10-25,435.6990661621094
2024-10-28,441.3643798828125
2024-10-29,450.52532958984375
2024-10-30,450.79052734375
2024-10-31,445.0528564453125
2024-11-01,448.57257080078125
2024-11-04,445.3903503417969
2024-11-05,447.7529296875
2024-11-06,455.7566833496094
2024-11-07,448.2591857910156
2024-11-08,441.0027770996094
2024-11-11,442.8349304199219
2024-11-12,444.1367492675781
2024-11-13,432.9266662597656
2024-11-14,438.1098327636719
2024-11-18,434.782958984375
2024-11-19,432.323974609375
2024-11-21,425.2362976074219
2024-11-22,428.8765563964844
2024-11-25,436.3740539550781
2024-11-26,437.41070556640625
2024-11-27,441.7983093261719
2024-11-28,452.55035400390625
2024-11-29,475.1634216308594
2024-12-02,474.34375
2024-12-03,467.5694580078125
2024-12-04,468.3409118652344
2024-12-05,471.0168762207031
2024-12-06,474.07855224609375
2024-12-09,475.5732116699219
2024-12-10,457.1790466308594
2024-12-11,452.64678955078125
2024-12-12,447.68060302734375
2024-12-13,449.3199462890625
2024-12-16,445.46270751953125
2024-12-17,443.60638427734375
2024-12-18,437.0491027832031
2024-12-19,436.3740539550781
2024-12-20,434.7588806152344
2024-12-23,436.2535400390625
2024-12-24,429.4310607910156
2024-12-26,430.03375244140625
2024-12-27,427.6711730957031
2024-12-30,436.5428161621094
2024-12-31,430.0819396972656
2025-01-01,432.2034606933594
2025-01-02,435.0722351074219
2025-01-03,437.9892883300781
2025-01-06,422.2951354980469
2025-01-07,422.56036376953125
2025-01-08,418.9441833496094
2025-01-09,406.50457763671875
2025-01-10,404.7688293457031
2025-01-13,390.03900146484375
2025-01-14,397.970458984375
2025-01-15,403.1053771972656
2025-01-16,407.1072998046875
2025-01-17,412.19403076171875
2025-01-20,414.1708679199219
2025-01-21,403.8286437988281
2025-01-22,399.4892272949219
2025-01-23,403.6839904785156
2025-01-24,395.9695129394531
2025-01-27,390.08721923828125
2025-01-28,394.7159423828125
2025-01-29,399.32049560546875
2025-01-30,397.7294006347656
2025-01-31,407.6376647949219
2025-02-01,408.9635925292969
2025-02-03,400.2607116699219
2025-02-04,402.3580322265625
2025-02-05,406.2876281738281
2025-02-06,399.6097717285156
2025-02-07,393.48638916015625
2025-02-10,390.0149230957031
2025-02-11,385.6272888183594
2025-02-12,377.2378234863281
2025-02-13,378.39495849609375
2025-02-14,366.0035705566406
2025-02-17,368.9206237792969
2025-02-18,365.9313049316406
2025-02-19,368.36614990234375
2025-02-20,374.3930969238281
2025-02-21,376.5145568847656
2025-02-24,373.86273193359375
2025-02-25,364.77410888671875
2025-02-27,357.3247985839844
2025-02-28,357.0355224609375
2025-03-03,351.5871887207031
2025-03-04,353.5157775878906
2025-03-05,367.305419921875
2025-03-06,369.7161865234375
2025-03-07,367.9563293457031
2025-03-10,362.6044006347656
2025-03-11,363.6651306152344
2025-03-12,358.9641418457031
2025-03-13,356.86676025390625
2025-03-17,359.3981018066406
2025-03-18,359.3981018066406
2025-03-19,374.51361083984375
2025-03-20,375.8395690917969
2025-03-21,381.5530700683594
2025-03-24,385.9888916015625
2025-03-25,380.6128845214844
2025-03-26,379.3833923339844
2025-03-27,386.2782287597656
2025-03-28,385.4344482421875
2025-04-01,384.6388854980469
2025-04-02,391.0033264160156
2025-04-03,393.1006774902344
2025-04-04,381.9388122558594
2025-04-07,369.9090576171875
2025-04-08,378.39495849609375
2025-04-09,370.150146484375
2025-04-11,371.76531982421875
2025-04-15,378.15386962890625
2025-04-16,384.5906677246094
2025-04-17,387.2666320800781
2025-04-21,394.1614074707031
2025-04-22,396.0418395996094
2025-04-23,395.68023681640625
2025-04-24,393.0042419433594
2025-04-25,381.48077392578125
2025-04-28,387.5076904296875
2025-04-29,385.9166259765625
2025-04-30,383.6745910644531
2025-05-02,381.9629211425781
2025-05-05,394.1373291015625
2025-05-06,378.1780090332031
2025-05-07,378.949462890625
2025-05-08,376.9726257324219
2025-05-09,379.4316101074219
2025-05-12,393.17303466796875
2025-05-13,398.4526062011719
2025-05-14,396.4275817871094
2025-05-15,405.154541015625
2025-05-16,413.20654296875
2025-05-19,412.2663269042969
2025-05-20,410.1689758300781
2025-05-21,411.66363525390625
2025-05-22,407.7582092285156
2025-05-23,414.7735595703125
2025-05-26,419.4986267089844
2025-05-27,420.0772399902344
2025-05-28,454.189697265625
2025-05-29,455.3709716796875
2025-05-30,460.1925354003906
2025-06-02,464.025634765625
2025-06-03,459.8067932128906
2025-06-04,459.6139221191406
2025-06-05,461.2291259765625
2025-06-06,462.796142578125
2025-06-09,464.2667236328125
2025-06-10,456.81744384765625
2025-06-11,465.1828308105469
2025-06-12,455.0093688964844
2025-06-13,452.2369384765625
2025-06-16,457.75762939453125
2025-06-17,456.81744384765625
2025-06-18,450.6217346191406
2025-06-19,447.3913269042969
2025-06-20,451.56195068359375
2025-06-23,453.2012939453125
2025-06-24,455.9495544433594
2025-06-25,458.5772705078125
2025-06-26,461.68719482421875
2025-06-27,461.759521484375
2025-06-30,469.0400390625
2025-07-01,468.1480712890625
2025-07-02,461.9041748046875
2025-07-03,456.1182861328125
2025-07-04,453.5628967285156
2025-07-07,455.0093688964844
2025-07-08,456.5281066894531
2025-07-09,456.1182861328125
2025-07-10,446.7403869628906
2025-07-11,444.73944091796875
2025-07-14,441.8465576171875
2025-07-15,446.0894775390625
2025-07-16,449.6815490722656
2025-07-17,447.56005859375
2025-07-18,445.1011047363281
2025-07-21,447.5118713378906
2025-07-22,443.1242370605469
2025-07-23,444.5466003417969
2025-07-24,442.13580322265625
2025-07-25,433.2686462402344
2025-07-28,435.19842529296875
2025-07-29,439.22894287109375
2025-07-30,440.670166015625
2025-07-31,437.2503356933594
2025-08-01,432.29156494140625
2025-08-04,437.3968811035156
2025-08-05,435.9068298339844
2025-08-06,436.1510925292969
2025-08-07,432.3648681640625
2025-08-08,446.019775390625
2025-08-11,442.79534912109375
2025-08-12,447.7541198730469
2025-08-13,433.5862121582031
2025-08-14,433.7083740234375
2025-08-18,434.8808898925781
2025-08-19,436.9083557128906
2025-08-20,439.3755187988281
2025-08-21,437.54345703125
2025-08-22,434.3678894042969
2025-08-25,436.7862243652344
2025-08-26,434.0014953613281
2025-08-28,424.7923583984375
2025-08-29,416.3160705566406
2025-09-01,419.73590087890625
2025-09-02,422.17864990234375
2025-09-03,425.3786315917969
2025-09-04,428.9938659667969
2025-09-05,428.62744140625
2025-09-08,428.23663330078125
2025-09-09,427.33282470703125
2025-09-10,428.7740478515625
2025-09-11,428.50531005859375
2025-09-12,427.35723876953125
2025-09-15,431.729736328125
2025-09-16,431.16790771484375
2025-09-17,432.53582763671875
2025-09-18,434.51446533203125
2025-09-19,436.54193115234375
2025-09-22,441.89154052734375
2025-09-23,438.5450134277344
2025-09-24,436.8839111328125
2025-09-25,433.92822265625
2025-09-26,426.23358154296875
2025-09-29,437.2747497558594
2025-09-30,439.8640441894531
2025-10-01,441.69610595703125
2025-10-03,442.2579650878906
2025-10-06,443.18621826171875
2025-10-07,445.72662353515625
2025-10-08,436.6640625
2025-10-09,437.3480529785156
2025-10-10,438.6182556152344
2025-10-13,438.3495788574219
2025-10-14,440.670166015625
2025-10-15,439.18011474609375
2025-10-16,436.8350830078125
2025-10-17,432.609130859375
2025-10-20,435.7113952636719
2025-10-21,435.8335266113281
2025-10-23,439.66864013671875
2025-10-24,434.6366271972656
2025-10-27,438.5450134277344
2025-10-28,439.64422607421875
2025-10-29,443.9678649902344
2025-10-30,440.0594787597656
2025-10-31,437.1037902832031
2025-11-03,449.4151916503906
2025-11-04,442.4778137207031
2025-11-06,437.7877197265625
2025-11-07,451.49151611328125
2025-11-10,439.5465087890625
2025-11-11,439.9862060546875
2025-11-12,439.766357421875
2025-11-13,441.0854187011719
2025-11-14,444.3098449707031
2025-11-17,447.1922607421875
2025-11-18,447.26556396484375
2025-11-19,446.5571594238281
2025-11-20,443.7480163574219
2025-11-21,440.8656005859375
2025-11-24,437.2747497558594
2025-11-25,438.5450134277344
2025-11-26,437.1526184082031
2025-11-27,439.8152160644531
2025-11-28,436.98162841796875
2025-12-01,430.94805908203125
2025-12-02,431.82745361328125
2025-12-03,424.0839538574219
2025-12-04,428.2854919433594
2025-12-05,424.98779296875
2025-12-08,418.9542236328125
2025-12-09,420.61529541015625
2025-12-10,419.63818359375
2025-12-11,419.34503173828125
2025-12-12,423.8641052246094
2025-12-15,418.6366882324219
2025-12-16,417.4641418457031
2025-12-17,412.60308837890625
2025-12-18,413.9954833984375
2025-12-19,416.2427673339844
2025-12-22,418.85650634765625
2025-12-23,417.9038391113281
2025-12-24,417.1710205078125
2025-12-26,415.1435546875
2025-12-29,411.47943115234375
2025-12-30,414.8992614746094
2025-12-31,417.6595764160156
2026-01-01,416.63360595703125
2026-01-02,420.56640625
2026-01-05,413.4092102050781
2026-01-06,415.29010009765625
2026-01-07,416.2183532714844
2026-01-08,409.3053894042969
2026-01-09,405.00616455078125
2026-01-12,406.5206604003906
2026-01-13,406.34967041015625
2026-01-14,403.8825378417969
2026-01-15,403.8825378417969
2026-01-16,400.8046875
2026-01-19,395.60162353515625
2026-01-20,395.3085021972656
2026-01-21,395.50390625
2026-01-22,400.2672424316406
2026-01-23,392.0352478027344
2026-01-27,394.6489562988281
2026-01-28,401.6596374511719
2026-01-29,401.0978088378906
2026-01-30,402.8077087402344
2026-02-02,391.888671875
2026-02-03,409.5496520996094
2026-02-04,408.0840148925781
2026-02-05,410.258056640625
2026-02-06,440.59686279296875
2026-02-09,437.4701843261719
2026-02-10,435.63812255859375
2026-02-11,427.6259460449219
2026-02-12,430.38623046875
2026-02-13,421.3236999511719
2026-02-16,424.62139892578125
2026-02-17,427.0396728515625
2026-02-18,429.2870178222656
2026-02-19,422.22747802734375
2026-02-20,426.6488342285156
2026-02-23,431.5098876953125
2026-02-24,430.8992004394531
2026-02-25,427.4060974121094
2026-02-26,425.451904296875
2026-02-27,414.9725646972656
2026-03-02,411.3328857421875
2026-03-04,404.54205322265625
