Date,JSWENERGY
2010-01-04,80.53043365478516
2010-01-05,90.23240661621094
2010-01-06,90.1126480102539
2010-01-07,90.312255859375
2010-01-08,90.312255859375
2010-01-11,95.66232299804688
2010-01-12,95.46270751953125
2010-01-13,93.98544311523438
2010-01-14,95.10336303710938
2010-01-15,93.58617401123047
2010-01-18,92.14884185791016
2010-01-19,90.87122344970703
2010-01-20,92.18875885009766
2010-01-21,90.312255859375
2010-01-22,89.11448669433594
2010-01-25,87.87678527832031
2010-01-27,85.92041778564453
2010-01-28,85.12190246582031
2010-01-29,85.24168395996094
2010-02-01,85.72077941894531
2010-02-02,83.96405029296875
2010-02-03,87.71708679199219
2010-02-04,84.68270874023438
2010-02-05,82.28716278076172
2010-02-08,86.08011627197266
2010-02-09,88.5156021118164
2010-02-10,87.35774993896484
2010-02-11,86.9584732055664
2010-02-15,85.16181182861328
2010-02-16,87.35774993896484
2010-02-17,86.8786392211914
2010-02-18,87.27790832519531
2010-02-19,85.56108093261719
2010-02-22,84.00398254394531
2010-02-23,83.88420867919922
2010-02-24,83.20545959472656
2010-02-25,83.12561798095703
2010-02-26,82.76627349853516
2010-03-02,83.64464569091797
2010-03-03,84.64279174804688
2010-03-04,84.283447265625
2010-03-05,87.4375991821289
2010-03-08,88.6353759765625
2010-03-09,86.04019165039062
2010-03-10,85.2815933227539
2010-03-11,84.60287475585938
2010-03-12,84.64279174804688
2010-03-15,83.96405029296875
2010-03-16,85.76071166992188
2010-03-17,88.67530059814453
2010-03-18,87.83685302734375
2010-03-19,86.08011627197266
2010-03-22,86.3196792602539
2010-03-23,89.43389892578125
2010-03-25,91.11075592041016
2010-03-26,91.54996490478516
2010-03-29,89.51374053955078
2010-03-30,89.3141098022461
2010-03-31,89.3141098022461
2010-04-01,91.90929412841797
2010-04-05,93.94550323486328
2010-04-06,92.82758331298828
2010-04-07,93.78580474853516
2010-04-08,93.18692779541016
2010-04-09,93.74589538574219
2010-04-12,93.7059555053711
2010-04-13,92.74774169921875
2010-04-15,92.54810333251953
2010-04-16,95.90187072753906
2010-04-19,94.94365692138672
2010-04-20,95.78208923339844
2010-04-21,96.97986602783203
2010-04-22,96.54068756103516
2010-04-23,97.21942138671875
2010-04-26,95.22314453125
2010-04-27,93.90557098388672
2010-04-28,95.02350616455078
2010-04-29,98.81645965576172
2010-04-30,100.33365631103516
2010-05-03,103.24822998046875
2010-05-04,99.61498260498047
2010-05-05,99.41535949707031
2010-05-06,98.17764282226562
2010-05-07,96.34105682373047
2010-05-10,99.1358642578125
2010-05-11,99.01608276367188
2010-05-12,96.34105682373047
2010-05-13,96.50077056884766
2010-05-14,95.94182586669922
2010-05-17,96.74034118652344
2010-05-18,97.3392105102539
2010-05-19,94.14514923095703
2010-05-20,92.62796020507812
2010-05-21,90.7913589477539
2010-05-24,92.94737243652344
2010-05-25,90.1126480102539
2010-05-26,91.78951263427734
2010-05-27,91.23055267333984
2010-05-28,94.42462158203125
2010-05-31,95.1832046508789
2010-06-01,92.5880355834961
2010-06-02,95.02350616455078
2010-06-03,96.50077056884766
2010-06-04,97.21942138671875
2010-06-07,96.42091369628906
2010-06-08,95.1832046508789
2010-06-09,94.90372467041016
2010-06-10,97.41907501220703
2010-06-11,97.53883361816406
2010-06-14,98.01795196533203
2010-06-15,97.458984375
2010-06-16,98.77654266357422
2010-06-17,102.5295639038086
2010-06-18,101.77096557617188
2010-06-21,102.17024230957031
2010-06-22,101.25193786621094
2010-06-23,102.36986541748047
2010-06-24,101.2120132446289
2010-06-25,101.45156860351562
2010-06-28,102.17024230957031
2010-06-29,98.91717529296875
2010-06-30,100.68426513671875
2010-07-01,99.72039794921875
2010-07-02,100.08184814453125
2010-07-05,100.40314483642578
2010-07-06,100.72443389892578
2010-07-07,99.80071258544922
2010-07-08,100.32281494140625
2010-07-09,100.44329833984375
2010-07-12,99.59990692138672
2010-07-13,98.67620086669922
2010-07-14,98.99749755859375
2010-07-15,99.84088134765625
2010-07-16,100.52361297607422
2010-07-19,101.40717315673828
2010-07-20,99.88103485107422
2010-07-21,100.12201690673828
2010-07-22,103.53571319580078
2010-07-23,103.69637298583984
2010-07-26,102.45136260986328
2010-07-27,101.64814758300781
2010-07-28,101.36701202392578
2010-07-29,101.40717315673828
2010-07-30,101.84894561767578
2010-08-02,103.17426300048828
2010-08-03,102.97346496582031
2010-08-04,100.32281494140625
2010-08-05,101.60797882080078
2010-08-06,101.36701202392578
2010-08-09,101.88909912109375
2010-08-10,101.92926788330078
2010-08-11,102.33087921142578
2010-08-12,102.21040344238281
2010-08-13,100.60395050048828
2010-08-16,100.44329833984375
2010-08-17,100.28266143798828
2010-08-18,99.55975341796875
2010-08-19,100.00153350830078
2010-08-20,99.55975341796875
2010-08-23,101.20635986328125
2010-08-24,103.61603546142578
2010-08-25,104.66023254394531
2010-08-26,104.66023254394531
2010-08-27,102.25055694580078
2010-08-30,103.05378723144531
2010-08-31,102.04975128173828
2010-09-01,104.25862121582031
2010-09-02,105.54376983642578
2010-09-03,107.83297729492188
2010-09-06,108.63619232177734
2010-09-07,106.7084732055664
2010-09-08,107.63216400146484
2010-09-09,107.47151947021484
2010-09-13,107.91329956054688
2010-09-14,107.5518569946289
2010-09-15,106.62813568115234
2010-09-16,106.30684661865234
2010-09-17,107.43135833740234
2010-09-20,106.18635559082031
2010-09-21,102.08989715576172
2010-09-22,99.72039794921875
2010-09-23,97.87297821044922
2010-09-24,98.75651550292969
2010-09-27,99.15812683105469
2010-09-28,97.47135925292969
2010-09-29,94.86089324951172
2010-09-30,95.14200592041016
2010-10-01,95.54361724853516
2010-10-04,93.93718719482422
2010-10-05,98.91717529296875
2010-10-06,99.51958465576172
2010-10-07,99.68022918701172
2010-10-08,98.43524932861328
2010-10-11,98.79669189453125
2010-10-12,99.07781219482422
2010-10-13,99.07781219482422
2010-10-14,98.67620086669922
2010-10-15,97.91313934326172
2010-10-18,99.72039794921875
2010-10-19,99.64006042480469
2010-10-20,98.31476593017578
2010-10-21,98.83686065673828
2010-10-22,98.03363037109375
2010-10-25,96.50750732421875
2010-10-26,96.74846649169922
2010-10-27,96.26651763916016
2010-10-28,95.90509796142578
2010-10-29,95.82475280761719
2010-11-01,96.02556610107422
2010-11-02,95.26249694824219
2010-11-03,95.70425415039062
2010-11-04,97.99346923828125
2010-11-08,100.24250030517578
2010-11-09,99.51958465576172
2010-11-10,99.55975341796875
2010-11-11,97.35088348388672
2010-11-12,95.78459930419922
2010-11-15,94.21829986572266
2010-11-16,93.05363464355469
2010-11-18,91.40701293945312
2010-11-19,88.43508911132812
2010-11-22,89.84072875976562
2010-11-23,89.2383041381836
2010-11-24,86.78849792480469
2010-11-25,85.8245849609375
2010-11-26,78.71605682373047
2010-11-29,77.75218963623047
2010-11-30,80.64379119873047
2010-12-01,83.05347442626953
2010-12-02,82.53137969970703
2010-12-03,80.804443359375
2010-12-06,81.8486328125
2010-12-07,79.15782928466797
2010-12-08,79.55945587158203
2010-12-09,77.51122283935547
2010-12-10,79.43897247314453
2010-12-13,78.95703125
2010-12-14,78.6357421875
2010-12-15,77.8324966430664
2010-12-16,77.99314880371094
2010-12-20,78.6357421875
2010-12-21,78.6357421875
2010-12-22,78.5955581665039
2010-12-23,78.1939697265625
2010-12-24,78.87669372558594
2010-12-27,76.1859130859375
2010-12-28,76.38670349121094
2010-12-29,75.0613784790039
2010-12-30,76.34652709960938
2010-12-31,80.04138946533203
2011-01-03,80.1618881225586
2011-01-04,80.32250213623047
2011-01-05,79.80040740966797
2011-01-06,77.87266540527344
2011-01-07,76.46701049804688
2011-01-10,75.10155487060547
2011-01-11,73.41478729248047
2011-01-12,73.7762222290039
2011-01-13,74.41880798339844
2011-01-14,72.41075897216797
2011-01-17,69.35848999023438
2011-01-18,69.71993255615234
2011-01-19,69.71993255615234
2011-01-20,70.84444427490234
2011-01-21,70.4026870727539
2011-01-24,69.11752319335938
2011-01-25,71.4067153930664
2011-01-27,70.92478942871094
2011-01-28,67.47090148925781
2011-01-31,65.06122589111328
2011-02-01,63.21381378173828
2011-02-02,63.57527160644531
2011-02-03,63.976890563964844
2011-02-04,61.125423431396484
2011-02-07,61.20574951171875
2011-02-08,61.04510498046875
2011-02-09,56.22576141357422
2011-02-10,56.22576141357422
2011-02-11,57.02898406982422
2011-02-14,58.99688720703125
2011-02-15,60.402523040771484
2011-02-16,62.85235595703125
2011-02-17,62.65155792236328
2011-02-18,60.723819732666016
2011-02-21,60.603328704833984
2011-02-22,60.723819732666016
2011-02-23,60.48286056518555
2011-02-24,60.000911712646484
2011-02-25,59.719783782958984
2011-02-28,59.75994873046875
2011-03-01,60.48286056518555
2011-03-03,60.20171356201172
2011-03-04,60.12139892578125
2011-03-07,59.55914306640625
2011-03-08,59.19768142700195
2011-03-09,59.51897430419922
2011-03-10,59.27801513671875
2011-03-11,58.83622741699219
2011-03-14,58.79607391357422
2011-03-15,58.033016204833984
2011-03-16,58.273983001708984
2011-03-17,57.751888275146484
2011-03-18,57.751888275146484
2011-03-21,57.67156219482422
2011-03-22,57.26994705200195
2011-03-23,57.43059158325195
2011-03-24,58.47478103637695
2011-03-25,58.47478103637695
2011-03-28,58.15349578857422
2011-03-29,57.229793548583984
